,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CCL18,,-0.04223090468728612,-0.0958456381816391,,,,,,,,0.026802384206212514,0.10353899716609273,,,0.058750737523689735,-0.020541335207507717,-0.020465870328065072,-0.07155481926064224,,-0.048442677750137886,,,
CCL17,,,,,-0.037880301131253416,,,,-0.018426696567223518,0.012801606983769708,,,-0.004546931828081186,,,,0.01045545254241029,-0.04343776221469966,0.0654358470536642,,,0.0038560925182810468,
VEGFD,,-0.03409746315241926,0.04729988376223026,0.032101664155844874,0.024095385276255196,0.020877108984111277,,0.11821818958663302,-0.047532999499516664,0.027766867642878838,0.006431711182098865,0.0222830579729976,-0.018304980498190803,,-0.019593627615927596,,,-0.020689318193545074,0.0012271007354265687,,,,
TNFSF13,,,0.09034974032800146,,-0.013173045047630772,,-0.020762120819995702,,,,,,,,,,0.03674563068763863,0.041551946798454115,0.09838031893740024,-0.011491358962668901,,0.008956664511630408,0.00850764524507462
WNT5A,0.11444861032390573,0.025797952274568242,0.062316234378089586,0.038025151537881954,0.09387130578119984,0.13652321298755765,-0.01689041951861334,0.4377273384082024,0.05733138556447387,0.006965705852206215,0.06334498313860816,0.006089110592618405,0.09390675864806436,0.10430171907116773,0.000537583115794265,-0.04755362279489141,0.0864477238513335,0.01953324197876037,0.07581539217143449,0.03127565193303057,0.008692593618271802,0.08751242404812601,0.02943442550686983
CXCL8,,-0.06161796305961876,-0.028203657485656956,-0.026156255274327203,0.053669601129553816,-0.04624215106555067,0.09551857956044131,0.26538494844961563,0.04268081195641365,0.023350109927748813,-0.021474826078412387,0.02957019132350856,0.1001235944435832,,-0.34148556959711124,-0.03616625472704714,-0.16662996972027505,-0.2198525462588908,0.03228005478826465,-0.08800009305106066,0.0198448213984451,-0.028211585819551657,-0.04234639776066823
GRN,-0.20048931487185762,0.0016577286147795216,0.0551169797281233,-0.0732547808281594,0.013314769717341026,0.011555126044302378,-0.03360126423118525,0.4724644398364401,0.03170469936363768,-0.0023744373537103727,0.011895812226959278,0.04171565988588927,0.02870206909837705,0.132126757477607,-0.04522954716611522,-0.055871426846258745,0.0003646404446231152,-0.02039749571957883,0.11289878713499654,-0.055764099975594617,0.05537858783555675,-0.08364238635082781,-0.029076010180710075
MIA,0.026567996285884687,0.02455282119139724,-9.924354971065688e-05,-0.023021673494488075,-0.00883179874899443,-0.03277896110286366,-0.0064235355644775595,0.24246003687337606,-0.03216088836959525,0.0471840943886727,,-0.0118292266438819,-0.0330855878743333,0.140708294798002,-0.046393678280285865,0.08256738696442702,0.07422334115029693,0.12784577816052156,0.1533743574822231,-0.15301019760651377,,0.26168758234384,0.08706836725226681
COL4A4,-0.025875673623220456,-0.019236591533454785,-0.052751218822294166,-0.024829407829362972,0.019317325710992893,0.13662473902830213,0.017596092707339365,-0.03324876053315976,0.023033938844740216,0.035178894551549884,,,0.09061885045155982,,,-0.025970665909675922,0.10485713857310873,0.02237698130731431,-0.05315111457281716,0.03491646419381836,,-0.040508815179478075,0.049293292505433565
TAC1,0.034142929748382955,-0.03974732525047318,0.08123590272871506,-0.003046607124824925,0.08928112883933649,0.025434627186324547,0.020104624806666978,-0.4138390150808606,-0.039305662249979806,0.010657961455915072,0.04771231812196172,,0.021227595554511376,,,,,,,-0.013766279641991168,-0.06458024796822646,0.02685663905334415,0.019374342700641124
RARRES2,0.2545359715339656,0.0576326443629292,-0.016161422381023992,0.011141051060157127,0.07918972603295067,-0.05063117917472726,-0.0030729608758292316,0.5942715880756655,-0.0767327753990113,0.00818971996119191,-0.01279347811931582,0.020947492957362427,0.03861650101892105,-0.01741826813675258,-0.09481498632769256,-0.06097204708423152,-0.040530680602817594,-0.05984502667984912,0.0029760064071485963,0.005779970815199107,0.07687244346280023,-0.0002501767743954865,0.006729865639623931
FGF7,-0.017226586507199784,0.08192969668258614,,-0.037547023425527515,0.02553917496793179,0.01988241748417207,0.04931880635850227,0.18170298997649462,0.005841346465253881,0.04841836637533212,0.07600250042766875,0.06543126104328116,0.04229355223633933,0.10645701033157205,0.08703491134514713,-0.06220851732517331,0.018451209444111143,0.045059436139247455,-0.027199564251476877,0.007014201652708426,0.07900483969367289,0.13226220933791116,0.02873220658779589
EFNA2,,,,,,,,,,,,,,,,,,-0.020735978803106497,,,,,
HBEGF,0.01110621813976824,0.012104804712868324,0.0988362519245595,0.017584808029799805,0.07593948205230641,0.03392188837455082,0.0016369437581535322,0.2604212317242674,0.023221740479966953,-0.020638952114250493,-0.03041143934193088,0.09368144260728373,0.033558165997340884,0.24086048882659233,0.06700709535736202,0.046703697982330726,0.04511445867576137,0.007777149794745647,-0.03418687134279745,-0.06092919382042948,-0.025997825826160323,-0.0881189823926208,0.03109351613463345
CSF3,,-0.04581382821926166,,,0.06383060709892271,-0.03659658823827128,,0.08887971124873938,,,,-0.05128488046591055,,,,,-0.05846738093970464,-0.15574144538403123,,-0.05900715839715549,0.10117096336644159,0.08967958544116046,0.0005025864075825875
PI3,,0.008123603189373385,-0.04875461973868697,,0.019736811326505024,-0.07167141526274409,,0.14121217519027146,,,,,,,-0.037696630897400836,,-0.10663487555835809,-0.20699524871248443,-0.02276816241313958,-0.153478667726616,,-0.14714962669648873,2.31383828558236e-05
PCSK1N,0.16293825736687198,0.030540824718152476,0.02687127376312538,0.014026937648835029,-0.02373655654140575,0.07895403149969767,0.04799143275651983,-0.17683796845040756,0.061950399923808956,0.003872733921321755,0.11018763494991203,-0.005204141451951007,0.0326378829188125,0.06665978591832282,-0.0041059257605072915,0.0076705732204880575,0.07031006811374534,0.09667596890997336,0.08737958302518792,0.11238226415726701,0.033679997829924264,0.10023470437957277,-0.003840983222108675
NTS,,,,,,0.0654624915403496,-0.024115439546587642,0.05072920130026769,-0.03870922244675293,0.004563916559345211,-0.027762629733331993,,,,,,-0.028809696484430446,0.0754589624668894,,0.07831421853000237,,0.07678239186450526,
SFRP1,-0.06924013953223777,-0.0037477574291201843,-0.051043610869696256,0.05803110592142199,-0.010220610615056015,-0.011716415164941874,-0.025826077619341324,0.03819113029319759,-0.0015402559214732108,0.025837636761136238,-0.03680642344994434,0.03152547085373891,0.03184467400854774,0.11995297440855353,0.13969721694647294,0.028574437468810495,0.14327493107098424,0.03136202069284161,-0.006106984868927563,0.05838948235519757,0.15774643423853638,0.008217504251033644,0.06030512911347217
CXCL13,,,,-0.0288942672407821,,-0.054067319728938024,,,,,,0.0333027041827487,,,,,0.029048614637698193,-0.03826103356983836,,-0.029843467640535283,,,0.06211925161273197
MICA,0.051039257182783335,-0.020862423974390122,0.08701370058574408,0.01722417511735617,0.016555376863124638,-0.002677707392559762,-0.012741248125613993,0.30303030090472066,-0.009947902432047993,0.03515974219952782,0.012898143872890367,0.026315817841433158,-0.03930586407578239,0.11676532325609959,0.15982986146064956,-0.0524529981291849,0.07240523778510839,0.03023203556816505,0.05738496979091665,0.0415069439992472,-0.03056147076166103,0.08552414720596888,0.021943547741106496
TG,0.09629470599696505,-0.011375948753396871,0.011143516438986095,0.04568096454671117,-0.00788124761151031,-0.005705789808264185,-0.027835574386756084,0.08274865367505078,0.06193880608009615,0.05037581793907064,,0.018548316579698243,0.05816801249319317,0.08618270767324733,-0.039597111963265076,-0.03344609623795843,0.022007257900079055,0.024908943543892136,,0.013861871460630823,,0.024966768629056883,0.09828248267866044
ADA,-0.005475639082997728,0.026022202506574176,0.09480334323843222,-0.0207361100268202,0.049201979423772094,-0.0007548093099561755,-2.9724741374013807e-05,0.4353012006561707,0.028885402751533146,-0.031047648138380252,-0.04287099824857934,0.09393880555064067,0.06673036611916405,0.08020218091891376,0.19508670628885844,-0.009310539977407944,0.016205771297359724,0.0898554891513923,0.09519791131119987,0.06702355823130449,0.03021419458793712,0.09880571686756984,0.09105197405222767
LAMC3,0.0647724876501631,0.004521013837950453,0.14784271396046775,0.08250125902473407,-0.06791788577472498,0.01245891353210207,0.04758278050891155,0.44237501497087867,-0.01739541709791597,-0.02471703826724772,-0.03564858980932667,0.003545357472026359,-0.014543996900532999,0.09515405056307143,0.22035973812796472,-0.010613359497346634,0.022167941995612388,0.06698272504210716,0.17990461422138135,0.05814193372801606,0.029958924676545637,0.03693247613099497,0.07988137436624534
CCL7,,,-0.054806469399226766,,-0.0008597589710140946,-0.05720001209715695,,,,,,,,,,,-0.010222607178445543,,,,,-0.012912221099762623,-0.03070340923052143
NGF,,0.08768805496729094,0.09783786916720949,,0.06572401054705145,-0.041245719053021296,0.030541650355427517,,,,0.16454721037090841,0.02665892727255595,,,,-0.030525720998821667,0.025403189704208625,0.012901995400616378,,-0.028660656309536885,,0.014735790166544954,0.07595229369661653
TNFSF15,,0.026634191762955686,,,-0.022229243715180175,0.013667513283303068,-0.032252824583895674,,,,,-0.008292594643689134,,0.08225029750433108,,0.06545111147902746,0.019962400140756606,,,-0.025256221929251265,,0.0040890367269820855,-0.016508843030814655
HMGB1,-0.04035553589869587,0.08014385196269926,0.026136221943573554,0.0026162235634568697,-0.02228683421227422,0.05920918800161566,-0.014633071055246912,0.43820543542396206,0.03408139354285514,0.036620484601608036,-0.08333407531117579,0.05555131677928944,-0.07714143955079185,-0.11229442040788835,0.19785498620995892,0.09040533539944962,-0.07259649240600312,0.04750904106462863,-0.003102081144450806,0.024824611723192124,-0.007644975330570773,0.08747956434201674,0.015137251566234794
ITGB3BP,0.026913258755168496,0.04648043400199943,-0.04670101914987188,0.045318135202856207,0.03199781598212762,0.053991820185624144,-0.021595938133612883,0.4047245346826118,0.024193276239452777,0.030617489219210953,-0.030690911721612535,0.04927178504593644,0.018356851980823038,0.04265680242662959,-0.0987188374477862,-0.037549327199955795,0.005659899162503906,-0.02608677685565304,0.06614717158588089,-0.021995184893794775,0.034792766628801604,0.09520065251050687,0.02840502369112568
AANAT,,0.03670089542678222,-0.040062469725689755,,-0.03620695442959006,-0.03726037999309903,,0.03575632640333748,-0.044121925022525134,0.01575954761618151,-0.026100972079440087,,0.03423308753669457,,-0.14587814373486846,0.042317167408361694,0.009072325232258975,-0.01742204932206995,0.008838022862233171,,,0.03985132941859788,-0.021454038670361605
RELN,0.014629523381956,-0.07827943971017606,0.024979514465239022,0.01580776897555754,0.047549437601317183,0.010239256488229268,0.04457500046947673,-0.20520518923428654,-0.028541992016199592,-0.0010566457771831203,-0.01539917769740136,,-0.02437189000930698,,,,,,-0.016050578646135804,-0.023983978403031465,0.14043331968085632,,0.04623087789695446
IL15,-0.015787622183633825,-0.03901337752949984,0.006041645029072056,-0.027622757783414238,-0.022287118986141993,-0.004288780334256072,-0.022949802099707487,0.18351767900759597,0.019072819889018537,0.030959891047928876,-0.012675498083208158,0.11330850283037754,0.02492570679040511,0.08191957489176939,-0.02482947709983228,-0.015282219126077788,0.0867276792319751,0.07657521122552918,0.06289638922369138,-0.007226484968289368,-0.03287274327771408,0.05920238834753397,0.12239588548038356
UTS2,,,,,,,,0.26736233981177543,,,,,,0.09198045398313746,0.005305913913080989,,0.1104567837276757,,,,,,
BSG,0.2002015072212029,-0.0007774651639221207,0.00970892949064605,-0.025529463192289405,0.03031699772629357,0.0017693133083510775,0.05111605448429951,0.020792428321224243,0.03852436212249902,0.03919418029991327,0.021202430286664655,0.06418695746209582,-0.008691774161649991,0.1923908056386299,-0.1942462313181249,0.030249653160305146,0.013838194035139114,-0.05245617209569158,0.18886654330177305,-0.11956710698352803,0.04066217920211041,0.13704732347553666,0.12653145379345881
ADAMTS3,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999
CD34,0.1376538444408711,0.031935544205922484,0.12420718973003328,0.019178438643006904,0.0076368392701988575,0.0070936385196742726,0.05438149504402611,0.35172338935584774,0.001647979289139038,0.009164793076949423,0.052464108490472526,0.018142037846735178,0.06362254731841242,0.05321304836076567,0.19720905501683508,0.003030802924525533,0.054302211809115666,0.10617772705894285,0.134184134259498,-0.0032621641730188953,0.05458106620671407,0.023312569330668397,0.08207971571519898
CCL23,,,,,,,,0.13773808870454626,,,,,,0.04111801891273962,,,,,,,,,
PLAT,0.11755778982191122,0.1124199558931531,0.12223282191673888,0.015839746046033238,-0.006871797676662041,0.04551711092192657,-0.009826286658185303,0.5284954620199876,0.06410251717874382,0.08123653573226944,-0.004549726797735684,-0.024121372136158725,0.012731166893213876,0.0654891741045724,0.24109859591331775,-0.04496703110681593,0.1313510324784635,0.1669448166608732,0.11787429388923207,0.09522629109732492,0.037832021842079996,0.15443603766922914,0.10292717073567874
NTF3,,,,,,,,,,-0.025012768743654885,,-0.028404953973024418,,,,,0.12094664591422968,0.11915982789458326,,0.09260879305664646,,,
LTA,,,,0.024317212670350162,0.0528402862288366,,,,-0.015338975595576752,,,,-0.014618832148463191,,,,,,,,,0.036328893428368814,
CKLF,-0.056558253234586166,0.02305343879784198,0.07925655202791367,-0.007796988833325707,0.054725877282884056,0.05529433911845338,-0.015251421613885813,0.5265600505739217,-0.0411277340554687,-0.037495211413521454,0.016627910990244524,0.06350831537219787,0.042292559402078586,0.09650319581250229,0.087450821511303,0.005279508207252957,0.0615185643867404,0.15931143960415356,0.07749216781911769,0.013858173206164956,-0.006329443987687622,0.21628242320195512,0.06483833179693523
APELA,,,,,,,,,,,,0.03256204739802251,,,,,,,,,,,
CD24,-0.057957849491685885,0.023362300186017673,0.04130074317077367,0.02382419725839078,0.010459640651282487,0.04391883342804847,0.044120619227974125,0.09736452797210744,-0.09790881755232102,0.009929633419206368,-0.0849971172241738,0.029780203523237514,-0.02262407978255187,0.12611323691562398,0.12686117894535448,-0.02744598488774195,0.16244407001808533,0.08931272359753349,0.03596142089147734,0.21316806948979017,0.006535915580023814,0.05313280382489639,0.038539238824327936
HSP90AA1,-0.09442181826165433,0.018905973964932234,-0.06403102111565213,0.02489397163221402,0.004626496845297164,-0.01946148278330557,0.05055187554515476,-0.6011280274901918,-0.011905606757478027,0.0018197258319740562,0.0888430171139266,-0.07862825779261624,0.030616014676807458,0.05750426284579653,-0.19955333507475465,-0.08049831558619337,-0.1896647764822003,-0.21189446392461128,-0.022945555233200136,-0.00830509100382911,-0.08871265046602031,-0.08769367961000486,-0.10632816636505084
BMP4,0.04719845478410837,-0.012385420291507753,-0.0016215760392485196,-0.013911161765071125,-0.01106405318230777,0.0725865437621829,-0.06092308803141183,0.0009172739676912307,0.028931383333761843,0.07514306910843437,-0.0019598817273929273,-0.018880255056950738,-0.018003828839881796,0.09559181107152269,0.1400331629031176,-0.005294027750699907,0.09670263932149754,0.07985387888267023,0.16543493372216306,-0.03344768041787106,,0.05944878346276168,0.028993690581082903
SCGB3A1,,,0.024608461658284637,,,-0.014522549135828348,-0.029295828277673647,,,0.011148573211137408,-0.04594501516463938,0.05460868435128523,0.04743508260797277,0.11896876981579296,0.10760538526428229,,0.03166148819674044,0.08228415144565461,,0.05549661062455908,,0.046039121384653665,-0.007600306731726648
IGFBP4,0.1304679039531209,0.048924483182819424,0.11217736190000505,0.02773009191538462,-0.03654485233570697,0.02146329149796472,0.015893117406721828,0.5112272938109118,0.00039623397488777295,-0.020393247580436594,-0.03483100527728508,0.05901098047741223,-0.007561693453147971,0.008346269919149047,0.1787138852984458,-0.004379199006893871,-0.02911505256290219,-0.05749838844096178,0.17360126329311487,-0.08477181867511077,-0.0023846282883918314,0.021952022936817684,0.049545494694994106
RSPO4,,0.02458483764553626,,-0.036482003363501686,0.028758405773569043,0.06872547762847944,,,0.086733426329101,-0.0088837321213593,,,0.009378909811657267,,,,,,,0.05302167820657485,,0.06637668809734402,0.07994552623017517
LEFTY2,-0.038134665086838666,0.024199952528906082,0.13718517308824874,-0.009248775704047108,0.013613362845438185,0.031124962789353006,-0.019474571522579823,0.4702943518349891,0.07867891064265803,0.053681011790945414,-0.027762648013181648,0.05139073534758635,-0.043215637536293906,0.03132086360506835,0.20234840042065913,0.15788144390972958,0.010874286207204636,-0.0022592857346019875,0.18389337550331974,-0.014960376000153952,-0.05089869355011298,0.1748579291920197,0.09763894174067418
PF4,,,-0.04389790757110939,-0.02838576066844098,0.05413755760121884,,,,,,,,,,,,,0.0222871472957216,,,,0.07624193301740309,-0.068229326077034
ANGPTL2,0.020382414400542257,0.0937784715417265,0.05583893160740497,0.03430377007838478,0.025884041015492323,0.0831116038351518,-0.02344038553876606,0.44531302042819293,0.016340785741605128,0.0031427264732004022,-0.04879332929881239,-0.10928100497834978,-0.008090244396336828,0.1842931024133276,0.10791603348855909,-0.009151626619391782,0.15661980892215757,0.15590042520462985,0.06580186461493294,0.0829097387919794,0.09107184567290984,0.07141578812137701,0.1148142177247295
LRIG2,0.08039019117323562,0.05119356906340614,0.04610876828520883,-0.00211131722792377,0.059320153836016555,-0.01777589133816415,-0.016559835797925568,0.23985051517061745,-0.0248363245803602,-0.004692570028600302,-0.01949022889031255,-0.005157598370002093,0.022089588421480535,0.05093809961119933,-0.06680639106665638,0.012988520199256667,0.10787956520891005,0.10511982713162196,0.055773916227648865,0.029282433871067985,-0.009707865377028864,0.10995769102972316,0.13874733287885768
ICOSLG,-0.007618712960366528,0.02178816229941862,0.10420990335582328,-0.00353355001403756,0.03708023887716427,-0.03898996813004245,-0.014645009829077328,0.2560853900061027,0.027690604440924495,-0.03734948015737794,-0.012967456727592587,0.0009483706008147571,0.050925747673423435,0.0716124918019897,-0.08107789247225915,-0.03663402446647058,0.07474231563965385,0.1461863497952385,0.05897914578369456,0.007967133748839821,0.03480534618166481,0.12330448340763,-0.025961242555332203
WIF1,,-0.10677008486956933,-0.024549884374487713,,,0.04788855765134719,0.02044857639947379,-0.3981092661549778,0.010776279583510667,-0.03315043780924383,-0.04276173394332674,,-0.018229986993605084,,,,,,,0.02491348312970099,-0.03345086465577157,,0.0016852425898446263
NPPC,0.21073485621395655,-0.04695990973203443,-0.028637148792698415,,0.026917400100031283,0.0002772175247995653,0.035908090560521494,-0.05698532839697253,-0.03826894162638033,0.03242900498145349,0.030837945022709264,,0.014132945084998063,-0.057937889883696386,-0.12090131249881593,-0.02561788008603585,0.033406480380125066,0.04982415204511151,0.10119763700562365,-0.052616062600947956,-0.05709785253030077,,-0.014563930207855062
LYZ,-0.14089270346246274,-0.007466987147513734,0.040560837149619264,-0.08481466279202968,-0.058755028957459855,-0.015095817298398125,0.01817331074019798,0.3891463099965167,-0.02170004548478078,-0.0028616844639569538,0.014076482666139895,0.11633850640395339,0.09880784817855333,0.07947854957548982,-0.16855627992244254,-0.02359046607940804,0.030070216402207948,0.061966176329825096,0.07074302292589575,0.01957182120245942,0.13674642231710318,-0.013242219188472295,-0.03105228686132938
EREG,,,,,,-0.01887975532919212,,,,,0.05034552417520266,0.03153312560669837,,,,,0.0063399191068525965,-0.1296640800254894,,-0.08176861294972823,,0.030718640628278452,0.007408396061038145
SPTAN1,0.16748876171741653,0.030021171663588416,0.05366799213534939,-0.03495425247276342,0.013269740764228955,0.11522703505274541,0.0653688493716895,-0.1275981451303789,0.00776070762429039,0.026906846821042028,0.062223157858344494,0.08977069321482514,0.05200099847808526,0.0789268158210226,0.22825692755122326,0.021638037634935867,0.07339752647463864,0.1590123745840882,0.05771602306524511,0.10190732253218243,-0.0834723584348037,0.12221800845503941,-0.009433987523649988
PTH2,,,,,,,,,,,,,,,,,,,,0.04250218837899696,,,
LIPC,0.04243984066662332,-0.017564020326439195,0.0664532033168803,-0.009136042107304758,-0.015271848278491948,0.07257618620814531,-0.0019199033338677467,0.17738101123966457,-0.0012202125346905894,,0.02340460997601658,-0.021627778893702817,0.01920238799630921,0.009233665900279514,-0.04933730935437445,-0.011428641264660403,,,-0.048807820907116314,,,0.002386791250750638,0.04104309725704436
COL8A1,-0.035135400925283757,0.12350786346386178,0.017325503315543937,-0.005536526251976615,0.04843690472696401,0.11902617349210304,0.018144763227968052,0.21301318476986467,-0.02900906299495653,0.04649559605671318,-0.050540927445052855,-0.04569417585177315,0.035550543691930614,0.10179047000479162,0.09033785146453992,0.041731069270134244,0.054240605610563125,0.03474214551399701,0.1160508028623945,-0.06187496333444509,0.023348812985868675,-0.036502687710912175,0.07932713466445139
GSTM2,0.03923797491994051,-0.032670542245800564,0.03649941961719265,0.054410588093627116,0.05012542732064755,0.010540873787729527,0.0004351826202652371,0.1809382980129309,-0.022836232708659036,-0.030609433951079956,0.03770158685800635,0.027468001938402566,0.04788938618279403,-0.03129861816812757,-0.011402215525191795,0.023104570693509192,-0.008196007205453899,0.0906128380132168,-0.06589074475656295,0.03628275425898491,-0.05893758484125717,0.08412091653246323,-0.010102111507857767
IL4,,,,,,,,,,,,,,,0.10514309324764154,,,,,,,,
SPX,-0.013661896490238655,0.04439626506663344,0.013163235416482639,0.05395491433131816,0.011286629537995831,0.004909159377668495,0.008776755804187434,-0.16515401374066188,-0.05771291031204364,0.06682590958101987,0.013998928721489673,,3.8487164895561296e-05,0.009790167398374378,,0.007737196714230459,0.04876250266494249,-0.050665589138888155,-0.10300579076289948,0.028306846344709022,-0.052108880543462126,0.1934466425870194,-0.016209680702294952
MFGE8,0.05544395499298973,0.057831961655026895,0.08271600576703175,-0.02716690442990402,-0.036403282969189626,-0.03783171215514075,0.016159784068897138,0.18875415565862952,0.019209032239470424,0.029592558115384984,0.012675879049956772,-0.009580341654158638,-0.0029551523978057982,0.02079044211937377,0.21709566739204145,0.015133803516649755,0.009575181735539272,-0.013032157419472647,0.09829583816030614,0.010938356054675687,-0.03848536737777188,0.0800112306776208,0.040914446536295376
TGFA,-0.08628803547320942,-0.07049066330278778,0.06733582461096053,0.01241609048386805,0.028753072640189177,0.06871730501279405,-0.04450347336978082,0.17301359944356923,0.022181125751779822,0.01599686854219224,0.0047941846014557254,0.14221943245814925,0.04289159040437895,0.15683129883832347,-0.19082471729063885,0.02992040442565614,0.0761015449614255,0.09273840793773239,-0.06688416148263346,0.00700589861196801,-0.010126550502009309,0.23330115651328798,0.025544108965235242
SLIT2,0.005558694035075068,-0.0603847232366302,0.021528053252523546,-0.007581637392441382,0.06171770669808124,0.04489586970294765,0.02750814761748169,-0.16748897615181313,-0.043120371527306606,0.003168332527755736,-0.010620539784489524,0.004450848385532169,0.014026747675029115,0.16483807194219965,-0.07135645385926043,-0.028971556800431852,0.028939601663462624,0.11548468898352106,-0.04337836750068161,0.025469275458091224,0.033933130019510455,-0.003923057067563635,0.07574693409493163
