,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,-0.025796199372286013,
BMP1,-0.012673361893992695,-0.03041872393071136,0.1345989648305473,0.036009130667957814
NDP,-0.0021584573410429984,-0.02985970015353453,-0.017897315312527813,-0.04901923623323
TNFSF18,,,0.013019164801708578,0.017442532627576227
RTN4,-0.016365928877890283,-0.011928274680867499,0.05359164837936577,0.020689581027420363
HEBP1,-0.013648292924677985,-0.06914644899804724,0.022835317818480645,-0.009000565689120594
WNT7B,-0.016165249830977134,-0.008031472916727398,0.0063829783605910155,0.017670515109678243
PTMA,0.0042701261020508295,-0.022623111594998635,0.06732139745006521,0.03571371865002826
FASLG,,,0.014720756413416766,
CEACAM1,-0.01764416079422707,-0.01668742965100292,-0.0181230138527156,
PDAP1,0.0380761822959306,-0.014191628407684056,-0.030297204556502096,0.052464503235672595
QDPR,-0.01877237751817176,-0.06151834680289284,0.0072254672385098926,-0.03671994098209035
POMC,0.08803514435159987,-0.03909268970574642,0.005850130060651665,-0.05832267597033335
CCL18,0.023466191829304858,-0.04074959817237691,,
CCL17,-0.012517678082116292,-0.024089352328609325,-0.02027864321976702,
VEGFD,,-0.01668742965100292,,
TNFSF13,-0.024019544055487622,-0.026184302392444795,0.01770764586200689,-0.02107516954216726
WNT5A,0.03949665410487335,-0.028703061340419774,0.049554030559003454,0.05323892997783894
CXCL8,-0.03512224680832154,0.01672101808876674,0.04364835499585255,0.05229173050268174
GRN,0.03924030406500515,0.06013929400661976,0.09114374288188916,-0.07342024082785525
MIA,-0.020480249659365,0.007788617463049963,-0.04387355677001327,-0.020369772557167428
COL4A4,-0.033075246001069473,-0.026719184099611226,0.026469897362336854,0.021232497085044048
TAC1,,,0.1489588753936332,-0.00016975036355791276
RARRES2,-0.04193944211999687,0.007929567765631862,-0.01826776228573373,0.07942771481128258
FGF7,0.016973229647296133,-0.00634350741824691,0.013188857865145395,0.035274955316530104
EFNA2,,0.009721402371327957,,
HBEGF,-0.01683916171148967,0.03839512247399894,0.060465795344674424,0.015572944104810492
CSF3,-0.009112387320872687,0.05732658223308792,-0.021350282960462656,0.055657490843272504
PI3,-0.01518649150969577,0.062887835177902,-0.01707552321541397,0.01902443298223068
PCSK1N,0.0340232311591612,0.034728035168412136,-0.08841356002696599,-0.08151188712716995
NTS,-0.029202439923311507,0.001842600896422231,-0.03161685771386703,
SFRP1,-0.01996558490737435,-0.009265039806337859,-0.0020743517583449154,-0.006254834838956133
CXCL13,-0.028117271456037422,0.003120460843392664,,0.06199374176632932
MICA,-0.03320060520624417,-0.043240363071371746,0.07792117601762431,-0.030865808121307667
TG,-0.016632864572249006,0.011707000981894106,0.01933378159485468,0.016918470653954215
ADA,0.07164278273728161,0.060648718749969806,0.09354688571106351,0.1012037084107958
LAMC3,0.02305208790228594,-0.003266381877642319,0.09808278246058244,0.012245400171595693
CCL7,-0.018761114112510135,,-0.004118863970600403,0.034229680525862755
NGF,-0.021667584859203663,-0.015647096194155646,0.060659048040650906,0.05171007982625168
TNFSF15,-0.018289979568278755,,0.09697136771008458,0.13884697922980255
HMGB1,0.006717230992407623,-0.01670527303555104,-0.07855490336263878,0.01967315854725979
ITGB3BP,-0.025408333269782563,-0.02060871225299293,0.029613659550198002,0.01700226165069053
AANAT,-0.016458790805069765,-0.021343648067916894,-0.0236715955271069,-0.032774202261910315
RELN,,,,-0.04520016474120488
IL15,-0.015909954886457533,-0.03869583542777337,0.04668077722384888,0.10030473982706346
UTS2,-0.014015864949722269,,,
BSG,0.004164769512971264,-0.010154039191747866,0.030457454595514386,-0.0075845587642556275
ADAMTS3,0.011946957871290673,0.11192590828807798,0.01735249573163665,0.02834190321186992
CD34,0.01778342931328059,-0.010819688318983604,0.07332889800685627,0.005375635579477653
