,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PCSK1N,-0.02936128294297613,0.08305386623974872,0.10272937346605279,-0.0649940792544137,-0.03306635514566633,-0.11919185383364074,-0.08037215415865713,0.09789589686552198,-0.026456443155909535,-0.027150790747112054,-0.021976391218342866,0.005553864175783109,0.05279436154459824,0.16084972316797952,0.016123960812337888,-0.04193809135457926,0.07681571778941827,-0.0671115749728833,0.08197185864217298,-0.01278298587758331
NTS,,,,,0.025738806500911267,-0.029109451788070492,0.02051276558081091,0.015747191373320094,,,,,0.020133788853779803,0.03922265785621235,,0.05961524744275253,,0.0014313947981651,,
SFRP1,-0.02090331636477685,-0.0027860104739168665,,-0.027863690515018198,-0.020664288202091857,-0.0057890584535008425,0.009410432304540773,-0.005564558258282918,0.017066278079668533,-0.09642963513582878,-0.008086166491173954,0.010426673649362951,0.08379016329714595,0.1339515264905782,-0.03985990851314537,0.03354887012620769,-0.02170182336513693,0.04044456728186323,-0.0425023344706746,0.07539805684959111
CXCL13,,,-0.004554404894396074,,-0.001986823749628802,,,,0.04079755835748539,,,,-0.0271511960019523,-0.06583602987829225,,0.01644967196823504,,,-0.0036141784017395383,
MICA,-0.0560885185777005,0.003924738628626197,0.09980519411713147,-0.014366235876918777,0.037871265861693655,-0.0383208077514323,0.050668243586270034,0.025863386985081144,-0.013503661832122734,-0.04276407396313935,-0.04799574512074079,0.12191129983907308,-0.0075362856693116246,0.05400311425238875,0.00978099190743789,-0.015523975921905473,-0.05870907825163652,0.025231941532775127,0.02689186223698047,-0.04860028258563955
TG,-0.02783400677569343,0.051668842919255664,,0.03027054487818787,0.009362651349204826,0.011454881015703708,0.04842111730323713,,-0.01896273457779392,-0.030917158658790234,-0.026888544404720983,0.016467806765527785,-0.035678300323679,0.007990984098181523,,0.023244443630644256,,-0.00018074853954649488,0.09457133495196071,
ADA,-0.0003563120544371935,-0.0164968906307682,-0.005722247494584599,0.00024546245281685433,-0.0005256353671651769,0.04947392358455016,0.005544083557158676,0.06517544418839426,-0.044943406679780765,-0.038803424464895604,0.040581457481310416,0.003853056210004981,0.04537668017708016,0.019524101851450187,0.04557480280641558,-0.009593511438582851,0.1908526019538923,0.02400083356510148,0.10025472475700101,0.03934832289797298
LAMC3,-0.07420973913791151,-0.049122489298065224,-0.013338147951305633,-0.013465800577353047,0.02908050601494291,0.08468607295019685,-0.020616020382107244,0.015586495073053345,-0.08474336347734218,0.09965242029218137,-0.02226788482352522,0.04072223997584707,0.03899884237049857,0.11999027167021907,0.045465639001935954,0.021906450151277273,-0.009221245594150664,0.05842561245182785,0.1538896858589406,-0.012703882950849123
CCL7,,-0.004768551529789634,,-0.021740082339697448,0.04066501876662487,,,,,,,,-0.047186644653034425,,,,,-0.0361050122554355,-0.010333855026312958,
NGF,,0.003653997298502993,,-0.019403094078551734,0.00983547326318039,0.06727037167947064,,-0.03340662815814267,-0.04258883619901483,,-0.02284622050337679,-0.018527296972187496,0.08240936170580025,-0.002409990090531091,,-0.03183681028934672,,0.012745619911345778,0.03602791729131984,
TNFSF15,,,,-0.012546465754909752,-0.020102365787388842,0.037508532283649525,,,-0.005844731180209436,0.07450751986348991,0.009197593423829606,0.024999096955761815,-0.016148141734591826,,,0.057964159378477285,,-0.020664963349491396,0.16177766615359682,
HMGB1,0.043025284071256796,0.08530421364025985,0.08258964956497934,-0.028564073129188187,-0.020722134517085135,0.11090308232443541,0.013680013199445807,0.01049387632179946,-0.04989649076329851,0.06428799712336558,-0.1087222503743553,-0.08369258443834414,-0.020791256023738748,0.053267428336454356,0.06753559628041854,0.11367933741995945,-0.022310624886661728,0.13202958620020172,0.012017154989986775,-0.02619866272399798
ITGB3BP,0.01141567704872165,-0.0034160593240859013,0.04116385600251264,0.021868222720546948,0.03376887386876309,0.11366608975149808,0.07120385619857307,0.019582730015835388,0.008426526453412029,-0.007030573812501744,-0.0038170083656221664,0.07254887964059487,-0.0036478304004082477,0.009446177086176127,0.02156057027826843,-0.010896257580916077,-0.012766002587066816,-0.01794808172897839,-0.048415862220839476,-0.011896269569256684
AANAT,,-0.012243718283711263,,0.033577407651154634,-0.018113433811608917,,-0.03982934148960039,0.004922946618775854,,,,0.07424541370368731,-0.07167158860983534,-0.04173589691850071,-0.04513926104360711,,,-0.004261051748527619,-0.02543303101220248,
RELN,-0.02307512955647714,0.019197290494353373,-0.03764457938058014,-0.030183502153000655,0.004538695433231208,-0.022234293357351578,0.020506658300151265,0.09384648100906029,,,0.10355030272780436,,,,-0.011582854302073854,0.0006665640453421468,0.05783828121643554,,0.03681497065556127,0.03934064993050407
IL15,-0.027792787161783936,0.04635567805409826,,0.05715742450939758,0.0759854088414611,0.0006931224788987072,0.019990730775653966,-0.02917206375937735,-0.046144948933581384,-0.012739029600021315,-0.04728493570904127,-0.044230518095332384,0.03944459506570488,0.030779363319091504,0.038862576786168,0.0189965866309148,0.007034294168747414,-0.0268021405354794,0.01484542196452874,
UTS2,,,,,,,,,,-0.05266768318975909,,,0.10717114082816313,,,,,,,
BSG,-0.03243477669187801,-0.003029939826150766,-0.01229325147227646,0.016751809525484235,-0.00529979810568249,0.011754539785967836,0.015926603821728655,-0.04094840595429165,-0.02012233904838683,-0.05062263994743655,-0.13230227408887515,0.09460572138635831,-0.07345608302721608,-0.04348217713589264,0.1076703100902719,-0.09504541260991121,-0.024974080625705813,-0.03253374120081043,0.034922073882903144,0.11626437608087375
ADAMTS3,0.029162803951402708,-0.012658525231737675,,-0.06116444212355387,-0.06606786715060785,-0.011661205665031147,0.03761374543754346,0.030643193176414497,0.10744517580822738,-0.030860877653645827,,-0.0404455857769061,0.0736763369789825,0.14590713199810376,0.036938387700451165,0.054192629546933324,-0.06761778413216664,0.037144686653594786,-0.06879852869427353,
CD34,-0.00010114102267655544,-0.02501204967664146,-0.05006875474368665,-0.018189998759894972,0.09928054489407724,0.09478244409001835,-0.03237919357678535,0.038879117440608464,-0.008171739826783573,0.13836828041404026,0.04938987171235195,0.07718538345260544,0.0955962694525014,0.09663616939548916,0.029431802011206425,-0.0006077332077048798,-0.09334967177988351,0.01979496264820227,0.030170701776463006,0.06596756237363605
CCL23,,,,,,,,,,0.0011953796216910423,,,,,,,,,,
PLAT,0.004253386727502933,0.08705687272417816,0.015309773548107993,0.014719811866114575,-0.007454984384779391,0.04716654347765458,-0.015372589603230772,-0.049654812434380295,0.008850831602479636,0.0558299758963529,0.0919914262580082,0.04295682715301648,0.1506188095386724,0.22061291111487394,0.0624777352083793,-0.04418048793361323,-0.020287455129327135,0.01940536546665926,0.06976249133985045,-0.06856527396703868
NTF3,,,,,,,0.018480682233596644,,0.004758462690274441,,,,0.1433221706618868,0.24990937795636808,,0.002292778702928748,,,,
LTA,,,,0.015583133775956498,,,,,,,,,,,,,,0.010375306287377525,,
CKLF,-0.0034717106578837763,0.02208113572565609,0.08345493522532048,0.00995878883957382,-0.016754190409551898,0.08297714082071944,0.058096442216737695,0.004509467570108382,0.011935727315930286,-0.06399645258515506,0.03423897239687473,0.09593478412635693,0.08112105581981592,0.10050415461021672,0.05380414449451637,0.05889054686160508,-0.014746609944859011,-0.011485564178719676,-0.022899826725976926,0.036748960621164846
APELA,,,,,,,,,-0.041925360479081984,,,,,,,,,,,
CD24,0.014937357248689949,0.06968102298303921,0.08397948194130259,0.05698443053694924,0.03579418717178701,0.0122316252838043,0.019951460207700607,-0.0823871700811667,-0.009052892044553455,-0.023577266367440796,-0.0020705236684005696,0.16667488696793803,0.048071275617333716,0.1370142471741448,0.06780667352625495,0.1230710037872849,-0.030468668928069632,-0.006105009209740492,-0.016844327892440992,0.009642758900335963
HSP90AA1,0.03364036509632198,-0.028356597388960847,-0.04588346058681434,-0.0372264528297516,0.02912536943584416,-0.13640307934996837,0.0485368282396717,0.02362858870108473,0.024870906438378665,0.04061248529424439,0.021313607514506804,-0.1564699800637917,-0.2295087717902332,-0.2580666067309316,0.01679378993291514,0.012644210946590113,0.11931342485037234,0.103584334189645,0.0903654982521118,-0.07070940090585541
BMP4,-0.028645233784844067,-0.03437199278146344,0.014284587761609856,-0.03557294320277381,0.01751722471624801,0.15253996005858667,0.031213389699747077,-0.03949671328616653,0.0018948822832957949,-0.004930534743619817,0.02342314309655291,0.10495627931031588,0.035876692053800084,-0.008613721865091128,0.03817472892709723,-0.006208685193333162,,0.027960360402195034,0.0680951380997416,
SCGB3A1,,-0.018664934892349692,-9.772852329792964e-05,,-0.021570863573424807,0.036364769566990036,-0.015488288813799784,-0.015655703982192043,0.05582471524138499,0.035738003085337845,0.08761104470127944,,0.08656836412013363,0.12110797822697224,,0.028816425351108774,,0.04728418868503172,0.03842365348772956,
IGFBP4,0.026012372826806986,-0.037886304124804406,-0.013875753944699715,-0.01203785248909071,0.07880156508607239,0.054719886924181754,0.048772091801015216,-0.06509896486755046,-0.03999867149441562,0.10444559500065054,-0.03870887134485155,0.09049613381318883,0.039820601795907296,-0.024750250377662486,0.08039530071708785,-0.04904503242743614,0.012015567753602296,0.06894482836636498,0.10039558142727067,0.09989416716936754
RSPO4,,,,0.0016315101424474066,0.047167386090115164,,-0.025311547644932493,,,,-0.05415376121394368,,,,,0.017202612017209264,,-0.007667603086727749,-0.03207004468106686,
LEFTY2,0.0411668849093565,-0.007453060418001732,0.0840710426987595,0.04447607282210565,-0.038642879718096663,0.10627500004815878,-0.05012266930008182,-0.0016498924418366203,-0.02571519293587005,0.0051536502633076,,0.09412581152734852,-0.00863598280142142,-0.00026791439698309875,0.07500573177413847,-0.0003938095958201567,-0.06329975023207984,0.01683949954122366,0.029807288021767308,
PF4,,0.011382537053999707,,-0.018967793536225068,,,,,,,,,,-0.02756922046203442,,,,-0.006811190523884738,-0.025122280672182504,
ANGPTL2,-0.016287715486904986,0.05504162343187955,0.030934277423946235,0.004636991757880747,-0.03448309362977802,0.09470685193964697,-0.02093969290102567,-0.0498523736803286,0.08232775036208846,0.0386605123222305,0.02152509086158332,-0.0037091800859337777,0.17801194802898584,0.2694564420143226,0.027573424961207234,-0.06533317521446437,-0.038272857401501936,0.0459883291155162,0.0969150012781551,0.013072057662691768
LRIG2,-0.028416638088934094,-0.0068330366899246354,-0.008232294720302645,-0.0030285176022398427,-0.0605660077793008,0.08643215829666885,0.041191091626355765,0.042751739560919017,-0.005973976801662692,-0.038902986194845716,-0.059721169594068695,0.07100338050130736,0.03557933164951707,0.1216162161776154,-0.04882708616198191,0.05310361165139873,-0.009006003672900562,0.020368391644661654,-0.04207482131367996,0.11013497377043853
ICOSLG,-0.03475461293221572,-0.006467897792726594,0.044550531681183614,-0.005995782133042381,-0.05214175108613905,0.04715302922048853,-0.00980282706678885,-0.010632207535981762,0.0002332567469547498,0.018744494915381726,0.008904665999335268,0.028519020926425515,0.07157926648108277,0.15403847788928648,0.021519405622099648,-0.04629139280734764,0.02138394640370412,0.03311124149523499,0.013615031467162555,-0.02842018491934983
WIF1,,-0.0015992160728097108,-0.014348118760629096,,-0.007289443440334017,-0.13476123075034965,-0.055556128703587414,0.006298511332397157,,,,,,,,-0.021835061489666893,0.0017541020217494777,,-0.03470988453812331,0.007362976824118079
NPPC,-0.00042104957758940605,0.01991468825452054,-0.01769044613868883,0.020977592142544566,0.10461486366446966,-0.03675375898525702,-0.005870531279603203,0.008352811556345024,,-0.023758935323834756,-0.0035403578808235986,0.03308372738488737,-0.009210465813486182,0.06743516044554547,-0.0501322918498648,0.027745410727389133,-0.0689238677061717,,0.00334728988203426,0.05894329107750054
LYZ,0.03022927147960187,-0.007288486273018195,0.023603278427549175,0.024271300060203012,0.005154088467237277,-0.02873206549747323,-0.015049618702961178,-0.01199378311408289,-0.05153946988252094,-0.029300142289020493,0.05389121039011651,0.025792223965996675,0.10329644914837854,0.07951792136353734,0.01284194447695489,0.03191945156359844,0.000110274493681253,0.026883929328913838,0.08241069880949545,-0.0900346138009839
EREG,,,0.038474222454208,,0.028849436251945595,,,0.013065214463740827,-0.030069904519859615,,,,-0.0865945742011065,-0.07088294941138629,,-0.08136025190385239,,-0.04854594239567717,0.041910367155790294,
SPTAN1,-0.005430073750418249,0.029945796585381792,0.05519633593587747,0.008521021497405665,0.026115733997179542,-0.07320019502310196,-0.03365331066857159,0.005794658441119797,0.01636184524579548,0.062900147104515,0.008394068770449669,0.07334353831290155,0.012654082588937606,0.13384383757743507,-0.004534106321187437,-0.03461154770255377,-0.026895000316658507,0.027367039304292733,0.08765841250846272,0.07264492379406988
PTH2,,,,,,,,,,,,,,,,-0.020919313036891898,,,,
LIPC,-0.03563586075561005,-0.007556162723281394,,-0.025746868428694513,0.05176387012453396,0.005229169874007033,,0.030640776551312286,0.006342796544884197,-0.025193918848399287,0.015744112600949458,-0.00022553633425265664,,,-0.019742561321855076,,,0.04397384594821734,-0.039176692914532574,
COL8A1,-0.0023046465667692405,-0.043759273870144055,-0.04750366762696467,-0.002356874339289284,-0.06921589658641311,0.05418943865710943,0.04748717849453642,0.0016659202766290035,-0.03382815212218009,-0.030128188331483664,0.0072598992589122235,0.04275578208319072,0.054612543320181034,0.05298328007280315,-0.02403752981428597,0.0464808609750408,-0.06164133762273534,-0.0559508713543242,-0.10626196945665123,
GSTM2,0.03285895841280573,0.015221628226656677,0.07871227837956053,0.006612447807082112,-0.01621367580659994,0.010941998958231749,-0.0033131345017037264,-0.01485670877705406,0.024724552458939533,0.011929964541801768,0.08286922630658748,0.06311289388656331,0.13872548603324134,0.08992490462574945,-0.03310849832061621,-0.01633486125332068,0.012511617208472397,0.07506277735995788,0.05112359463438725,
SPX,0.0005514230658323673,-0.049597931505681335,,-0.03364039681017706,-0.01467529672912143,-0.013869425534413319,0.018318901276545858,-0.021400589273270543,,-0.03149702638498492,,-0.07049090518188865,-0.006203248968129231,-0.011119970427210088,-0.014328928459264059,-0.017746631246583187,-0.008395111162985852,0.04660285857503255,-0.07364590660984245,-0.0014045271812095114
MFGE8,0.030027735282452058,-0.06351162102037344,-0.05884869881276451,0.038834393941927656,0.07864007650558699,0.038173394194664804,-0.02877336246626939,0.028635556158827173,-0.09511177627004781,0.05604283449932159,0.021110962862414453,0.13611940026070893,-0.056274965460228345,-0.01910052663070122,0.005903985043063197,-0.0803712722726917,0.039460387408305576,0.005194875420263112,0.08946501537486895,0.025546222269021975
TGFA,0.019481764393305342,0.00901271547874723,9.262842580789918e-05,-0.008736956228559616,-0.010107079968154338,0.013566480783723094,0.015000956255061483,-0.05339389184614539,-0.021546467324740685,-0.010044299714931254,0.037359292976408005,-0.04443231453942853,0.045115535770678165,0.1467650949856427,0.0132410447910102,0.0027835432441174804,-0.005869638705029797,0.024790474534417507,0.0705891327750074,0.0016523687328196454
SLIT2,-0.01163268189111359,0.026557406022125887,-0.01437847961857228,-0.0102686725645336,0.04793851185760159,-0.014293753474575961,-0.014418304468937555,0.005243734103241923,-0.049803656444943986,0.00816769324121191,0.1372254181697072,0.06665076468031655,0.05490975025956336,0.05916278727922928,-0.00036494059172692653,0.009504386574162792,0.07768038844329594,-0.038230486957235715,-0.01592379117213745,-0.008750610736339193
PLTP,-0.0804215488775844,0.030595443631447106,0.046921521554206,-0.042293850419204984,-0.022445763133495476,0.06923625761323335,0.05085276455400428,-0.04578657036781357,0.029478030208371014,0.002535010569472199,-0.03500816430882817,0.11475261603585836,0.00896452366492204,0.06323241728184667,-0.029945259017677656,-0.04763078253882473,0.005932324681982682,0.06874044792399363,0.0009283988687615149,0.06417641926945211
APOD,0.046344099890947066,0.04908143017204081,0.0988889310251318,0.0052345982510660725,-0.0012348871629438958,-0.017922626911715235,-0.031373683416441395,0.050353767791970754,-0.03103469110168703,0.09149344512889643,-0.006342608425049545,-0.18564540569191074,0.24553026960858296,0.25696818768877866,0.027196140599277174,-0.05013369674337929,0.1128080646664689,-0.010076097106672914,0.003055608318433796,0.06677194857557216
B2M,-0.03000801073269198,0.04434728570035654,0.017312432655039317,-0.004567018240277478,-0.039080893307665336,0.11029935188726872,0.005388746476383971,-0.059949824076865214,-0.041347282326213874,0.022065643895134563,-0.008217296508914852,0.041681399156781845,0.0779883807514413,0.15115140855137604,-0.012657778455169863,-0.010304065870991422,-0.09677408530624058,0.014029875426526721,0.07048223036665568,0.06136726907747829
OMG,0.025625564608767294,0.051722272458281975,0.05423816790755931,-0.02925896171513124,-0.02866408045750195,-0.027012223081905425,0.0214660903079683,0.014827515207217645,-0.019043435748228803,0.06972888163111157,0.005632836066554045,-0.1043256173370842,0.17318316721938187,0.23341565980958487,-0.06541377122874807,-0.019876798810108006,-0.08019390222373808,0.050097581282771926,0.05099919721247105,0.06083146858478009
CXCL3,-0.02241481393590978,0.010865202252071961,0.019984156809290585,-0.04315113136648443,0.016511242706952693,,0.05579241846264561,0.053680740323805445,0.014192427399144131,0.09872653823945492,,,-0.14050295731184934,-0.1500186029916535,-0.02229917436052541,-0.03214803792840918,-0.02306251319354862,-0.03851452644742242,-0.04696537614426874,
CXCL10,-0.08433315770389406,0.1033280558089217,,0.009413026718213733,-0.042050656652897124,0.0009653708076178382,0.07478912368921503,-0.03109544587576512,-0.025948632042582614,0.012590112494813706,0.021216037835844175,-0.04110749497523112,-0.009747912764720076,-0.060484937363383694,0.0046147785725805315,0.009842406989176669,,0.0396934806260596,0.04839145914001401,
RSPO3,,-0.046094000951765836,0.10494169372084321,-0.022027391751102177,0.06712471697028803,-0.05057832094127138,0.029843415662393888,-0.050532451630398136,,,,,0.01397881775341724,0.08191895227365441,,-0.011483438029219608,-0.08001802218079855,3.796717651515244e-05,0.07462258030887325,-0.0414379050147399
CORT,-0.02783401260015944,0.010934063342552792,-0.012877595334633892,-0.036614394140399964,-0.00462486670867024,-0.035404202706988755,-0.041730002149226654,0.07911819924904755,,,,,0.0007336654105770272,0.005404979523104986,,0.10380023601391758,0.008945239774840082,,,0.06575283115666436
NCAN,0.00862185815360878,0.1151729774474047,0.004502597635293882,-0.03225818922908843,-0.001906474404261858,0.03663820851863974,0.043777986753429046,-0.028646954041355654,,-0.0004431855159962391,0.07078008702881718,-0.01878216404705103,0.1954252492872387,0.2656511540181079,0.07874459605226139,-0.03567806579358456,0.08153559326886564,0.04605661349813068,0.0381316912691582,0.12601960914750995
PRG4,,0.04653246249431295,-0.046418093260535524,-0.021740085727566565,-0.01725815177655839,,,,,,,,0.04310264077415372,0.07014781708382431,,-0.00696309121659774,,0.027518605984879322,-0.00616318868322598,
ZG16B,,0.01528829950548642,,0.01045340014459394,,,,,0.02478975837460138,,,0.04348289546087181,,,,,,0.03256282030203313,-0.02143188194974658,
