,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
CEACAM1,,-0.019846354502797352,-0.0001490353199080067,,-0.011304140704577078,0.053460349611635836,0.061333061307548994,,,-0.053544233767279036,-0.047696994084449516,-0.05181967163970011,0.039879887217920386,-0.029420951512532222,
PDAP1,0.021220072552059425,-0.07535308593604369,0.00871050445337043,0.06264757209027338,0.039344485643671434,0.06912244303437613,0.00682648378654699,-0.13559912451242442,0.1495735839969867,-0.15171193701496294,-0.038151184046649536,0.07455670361405943,0.02971551610954205,-0.034200851217766164,0.08865394597041906
QDPR,-0.2501577583946096,-0.08250844967578591,-0.03827713222028722,-0.12189515735691385,-0.01974794600803512,-0.062135226118909544,0.04741105658972489,-0.08000463045019016,-0.24697780276706857,-0.166409581353853,-0.06325194438929682,-0.18949904603527065,0.02426792680138205,-0.03243043491805913,-0.12060523825794439
POMC,-0.21547845105954672,-0.02446341856541069,-0.01009776259440807,,0.04715913989333543,-0.039046207786586275,-0.004828513227079506,-0.06594307253844305,-0.039858947439953524,0.059303724772554,-0.0846016200621035,-0.03349484013510989,-0.012956300021649495,0.03934923090815186,0.011768823785174262
CCL18,-0.003461243732060091,0.2103122531003308,,,,,,-0.1661530453531061,,-0.1489836785078436,,-0.04456779039232549,-0.03705669240770037,,
CCL17,,,,,-0.026627887874086046,,-0.006875972365032844,,-0.05453446984006689,,,,-0.021906270480652627,0.1356127621906815,
VEGFD,0.06119221025461392,0.0012381715850711898,0.028676612358768328,,0.08406809410770896,-0.025004526631165164,0.0034867973711824084,-0.039866369486829034,-0.025133051183650845,0.08197462683689782,0.061707502271302186,,0.09025086335416209,,
TNFSF13,,-0.056452873560398346,,,-0.024246973863156506,,,,,,,,0.02951388801840178,0.10283285607979786,-0.036875827777966275
WNT5A,-0.024768434597599573,0.03234885092556026,0.07017880667248494,-0.055216973857523124,-0.006067794904440117,-0.019084083295025426,0.021282041752879507,-0.07101660955662518,0.0688435432599832,-0.0541160512472581,-0.010468625654355294,0.04810154956334228,-0.026253052407387137,0.024680371650495296,0.07361075289373077
CXCL8,0.2197568029028274,0.3999045013259443,-0.024182441694396782,0.18645877502739622,0.26247759653581276,0.07555103954717135,-0.021262941564359643,0.010221064626331376,0.34743196771209883,0.5341346038376151,-0.16545814844642742,0.19176560861973327,-0.015312055352545388,0.014664831698566048,0.15585237992501383
GRN,-0.13819049499521954,-0.12054936062638671,-0.0138444835862257,-0.12143364490153837,-0.07009200094674559,0.03934064491589379,0.018029513559915476,-0.05419472413743999,-0.0587134044156025,-0.1568477430231256,-0.21013433243515883,0.016604573324859144,-0.11940392177867976,0.03567413403510703,-0.06686219278017824
MIA,0.08944042565950035,0.09100460754906474,0.015993242010886553,0.02355605621356932,0.12089194640954305,0.06744392711397823,-0.04070385260702626,0.00802776258040939,0.0755770950155299,0.1306649119269082,-0.05255069501937569,0.007967393385587126,-0.005313375638727013,-0.02812598875229631,0.06227754941834967
COL4A4,-0.0418383737562996,-0.04124401707605072,0.014141232156606516,-0.00042356769425054493,0.037611575079911745,0.004540233389093211,-0.02162085751520197,,0.06301615850886168,,0.026836143142206358,0.0697065536783854,-0.02429777546211956,0.07762961095593461,-0.015745746386457718
TAC1,-0.1934258525489786,-0.042055595435672416,-0.0410462750329274,-0.14368063933280373,-0.008895099661773438,-0.06450609403710324,0.05994294083487203,,-0.2628756489862571,,,,,-0.025195763563075395,0.018274568036321364
RARRES2,-0.06865902198951623,-0.05016126519068743,0.036263942267264135,0.14480686250674926,-0.058551079000457404,0.11693028061391508,0.07977667283035418,0.0527785721156924,0.345429798293628,-0.013353855522782777,0.30764177464599995,0.12143042067099866,0.01322040758404613,0.030642820931056042,0.207467064571576
FGF7,0.029661491024250225,,0.0009320040312187541,-0.012345513992990179,0.01644068499677429,-0.0039151239219623575,-0.005477479541841015,-0.07834830519507421,0.1100412116999587,0.01748741219773709,-0.0565384828226953,0.051558528922395784,0.03878838167622668,0.06619618162049364,0.024736607592161654
EFNA2,,,,,,,,,,,,,0.12781196382323923,,
HBEGF,-0.09502714152154093,-0.032634339402919973,0.009824520208435645,0.07551631858663052,0.10666407324829534,0.00022214635924509566,-0.04498634070614278,-0.13620390010867228,0.12927897618373166,0.04244811792398654,-0.09003613999566017,0.044582737118738114,-0.03305344577174204,0.04336979835838186,0.12633199862995048
CSF3,0.13927222530898736,,,0.02094513081687458,0.17532191254631738,-0.009044544387018535,,-0.031253712553664506,,,,,0.003903096791000527,0.0009527039010085538,0.08853806729956762
PI3,0.10610912501934021,0.12932545653310637,,0.09733119119408078,0.21113977254196742,0.022221496605846745,,,,-0.057891274450556036,,,-0.0019044174768719471,0.043767341952784526,0.1453352459522798
PCSK1N,-0.34542068358603717,-0.14448486803423333,-0.028904040000705154,-0.13831539361929546,-0.1819997129490184,-0.011378756272860634,0.06431486287356873,-0.09853123666809269,-0.3541748756596507,-0.12001019154265208,0.038404928030453554,-0.06264314551687532,-0.026726063021701135,0.015008220000936967,-0.0999270037722894
NTS,,,,,,0.013353352375141089,0.04287367972388927,,,,,,-0.017571636291734593,-0.029882240058629553,
SFRP1,-0.14560497709495496,0.021612811136723555,0.003411957869093022,,0.008117993111263681,0.028063504998454534,-0.012491574670725801,-0.06557279304867217,0.04224407107858929,-0.12342770825379042,-0.011456351850676833,-0.057678881461954865,-0.06755658326576607,-0.015373428700317335,-0.017734517046064154
CXCL13,,,-0.01217405168650464,-0.05901466423857098,,-0.0405108417775177,,-0.09320654233939467,,,,,-0.013139685895038394,,-0.03516496950828293
MICA,0.06546752092449687,0.026449591972462994,0.04422184935793158,-0.030579210633334238,0.05847283189135102,-0.005883314231265696,0.031588336084359896,-0.06460408886027658,0.1910870464908639,-0.0036222657706572268,-0.10314112889436297,0.15038209112495535,-0.03688376905756199,0.05820379709844622,0.0024814989613383895
TG,0.05358737750539676,-0.04858023353972284,0.003177002930269643,,0.06691277055278413,0.008577128986267887,0.048001938920368165,-0.041134948388518895,0.12584883271486516,-0.11629103845797947,-0.0029342132147595745,-0.05222861052767945,0.05227495760406623,-0.039352757673091716,0.1513938077243483
ADA,-0.034808406105795574,-0.09984766536432053,0.022685805075503006,-0.11096439659787842,0.0475383369907336,0.012948774725544796,-0.042333739622777734,-0.12007055818479831,-0.002467046804259817,-0.27141170799747083,-0.12136124938344417,0.08346747976304189,-0.024308443071360333,0.022843718467117583,-0.017128138707885602
LAMC3,-0.21519835438839308,-0.1737474246219234,0.005838886855594809,-0.0658624935520331,-0.0742099307850917,-0.03470261393800293,-0.0045511536969728384,-0.02868028831001214,-0.12208365692589937,-0.28157629608431867,-0.1648081717966429,0.019073124286532694,-0.020099138445963227,0.005117171750457584,1.9349235459979233e-05
CCL7,,0.155708076213276,,,0.08672476106573569,0.01719826644406831,,,,,,,,0.14139049889803013,0.1630382990181832
NGF,-0.03404139107121059,-0.01945144357430826,,,0.20439799885104645,0.031309470581367634,,-0.01389168181840797,,,-0.08444166112797856,0.003543835823731422,0.1825359014495096,0.06793626602237188,0.0816298584071002
TNFSF15,-0.10216720391934898,,,,0.01930221286509675,0.029217685711829745,,-0.008920721705071714,,,-0.06809771087913806,-0.009056495323727641,,-0.024787168023693757,0.02839528070073968
HMGB1,-0.38370753339744346,-0.3550125177373405,0.03014884764648603,-0.19285260069762195,-0.15354033911664033,-0.0035017346654749515,0.03438848194601189,-0.14970587077887365,-0.10394642536103432,-0.3027019287725246,-0.09025720756254127,-0.024365336646022476,0.005608819907365214,-0.10793987908800884,-0.06704314487112749
ITGB3BP,0.14648787502544544,0.07395684147603786,0.008670407325900183,-0.03429441632293898,0.09098699645799987,0.04678383352084192,0.0180767562160091,-0.0766820898238831,0.29357668872298937,-0.0350644742492699,0.022422455300234075,0.06456428832506965,0.027381923114038937,0.04114656352333256,0.11083334884366783
AANAT,0.018397204712726378,0.04232429931237272,,,0.06174058437945036,-0.0019348613682722193,-0.018762715928196283,,0.08519188212853929,0.05890550569324031,,0.023507280565680338,0.063810754778285,-0.022372884317392,-0.02647113595595533
RELN,-0.04266480068676026,-0.0953757968699065,0.0215987779323061,-0.005293146359091846,0.024689621356299877,-0.02689255703088494,0.023147408149325813,,-0.04707903579843321,,-0.06943747969123794,,,,-0.049030942334133944
IL15,0.01147430024859479,0.09381725827998395,-0.029503640561055703,,0.0008947310623046329,-0.005020309766799068,-0.02362091171400302,-0.0991781197585208,0.02192161713352757,-0.06423545466060057,-0.02423189587555196,-0.028614935428938428,-0.035189050572724985,0.04720566509427493,0.0758831223005959
UTS2,,,,,,,,,,-0.09071365374099982,,,,,
BSG,0.4436678368931668,-0.18869340354554331,0.023355355978975603,-0.027015605364664443,0.035848339947467354,0.02940529070094901,-0.052914898749035516,-0.016881750662859834,0.3991236684430379,0.2867817658905229,0.00033668280717790366,0.21168482751667017,-0.02480757852463394,0.03342058128251962,0.04039922933647347
ADAMTS3,-0.05858337577625697,-0.07079368292672393,-0.018015739070282245,,0.050871642843980214,-0.03967718322359639,0.020046933565926368,-0.018264043995522117,0.01731658435985008,-0.29037056983282866,,-0.05558229254359085,-0.011142433350823648,0.033176797570590104,0.07371460852317133
CD34,-0.2395823622399313,-0.1733835830631255,0.0030293746636289543,-0.04117667587481299,-0.01623958636947578,-0.0725096433672168,-0.0031498639460425847,-0.1124512915441878,-0.10294782368683836,-0.25832575720272505,-0.09536983045011857,0.09973690704720764,-0.013999612392021063,0.04339682206825597,-0.03561512788885334
PLAT,-0.1502308817636436,-0.3223183493321673,0.0024620268616091776,-0.15518668456464627,-0.13120781534076084,-0.05556647293138636,-0.06876764466819175,-0.058357442147729685,-0.09103208252639973,-0.3891167878939743,-0.19194373066771822,-0.020076155666402692,-0.002404371329583213,0.045659470620049464,-0.10188586913885954
NTF3,,,,,,,,0.11680758433788722,,,,,0.029553109878431925,,
LTA,,,-0.02568314153521581,,0.07625847880774939,,-0.01807045081965875,,0.16245422288841754,,,,,-0.01562664291581874,
CKLF,-0.12005840422383783,-0.215746090838826,0.012574333370001928,-0.1355781150334107,-0.029060127366296384,0.010723135942218102,-0.007770414152743171,-0.18248581226160465,0.16065054668020443,-0.22098336884739128,-0.25768629785656155,0.02792475454450039,-0.01113141696810255,-0.012133604120778317,-0.028861904702264202
APELA,,,,,,,,-0.049967548910102424,,,,,,,
CD24,0.38630216184530497,-0.1489291461560134,0.05108811269585255,0.013521598655995939,0.09382373333728945,-0.0931145677237024,0.021404224984851658,-0.10115681165483494,0.16275412561515962,-0.14894358961408294,0.5448150716271144,0.33059536289525226,0.013380207395514744,0.06716445449473338,0.09524027835725732
HSP90AA1,-0.01598772792227986,0.14875351582343402,-0.014379376895440082,0.11788586880114241,-0.06967630251762567,-0.07136822670752888,0.0695894324246489,0.07499815021177104,-0.2767174827714663,0.3625520201291172,0.12204523133193584,-0.10480381038388303,-0.00973535058092898,-0.05812502468099352,0.09436372874126016
BMP4,-0.07052003676510926,-0.06745804442926946,0.020936443249174826,-0.07818287798279132,0.0897509509624332,0.025848915037856714,0.04574003987970712,0.17344593415459605,-0.05070353617556925,-0.09315435310609145,-0.07255346488293243,0.017730501555410054,0.010434279317167203,0.015504301145228026,0.034035223699535974
SCGB3A1,,-0.008055019989918148,,0.01128502983632702,,-0.00836168941997579,,-0.07658066396119168,-0.045479218448655004,-0.09811044011650147,-0.14353940319324,,-0.027609246302401996,-0.004414510858621832,0.0047790063429532376
IGFBP4,-0.14816050374360362,-0.15225677559214443,-0.0729497281127416,-0.007484833460545035,-0.014505672398474634,-0.003432928452463608,-0.023239882846065853,-0.1356877598245516,0.031482041137926575,-0.29838946511269343,-0.08535023927259129,0.08557199376284703,-0.09475349362740318,0.05422051862307546,-0.03254262633143039
RSPO4,-0.05683490451079851,,-0.026240231087643527,,0.005472102294220474,0.0655713656582421,-0.021017034404307612,,0.12883247024177305,,-0.0575078470358111,,,0.08498267806773424,-0.03337905389486513
LEFTY2,-0.06150015691860837,-0.08870333890576673,0.02641698581024333,-0.12591452280572898,-0.0001083993768625022,0.07550709308620109,-0.03498798900272994,0.018806916756541482,-0.07977582231182966,-0.15020053545019516,,-0.03425628005406418,-0.016583809347593466,0.18428385723613266,0.020047314851270422
PF4,,0.053239374866317295,0.07603983710638967,,0.03494465257332541,,,,,,,,-0.013219638741352239,-0.016254307652469303,-0.02614770165922988
ANGPTL2,-0.11487402269337678,-0.1292674825550846,0.08111576936529998,-0.15214142303438027,-0.08785842048547837,0.003957910390737288,0.0397873885351423,0.1441562867245619,0.373095391154637,-0.18911981293732702,-0.09456231128339303,0.028010435517881807,0.04091131889840855,-0.012903248220521232,-0.07265570654515818
LRIG2,0.05667359257495379,0.03152179504918731,0.006257383835000501,-0.018554898742778627,0.030579249757726443,0.012095659113733493,-0.005378360841139842,-0.07673992032854673,0.12998517387999425,0.1188729089527964,0.049024639699923905,0.07553043245333725,0.02300590655481198,0.011030599964797478,0.038940755314998805
ICOSLG,0.048043698377306696,-0.036446775720978736,0.020606680749759573,-0.044204369330815486,0.10303835910679347,-0.01655424445389954,0.02383909389819803,0.00022635837493956775,-0.006981097647163269,0.15315145762931498,-0.13447872397477845,-0.008017101985493106,-0.023370011874822055,0.0614287637545957,0.020029693090615964
WIF1,-0.28440536066455063,0.024150250635396484,,-0.02344963222088517,,0.003711311035359023,0.050667126065352355,,-0.06845116903396471,,,,,,0.11696063910630422
NPPC,0.04935644178207465,-0.003287347601519001,,0.10993689840781412,-0.03238859739347656,-0.04408362727123439,0.04015717504138029,,0.5540707142252033,0.25151602730134326,0.3242656538778128,0.14868283514603392,-0.00914502704046197,,0.11545847632468412
LYZ,0.06029645333557353,0.05195768110879695,0.013190366125006304,0.035638447078923795,0.0034701033202551882,-0.011361779497759772,0.05585683706910018,-0.15612759353080202,0.07872840209175554,0.01687154693176172,0.05509883223603273,0.0809305893520813,-0.03957355248844108,0.013071048961296385,0.05394366831034674
EREG,,,,0.033047904296024236,,0.005159156482283558,,0.028484268204572092,,,,,0.0027508668447897926,-0.007029529973766493,0.03819121195035556
SPTAN1,-0.2868284049464916,-0.2333095528001989,-0.035065878524723315,-0.12530933671279468,-0.19350941762441226,0.008660300472716613,0.09897358364999882,-0.09329426299053664,-0.26979879260081646,-0.29901423194334,0.026504297173170006,0.07064988717858181,-0.0026495803539478883,-0.016007405706131097,-0.10160021777432762
LIPC,-0.10807725774174523,0.05243307351158302,0.04070324652049452,,0.038354168438240695,-0.04768208893385469,-0.011274378605699058,-0.05113265866190811,0.03499294745792823,-0.028819662320449458,-0.09542646771379534,-0.04610799458835688,,0.06564072434189457,-0.04077577556319331
COL8A1,-0.04373885933450612,-0.015936974030629835,-0.02291505529404572,-0.050614871929534934,-0.012086817715412179,-0.03948065825067048,-0.053877012961808156,0.10004951339353071,0.10371069656639702,-0.12914623992522917,-0.03780140064456266,0.027862268714895014,0.007027114662806234,0.049932635360610315,-0.007152670947096905
GSTM2,-0.004115928195822838,0.029683600610270363,-0.004579505111278544,-0.025124124147058557,-0.00935646959119094,0.02750471749077516,-0.0499689014358838,-0.058820187242081094,0.2201043389464664,-0.01616866879986501,0.08141894616664959,-0.02149866787538182,-0.031083725655096685,-0.016189515627405365,0.08062048179366749
IL4,,,,,,,,,,0.021647108980118814,,,,,
SPX,-0.16922905399824528,-0.007321912840165895,-0.015484284857722639,,0.066614710950968,-0.023450135831787476,0.011346312953692723,,-0.2444647813040274,,,-0.10632048348230104,0.08160234006162885,0.0009771022129213432,-0.02332559835673641
MFGE8,0.14515196168903363,-0.10825830127351578,-0.0027061756092605655,-0.0032936341286338377,-0.0045876162078118815,0.0122458189662186,-0.0018756140509707828,0.06774499097144408,0.09452884918727288,-0.219479689095908,-0.07290331472901165,0.06817307698424496,-0.024879127148471025,0.0377529153077389,0.02601415662449032
TGFA,0.4873145143038263,-0.06405363072259392,-0.022213366669559483,-0.0840178350142961,0.07987221305954416,-0.01188336927920478,-0.05532939532213856,-0.055238350953475325,0.07627596509937115,0.31160665761254236,-0.027331103931202902,-0.014179437607884274,-0.013039627305169808,0.059367184619198335,0.05281718932388295
SLIT2,-0.21151115856375002,-0.025236937146322455,0.049086245301424074,-0.06457089174423453,0.04581798037918215,-0.02193998424599925,0.0010132320104889612,-0.001851309684253201,-0.24205543043327168,0.06590300160176915,-0.08563345543396965,0.004883418454132604,0.015106324714759312,0.046705327627834956,0.12475859174732312
PLTP,-0.14970637080300653,-0.054192213336635014,0.06801910821538404,-0.1415204164324993,-0.14578615288047353,0.02026218191142609,0.036573730723817074,-0.0731300815053447,0.07634808169964662,-0.18219878661642874,0.1106439751618142,0.13042404719710524,-0.10866143553510789,-0.05180408127747787,-0.03628440350933505
APOD,-0.3937225278221088,-0.25517337704678994,-0.0016419849874420172,-0.15271899779698975,-0.09778082584969823,-0.06514354068910454,0.06305348814923302,-0.06594383245112127,-0.4277220109813994,0.06196970307631431,-0.14289794910413786,-0.3115036052099686,0.013591601023941488,0.013307733796217896,-0.07667580014395156
B2M,-0.5862265659639535,-0.11107054082884465,-0.08211397792311023,-0.22800485739746348,-0.0409221750602214,0.026328213939168905,0.04673577098307496,-0.2619232638442284,0.2710007175156822,-0.3919714916896893,-0.31390923006617877,-0.064383342095832,-0.00481663333813936,-0.0023071390997478464,-0.11903578834130181
OMG,-0.3378266235060171,-0.24566910020840602,-0.07098994036771526,-0.13186436451858893,-0.12415895458895705,-0.056435119115276045,0.08453726857600849,-0.03914376549958575,-0.38132187352317565,-0.21028034934379228,-0.04532616475194158,-0.1830185103188734,0.015088335254756334,0.0747936945032185,-0.08151719056564079
CXCL3,0.032372745095439484,0.1790984140497456,0.008617339684367911,-0.005192099713955748,0.19133458494868952,0.05902340766860491,-0.031893160377059374,-0.1633651845858331,0.05350494015831005,0.20667465067427399,,,-0.05507341875018178,-0.03157056080260109,0.11144195749674703
CXCL10,-0.20292361899835895,-0.031241836381323856,0.025425434858192812,,0.06592479027100583,-0.017950888334522297,0.021197110566621272,-0.014492106335612041,0.011156059549108845,0.045147280703407434,0.0024942097542267334,0.046777058135000896,-0.01773136787900414,0.061849518210794784,0.0694640194141724
RSPO3,,0.05949131312799863,,-0.055265553543138,0.07636929664980066,-0.01718192556101838,0.04817461234851028,,-0.062185838685688236,,,,0.018686983344264656,0.13455696790885247,-0.00098166241843491
CORT,-0.09848368153908878,-0.06518996515719488,-0.0014369298174065415,-0.10786190031475423,-0.009654418987391377,-0.03325295200711975,0.01309606863047782,,-0.07548827981835644,,,,-0.0138336800400923,,
NCAN,-0.4467944578573211,-0.3534841203226131,0.05674485026237846,-0.11409735885771377,-0.1581159888408649,-0.07344922642186501,-0.020285588599207212,,-0.1426761703698559,-0.2544085985904889,-0.44589346867058427,-0.19607638470409094,0.023324803291767254,-0.09765284054551943,-0.1318462103151462
PRG4,0.010206747184221184,0.03968572873263373,,-0.04739915608560739,0.024280493988643244,0.00777587920566347,-0.0158927018107768,,0.05142860674604868,,,,-0.020412441438005066,0.03487479221030999,-0.021676497983676477
ZG16B,,-0.015198191852451153,-0.028112740550235986,,0.015346932387191778,,-0.014358613584315581,0.0050630137618376024,,,,-0.05160263399102617,,-0.02675657556139432,-0.022306671218681327
TGM2,-0.10228343962674107,0.037765394512055926,0.014888083622911186,0.004177943577921172,0.06803077986209523,0.027908624586109824,0.03225343587359545,-0.008640479297300652,-0.23850311060604926,0.43046093462534546,-0.10074981589054757,-0.0010968213299073213,-0.015790975307074046,0.016587235923307117,-0.05856152347519248
VEGFC,-0.028626016390365067,-0.0007702178165421523,0.02140586456029809,0.01721868589689539,0.011789305853815506,-0.0016753065480628107,-7.726058180609267e-05,0.034141203927280324,-0.013683695510591882,-0.11946425415881205,-0.09064240591687153,-0.015499853083805661,-0.027717653000732607,0.004778442936344483,0.09420621940374757
WNT6,-0.08172914195744266,0.013848298726507627,-0.025998570271803238,0.060669804231586834,0.003273482713855611,-0.028693116620647885,-0.03195458239417303,0.009673215911715374,-0.0342759655230866,0.06694336485893483,,-0.04907411098380564,-0.025710512667914565,0.072104908658869,0.04283418415767938
NRG4,-0.06922863888740542,0.010555390007513793,,0.012637851885507714,0.0422630092245691,-0.04862822671193053,0.034481569180350675,,-0.043727033592694343,,-0.030241804102718244,,,-0.02145861101310012,0.02215765866972651
PMCH,,-0.0014135511596401636,,,-0.040355218673406516,,-0.021017033390008696,,,,,,-0.019409393190025555,0.0006531759960997644,-0.0443908172003121
COL9A1,-0.12785558153496598,-0.03157674471682417,0.09733887462440419,-0.056810147624196755,-0.02044532209113692,-0.018310362496132077,0.0036932621613710967,,-0.09123672996997721,-0.17855857038242748,-0.11368549452389527,0.0569510100665238,-0.0082834542143915,-0.04145456230165502,-0.07568089095691011
GDF11,-0.16512103863524713,-0.0768717708810959,0.05360966909139096,-0.10617115180041632,0.014568419654970233,-0.031036433159495214,-0.03303924513135836,-0.07090520426802908,0.0891146412672387,-0.1638919570742092,-0.006433442298111381,-0.01577322686133364,0.007313399874086395,0.021066175032024573,-0.006864890390515199
RAET1E,,,,,,,,,,,,,,-0.023539943813826843,
IL24,,,,,,,,0.03064869926530143,,,,,-0.013008858322732839,,0.173368731121645
SORBS1,-0.13316660489422763,-0.00046720449077075756,-0.05154620841609526,-0.10804868482908006,-0.08747342782908614,0.05005702473389161,0.028868562544218677,-0.017158103832222094,-0.13026800920603504,-0.2778411184585574,0.05046532314983606,-0.021876644045496586,0.006102611917526677,-0.04921378376061781,-0.06633594615561726
DLL1,-0.18866924728982096,-0.17115082484054167,0.06199657235000869,-0.06442995936961222,-0.13675103501653926,-0.04358097280078997,0.029937232326634124,-0.036550149958814164,0.09338269506784795,-0.0825189904615049,-0.028077001484497974,-0.012470618695371284,0.10497458434668125,0.009931370549493342,0.06874147306849476
TLN1,0.18820692994724159,0.009959508657500773,0.07444993510752684,0.031194390521317044,-0.04692196684752038,0.02084366428930314,0.005635970499714611,-0.05096011263003535,0.3115803877126865,0.0374632146227799,-0.011379852930718616,0.08179544075253342,0.022270468559202828,0.07674718638916316,0.07313944043858484
COL2A1,-0.01125583964636579,-0.13659401247219996,,,,-0.030492362939038287,,,-0.06612758494361895,,,,-0.020335370736863555,-0.031229528334233123,0.05118128425530575
SHH,,,,,0.18004052183085364,-0.06112527862358235,0.009215052905443902,,-0.09249056649058945,0.2214719883915787,,,0.007378031292609366,-0.008906204996940783,-0.05497890353828591
PON2,-0.4392561110314466,-0.3289742392401026,-0.028747368073307425,-0.22679533833617807,-0.21355999442592324,-0.02985222756797932,-0.016224114606945575,-0.10201158609125217,-0.061547677327989346,-0.33665231421008585,-0.16515336697309954,-0.1339750460014187,-0.0079037970326698,-0.01193037014415322,-0.08532839585460918
ICAM5,-0.28264299160086676,0.024271727157751496,-0.013783969036096137,-0.07447136094356671,-0.03875845800672757,-0.02866528354432781,0.11658058246515704,0.035355481725731046,-0.12271770299156934,,,,-0.008347485777599974,-0.005680290253767482,-0.03589182139006633
HPX,-0.05297542478032219,0.08136660091515789,,-0.0072764328322822164,0.09529502896798643,-0.01298860962337576,0.038733586431677715,-0.03870058889725806,0.06405966571314627,-0.023025075697803817,-0.07756096135071454,-0.019192622927982707,0.04459372650149847,0.11185021479099552,0.09391708537322997
SFRP2,-0.08419421485695594,-0.026476377277695005,,,-0.006411864436255831,,-0.023484428055097317,0.010791393943500057,-0.03596917436101747,0.08629934964843361,,0.042844170147146234,0.007345039122311571,0.058805884760225205,-0.030954459837547185
CFC1,,,,,,,-0.018070451911749438,,,,,,,,-0.014008975888887247
CD70,,-0.03136318979387349,,,0.11626005943734549,,-0.01733818737230754,-0.0697723561944136,,,0.12103822622448532,,-0.014468817124452285,-0.006956824406427374,0.0405722084784792
HP,-0.3725545091493836,-0.09175763976741043,,-0.19157834414786135,-0.03383932671830033,-0.003566653456252232,-0.002646029787203898,,0.01037742849221859,-0.06501663113246492,-0.17113133586344229,0.03648771047172523,-0.005822787206777912,0.0631729378619548,0.061932879768416924
CXCL2,-0.20644057736659627,-0.06502738069316638,0.001020176573408696,0.02885277957413633,0.08166974695592474,-0.010048222396053146,-0.02999350351407176,-0.15365570905305218,-0.06197544013618671,-0.0010411292963114604,0.008457606575074089,,-0.004358185862080322,-0.0024002568745385136,0.10627963740844122
NPPB,,0.11625732061254698,,0.2275470309525231,0.3147966114993202,,-0.015823222595497528,,0.07372645562791086,,,,0.011165639522383133,0.03595473441051213,
CCK,-0.3358689108888363,-0.19434885709465735,-0.06804256040031482,-0.11249177857508398,-0.04344596018164367,-0.10524844824927074,0.09631303739918665,,-0.4292343458837416,,,0.024301307526786838,0.0013023260580957824,0.10944363656578603,-0.15055874351382498
SEMA6A,-0.17227319879034494,-0.0982167613448405,0.005883035595398829,-0.07258624877723535,-0.10658434612944798,0.022660717339951543,-0.052494772260613845,-0.06331602739099025,0.22481707271556936,-0.35123779721353354,-0.16728870754760086,-0.06732842194139928,0.03317291013721171,-0.006336989822258256,0.006472107016185869
IRAK4,0.05652953420933713,-0.040695818518251235,-0.012021572067419514,-0.10658930377035945,-0.048316804221446026,0.034181645814071966,0.028002251730907844,-0.0841207972426393,0.13999872011973485,-0.008224083464204598,-0.16808690714189706,0.018735996461550844,0.03641447319460796,0.0657425133371099,0.004607867886768912
