,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,0.014901457518654616,
BMP1,0.03208325968532052,0.15169644041663907,0.056130433653560144
NDP,0.038410270845980754,-0.03813051893960394,-0.08810153764955587
TNFSF18,,0.049098044022196835,-0.0065433343520182735
RTN4,-0.004057095243352875,-0.032235243277887446,0.00685582571872452
HEBP1,-0.021783298027104485,0.0065583724748765,-0.011490394274591368
WNT7B,-0.03673613431160391,0.13784140401279546,-0.011900217512628423
PTMA,-0.07062767061967584,0.11088308297687147,0.017476566792717113
FASLG,,-0.019703634966981718,
CEACAM1,0.06333674936171726,0.033471043778059185,
PDAP1,-0.0467381708431278,-0.028115860168443845,-0.0526284558606157
QDPR,0.001015231927545785,-0.03465815906347415,0.030019363592689922
POMC,0.06246969172870936,0.03823350896502414,-0.009107701007452241
CCL18,0.06743677079575573,,
CCL17,-0.01460410936488726,-0.017859131992798056,
TNFSF13,0.0339581663131963,0.04521831558664114,-0.028304841736727083
WNT5A,-0.03572188927466886,0.02279888402406779,0.07159852901735078
CXCL8,-0.0612811916026313,-0.002034724138700198,0.031036175268752957
GRN,0.03958152750553404,0.07379741778482135,0.0715870309719808
MIA,0.11977982933063716,0.054922101505653624,0.04039472616972438
COL4A4,0.021605016990345026,0.10693368479407937,0.08133352011510957
TAC1,,0.0502362195491981,0.03262520364251067
RARRES2,0.00717820345788749,-0.06717866672499848,-0.03851820900930421
FGF7,-0.01083585695943512,-0.029994097879822643,-0.005292434607274604
HBEGF,-0.02935524137096858,0.03720045363177354,0.10014911140781177
CSF3,-0.023969566972769574,-0.018802910892125775,-0.003912998839946277
PI3,-0.06455824242112387,-0.04085247871383096,-0.06667819099539402
PCSK1N,-0.04281103461531621,-0.07360819732511158,0.002151546678519502
NTS,-0.03406986691652398,-0.027844547043416743,
SFRP1,0.05478548332712125,0.019723927089456875,-0.017995666423637768
CXCL13,0.11653085856676854,,0.010370365462334493
MICA,0.13110210107128192,0.04242021552281382,0.0655119613666536
TG,-0.019405210109334922,0.09031317843633553,0.0381325253163403
ADA,-0.04425707541363478,0.1552903219123197,0.03367129399474527
LAMC3,0.07082662301512821,0.1450237157412615,0.0832496094310782
CCL7,-0.021888193681675668,0.02214267719123429,-0.0206747403629518
NGF,0.060840303043948524,0.019466212754805746,-0.009276599952732766
TNFSF15,-0.02133853100746443,0.033903704931387314,-0.036828456822557046
HMGB1,-0.017237859038851947,-0.059238619895617295,-0.04151751799667899
ITGB3BP,-0.026597016667745617,0.007866997288533796,-0.050496708243690264
AANAT,-0.01920212193940702,-0.020847260066523682,-0.02031849476942164
RELN,,,0.030654478079783574
IL15,-0.03517907413626521,0.13871109209931226,0.11054088564401279
UTS2,-0.016352012188400076,,
BSG,0.061445961025894384,0.049877250252464624,-0.0041042347680115
ADAMTS3,0.012032046720955723,0.029412046197107855,0.004256583057896943
CD34,0.023815488105363332,0.09616524610572393,0.0444318737929002
PLAT,0.049689051911079175,0.09292228098883307,0.04260358266185371
NTF3,0.015528729085175793,,
LTA,,0.0325235426094444,
CKLF,0.05486597119080005,0.03339285708482632,0.020664654435638134
CD24,-0.005764659465855443,-0.019930112759408918,-0.0132103753326945
HSP90AA1,-0.15427590460107743,-0.1476559573979556,-0.042024889181018495
BMP4,0.04049970207205752,0.12020399270022532,0.1158630630755806
SCGB3A1,0.10087087275391796,0.019728057695820807,0.006978619676974373
IGFBP4,0.02870311652241169,0.16878964912453723,0.13055822643134515
RSPO4,,-0.03700460256601753,0.052360569020493214
LEFTY2,0.07453909818870699,0.06345624023219416,0.06076474110908123
PF4,,-0.02805726379938596,0.03130964389666725
ANGPTL2,0.08123017868881045,0.09641884558615056,-0.02886751860114295
LRIG2,-0.010070273869721782,0.020459839462090294,0.04773658788660112
ICOSLG,-0.026159254098605467,0.07006886997718008,-0.03949379174281874
WIF1,,,0.004388735601326233
NPPC,0.035015159299779046,,0.012923430726138111
LYZ,0.06785354722247067,0.032839403282388095,-0.001286372203509572
EREG,0.016655998460006642,-0.012214205230232403,0.0636753823325742
SPTAN1,0.005066163839308783,-0.021581068910997106,0.04507262642966251
LIPC,,0.050103833768714724,-0.031298331279714584
COL8A1,0.05342842652214888,-0.036215626383193145,-0.06374434860550206
GSTM2,0.03739476719752707,-0.024806720929828833,-0.048110048611878994
SPX,0.09404298291879604,-0.031130025541027485,0.024629999761654555
MFGE8,0.06660013429688011,0.12234758400337299,0.06971183605003702
TGFA,-0.011596735077552918,0.045586561748915254,-0.013195681142454977
SLIT2,-0.011939560697754068,0.016318554043885047,-0.01556285422689127
PLTP,0.014660092315119605,-0.055867892790470906,0.06707590717218756
APOD,0.1570403219208708,-0.09966356227757807,0.06746631249109392
B2M,0.1186267204596798,0.123099757482118,0.034496978390880874
OMG,0.05791175941540137,-0.02638126612624918,-0.004450274587224944
CXCL3,-0.02854357960724774,0.03139367626718281,0.02106440962813905
CXCL10,-0.022602367960012148,0.106469759002353,0.09705665949496005
RSPO3,-0.0319773490487797,-0.019995329523564767,-0.007373716858833763
CORT,-0.024958333228610522,,
NCAN,0.089079429329218,0.024750037389269168,0.013491087323421047
PRG4,0.08523246644026619,-0.0060239790330083405,0.042980412143792154
ZG16B,,0.17598449954295306,0.0713849060895685
TGM2,0.02165348465062333,0.10642433472679129,0.08830822356666328
VEGFC,-0.028168847845342505,0.04183687261156936,-0.016058457101003586
WNT6,-0.019314045832569272,-0.016442106473430647,0.15492864062873937
NRG4,,0.06187810792143378,-0.026606252108877706
PMCH,0.017223149939569395,0.037083464106319894,0.025226641736043307
COL9A1,0.06580411923118298,0.10864676425443778,-0.02437368822037356
GDF11,0.008627926212111746,0.04003090839707861,0.011430004838886723
RAET1E,,-0.021934736875062397,
IL24,-0.016587455034155655,,0.004478636227360316
SORBS1,0.043339955625412034,-0.07339931316070221,-0.005308059559950405
DLL1,0.07064386052197877,0.10832811400400189,0.10141521600358776
TLN1,-0.003535695013561272,0.09134078808933906,0.10179621710783911
COL2A1,-0.024477533500249022,0.08813039548666453,0.060506602345998396
SHH,0.013943042152235519,0.020014531465739324,-0.024980351980945576
PON2,0.09603351661357781,-0.08462240659258805,-0.05642409484856481
