,UKF296,ZH1007inf,ZH1007nec,ZH8811Bbulk
CD59,0.01809190027106804,-0.013381429323430569,-0.009897377007452551,-0.04385509066864709
COL9A2,-0.01727989979425922,0.02534126664622899,-0.004501558326044884,-0.00879610120783741
DLL3,0.05054807598392324,-0.026658277051430385,0.08530706194165268,-0.03896051821364046
LIN7C,-0.011172832812764814,0.06435804070284709,0.02045763444234113,0.03421443584056204
GDF7,-0.010740763254518114,,,-0.014305269974435368
PSPN,-0.022066317607477386,-0.02999517621082169,0.05769530957255082,0.053067861500506054
ANGPT1,-0.04646556514415572,0.05644031165159362,-0.0598342455544622,-0.00956219513966568
PNOC,0.018180480770052066,,,-0.015212287015302571
L1CAM,-0.048356602554837876,-0.03423280414934644,0.05724836731078877,0.029736684314546655
APOA1,0.047280395206122726,0.02838039145794384,-0.05642676151016471,0.01950654933389744
PSEN1,0.011140924835751556,-0.02376745891120126,-0.025706848274021386,-0.04458940917400115
CALM2,0.03310823134488761,0.02840248945348603,0.0777691424270042,0.03574753755925908
CLEC2B,-0.029364568023733887,0.019799511309510964,-0.02253897937073456,0.01280338091996568
NTNG1,-0.009990400591684417,-0.06667720041858566,-0.013355178846358196,-0.014338530357481269
LRIG1,0.029137435674971512,0.006127503749554722,0.002361914618676561,-0.02842139197874392
CPAMD8,-0.019880264667013165,0.054477039793777875,,-0.016070815515260267
GHRL,-0.009795390280646379,0.002408374858525913,0.11825379852261776,
NPY,0.011843565694619206,-0.039711026401586594,-0.013929130897616764,-0.029315873730509572
MMP2,0.001317695640536288,0.020680120464079032,-0.030399090345926735,-0.019091408196911127
PPY,,,,0.018344416621171453
ALKAL2,0.06762361893439003,-0.05435945724974635,-0.0322702134850653,-0.04069872753821541
CSF1,-0.04706339567523819,0.1160472311861863,-0.008398276395085912,-0.012499346232564571
SEMA4C,-0.022972343644644306,0.04695478365861557,0.0035888967868345327,-0.04846556794503531
ICAM2,-0.023617911432739374,-0.09190598150866922,-0.047629238047099474,-0.029838877890090675
SYTL3,-0.008645984981857696,-0.00471822727678568,-0.03505145155258099,-0.019400477910723933
IL1A,-0.006211104059197425,-0.0143908691131468,0.023226154632407056,0.004433823532061515
HLA-G,,,0.08095581229202539,-0.0010075710158828207
PGF,-0.017711786090771908,0.033156492767545384,-0.037773295341473015,-0.0026403973498115314
LGALS8,0.017267259275166303,0.02593350436897689,-0.026676369786646097,-0.05789385482793877
DKK3,-0.02352517019257087,0.01003317522028576,-0.024325174674767067,-0.0037072417158422553
COL16A1,-0.06466600291096693,0.021605236991218614,-0.04574862037445056,-0.024604701728744603
TPH1,,,-0.059978898602425154,-0.043570302418339674
TNC,0.03648734915721313,0.08090878576492688,0.01744583762204877,-0.012116234412379924
TNFSF9,-0.01636125996443859,,,-0.012564817636465898
C4A,,,-0.033309216218139696,
CNTN2,0.021445669120588685,-0.041931784973367414,-0.022461989304342015,-0.050315547339700076
LUM,-0.007808971906020502,-0.03616213511466003,-0.00958683057191117,0.006016351195856321
BTC,0.004240447226620916,,,-0.024377611777332647
APOC1,-0.040143045289318516,0.08655514783443981,-0.11731662943665629,0.002405766397521969
PKM,0.0238016747157136,0.06531234148424067,-0.008945063422706708,0.029627715117337205
TNF,-0.014320644106957844,-0.005088314927006423,-0.07180329659336519,-0.01668742553185556
GNAS,0.023101705173064018,0.06588169138995006,-0.028371381041797678,-0.07169345020783241
BMP8B,0.02003028826001253,0.0030669728412697603,0.05972790207673761,0.0090902545765663
LIPH,,,0.006629428919745639,-0.0186050438275828
CCL28,-0.011246855812782272,,0.13855192590044121,
PTPN11,0.017428353590016474,0.03764343344841621,0.006826207300256036,0.05177251375758828
ADAM12,0.09386596529171756,0.009280372945694868,-0.07400676030119549,0.04811631547776337
EPO,,,,-0.019322756344280694
EDN3,0.0013140672147305182,,,0.06298179968042504
CCL22,,,,-0.017670364815301234
CCL2,-0.009819989764651631,0.07581868344477223,0.08871484430057883,0.010110378958844066
DSCAM,0.030276580352092405,0.06683421139899051,-0.02287511448373224,-0.017829814687599917
ANG,-0.0011274149371809437,0.005305480960721367,-0.01574763485939622,-0.01859943654388036
FBLN2,-0.019331722670505355,0.0329072182371274,-0.0902902156700334,0.03847234716531409
VTN,0.003846611448637655,-0.02884015657217233,0.07665147466422628,-0.013587372727181427
VEGFA,-0.01880926916090744,0.1027703802961537,-0.029625271107851407,0.02851827381428449
F10,0.01054363825596334,-0.031283790557885646,,-0.023205991370192438
SERPINA1,-0.01891896960114078,0.022941776843001003,0.04681963617692851,0.035262241044989935
VWF,0.03482440704977252,-0.035022740913860914,0.04620287057481564,-0.011567601033534948
GDNF,,,,0.048111392650232246
VASP,0.024269525110544938,-0.007154096516610786,-0.02102060483145492,-0.019210989808940534
ADAM15,-0.005466977201083601,-0.007254660148611776,0.005388988539068186,0.08302249310723399
WNT2,-0.01276040141258398,,0.03907956455106837,-0.01984543866600657
CALCB,,,,-0.023503667707112937
OLFM2,-0.0051689074265751835,0.026825266578983046,0.022047268440833316,-0.09012116331041936
MFAP2,0.05771156117773562,0.0071863355287295864,0.005075470626042729,-0.018063338837240255
HLA-C,0.024752304231284848,-0.013137289479555213,0.02284682865996054,0.0012540761701728134
THBS1,0.024399604840233017,0.0582647484744424,0.02585127668773788,0.07770747084174044
HSPA4,-0.018061989167650342,0.06762814079461535,0.06992901650711807,-0.03485882275370334
LMAN1,0.025889752902213178,0.07915823704760262,-0.11715067832834629,0.04245419933240688
LYPD3,-0.01490237022927202,-0.046825215909906646,-0.051070173732028996,0.07267163337009318
APOE,0.01981685359729153,-0.0532251696189616,-0.06128288900342164,0.014687409534984751
SOSTDC1,-0.022998152912221775,,,-0.012811989438324498
ANXA1,0.05236554132434042,0.03205441500083303,-0.057391822651730935,0.017407362073810755
WNT2B,-0.02117312470184517,0.0617928014763273,-0.009993455760329695,-0.0024982957161890557
AMH,-0.012650039105119398,,,0.011982484140819415
GDF10,-0.026104090283552674,0.06628288817989374,-0.06699561630711721,0.05487133367130869
EFNB3,0.027758943581881777,0.07385479547711993,-0.09009505374968227,-0.030125444393411027
LTB,0.04262288440800567,0.030194068169766667,-0.04218642164695112,-0.030976591659365203
ANGPT2,-0.02341393212730854,-0.00901731486459957,0.031104773873690372,-0.00223207669346905
ADAM17,0.019463080741312724,0.06349333769463227,0.012505477766638334,0.03716339376434196
LRPAP1,-0.00737278670363514,-0.055675711782703544,-0.07911242960178802,-0.039772709865694186
NID1,-0.01758770285265065,0.03775051066710165,-0.016503986562529157,0.06009859567661748
MST1,-0.0013803998475560755,-0.04626212788343864,0.05778114636300242,0.020162518672655883
IL13,,,-0.041322469109876935,
DCN,-0.024775055356172027,0.012177641195899157,0.031234519282141927,0.006549715684248642
IGFL2,,,,-0.01914563443555534
COL7A1,-0.022932680974999755,0.12849239887736474,0.0029985589154738245,0.023181265424777095
CALR,0.00685093343846602,-0.009683256030212159,-0.020040313129912737,0.00044514093858155374
PIGA,-0.01837891067047497,0.0348147720442669,0.14100115985090084,0.010024528924380955
CD200,-0.007034558246905981,0.07136277572281009,0.05325612604245686,-0.036012149097793114
GRP,-0.0156472105807584,0.00991389314928089,,0.026268093668879618
CDH1,,0.14199946426995688,-0.03849390975057853,-0.05043637681345511
LPL,-0.040001620968214156,0.11601592433783854,-0.11182493240682631,-0.036267384141558064
SEMA5A,0.013776935937083167,-0.001210113621732521,0.008156654282430993,-0.06164527475136518
SEMA7A,-0.012298767141657686,-0.03247924956381095,-0.12212643937821349,0.016490655934979396
SEMA4G,-0.027611851776953283,0.012694282133393926,-0.019957084345800874,-0.07724638370622691
SEMA3B,-0.011465334656705276,-0.04439326957769808,0.007836083659006591,0.014087590972242261
RPH3A,0.04639969099186326,0.03623025945688185,0.028046236654185604,0.0003540673597187926
JAG2,0.02502262333573638,-0.002876908859468153,-0.04043262915535685,-0.020259829778726045
CGN,-0.011850577318756758,0.043119189273791186,-0.007384612437091401,0.0526782395368636
GDF15,,0.01993751175705271,0.03315966218780597,-0.03480474074854802
SEMA4F,-0.009899224668146913,-0.01367986899321577,0.055680112643698786,0.026469472571335903
NXPH1,-0.046513067296583284,0.006777154549378717,0.041932705066316384,-0.052385256832891275
ARF1,0.053362724427647876,0.08733121166725703,0.042427959535178174,-0.06933263341713616
EBI3,-0.02789486897984298,-0.03881154127718192,-0.014406413185508452,-0.02612481446210653
TIMP1,-0.020779284583025373,0.056260810443041556,-0.009391424380088456,-0.001061773332959174
SEMA3C,0.0024757330331381636,0.03591181303240441,0.006358199712078345,0.02529407677837014
GAS6,0.01814463042070015,0.06905045273988551,0.090738850050294,-0.011208155894321307
MEPE,-0.025142800147048464,-0.011759160414448242,,0.004661561610819304
SERPINE1,0.02744682038126266,0.18200015374243045,-0.0658197915119764,-0.002356178182213096
RSPO2,0.01732916816940702,,,-0.025913373087066524
SHBG,-0.019206372493017265,0.017000576081430102,-0.03939432858900899,-0.032225864425096874
LGALS3BP,-0.008152535385493159,-0.054308260258737355,0.04111217389839501,0.0684727063693114
LAMB1,-0.004574915044719828,-0.00027420148546661435,0.026579288265816847,0.03191014959802377
SPTBN2,0.00856845541540518,0.09248469963909822,0.02474991131836035,0.0009382557112952223
COL1A2,0.015839122800034796,0.002621375514044725,0.000689448302003422,-0.028815944916656344
CEACAM16,,,0.04002503758856087,
WNT11,-0.02312865401127698,,,-0.0402670589455339
LGALS1,0.007830078954568614,0.018409970257214435,0.04795065517426414,0.06437722656462325
BCAN,-0.006231408816583147,-0.034898434666016526,-0.012498517418392061,-0.08009482260555643
ANOS1,0.01530250103071522,0.022062773425034512,-0.004570941460871749,-0.042606328373511644
EDA,-0.015354893717717625,0.1105035059637483,0.12563181173007343,0.07287340153126023
FGF22,-0.013818736075066328,,,-0.018236483457013293
SHANK1,-0.017299807497643743,,,-0.02320598893363721
NPVF,,,,-0.01648428743408052
TGFB1,-0.026807814945969705,0.0608268833363737,0.028104694240175865,-0.03484591301934105
MSTN,-0.009626382735490154,0.0927077445272857,0.029988871592251283,0.056387554366599785
WNT4,0.0548987940456562,0.041692353134428546,,-0.012676967643455238
TNFSF4,-0.012869879385229347,0.11468659865233527,-0.042267743893174343,-0.03987821248183246
NTN1,0.03478161391654237,0.049271171207523355,-0.027445303448261123,-0.0493815088801369
CXCL12,-0.018150547727151023,0.022728318268687788,-0.06326612788150858,-0.015535246326299842
GNRH1,-0.01913024342375425,0.048661494284301235,-0.02926799698656214,-0.02523279861540673
FGF8,,,,0.014002599014684676
RIMS1,-0.008686417928543027,-0.04303285039616629,,-0.007785752456187776
FGF14,-0.053529269141347605,0.08180210199568812,-0.05075833693663657,-0.009090094159445785
IGF1,-0.016793937320743635,-0.013202553836581764,0.05704518138741593,0.007727958698700711
TNFSF10,0.031486789545316765,0.00564689790166226,0.08125831401373752,0.025030092942944587
GDF5,-0.013818736278940378,,,0.06071847385611635
CHAD,-0.01161265660305152,,,-0.028619088507628943
RGMA,0.011038212929103359,-0.03712906741553423,-0.04709091705466519,-0.044456190329504514
CLEC3A,-0.005652175282008323,,,
WNT16,0.006382217456939227,,,
CX3CL1,-0.00862770667669083,0.10607158082586857,0.08626103702740907,0.0067905013688135405
FGF1,-0.001880732467788885,-0.04406952230301669,0.05371823407911266,-0.00019262346432869537
ALOX5AP,-0.017623842238420343,0.05583638700745867,0.021038576431041473,0.051908684742604995
IL1RN,,,0.01746737321988389,0.10707090412445425
PCSK9,,,,-0.017477899048542783
NPW,,0.0203224246976653,-0.037380159039769684,0.0469929589776609
CXCL9,-0.013818734020643706,0.042924312695427874,,
ANGPTL4,0.027548002427093557,-0.010442189245379978,-0.06826089233900151,-0.005820627464877031
UCN2,,,-0.04554665055497325,-0.030360663590234222
OBP2A,,0.044452792985867046,0.014832696127752515,
COL4A3,0.03712099320824565,,,-0.013830618127870564
NRG3,0.023573183826799946,-0.026896488859796026,,-0.05779072945668638
IL23A,,-0.011727879322433098,-0.04946589173896584,-0.02244665462118236
COLQ,0.04951051117790885,-0.04231363794554236,0.026811411679018418,-0.01738184384849148
SCGB1A1,,,,-0.02197997572324872
TNFSF12,0.030639386489937855,0.07188174694908726,-0.0075767542736824576,-0.026445118959899188
DKK2,-0.009508759417063929,,,
FYN,0.019974928657015237,-0.00832664227157645,0.09136071689817508,-0.03427320945990955
ACE,-0.014419090251407533,-0.040571846936168214,-0.00808060176891918,-0.0029272395526677864
IL18,-0.018804583369856978,0.040619407106173004,0.02280455033141561,-0.07614739136569383
PPBP,,,,0.03739305971101479
CCL27,-0.009795390280646379,0.009596235233551676,-0.017814015679879436,0.0005702247105145394
SERPING1,-0.020891309787092322,-0.011869288992291527,-0.010115338627623243,0.003129000828972268
AZGP1,0.08766815113573119,0.023722310380007324,0.0322432471654253,0.030224213089297236
INHA,-0.015091714548595413,,0.01693947612640007,0.03698076946986874
SEMA3G,-0.018432894194842998,0.0036989179662837543,0.02986970644628517,
COL6A1,0.023844511348855117,0.027053248721328704,-0.09650692187109768,0.04276609225403627
FGF17,-0.003621838676225381,,,-0.04484762944404298
TNFSF8,,-0.0415840467675883,-0.005670932713990729,-0.019145632375693264
FGF20,-0.019657830562118412,-0.029343736611815004,,-0.02988003000120556
ICAM3,0.06196871592966163,0.02138351302406473,-0.05110836611709378,0.0010339057858363319
LAMA4,0.027200764818807885,0.01183552819864359,0.027470211082957656,0.017956692819348
DLL4,-0.013716321465061767,0.010565951876796044,0.02700927952402959,-0.05739379598488352
SEMA3A,0.01431363290224699,0.07895839980197207,-0.0980972706263022,0.06271422475494232
RLN2,-0.01427912622451345,,0.04757915279198271,
C5,-0.03952121435463571,-0.005229828794764425,0.017204222940000125,0.061466641597601075
C1QA,-0.04700941859007216,-0.053758051714021884,-0.03201714429537522,0.034103325607095704
UTS2B,-0.011333348742278766,,,
COL9A3,0.009846471747948152,0.06974570447350457,-0.03513721505879231,-0.06334508401883342
DLK1,,0.09283318835392988,0.07945525456628928,
HGF,-0.0333908096979801,0.0357714770228707,-0.07386234245264407,0.006030625263293777
P4HB,-0.020203998450115855,0.0025089917089387375,-0.08531746622897662,0.027166585023433505
ADCYAP1,-0.01874559933742843,0.012284016769652057,,-0.017092349444564142
GREM1,-0.011122386097892645,0.09640131638248062,-0.06540704203525126,0.043933298762774874
EGF,-0.01704840498810636,-0.007214886368298698,0.038646194048956035,-0.016687429261557942
VEGFB,-0.034683966099430114,0.039033844847252204,-0.04715112269278933,0.04726598409176039
FARP2,-0.027568738865859595,0.10103187363499558,-0.025020238354309964,-0.017975860933809488
BMP3,-0.02709699174031794,,,
IHH,-0.03114597870201072,,,-0.02035589730203103
LAMA2,-0.04631518645802857,0.06877116141244004,-0.06385088038257201,-0.038515010421559366
SERPINC1,,,,0.008228499919565277
NRG1,0.011201083122957327,-0.030327883124954064,-0.05204639612816097,-0.036042712792137575
