,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
CD24,0.022150339401310642,0.00511987595314351,0.08491275102389174,0.03519272723866083,0.010698961387577893,-0.024111402992059484,-0.06455611138713792,0.003840033651946883,0.055119263444698016,-0.04066303303978444
HSP90AA1,-0.04664586076608477,-0.019333323046147165,0.002508219373377246,-0.09497710536226413,-0.07525041447237923,-0.020623567920654173,-0.060646113986446905,0.021074341938935922,-0.06973695095746092,0.052433980055520135
BMP4,0.01483591581641779,0.011210243329343955,0.004715349927455403,-0.006770615201594924,-0.01331867353815036,-0.06226881472846967,0.05007010456414289,-0.041633198800463525,,
SCGB3A1,0.013346060225291678,,,-0.057107026283526756,-0.01090665231867554,0.010572799425271649,,,,
IGFBP4,0.021988445089762637,-0.037700469921635185,-0.011518743459294494,0.017032303709114797,-0.0027689539906590667,-0.0725732927283872,-0.025075970900381713,0.011363097143499392,0.08457569809823483,-0.06590526321860912
RSPO4,,,-0.01477727238263597,,-0.006255442136575244,,,,,
LEFTY2,0.04658612333147108,0.0055109875222289495,0.01926745293685384,0.026787087726321355,-0.019295493921087897,-0.0404740133166884,-0.04468883370843378,-0.08320018336567554,-0.009915812985780485,
ANGPTL2,0.02647913639878127,0.04255418464719305,0.02250241580625006,0.13931326269175218,0.013527830852017586,-0.029783276145214047,-0.007087112232612595,-0.045053501255207344,0.004250804599544599,0.05112198924015731
LRIG2,0.02275552900067912,0.021710277131665272,0.020486213808052902,-0.009828705929044853,0.053987013585564014,-0.0183834447599036,-0.01291790122311098,-0.08333349618326127,0.05893145342610116,-0.042043580288228875
ICOSLG,-0.020331289113393648,-0.03753661289206381,0.00793134106846828,0.1275389788240264,-0.015200928933551136,0.016924163780453028,0.016788503624275784,-0.03357959378836347,0.06026864916833053,-0.02466216684887819
WIF1,0.001819580497084092,-0.034068925349974036,-0.011403271087897229,-0.07219183118739203,-0.05219697628287857,,,,-0.04504965784142061,0.1806947173742151
NPPC,0.004100349825482098,-0.03806056918170847,0.027503854740363855,-0.005764733948538716,0.02348963332077315,-0.024874597312878027,-0.041873063238900624,-0.03996251567504064,-0.015778996062177995,0.0405092309727662
LYZ,-0.016650345720487205,0.06047011024513661,-0.03204120453364283,0.05688520354255435,0.0016162736933783527,-0.043869141681592616,0.018647191238937846,-0.04533103839333881,0.07611688358025498,0.05955571323741468
EREG,,,,-0.005625770942813219,,,,,,
SPTAN1,0.04550889336657318,-0.06587291729128114,0.03199987628848521,-0.14269207021497152,0.0418308827612445,-0.027913980880087525,0.03083442899521194,-0.022760895010349596,0.011994223884610675,0.004597908739868423
LIPC,-0.026315347941546927,-0.02603188769666415,0.037331425706469294,0.027355007710974395,-0.02455381996530238,-0.026376964184020975,-0.02676359939914109,-0.02825005269512178,,
COL8A1,0.013818241731722468,-0.03398032850913306,-0.025424008236169294,0.11349997162003285,0.03163622516415062,-0.003227260582540672,-0.06673516530507358,0.012526017707353558,-0.021387826039036335,
GSTM2,-0.014349999772284534,-0.037008109259888844,-0.035133599392491006,-0.05646002780995732,-0.03525055325330674,-0.01870829063796528,0.06135701703134989,-0.005356070370574198,-0.04042962517000726,
SPX,0.03271411557299681,-0.04957617893233387,-0.03927254439638029,-0.010562408053558056,-0.02506898636472088,-0.032976050365927725,0.09463597312068792,-0.008918700805900166,0.010753016457888894,0.05656711561984614
MFGE8,0.018397209240335045,-0.029065123252253095,-0.0026495861961801275,-0.09946046604302512,-0.0008911355149794014,-0.033631641505136124,-0.01183979741146324,-0.057629931291410655,-0.05752690935600454,0.08137536053858233
TGFA,0.048745134417035325,-0.0020319696790363235,-0.062375550377164427,0.03753206477589787,0.05264770191539997,0.07387835389223862,0.027851632030730263,0.13849502593789798,0.03176203569104225,-0.036314605116966464
SLIT2,0.06534530210249677,-0.04697169908529912,0.019864858058401474,-0.07280675030176584,-0.03515866638634324,-0.08534681478294255,-0.03108125164078857,0.029174128572040544,0.014899329750547214,0.06635006942216037
PLTP,-0.010048373251901463,-0.03105826221874712,0.026503535442777084,0.1034916824152892,0.02793570068489994,-0.049396352280276966,-0.0782426522793185,-0.014766028959940444,0.0444879732389874,0.07846869664807708
APOD,-0.016597198832803233,0.11905132606577822,0.037479185952618344,0.10685572150204464,0.05880747167100941,-0.05188286609858084,0.07833793249824393,0.07586741248404223,0.08272764923987672,0.05043163184914184
B2M,-0.0007828330460754664,0.002201088615521899,0.04255013040679102,0.13047962867047638,-0.06828291532011252,-0.10254225541618607,0.04416023418374098,-0.02762786237234572,-0.035041832453198085,-0.053260605694544924
OMG,-0.00136756877497837,0.04969447921604939,0.07355627168355074,0.07265366050516259,-0.023959579268573873,-0.03316825619506506,0.07754810102519018,0.07973850075885204,0.0589091150406889,0.03947107447839496
CXCL3,,-0.018559867180988402,-0.03463464698104753,-0.04997214382225487,-0.011256683260452602,-0.025635767022149307,,-0.024559958763472667,0.0755817559655148,
CXCL10,0.10612772492986271,-0.03990803361625641,-0.02581379667107408,0.013599612217384354,-0.01788823195946559,0.00851138487819343,0.02434279813483954,-0.04718836735064398,,
RSPO3,-0.0054609568634610165,-0.02321203018396479,-0.022318836142825735,-0.051321306222792955,-0.011763017055854972,,,,0.0818528748253134,-0.03253882811718482
CORT,-7.620917052021362e-05,0.031320275964133296,-0.04275733173803071,-0.01706104305622913,-0.03120691896006801,,,,-0.010477696940780643,-0.034746198150136715
NCAN,0.00029852621946823413,0.004745755215582037,-0.05687901344348866,-0.05473397315260917,0.09576317064820819,-0.03880126369208606,0.08899025117744287,0.003177789477800453,0.0232665475456476,-0.0892715290760444
PRG4,,-0.02010792454342524,0.024793193607809863,,-0.013752911436744552,,,,,
ZG16B,,-0.021709735872929195,-0.010095674769840985,,,,-0.03887505188065263,,,
TGM2,-0.00521094862364414,-0.03013454363155347,-0.003765691125269651,0.027032041700891667,-0.046902610443774286,-0.076033135305091,-0.011453908181568953,-0.019102112597600383,0.08813969091485112,-0.016242052059161655
VEGFC,0.009592296466026511,0.030618948382908878,0.04543578734437071,0.003135431332665081,-0.014035394310368043,-0.04243070070745649,0.045088701443003136,-0.0005329547506246897,,
WNT6,0.07022693616294547,-0.01977351076967433,0.04042582936261078,,0.015181217405170037,,-0.03697017890257527,,,
NRG4,-0.021307526838774394,-0.00958989782841915,-0.01939542586815596,0.008178260269834512,-0.016373924540280926,,,-0.006078512364477568,,
PMCH,,,-0.01477727166947297,,,,,,,
COL9A1,0.02839803415932907,-0.003563137176052677,-0.016245852424799895,-0.03500591262459902,-0.01865769774925569,-0.07130160202120168,0.0013075094543198635,0.04986190419737074,,-0.05294063667004497
GDF11,-0.05785832603345803,-0.005618057054066757,0.04195308333868099,-0.0075987746893333334,0.035246024636048055,0.10025296111118916,-0.023591298199632616,-0.031149829044094843,0.009928812839349847,0.024761736516887806
SORBS1,0.03910430999003282,-0.010057426453360142,0.016086703445712745,0.030051084577899963,-0.02043884192111339,0.04733830117769622,0.009846677259863986,-0.044648020463400565,-0.043141443293740096,-0.032376151897370836
DLL1,-0.004701578672101043,0.04122844432833248,0.045316216743885154,0.06309915455613072,0.0732415910418653,0.010407410926056399,0.03841331261414665,-0.04338904701712092,0.07754935144624846,0.04774166637040705
TLN1,0.006648223177242522,0.047702970381017486,0.013924634839660756,0.11684121118207672,0.06610726335201655,-0.10616087673725856,0.04729018022702227,-0.04175553474514378,-0.0027774411097398486,0.11554291301152192
COL2A1,-0.018856672937569274,-0.0185598734971169,,,-0.01142784454038692,,,,,
SHH,-0.0029366925407392115,-0.014590315711296604,-0.020270209364424637,,-0.010906651365366232,0.004208053772044556,,-0.05981724997151955,,
PON2,0.02918214885208641,0.04421372834619517,-0.016438389322747726,0.0616535770224665,0.06203500963469178,-0.07006575963248078,0.11956614778611856,-0.060046884451803395,-0.007883646703019623,0.06492217410329225
ICAM5,0.041873574809643495,-0.036267806537510626,0.01188488119525216,-0.06446511893906545,0.009958332921358738,,,,0.030704226068128476,0.02389809235082249
HPX,-0.017405482574676157,0.02983464416408109,0.008300349321963739,,0.023567575286747425,-0.025635753610066956,0.029615332778146434,0.021590274817311274,,
SFRP2,-0.012031854231064934,-0.014812504246480682,0.016639498655341083,0.028643011256556352,-0.021396058819318983,-0.07519744393277239,0.08102776253295228,-0.043617253649887354,-0.07639380351572685,-0.029721919953101226
CFC1,-0.029411005986206325,,-0.012705502824057613,-0.03646371212399904,,,,,,
CD70,,,-0.023700211373032985,,,,,,,
HP,,-0.04476952235915279,0.021142570501822926,0.018180565425896585,-0.007870859909867994,0.031514139992423536,-0.02199128735863412,-0.02883099240810609,,
CXCL2,-0.012774662339046863,-0.018856198301553512,0.018570628094909416,-0.018457627797944305,-0.02158688440563317,-0.04601082122008942,,0.03895316114191195,0.045646010220850464,-0.05874590966633301
NPPB,,,-0.011125454988874307,,-0.014035395331202521,,,,,
CCK,-0.007445766130758264,-0.08506502922932793,-0.023157801466741835,-0.1401192125304517,-0.02737889322733994,-0.026376985473842,-0.04838480705567914,0.0408873926422203,-0.044411737662118374,-0.04753055724075702
SEMA6A,0.011237249244942306,0.07985240964854566,0.011971345880044407,0.08349181230965165,0.07526340457094513,0.06695913837966605,0.03909708943442075,0.026684935341019317,-0.009785965040311768,0.04125975933228268
IRAK4,0.08589621346866258,0.0010698484558060342,0.018285472116442752,0.008484880633194785,-0.03825081988516955,-0.008612515925324854,-0.025583913437329308,-0.02323562186611926,-0.1081013585191951,-0.016027178705076403
GSTP1,-0.034201499568716306,0.10949029862992457,-0.011094619481021167,0.07501372484793968,-0.02997936968076215,0.10273400358175994,0.06956324507724765,0.0878343991640059,0.1512831687587933,-0.08490852015373654
VCAM1,-0.016963182027853553,-0.009059842355378626,0.025180517780172804,0.07454513613244862,-0.0068267166343204235,-0.04345491550904902,-0.00558684052680535,0.028953222060652227,0.10541368788377245,-0.0019125523706491668
NXPH3,0.04743384474015254,-0.03992010684406532,0.06473276681668108,0.01731438871062763,-0.021774512662184956,-0.053666672498629914,-0.07924582515057126,-0.005864619387101125,-0.05042046237254566,0.08073389651522354
MTMR4,0.0016848794405254735,-0.04452995116372597,0.0029689980907147704,0.009545559111962833,0.016544628022315853,-0.05172099085580739,0.004804694114171404,-0.031060038237278355,-0.02096312372088175,-0.05136306947502974
LAMC2,0.07224621539824241,,0.025945966030043004,,,,,0.012431278593301509,,
IL10,,-0.024354697999072233,-0.0031944088307033604,0.028779999118071792,-0.01256367424277226,0.06419176239207448,-0.034895400206842564,0.030355920481031744,,
SEMA4D,0.030109827931051488,0.04891438913008404,0.018208927162113444,0.07682316538387945,0.04967484730291493,-0.04165746939341171,-0.016437710733741746,0.06495674037112048,-0.021463830435042578,0.12701184011973923
TRH,-0.02037535055283587,-0.03845078338496662,0.030863907991571567,-0.05678426644661191,0.02464957286598626,-0.0504293132740582,,-0.027660731928125817,0.24183045242671006,
SEMA6D,0.014311930540989067,0.011498513514542482,-0.011126820935714089,0.07039768509343833,0.0946231239046754,-0.08960064735848575,-0.060852615738272796,0.03330929593016473,-0.05804421808454418,0.05431005968452096
CEL,,,,,,,-0.026676649593583204,0.01728136938447537,,
PDCD1LG2,0.02635777422039371,-0.04445576206853324,-0.027545582577121967,0.03695922343459693,-0.021491657101224648,-0.058748164932358245,0.0029276293421604716,-0.010881850527413478,,
SPINT1,0.06648185098841448,0.017525469356936076,0.02390723142656229,-0.01455764195153394,-0.0184407690616055,-0.0545224201922767,0.043002978271865666,0.04272714519817641,,
CTHRC1,0.024079622658751493,-0.016642244885989962,-0.0030743467856589883,0.005193302863239014,-0.0028238114866468217,-0.031809480035409045,-0.07745953516947214,-0.0320427736566258,,-0.06149757397256336
PODXL,-0.04931558331107457,-0.02284036747557757,-0.012462677485994209,-0.009328942581725532,0.02980788788319418,-0.0161768443000591,0.03831080788444868,-0.0503708303705532,0.003276154068614222,0.05638304299259595
JAM3,-0.05288747382526023,0.019896449912936418,-0.05301050809055134,0.12035982138290094,0.035236312869559194,0.027428489737619573,0.02873217388702629,0.08440875172348607,0.026472326703371327,0.042784232841082015
TGFB2,-0.02144688347743952,-0.02270412813330571,-0.013376612761175206,0.021590276663248434,-0.013230681172769865,0.046356802906205745,-0.06309174294369967,-0.0024602631226145295,0.0035357290998012654,-0.04129090431144282
COL18A1,0.041450606909759144,-0.0036183012070087855,-0.042778677373046935,0.03873838970364513,-0.002998566780083695,-0.11252769308856514,-0.015458139763551463,-0.025425100535347734,-0.016241199534082682,0.13527003455897563
NODAL,0.04135119784110365,0.03672639509163525,,,-0.019295491762675074,-0.0018978458508066968,0.0005971266173881956,-0.008974123393559005,,
INHBB,0.013733709591831102,-0.031814242457402345,-0.03649390247163785,0.04409460220057629,0.052879700431520876,-0.0010324888552480276,-0.08801336905430901,-0.02008025359214898,-0.03971381644717557,0.08911512328435961
LCN1,,-0.016287365561143376,,,,-0.03386951081849801,,,,
ARF4,0.024678667604757537,0.09743838637584543,0.018339041468475984,0.04013700225752366,-0.04497185795744158,-0.053613578124878804,0.041877052623341474,-0.001235677922123041,0.11773016823617527,-0.029100090940484765
CXCL14,0.01797449840656154,-0.06996959195867469,-0.05391952368880747,0.010438408537911323,-0.06085502973480501,-0.03447696194356102,-0.07973865371303335,-0.030778245687022667,-0.027755737578809687,0.1388497153275189
LIF,-0.02112832206937035,-0.010163803892052941,-0.04418092694465754,-0.015373228715812436,-0.023244297960063595,-0.040161255584917475,-0.0909719187540677,-0.05115362435089637,0.029314123933003543,
IL17B,,0.0630412770329685,,,,0.03843151481765628,,,,
MMP1,,,,,,-0.005450329951305283,,,,
MATN1,-0.00198189604846844,-0.017076195494629666,0.0381679072046876,,-0.01142784311824635,,,0.0034575365485711,,
ADAM28,0.008389836358702966,-0.02891194098697461,0.0014146184967486995,0.0782357876194448,0.015514216208068901,-0.02470988592599913,0.068246695910958,-0.03303419634163637,-0.00804664409196967,-0.002853342341606099
TCN2,0.020627676184422773,0.032218172297883936,-0.02645623225356341,-0.006288029710761282,0.03782287410624089,0.025172509856369554,0.020265126914713053,-0.04248535394790005,-0.015031604981162253,0.010570989225762951
THPO,-0.002113401705314176,0.015335664108347082,-0.023126930138368626,-0.000903048749018128,0.10773643926170223,,-0.02232677006611222,,,
CUBN,0.09260143654025352,0.010040180865107249,0.008604676386596956,-0.009263124995890173,-0.033426559611573994,-0.03510629584610459,-0.008729608210481379,0.01798150459776461,0.015434722176919222,
TIMP3,0.05530612088721822,0.007512353743128479,0.01596787488312717,-0.09205575256545974,-0.08245424027829047,-0.048581645643355514,0.01125149977471009,-0.0557348619819234,0.09578319757574444,-0.016122475934284928
PIGF,0.017323200906979305,-0.0015599610916158353,0.007228711067108679,-0.021559192871013662,-0.03402060567992097,-0.11147389758325876,-0.043278056621847256,-0.060267742901135415,0.02475341850137759,0.08192938452758021
CRH,-0.01718879450327778,-0.025045685246040447,-0.017734026028506437,0.013365347673679468,-0.015630347764484246,,,-0.04163384389735774,-0.013762732596874412,0.06398134756357568
BDNF,-0.027262377157455303,-0.07755318195139034,-0.073186912021683,-0.0488816135198718,-0.01287068792269105,0.015559856883216849,,0.009459809331403996,-0.05020010702239132,-0.057513629966051895
CCL5,-0.025108598298685607,0.02647557917560988,0.015414028417270522,0.07778286049501187,-0.015503245232800653,-0.0712071575867539,-0.009246779581258031,0.046955481030184466,-0.06689698300901599,
GAD1,-0.019544544204148435,-0.09389938573159343,0.016813571384017095,-0.09085337296597909,-0.04179877633992567,-0.038396812574299964,0.09977526454482659,0.07022707497345973,-0.021512356058220956,0.010653042073816245
COL14A1,0.0870836281928621,-0.02889284486425702,-0.0019427690105233973,-0.016117520261496533,0.003866465007393519,0.0021256382535519095,0.035650544358428564,-0.08485799450287555,,
HLA-A,0.0008458994730141898,-0.012740378736301699,-0.01970140906676495,0.14110924293861515,-0.031450601777546806,0.06590352785682842,0.006528408551861174,-0.02085439088643639,0.0850810780089349,0.007010028099788686
CD5L,,,,0.03500651040279976,,,0.01878993439624723,,,
FGF18,0.07051462590628073,,-0.012071086304508753,,,,,,,
ADM,-0.00767743879278392,0.06083023097655373,-0.050920983833066466,0.014976315681083575,0.0001383232429856971,0.07760865448646702,-0.09976930665921226,-0.05521913636164648,0.07308588999409056,0.14515752055325645
CCL15,,,,,,0.0341380522676667,,,,
GNAI2,0.025683348274350825,0.0815437959102992,0.042004672419968775,0.07883123014111305,0.059364896151323586,-0.06677603743550845,-0.06216865651241861,-0.1009160098697784,0.0182165401765779,0.025344637749246394
HDC,,0.0344830083478455,,,,,,,,
COL11A1,0.03212304869618214,-0.0015308183937575422,-0.023054442067485182,-0.035611078040173924,-0.034432906011533315,-0.047898575071394674,0.07283131633338091,-0.04173929840977464,,-0.055898922990903814
NUCB2,-0.007148808517909476,-0.04974784337455618,-0.024984058920474016,-0.10493717049785269,0.004306380608702232,-0.07532122740518007,0.009822411993197763,-0.050725861702546095,0.015285783068114565,0.07792082637150988
CXCL1,,-0.041663703169121075,-0.025490147250664612,0.05313391670096696,-0.015503247861244346,-0.02745518210053318,,-0.0713432441362517,0.009204870810914634,-0.03750884061757193
VCAN,0.024995991827249694,0.03533956310494494,-0.010158872269038336,-0.01226985023549869,0.11968371119755672,-0.045127227100337966,-0.07305418885928099,-0.03809154609176665,-0.043231772930426626,0.0033244739952762
MMP7,0.05070987764391813,-0.011888433649913089,-0.011125454928088967,0.05770172486772455,-0.017662897818166032,0.029759628806232643,,,,
PTPN6,0.025106029969495514,-0.05703664721473999,-0.03522453522274262,0.05008012545220956,0.095319784774853,-0.03440183480382695,0.06816649522692542,0.0004925472641794318,0.167689999912048,-0.04859693651207349
PTGS2,0.08399458775265853,-0.09158413465095326,-0.029143845997406485,0.05346436229463912,-0.026378252929069087,0.05601310056235941,-0.07071716175784164,-0.01318998231988315,-0.03398091329513008,-0.025635875907495314
XCL1,,,-0.018273143444103617,0.07370785122925698,,,,,,
CD58,-0.01764810497125116,0.02838032709596348,-0.020428963494766157,0.006229991065297634,0.03840129465754838,0.01277363755250014,0.04633515733970496,-0.018879553362220455,0.027188421296342878,-0.011110304628717597
TNFSF14,,-0.024771298650309515,-0.00999613615873877,-0.023787266632782095,,0.011468460910691255,-0.02952009099194514,0.00954349628810746,0.06272521393544307,-0.011735334989061968
CNTN4,-0.03688339797382269,-0.006592939315724882,-0.012264829249372562,-0.07776435131755308,-0.0359395043433082,-0.030486205236466207,-0.05997103116188043,-0.0037786374701616406,-0.02026220190500503,-0.05685939952689614
INSL3,,,0.008254594343244678,,,,,,,
BTLA,,,,,,,-0.02223749162151108,,,
MFNG,0.031614413568326526,-0.05655768828324724,-0.02314077724405068,0.0326406472031616,0.020410367034619795,-0.036116833109182137,0.06667929079965537,0.020282149440782285,-0.012493328547779904,-0.014780330621663234
ICAM1,-0.0001957709993628975,-0.04545919800599821,-0.007678693011275256,-0.0012672974053523094,-0.037755903145764234,-0.014050025805898878,-0.08280827559059392,0.09283293113226823,0.03693442997880586,0.11700680674159439
PROS1,0.04813332650556017,-0.042878403845450726,0.048200421843301484,0.07960267347533954,0.007201955113697835,0.011728115468717177,-0.07162085173993614,-0.005289028531679878,0.0351897530534335,0.15215391820332674
CLCF1,-0.019640879733377296,-0.021438019460795054,0.010280640064549663,0.014203581532434317,0.033099886426884946,0.04933375814201533,0.0022500262707924237,-0.018379225379907396,0.10927783208618559,
PSAP,0.004490709248941887,-0.08551959156096467,0.018055351938570136,0.0715755389772951,-0.06301513419702513,-0.08812401584448143,-0.04529172503833029,0.027824417659717497,-0.12719440183340072,0.07984365093564647
EFEMP1,0.02572803462629844,-0.007799335660911904,0.09245152782085518,0.07709438443166912,-0.019498354605093162,-0.07420727423469421,-0.11434506099355618,-0.04437524607856818,-0.0425961566439872,-0.015391710538869832
C1QTNF1,0.04417909210433508,0.05945193127181173,-0.015619013703792256,-0.0011843943609045348,-0.006987024891449271,0.06242750851456534,-0.0907204273548173,0.02871021192341844,-0.019889156199092883,-0.014177184742188735
