,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CXCL8,,0.11465365887634647,0.0309617648172814,-0.020519558974194246,0.04260333470286929,0.11877562788084754,0.04720012334154962,0.02197172544266518,0.056667551803818744,0.02738073404045052,-0.04273064058402901,-0.030263534751169646,0.10155122449835804,0.0071979485947517305,0.03621160858583229,-0.07227614574446575,-0.09754173185243882,-0.03817929589039451,-0.01890277045615285,0.008115529140809322
GRN,-0.07610602966543156,0.002945600158767236,0.05580392391372045,0.025037864032663035,-0.038125187417992014,-0.042039346637732865,0.00839296008290475,0.08219030923899666,0.12184688440177445,-0.01625852701462671,-0.05726618835353644,-0.027263653810211078,-0.006583021780408255,0.03799446797573128,0.06393682762243814,0.030415092708992224,-0.024596699242266432,0.014772947520310213,-0.02235750196784763,0.007227507250568278
MIA,0.06642904133976898,0.07499270611327333,0.03761176666404145,-0.00283802139828147,-0.009098137162185676,0.11076320512737654,-0.032048835396433994,-0.019943483195115904,0.04061122869716191,0.03410436085720434,,-0.02466452286078677,0.017902250773381288,-0.01716907768247314,-0.002449083241778307,0.027019072821517005,0.0501230943851845,-0.019250093463460745,-0.00186243448297084,0.0021216502911673538
COL4A4,0.006643295502866653,0.033858999207277654,-0.018048604818087403,0.0746574041308757,-0.01853845179697129,0.02789936067539065,-0.08438556454144339,-0.0166440628405443,-0.018424910130691505,-0.006944479709979181,,,0.09814474739273886,,-0.039205359101479396,0.010351988828338274,-0.0159778615944254,0.030737584444534102,-0.037923961361912666,0.006823923529278385
TAC1,-0.016229753585339884,-0.0440187654651809,0.05655235823402017,-0.004334025026753383,0.023185760944599208,-0.001734785742741294,-0.062406049347447784,-0.06672776636643103,-0.07735459476811855,-0.11349670329722035,0.0024848954162769252,,-0.04951032952117409,,,,,0.009620395949212471,0.04244414519546812,-0.10248376589709626
RARRES2,-0.03593565132619162,-0.0745443795318496,0.037246149460099624,0.02994328535974612,0.013050816799728335,-0.02309122736816846,0.003699268711487288,0.051468289615756724,0.0915652979407003,-0.03238805781710682,0.03623714729943584,-0.003288925746440078,0.008412622811145144,-0.021116885460715842,-0.023345478302961634,-0.013607202868718894,-0.053422022427097655,-0.0017418672701906162,0.012828026351700524,0.04626732145168385
FGF7,0.03214069428750834,-0.025270372343099375,,-0.024734710171533534,0.06173961742130992,0.006759307372027124,-0.0035916244553308684,-0.016201474232039388,0.06281252176426085,-0.006600504723278158,-0.023779936897533795,-0.02887247549981312,0.004777401383664217,0.022335811765239383,-0.0262321846523717,0.06430693028467213,-0.003117003664168067,0.06201132286622989,0.08353451422196569,-0.040527822629442524
EFNA2,,,,,,,,,,,,,,,,,-0.02218311298565481,,,
HBEGF,0.043481235063408154,-0.028668943860929663,-0.008704468707378628,0.047958136362615804,0.04106150801397792,0.06330038851269275,-0.01965630017637453,0.04267265781348656,0.06521060724848844,0.06761603312519018,-0.014416939393389712,-0.04793625754891568,0.011125385063647937,-0.019500077802877006,0.030161292542116556,-0.0005568189556878067,-0.06091910628262966,0.050549956754705756,-0.049355851310782864,-0.015231053906949019
CSF3,,0.11708235483068827,,,-0.030706488651903757,0.09717447680482523,-0.06792229785176557,,-0.019493200282789242,,,-0.02732245672060496,,,,-0.04321826071224889,-0.06155744649833524,-0.018810742940302928,-0.019910468207749034,0.07495303319202934
PI3,,0.0007216923278547478,0.0007588109369433543,,0.04780329693827244,0.06006537249543626,0.052160383892598576,,0.013665897583456356,,,,,-0.048528095308911404,,-0.02776636935702293,-0.0632720558218734,-0.005345052843350327,-0.03309411108495273,-0.024288523577465217
PCSK1N,0.06259504066756279,-0.09730526266664026,-0.014417524381527321,-0.024395357607204064,0.028952867095600472,-0.04051288568735826,-0.04176573814770839,-0.046108686754166836,-0.02194684851994088,0.010731767633677853,0.018591698005188388,-0.053611495410886924,-0.0884230578151652,-0.06928056084216318,-0.019536848970528185,0.0014464696607654082,0.05322469531373223,0.03256737186706645,0.009697317740350563,-0.1128353950399196
NTS,,,,,,,0.03393316342894536,-0.020318619061116084,0.07094825642163588,0.03709549375845295,-0.021377236659401454,,,,,0.0036715718600011725,-0.027025913629549064,0.0010658036629547375,-0.029484688399990796,
SFRP1,-0.02361470142678727,-0.043584266701707536,0.04520525652798966,0.04857953342444877,,0.022503068273888132,0.0043601616833602586,0.016953741720659745,-0.004887534603490848,-0.011151293740125464,-0.07953498543477373,-0.014459136029252612,0.021091850087192426,0.07430333096022274,-0.07479567964188036,-0.019460715221414463,-0.003817490033393216,0.04044286744554842,0.07726582339233952,-0.03821878533077458
CXCL13,,,,0.07112092682671066,-0.02229654403875937,,-0.025133321528259346,,,,,0.07711175701770986,,,,-0.03319905901188772,-0.05699474100133187,0.034099744816928054,,-0.024848597835487464
MICA,-0.02102123941015489,-0.05494277809416428,0.0176533194611058,0.0014902341313847046,0.01844119381272833,0.04296810326924463,-0.007057468814848433,0.00043099745672036473,0.056927603998227036,0.056129576504368624,0.0779873281298347,0.00528114115749926,0.03902916983800488,0.06528656841686543,-0.03913508686841017,-0.029606123550498804,-0.03541857404346977,-0.014619871377360255,0.01542255558341772,0.041889249539087715
TG,-0.018796038227156895,-0.028017675443924108,-0.003509951018862063,-0.02080534250081898,,0.08238158844550685,0.018733792308936185,-0.02345304265423961,0.18534120058976297,-0.02703922381192284,,0.026721050835977166,0.08849981485829451,0.02268725668457804,-0.00022646999573139754,-0.019639012744683028,0.028094266520689252,-0.015481530496670967,-0.03882921077519346,-0.027383283404685974
ADA,-0.012993698288808402,0.02973722772055514,0.032127899394721285,0.015236768773432231,0.006384772933457649,0.06172797784594847,0.03943225708365131,0.0033617684023657364,0.05126550758082245,0.056882115129601694,0.052659885854958864,-0.052323279995678894,0.009538095315512168,-0.040628048320258854,0.049123271272106944,0.007585359245085409,0.061714566341443476,-0.04345081817180985,0.02691758428805339,0.03147213704762775
LAMC3,0.06854305320556063,-0.07313727576025034,0.037954155070218785,0.03889305821874506,0.015409939369279304,-0.03424878605467748,-0.008325034036201199,0.06584386377410316,0.07972258610986514,0.040178113716426885,-0.019399729365123256,0.007194542966256745,0.03568001505188581,0.09421755934271164,-0.03837071802620293,0.021256669308720683,0.032788210502535,0.0031717772095116877,0.010480615221620351,0.03583829680912044
CCL7,,,0.052544902462192046,,,-0.01926155300164284,0.04654533554803017,,,,,,,,,0.01894130880730959,,,-0.0010408094870790782,0.035339278808794033
NGF,,-0.020249118280807214,-0.03343476211242487,,,0.10271221248442866,-0.02464946996524462,-0.02238049319744322,,,-0.021377250734893438,-0.008244122149163383,,,0.05182704237945843,0.06118037150377278,-0.021884934626580373,0.0028688060939894328,0.02078675763711761,-0.03471809113808971
TNFSF15,,-0.0017966412108228608,,,,0.059183356751908875,-0.024671602381484106,-0.027174825285650087,,,,-0.017399477480203516,,,-0.00503373585492911,-0.021595627156173615,,-0.011681148425318026,0.009049067098869226,-0.033904411519420544
HMGB1,0.056140610934367195,-0.05961277218995751,-0.06881229425287018,0.0028219570924220183,0.023297553754479956,-0.05204835956941586,-0.029142686954710992,0.0926257920264653,0.13766331736491988,-0.059596402960841365,-0.03396029957444661,0.006724598801063433,-0.03581565205961036,-0.06556894410148006,-0.05922734449634983,0.03937463185747845,0.009670535234988785,-0.06428949983790973,-0.007419125035636183,-0.026341376404627696
ITGB3BP,0.031125579086234024,0.06704302770743428,-0.042536944110276954,-0.02493292502127175,0.049711858024716254,0.05238361995056059,-0.010020422558748035,0.05476178306326213,0.09556697550772807,0.024094374877839875,-0.02016734318231482,0.015873714608368016,0.049666384122881164,-0.08173370265255439,-0.022694875013404142,-0.020437726332438365,0.011169542683709977,0.004334226090777265,0.011595647292891588,0.086393657899517
AANAT,,0.06095298955653216,-0.003874298738467892,,,-0.019516108468305426,0.09160694965432739,,-0.017583394178513505,0.022417827426336842,0.007271566148786308,,0.012976016852302208,0.06691301252859987,,0.002507202909178849,-0.029852461879384874,,-0.022075236709600172,-0.01870528030638876
RELN,-0.015582414013741535,-0.034913859093416995,-0.05459253556284385,0.022897490717338324,-0.0345801979456108,0.027862130065539472,0.04078499682828487,-0.015902232778624577,-0.03643656790185131,-0.006831694048279774,-0.037140553957143885,,-0.02913877609316604,,0.0046906920208196435,,,-0.014109561384536024,,0.006993938696518229
IL15,-0.021789193078832696,0.08408121508879317,0.014218923750697535,-0.026505688042858307,,-0.009438935317718116,0.04775862047827483,-0.019336503715435764,0.11231622225932114,-0.042605675241398265,-0.02735491461201173,-0.030374574037515086,-0.010617571417613682,-0.06418938611622729,-0.057192409269571025,0.04168141740083335,0.037039049815495495,-0.0004147668961401487,0.06721791560311756,-0.026886386627237024
UTS2,,,,,,,,,0.056691306122984605,,,,,-0.05477973927689629,,-0.0165490285320187,,,,
BSG,0.03626145339194188,0.018022813027835958,-0.044271946702047454,0.02449169394983577,0.026360985355137676,0.06580125596429892,-0.018348477773780066,0.037089587645207735,0.010653074714580088,0.06755839149810111,-0.006092459110784848,0.017497980010364025,0.0850884704888618,-0.01043433605117102,0.0875558659865695,-0.03709684295603241,-0.08141269304505677,-0.06783004607040197,0.10852390902708896,-0.026205606230659036
ADAMTS3,-0.009233822277895537,-0.010006033632305214,0.036983432368869404,-0.0365564951946749,,0.05584120930846812,-0.04059797580152965,0.06380740055007045,0.1411821172358094,0.008474627891324147,-0.032272279401366094,0.010701774762504144,0.08790638650862874,0.10362332910517504,,-0.005445046088611202,0.04685099138051001,0.05736832931737644,0.07001456673304918,-0.0009949725681886238
CD34,0.03726127660603443,-0.032940360131342175,-0.03468121823608271,0.019428066176148947,0.05241823529125044,-0.015909673788572224,-0.016793625365493718,0.05575876546141257,0.05327820928640655,-0.035043764759976434,0.04281895234058602,-0.01732792163387286,-0.03829050191462078,0.07838406494707428,0.025185030773690248,-0.04242693842858771,0.08134654965276107,-0.050725889760935505,0.018229116397912744,-0.0035200759357190583
CCL23,,,,,,,,,0.094894144809058,,,,,,,,,,,
PLAT,0.06920100039962503,-0.03765459708082815,-0.05901034651920534,0.03270582815234523,0.01639987889030145,-0.08494903452501146,-0.03123471758599131,0.05770386771519141,0.12980996679232862,0.069018574036865,-0.0875207922537964,-0.006636895297173382,-0.008659056680652507,-0.028342431084534537,-0.09079152597394832,-0.01486724622199842,0.0620342783791429,0.09576582360744333,0.008216502908463295,0.00797847028805456
NTF3,,,,,,,,,,,,-0.0013970690893399349,,,,0.03791228837335075,0.08061936766109368,-0.03119309850941684,,
LTA,,,,0.026299311641098052,,-0.0017175559678255631,,,,0.07379924542448181,,,0.03216196300578597,,,,,,-0.015242115558176617,
CKLF,0.07531218137806386,0.010231487906228203,-0.08126045837120098,0.032410965197586045,-0.015402384141096178,-0.05107267342870185,0.03347592722644313,0.07369541805799348,0.13810947188342923,0.012821401209252634,-0.0031806062906361544,-0.04398979326166865,0.0820383665050307,0.09206036301698765,0.011955077385421994,0.02469349118893666,0.07584681176479798,-0.039741992355919915,-0.02165459801776472,0.07663963425984208
APELA,,,,,,,,,,,,-0.032075004222001595,,,,,,,,
CD24,-0.04343191372624982,-0.018338876331659346,0.03326419389697726,0.06988120457079476,0.0043410821136587695,0.026771016592010557,0.06432696188927263,0.022293311423598815,0.1055259805421048,-0.03205174604957622,0.07944217280185653,-0.013382854841736786,0.06868451296405202,-0.0006315486218725164,0.00689982123851474,-0.007540210193102484,0.0759798337188047,0.07981320916836007,0.027993063089490563,0.0009745246023126821
HSP90AA1,-0.02478223465751496,-0.0066040452202880805,0.043057916286646805,-0.005908908411531287,-0.023469218340644065,-0.04813478150153615,0.02177661400081048,-0.1111355673578641,-0.10032141991205298,-0.013480927847159516,0.027171686788112215,-0.007813633988358411,-0.039806744233600505,0.017101128648751244,0.05350727753507221,-0.0347557588267346,-0.08730409336216137,-0.016906493547526567,-0.04499875107964271,-0.08733086616460091
BMP4,0.20405195088943914,-0.0033487401798311146,0.046314397161101334,-0.016219230032120363,0.012503833911184113,0.050668534504229756,-0.015469783712929138,0.12736997037327752,-0.0036801622761577332,0.021697686702062777,0.0010473315020813653,-0.024385114870811134,-0.020800529634410436,-0.042089960977660185,-0.09827059951539222,-0.019090344843215284,0.02443134710258577,0.033165602390541844,0.07947539826681388,-0.02139751639939079
SCGB3A1,,,-0.019473340592482864,,-0.015791019414444624,,0.002791218114586135,0.006179236027472365,,,-0.035377681146504504,0.010028232118811322,-0.01703353897195439,-0.04607058354119562,-0.05372338115555949,0.08527968316269431,-0.0033396097331817786,0.08444463112911246,0.05655871179980112,0.042714022967075944
IGFBP4,0.0010208076348912716,-0.06947155240164758,0.03679385195066523,-0.023849101650205425,0.06403517974539333,-0.05289052172572435,-0.007612036534087074,0.07552761878351899,0.11951178020484157,0.00511828839647218,-0.04003412810327909,-0.05572701384053559,-0.001466275917496745,0.01438224815502055,0.07891538209201959,-0.03545501865183969,-0.049825163418903376,-0.043326232240931246,0.006403747119312537,-0.028664252196215968
RSPO4,,-0.00107129317201427,,-0.011542269929835394,,0.07203742312190588,0.053006846327390944,,,-0.027238135002440194,,,0.008419575394378778,,0.05163212891758249,,,-0.016336770614575277,-0.03918430327931971,-0.02358661753331533
LEFTY2,0.007220334613009364,-0.041433586454898405,-0.020879572804998914,0.06735433161996236,0.053031717011597784,0.016337309245022053,-0.015027974744046551,0.05154106595675662,0.16015487647420848,0.03480932053407099,-0.021377250734893438,0.06034272068169696,-0.007446135258984869,-0.07306722491239066,,0.07322332354690883,-0.02550659435671292,0.043811884515933826,0.055337975796796245,-0.03326950225404436
PF4,,,-0.020200464936298502,-0.013917715359984288,,-0.016805325518712003,,,,,,,,,,,-0.020332358859811002,,-0.029709934918004884,0.08737148718957602
ANGPTL2,0.03225816382984485,0.04132674049937289,-0.03570471249556357,0.019950470800018463,0.05224084923138243,-0.03208182763133351,0.059417813733762266,0.11133855095136465,0.13713689078837624,0.0356784933041136,0.031986261894008126,0.030409006362017123,0.06185904656811725,0.06277931477770306,0.027160773128466414,0.05885683611717632,0.04479864128888208,0.03831857663771595,0.05123715813670292,-0.06204201625080981
LRIG2,0.03633914243032785,-0.004286788944257056,-0.0248376621433027,0.07150732085475818,-0.046038638715299375,0.03447170104025733,-0.01849453422717506,-0.005566477553400313,0.06811456375712582,0.030306445109689748,-0.030241679639008923,0.00697284063859602,0.07040253189241913,-0.031513410466276266,-0.059869983049232904,0.085478394718611,0.049462936547352745,0.024214641396212194,0.059995246369882696,0.03491809428761599
ICOSLG,0.004376487698518104,0.04148782555605662,-3.797198280282228e-05,0.05466271066278239,-0.0036777668737381715,0.03140968334651248,-0.02968928597334702,0.07920965727745974,0.0346323383103422,-0.016430056474074774,0.040899591832942304,-0.033424047620544545,-0.017507580458755747,-0.04058557840043696,0.0022691324693469824,0.0015968358356178622,0.032409046316083906,0.029200864343669607,0.04545282575340943,0.03419213429193599
WIF1,,-0.05756549574593302,0.03476685777735504,,0.1286049396256549,,-0.07891608833858194,-0.018151002421097094,-0.060349894392648984,-0.02101902362756355,0.009807842974247116,,-0.01898736404222715,,,,,-0.015186610696988586,,-0.03390440873705436
NPPC,-0.00482292860419184,0.008286979352477668,0.014737092714908329,,-0.041178166540977224,-0.003814441215382715,0.011174545206208943,0.00840420350362112,0.0952226088169509,-0.04100143658103157,-0.021325610035431493,,0.10700545432694952,-0.057555111249304174,0.04133536346859414,-0.033068810495552256,0.03692138844682803,0.004340498398906755,,0.05022773193504269
LYZ,0.016450514171114386,0.017514233114757402,0.049901595570534654,0.03321681218584031,-0.026974713638301236,-0.030206186903603466,0.04888829131056509,-0.00998681658945988,0.05020394916499972,0.010341336262612565,-0.04144324118805235,-0.011313160701482874,0.06277024323595205,0.059662591274400906,0.01372094955738828,-0.02746705352471943,-0.018171337337737924,0.004149688139540223,0.017781284521423114,-0.03301527472748675
EREG,,,,,-0.028321704166745527,,0.03570341909608843,,,,-0.021990943753452792,-0.02300498560795681,,,,-0.04496441012219941,0.035747703897191827,-0.020347723239557487,0.03342012440503544,-0.02127219212462345
SPTAN1,0.020590781393482187,-0.10058417500978954,-0.06006692452627422,-0.06235261285411079,-0.013558886474620665,-0.074352770011965,-0.10150885939629158,-0.08418188031675684,-0.028868160513891693,-0.03577466119441449,0.02305057903634773,-0.008988329298040344,-0.05237354555440254,-0.06942216288932802,0.06562519277236259,0.05937835441263474,0.06480067634241411,0.09569537125401505,0.06760713295919905,0.019001037302323526
PTH2,,,,,,,,,,,,,,,,,,0.004845252024877749,,
LIPC,0.034635371899045975,-0.04062064205001993,0.05866442060063034,-0.020946905443136873,,0.03056188365682934,-0.02958243323837097,-0.017365933882382417,0.06804262083127133,-0.023511237301887408,-0.02436777396099152,-0.02876477929648535,-0.03834709653054376,-0.041495193387408064,0.05845081025283993,,,,-0.004190670107627449,0.07493701586121221
COL8A1,0.062101759218816104,-0.0024425563816763297,0.017711086800436267,-0.008955677777133788,0.06801908888754502,0.014973802730305033,0.020331900963504217,0.04204635637737068,0.0016627112256732668,-0.009991684052979649,-0.07137380936263894,-0.029905393557895767,0.04034664368009438,-0.10048171431295003,-0.0665778038253367,-0.015841514979457117,0.029014235080930883,-0.02351277534135479,-0.03420163542876037,0.0729307163445042
GSTM2,-0.0004045359985111538,0.01162089790709133,0.07627053928217392,-0.030497309026998036,0.06420288965944237,-0.02546007939147611,-0.026409190847436675,-0.016351617602119863,0.019629576936588185,0.04829012496213631,-0.0349768669702143,-0.000665475112544313,0.03114442245728393,0.023773257554326254,-0.02792286267032202,0.008456091633074305,0.12876514617104715,-0.02412278219918669,-0.0045335502108424875,-0.03301738487720715
IL4,,,,,,,,,,,,,,0.04945630463567789,,,,,,
SPX,-0.04818378220178916,-0.05173490711713786,-0.0031999459905726444,-0.030561744306769806,,-0.0074709194839479125,-0.02577394112889911,-0.04038135887333443,-0.03584935942477941,0.018200542662732,0.06081038289013487,,-0.06101707075729603,,,-0.022334578508120716,-0.009315217028997597,-0.0030506550726987006,0.042054097030465566,0.06953999937794395
MFGE8,-0.025545750226554115,0.07318405994370517,-0.010966133426228252,0.06163896886865626,-0.04752319959291758,0.0033023464327083135,0.025222010754089974,0.03967829360569586,0.029196773366885392,0.017813456584702694,0.10250386630295318,-0.03349522665649429,0.026395880103404833,0.04418793490316244,-0.07878473068606065,-0.026066491785260056,-0.028086542682002034,-0.010332078342167744,0.06255894468456105,0.014109487861328955
TGFA,-0.033154284557445984,0.028314494470662907,0.020884491704134568,0.045874867461964265,0.006806307430109568,0.05463781228874036,-0.04321461062043024,0.005893190537674266,0.058666352375325644,0.056825417054508456,0.07518375227372946,-0.005531086267839947,-0.004872913925216994,0.061846021270662056,0.026622727222775817,0.05323175758815095,0.04460558197242171,0.03920339696779509,0.06300551281444086,-0.014169108133118311
SLIT2,-0.019343848962528026,-0.05012993285921574,-0.011066563072685427,0.01883638875968778,0.08027755777839735,0.0823337447373462,-0.005866891422200743,-0.001213929826129241,-0.051833674923865716,-0.044154453230190335,-0.0027645254693808214,0.004690368614057804,-0.05490928807442224,-0.08665892582522647,0.10904707514874559,0.02575029515581109,-0.04020794731052166,0.05628219777344292,0.03143144297113955,-0.05070981878121697
PLTP,0.01388796361731289,-0.05777977991290453,0.010707216213765774,0.026790638416120633,0.05442774483130558,-0.028906873757927904,-0.028718710207349438,0.0534429961757245,0.08721916096461971,-0.04600098589392885,-0.004667507152771351,-0.016953419498138275,0.0052292228081600115,-0.023195633632386112,-0.03487577354667608,-0.0075870236620128005,-0.0058467674022017685,-0.010846197628213839,0.036773205502215744,-0.005137411027722967
APOD,-0.0782263800031127,-0.03379019061510918,-0.016079843866834365,0.03992326917886225,0.030393507365268944,-0.04448076765454409,-0.0050516307810449,-0.06637493709086435,0.05538821506236206,-0.0442896271557601,0.04713715696479545,-0.05951815476045675,-0.07993350083306366,0.03714498608610644,0.0316712806702742,-0.001903904080297434,0.07528481612816595,0.04653809740282453,-0.07200050513805795,-0.07296030942459437
B2M,0.053927735618893385,-0.09253197314206717,0.057651500425375625,-0.07000206838007993,0.02421315873644821,-0.0340151182537624,0.06859422643956689,0.050439353656046994,0.1517197011560671,-0.04858615272784757,-0.026724080465946258,-0.04570473262242273,0.06345598810052322,0.07022914900141924,-0.010406673381683386,0.025180906931527268,0.014538433831007704,-0.04908959603398704,-0.015448247646907448,-0.04022036929257479
OMG,-0.060097728037302046,-0.05878095865730373,-0.0680638613235477,0.006320866352762354,0.009393671386927415,-0.0478845518250481,-0.047602219832432284,-0.04223011709085144,-0.028847119558060307,-0.022064084018114632,0.053950901780062926,0.01124256485549364,-0.08261942550978932,-0.02955618533950144,0.07699806311178888,0.07118476500036999,0.022269607664245173,0.07112377130964752,0.034209150117081415,-0.02583285289993341
CXCL3,-0.015136509198592487,0.01974618732771399,0.0751732469272853,-0.0042068955722397725,-0.007754453282295795,0.11379438857712985,0.02865021855004422,,-0.02308615602473768,0.02852316581264998,-0.013201520780238963,-0.07194071792571317,0.11951081907570824,-0.08038886960781956,,-0.035266716165114294,-0.10883856389727783,-0.026134476056239857,0.01792039344032413,0.036435110783011496
CXCL10,-0.030607390166782853,-0.05442141322998211,0.06847483266011922,-0.009289458440232266,,0.05649246418895057,0.09889512901693061,-0.012504977814013636,0.11371389598059035,0.015190114524240525,-0.0614300640785167,0.01821844812999002,0.02159332095461957,-0.0042633013094437585,-0.0788392405244719,-0.022874691380597858,0.062147060873216114,-0.02232269369308216,0.04868543054043766,0.06390432582170114
RSPO3,,,-0.02645205891117638,,0.06013507997379702,-0.01951610702628597,-0.016811776917387958,0.002668299193255123,-0.028872865589622907,-0.033944554259835634,0.014441761822703895,,-0.01837097246655438,,,0.022177126676270024,0.03358068849393563,0.002451106874651656,-0.02117312447346245,-0.036962272321759915
CORT,-0.01879604216036301,-0.027733833512731385,-0.04577060391949564,0.0010599151695568044,0.11720175629530899,-0.030820566876795026,0.057824568843551374,0.023166669148033146,-0.018694898095105654,-0.007018168948361923,0.03632447188902086,,0.11748376826242019,,,-0.007162519466980293,-0.0018011076614478927,-0.027170240566816366,,
