,UKF251,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
ANGPT2,-0.023303693132731756,0.0017817674704724872,0.03435286104348944,-0.033558723404209186,-0.09001467604325322,-0.016869255461364953
NRTN,,,,0.06608572592832054,-0.03973135968424115,0.011998975401071034
ADAM17,0.006182576835279496,-0.11129791345788355,-0.08699439418755557,-0.05970485192401015,-0.06136765351334905,0.023014046800279866
LRPAP1,-0.01154567538745288,0.08467852266997129,0.08194522537217415,-0.03744610712858529,-0.0166521499807282,0.04918406149186839
NID1,0.0034781573879380787,-0.0404082916041824,-0.04835967302757238,-0.02585175696022949,-0.10505583904232971,-0.02191611405644288
MST1,0.01946184117318198,0.0283992287863146,0.1201838628419846,-0.05154697717455234,-0.004676705291748564,0.042733252364068365
DCN,-0.009895631461811556,0.14344818180236107,0.035395648759160375,0.00512668262403847,-0.05926111227237759,0.06398163602447904
IGFL2,,,-0.022098569550359427,,,-0.03765619118616053
COL7A1,0.04133940140160179,-0.09507759108472046,-0.02720701794081431,0.03885295099079503,-0.022731615370210498,-0.060660549070447926
CALR,-0.017203024800463085,-0.13725606138193847,-0.05224542957332671,0.0030444774743992042,-0.10791249918177541,0.03940247259247887
PIGA,-0.0029526972744314435,-0.011021336243154316,-0.009874960759936479,0.02044235092204708,0.04805931275712755,0.0725260924207838
CD200,0.014275034625776506,0.09478675094096356,0.10929059292396129,-0.06007959490840896,0.009626432975543121,0.062073065733775794
GRP,0.02588103323686878,,0.0045384911776872915,-0.02568861451079372,0.02403081905551347,
CDH1,-0.010601712569696189,0.04531811843549269,0.07893549665061739,0.025533888506306626,-0.029247268922567002,0.10785989446705903
LPL,0.05953592732244054,0.2635778674187814,0.16381075605793022,-0.025063984022836407,-0.017555635264148748,0.06088613885356163
SEMA5A,-0.013259497468136362,0.16408353182637156,0.06567917811057003,-0.0564681208835747,0.0012008061057982597,0.03268627444228073
SEMA7A,0.027283651374093148,0.03781157910606131,0.019555159914878807,0.0057616348425222055,0.011072032420657641,-0.06676597347961058
SEMA4G,0.0022015951779677002,0.06965120609453186,0.07233828860842348,0.039867123875243306,0.06216975919575435,-0.038825084651070485
SEMA3B,-0.07487814358958444,-0.02604383651356758,-0.04765368369851705,0.020310832341705144,-0.0858338231064129,0.031606124907417016
RPH3A,0.05137992836465281,0.054588504161723284,0.12853420400710794,-0.010820670801049585,0.07692090001781653,0.004978766983044908
JAG2,0.00971380972350393,0.06927490851662368,0.07582802071234004,-0.04227141388447251,0.04561382659057942,0.0153744585391397
CGN,-0.008007497649027152,0.044829564850644564,0.07537320519971397,0.06348532024823536,0.020494175577067016,-0.03458693932459617
GDF15,0.07102484323835011,-0.04228863057707539,-0.08577643011152314,0.018124612919499617,-0.0399705074002077,
SEMA4F,0.017780808289060732,0.04660994546465263,0.07410249158716034,-0.04076793222401125,0.08799226292500127,0.013592086348252173
NXPH1,-0.05171669819122695,0.08654331501450356,0.0600279924703235,0.12026114128184627,-0.016505787570072244,-0.04317913054101186
ARF1,-0.029844781433402717,0.0085862901059776,0.037967281609812484,0.02607428134465495,-0.02085751949701087,-0.04396006099904943
EBI3,-0.015781710589916884,0.08674301743466882,0.07059069214674045,0.013852898316378119,-0.054749617169832274,-0.020090942240794937
TIMP1,-0.02650438170595758,-0.2146937404552858,-0.22436953119165495,-0.013981243775425138,-0.12535554435666268,0.03146118182145528
SEMA3C,-0.008235440205412583,0.05454673539934539,-0.03130850164941292,0.01235266248176114,0.09951856282249126,0.0033310208862346383
GAS6,-0.053246133296736144,-0.0028791595313800355,0.02608380841811546,-0.04084904157675349,-0.030764935206458194,0.022435238479933926
MEPE,,-0.0448260848777471,0.06208778559724731,,0.05587058951578856,0.10250171308261419
SERPINE1,0.00930959454346005,-0.23664879985302928,-0.22092850625778737,0.004852168568121354,-0.0938671413266589,-0.06173834144084275
RSPO2,-0.038675689877171765,0.07783242443366681,0.06933681145961938,0.009324894256841982,0.041559994084116814,-0.015744704795366157
SHBG,0.07057027351239725,-0.04391925521902336,0.003551908324944662,-0.03107929587436534,-0.01602897884834253,
LGALS3BP,-0.018903695451252655,-0.07200566006792904,-0.05513684766760326,-0.0249481432381082,-0.018386056387182218,-0.08339993216725697
LAMB1,0.023947455344589752,-0.12201647654853405,-0.1187699044316663,-0.04598266748954294,-0.10190130474365246,0.18506187046246753
SPTBN2,-0.03242677560551353,0.04521703923219015,0.09093466665053751,-0.02311182511061978,0.040839626752328564,0.15527934299813126
COL1A2,-0.022934983086202256,-0.05842902531236169,-0.08370809329157307,-0.037712572549837925,-0.09971883080721236,0.019537604834420585
DEFB1,-0.026297334887137553,,,,,
WNT11,,-0.00837969956233104,0.055554563788216105,,0.031658221220413924,
LGALS1,0.010410560171212504,-0.288613787419677,-0.20729911399270476,0.00446486213858251,-0.10725396614615437,-0.02146152037518632
BCAN,0.008233937995867342,0.2509826893663525,0.23010725318313022,-0.02533270912493281,0.06441117428027775,-0.04794931870759246
ANOS1,-0.010783789129793513,0.17125919781193805,0.13154208187331798,-0.006863850012264833,0.03662370321505436,-0.024384006426172354
EDA,0.043662291439885606,0.08556627183698047,0.056499993733330985,-0.03414463228157645,0.01690225283268208,-0.045303428059626914
FGF22,-0.03621102269882291,0.006016630710195396,0.09588310175497965,-0.025150955395397717,-0.018287179338770602,-0.006758821330401204
SHANK1,0.07219916908188184,-0.015816506061804892,0.037743122251630734,,0.020869973417512785,
NPVF,,0.01752276509668567,-0.02570496452408301,,,
TGFB1,0.009317042418111102,-0.007390945654829472,0.03859550145961531,-0.08476080502763357,-0.0023389833488021957,-0.004685700549006663
MSTN,-0.03027116251340246,0.12148864217311996,0.008467727847327418,0.03719854546933007,-0.0004178723302286356,0.17512522281007067
WNT4,-0.034381657220760815,0.07681706395487886,0.11179425933326072,0.010356276677700598,-0.031817221514178894,-0.002063252873500564
TNFSF4,0.011507872389647088,0.023052706601209127,0.023022268265511264,-0.02791561924699324,-0.013751068243353912,-0.04107798582965576
NTN1,0.017112510124710014,0.07714920971729418,0.05429087438496065,0.0009874879343210984,0.07094454414730376,0.03367854360538813
CXCL12,-0.0011637659132440318,0.02124633070688513,-0.009993244497779899,-0.02783912589671422,-0.013491037573449126,0.021160060761522125
GNRH1,-0.02629589421511213,-0.010546888073428408,0.015542990126033635,-0.018360805382289763,-0.01661762508412408,
FGF8,,0.08019261446021232,-0.014736780284116404,,-0.005683524656937684,
RIMS1,-0.05580360029770694,0.09922191827823339,0.08759502019090029,0.03599801285961307,0.018126717990461172,0.10539979940798552
FGF14,0.035897214798454306,0.05533875697522752,0.07503422897132826,0.016779110818959605,0.13585710877603266,-0.019749300749665608
IGF1,-0.03775308428373252,0.11423968944116512,0.043982961338282306,-0.0025437290292255597,0.04321161824086239,-0.08050235281260276
TNFSF10,0.06182124139012004,0.06833775804211667,0.11597338830399218,-0.00022298312895262134,0.0006476744475574132,-0.08189013253968913
GDF5,,-0.05421698991536069,0.09978806177077912,0.011873068569343037,0.04802422230421125,
CHAD,,0.07952358301802467,0.057564876243725256,-0.020414591274139346,-0.0038864839113598804,0.03239971645275668
RGMA,0.05982240368684717,0.11197734256912972,0.15159209563801784,-0.08218437314688792,-0.0062419061405587905,0.07185465067205936
WNT16,-0.026697017916584662,,,0.10456227951015319,-0.021661882705746913,
CX3CL1,0.056591788359853575,0.019499145672107986,0.015672347958536816,-0.021772311413041402,0.007261994125759544,0.02882603417417763
FGF1,0.07133341096763725,0.14429339697934554,0.0014960705018219624,0.049221369429793875,0.042024746327769535,-0.05065662615172237
ALOX5AP,0.021861306451228402,-0.1079071052878436,-0.10638736426085327,-0.03788693228670424,-0.04339495071414447,-0.10243633410468501
IL1RN,0.08266969984124402,-0.09202373727765502,-0.033612708204538835,,-0.03898714643345714,
PCSK9,,-0.03867266127543168,0.08021090539516372,,-0.01911765527506427,
FGF23,,,,,,-0.04052465417850851
NPW,,-0.08383797006977305,-0.07175143613168494,-0.01883495475524505,0.009717098624884473,-0.030552710019404232
CXCL9,0.028162446654828425,,,0.13402906762153452,,
ANGPTL4,0.025335223113222217,-0.18441187341573406,-0.22028972291499122,0.011880992136341138,-0.09182402930566158,0.019989797717992027
UCN2,,-0.05338151895079568,0.04582904147006604,,0.0338134763640047,
COL4A3,0.01155902923268019,,-0.003799227049007505,-0.03168106691074444,0.047597685323468336,
NRG3,0.0005314611215489077,-0.029799777050447375,0.17683291299445414,0.015252277710076584,0.02322230571007519,0.05198620460505648
IL23A,0.024566562593402525,0.02172502341828571,0.0419275754962856,,,
COLQ,-0.02873683773462058,0.06502686542814068,0.1396097399070286,-0.02887387099798501,0.0034682482015682596,-0.04375792902360042
SCGB1A1,-0.0021814738366662126,,-0.01003016257896759,,0.009683259498030354,
TNFSF12,0.00737294254611598,0.06662037396416251,-0.006499309548093198,0.05780572315562883,0.056742899289777084,-0.015655281978709874
DKK2,-0.031790987822602555,0.02506739676752972,,,0.0684178646331652,
FYN,0.0006388415106569407,0.20626556481991953,0.19411141501660564,-0.05407290581093875,0.03569115861869229,-0.04090197402081254
ACE,-0.00811965237198446,0.08820521538471997,0.09382116537658436,0.024646022968688747,0.02288601361719689,-0.04052473310444653
IL18,-0.03126182025801971,0.11649686855750693,0.08548386732559661,-0.03653869768577446,0.02106669346508666,-0.015836537190411778
PPBP,,-0.047350938121622096,-0.045891855121171776,-0.021684915994618102,,
CCL27,,0.055431196270847985,0.06706144877596701,-0.02328160508212529,0.0064920135854874585,
SERPING1,0.0018723992619468848,-0.06837931347092362,-0.024509951040270976,-0.06340563353049573,-0.0557491816920252,0.028434477191365416
AZGP1,0.001748157567899774,-0.006746229362688954,-0.05947948158234608,0.029717174293524953,-0.045974495971169045,-0.006825193081003468
INHA,-0.02409546214743808,0.05474941228949456,0.09805166027231348,-0.018834954643605812,0.07199010213341403,-0.02757276586850176
SEMA3G,-0.05679060491298831,,,-0.017376691517534678,-0.027910745218211352,
OXT,,,,,-0.01752533420372822,
COL6A1,0.014278096636258952,-0.18331063544881757,-0.14485754927710862,-0.0460045266481473,-0.11241081351878371,-0.04816178924369115
FGF17,-0.018031213415712236,0.03834340275973627,0.13094502678715253,,0.017313637628359507,-0.029833186183887236
TNFSF8,-0.0008850217938076973,-0.01495634547881122,0.007778195695439348,0.04259189636081346,0.03214675294592922,
FGF20,0.02595600972297761,0.07656369471740157,0.07738094531842,0.01707505403337321,-0.02189280185540459,
ICAM3,-0.029224885943497765,0.051781578909446346,0.07958372922747553,0.05181601242541551,0.06270029208369646,-0.0468080396965448
LAMA4,-0.03344514385826622,-0.02638092856894822,-0.044784098413455826,-0.008758299457496083,-0.06447624599453058,0.10466215948893652
DLL4,0.009643564268175234,0.06398143001159358,0.03166384506931532,0.03653837509456429,-0.03453572174622638,-0.043757819876210614
SEMA3A,-0.02786599971201984,0.10525064287483751,-0.024844075269302796,-0.009364041710401921,0.035551428699716045,-0.05223142875850187
RLN2,-0.01689181643598008,-0.035528683360792526,,-0.010466686689194298,0.037013615021420435,
C5,-0.0014271144661694166,0.05945069296014183,0.037400218531848724,-0.047839773035812265,-0.04640495749071548,-0.057743666280680075
COMP,,,,-0.020195850101864556,,
C1QA,0.026100922772868396,-0.004108262971827477,-0.03198091078166947,0.011714053484968245,-0.11561062258371903,-0.08609858941408734
UTS2B,-0.020984467366486216,,,,,
COL9A3,-0.034864131178337726,0.04785708502964717,0.11033961276184591,-0.06436715056912903,0.01862653694208511,-0.03422391547831501
HGF,-0.011782417427739765,0.046456889287537245,-0.0006399274328649287,-0.016052190998218394,-0.001984336496177133,0.2600086051404095
P4HB,-0.0016182276258292039,-0.24002437457927694,-0.20446792445553028,-0.06730985913862593,-0.09490410786584291,0.04079135872454827
ADCYAP1,-0.03990889520125916,0.056862493777191526,0.022430081174011893,-0.0034292636750720465,0.08474899671820732,-0.016373937197789633
GREM1,0.04748333290757141,-0.013592110816451947,0.012683581375011832,0.017547970422775342,0.051351221898896265,-0.05329279680284167
EGF,0.038042952136103626,-0.0434396750806113,-0.025876089370166774,-0.009055037517764557,0.014730543751715121,-0.039964942724295745
VEGFB,-0.027793687975074366,-0.08140740176185932,-0.06464968428606103,-0.054128635664295384,-0.06903417325257252,0.08134254539466522
FARP2,0.0323005934393415,0.06505252266783428,0.05904383399983145,-0.08127566291485974,0.038595722198435545,-0.013506725441654672
IHH,,-0.0061040549163165255,0.012235302299716642,,-0.0206584613157467,
LAMA2,-0.054683239842539755,0.0449487225197,0.06234988209537402,-0.0067508655900323355,-0.030525762652364015,-0.03602448270050529
SERPINC1,,,0.062188673165941344,,-0.009619768689678771,
NRG1,-0.0024022610930988383,-0.06879079973495528,-0.005110476655660749,,-0.0317441858345253,
SPINK1,,-0.06980394989461287,-0.10107287775595775,,-5.28156429295931e-05,
EFEMP2,-0.05445126391330619,-0.10836871298889332,-0.11066065467554206,-0.00872370520493252,-0.06529920737349844,-0.027672805278126773
SELPLG,-0.010063192832606333,0.12183306048811582,0.06804170057157223,0.024663902595539376,0.004540511262263811,0.004520333299434801
GDF6,,-0.017375929719860985,0.008420319338789544,,-0.014812638419840358,
HLA-E,0.025463170930033266,-0.0807955276747847,-0.11842432128140055,0.028959611011597657,-0.10214023339956392,0.05704254018582585
PTN,-0.021704898786813937,0.028127606449022773,-0.022931512641994327,-0.05056208501833893,-0.009475044876978653,-0.009434981279232717
CD274,-0.030313335679205144,-0.032571775099175804,-0.00596937815272126,-0.021242863342718857,-0.013502908830460207,
CD14,-0.08572865873318376,0.0016900535070346558,0.005819887876266538,-0.06607338429715766,-0.0664781520112125,0.010343801130150656
SFTPD,0.05744572990797255,0.08399338812194018,0.017953989904409152,0.054258299139727614,-0.028493272732214598,0.025268377378684315
SLIT1,0.041167992613874896,0.00018617385287162685,0.09379394534839985,-0.008319193291411432,-0.014606784870291982,0.020560344997211655
CNTF,,,,-0.017376698374487163,-0.027056873840682793,-0.038825243817922996
BST1,-0.007302137656243705,0.043334770234626445,0.0785521077270404,-0.043276400863328464,-0.030404482921058514,-0.03996495143494574
AGTRAP,0.006688211694852157,-0.01224319295370996,-0.00830426003651547,-0.01291406396848659,-0.0017991628894455042,-0.12339504944362956
LAMC1,-0.011586593434998307,-0.10148963317550036,-0.11036339158160426,-0.04954255864328866,-0.08374705913766911,0.10900022102846749
COL6A3,0.008339965024852704,-0.08454784726647105,-0.10700351616670566,-0.04855917839263061,-0.09580388074671048,0.006458228920047457
FN1,0.06341611355969806,-0.17880674665391683,-0.1478986347330699,-0.0470508983935881,-0.13728598449332544,-0.08034199445182699
MIF,-0.05682728463772866,-0.13415514566038358,-0.07326005842285273,0.007892081755533895,0.08891512309840184,0.08663456804355221
JAG1,-0.0001126081283124287,-0.04380600862549816,0.021470747037948667,-0.00029848298777237033,0.027051357820674894,-0.08869342407520095
NID2,-0.04234029456024527,-0.01756848737572573,0.011014768392242429,0.03531264212934395,-0.06694701319314106,-0.01628949385478251
EFNB1,-0.014468530206119561,-0.038753003575756284,-0.004948638344939452,0.05858107360088743,0.055343950459652784,-0.04182218799079057
COL4A2,-0.048389222277212596,0.01897876497031886,-0.039857123854442206,-0.04921222899808489,-0.08462454371705785,0.03111770633031411
SPP1,0.00522956587030625,-0.2085680391603798,-0.14925979479756593,-0.05994380367068647,-0.020030127862032683,-0.07178752375540057
PODXL2,-0.06242245207847667,0.06862514492406853,0.13516385474601342,0.027487276653451694,0.13934557028801622,0.04807469395524395
FGF9,-0.022781712975481535,0.122587396843937,0.05799253173073771,,0.052908416095126476,0.1073898539322885
ITIH2,,0.18690764136618812,0.059259702704454915,-0.010038472001973619,-0.037364826131801775,
ADAM10,0.006729576810824136,-0.06046293647978427,0.035642864204828754,0.008093006309611435,-0.0214327961925501,-0.08823935374071552
CFH,0.013803835103937175,0.10074030793001601,0.07422141376611688,0.02963465426898057,-0.03813472877800887,0.019132777750717613
COL4A5,-0.014727692425192283,0.11722268931573313,0.09086203606625118,-0.04134896545525722,0.007587173906334888,0.08857162845562719
LTBP3,-0.01795385398748064,-0.08172360723951759,-0.06576611742993625,-0.06852958792213176,-0.07265327465343077,0.006535081421644068
GNB3,0.029771458386958122,0.006888370748152658,0.07592073290721026,0.03727903650332507,-0.01210233895006232,
COL6A2,0.004599425814045048,-0.15022075713848285,-0.16854999858451492,-0.027085932635672036,-0.13766921252927633,-0.02847937126169205
GDF9,0.03263158341794402,0.055169139460646235,0.07036861835148733,-0.025510473578179236,0.08607102917410406,-0.04107807947984594
NCAM1,-0.018836078654419462,0.1464739937647095,0.05466701438439074,-0.04632153766559247,0.05946303494197394,-0.06949938986977147
APOC2,-0.015443948178955993,0.04305789685574746,0.07128359447227778,2.641217293048227e-05,0.047902658726827564,-0.026803937470613506
BST2,0.03122310459705127,0.05072930605847266,0.03950317296346013,-0.010017127465254171,-0.018253962351292907,0.02259687499749041
COL5A1,0.01961342229934777,-0.16775780668800558,-0.1399218258142791,-0.023929421049710693,-0.12289415568829,-0.03194775635288616
CALM3,-0.030100296750682192,0.22297568804844012,0.180140608654152,0.05011081074876161,0.1252785312006874,0.014391443943526223
THBS2,-0.025057044030461828,0.009015234598847215,-0.02255833363762763,0.012146876230907577,-0.05170648330776199,-0.051112893170589924
SERPINE2,-0.012834514567964035,-0.047242886269272144,-0.053417849492237685,-0.03974861233170828,-0.09149432620930972,-0.007268572982435852
EFNB2,0.06364713831463625,-0.017599365549121223,-0.002821130957743964,-0.0076612776227329635,0.04950895404213282,0.04566636861153515
PROK1,-0.024089853501344943,0.002738424601872795,0.02997745341811036,-0.017376681412566864,0.011129949933200087,
MMP9,-0.0023844529502458473,-0.11745044962055959,-0.0847379270819379,0.06001452079510647,-0.03813205146064855,
NPPA,0.007538374677668485,0.08208576063382246,0.05759459801064198,0.056945413697345425,0.051176097841389975,
APOB,0.025292981629684488,,,-0.01906796393647841,,
C4B,0.012463330294421648,,,-0.01929835087073054,0.011650464970235133,
NTNG2,-0.013592283081135243,-0.06909393521706031,0.02985651393307605,-0.014591152651128477,0.07070379573243614,-0.05124786210215897
LAMA1,-0.02692997144041446,-0.002438249836943945,0.01771415382789341,0.06547882532837444,-0.08120222632616753,0.08294919606469325
UCN,0.14694206169141893,0.011237185752716131,0.10553176399633649,-0.03727714067776283,0.029865809103464657,0.030216039025394985
ARTN,,0.08570006993129665,-0.022661922574145385,0.02039686153466784,-0.010271643655530958,
PDGFD,-0.03138806802195234,0.11468504916969927,0.07273809065327762,-0.014886519858607455,0.013807487036786944,0.0177234986418888
EDN1,-0.02449045820464152,0.1187741669896168,0.04371413822621331,0.051032516241210635,-0.010460618418398935,-0.03071807757411628
ARPC5,0.03052661031656586,-0.056723198679143536,-0.01472932400831475,0.050265621744697696,-0.01897072193886924,0.03614581833855369
GSTO1,0.029728976819766263,-0.04365128661775334,-0.0538747407572956,-0.056954803554961436,-0.082657175443984,0.026415286958355055
PROK2,,-0.03087165495949393,-0.03123901618988837,,,
SYK,-0.004769138555367813,0.0031480779386264678,0.028943450193347996,-0.013910518422245076,0.016401347106970814,-0.0425675543377352
ST6GAL1,0.02896498164851192,0.19927182512576402,0.12644998839989588,0.01881565011755556,0.04891672226985065,0.0017846996061523842
WNT3,0.0619603719083227,-0.013074611812472377,0.015212658191904775,-0.020046801976211875,0.0033901003387119817,-0.056030545244832364
HSP90B1,0.038722927259564395,-0.24039435130169942,-0.1997742429523564,-0.019453721222111992,-0.07533379311893841,-0.08471499154488252
ZP3,0.02830347338037196,-0.010031285845414215,-0.04330825364676213,-0.028408551776948482,0.014268829244047265,0.005024490727068311
ANGPT4,0.008206960015247827,,,-0.024044581508050368,,
NRG2,-0.025241159679373137,0.003120032431948111,0.02205013653069757,-0.03545255098434374,0.03534278964705756,0.09825298591378023
MELTF,0.07522039809306182,0.01626027372578,0.0009935394933374368,-0.08153526471091946,-0.033770676801476045,0.03313486449540582
NLGN1,0.01781895550447274,0.0755459299156565,0.1167146031869022,-0.034314979306743244,0.08646164326715162,-0.05616143481034529
SLIT3,-0.009511772935722121,0.06229372427196109,0.03931659702735403,-0.024418209491516355,-0.030589612422958778,0.009219361387505003
CCL8,-0.024636541944176932,0.007503100663964519,0.06613076746680388,,-0.013193707535210548,-0.04779004849667888
S100A4,-0.006808819609767409,-0.07944207091869052,-0.024119858645132563,0.027270471962891726,-0.04467483841183009,-0.06147665435906521
TNFSF13B,-0.04791943258292585,0.07051718672759466,0.043285118087607946,-0.08347934014360535,-0.031163957940576036,-0.05376676571289864
HSPG2,-0.00306951536071461,-0.03042279455134304,-0.054207872554781544,-0.02742905996653593,-0.04539119526307637,0.09534766114392929
FAM3C,-0.011126688510062191,0.029211558944825338,0.06428245515164072,-0.07200472620023003,0.0193546413727117,0.10610903694354937
FLT3LG,0.05670833415480238,-0.003816505218452346,0.026656550619506766,-0.0348745794618795,-0.04201562237394082,
A2M,-0.04581288290486431,-0.08233538022191397,-0.060195178965792746,-0.03485791409701997,-0.04185293178946762,0.014435140561766691
VCL,-0.001973720732956271,-0.11257847749601561,-0.11378382126475226,-0.025714076969794258,-0.04599594025291607,-0.0030707662334797004
FGF2,0.029081650987697407,-0.009341227688928117,-0.0024213884569223103,-0.04551877854521763,0.03424879023620254,-0.025524271123959268
AGRP,,0.01333154137718249,-0.019142671182666535,,-0.005036426878207516,
CNTN3,-0.0031542054701471115,0.14518413207133188,0.144468662529862,-0.027246810139774476,0.05396346691660869,0.08850191786236829
RNASE2,0.0007730275547647443,-0.0009666712338218741,0.031008513387217707,-0.023884963668245537,0.030942782633178696,0.1136117868431399
ADM2,-0.011100328963090855,,,,-0.040163764642133226,
GAL,0.01106828593411737,-0.07932224159509745,-0.0020135211863755915,,0.010962019985554756,
CXCL6,,-0.05933024427914939,-0.06673731334796894,,-0.06870261487409349,
PDGFC,0.04103843034657858,0.06380036784891567,0.0891242324909977,-0.054614830727275736,-0.015509318920243178,-0.002218707728991254
COL8A2,0.05746476212715799,0.03364540697972862,0.0652209490257448,-0.027413976743314732,0.04605783857894597,-0.03705989943006939
SPON2,0.04934645208416696,0.015004481408724017,-0.030133150395483997,-0.041701074544769484,-0.0014694773565564433,
LCN2,,0.029865838272263273,-0.053004288137750544,,,
SEMA3D,0.01243860144499496,,,-0.024652539235480646,,-0.05900572964372104
BMP6,0.010512317889136829,0.0935814878504568,0.0012869437062774636,0.021029618419141586,0.020515018918845787,
TIMP2,0.00584213443861073,-0.11251075713796452,-0.13261918043298676,-0.0017107973595312902,-0.07175146348192414,0.02297778556659309
EFNA1,0.008814718686068911,0.07480761787387084,0.00673938805386363,0.022264460139621516,-0.048135239969956306,0.05856467351250583
S100A12,,-0.02671981261644333,,-0.018599275922917213,,0.11300564631875262
TFPI,0.06426288206056455,0.01660890442948968,-0.0007092610214883842,0.011356202592763683,-0.02272534368644584,0.0015906142595787267
GPC3,-0.001744481210710149,0.06038896477817128,0.08603811888327666,-0.03997863017452032,0.008810488543266083,
NMU,,0.03881373724689529,0.12059875084028299,,0.016829603252877818,
SCGB3A2,,-0.02400453889220993,-0.0192259622703621,,0.025500734644355746,
LAMB3,0.0005978262722232754,0.002958523747547114,0.07283973413866916,0.027262724381790292,-0.05040811701027216,0.07698061712079755
LGALS9,0.024037661467747898,0.0395209969783827,0.04985054067200697,-0.03729193903465133,-0.03127168976614979,0.09300329220893698
VIM,-0.015061655553165342,-0.24815976918724023,-0.222438254143364,-0.07464367621459307,-0.08049765393862163,-0.03478961852828103
PLAU,0.019563399142491077,-0.03900860174735167,0.00190602426347595,-0.03366960471064502,-0.033977808502040026,-0.045809300545744086
TGFB3,-0.0027618187830879227,0.0877642282850899,0.0637330668752244,-0.014420889629838403,-0.011558949989974436,-0.053724895879772964
APLN,-0.02220558937822417,0.0018806749267374838,-0.08258140581826394,-0.03661288377993544,0.011994511465845294,0.01362882908091588
SHANK2,-0.021413981823212754,0.07932945160768437,0.19149438699365934,-0.018119424233523904,0.06761571197459107,-0.018558101633684272
LTF,,-0.08502960039372989,-0.004117862545569759,-0.07407599893491375,0.03985885366253424,-0.06505009411736891
PYY,,-0.051766727130444494,0.001850247009292723,,,
PENK,-0.04995693549567022,,,-0.021269101919786395,0.06615231916181866,-0.02983317868520089
CTF1,0.08422846684296985,-0.016873974462997966,0.06588493861295579,0.027145358569104685,-0.04953869057894023,-0.05942231981098447
COL3A1,0.018442765533867585,-0.05443547279307204,-0.08163311182131132,-0.010728605936345092,-0.09992445640720315,-0.03824435840848555
S100A10,0.07300659329221229,-0.2229890347684748,-0.18397159655494713,-0.008270799716726515,-0.07584557968753375,0.00345029612495968
FGF13,-0.07476158363377794,0.028614646834680863,0.15620103403263969,-0.016864633383633757,-0.013231093159238457,-0.009260684813644334
SEMA4A,-0.03650942044081678,0.04891378859994494,0.11843933479863779,-0.03940409169275115,0.0031412598432937777,0.011652226329231189
EFNA4,-0.039514250062246126,-0.012121792005580091,-0.005910304753360395,-0.01537166439413534,0.010558637843093065,-0.021222942956916686
HSPA8,0.0009814830745345179,0.07477605073742144,0.09457895783419315,0.015817684596983253,0.07303027682786294,0.06985876723278162
NPB,0.03170247885439932,0.035333701983292755,0.0020219475203290095,0.0729101880072031,0.111051281741196,-0.0994656464641059
ULBP1,0.017439005596838312,0.02669982051053406,-0.004382996655509613,,-0.06068385908626416,
SEMA3E,0.033722902214058215,0.13845813752358085,0.07756530192265437,-0.028530863567435973,0.08212008522745222,0.09631617016294997
FGF3,,0.09953077314893723,0.09607863394812342,,0.05599676934990477,
ADAM9,0.010383087081391027,-0.11172153800514106,-0.04351069800546867,-0.05320599958530716,-0.0859491990461061,0.04782837596724554
ASIP,,0.06446623697331473,0.1061533764967685,-0.051056672380267544,0.05436298787125956,
IBSP,,-0.1559126318749889,-0.013149078679334864,-0.021890175886515435,-0.011563920695421847,
MMP12,,,,,0.051906724843077866,
FAT4,-0.012214662499385364,0.04775923043906377,0.09913549450070032,0.07251393117081498,0.0926609824576602,0.1057223112575285
MDK,0.010412108016593724,0.027423858727479874,0.0674897279254961,0.0050226520299149,0.056701985477935285,0.02823086446176599
BMP5,,0.021230292621346552,0.11935841934703824,,0.03191608993646116,
CAMP,-0.026697024666219434,-0.0259265177333077,0.03938826447394653,,-0.04740042655600289,
HSPA1A,0.02585532803195404,-0.12480264672234781,-0.11371763985344831,-0.0012388805168441128,-0.04273970346915604,0.12434476645712164
SEMA3F,0.0485730332886884,0.07553819099999731,0.09420968467730992,0.05868541171671974,-0.07568894235523427,
ARF6,0.03793592418142488,-0.06733512291710042,-0.0801922829938898,-0.007377633079296199,0.015792711451027595,-0.08852729333874959
IL6,-0.035307327334456844,0.04170865886959098,0.07130904344810647,,-0.052332248213103914,
CALM1,-0.05713380301913022,0.09711256918545311,0.10557596789978277,0.024031027788576968,0.08614846216036597,0.02045386551012809
VIP,0.010773180902183209,,,,,0.10368195930061078
NMB,0.011926253481737628,0.16835420907876264,0.15716699707407564,0.02393732990719518,0.14128542605645078,0.03607561350454399
CCL26,0.010619721360018876,-0.04141953853471713,-0.03248633672235045,-0.020414587851632974,-0.03326924083488695,
FBLN1,-0.05694480186530158,0.015542033739831746,-0.04000955146317751,-0.027516178957387987,-0.05093701009055954,-0.02499496716207135
SAA1,,-0.20913616869877197,-0.1166721898427578,0.041255698806846396,-0.06496453108860173,
MICB,0.02372972628125911,-0.02058877609356154,-0.004437608471595199,-0.0332913444342356,-0.015760854707167652,-0.005923402540350355
F13A1,-0.013763019259056842,-0.12032019088795726,-0.10213653158203281,-0.03760662034469465,-0.11579170237789052,-0.031257149765662434
CXCL11,-0.006042140308193673,,,,,
COL5A2,-0.004477525360003911,-0.00820809068619636,-0.08653749752097131,-0.04493424225080906,-0.0029179977688322278,0.024693154965595408
