,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.017866935117474968,,,,,,,,,,0.03675866092159947,,,0.01894900523560985,,
BMP1,-0.07922212042032932,0.046272949133821295,-0.15082978425364818,-0.03467259959562937,0.031033809449832,-0.06641060732559263,-0.0862654901930252,-0.1601136902824099,-0.08654002813775541,0.009666974616231309,-0.13055158439642478,-0.21790895081431697,0.08996485108921808,-0.024924102094647238,0.05962926343430076,0.021961775843346253,-0.025287607930942924,-0.040841616809120324,-0.15405163595769664,0.038448511556944384,-0.03277738046816019,-0.08650271253587592,0.058755075977303846
NDP,-0.028697864800797418,-0.0014061249867479983,0.02811775140596532,0.018536844364265236,0.12749261630552516,0.09835590996825469,0.03673618821494373,-0.07076834648776459,0.05528231792009452,0.010025183361709017,0.02636217463326478,-0.06601118360824779,-0.03719635769748572,0.0668278021399199,0.07517302397790607,0.010119158479311866,0.04168247809614934,-0.05044059084749133,0.1946959819015447,0.015387507118400024,0.13841701135270096,0.2551740680472319,0.09815436073671258
TNFSF18,0.022649213796464118,-0.02398403662074317,-0.02406654312683873,0.019795914283244596,,,-0.004301904538648971,0.0100125445012445,-0.04279976032579991,,,,-0.024124900828399992,0.02583618928004994,,,,-0.009947343899798334,,-0.009164227216369936,-0.004426252820961111,-0.02386209865061217,
IL36G,,,,,,,,,,,,-0.0543587876535631,,,,,,,,,,,
RTN4,0.05383811921232525,0.23133117332459588,0.0008668414427857962,0.07118485495499864,0.10788119187488744,0.13253145609976902,0.1900490769227234,0.18115288493703588,0.09943367154940035,-0.0021696511943665206,0.26553095044893416,0.31369595562257746,0.009806186650139924,0.023366600359770593,0.025796988925742104,0.028470933590929608,0.010238184016110334,0.10649768156590883,-0.060880287018620846,0.023276783178512818,-0.012623591534804227,0.10468441057337896,0.00985813789620281
HEBP1,0.027039252753858947,-0.11289505446974107,-0.10296634242534945,-0.011319285555263042,-0.008691082188734595,-0.03167475795772204,-0.022918111941833023,-0.08520667697083253,0.0775015081305844,0.05079924380872434,-0.09869225509560166,-0.03527358090506088,-0.036118038869346086,0.024406178586822154,0.020251494929823637,0.028537011354208826,0.021106393574660518,0.01139729338553723,-0.013502583088752558,0.021801569677826798,0.12433494259094745,-0.00814835148446186,0.08891167830068296
WNT7B,-0.010448411201431754,0.35016852891259015,0.01082001035619837,-0.0009848452536664828,-0.03851513451773248,0.12300507956535699,0.06142009852189929,0.16528543958813308,-0.06926614114360022,-0.03321337313723724,,0.09686519156420695,-0.026559161091235114,,-0.0029871850523305998,-0.0444506012142868,0.02986967873909036,0.016394664886935403,-0.010002828324690185,0.02330372513625007,0.02239917555726441,0.2042504214457411,-0.015329473331065638
PTMA,0.02695138574747263,-0.10370912976837118,0.04914369465842687,0.05296196272256558,-0.053423453461220086,-0.15626116544268848,-0.23543083374763943,0.04341036242746018,0.07054796914470089,-0.03258923353771951,-0.33495020718485624,-0.35311134389777477,0.04039066537358242,0.017953317825992333,-0.07779462075475328,-0.07168931381268981,-0.04278447695520981,0.05309088923779427,-0.19907880216507814,0.09764507630725835,-0.16624062195288078,-0.15111782167386223,0.0382355178439871
FASLG,-0.06910849925680163,,,,,,,,,,,,,,,,,,,,0.0004309172468029827,,
