,UKF269,UKF275,UKF334,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
LAMC3,-0.047582529272864556,-0.030682529533287532,-0.06259857077025986,0.01400849847219561,0.07331571750042831,0.042877628185770074,0.009643260083814092
CCL7,,,,-0.028633723211049417,,-0.018946211684136613,-0.014262743519281407
NGF,,,,-0.006496135973432698,0.13263977682701714,0.06487646546291068,-0.005108398766600193
TNFSF15,,,,0.08436584214251225,-0.014126378584225606,-0.02371441905527733,0.025041188586062354
HMGB1,-0.14561809528259198,-0.007555730708688307,0.0157816731484405,0.0037884325117472028,0.04049121167405656,-0.03535178506722552,-0.055565886653780684
ITGB3BP,-0.11719417538912676,0.05523210877324389,0.14404381699867022,-0.05079176592274574,0.006321374100368186,-0.02233313035893334,0.09039290879534113
AANAT,-0.025479886863809788,-0.011499633059541768,-0.00532740854211568,0.04204737682263781,,-0.02004588206011233,-0.018983008272571215
RELN,0.11900715508659852,-0.025318479903249216,-0.005125149900142817,,0.02641420663035995,,0.043974983783415945
IL15,-0.010572605569259081,-0.005288005545009065,-0.008434115383086959,0.02675988320037352,0.09877421009769338,0.022752926602822354,0.05855851955397363
UTS2,-0.07435901660785776,,,-0.021391394728855005,,,
BSG,0.12736780307059942,0.03562881394273032,0.1381510858465369,-0.030811254760757138,0.05234599748137467,-0.03717250450599397,0.015117927214420854
ADAMTS3,-0.1395336428993272,0.03113694247417548,0.07169399354790183,-0.0066354264128638376,-0.029140953308751508,0.02101452804110309,-0.0022216501465620966
CD34,-0.0360866580771167,0.02493262225486269,-0.05766454603790715,0.0033419965102615048,0.04269502170935047,0.07555605932944742,0.05244825720877676
CCL23,-0.028992066585192357,,,,,,
PLAT,-0.09410983030603316,0.008591031542611855,-0.027252741270014383,0.00033323972779040757,0.00028847485316722,-0.025555989068936965,0.007895344080266875
NTF3,,,,-0.05076365759373916,0.016665401403626625,,
LTA,,-0.011075345085531447,0.04300097597126458,,,-0.026978736265980803,
CKLF,-0.15928651571357547,-0.06483309869638372,0.07497222006311852,0.05006701527788193,0.05329578943742974,-0.02516220764337296,0.05999397339902972
CD24,-0.06433364994778071,-0.05374762600015598,0.11258549558685173,0.007568171210585864,-0.07524856869528818,0.011712418277594163,-0.037933208617729385
HSP90AA1,0.12304475392527066,-0.09375222217518868,-0.09472334468725246,-0.10114282103840987,0.021367265115129794,-0.09238783547963732,-0.08613211815721761
BMP4,-0.0008525853762975022,-0.031767305959972854,0.003976279827940306,0.03579490612289306,0.017472516106179215,-0.017580172882003562,0.024961043905822683
SCGB3A1,,,-0.0324467667846435,-0.0021372905776470635,0.1225074223533768,0.016384295620207674,0.016113081719551215
IGFBP4,-0.0850970111810076,-0.025610526713850355,0.04215904429905091,-0.025499629654996477,0.12380401800009315,0.06447249426391521,-0.01620357383457289
RSPO4,,-0.01288130058431987,-0.03212647732379721,,-0.0197565682878359,0.08786576754371608,-0.02393682149761592
LEFTY2,-0.0706729818513391,-0.03172214355886539,-0.003119326294516267,0.04540352110707705,-0.02686762763700667,0.04529322993998978,0.07571132869756433
PF4,,,,,,-0.026978730022901118,-0.0187510667366814
ANGPTL2,-0.11910707152458369,0.0334889817544305,0.12014985363451233,0.026403826776134,0.007284408496436058,0.05221327142797885,-0.022952435438913017
LRIG2,-0.036418193026869286,0.006678842794508244,0.06987050834571926,0.0238351777484271,0.005293171391173737,0.04493128636159733,0.024778818343952094
ICOSLG,-0.04910338047226266,-0.036378572160174885,0.08281831829357356,0.03237896694511073,0.03324528226733397,0.011131240369264972,-0.009825228469437286
WIF1,0.1975691119648133,-0.009940194558522877,0.029697920069061433,,-0.01836564388240536,,-0.01978410895032309
NPPC,-0.02530388674507528,-0.019390161218522495,0.2014826848311324,0.03020069040241506,-0.0004209672222655785,,-0.045063144624227634
LYZ,-0.08886909856366847,0.005881196244300825,0.028524682568016185,-0.03613046634894271,-0.04831468156927892,0.047662924735829386,-0.0787986931254017
EREG,,,,0.07578638797125611,-0.024607138899633393,-0.01880070807838525,-0.02158803249473521
SPTAN1,0.042272739742282274,-0.027599672118685244,-0.039462986372721914,0.03234744551609806,-0.06462195947781303,-0.03917760030343943,-0.01738620750897359
PTH2,,,,,0.067323400376897,,
LIPC,-0.03501931304918461,0.02205034102326437,0.044620566330039774,,,0.015697943664867244,-0.029241166156394778
COL8A1,-0.03871813316167353,0.023648790094107065,0.11497234664834656,0.07887212323194064,0.03103221579427345,0.026703725546323373,0.05436041202148866
GSTM2,-0.04611001129805798,-0.030625845058898874,0.10171751741059218,0.01242948602173995,-0.04194397880221141,0.08614943481808315,0.021085693358433785
SPX,0.01011666918837622,-0.03463045548716534,-0.1195060443887121,0.0004995607445020818,-0.04861983869807944,0.018111915479645475,0.06720608135302522
MFGE8,-0.06558383755166916,0.015905891876696,0.08930488021762595,0.006612911229452858,0.04864947947178307,0.03354786760167374,-0.03716276089094623
TGFA,-0.0885484469440581,0.030854418158450587,0.06752943060538609,-0.007506186533815351,-0.03247335350688531,0.012949316423811573,0.0338627573301983
SLIT2,0.15872108775455226,-0.0247368251611874,-0.050042211326527336,0.07671679947325327,0.048060142710735526,-0.021311522886063056,-0.024924870095946846
PLTP,-0.12301436402211095,-0.03267697517577758,-0.01858858323331954,-0.06724516751193872,0.11200067911097653,0.012067669878389885,-0.03990835722299688
APOD,-0.2055762615460376,-0.04534708485930586,-0.10504445245612648,0.04730546305647528,0.06406647506629883,-0.07581467288382718,-0.012730430875057748
B2M,-0.13406635542317763,0.029732439572166813,0.028434792414657996,0.024905205233924966,0.10300384174085199,0.06422221841287966,-0.08692446168225171
OMG,-0.054003467697484715,-0.06785586101255027,-0.14291737988265799,0.04726480146085632,-0.04777492650469991,-0.011727027930044692,-0.08015284738317212
CXCL3,0.0017596439035924766,0.015151779109154296,-0.012756615136368775,-0.06047150694038622,0.04590648844288566,-0.029068657331580053,0.0014749312132897848
CXCL10,-0.0848281100831999,6.257761498991539e-05,0.0025918652506644554,-0.02956799256683722,0.0008101982145274787,0.03373610146605762,-0.008600618069555322
RSPO3,0.053575936720357174,0.08232732699315187,-0.03499441074522661,0.0062508416405160005,-0.0017905521914078426,-0.01922670010847615,-0.04851717417225701
CORT,0.1568781953204606,-0.037271427908998664,-0.03135707157745099,-0.03265002201051707,-0.032857822749639685,,
NCAN,-0.1276028912879059,0.03957465051113506,0.024526257341236705,0.05280733395281574,-0.0885648081483756,-0.025123688256792016,-0.01910828278990493
PRG4,-0.036244222893065454,-0.016461790778581637,0.05221893567814896,0.028021708453635538,0.13533642733099074,0.047031797319612476,0.051798159563674014
ZG16B,0.0030171545201497394,-0.0088003670734706,,,,-0.023973625860088367,-0.015996583032262694
TGM2,-0.012709949057679077,-0.013586605758612494,-0.02452464754527862,0.05374073239606457,0.0693518021206733,0.0040778214791698415,-0.05318280261340411
VEGFC,-0.04778573226257166,0.02242741976939965,-0.041754623931601266,-0.0007521310331342697,0.04849023174831723,0.04911745251251591,0.018938581098004167
WNT6,-0.0011301030653107843,0.037246355952581675,-0.01575204017696439,-0.0013427159686940006,0.09027472531162972,-0.00026718881208820253,-0.016529269593549917
NRG4,-0.00874743978382702,-0.00014130745583540091,-0.019574254581904784,,0.03018283347083682,-0.019226702263330515,-0.024857486227033022
PMCH,,-0.012881299962657985,,0.06447051314274106,-0.01502100418068045,0.07202223148236502,0.03311701239350667
COL9A1,-0.067561762715374,-0.02358613314064561,-0.031638717625223925,0.009259784348629467,-0.03286649686807425,-0.008744642447342514,0.051613588778570654
GDF11,-0.03709116400824055,-0.004383737608018044,0.08583525908136373,0.0016824984322130433,0.03565703507995305,0.023931708035570615,-0.00785571131972889
RAET1E,,,,,,-0.02109155577346902,
IL24,,,,-0.021699396630493466,,,-0.027789842675080736
SORBS1,0.05146486405811661,-0.0041526936123172055,-0.006789084933167766,-0.0063730681571120065,-0.059044787356010965,0.01973532871916254,0.0010756325208591236
DLL1,-0.13147701342578844,-0.003516800376736686,0.06562094491983568,0.038716006464419375,0.0272388605815998,-0.015099816534579726,-0.048110632501925765
TLN1,-0.10145106561380128,0.034603034012146386,0.15419871657540718,-0.061442759537821495,0.0232272393131993,0.0643727624112687,-0.017316079459091898
COL2A1,-0.008227508488115869,,0.008974483801905261,0.023538457812793106,-0.03164416524037387,-0.027981347103034085,-0.022395260877805665
SHH,0.03296492104055767,-0.01804879130547907,-0.009269816772266985,0.07698251334834917,-0.03598050132000243,-0.03467681864771637,0.11331423944796527
PON2,-0.1513943562350923,0.03099246645354154,0.01254864459198704,0.03066107206538933,0.0030357318786999087,-0.002050565152357839,0.12674728858097198
ICAM5,0.0911115219848035,0.019480836902402137,-0.04170400118293999,-0.021227129442247968,-0.04990602252992808,-0.03115383860265834,-0.011201827617486367
HPX,-0.01663890381897191,-0.017270174953677556,0.040741974763769395,-0.01933319856375072,0.022789633073774823,-0.006161587378977792,-0.026451331401286183
SFRP2,-0.011123667103456938,-0.014393561480136374,-0.04683443180652671,-0.0346775737555957,0.07782846075170978,0.02491376342958456,-0.003534823664726724
CFC1,,-0.011075345754871763,,,,,-0.021994964171090085
CD70,,-0.02065939766845501,,0.04116298726310545,0.07876375470530406,-0.014736648419782181,0.025652713052935372
HP,-0.006012373652223636,0.04545681673061911,0.04449638918619297,-0.03615675667542722,0.030642438531317526,-0.014245857976463633,-0.04516754910531935
CXCL2,-0.08114271426962083,0.00976414200474994,-0.01092011556983369,0.0061967965411516635,0.05478006438002167,0.010716711104361685,-0.050358882014598955
NPPB,,-0.00969802316274604,0.01686757322321655,-0.017570155714831615,0.09303679790015398,-0.019503348164079944,
CCK,0.17646276554971774,-0.04213732761894743,-0.09897311698998021,0.025924648451472757,-0.04681369396340819,0.0074444314250854985,-0.10271680413164293
SEMA6A,-0.12345273392846301,0.023097223179955308,0.13237821263827582,-0.0020047369967436043,-0.05674527332878395,-0.03155146444951699,0.082887800521388
IRAK4,-0.09463187437619075,0.007203321994987031,0.07504444241343958,0.007150884016407257,0.09800831591547425,0.025566184154910358,0.01500601895932858
GSTP1,-0.18801242091050463,0.0002421595530831943,0.027013644750996896,-0.014171604946265449,-0.03666405217007449,0.02605917552799496,0.06454072832953725
VCAM1,-0.10930893753492595,-0.05178197976003434,0.0411682194297423,0.009990507060883766,0.0226541305071662,0.055597246370479886,0.015749269394847516
NXPH3,-0.011418915421516159,-0.03687701000606159,0.029249567854847384,0.0046011866423104775,0.025506055763241695,-0.003240471964672688,0.0673111303199395
MTMR4,0.04263353945654831,-0.02677544478424291,0.08732724036521683,0.028182830289604024,-0.02128697182931054,0.057204274852407554,-0.029921282787416764
LAMC2,,-0.01220872920984473,,-0.026677428683464358,0.010659029953203086,-0.02605590530065025,-0.02393683467477175
IL10,-0.005844579443877993,-0.02321663194626276,-0.03737632741949984,0.04208311213681848,0.008217051129213749,0.0031549838317465957,0.01057130060678585
SEMA4D,-0.029508656583190115,-0.05473154568721049,-0.04065943211016783,0.01748307332204476,-0.06319539764967748,0.028133172979213618,-0.02071985380650183
TRH,-0.014694789416072065,-0.0236619529068737,0.023971724232764627,0.01610948647475541,0.009061688020041618,-0.02184505786704675,-0.07936292140640822
SEMA6D,-0.09360424588092876,0.0037941663137150265,0.16387244938272308,0.001248307650106206,0.0042780670256454744,0.029266196608572145,0.01514264704115197
CEL,,,,0.019931470221337556,-0.03690869067177147,-0.06251258571971874,-0.025573242160898214
PDCD1LG2,-0.058533804761988356,-0.022104399518526205,0.10571627975342196,0.08046574788604229,-0.009411670302191262,0.020017937032603912,0.038662509403852574
SPINT1,-0.0574979375477908,-0.008266298531042266,0.03836250658287523,0.025461585336635888,-0.030008327298540152,0.13170323046970858,-0.0019460557051237514
CTHRC1,-0.043390831180197015,0.006946593673983276,-0.01121659451107503,0.0001312429993044162,0.0953273164889097,0.07207869191537228,-0.036448480493612066
PODXL,-0.08199953552009612,0.00982684716671716,0.004227072343263489,0.03949771244832746,0.06174833592561414,0.04428799865027019,0.015500744458926729
JAM3,-0.1722141615081704,0.023992181336006835,0.049348856883529,0.04004207555154436,0.02281558970595836,-0.014000348291016674,0.013854870262110198
TGFB2,-0.08227887852399009,0.03709728312816243,0.04424275863246696,0.06403835973692115,-0.039715521761269516,0.020158675613604415,0.010803444970762263
COL18A1,-0.09690997765094819,-0.0035216094603737836,0.012779925229357987,-0.0041035373980599105,0.108649171804418,0.0919135553960453,-0.024573960155197888
NODAL,-0.08816246425533909,,-0.03385522179149127,-0.0324384331153414,0.07163406121806137,0.05598736634465922,-0.02904920381366846
INHBB,-0.06556952874841938,-0.021261564260410388,0.06945820550607283,0.024141532263345398,0.04495145499370582,-0.03928535752753615,0.05032247057485631
LCN1,-0.02935772443665444,,,-0.022108243210724826,,-0.0034742032770692724,-0.016789647282438622
ARF4,-0.07472119818786829,0.04028813603912962,0.03500463525587816,0.08351528345347135,-0.02274349081860838,0.008282971910572675,0.009311377691213246
CXCL14,0.15503883338068492,0.052682752239889684,-0.04208913292493651,0.008429475897373551,-0.015566423730742546,-0.060593582738922465,0.034428995498259556
LIF,-0.028671033981271257,0.027570159280888365,-0.0054193908771078434,-0.006365279576028436,0.02676253651935102,-0.008658071132078385,0.04291757666446786
IL17B,-0.04005101868129331,,,0.08821461443151142,-0.02074348744651982,-0.025391536131617806,-0.018983004460263696
MMP1,,,,-0.007409975914804746,0.009486569053821317,0.02318784252280588,0.016353484537762898
MATN1,0.0460399180549588,-0.009819822728946428,-0.0339972843797647,-0.0017220499643171823,0.09990715618790158,-0.026568258378164393,0.04161741992920017
ADAM28,-0.020642312849059753,-0.03418784885509371,0.030007410463410798,0.038254252083359946,0.002510896424230903,0.026695575245977866,-0.005890786899125112
TCN2,-0.096039581218739,0.038966139070268774,-0.027946616134872756,0.07546799494650985,0.08242427867924873,0.02882881713107165,0.005376675036719983
THPO,0.008474896356005485,-0.020159670268712494,0.018727195334942888,,0.12192443737081957,0.014546234092122145,-0.025924727639834236
CUBN,-0.04586902925667356,-0.0025572963224821,-0.025887775747288202,0.0283312315335721,0.14970312660238716,0.02809083898798712,-0.0026525111129344576
TIMP3,-0.06349960499392189,-0.01008297262667338,-0.1102404585622697,0.036977925535565594,0.06720188118483969,0.016106343796537848,0.014969204344856608
PIGF,-0.08395672367407975,-0.007056349623832219,0.01608962960894375,0.050396390484310244,-0.015034543247388607,0.013110403627602461,0.01981334268011211
CRH,0.062276456211678974,-0.015458693182902205,0.01907531378182645,0.060375047134489115,0.008489642962873939,0.0318681285849248,-0.023961277452966098
BDNF,0.25475757352530026,-0.02237380302331472,-0.02837845878745611,-0.010918798401425003,-0.004536473183061829,0.0037336651722075145,0.1111675306898929
CCL5,-0.05426930961732506,0.01562547666393531,-0.003910040515738599,-0.03904280084162482,0.09517015826174723,0.0558632634590456,-0.047804859318513394
GAD1,0.16474309072257806,-0.043044772257379786,-0.11519673735527029,-0.005964262839334502,0.02341207167506155,-0.05896200392071421,-0.05400615629485506
COL14A1,-0.03630879794105026,0.0441247127029693,0.06169886693842231,-0.03319867665135398,0.035419092424019485,0.06054851923815385,0.049576375673715055
HLA-A,-0.1178100128876802,0.013491865629021306,0.13198948208771924,-0.08484668353427413,0.07449204727357207,0.06801637394835426,-0.07515175297436467
FGF18,,-0.010522326924849416,,-0.011278566040420254,0.029931683067382683,-0.021845059619658602,-0.003010651195171094
ADM,-0.008057239596939917,0.040868807369060456,0.2284749054722934,-0.05696877226249461,0.0383562193883551,-0.024724234088078754,0.08658941640450316
CCL15,,,,,,0.02457230290050414,
GNAI2,-0.1390272543575895,-0.0461882131191181,0.016097207019541915,0.03550098483971764,0.018128717759057278,0.01622814367919143,-0.058024696923635155
HDC,-0.0960879679077566,,,,,-0.008992999129966123,0.09614505490175601
COL11A1,0.1276232020358813,-0.020096482651563042,0.02953784981276073,-0.015017419577490568,0.0275896450350896,-0.0078433470890471,0.04112682499613261
NUCB2,0.04572526649661742,-0.008496572224868033,0.05456184786827115,-0.06963287008588266,-0.005995136948314125,0.0005241062604726631,-0.032328700537709976
FGF16,,,,,,,-0.01704630461754429
CXCL1,0.03854754948490936,-0.022219678988945807,0.05202793846478687,-0.002624343010659087,0.048543723818900264,-0.02914085761926187,-0.015604291987168936
VCAN,-0.14175668622089552,-0.01785976720761672,0.0814349505423944,0.09696489428789477,-0.009672966230668689,0.025526411633872783,-0.06146041816814476
MMP7,-0.021428717724015844,-0.009698023109759656,0.006260111714155115,-0.048111714174323535,0.06409794515825919,0.05345683543995277,-0.05284525221047496
PTPN6,-0.07993651672914506,-0.0033708042258897655,0.04025876316478483,-0.0031142974728376642,0.04426530655223138,0.04556745535877739,0.01850287510512704
PTGS2,0.1976939693158987,0.06074654439713248,-0.021113302765450315,-0.05373958419512421,0.012741371544256069,0.022686934815351122,0.030364930057970675
XCL1,,-0.015928640091961634,,,,,0.0016651590970360548
CD58,-0.12117410022177726,-0.04276874527068327,0.08735880022970889,0.015554721305658466,0.03603816199133273,0.0017106834420150259,0.024331103061887634
TNFSF14,-0.026734219530890488,-0.02568565249379693,,-0.028395866345951506,0.01446647448636224,-0.027331114739003563,0.06611498888196213
CNTN4,0.05413012643802789,-0.005397084239001063,0.007721782935977972,-0.04026121978600641,-0.0035949901973319764,0.08596305614331126,-0.002119955681286326
INSL3,,0.08682536184440479,,-0.0038221309660567116,-0.021689537904200654,0.03664629805108664,
BTLA,,,,,,0.1090568323774188,
MFNG,-0.03150353682614655,0.046735871741072264,0.03422583652685959,0.006285487242423821,-0.006508514205496087,0.06603792297590795,-0.02959540903551205
ICAM1,-0.06332322633060196,0.02534312073399227,0.06802571628517781,-0.015257141578568657,0.01676478850528434,0.024510837802968293,0.024254822922682336
PROS1,-0.07162745214339694,0.05335815557560272,-0.050375711191973656,-0.01889826822722345,0.04455011910134974,0.0019473985231799986,0.03035959170106612
CLCF1,0.0767945237312624,0.0050526125971368735,0.07558867710367292,0.013540015918187745,0.06355976994640729,0.05208552208610124,0.10434648740431914
PSAP,0.0483682349528955,-0.044062003020123613,-0.15524510057226212,-0.10242861089455178,0.05893581735419109,0.042198617778192685,-0.1157355658709378
EFEMP1,-0.10094762929407101,-0.04783510149888537,0.060136656486808146,0.01583198891469054,0.09879182764302503,0.050485240281673,0.0017659619742185358
C1QTNF1,-0.054098743336667,-0.011295298430891103,0.09373405606790093,-0.043929584905523095,0.030240045098173202,-0.04913403873205744,0.010386465658437191
ALB,0.010257441273444107,-0.012208728897333,0.04600340317128687,-0.027238839029279715,-0.02538909143622517,0.026238918684879698,0.015698307719835287
CCL13,,,,-0.021079131672603824,0.007766947122341471,,
EFNA3,0.21657695965213247,0.05216905246947339,0.07849527677966014,0.02440813186056277,0.008020806959367029,0.0009427089119594021,-0.005439987991133875
DRAXIN,-0.07220824359125536,0.005188994693233659,0.08909734015111173,-0.07045155964732451,-0.022974656260409426,0.039142991106693614,-0.028288841788836193
RAET1L,,,,,-0.026350766219513568,,
NPTX2,0.21311207441818616,-0.04227333843719318,0.10710379553054783,-0.013096849245374648,0.04505333139243195,0.1135193626061507,-0.06449058469585552
FGF11,-0.06889341003139905,-0.006915935233019457,0.09789109440447738,-0.016164653369982403,0.01577528554422736,0.016624821808115017,0.07691809403443009
CD59,0.14204192779027727,0.019019093327153173,-0.1367933791036683,0.027408930186153257,0.09247548980869236,0.03575440642270305,-0.025686603015442372
COL9A2,-0.05915758148339839,-0.06142850417519383,0.0302414428112277,0.005786348462941323,-0.07558219679391007,0.012820485611379029,0.016534472376677586
DLL3,-0.03905717613476063,-0.0354437598374993,-0.034742141822463164,0.08906322808335977,-0.03723834269122442,0.010298570438652465,-0.052280515903601915
FGF5,-0.02862198727371144,,,,,0.022275943944497674,-0.012346188313749224
LIN7C,0.009761157516059658,0.021480232002527046,0.016649970056725055,0.03325550004356237,-0.06904590354296704,-0.020081691952036247,0.03953556372617885
GDF7,-0.01667348109532412,-0.0030106832696521393,,,-0.017632328309019913,-0.037004552300833875,-0.02644443101697093
PSPN,0.006201940609714142,-0.008571695554710532,0.02546183653537738,-0.022063246773562195,-0.0162436477821826,-0.00834216980904652,0.021783360990728143
ANGPT1,-0.08502516369765309,-0.05434618312713304,-0.00253726825654383,-0.05288518441489088,0.032732960365947736,0.0968305410348735,0.0806113746303207
PNOC,0.21617531396117293,-0.03987336334673282,-0.06229391356320971,,-0.02090384537124661,0.004269332064827528,-0.04747908624933824
L1CAM,0.10868697372590229,0.027754347827011305,-0.1289282895039288,-0.06575577261118361,-0.006336895170841947,-0.032585494815591344,-0.0719496778211989
APOA1,-0.040078505417895496,0.04281704065915766,-0.015738749481065017,-0.049074711689004555,0.00930014989979992,0.017608950656281933,0.03716400094861624
PSEN1,-0.07170853950381371,-0.0007296637594455241,0.09569019912391448,0.044592107390627626,0.060660945513399504,-0.012177724314021815,-0.035736261396791105
CALM2,0.10993936392258412,-0.05924808355533216,-0.1004623817059645,0.008090232565657877,-0.008317399918275665,-0.041140809266256836,0.005291923029488079
CLEC2B,-0.06038236841555729,0.0704681228275615,-0.019776614975249004,-0.035655167071951856,0.055893469251981326,0.02632348301365467,-0.06508781314721077
NTNG1,0.05388729805136384,0.0068528241696870305,-0.02318007131249583,-0.020072980632284156,0.012092153364014488,-0.005209620197450052,0.03728973649865493
LRIG1,-0.12400678943992641,0.010396832638023268,0.06817720639691555,0.08755916724325845,-0.05434409229638625,-0.0337898959485611,0.050618707389632256
CPAMD8,-0.025892439338190257,0.009317512848516809,-0.06279253412949563,,,-0.027181886936523885,-0.01875108359156369
GHRL,-0.007564679296140548,-0.021749229981343644,-0.020126501944729903,,-0.01907278640548676,0.007854956727698773,0.1067977519704813
NPY,0.16354235790305124,-0.05157344944492842,-0.06550877197392105,-0.0028911011256060053,0.0003461143310944836,-0.03275798526509064,-0.05009911753533455
MMP2,-0.16562034897033134,-0.017368229916541633,0.03999545811100325,-0.004630276526727844,0.0928649856162044,0.05546811745723818,-0.003893049143195265
PPY,,-0.009065563433039018,,-0.0003970695671997948,0.06993059065908983,0.044320218399562815,-0.033566737908377435
ALKAL2,-0.015574954459356926,0.0048933074213463445,0.15936528314554008,-0.01767727372476586,-0.01217056157295159,0.028842350077086954,-0.007245265301505809
CSF1,-0.08258971518542076,-0.014898102456309995,0.046987107552136295,-0.017913758313007597,0.03303831623461935,0.004686379999064051,0.05769461185824484
SEMA4C,-0.0242383570782643,-0.014566249160389946,0.015099825359891506,0.05277336731116075,-0.007606613315631281,0.08452900747744493,-0.0036780215898548152
BMP8A,,,,,,0.03293436304691897,
ICAM2,-0.054960185686469785,0.03502933296994591,0.013163030535529294,-0.017148660679824155,0.038316973752751074,0.0394983250617702,-0.004815315599901704
SYTL3,-0.038105170986900486,0.06659794826252463,0.07556600698050006,0.027522312119462003,0.019522249293153097,0.11359625173334459,0.07045878053185657
IL1A,-0.07121585319469342,-0.041375319918210106,0.08352524937685976,-0.05325374833603422,-0.0020655794072712203,-0.02050368592832346,-0.02971189175963237
HLA-G,,,,-0.03671520877401106,-0.007985070487123014,,
PGF,-0.1182087089395811,-0.0019663487469714627,0.06560096290858304,-0.007034325066357151,0.03667558700832679,0.07853037301776367,-0.013311079823354758
LGALS8,0.010784200414391395,-0.006336577603813014,-0.03598015222286217,0.02402537064540673,0.027861249868839918,-0.03346246894767884,-0.05676745488236098
