,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,-0.04881063423571691,-0.00080336190356437,0.06045378510499376,-0.012392365476861768,0.06707344966166069
FGF7,0.0780312692465196,-0.015999376763900005,0.002788864325846046,-0.006869447850930069,0.11151800017735995
EFNA2,,0.06891451116613923,,,
HBEGF,0.010159812741662121,-0.07204323621319204,-0.0007877522629091081,0.10030900128290822,0.13341983963134027
CSF3,-0.03367778121534002,-0.06797056308851178,-0.01937940619822232,-0.019775038374686596,-0.018567163495684925
PI3,-0.02158966178925199,0.01654300587179759,-0.013403489718062175,-0.042964588775740435,0.07890824520205585
PCSK1N,-0.005814406850299846,0.06153731023049918,0.011024864858786853,-0.015123971414034647,-0.004114981900799611
NTS,-0.03685410214426345,0.01404879132025808,0.025047307043104594,-0.029284135284602244,
SFRP1,0.006039537196558631,-0.012372867432347124,-0.06253548736438826,-0.028603646170242775,0.004680253074036639
CXCL13,-0.023527605769784677,0.00792109621571454,0.05450359564352998,,0.04348826493542988
MICA,-0.051900642133693616,0.01361221347260457,-0.036269621965788784,0.04285057201913608,0.07652832814605262
TG,0.08291515569703345,0.03324756249356226,-0.015949549096348537,-0.027987056701350668,0.21147407393815723
ADA,0.1233357501087698,0.003247898680658638,-0.01747116100144692,0.07845582634790786,-0.042455634892374326
LAMC3,-0.015353117899767817,-0.018749383687447902,0.11528668402132328,0.07078773677401128,0.0005802418875633397
CCL7,0.05284894822223544,,,-0.02072232332945162,-0.026491436280456693
NGF,-0.027344954316065075,-0.018173277624787442,0.06146260582071011,0.08155804471635014,0.0740009919758022
TNFSF15,-0.023082344386153586,,-0.012034278545742414,0.028326090740906817,-0.0018710057336922064
HMGB1,0.03151631365700732,0.07989062845005016,0.0058706545776870045,0.010045486710128634,0.04516422066349314
ITGB3BP,0.005250765653304175,-0.008070950587714076,-0.006779408303041889,-0.0197366341180296,-0.0016738961255939448
AANAT,0.04395332748537121,-0.024789522416874418,,-0.02192508224857994,-0.02585266400807618
RELN,,,-0.014536104300475455,,-0.01929392358181197
IL15,-0.03805395526595767,0.04182992695419628,0.036210577768445246,0.04513491923645928,0.07041117748982412
UTS2,-0.017688320559985985,,,,
BSG,-0.06896709477231906,-0.047519315205134,0.0029417053383062183,0.03782407854851587,-0.012145003271689709
ADAMTS3,0.09016136822560947,-0.0012103833784987375,0.0023781630157438975,-0.02358332423496906,-0.016769931540934042
CD34,0.05055013147178127,-0.06388771541812026,-0.0013284489872750092,0.08627018716254173,0.04877943494389897
PLAT,-0.014140813002559661,0.01135499546998428,-0.020073163831451354,0.041935786201985466,0.008049893046684674
NTF3,-0.02333387630506473,-0.039246132681993014,-0.004207875650226408,,
LTA,,,,0.025710206230629425,
CKLF,0.0634575882126955,0.03373839029147546,-0.0442584540244347,-0.028100267248837213,-0.05673928986706281
CD24,0.009543227522957935,0.07299354192436482,0.014753656710775932,0.011893520768135248,0.07504265783365745
HSP90AA1,-0.028070905611571932,0.06553091290067858,0.0031483419106833085,-0.030914089080100297,0.04984907881585935
BMP4,0.03974656428644361,-0.04524363354755866,0.04192032955248767,0.0475184433189257,0.023341359390142976
SCGB3A1,-0.023005447808150104,-0.02292805007972407,0.006829929361006693,0.0530267143658101,0.11794731462049834
IGFBP4,-0.02304236366908411,0.0003380083200994487,0.07210750668832303,0.1028101784787159,0.012493332906019833
RSPO4,,,-0.016830643782214057,-0.017095472234063356,0.12384177501254948
LEFTY2,0.02231112097319921,-0.021180708483560625,-0.006705603734137432,0.023952743328948322,-0.0347414564142897
PF4,,0.10716490653869021,,-0.029507849689056054,-0.004733557422847662
ANGPTL2,0.0868451628456106,-0.043185510144636556,-0.014292526565416451,0.10993938304735551,0.00469471288431715
LRIG2,0.0036575901865341298,-0.018109066240684427,-0.055331786079191404,-0.008624379352141524,0.021236927020782444
ICOSLG,0.05150314053983273,-0.007511401902092015,-0.07612779416781489,0.03235795143078105,0.04894324955202134
WIF1,,,-0.015645713643805206,,0.11943102700606856
NPPC,0.01918903276256862,-0.031945691553932724,0.08127597601950656,,-0.010466573527118451
LYZ,0.011513086339663707,-0.015875931909468906,0.044881885294256976,0.03451571306639161,-0.008082513947531117
EREG,-0.048059914725104604,-0.03551321888087894,-0.020962850596588,0.013009241585916749,-0.029400406019326107
SPTAN1,-0.008082993675573249,0.006248256746314252,-0.01789163942510654,-0.059537077131763365,-0.06820700510849888
PTH2,,,-0.026766330607068085,,
LIPC,,,,0.05082662468647103,-0.0398230898386059
COL8A1,-0.016695499633900816,-0.0283722268733559,-0.0032804839729883256,0.05491101491927652,0.01657028426605575
GSTM2,-0.05696564022635787,-0.0071959979001959395,0.02012286657795856,-0.058357282128685774,0.04887667155167208
SPX,-0.02387216769005244,0.01889245614940508,0.006179552427968083,-0.052063031412835234,-0.05236882109092077
MFGE8,-0.019025120226834533,0.05252913135643888,0.03469344936560356,0.06696251790057713,0.034593956455836364
TGFA,0.029884454606549305,-0.01705625198620883,0.044811191318972175,0.019574586727938215,0.021351275503382006
SLIT2,0.02738540446546661,-0.06926735573317526,-0.02018757556509577,0.03921436430024206,0.055841785255421925
PLTP,-0.03434913498229734,0.011279804966681522,0.04638796559627716,0.00020587373564252617,0.02134000818681483
APOD,0.011118213749347737,-0.07013166441504165,0.022685345966782833,0.04071645031706,-0.06106420812334697
B2M,-0.07711808848747724,-0.06916645934358462,-0.006206690713686585,0.032340893250598725,-0.016171924885394623
OMG,0.07101128758119986,-0.044966199950406974,-0.046391064377510206,-0.029531870053692708,-0.014842465880407376
CXCL3,-0.021592374012886644,-0.03981761139148421,0.007773678273273079,0.005893022398088196,0.023111942971870594
CXCL10,-0.024449463789848642,-0.022646361049396452,-0.022997525929178857,-0.010752931770756502,-0.05914969517527236
RSPO3,0.04907320733780312,-0.055792171263861816,0.0415637945897354,0.017988674699561467,-0.04221299014311307
CORT,0.0391144782194053,-0.017668265357052335,-0.0005501385095556313,,
NCAN,0.0012731352392281283,0.026581910867299167,-0.05554040056749572,-0.04388900242416763,-0.07860233274657216
PRG4,-0.02593278629492558,0.08304011754722977,0.03672705450862914,0.08032681078960532,-0.00659237570411827
ZG16B,,,,0.0387772407252213,0.002480789828562745
TGM2,-0.03636240898102827,-0.06803678134262034,0.011551745594540693,0.1227706319839566,-0.0015841921691951884
VEGFC,-0.030470843878611355,-0.03540076442944636,0.0689848771087849,0.04613172683429496,-0.0253720961518441
WNT6,0.08800333966125115,-0.0328372608710082,-0.02233701104345188,-0.01829707971698988,0.024548645789792052
NRG4,,,0.012587521912427777,0.019203120494145784,-0.03385302425650908
PMCH,-0.024065965701222936,-0.024789521537788,-0.012796411144532505,0.06665493787591904,0.11854671192784902
COL9A1,0.08050409738145342,-0.04247135973407125,-0.02572431414230583,-0.03160996895228729,0.001456748945054151
GDF11,-0.07027913520503562,0.09344728158015574,0.07723702014543518,0.013449465551304194,0.073167317767197
RAET1E,,,,-0.005372493721082365,
IL24,-0.017943004110933577,-0.016614809665411994,,,-0.03784655494009578
SORBS1,0.02333377483698014,0.05398692880639557,-0.007758105252644393,-0.02373090287020994,0.027555832946254143
DLL1,0.010612181731425422,-0.01271114308595989,-0.028468442577183135,0.07353038930521232,0.0028168694305067557
TLN1,-0.053428016801987124,-0.06559859541696178,0.06623491433936471,0.07187017075271061,0.03392987307064086
COL2A1,-0.03922575917871877,-0.032538608109815216,-0.026957701620385598,0.06476079919446447,0.03625765261222775
SHH,-0.020687983296240737,0.005454799600232891,-0.04451737780467023,-0.010855957605002747,0.02497378072226485
PON2,-0.007002748246602191,-0.012402066081787384,-0.014542108366116042,-0.04696505075116822,-0.03554337707675817
ICAM5,-0.01355488149289637,-0.009860595207300073,0.025806533465457897,-0.03610756790924531,-0.05036171784931699
HPX,-0.045441651636623226,-0.029394191848368275,-0.035421049144265505,0.0324139745445154,-0.016975842229989838
SFRP2,-0.02896648034072101,0.0048686139620075005,-0.009421934759409601,0.033080524687660505,0.00959351795098797
CFC1,,,,,-0.012536262298596413
CD70,-0.014076327942191024,-0.0026480998651888456,-0.03236565559525982,-0.03208370466250486,0.013679405254732945
HP,-0.005813463103907952,0.05980460829270485,0.018009397339354912,0.05186350051266988,0.05587426587290608
CXCL2,-0.05417620324933932,-0.0015468629231147023,0.009441822605527051,0.031306601769807485,0.032001752249385916
NPPB,0.08356758465128145,-0.027975135223229163,-0.01912555902418441,0.018354671999016137,
CCK,-0.01627199571285824,-0.0605285333430118,0.03849748691664878,0.03421068431974467,-0.032285588201861
SEMA6A,-0.009009861130155164,0.09662930505108837,0.038502874087691694,-0.026001933133810846,-0.017426637503287105
IRAK4,0.044347417823387365,-0.09340448827015603,-0.017684903987033786,-0.029257790436963707,-0.0015321271585678913
GSTP1,0.06162589330829105,-0.05708352184986367,-0.0060410569473875585,-0.011108323197757003,0.037558962541079745
VCAM1,-0.0605793112476694,0.0010948388103170152,-0.0020592366366404082,0.05878040701692918,-0.012815141407526274
NXPH3,0.06242691519197909,-0.034567376809870765,0.037854667960278844,-0.045716857518868025,-0.020450222389655312
MTMR4,0.04796657083567762,-0.05678133813414587,0.008568088373254934,0.03641058312456221,0.07835554619470107
LAMC2,-0.022059286748271796,-0.0023086264276929104,-0.012420912972012909,-0.01955227997487853,0.07376666468104293
IL10,-0.030217821764600784,-0.0411848618812032,-0.030930614377386464,0.04362564192079826,0.06818898034395608
SEMA4D,0.028836903845877324,0.051932822474151805,-0.01229763699099693,0.02637175543529494,0.015944045316374934
TRH,0.00111377371999856,-0.05627583148874923,0.09461491237368426,-0.023892921699515596,0.033731220914233626
SEMA6D,0.003214146704144873,0.011537468981495868,-0.021651954973953,-0.0216790497827652,0.08580291790289028
CEL,-0.0271719370591238,-0.02712587995664883,-0.031442557032892345,-0.014779867957588698,-0.020184375574342352
PDCD1LG2,0.03128141086041009,-0.04670199433449181,-0.007589336442255375,0.019362204348932786,0.038399994676778085
SPINT1,-0.031377855040964735,-0.059550649365278575,0.05680808604203303,0.01902496601237873,0.011913407134658943
CTHRC1,0.005919326422883532,-0.07176722955694007,0.1019448315089041,0.10741350674855082,-0.0035926528100976556
PODXL,-0.049322721127714374,0.028891673134661167,0.06312833228010371,0.003822272005939682,0.12034665400829186
JAM3,-0.08045630433057852,0.01794784608976204,-0.052619472611697755,0.05156647384945356,0.045175103225255094
TGFB2,0.051234095916060415,0.020017546479555857,-0.027542971689187592,0.03958880311212147,0.02231175745663297
COL18A1,-0.08236682340761939,0.01922432716660393,0.09883116673833511,0.05577164839583441,0.0314414897883875
NODAL,-0.01019980820327426,0.00012311007816342463,-0.014204245569187212,-0.032699636155839186,-0.001274249287187685
INHBB,-0.0473914828629361,0.02949595132666214,0.006884591340538168,0.06588607334964555,0.0713653711673759
LCN1,-0.028530597225058737,0.023256768965852426,,0.043565006955493785,0.0668427869006411
ARF4,0.04789535776900519,0.05823996033454599,0.02517634132610629,0.023232279812778818,0.07221084772022955
CXCL14,-0.047692784148012826,0.09165628833924955,0.014930977259509308,0.004548581251292603,-0.00815370023488464
LIF,-0.007349765348720751,0.03638791156505847,-0.011552980443711133,0.053312044557905926,0.0727098412523019
IL17B,0.029624780305083278,-0.03103292605841965,-0.01767140137531683,0.04550669139296416,0.07289873428231143
MMP1,-0.03922576290259213,-0.03194568948285099,-0.012796410131135041,0.02503142572570128,0.007672074161203431
MATN1,0.06440124675596305,-0.03428062144712511,-0.01821227623149856,0.08550956715146238,-0.02355978757988624
ADAM28,-0.04217723205309092,-0.014159402487095301,0.04780430981208165,0.02037622419251136,0.018120696142316407
TCN2,0.03653718557327761,0.016246673725883794,0.05644734323539158,0.03463104527338625,-0.011632990365724256
THPO,,,-0.015798306077848302,0.02070337801151811,0.07868362250142089
CUBN,0.03181458710433905,-0.07091314418913447,-0.014031471955016,0.08425616159190362,0.012713003754335001
TIMP3,0.07273927542928048,0.006801494349085295,0.09409429387223159,0.11056546093476899,0.029529534043319008
PIGF,0.026872392926280443,-0.07440686640956139,0.012380788273308402,0.01690910382833826,0.006697084040593298
CRH,-0.013739102927794634,-0.05436927104030402,-0.015430136354651847,0.02502023690867778,0.021103192402524264
BDNF,0.004615359296705476,-0.020486215238958022,0.040641286173811506,0.01643117792788158,0.09300883047473221
CCL5,0.016359971780894027,0.0701114535188353,0.03160275842195358,0.06363290331303807,0.007611833709692939
GAD1,0.012027506541035774,-0.036041170767310414,0.001106171398870312,-0.0057060705702518645,0.07446127283953566
COL14A1,-0.09481582165377755,-0.03371422377844218,0.0033961847332558306,0.07292150108550091,0.009084872570328294
HLA-A,-0.0766092441180639,0.010752273792451522,0.006795973824191138,0.05277454135730295,0.07478030025070412
FGF18,0.0007237069305638034,-0.030254701350160593,-0.022113107270991063,-0.023892923616425955,0.0006397280583869722
ADM,-0.00431831591903914,-0.023173843979972623,-0.03248878452408104,-0.044098922102716334,0.06766242300791088
CCL15,,,,-0.020722330797640978,
GNAI2,0.03623710859844977,0.0013777707601856444,-0.024048904839908326,0.004132243358550024,0.0866023744548791
HDC,,,,0.020976822864902978,-0.0024731551181430083
COL11A1,0.012501921378033663,-0.0008846980477887654,0.03784622904613967,0.023584929989575797,-0.01985851656664983
NUCB2,-0.030130975599698934,0.06869447869246596,0.011509727053862134,-0.0010494408059851272,0.030153240713649207
FGF16,,,,,-0.023215097392832725
CXCL1,-0.04056639983433206,-0.07264964507249727,-0.025646740571922365,-0.0431384860233945,0.012424216365099956
VCAN,0.04198198255412037,0.018370509721658716,-0.04128860030513903,0.018774235976222048,0.02814828688220223
MMP7,-0.04151917043454922,-0.04069636595128528,-0.04827060828855048,0.04687278957761653,0.002216082633422544
PTPN6,-0.04898832819426993,-0.001837107373269352,0.05410106824353843,0.012998310941441901,0.09285644960672469
PTGS2,-0.08345943293691761,-0.030014709226001933,0.007703450254955157,0.05971810532726262,0.05669907293337951
XCL1,,,,,-0.02840028453685506
CD58,0.0015624723108864367,-0.08687706117288425,0.052900026785633596,0.0038984903171876057,-0.04399617123182072
TNFSF14,-0.023480244877543473,-0.032983903579627855,-0.01847734465913267,-0.010977672647502709,0.04806678624819173
CNTN4,0.0043343872825912086,0.010744098177492329,0.026561125826727764,-0.023280679516737516,-0.030168492818257165
INSL3,-0.026112960724644228,-0.019145635214511382,-0.018477342873923656,0.05975863097176536,
BTLA,,,,-0.027435824671811843,
MFNG,0.08936776184832594,-0.018386699358775984,0.008078831561320497,0.01904039524408526,-0.01502346138652236
ICAM1,-0.005569879680480853,-0.050154429146001746,-0.0027883166671094314,0.012631632777769394,0.11772933249151883
PROS1,-0.010139438596635188,0.05425004873516498,0.026895461334929965,0.07220046714340116,0.07199219965576602
CLCF1,-0.06293620210757252,-0.09285535192997767,0.002276594405765837,0.03931006208318862,0.10033013572207387
PSAP,-0.09946608399958573,-0.016080428692680483,-0.016256265436393937,0.04826876406080309,0.060551424251965136
EFEMP1,-0.028559981531950534,-9.233265154050338e-05,0.017159783367641932,0.07411210644756457,0.07573883869324537
C1QTNF1,-0.06757032346654954,-0.03690941346190411,0.010599007529393035,0.01562548344749585,0.13334429998854755
ALB,-0.014427180543668304,0.006889324546191022,0.07002588027151017,0.04628292438132376,-0.03335641453089592
CCL13,-0.017430113504858284,,-0.020726179552823232,,
EFNA3,-0.013829139809355807,0.029740360774330198,-0.007514817999198483,0.005969938657311804,-0.004936455012353116
DRAXIN,-0.015562377496480508,0.08041256830404585,0.014753851207049593,0.04117831112570414,0.00797257109944958
RAET1L,,-0.019381557407289734,-0.022448248763025053,,
NPTX2,0.023690690494047848,-0.05474494753114474,-0.03191007914871597,0.02080990108187263,0.0215960433760931
FGF11,0.024915622508874878,0.002955079770420073,0.007683622727664679,-0.030129273302637694,0.06722045038157333
CD59,-0.07478026162535498,-0.016238806964388258,-0.006005174386010339,0.03818821908452954,0.05301480458578259
COL9A2,0.03713183171248668,0.012945089459324806,-0.04543537514635432,-0.011587025565683508,0.009687367361330388
DLL3,0.06622399628421631,-0.02485597140517549,0.023088004537201334,-0.06337225903860631,0.02450160121646296
FGF5,,,,0.042363775657702954,0.1700510965863124
LIN7C,0.01591588008599993,-0.028369179576300495,-0.03949414585564364,0.025970091213550713,0.02154710327237037
GDF7,,0.007999059837654095,-0.015021001243565153,-0.029005648167519445,-0.03601425970794761
PSPN,0.02012072653870115,-0.06253290955609872,0.006788957840492541,0.010136133179122845,0.015931110480242937
ANGPT1,-0.043941763698513464,-0.06030945058931737,0.01889102599143262,0.047041647147320106,-0.06343525727069788
PNOC,,-0.017668267279305764,-0.017808010480167967,-0.015275692282206372,0.07230172079956854
L1CAM,-0.004320964768358537,0.02292581047467415,-0.08323932140979225,-0.03564022036047597,0.008432614297502054
APOA1,-0.013759789340580367,-0.005708747179426488,-0.04170163109219272,0.033120104321765174,0.007669966328709271
PSEN1,-0.0018825007234242654,0.01701385851426329,0.022263217401537645,0.0073425502432499035,-0.018205878949511846
CALM2,0.03795538320110288,-0.004246723616354291,0.022212106600392006,-0.05917657912002844,-0.10863548886109992
CLEC2B,-0.009404462637870878,0.000576480580474111,-0.018583594437483156,0.02725057076949532,0.015777325081943072
NTNG1,0.00789207739714786,0.005498458383578498,0.03299829462910398,0.04246913927519218,0.03321863389927995
LRIG1,0.02353891220495332,-0.056189186873081914,-0.01297557220373858,-0.04960941089531612,0.04880334677481413
CPAMD8,,-0.018665402752025634,,-0.01519400588959664,-0.025536809388662072
GHRL,,,0.029263715047312455,-0.020762438682386846,0.06936938692914114
NPY,0.06772230055913131,-0.04970441188030256,0.00896767913704762,0.08135622104604806,-0.05836175320209547
MMP2,-0.03307513700136647,-0.009456029079072387,-0.0045402792541306795,0.027842038912385354,-0.010969669911446565
PPY,-0.028547406469546465,-0.03912091458337132,0.07671722984460794,0.033350952925857005,0.022888428002104975
ALKAL2,-0.005193466980273415,0.08549609108909892,0.02071991107683353,0.04113956002610373,-0.0002713758549876391
CSF1,-0.01696344750348749,-0.05181699659790645,0.0027054900517043718,-0.04988802905599647,0.05918055159518932
SEMA4C,0.04305499013698353,0.04717191046561168,0.04550765223849584,0.06387889098753623,0.04421458885939183
BMP8A,,,,0.07421491825805512,
ICAM2,0.03797188538840542,-0.05562412358176002,0.06171198508935705,0.04837730826547291,0.02228847530988336
SYTL3,-0.04517729122383021,-0.008668263405496635,-0.027119872089002184,0.0001786025264588675,0.09954423286688305
IL1A,0.10688204610942006,-0.04377622492015067,-0.023959266542010797,-0.06672604057957374,-0.04046416372351193
HLA-G,0.039483267071537036,-0.027763295264706018,-0.02724274688153247,,
PGF,0.014829648279034014,-0.1102363827498408,0.07784363131719081,0.08467985316218343,0.05161429872998628
LGALS8,0.015326304833607675,-0.017077150740032725,0.06352696689585667,0.05387512104762751,0.04364811907449191
DKK3,-0.03734512645555363,-0.07334751315461123,0.029815565639763238,-0.011158673332197605,-0.050570484932578756
COL16A1,-0.012369897714094193,0.020526871677215175,-0.044494962902019965,-0.014452179081154313,-0.04540815119574979
TPH1,0.0021765634898748237,0.04619177966096445,-0.0040670502077180095,0.02324442105082159,0.10334959176369408
TNC,-0.04414734069242482,0.08977302272890425,-0.0012724554758471573,0.08719862475223362,0.12127783762142479
TNFSF9,-0.04283871276417827,-0.020010292012587153,0.0409173976682134,-0.007922867529247844,-0.06384974700599527
C4A,-0.019405221489738063,,-0.01517942242907885,-0.034294948288755574,
CNTN2,0.02316549380298713,-0.019786150820697453,0.0036073207170589537,-0.007033558098301822,-0.04786991675088995
F7,0.06863007484839004,,0.1616758782604294,,-0.01461716577031612
LUM,0.0030056210394384902,-0.013709077602938628,0.06476134924030348,0.051656336763505596,-0.011364604380772492
BTC,-0.017688323811371427,0.03292803936609028,-0.014536114227968617,-0.03678654266994788,0.028465416357016278
APOC1,-0.02232156415648617,0.009600805769634756,-0.03728702025755188,-0.04776995929985555,-0.014395974520196983
PKM,-0.03679263396587823,0.001516136523587157,-0.03994647315362204,0.034552175601353236,0.11780535096689874
TNF,-0.017168264058921717,0.002022397670309609,,0.0393249218379191,-0.024566730682566224
GNAS,-0.004367728139328681,-0.04065002945247451,0.02223612168886037,0.018028452810982563,-0.029259879882010714
BMP8B,-0.03026884870539598,0.015791621093533565,-0.03435263083476125,0.08025849810770393,-0.0319026173207058
LIPH,-0.017430119915230025,0.01733342902438342,-0.02385401666016536,0.004708329564570786,0.051448332915182166
CCL28,,,,-0.01977503108812338,-0.023682451973317753
PTPN11,0.04420752021421978,0.005700152419598446,-0.002795181204312485,-0.007778559687105183,-0.03607750700832385
ADAM12,0.030566897027913764,-0.01393009585361165,0.013908736639120295,0.06876390773989034,0.09702862274511607
EPO,-0.01892955537104271,0.015342376580053425,-0.014371075033189656,-0.021029102100482627,
EDN3,0.09933393767712602,0.018732384536510494,0.08529550003396788,-0.03820972540913892,-0.025878949002042198
CCL22,-0.021424179586699833,-0.02052319471526701,-0.012609992730109319,0.00645285757864545,
CCL2,-0.02388692985870983,-0.04879239362122306,-0.047531613059846656,0.05222591100378137,0.13615606200322983
DSCAM,0.021342186388401206,0.06034206243391329,-0.005371332034154745,-0.02354650404487618,0.020034541111321576
ANG,0.022498040673606015,0.03766300162980526,-0.0061640630356952445,-0.01797815348405071,0.05291347200077807
FBLN2,0.015284349188592079,-0.020208481859329847,0.04933955969785271,0.06000291083009066,0.003916176939308021
VTN,-0.021637777201830417,-0.0157810152231483,0.1222831038889104,0.04805841989385264,0.015076642759303713
VEGFA,-0.02721968508639513,0.01843507408751373,-0.006149355501347744,0.011402682056875934,0.0830140144337836
F10,,-0.011316118796997053,0.08565585877606247,-0.014179482573053853,-0.016753880026442142
SERPINA1,-0.08426482697839142,0.05370300356291115,0.02939964519211329,0.044043564490160086,0.036250333876698654
VWF,0.025657976992318924,-0.04361127014569734,0.03306095646806357,0.031966345652789135,-0.03197279633341577
GDNF,-0.008977912455836295,0.025810346919867933,-0.020123866619200563,,
VASP,0.04026045041498651,0.021265935400824543,0.026010029651355994,0.0460675922302893,0.05274369598081414
ADAM15,-0.08433471803974701,0.07320255485112388,0.016353055811746772,0.006895397327616284,0.05513266301869113
WNT2,-0.0050734843569976784,-0.023049428023107756,-0.017255688393898398,0.0483040272101196,-0.004881285859317937
CALCB,-0.020549499608430954,-0.027298267688186884,-0.02244824433416246,,0.04244541313219357
OLFM2,-0.029649691856205793,-0.0039151589617051116,-0.05583387091773521,-0.0285779963065082,0.05219080354092808
MFAP2,-0.036040728772759996,-0.09656570803556233,0.07468110769774418,0.05519473486375737,0.011421156029555275
HLA-C,0.00013115766515927037,-0.034026260378045826,-0.013049913123342437,-0.022489853556733098,0.02748540803574488
THBS1,-0.02024736851022915,0.017633739145304993,-0.035867944481710545,0.055304690053628924,0.11792131872258062
HSPA4,-0.03615140978787229,0.008619291198491558,0.02789560715428529,0.0167184542898599,0.00953268518202226
LMAN1,-0.049495683406867615,0.05675526644656418,0.025771695364841245,0.04999275310660984,0.06968738015125249
LYPD3,0.005248069156530453,-0.042946159610727244,-0.02288856711523835,0.07299733337833628,-0.006127299098962088
APOE,-0.018845348975407645,0.0027609467395936873,0.001590161315469287,-0.02901800139815372,-0.025344151245557906
SOSTDC1,0.005910600258910198,-0.0323329293736139,0.04602572088103789,-0.03506906687562007,-0.03865865918925617
ANXA1,-0.03740678054726512,0.007670793288814779,0.010594629132475964,-0.030051377607693094,0.06724383356328474
WNT2B,-0.006870088193549436,-0.0075156426425607905,-0.031395469439130845,0.12542127000018055,0.015897272231449502
AMH,0.006379590605034971,0.046693329677972566,-0.013220947351088037,0.0020357679364355345,0.021238460745261336
GDF10,0.0003602005542549544,0.015572746313986278,-0.018380935561484887,0.018113346157589458,0.026425824981524012
EFNB3,0.00604973767904838,-0.03880724440938262,0.00881918395973068,0.005986951454315409,0.017882555989234678
LTB,0.006701225230654046,-0.05096119986353049,-0.030672281467765693,0.03893810778205087,0.011821736316786404
ANGPT2,-0.0035672531333164332,-0.019941583226482675,0.034834315959455596,0.08810288479845045,-0.0008877621042647991
NRTN,,,0.01643237565745312,,
ADAM17,0.025977439135177673,-0.01274739148747845,-0.016337272185833505,0.007097662082425562,0.018071336351391156
LRPAP1,-0.018220080569272375,-0.03678762642019095,-0.007759088725760727,-0.01097950053019611,-0.00791777539845049
NID1,-0.03069066458823541,0.036632741280848265,0.05489497136883708,0.07548508019251483,0.03900823472308651
MST1,-0.015917363853716452,-0.03393646223086923,0.008011623748744055,0.017084266975742547,0.005885029656097279
DCN,-0.02551696701777843,-0.006887298176120835,0.07101581675621522,0.07334678618157027,-0.05704900149637017
IGFL2,,-0.022236642399594112,,0.01050180259889513,
COL7A1,0.004795123903152539,-0.005821031403475585,0.0038740802605089827,0.008358002671508376,0.051991946214938835
CALR,-0.020284949378246868,-0.02240125353881128,-0.000601991058594622,0.05421576354918797,0.05288487559296992
PIGA,-0.0478364018077336,-0.06251160232139732,0.034178227515797896,0.0031203930223780273,-0.048029374806545906
CD200,0.03269057993597803,-0.030515120066873312,-0.004671724566836261,0.018217754772644094,0.01175821060125537
GRP,,-0.020963666292412045,-0.014035571447480404,-0.024952386281319953,-0.03671041110516111
CDH1,-0.04610405276362739,0.0036954220124774235,0.01320303941204043,-0.021930149161483104,-0.02344655288300095
LPL,0.009335055263435801,-0.07751331486472925,0.04440884560603095,-0.012002595536101756,0.02288013422223468
SEMA5A,0.0750597397441602,-0.0675140934038999,-0.05046082194665018,-0.04291931686184687,0.03851479446854716
SEMA7A,0.030048006479358666,0.0013327936886136256,-0.04069774666020154,0.02874782736487335,0.031297403998281015
SEMA4G,0.037170784847872326,-0.041237758563950906,-0.023689724949401633,-0.019702372715991696,-0.052995420238711614
