,UKF255,UKF260,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk
IGFL3,,,-0.01827610872331094,,,
BMP1,0.04084583398726701,0.06393382423011806,0.0944870422049355,-0.011631078781011115,-0.026335595240071164,0.026414656499574488
NDP,0.10762822805438096,0.01970954677506055,0.016364180547643076,-0.018039872183980926,0.018130234627387425,0.030187722363999556
TNFSF18,,,-0.027139472790297825,0.10601030935182802,,
RTN4,0.05103122941454161,0.019958166110587452,-0.0954014415618819,-0.019715590678112543,-0.03445446829993707,-0.05862944508502847
HEBP1,-0.02093213770468056,0.019975958139268894,0.03343771057230119,0.030515492866836434,0.04248912421998823,-0.031423259648212375
WNT7B,-0.020327022551552606,0.003999318622857892,-0.01008270999999529,0.020688208270624654,-0.018329946173848914,-0.0028232909720037184
PTMA,0.033383555210934425,-0.0031806658302262225,-0.06703265235745172,-0.005706337132819598,0.02905401402335504,0.009304043996114448
CEACAM1,,0.008360451048886169,0.05173665420199267,0.04326708447856499,-0.01821211121809298,-0.01448155896108915
PDAP1,0.031584733703439796,0.006306491252356103,0.06550390350342199,-0.015822669657689897,-0.024795299171085597,-0.027335404094684667
QDPR,0.021118074015625113,0.03930861533428638,-0.09615177873402828,-0.017263969830678978,0.03430236211342606,0.007957047304750189
POMC,,-0.012345877416657934,0.051096148897248485,0.026709251342207942,-0.02168662865551822,0.0018630677042424013
CCL18,,,,,0.0611667021069785,-0.035363008019542466
CCL17,,,,-0.01456070453984554,-0.01292061141827593,-0.020905039504405653
VEGFD,,0.009950152795116282,-0.005159684038121249,-0.015513199125871216,,-0.01448155896108915
TNFSF13,,,,,-0.024792712606062355,0.012668836475806996
WNT5A,0.06016081081741763,0.036162636538337,0.05963119661020773,-0.0005235652420260994,0.010370195752171915,0.05703309045402296
CXCL8,-0.01001516191912289,-0.06877589345718052,0.03925392295079172,-0.05942622431077388,-0.06242445353241474,-0.05726999233298407
GRN,0.09266386641433574,-0.01652031684071594,-0.0035702491413269672,-0.020831933077461638,-0.013290000235036133,-0.04008089777355294
MIA,0.013156744986210042,-0.050701206796055616,0.008733550466616577,0.05424251955576702,0.07521142253921702,0.04987041510112041
COL4A4,-0.02190598787716129,0.05892022590523059,-0.01800974859959844,-0.015201826028453276,0.04247562604954095,-0.023187240217516707
TAC1,0.11740405298603389,-0.0028793672372069514,-0.05104174024383211,0.014746792275484304,,
RARRES2,-0.003878756939123053,-0.08808019671382639,0.08236679908681543,0.005214499827625055,-0.05963002371612847,-0.038744843993100936
FGF7,-0.0064914475843907025,-0.03408987501933853,0.11275630819363923,-0.025666168929610912,0.11494934080280358,0.09257963767746745
EFNA2,,,,,,0.015913109584058796
HBEGF,-0.02888603075258341,-0.03764247472446493,0.056507083868063857,-0.041819979302837484,-0.009368748663756126,-0.007445941243276733
CSF3,-0.02535742600173168,-0.05914834305161787,-0.019053967373759962,,-0.024822096306376717,-0.006186880204420001
PI3,-0.06007528863655817,-0.06819447466335385,-0.021455018748002156,,-0.09956268963842382,-0.052790923440107024
PCSK1N,0.060826795455187356,0.022342801747017204,-0.039815501203083276,-0.0020934408611917293,0.009237325931101869,-0.024511036254241208
NTS,,-0.05026203980651416,-0.006329050142965613,-0.017366319138439,-0.03014244145275745,0.05495008934257886
SFRP1,,0.002911601493305966,0.0396801584971822,0.006549449339997806,0.00719597974434377,-0.02082193312408645
CXCL13,0.009726994742485215,-0.025133319374274758,,,-0.029022342341961008,0.03441095165678823
MICA,-0.041869515389868744,-0.046505820954588196,0.04239233465077892,-0.013806795922276611,0.004947622072179379,0.04715655583898086
TG,,0.017641254965813136,0.01031065882663431,-0.014669358795969116,0.08240643883292717,-0.02065226636296949
ADA,-0.05003308679249042,-0.0032940263143241737,0.0497942696527521,0.004533680696429452,0.02211888056266841,-0.011706959343072402
LAMC3,0.03060822284093481,0.06795243249491226,0.04856919977652966,0.0017771169730524173,0.02388013509067696,0.044989398261034166
CCL7,,-0.033322141198239605,,,-0.019365018307028876,
NGF,,0.005652096519161888,,,-0.0026121510424178154,-0.013578744650580763
TNFSF15,,-0.024671600267069927,,,-0.018878718345342126,
HMGB1,0.10168080796890688,0.027401177210345323,0.05761669542930928,0.009289906289970307,-0.02874118145535792,-0.045273506045145955
ITGB3BP,-0.0053061989929705745,0.027277847922154656,0.03031829684267748,-0.045390287372774105,0.026457440954319015,0.04197439426154325
AANAT,,0.011321258276480502,-0.017187194208083005,0.07101013690739154,0.18631477765294605,-0.018522283203854507
RELN,0.00810078345984172,0.0528639467310731,0.0014749304077875522,0.06271545799921167,,
IL15,,-0.06162458878310095,-0.027441800742351943,0.005729453368279812,-0.031123784108481482,0.042918350119978216
UTS2,,,0.06968257814112745,,0.015030947232779736,
BSG,0.03265401097361816,-0.0028982228507939737,0.030459760759305784,0.010974294774368213,-0.0188636563857932,-0.002962019819002929
ADAMTS3,,0.03892489166259527,0.07226705678200748,-0.017813146435360944,-0.042673369453508,0.012105328587844846
CD34,0.049506724855139274,0.03828849846972316,0.0330403960845475,-0.02214575173282884,-0.012370124590688213,-0.011611917518681163
CCL23,,,0.06098249431036997,,,
PLAT,0.018755274919021795,-0.007659664279962048,0.06480204088716446,-0.0011863298589918482,-0.0094718066351903,0.034762015423025504
NTF3,,,,,0.02726283732828595,-0.0008034553290223649
LTA,,,,-0.012705502056198489,,
CKLF,0.09028467780611787,0.004252111985797852,0.07382021362717417,-0.0011180251009693764,0.046995005961449426,0.03994541859808956
CD24,-0.03668215606451886,0.02165186559114897,0.011372952329507701,0.03772598638565762,0.06487908528801276,0.004610171640340745
HSP90AA1,-0.06640122354605998,0.011856830806650339,-0.0789225555913914,0.005391268217854199,-0.13523417595027531,-0.0708725239274646
BMP4,-0.014938894537074181,-0.024980613510935314,-0.04484996844998523,-0.011422287877935101,0.015079527288744102,0.024672462993472952
SCGB3A1,-0.027104580789903552,0.028986024443858373,,,0.09303961892216242,0.050710172792629175
IGFBP4,0.06291228952455359,-0.04266699617592163,0.06297204355573469,0.004858438434244887,-0.04145187110463853,-0.0013702109267587522
RSPO4,,-0.017719217044444884,,-0.01477727238263597,,
LEFTY2,0.08787160407506328,-0.0316459359747784,0.12730729717205938,0.040702537322406765,0.062017889594142006,-0.01582584264405763
PF4,,,,,,-0.01261543220540509
ANGPTL2,0.08695511533391115,0.013258033565262707,0.07303084248118501,-0.032523803118983244,0.11944033720995328,0.040072225842000785
LRIG2,0.019314155613520626,-0.002853024571541239,0.052318221265393594,0.02833008803108195,0.047175261872451225,0.0549404772933151
ICOSLG,-0.012014882329934227,-0.02107709309630452,0.07507410502313126,0.007222536936524798,0.00897126210902227,-0.005803755770782019
WIF1,0.004490511132943205,0.06409890106029481,-0.03349299314427802,0.08337148437212248,,
NPPC,-0.0024817280409977736,0.030678074496105014,-0.003715954409720594,0.027890197105349797,-0.01332346359651367,-0.02386924347127177
LYZ,-0.09618626731616128,-0.06905578923124986,0.08149161665634416,0.014035873852480476,0.02338067895806013,-0.034593959405241605
EREG,-0.01867093358262521,-0.042998369711585945,,,-0.039307514809486965,-0.040086077096102596
SPTAN1,0.027552475350873618,0.0342529481557079,-0.016751847194815244,0.02561123997242267,-0.009535069677064212,0.03688474626166868
LIPC,,0.022007158914183495,0.02663180595578518,0.01610433261473984,,
