,UKF248,ZH8811Bbulk
BMP1,0.051502856179909,0.04449364262077906
NDP,-0.061100046505560564,0.026180025035887986
TNFSF18,0.03435080387332482,
RTN4,0.017254590078502306,0.0036885199489478738
HEBP1,0.023237530553479463,-0.007260805536712219
WNT7B,-0.02671334837330538,-0.00269989086657027
PTMA,-0.023833737339621044,-0.031194480738189267
CEACAM1,-0.01557393655595631,-0.014716200766779899
PDAP1,-0.03292494331374977,0.02120654170842601
QDPR,-0.03448945612681417,-0.032202481467572666
POMC,0.06281886192598381,0.20283191513614582
CCL18,-0.019434801333588804,-0.035935987771146344
CCL17,,0.09933707877592128
VEGFD,0.051411196425496075,-0.014716200766779899
TNFSF13,-0.014666129402624156,-0.005350104978277469
WNT5A,-0.011776192191862178,0.04129819356491796
CXCL8,-0.004786597545979912,0.006957072066434472
GRN,0.027460310283318645,0.028716805934114003
MIA,0.023739990499989882,-0.03362245992284089
COL4A4,-0.023341038498426954,0.011167157519314349
TAC1,0.025518801919195717,
RARRES2,-0.03483668101503511,0.010134718722156807
FGF7,,-0.007987638899575749
EFNA2,,-0.013986763975384621
HBEGF,0.012773429320281068,0.0005051156420716788
CSF3,,0.04162622662707449
PI3,0.04742307028538563,0.023165385279505117
PCSK1N,-0.021929547728753294,-0.0008597325160840146
NTS,,-0.017040217727785918
SFRP1,0.07724612470982692,0.04388377821320758
CXCL13,,0.0798321698570432
MICA,0.08170080806366993,0.05227484679655911
TG,-0.030605097215937155,-0.020986890907470118
ADA,-0.021261136123332643,-0.025830427560863064
LAMC3,0.025693427675094516,0.04778389158192095
CCL7,-0.012362175456746715,
NGF,-0.021225241364897063,-0.013798758336426794
HMGB1,-0.06652555047725603,-0.03605503681146002
ITGB3BP,-0.05103526666023238,-0.02703341673880139
AANAT,-0.01793563581405527,-0.018822396056907515
RELN,-0.018679437942511215,
IL15,-0.02957639614299633,0.017668254669099884
BSG,-0.027360433475921313,0.004423420367837179
ADAMTS3,-0.028420775200651636,0.028980680129159414
CD34,0.016703068104861937,0.01770589997586498
PLAT,-0.00022563385947394691,0.02944842838394005
NTF3,,0.07182158658007902
CKLF,-0.0018381836932079864,-0.009381018115460469
CD24,0.0466731045042573,0.01030634662286619
HSP90AA1,-0.0036753850845675767,0.007082276524009138
BMP4,-0.043017954821184055,-0.04632372357165957
SCGB3A1,-0.012362174220545686,-0.026774260545917312
IGFBP4,0.028999985838544035,0.021544165503623206
LEFTY2,0.019752559789525476,0.0836369260500247
PF4,-0.012823771334587782,-0.01281983753222101
ANGPTL2,0.06430683864527473,0.04105375978603344
LRIG2,-0.0021227629235910737,0.0039670821643937254
ICOSLG,0.010994988242360799,0.04936713388368435
WIF1,-0.023074295047805102,
NPPC,0.002027893990434437,0.046793388876957095
LYZ,0.017083386178564353,0.003026466843289166
EREG,,0.0518325720082135
SPTAN1,-0.03771706625234098,-0.016563269366640085
LIPC,-0.015699666775042604,
COL8A1,0.05989306509685282,0.0010689959729886492
GSTM2,0.07170620135340573,0.04098296440953549
SPX,0.04255184026848604,-0.015917466909772488
MFGE8,0.032467354290196246,0.03874243312164909
TGFA,-0.031892184834624214,0.045236158410722316
SLIT2,0.047104670668526895,0.052501361681999
PLTP,-0.030701062257733783,0.10105783954914056
APOD,-0.026550808672306154,0.03607048034956778
B2M,0.07148223029844608,0.03983877108495349
OMG,-0.052481960771321313,-0.008246701363833722
CXCL3,0.08686636233597671,0.012725961498831142
CXCL10,-0.021991089474804354,-0.017195118556592528
RSPO3,-0.016792442940084532,-0.02155868162227733
CORT,0.034192224679007524,-0.013415308395074283
NCAN,-0.01737265416763238,0.012044310951354298
PRG4,0.019146458911886478,-0.019795108473927406
ZG16B,-0.017142604501531104,
TGM2,0.09413099393683881,0.04322474966519501
VEGFC,0.053113941005373595,0.0510841933658586
WNT6,-0.01994609680889034,-0.024932950266011552
NRG4,-0.011385997601175752,
PMCH,0.11879530076151494,-0.018822395389427423
COL9A1,0.03223535083465907,-0.0045945363708536436
GDF11,-0.021475700199060154,0.06976160145686941
IL24,,0.1488072477231189
SORBS1,0.05581905798147609,0.03370229728242673
DLL1,0.0032382692591825532,-0.04592643417720518
TLN1,0.015630888354224343,0.005816490733661099
COL2A1,0.009360451004570131,-0.03287967427111386
SHH,,-0.014225947245122939
PON2,-0.02075456436370423,0.004673115199853201
ICAM5,0.010179190871442239,0.03530961063328969
HPX,-0.030891053166386174,-0.019921287313369687
SFRP2,-0.016435543570668454,0.027668333804599834
CD70,-0.030027331275695995,0.03360724744815291
HP,-0.04336348326462943,0.055088755284097866
CXCL2,0.038893220286200465,0.04963333689920478
NPPB,0.02692182507994407,-0.036777230344578395
CCK,-0.0720840791125081,0.0016618170293252188
SEMA6A,-0.04623738352540584,0.013856598364815804
IRAK4,0.014973743834212261,0.03803200926581531
GSTP1,-0.008231965904592981,-0.047386710125786796
VCAM1,0.028856003599849266,0.036576843870882565
NXPH3,-0.034567876893280676,-0.023738258801941955
MTMR4,0.0040360865569568005,0.027768661902213082
LAMC2,-0.012517827336696478,-0.01656760169764739
IL10,0.05354210745970343,-0.038666571380908295
SEMA4D,-0.007982927863461194,-3.9870803949583923e-05
TRH,0.0254185610753388,-0.03631485248584562
SEMA6D,0.00032526433361887647,0.009034588735031485
CEL,,0.01801755727540031
PDCD1LG2,-0.012765290780563735,0.04005335488390557
SPINT1,-0.020767966244667934,0.008394882866583468
CTHRC1,-0.006605790933389717,-0.003254278981824366
PODXL,0.01634013486299205,0.07405134367082501
JAM3,0.030919567247378883,0.0719754879362614
TGFB2,0.0714472891980103,0.03893678336833821
COL18A1,0.014208016714118591,0.013546894578756739
NODAL,0.003346632854088654,-0.015583029923915727
INHBB,-0.019881540283053403,-0.015206117435006807
LCN1,-0.012517830153258597,-0.014716200766779899
ARF4,0.03882007517022472,0.002407555714297412
CXCL14,-0.004200924420249474,0.07984000980346465
LIF,0.04325509503723794,0.07221421627099703
IL17B,,-0.023562939828106155
MMP1,0.06265081864530056,0.09242305651150419
MATN1,-0.016435545810405787,0.07330108728663733
ADAM28,0.024392665497393995,0.013700028457473304
TCN2,0.02975722490720013,0.012197937820151807
THPO,-0.021416196710102767,
CUBN,-0.03668815015807748,0.023327929743131876
