,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CSF3,-0.05499844228072902,,,-0.02242600554295335,-0.024051410610763012,-0.02371620419784624,,-0.03264323146365935,,,,,,-0.031750700219640424,-0.044778948267736436,,-0.009521288760969995,0.03950694229429175,-0.015436100636350335,
PI3,-0.06515385630331753,-0.030731563887156903,,-0.032244591786464376,0.004243103825359171,-0.027296164575894677,,-0.05112239647203887,,,,,,-0.03981835398084763,-0.07787531659243652,0.030591777965913367,-0.015188391897268958,-0.04842462338930293,0.018398053739297187,
PCSK1N,0.27008929688368993,0.04337607547771368,-0.0443360444973501,0.052572469916256755,0.016521328909893388,0.09366489179244275,0.03590492667207935,0.14077492244083115,-0.026419746949868615,0.08346329669109863,0.28252452887900703,0.2680850821736636,-0.05066348273814918,-0.012313310402492152,-0.08017025319170536,0.030848499425592132,-0.03161880448452625,0.027617186614823222,0.07164113461048346,0.12527730325710787
NTS,,,,,,-0.06289908908928761,0.01981414288151148,-0.06306248552639358,-0.018628315571870422,-0.00655232213510745,-0.055274929487636466,,,-0.05232082545869016,0.009869137837030953,,0.019615736456080085,-0.015024404719638668,,
SFRP1,0.06710884850957352,0.0005880957197784168,-0.02523623177600493,,-0.017606812602966544,0.03934644146630714,-0.0013570935365788733,0.0005549921545086455,-0.019722053416220832,-0.03087669562201016,-0.08981798759257346,-0.04739311810892253,-0.015615976779221698,0.07184107414169875,0.03156146595967098,-0.04719217088823534,0.006649332092378699,-0.03714752084157705,0.0491606129466957,-0.06274461016224825
CXCL13,,,-0.027418510294284267,-0.016283933531778812,,-0.023077796673607962,,,,,,,,-0.014887263580160641,-0.05373373616671528,,-0.023175445222242134,,0.004554024393423643,
MICA,-0.07069213514943376,-0.016649341261275156,-0.04058587164240391,-0.029546047277022505,-0.0644338373063392,-0.0558052634108252,0.021878802508519063,-0.05118476157504487,-0.025713752457170003,0.025678236041570376,-0.049108510250436395,-0.031018189957495276,-0.001520784771917392,0.04002141769372568,-0.017743756254529525,0.06207312516109329,0.09153773565449833,0.060754802666328545,0.044821925994909986,0.25023679917974484
TG,0.10046999442140621,0.009042971260375733,-0.015418662855281484,,-0.01900054032063706,-0.026085535632588593,0.06040281003047113,0.00011354802317255695,0.017566467910613243,0.055191475610066126,,0.019737723141328763,-0.028878775289091406,-0.005881692726778436,0.1227144229199489,,0.07763567366882558,0.019890237891285065,-0.010597316128091134,
ADA,0.028713380571868178,-0.03230691698259417,-0.03185290457672833,-0.021129923766528117,0.0023425877854867916,0.005778815161780081,-0.06205190586754664,-0.1485471517701193,-0.057606765962408414,0.038323009651777755,-0.13544357542510524,-0.09278831743008652,0.07139260591800485,0.012430837378419712,-0.013393224801342482,0.08594062599707086,-0.013279535730159614,0.010320650341904037,-0.02640589886054208,0.12993309513932708
LAMC3,0.04062345858314898,0.008649868076563419,-0.027418510397418272,-0.0018369176686316789,0.01890081396622375,0.023818545253943477,-0.059379422688084195,-0.10849568504386045,-0.05073528096484087,0.04447835376851226,-0.09618832928118905,0.005052589761950888,-0.06413870407799759,0.0042365032714803035,-0.05620806300765999,0.09921125905836663,-0.03087546210326242,0.011495104908448819,0.01945732928447971,-0.0624816980424397
CCL7,,-0.034165356138038554,,,-0.013737360294100491,-0.030596897602365298,,,,,,,,0.021708912388382955,,,,-0.026912056357609772,-0.07139521389401131,
NGF,-0.0316861660110634,-0.02343347137679311,,,0.00887597339215305,0.03377312143795063,0.035519388229494506,,,,0.10515882320633217,,,-0.002895578826132392,0.013579083059342932,,-0.055715581452162266,0.0378427348722147,-0.03200533788197265,
TNFSF15,-0.03919974189713678,,,,-0.015297222573166139,0.10403450336322616,-0.014728663731267804,,,,,,-0.026618920364658686,-0.002854640288824464,,,-0.02015307139845397,0.027409889697634367,0.01745937863021381,
HMGB1,0.12261019040936312,0.0497510948606553,-0.004576867778313363,0.07651164325071629,0.010822361851775226,-0.03232044257683585,-0.012962381550842948,-0.18679900947380504,0.06209418905297418,-0.039058802017918046,-0.060933212733612824,-0.050564246458510244,0.021576138743142844,0.025765930362551207,-0.0027885076306285368,-0.006788496478318332,-0.05418551312715844,0.018357275874705443,0.02757102304496237,0.02690527640631393
ITGB3BP,-0.19408282895201842,-0.04864326196317548,-0.033946813503858884,-0.021794964942486728,-0.020585352598716758,0.019448191667017122,-0.1029032393186017,-0.09377428442997483,0.00641721217774878,-0.03738434217330285,0.018411965256535635,-0.11522819341506943,-0.02336148272908083,0.01610656956137058,0.10359396105738644,-0.008944556903332837,-0.022267942151141574,0.0276434714738786,-0.0012647752975968039,0.07285768750936358
AANAT,0.041005850334856,-0.03366785054010321,,,-0.013918909526401676,-0.020412463910049427,,0.01864950136833762,0.06031727241925404,0.021613253718366587,-0.040022802977145805,-0.04367696160450039,,-0.01777988918651228,0.04252786236987681,0.04319694526010142,,0.06484051887761366,0.051000862217154413,
RELN,0.0935071977962988,0.03441279882456054,-0.017047896583992896,-0.025255108768570067,0.036346313492917094,0.08779429896373354,-0.024175291203121514,0.03167073915724637,0.037431307954380925,0.011014047732678476,0.07232154018702155,0.06631691605429736,,,,-0.0189412563179714,-0.024342726214069306,,0.0041361291570618155,-0.09210284413582392
IL15,-0.007923957173946457,-0.02139689333248607,-0.019643140585838017,,0.02056773459613178,0.023701769953546153,-0.01893931865946891,-0.03531858643100929,-0.01767508984377252,-0.03375256675854519,-0.062057877090934827,0.02293418033722531,-0.04543818017097216,0.04811040217965509,-0.0610343458484272,-0.006235388309323481,0.05076949759750493,0.04999395775510231,-0.03618314273638987,
UTS2,,,,,,,,-0.12035135915803556,,,,,-0.030641730818385615,0.08211990011923126,,,,,,
BSG,-0.10320734914122758,0.08316472132004779,-0.021986889669401752,0.05501573475809844,-0.051591020170806565,-0.04236333965184981,0.005269634114258174,0.17778295503898484,-0.08150606536432596,-0.01276479937344908,0.16041209891495806,-0.14310187160737484,-0.01941172325006314,0.040415442873417196,0.03772674727435809,0.09019500647886237,-0.002348674989594366,0.056188338647017354,-0.02353280477767914,0.14280291541633916
ADAMTS3,0.0007159538056624138,0.04157156421603887,-0.027091708514542474,,0.016141137651826683,-0.016475402410141716,-0.04961582200551577,-0.15456071383830158,-0.038157312528379526,-0.0295017888597215,0.046574899590920434,0.05077669406717104,-0.08849809920984682,0.017567568531066623,0.04153151394535312,0.07278307213644984,0.018720664268988888,0.05956847899606559,0.08466758200079216,
CD34,0.11986439016392197,-0.01123152056547497,0.027573492674237744,0.006637593400203731,0.007647714378882955,0.044647862180986715,0.02487868516928778,-0.13542433493878833,0.06151233510109969,0.026793595583452807,0.03930303408406994,0.03918557446646771,-0.008876662979523952,0.03358241880565347,0.040881509370122006,0.058554542979383666,0.044792006873832405,0.031058495582023008,0.008545986049908375,-0.05842073471326984
CCL23,,,,,,,,0.02734739752793276,,,,,0.003599479976681927,,,,,,,
PLAT,-0.0029035156049216407,0.015791620955509456,0.017503279701952146,-0.013500759206518715,0.0419642532906192,-0.02170480954777413,-0.09222926961236429,-0.14656347642464057,-0.193141110016402,0.021292289142667776,-0.07497898584320217,-0.07588467852111896,-0.01443607900364101,-0.012215719216889562,0.022817620882888804,0.04160433851025034,-0.05820577318086411,0.03335710166718138,0.040337010051794055,0.02459431702255218
NTF3,,,,,,,,,,-0.014103978631738963,,,,0.04167999791550607,-0.04184866278282352,,-0.009534945489982032,,,
LTA,,,-0.011338933128364283,,-0.017606811779292176,,,,-0.018784170409507146,,,-0.023266926687727712,,,,,,0.0068127669478648826,,
CKLF,-0.07295482522549773,0.05152635250352937,-0.030524836847362548,0.04327011089633483,0.0445682878092789,-0.09226276949564326,-0.06858989010945403,-0.20131033101788692,-0.03069273474468422,-0.010328177727485547,-0.16079585503854968,-0.09126013282511498,0.019236712936273218,0.05069827504578389,0.07235158045415321,0.009428213761706798,0.08698398573890917,0.04969206034750336,-0.06359734305922879,-0.05871030479724171
CD24,-0.09904238044314675,0.004086413125906187,-0.014088306862724343,-0.011784446635186869,0.024824618876290765,-0.04618862137985324,0.0501825800502415,-0.017951325029924213,0.07094958976714015,-0.0771396075926381,0.03121716390915497,-0.01943652633360215,-0.009525503856201475,0.05156055224153757,0.04683443248024997,-0.03577360272320823,-0.0057773923953063884,0.030684549394946817,0.0370771791329044,0.054679205915598196
HSP90AA1,0.12157851619825387,-0.029058244467547432,-0.0173400053170932,-0.03876265714841078,-0.0018487208480249546,0.2212651180057941,0.130656125688819,0.2560320781150301,0.022378387167076276,0.01968586340106797,0.305449206062045,0.2697912358016841,-0.11109195431674748,-0.12053119387760901,-0.05838706197891385,-0.021006850721548575,-0.019159019484806975,-0.04192227824326308,-0.033243385388218034,0.059703055592560055
BMP4,0.0997613967258959,-0.028597288173696927,-0.01201993380439068,0.07362085651152114,-0.010012986129558036,-0.02058029038404682,-0.03201208894819534,0.0641228773712944,0.009637583896407422,0.04853020428178471,0.053451114428272245,0.045426321446026874,-0.039708732060552414,-0.003669999714187287,0.01849773800735298,-0.029775446356743496,-0.006393481410574949,0.053525563778643315,-0.007344845461648155,
SCGB3A1,,-0.03323332812528547,,-0.023971182208805168,,-0.024308724606315984,-0.031798684216710935,,,-0.021726973249572356,0.03951131369687143,0.09930359665952009,0.06593111632981365,0.14040514332066203,0.056915941423841675,,-0.04185157011330334,0.005096243599913144,0.07227399107111859,
IGFBP4,0.0408087566407971,-0.0014333127747200606,-0.050189994217456874,0.009280978872087524,0.028931217362261268,-0.0788182037986823,-0.08372449490135822,-0.10888452404628214,-0.05250127117228066,0.012906509875669998,-0.10143462518557893,-0.017332349774512677,-0.041678429033925005,0.0380054205127815,-0.15359003588032824,0.05008132037950715,0.006063143069444726,0.028071051406136187,0.0016756042420180567,0.10567721211844598
RSPO4,-0.0387079003678684,,-0.01833068042685313,,0.04939253581330114,-0.02805621970437873,,,0.0023679704512055357,0.12466585490072157,,0.019408673243569916,,,,,0.03945162690139971,-0.016294880677105585,-0.031175739045781636,
LEFTY2,-0.019324888781215736,-0.0336775853792806,0.2380102108465385,0.0719891109015967,0.09186342272254207,-0.043547589917516845,-0.044784146919650956,-0.09009515224940016,-0.019716060398919308,0.001234249072272243,0.040004947084327475,-0.007979426341388523,-0.05213785389733401,-0.015284791082983138,-0.022211206853434497,0.08500550279377944,0.0011743318471793206,0.050891386838397,0.07226942607806151,
PF4,,0.022941126077378738,-0.010314300802446446,,-0.01198557621446711,,,,,,,,,,0.07946024675363751,,,-0.016383843353361596,-0.012467868016877989,
ANGPTL2,-0.04340262669776445,-0.07213105427380173,-0.0014898932457313642,0.024645151791100463,0.019658042905284265,-0.05104813004467101,-0.13631737841343453,-0.14262557437766743,0.03252732304099179,0.05111144344236998,-0.12667283746637348,-0.19470977484204993,0.007987332906673182,0.07341485962350199,-0.017609659740572037,0.014143804792264897,-0.03681357814606185,-0.001337530261605613,0.07151438810100932,0.09429537573961089
LRIG2,-0.0908625880737958,-0.02433278350874792,0.06557809449110644,-0.008322365469558881,-0.0361853137392482,-0.059584250316132376,-0.05846363451102492,-0.07318080201591626,0.02001376594323614,0.027021049913147938,0.0395815878565126,-0.06356188102318154,-0.06550962368717682,0.035973813163880645,0.038460517707574686,0.07967863400430497,-0.0018806817675412657,0.013336177419215032,0.023450495916711032,-0.018975855453852254
ICOSLG,-0.014601886621358778,0.017663335080088643,0.03899015491541753,0.07870490817561933,-0.052484018544189236,-0.04053614505130447,0.0016741003575322757,-0.15166354968063517,-0.034061760197203465,0.022718447765365683,-0.053758137393387466,-0.04541960235236728,-0.01656995523456122,0.03873064371977741,0.09019833621189664,-0.024475410790368905,0.0018014383501076894,0.03248040419474864,0.07863465547846817,0.07198236207687957
WIF1,0.38122974454844255,0.03716229085395109,,0.1082143585907773,,0.16940140668493753,0.15018563335064516,0.2277460607171868,0.12058018239593953,0.07852992390892957,0.2573072620400538,0.22862266724052782,,,,,-0.02620092122223018,,-0.025322395732215237,0.08771240910498723
NPPC,0.05441200083384295,0.08643862558166027,,-0.030073832327922594,-0.018592584428746173,0.09712146352326098,0.061149352868101074,0.044560183260650046,0.03514809239619926,-0.010966590120085464,0.11335430462787346,-0.16586211678214474,-0.022192497114543318,-0.0027548333388679675,-0.017577875980534834,0.0414059338696284,0.026444714591181816,,-0.026385912700163994,0.14416708385877966
LYZ,0.0011978000539320675,-0.06126303731850184,0.02076145491636946,-0.02684996398189656,-0.04106393756405421,-0.06775625419535711,-0.03489168189061531,-0.12401769941186133,0.03408112381794375,-0.0387749315543804,-0.2117630545983037,-0.030636989711112648,-0.035546600415863376,0.005471033871588736,0.05699991745599273,-0.00866090134919689,0.016370738029550278,0.020175611696708184,-0.07072062554729237,-0.017865117401865003
EREG,,,,-0.03022860399625895,,-0.039481758009102495,,,,,-0.0568617864275783,,,-0.015199327381416486,-0.037069405315461115,,-0.03510520578216339,0.04019562974279502,-0.04564669318435354,
SPTAN1,0.20161652390429025,0.09339532016793141,0.06248833815901482,0.05646405070544053,0.02329731463254477,0.12027919011906028,0.09093912028971736,0.18304176146873666,0.10484700655302133,-0.026952495476953213,0.30158404139727424,0.17592201272248675,0.016955848958780353,0.019745527372890356,-0.050248551888374536,0.0742863750353624,0.0539155100265943,0.0668422034482977,0.039218352646227916,0.10427114091254061
PTH2,,,,,,,,,,,,,,,,,-0.028507162398047046,,,
LIPC,0.0024224587034491775,-0.008617137722543565,0.13183900455367345,,-0.02153897311138447,0.08248438125023562,0.0794046703455656,-0.05476657268276396,-0.0053019005513140335,,0.016340517262740935,-0.058230137796671265,-0.02353287147451592,,,-0.0017332966781287036,,0.08870744463173542,-0.043814249622046206,
COL8A1,-0.19369568509232402,-0.06633474895111413,-0.026133496540680184,-0.027999277204323523,0.05996700799881331,-0.10264752071937319,-0.037872301521890805,-0.09087419883772548,-0.015841354509425264,-0.0002915392778797468,-0.0706964003676986,-0.12922068570284584,-0.02500537144701944,0.06964615938425528,0.0746861550222832,0.07391076457716268,0.03688720474127246,0.029001837510306827,0.0337365643908856,
GSTM2,-0.010678249338643555,0.061353996545641665,0.005886682646705153,0.006346290563416398,-0.008823800872604325,-0.023072377889054398,-0.00957841947154133,-0.06254060276531449,-0.0038291354854858403,-0.054163300229756996,-0.05841385733887563,-0.0401363260655602,0.05273852963200234,0.013805918501926775,0.04638796931233815,-0.03865391403074687,0.008273237697326206,0.012950876522370482,-0.02502143527282499,
SPX,0.21106099246763083,0.0035443186185682082,-0.05125106001282946,,-0.03529402890108278,0.1997531589203695,0.06426338459766921,0.09711900855929773,0.10126674025090149,0.03289123561183873,0.05760012949455673,0.21796548054910858,-0.029420412052902224,0.059467123106666096,-0.03363401567175719,-0.07713758807247212,0.11267709390214486,0.032011090033906196,0.02794693620499741,-0.012379009369867251
MFGE8,-0.10837250340430138,-0.0038515876962887255,-0.058796104166497914,-0.016096892530235753,0.060441118664771844,0.07596216557575554,-0.06437051274532779,-0.037934350523676136,-0.0804479141337081,-0.033095094075546484,0.09000691545221076,-0.11359480588171068,-0.0031418416222931934,-0.0729383215101941,-0.050308989972743405,0.023702166732139564,-0.041614237266812584,0.03366655888906155,-0.0205717694293815,0.03504392143485678
TGFA,-0.21033570665290233,0.006924387576481089,-0.016186935703490706,0.04948474079877961,0.02738600976265881,-0.0816706491803215,-0.05231225864323417,-0.13330145067078958,-0.0987410965969895,0.005949665949180066,-0.0916180416061036,-0.08764572254722583,-0.006626455850727611,0.03634198720510679,-0.015128345631586364,0.04095173948493924,0.01966957034278794,0.11938785955120942,0.03062509269406788,-0.040609773129718994
SLIT2,0.3737110676980224,-0.015720830678029457,-0.026894218092058234,0.04018353062969708,0.005310865990606614,0.07277670170644948,0.06318872999471853,0.09176943899013632,0.020065367409481342,0.01610603542808288,0.09891985028956173,0.24259537313538937,-0.06450281686425689,0.09726281855171882,0.09898247721323045,0.006472163716068475,0.005202862503960253,-0.02063095387705465,0.0049437747463221375,0.09617759435444735
PLTP,-0.013087424157874226,0.022181283918870105,0.021784184610864527,0.03861020145032663,0.0013731616912895494,-0.13133297830898402,-0.08613535171820372,-0.2288691813777346,0.11718016360229394,-0.04114195098253664,-0.2560160881698997,-0.045032846780144395,-0.0386874681326717,0.049987919189994914,-0.03497462608351094,0.01927904399669461,-0.009422657971483036,0.020886045951820163,0.09640384430454771,-0.1161389337068812
APOD,0.1874749171956835,0.0942104879931934,0.039469495647042455,-0.013383008507409628,0.011855858396893357,-0.08016807570070425,-0.09990325300374518,-0.2245003247284299,0.042885069602331155,-0.007898527034253994,-0.2054740125161289,0.13558702074102513,0.06982164026132712,0.08391077489914942,0.053654320431923835,0.015983270054837094,-0.025320736895569275,-0.034985399452046574,-0.01578718336100112,-0.08927481896786899
B2M,0.08357825533896607,0.05073553534203345,0.03134432254623013,0.03544693511699997,-0.059394897904947806,-0.11190655967868672,-0.1347505436131409,-0.2668266692571481,0.059813828094300955,-0.05057463729334446,-0.33400219069327697,-0.24922104245783097,-0.12953794711830457,0.13749736586299297,0.07357565655426071,0.06961290262516562,0.01901519831188885,-0.01618358747040328,0.021811056308896324,-0.07157889836507801
OMG,0.23051994801224143,0.019903016186956068,-0.004596157028912496,0.06561623853895557,0.06486910966924275,0.11626746282598059,0.02987322015739968,-0.012061827695147643,0.12304504707510885,-0.0023593669923618857,-0.010342003592344358,0.2045558448193144,0.021999064970989763,0.07236804271923196,0.07557213500629273,-0.06398177018933898,-0.04605568836017038,0.06802409614144572,0.04355093874102381,-0.01749960512340883
CXCL3,-0.1100281594896747,0.017662407557027963,0.041039670244711994,-0.042225080939841515,-0.021003414016783038,-0.045873016508796216,,-0.01426215494068244,-0.09673149760295115,0.05315837305082673,-0.07269129892388056,-0.02917336059812415,-0.02287159379957528,-0.03633634558965273,-0.09567422402093136,0.04648005259228175,-0.010969704537846854,0.003189845956748019,-0.02794490462014525,
CXCL10,0.06057791804154607,0.05893459749161044,-0.024724907574752777,,-0.00239348812180041,-0.042386991310230285,-0.02620127584820132,-0.14028669363761148,0.02807078225943652,-0.002606622170869269,-0.07197372738955418,-0.03165704087029424,-0.005227199619493595,0.020253268264185196,-0.0114708340643973,0.08264305933441746,-0.0004324551790227498,0.07144757038518136,-0.025882240517364125,
RSPO3,,0.01153874445330191,,-0.02242600624244547,-0.01391890849795185,0.1354326785569566,0.0630597038272163,0.13292183964133705,0.041078162211422485,0.0630718541745133,0.2067503724133434,0.10766533120707304,,-0.03106488232355323,0.12432246231170599,,0.012845747602892418,0.004056028418114435,0.013539405212830367,0.1022506465448931
CORT,0.0689958946882329,-0.021175044608896246,-0.000970305586315996,-0.011679518974868446,0.046022897885661676,0.06876627596617751,-0.006265477349628115,0.14318290782508192,0.044246097548540225,0.013647688631753108,0.08300177925004623,0.013290043084466257,,-0.02626931391202139,-0.013638430983932743,,-0.03883061649681142,,,0.35790493855822797
