,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.02617050707519936,,,,,,,,,,,,-0.04424648804492858,,-0.001882911971562873,,
BMP1,0.013926562010203822,0.1393089315503149,-0.014403951216425756,0.02021570073314166,0.010066366897906484,0.07712008371857693,0.0039105617077703474,0.030688951333297534,0.04844089114127986,0.03593830958234542,0.08236085365902912,0.027767382444256666,0.048900066323687964,0.13488079903769162,-0.04068215478289831,0.06211461001698048,0.007553737806119697,-0.049181253018425686,0.10001699539019637,-0.00499999822567853,0.15368126000461552,0.051592290048068534,0.08232788553582832
NDP,0.05208676148055619,0.02694375729643009,0.04193664352645643,0.03061792903820817,-0.043724404591013684,0.02887798065873113,0.035223331516471806,0.02596992598974911,0.007350143104038112,-0.014069033177591313,0.10270260683248254,0.03426687315318642,0.00043671371675197746,0.015048027965182216,0.08055300788225139,-0.005949853313793968,-0.002254032055342533,0.0830875893793718,-0.011551334168227454,0.013600842057752234,0.029367184181419263,0.07074963731673016,0.09248708142544089
TNFSF18,0.05930327448797794,0.040874837372073626,-0.010581215381479478,,,-0.01855280546241112,0.04199354831540433,0.05405408680128418,,,,,-0.04394634316042926,,0.11493468941630086,,,,0.013177410074489545,,0.1747003630644771,0.05407049497311741,
IL36G,,,,,,,,,,,,0.08935208252325762,,,,,,,,,,,
RTN4,0.05188216031229914,-0.03339334496323621,-0.02099219629285072,-0.007532114060251719,-0.03294326706853139,-0.13129885635146737,-0.03209984542441191,-0.05278284147747753,-0.00889841531438134,0.00010179904790155155,-0.033988594038814664,0.002482282498683798,-0.0065435378241376595,-0.044480463012923126,0.08472765131070349,-0.029896076252447237,-0.006063443061569094,-0.0857319383216334,-0.027344259798479386,0.03244836936552196,-0.09697821064520373,0.021235980341421042,0.027240490148417933
HEBP1,0.016236157124994755,0.0350229284163023,-0.000510615176849629,-0.006755882795950352,-0.0008563054699345747,-0.00039750392437618346,0.05254068079029051,-0.024619178637648387,-0.01848600563535269,0.024898109687727023,0.01778135566999108,-0.028543604538165,0.01977046657645125,0.02535986807766972,-0.011698190925572727,0.04604231882213086,0.0321424988779719,0.016843751234446702,0.03447957383954659,0.051889111761913166,0.060355239748076876,0.04433833662596427,-0.10424777182195302
WNT7B,0.05760914220999197,0.05194687545247695,0.001659126099844245,0.012176316133039307,-0.04418216028726714,-0.005936924169433128,-0.023821643373829516,-0.005833180491113583,-0.018379835235113128,,0.03256029635476318,-0.013620707595521309,0.014360805004526451,0.12147646160593614,,0.07283979323960207,-0.031182300982948285,0.06617008077390553,0.059064660156625155,-0.03199941461315676,0.04121293814012619,-0.05100809312438538,-0.01376847657010541
PTMA,0.09624136517226299,0.041526539066504595,0.10031326346613416,0.0033747239274736942,-0.0026321823272243174,0.08252662792859865,-0.010689898232304453,-0.07499764616704538,-0.013731942905055132,0.032379343951128514,0.1634107612355058,-0.043082118708127705,0.15769703579911765,0.08842446321181703,0.027725169024495133,-0.08733449734820342,-0.036853647039011,-0.0154272221628378,-0.019133614662045825,0.06933383787048743,0.08930132437045807,0.06630643197671865,-0.020219155913361642
FASLG,0.07731063351946685,,,,,,,,,,,,,,,,,,,,-0.01082140355940759,,
CEACAM1,0.11135027001775552,-0.016820970807300255,-0.023681733064069257,-0.007016291443965277,0.003888670437732437,,-0.03576120090452092,0.04213661609372878,,,,,,0.13213831192904543,0.0689945543040391,-0.0381414558799664,0.07117006048228527,0.034952466346922596,0.032210042967867863,0.0006502987527083944,0.04084628796914159,,
