,UKF243,UKF248,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
TNFSF13,,-0.016903503407399597,-0.012550627933595104,,,,-0.03333324537556343,0.0014038083396564504,0.04850189888967843,0.030872179348392297,0.022040158959821612,
WNT5A,-0.04207259253217076,-0.021571117834973747,-4.343436733638767e-05,0.039301473738440375,0.024095784061117082,-0.02089208650377143,-0.034977637301565265,0.021972223451319342,0.036839110652997165,0.02666018817658235,0.10969250898265184,-0.0369993847880815
CXCL8,-0.014112288529457655,-0.027566193959139392,0.04383682020515321,0.09540921945624899,-0.005425836820222324,-0.008880649287124186,-0.03066759563621506,-0.057263744640594444,-0.020688062142872405,-0.0180364143176142,0.1327829960430121,-0.04548819334799913
GRN,-0.021875592093054674,0.05871380083652366,-0.012301323221210926,0.0306798328446078,-0.048877312334707934,0.055295352684277904,0.000899955926775227,-0.034060172063020436,0.015678414526355666,-0.0018776080846116027,-0.015424023910922237,-0.03152053833501314
MIA,0.013476434010318668,-0.01926729340155476,-0.022693955833262294,-0.030923736732684243,0.08082568234641418,-0.026922884586371525,0.09984032764529166,0.04946162989294619,0.03932293374360781,-0.0289313294384144,-0.045155206374302814,
COL4A4,-0.022806793660429106,-0.026901802988306554,0.11000082152867992,-0.01412825616487975,-0.019555881390109726,,-0.026463238107409342,0.08981576492896962,-0.024464213949471743,0.079613472569048,-0.025623708481983646,
TAC1,-0.048170530599399825,0.015496014144995547,-0.006321464924632428,-0.05753638049198393,-0.0144935786713681,,,,,0.025284681501447286,-0.04464069329271728,-0.02036987390118083
RARRES2,-0.022883609950964952,-0.07420321363015493,-0.05232524776714702,0.12126644958548587,0.0038932618990208784,-0.02049728023735068,-0.027593243391964346,-0.03011884738907184,0.029569494202672315,0.04724258449729508,0.08041762095926883,-0.041281406630022596
FGF7,0.06435274763406136,,-0.02282533991950952,0.062022787114105034,0.0032466479654566028,0.05339623624012011,-0.020654817353671726,-0.023758867664346203,0.03369438615507318,0.07492470259320172,-0.02666846756716316,0.021682737589720547
EFNA2,,,,,,,,-0.021147933358003395,,,,
HBEGF,0.09379923502501013,0.02285358317306687,0.008206220315983188,0.03894435724393643,0.043979261663248045,-0.012110133940949152,-0.02087058185539954,0.004240094748194899,0.00771336560651476,-0.007592666403804881,0.06709408316421801,0.05564672984222057
CSF3,-0.022278702709811367,,,-0.014947423087279747,,-0.029824187277284857,-0.001181440682814083,-0.01630023707945853,,0.014107236958366553,0.07729353386176564,
PI3,-0.04556381936330696,0.07615969774526059,,-0.016830995680907547,,,-0.07110568380161723,-0.04032032548406292,-0.021380329687764543,-0.017894601012479115,0.17245099677786338,
PCSK1N,-0.02663613240838477,-0.02277055647471942,-0.015504657909757627,-0.06183774867954619,-0.0019849654224702393,0.05518123387712091,-0.019537111554230817,0.03751307814363924,-0.013498013466194076,0.02873361191522576,-0.08452272262219733,-0.035337329734053596
NTS,,,-0.014577697135488956,0.06760848565908961,0.051962676057420075,,-0.030051720199141225,0.005962565474779049,,0.06617426902238512,,
SFRP1,-0.048064214846978925,-0.002129304715892059,-0.02444055684961119,0.02659554829284959,0.015574790978161161,-0.03176679293617368,0.0067603956723068705,-0.0286471426193482,0.015030822316655925,0.023861806149174294,0.039147021882210226,0.14420093675211276
CXCL13,,,,,,0.009752478489348824,-0.03901988757864431,0.009122227867734924,,-0.010137502562237437,-0.03322020345419379,
MICA,-0.01913112221136379,-0.033159983519155584,-0.030941640326958876,0.03717716570397365,0.03865116545069219,0.06731286204852042,0.02097551529018296,0.06055540000520123,0.061967344123448495,-0.0029384548200126807,0.06659627970801246,-0.05740769980583213
TG,0.008050603400394275,-0.025195198654127855,-0.016826505368836286,-0.018040202350666036,-0.01887090670199723,-0.004776304567731423,-0.02308234306215421,-0.03173209836699633,,-0.027280436042375542,-0.036608836119049006,
ADA,0.025363127990405455,0.03986812028423908,-0.03287223108082989,0.08167602099527185,0.029649163603286864,-0.0029026353937155257,0.007257261251958097,-0.021430988348285235,0.05644463818424301,0.05512216899120666,-0.045349619027370246,-0.05413091181444229
LAMC3,0.05843672979201337,0.013713574379184523,-0.00482932137697014,-0.002787199636875181,0.004931310469049888,-0.008053581560776842,-0.03870074295712705,0.01473841430409489,-0.004898197105041868,0.06316092480145095,-0.0416264312684159,-0.006651237109713955
CCL7,,-0.014248072495432952,,,,,-0.026035832270028942,,,,0.1809518228971259,
NGF,-0.02215897609686591,0.06204854493876558,-0.01605699927705998,,,0.026873515657435655,0.0469693081645462,-0.0014935326987855716,,0.01554487024959034,-0.02340916309435913,
TNFSF15,-0.027413418947520547,,-0.019496717347398024,,,-0.018992628671826117,0.009229168899453787,,,-0.02058367695538293,0.09853341629992816,
HMGB1,-0.03510331094865614,0.020706679727881244,0.04359099969391201,0.10372390596709119,-0.0043628249055126765,0.040794297063084406,-0.04641023076323261,-0.004374743326003505,0.015526526148595442,0.014711112365244609,0.0620149185915887,-0.0072974616141697575
ITGB3BP,0.010542617021669375,-0.06249509960173959,-4.587269184279719e-05,0.06511201558889398,0.029336344967614038,0.016998795907076737,0.05228859491143465,-0.03552670272913082,0.01231728659556051,0.006315711220221384,0.044244159635071806,0.01464731820439287
AANAT,0.04670649414071243,-0.020671785497986633,,-0.013482980130702574,0.015390155240769114,,-0.0034677571289815977,0.02791378435707136,-0.03112619815200744,,0.09877692088659124,
RELN,-0.008140538402122935,0.014259848029311727,-0.01819645467815462,-0.03956329412395003,0.0367234534421911,,,,-0.013460288567180099,0.00550971949347068,-0.030983293995643226,0.018010588702807806
IL15,-0.03896770183951739,0.05599539084478745,-0.0138730734591269,-0.023653837324692156,0.006897035551889553,-0.04465898088162413,0.0017232120213857122,0.008316155560280371,-0.03876202882487262,-0.00902003272556538,0.01420159787612911,
UTS2,,,,0.0785478939515755,,,0.0027694102344968173,,,,,
BSG,-0.014420394112324972,-0.011408282080988262,-0.025204380797011258,0.037213679182670885,-0.044211651674967885,-0.011070112863012202,0.012860977030033277,0.004086136615018828,0.05660414827208358,-0.023147882232762852,-0.04328749406553076,0.0073875886670049734
ADAMTS3,0.037593295214681396,-0.06069907797569936,-0.005937761279518567,0.11686775875408706,-0.02635316865304214,-0.02694216838231825,0.06333687687341917,0.01574669429326846,0.07593065697756297,0.05872671016344264,-0.0090558404501217,
CD34,-0.03464055853027214,0.03159444749206914,-0.035923002123935635,0.03131410666996251,0.021153714591985374,-0.005128702699621586,0.039273248752848634,0.07655943558779396,0.04328625534847635,0.055126065469702404,-0.03740789322791833,-0.08982857356402606
CCL23,,,,0.08678076124839976,,,,,,,,
PLAT,-0.010504036486046232,-0.005883966700444915,-0.025271867698545936,0.09505230548215775,0.006577269876520625,0.049035894586606725,0.030223554323026442,0.014688209639901528,0.049797552396820786,-0.05190992378818582,-0.03159606373119594,0.03399296655323979
NTF3,,,,,,0.09115216300325603,0.030502045771684933,0.04935984463172692,,0.03342898071783341,,
LTA,,,,,0.050856753195663955,,,,,,,
CKLF,0.024616981942300498,0.029838699017074498,-0.005412903141828225,0.09739921612120407,-0.006066900059961595,0.040901126716340996,0.009962308576017941,0.05674812686774499,0.04918118234387695,-0.016018910504432844,-0.06368109331474196,-0.08285150623093973
APELA,,,,,,0.010095829759951356,,,,,,
CD24,0.04551551329777748,0.005667084164444734,0.03037606570316641,-0.023753937148866703,0.013736184882993416,0.07700608327376808,-0.018837964920702423,0.09128499041607409,0.04312237911967794,0.021427621548606956,0.024752081628716463,-0.007014365766244945
HSP90AA1,0.005000417228004664,0.004356259778171933,0.0742551671363845,-0.10477805107345389,0.019061302370753756,0.04884149988168786,-0.09765331214865415,-0.08419319333036568,0.023263658135324272,-0.07784251844906111,0.12191027991806803,0.01817015694130461
BMP4,-0.04795744464498054,0.04439248672157762,-0.015211932410302597,-0.003313742879680002,0.03431634274047178,-0.01138301327289988,0.0034811568239908604,-0.006597779922375717,-0.007834761203827362,-0.011754777043870556,-0.06935046462706174,
SCGB3A1,,-0.01424807107064474,-0.017709223634103304,,,-0.03976266258408434,0.043438660365572694,0.023466922024527794,,-0.042745801980033735,-0.009353799860032902,
IGFBP4,0.008722634101325151,0.010730177521886718,-0.04708017766592344,0.011649435351986837,0.015320803103884771,0.04706986158188832,0.006796928352983715,0.023677938608521437,0.02161788333460152,0.009045335664676964,-0.03213077865958027,-0.05978440800529808
RSPO4,-0.0270694611242011,,,,-0.019009728531512216,,,,,0.024325017462151502,-0.03153305624891082,
LEFTY2,0.1281137419918739,0.04373035997646027,-0.028711935425088493,0.04713095676549482,-0.04681432077019804,-0.02147477266261392,-0.02210147327207872,-0.024316323772691977,0.049030000953699804,0.11174141486728076,0.008629942637705178,
PF4,,-0.014780086585839928,,,,,,-0.01938354506224413,,,-0.02470162724795127,
ANGPTL2,0.008062487001927797,0.028464745820561965,-0.06420942206710141,0.10057806429284646,0.005113032396255555,0.05774405619484213,0.01890822125663663,0.03990311448938744,0.0392062804326244,0.016542598829466737,-0.030796489285151735,-0.08543171888764148
LRIG2,-0.0027026846487947453,-0.05365057807704995,0.0023637724242034854,0.012760803482245522,-0.02540503585572861,0.0035372523188788134,0.028933257963855492,0.009429306145675678,0.096828346633335,0.021068982984128095,-0.039574516211672045,-0.06819678280082311
ICOSLG,-0.01560428812468793,-0.014562195720957318,-0.036457567779130125,-0.02847838022617162,0.04333148922810121,-0.002677234945454586,0.026568474847854094,0.03674171333968835,0.02505802125384338,-0.02711060782056616,0.03831853862553119,-0.0270997614516383
WIF1,-0.06299496237559217,-0.013535665142346161,-0.01174729807396839,-0.07098152249152033,-0.014669357249372178,,,,,-0.026760749649961346,-0.02312446960120196,0.10731652485790508
NPPC,-0.043754395132055354,-0.027873370437084682,0.023639072608093538,-0.036302390459484433,-0.018455313589956873,,-0.026989023835494636,-0.01471668516708045,-0.029529684445964037,-0.027647120722585686,0.014353562346194115,0.01997436403621911
LYZ,0.014660684218890553,-0.014475090406899975,-0.010919174846268573,0.06078894271624986,-0.02422194614827516,0.025901301765133493,0.048599440860837284,0.005993352742191738,-0.03771893927231521,0.006253132732441319,0.042605003309423024,-0.07505749129794943
EREG,,,,,,-0.02511139485365265,-0.035679461127559486,-0.00751145736094358,,0.031203866512433495,0.008630765130625337,
SPTAN1,-0.06090060446504222,0.03705956447102976,-0.05096252785513481,-0.02823263376426993,-0.029844131375265755,-0.03418172877452369,0.004199933855627309,0.011537698531831475,0.05307749998428268,0.02804921759178704,-0.07426451164688044,0.00949597408595327
PTH2,,,,,,,,,,-0.0033611550037249637,,
LIPC,-0.0020095922143266933,-0.018094710849850235,-0.02151357969347542,0.022341452418536956,-0.003616839466952206,0.007528510934921449,,,-0.02208567874895302,,0.04048890725224259,
COL8A1,0.014199354601991567,-0.020309270118198875,-0.043726657936973425,0.08872362963357083,-0.026000030729723764,-0.012895446342255328,0.010991218336226415,0.004602382802482545,0.030918762131787923,-0.02104925133475313,0.02593914369771698,
GSTM2,0.10892135814419517,-0.011884796681381595,-0.011731551655259988,0.0004814901876687451,-0.03827622299321319,0.0393811430346323,0.06007954280587033,0.021628485360853458,-0.0521760879158079,-0.0009410675694839413,-0.002152330771485515,
SPX,0.032525154690049914,0.007962278855364139,-0.005053222138146802,-0.047286045473954284,-0.032244973746484586,,-0.026250525419748098,0.04384222682991243,0.011509154113898157,0.02349049135802932,-0.042169933500046816,-0.015140731311055193
MFGE8,0.018844634023079232,0.006772955861151067,0.009379726073781257,-0.04369120265069762,-0.04601772208469926,0.027800017525025752,-0.000635083803841245,0.023788227103427,0.02351276871645322,-0.011641069877605237,-0.013400893522079398,-0.08427665193991896
TGFA,0.025275732464278444,0.020269886131597636,-0.018772891705174613,0.058611828898467784,0.016142488380470263,0.014398130313727277,0.036740322621674135,0.0170372622673721,0.038758969618782564,0.039216138788315855,0.02556533199538131,0.08132522646809827
SLIT2,-0.05485809152577938,-0.020020507986505204,-0.005867979750693465,-0.0006550031260101689,-0.012047750547890911,0.04795172634469772,0.04575607230810208,-0.004358818870670188,0.009848123859267432,-0.004827131384740746,0.039328090197236945,-0.06621306992571543
PLTP,-0.030074237064237223,0.07968408977517973,-0.05373576120698258,0.10594696673049601,-0.033371193687921796,0.049833077175383114,-0.004286804409640203,0.018755275976406374,0.01856267972347859,0.04554566224860151,-0.03560694415350125,0.033843042882895
APOD,-0.04835371899973048,0.027200239615328883,-0.009531189484428193,0.04411425580600645,-0.028996899383171428,-0.03124671135400836,0.10981725370584662,0.06188047868634876,-0.034480356436305565,0.023587549352895292,-0.11873670358856991,0.06386875997741966
B2M,0.012798463322346307,-0.00585716677712478,-0.06900187269954385,0.08571188997274996,-0.01966016172537253,-7.861979358474719e-05,0.032828899659790516,0.015963639987721562,0.00015539936689833435,0.026745729006217068,-0.019819260587671955,-0.02875491337778215
OMG,-0.011048225370808986,0.029833133799204062,0.03425730625701495,-0.01516606779762304,0.010654432297141421,-0.01590318433263087,0.09410905060044983,0.07894653858170764,-0.012851495037172454,-0.012919943263326739,-0.04460821712406281,0.04709110740192282
CXCL3,-0.021824987695027123,0.0071495377749799085,,-0.017702508390342663,0.05230349090851865,-0.020024729475771212,-0.002274929784418562,-0.01815977081040514,-0.021919083728281462,0.032690401560433034,0.11762503417495158,
CXCL10,0.01749807408687076,-0.04010625835309982,0.08048377420158172,0.0549226625347309,0.02437449319242765,-0.02166971779717767,0.00450557169607243,-0.02599895315011824,-0.029529681235097017,0.0019604101787830033,-0.021054022164719383,
RSPO3,,0.1234113412129958,0.02060359512986489,-0.022139768301221257,-0.02871132136083277,,-0.05913719777993603,0.010202612834505105,,-0.016957005191592153,-0.01050491139539493,-0.029516831906419887
CORT,-0.030349635246368602,-0.003423878432706875,-0.03191771887592409,-0.038317829330252205,0.040734153752814944,,0.042849638441951214,-0.020283894717562274,,0.0415739483799676,,-0.0315191956665179
NCAN,0.033990535635432216,-0.03747132899639473,-0.05371901525260308,0.06396138044584308,0.02833084387208995,,0.10817336398310529,0.06946520240649826,-0.006739443926657923,0.017183556624131232,-0.06403627170213248,0.06942021187085921
PRG4,-0.01183794680536933,-0.021427399449725205,,-0.01917905443348145,0.0212622617588738,,0.01704289771776621,-0.029930127909343903,,-0.006515109275633904,0.027841790592205696,
ZG16B,,-0.002316631740320611,,-0.02070687132051909,-0.012987243636560767,-0.02832912530411198,,,,,-0.021073021436741366,
TGM2,-0.04263887512577279,0.030238964959215135,0.050541644910901615,0.04367444270142676,-0.02366160914110402,0.039456159189708066,-0.007902833614226366,-0.0016171248810425488,-0.02720634865428238,0.016102555817350647,-0.05857211904750385,-0.018312934840345536
VEGFC,-0.029719767610520836,0.023278599557521963,0.011353914246498259,-0.02528637909858407,-0.03497144293459204,-0.027236024449109133,0.019099702636049862,0.04379071128480913,-0.01157970384238643,0.03259268231112057,0.06358361160268425,
WNT6,-0.03769258293306428,-0.022988949989291213,-0.014229498771814524,-0.018860088646822384,-0.009749759660888209,0.07482974988152995,0.007381430587447729,0.01021422323201142,,0.012332219373494704,-0.02177475350679845,
NRG4,-0.028089849893047296,-0.013122974983002756,0.025489389455906418,-0.02388872898277298,-0.013741378833335241,,,,-0.02321562339729129,-0.02819189278551505,-0.0021005883691866283,
PMCH,,-0.01512493489297356,,,-0.019009727614087493,,-0.02646363131296146,-0.013799757973528464,,-0.005117759192867118,-0.02947920669983445,
COL9A1,0.035841207693917077,-0.011851814774552272,-0.020306317084636174,0.09389415994027055,0.015436082315150078,,0.038447312088251334,0.04923681070053413,0.04577800981023097,0.012107263000658102,-0.05229983310217376,0.11808046562115498
GDF11,-0.04170858595719018,-0.0019097326166583194,0.0050164008216142504,0.0925882441197821,-0.03875445880653012,0.07823176874783817,0.07342162604650931,0.02148569135393845,0.029885601095364096,0.01619332887477198,0.009056899292985808,0.008137729008932594
IL24,,,,,,-0.017864249436033264,-0.019730645814664678,0.024913471189073746,,,0.0902099846882341,
SORBS1,0.022194529018467028,0.01535373884601545,0.035623532133570404,-0.021579138058867787,0.019345012690468132,0.011311992377748513,-0.04212416883535829,-0.023254198630497075,-0.03096539397015756,-0.030015641332064406,-0.061855424676072725,0.09908769015143523
DLL1,-0.042807289994027865,0.0240857238791281,-0.030304719953409446,0.011093104126017913,0.042816060812765316,0.017302005864123924,0.09663928492666186,0.06499010342909362,0.04150785095193421,-0.013109288037537997,0.04076012416818107,0.020887512628064105
TLN1,-0.011061508292165899,0.04090989020603326,-0.00773244797673257,0.08028301311686731,-0.040942461235654114,0.00896905457296861,-0.030431250607162907,0.026300133311545154,-0.028905186520446886,0.022049405779988304,0.030241625415373077,-0.07472083574920248
COL2A1,0.14987430426841225,-0.022862500547438946,0.032717456553232424,0.06813528069733896,,,-0.01237656313427679,-0.03145064275731816,,0.01168163114943192,0.004214192510836765,
SHH,,,0.028014084184770433,-0.01391632729794253,0.021372559757943554,,-0.021251224862890102,0.03796541274325736,0.046578752930392514,-0.03742853598857084,0.02450193475479765,
PON2,0.042566869776117816,0.03400068966440684,0.04685980985713868,0.08687752919013997,-0.05706656225088882,0.022887648809533877,0.07310679467930882,0.031519096645176485,0.01338198274194994,-0.028339026011473204,-0.07884192926700022,0.008636992736832026
ICAM5,-0.02920333932030987,-0.008436171683259363,-0.001750490839670908,-0.034592443106880845,-0.035374953738097965,-0.016910707048752194,-0.01985540845224359,0.015540100901174017,,-0.0004638780859241562,0.013098902615570528,0.018713500934675935
HPX,-0.04578539915147355,-0.035603601203923745,-0.014229499731694642,0.018504262620904523,0.0418503170448726,-0.022115513867032397,0.03974528430537255,0.08356653265104383,-0.03112618540533258,0.013214796752839797,-0.04239081339165876,
SFRP2,-0.037433194433818304,0.05427605379492578,-0.03363849332785826,-0.014128252004621632,-0.021241465063868828,-0.017630436234498472,0.01574821774071684,0.0021810350977419153,-0.018826181865799152,0.00708270689739038,-0.031011203023001917,-0.09485114024512148
CFC1,,,-0.02404437222547845,,-0.016344569774967708,,,,,,0.040155122253677976,
CD70,,-0.015123890208906959,,,0.01669060416083481,-0.019999396740922118,-0.006463228271350004,0.019731457339344893,,-0.012906186136009516,0.084968634594608,
HP,-0.01927706396379587,0.022717405795408336,,0.052268999520738574,0.030863366588644102,,-0.019868109569133062,-0.009965236654463402,0.02134490936274144,0.022409666478323275,0.068537223334642,
CXCL2,0.003245710469675687,0.05499033504467807,-0.021992307838873574,0.032905044476178896,0.0017421882597576641,0.0042242062300638745,0.017951935817342536,0.01106568019611583,-0.020666877632904243,-0.02226378583505305,0.08517723306411777,-0.003988162173944081
NPPB,,-0.01838139067515367,,,-0.014311970007169406,,0.11037738462637789,-0.031598197574984686,,-0.03271274859133106,,
CCK,-0.06675261139059183,-0.02567234377993832,0.017965838416822838,-0.09842924005381946,0.0046140456688673935,,0.042238955325740755,0.00894755938752745,-0.028602083578688504,0.02663779834397719,-0.11285066067950986,-0.03813324782362752
SEMA6A,0.003600831502001579,-0.03914076143638693,-0.03776062825813979,0.08517614114705735,-0.015903211648850602,-0.008631657894685563,0.029182233261518864,0.038857199082991324,-0.03132941850290774,-0.01354177110029034,0.0481502779261673,0.06762480847982145
IRAK4,0.07515410965115547,-0.00043913045698611424,-0.04013545517929546,0.058069479828186915,0.02704682557053065,-0.014997746693980464,0.09021424640084255,-0.0017760681765804677,0.015478101070965769,-0.03763314504017342,0.027709088429525176,-0.05468916901065636
GSTP1,-0.004573994813634852,-0.02834272930900729,0.0054569769517286764,0.09225811386320591,-0.025979099914656696,0.014710365826879976,0.03439991736173723,0.03439911682059626,-0.01826733230742273,0.029853692070472487,-0.003057427554145689,-0.04113148837593984
VCAM1,0.008715771107298249,-0.0005977476050041043,-0.011422692757567778,0.06627136317736139,-0.005970315648553132,-0.024408037450645934,0.07625828965409613,0.062019832949279874,0.009650110723409322,0.04333320174946733,0.054906396628099555,0.0054037960974627226
NXPH3,0.046863560704271695,-0.04506055530356071,0.0027039394402078587,-0.018770430445975414,0.025463261762287203,-0.03371045614543691,0.03008349912011908,0.02310706148347163,0.0722694879006265,0.020717667378262743,-0.07793900897558752,0.06756324883644771
MTMR4,-0.02237773600245719,-0.05414585039046367,-0.028675937033839388,0.05818435824474543,0.06978017655170678,0.010700677430171935,-0.009817615409663371,0.03599664933846765,-0.02048303058116824,-0.007556977418453877,0.023918952143172658,-0.012336011143307549
LAMC2,0.04309393562541574,-0.01442746966362023,-0.019496715431193645,,-0.018017173535753335,-0.025948635599982936,-0.024257029149821176,-0.025050150071911546,0.11180713040922602,-0.021244984411407982,-0.03153307360777344,
IL10,0.003166893545723509,0.039023490974792845,,-0.023229651455397838,-0.025060009262922584,0.07290772369630186,0.07371991448995852,0.040961232601333886,-0.02165124463399442,0.0063214477750568945,0.024037409192747713,
SEMA4D,-0.037873912134809985,-0.02425532377185354,-0.004972964421572141,0.006980787921977811,-0.011982744525124045,-0.041972609366957056,0.012446261332966294,0.016984349610423916,0.0036619197442166592,-0.05761178278300232,-0.052117548349531084,0.09634367911608317
TRH,0.012840865919772114,-0.012060019688192435,0.002433066928031704,0.03147255246404014,0.035889159739579984,,-0.01330429685153339,-0.008590630066810313,-0.00719095140940016,-0.01696792406602792,-0.01991906873475804,
SEMA6D,0.016655420040226247,0.025302442694989,-0.03172853524988017,-0.002356441313713628,-0.04206367157648781,0.03849813014412976,0.030204344934385733,-0.01808243297819455,-0.007331846684484486,-0.009766490590934306,0.038891261851801175,0.0219848574816639
CEL,,,,,,,0.11500467794922417,0.07630219585221377,-0.020630168205961946,-0.00855792178622159,-0.0033082599929055052,
PDCD1LG2,0.0004511076600756235,-0.014454760037100252,-0.013691581428856514,0.05457560336457719,0.046529763671598494,-0.016005731701772614,-0.012867365325966686,-0.018597748570424743,-0.008870078578027619,-0.005699451170536995,0.044813370547568676,
SPINT1,0.006452804989687913,0.03327408956190661,-0.01770922904516186,-0.006568867578404486,-0.03130090185076649,0.020776712803559125,0.11894326783404865,0.07000094695398837,-0.033116615742809635,0.05875259675147685,0.0330356072624365,
CTHRC1,-0.004770718799229672,0.025794411009128465,-0.01526458966881495,0.04568861996118027,0.018563802767792764,0.07873017627226435,0.021127793493131028,0.047058042211258574,0.05963688720285046,0.006908909153508183,0.00021877410267620313,-0.05578607647034779
PODXL,-0.011696747249479509,0.052538824443324465,-0.03255990366515371,0.05731723384447949,0.00696281456935632,0.03701634242479022,-0.028828209077696062,0.013905891618059298,0.016404443090322674,0.04385171356034256,-0.07040245718671548,-0.0360274497940117
JAM3,-0.000954489674763179,-0.05765810905217243,-0.039935603986789886,0.05140492496215163,0.010734317880309973,-0.01297839241742995,-0.09147531778892802,-0.05058712219219509,-0.02069504797631215,-0.032534768638402906,0.005791627835993241,0.02483631094111362
TGFB2,0.038374685219306266,-0.09827716586142494,-0.013904725582113727,0.07944034551070632,0.005941070729994905,0.09636397790396155,-0.03725059555565548,-0.0023206640509218796,-0.05847768845633158,-0.05840818286431498,-0.062188563321598715,-0.019781510197108422
COL18A1,-0.04285269568548014,0.05583620224599215,0.04876208811981375,0.03223742541110911,0.018270648165487135,-0.004610842632403566,-0.016376342507642565,-0.0068449150377173605,0.0085119187980461,0.0353821346217971,-0.09277240609865824,0.05546684517536418
NODAL,,0.017354409509822435,-0.03831493904091326,0.0975183791489595,,,0.09232737202011983,0.06365086665092849,-0.003645506375185964,-0.009221312725125304,-0.031787075013794436,
INHBB,0.03759541388537028,-0.03722487876597193,0.019036209645038014,0.043548984747911204,-0.031374190193177165,0.017170452846581523,-0.0363878017316997,-0.0021253589578170296,0.03623083110530827,0.05273084490115484,-0.06875503877489217,-0.05740787305127834
LCN1,,-0.01442747290985965,,-0.01553498323512054,,,0.05427783889140714,0.05174260081589417,,,-0.022117760798326554,
ARF4,0.05800353548009971,-0.00855205946548194,0.018432347390280962,0.07983665845323562,-0.0188585135829409,0.02950945171189973,0.07346228384291283,0.03312633125793518,0.004103562248059453,-0.05719555383436663,0.072711190136128,0.028323100209355495
CXCL14,-0.05774421240299561,-0.04398903084153775,0.0019866242019327194,-0.016963998412875155,0.022487995276803025,-0.0075690519577737885,-0.08098150309277122,-0.05648199294437674,-0.003637713008882374,-0.009134533955564605,-0.020429646615861084,-0.06571388068242966
LIF,0.04810503039575281,0.00696764918093243,-0.017273031754642818,-0.012282806457959355,-0.03131239758263386,-0.0037522199845065325,-0.07581169456443936,-0.05724347956980199,0.09377624183148381,-0.042155153564316004,0.10782918866371798,
IL17B,0.00745035797553062,,,-0.010391253504429031,,0.01396262046389764,0.07181881104465092,0.05700744259399412,,-0.0046343725699184764,-0.02500716928847212,
MMP1,,0.05209438710295494,,,,-0.005148093511532507,-0.012741529841553554,0.011078241990581337,,-0.021887242457177453,0.1944650378911686,
