,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
LAMC3,0.03850739603154975,0.08823455242495852,-0.032878704044886346,0.07972969817246375,0.07642877498868127,-0.024795176607794768,0.1037541679600463,-0.10581292702729832,-0.2720006713191486,-0.08836375381684541,0.0017810432262965598,-0.1253640311693935,0.03365878832386747,0.05821465035596987,0.055594022118015354,0.028625877316546665,0.048666450348808635,-0.01527195950615983,-0.01791041777082669,0.015337004117386917,0.14001544559340298,-0.12294664067746684
CCL7,,,-0.036453799637481854,,,-0.03734522362155243,-0.05405686517659264,,,,,,,,,0.0022141605931192436,,,,,-0.21569891893701185,
NGF,,0.027671088633249852,-0.015304856047996215,,,-0.00262205122927078,0.07914677708395006,0.021602051115017167,,,,0.0959077878120199,0.08921514811587598,,,0.07563397565334991,0.0884410101989647,,-0.015887075008780848,,-0.04650617915667214,
TNFSF15,,0.05439251639262609,,,,0.012135059910185765,-0.0070444543438313795,-0.034627464449671436,,,,,0.07647038037646765,,0.0007475731655347248,0.03808800872837677,,,0.003935079473967632,,-0.10369924813180839,
HMGB1,-0.05525628771166436,0.15601128986797497,0.012907540880576036,-0.0278659904415386,0.0445749224417818,0.01600063162511467,0.06422499734141773,-0.13577351245217875,-0.4680277004140361,0.1853735542946967,-0.025700698195494413,-0.2551624549848579,0.0569455874942194,-0.055918479375947905,0.018612194517251858,-0.06544112007297852,0.026020513555195347,0.02430488688238809,-0.03735369203945458,-0.010543737621592934,0.11305384210839245,0.02436612720879
ITGB3BP,0.009338990216408891,-0.19729887766746862,0.03021991261466656,0.06996498600817916,-0.045741396155891435,0.004421062666785902,0.0059786125107530175,-0.1943592668129399,-0.3878768688272902,-0.07112382350009913,0.006793153376476526,0.004287108010930713,-0.00843273764212574,-0.27270150868841914,0.0003016767301631077,0.08295719559605488,0.02246806817376661,0.04102987498572334,-0.056646735650411194,-0.04528030059651683,-0.09538942555958498,0.12598706261927065
AANAT,,0.010600634360021365,0.0017062236002564947,,,-0.013167670248857325,-0.033505250117625784,,0.006813405630840141,-0.04581922404569405,0.03810021864577226,-0.013904312582663569,,-0.02657808291413873,,0.0026977813300919523,0.012360397731354956,0.0471275562322387,,,-0.03152351574002469,
RELN,0.018445026884185714,0.14983255685334343,-0.005379359313610472,0.04210166105075393,-0.011163892238956275,0.025620523131608293,0.10363046547214365,0.08216442809798478,0.26800261497954775,0.10581676945839583,0.0017745223807976616,0.07193496114039566,,0.1212411829279358,,,,0.13992122480666108,0.027754757178173595,0.08952875729417675,0.1997416354492477,-0.008606698596176316
IL15,-0.04958649481251872,-0.03267748474078226,0.006840515401482863,0.049423393100959126,,0.034768143005664186,-0.05992502023432281,0.004796989390382709,-0.1346288159559809,-0.0055600357203482815,-0.007457925901211587,-0.08435483131642102,-0.029788378775782425,-0.010268675654703885,-0.0156006578573521,0.04823214736881802,0.019568308004703865,-0.036267417883043315,0.008474341219508555,0.056839855129762085,-0.13249506637641295,
UTS2,,,,,,,,,-0.2003379879675622,,,,,,0.05810792415833147,0.09472578602994393,,,,,,
BSG,0.06500691920186309,-0.15915343044695476,0.1269210280933043,0.07774834362456733,0.0905789171989313,-0.035229781966449734,-0.12780866028752874,-0.053781037798407524,0.21377592953759045,-0.212324668049017,-0.025342433309069212,0.40945304708234176,-0.006979842315268853,-0.3531586574513927,-0.018837859338572627,0.07343023312527938,-0.07629867569695795,0.0017772962365500322,-0.07553364016074716,0.04149259038199249,-0.10551643130256512,0.156276909315557
ADAMTS3,0.02327857204658067,-0.0660963941432024,0.07252424256877497,0.08363387869448692,,0.004670761607943433,-0.001924273634438421,0.05777490224335755,-0.47516572841793153,-0.027593199454144703,-0.026528798113175725,0.06597270950406454,-0.01871665084158545,0.05992908003021502,-0.015569052120983725,0.208144589548957,0.08552534063436593,-0.004446338534820737,0.08570263670418846,0.09495300610215836,-0.008674269439037855,
CD34,0.02386555197792696,0.18980956850777417,-0.0025086851000753634,-0.0052873457775869685,0.139142815746042,-0.0546436922008672,0.03315515030663141,-0.05580536494293085,-0.25606564458859193,0.027005622601051923,0.02040384733740767,0.005999689925627167,0.017378347919614557,0.07904659631650104,0.021825380008487022,0.0766149080383122,0.0558861357140739,-0.011354988460607887,-0.02163141802844697,0.08022782202317617,0.05198374353513317,0.021131931016957282
CCL23,,,,,,,,,-0.08105523174886801,,,,,,0.19804054032459606,,,,,,,
PLAT,0.0848440110753689,-0.047343439544021974,-0.011849827369974784,0.012681917694502371,0.07120192146948298,0.045948216070386676,0.006760774078820159,-0.31313531995463123,-0.44730532502214515,-0.3493040154530153,0.04994201737484061,-0.03163072980129818,0.0073333514381006965,-0.21822696478578082,-0.021920490877414843,0.24595124442705088,0.10847361508836935,-0.010006560879104886,0.032785959332899864,-0.046932418580668066,0.07663657159922037,0.03292361893808807
NTF3,,,,,,,,,,,-0.012965378571982917,,0.05769460996562581,,,0.19407091151452344,0.13711561091812577,,0.1513222938477623,,,
LTA,,,,0.02293262279482339,,0.017087586373961832,,,,-0.02725432414103697,,,,-0.051364227844252736,,,,,,,,
CKLF,-0.010831495711595009,-0.011954279364691383,-0.019508225515804313,-0.051264353933126526,0.01757782190082622,0.04184756586489534,-0.0475395929671057,-0.2737922295423963,-0.5099322554178373,0.00689502570406613,-0.09757060142564553,-0.29716207382483306,0.02584707755667209,-0.31190726785393774,0.003467315805066264,0.21185873304142683,0.06227996244297839,-0.055110403617201445,-0.01454986215955517,-0.04231848720416589,-0.139671998820487,0.07820853939442284
APELA,,,,,,,,,,,,,-0.03654947221460942,,,,,,,,,
CD24,0.01305715302404729,-0.11849126972331965,-0.03175158200543631,0.026423949835310035,0.09496257250693942,-0.060641878303801945,0.12695720982496583,-0.06054454178674054,-0.057823168678326355,0.13993110201099954,-0.12445568140623817,-0.030145906849905584,0.06925921186922691,-0.010275102202931858,-0.01565056471607929,0.21872606534462072,0.18650170995881174,0.0019124375318118206,0.21741922721391518,0.13515759931685414,0.10293360730410041,0.09459179215418824
HSP90AA1,-0.017614335543839593,0.1281616426930764,0.04414330703741626,0.003051098306204189,-0.037733373678866255,0.046401136353076224,0.38886252844327196,0.4052067821043654,0.5815504513792124,-0.025324725146903034,0.03994099755678313,0.6377971393999015,0.01954006652706362,0.5635127599040374,-0.023217324284489804,-0.2823821170974308,-0.23868518106752726,-0.05755328724643325,0.02708041238786265,0.16393290100819582,0.36636072111414836,0.13888298564578022
BMP4,-0.011630773752397157,0.10462001088096708,0.021969817505164413,-0.0364474625159238,-0.06152210547918195,-0.00022544300844785006,-0.057918494108058355,-0.2059102214823559,0.04176215992502897,0.0531434962290519,0.01962286643571666,0.0988305381646817,-0.04858274100755467,0.025014139887669963,0.015515730475070084,0.04124672956034329,0.05830032223023532,-0.023342149509401392,-0.023524813572856112,,2.7696622829610525e-05,
SCGB3A1,,,-0.03325276538511016,,0.024665499820473804,,0.013243578460043417,0.01781342024696969,,,0.011097298077165123,-0.021782298571755006,-0.03251052102859212,0.07917157543506277,0.0376628018942288,-0.003256712251622726,0.033939846778172626,,-0.03276736470137602,,0.014726663189728607,
IGFBP4,0.05449598845895988,0.03964542663538366,-0.07545105085108288,-0.047731530067920636,0.12065210321132057,-0.08388810355844929,-0.1028076036327612,-0.30314316718057743,-0.292115931835713,-0.2389943943624635,-0.01279783760629103,-0.20301324345996202,0.03556711906254114,-0.12299751777078669,-0.030949001973145113,-0.03700659046878831,-0.009317728609054065,0.060340351976157884,-0.0846984046967025,0.04622731621371349,0.15987122495273165,0.09550698563503363
RSPO4,,-0.07137031395510025,,0.020783427186593584,,0.05308310692822866,-0.042032835470618785,,,-0.023819876747765763,0.008337914581581278,,,-0.03637499290684071,,,,,0.030893814815369562,,-0.14142009145255233,
LEFTY2,0.05625745777039983,-0.011874332648392463,0.006783505718125987,-0.009930420948416304,-0.014864446368825682,-0.028717335963242444,-0.104354814508798,-0.1585545712896599,-0.34905621566374057,-0.06630168553136147,0.030874971958376445,-0.028671631995466983,-0.022417856852342155,0.0002461464131987905,0.042864056989176,0.05146594195578752,-0.07303820711591445,-0.03329782936529461,0.009567707044046195,-0.0035397263544356718,0.0950737480819464,
PF4,,,0.031076222082332954,-0.014358835184376383,,-0.0034884582203414775,,,,,,,,,,,-0.03573095475436715,,,,0.029441489554597463,
ANGPTL2,0.0377635973588603,-0.0271878990095834,-0.016593517262174298,-0.022488270601314697,-0.028936922215542633,0.02282947665343714,-0.08963805962616479,-0.3684292320912002,-0.3789780146539223,0.018156458368518945,-0.028459625984888194,-0.2951923837759299,0.011338922487808661,-0.45711854072544644,-0.003121331796368522,0.14195148628004656,0.18672195589117135,-0.08889838229483865,-0.05767980866066116,0.006208445283259711,0.1091701639991992,-0.029260565883162785
LRIG2,-0.059064527610739166,-0.07813257661633141,-0.006112237584994137,0.009659358348742462,0.0188158294929813,0.0731345452602491,-0.002610106477107324,-0.07356188742878896,-0.22332562572347556,-0.02813813702567194,-0.008753418701655271,0.08698541789688209,0.054649522726696036,-0.08942655613392045,0.06659536256846763,0.12635288197067274,0.05080083239716264,0.012294461625133526,0.01575701068981659,-0.0040765236450888585,-0.015819884843019345,0.007263293376779305
ICOSLG,-0.014801357095228273,-0.03952328017971345,-0.026173466665402448,-0.03305878268849114,-0.025712906459884687,0.09469912704865945,-0.018619672844090537,-0.08288728696671897,-0.2683689375162233,-0.04588223254512787,-0.008715491077614962,-0.20753616050058143,-0.009290524329869116,-0.13304055617105381,-0.027269890026426973,0.1677229624350934,0.08706862285353521,-0.010711790621462736,-0.05494268379548002,0.04335963381007728,-0.06421922234310602,0.01036298211619828
WIF1,,0.49977046457241886,0.020874392797948376,,0.017639433874152313,,0.18845260232826344,0.34349200748461306,0.5354707638631107,0.06852266067134809,0.04451970648086865,0.32392914609535695,,0.4630348394900621,,,,,-0.03690858896388134,-0.03226221697424521,0.0212445109495455,0.20542048775697325
NPPC,0.003063174899620196,0.045171494741568584,0.10576917616067556,,0.03807044165009543,0.08561931451159611,0.13182454771552352,0.15061989698205006,0.08518187118833431,0.13571825811200236,-0.002782591676512357,0.18438178597518565,,-0.33788068480019906,-0.02298796263146554,0.11358648257640061,0.045442543959920936,0.024982804470427583,0.06640072296635673,-0.037621352773541714,0.19339556345110961,0.0943876449159333
LYZ,-0.04888927605167104,-0.03206314198276076,-0.06165524341397923,-0.0718435855892717,-0.03306007379516217,-0.051375372248241576,-0.18765472771928865,-0.11549017724463259,-0.3351290452640976,-0.019578663966370195,-0.013805000630960775,-0.4606001344902804,0.004719212899340907,-0.07843074251963289,0.07263854870813896,0.008763308170381538,0.06774088781598021,-0.01765152815052398,-0.03054154028094738,0.14543285654898108,0.057441752103704447,0.039170476830112114
EREG,,,,,0.010690817218298293,,-0.0729148018349143,,,,,-0.07758081233030503,0.0178037528347129,,,-0.03021311033018214,-0.12319889920533389,,-0.07298856264685692,,-0.03954313613465649,
SPTAN1,0.12001032128016588,0.22604053158762322,0.12116208568455887,0.011600481054034932,-0.0027026145928814994,0.08924026690957607,0.1702875154377136,0.23085011023569474,0.3348363789686003,0.19159894579801204,0.013264591409039028,0.5928153321194984,0.027384120258301618,0.3497576279301307,-0.060288056432782934,0.19131977502754907,0.12959734647216523,-0.037577415985637144,0.1038357733093479,0.12199327789270661,0.5058023155247081,0.2883714379871077
PTH2,,,,,,,,,,,,,,,,,,,0.0614543128819993,,,
LIPC,0.04617881310458573,0.013161963557218992,0.04544890621050864,-0.0015731124682230066,,0.021498500877383513,-0.02334922008607021,0.023818804302221646,-0.11875441291629135,-0.036162843330024126,,0.019013132932908024,0.06257692028070348,-0.04794752720781459,-0.024376381228083607,,,-0.044308914725925755,,,-0.020509274638285724,
COL8A1,0.02423526801975711,-0.3056450331457508,-0.03743779305477941,-0.03368411338479717,-0.05861933531770985,-0.049109819614525506,-0.08776908312326505,-0.24547306588997425,-0.15109019040980434,-0.09717785759834022,-0.0248561566933739,-0.2746799728913474,-0.021401998049564212,-0.29674900843307384,0.001956864100391018,0.11602218398491031,0.021715838865710536,0.01311800099590215,-0.1051283650729302,-0.008978352506791321,-0.26535288029870757,
GSTM2,0.05444731692545523,0.0027116384836901324,-0.0046636746646953305,0.05698835698515372,0.04821906399309596,-0.025988229278138583,0.010124479513197327,0.023210580711976455,-0.11982981989448431,-0.04760933037849736,-0.09474865804044086,0.012768543665428882,-0.03959110634330273,-0.08760752267259948,0.02292440060139401,0.048791118747817545,0.12282938319026054,0.039745212000447276,0.04352126863916931,-0.04963023164776232,-0.07487496642880592,
SPX,-0.03455028851091858,0.22527882943898572,0.05805806115945225,0.04114939041100463,,0.03154524862301325,0.2936803404431672,0.09238050437565858,0.18614301711798376,0.19276046395663932,-0.009468476259843022,0.1709368127348147,,0.4035042733782022,-0.030474954187612705,0.02776575831530038,0.05518312987531787,0.04121961566916104,-0.005838780600044278,-0.028032665720540282,0.08560496783493345,-0.03525553450691311
MFGE8,0.0415312484652487,-0.19138952822143734,-0.07643805300043507,-0.0197247584644392,0.027323055152335844,0.011269305833160093,0.14645194190405023,-0.15182959885215663,-0.09400251207809862,-0.14812138041174971,-0.06880172487120004,0.15255737487021506,-0.03133148973376032,-0.15060873187648197,-0.007024182760230617,-0.027935567343919478,0.00013984736916864668,0.03963276106147171,-0.09836844937402053,0.06645723202105484,-0.05175875775597387,0.08044543226410313
TGFA,-0.05243276902382031,-0.2809382321488729,0.16239513496269792,-0.017759679390520366,0.023472668679678378,-0.02151230943863378,-0.05193429671316149,-0.1956876419158927,-0.3193729496516794,-0.22387375683557703,0.030102798304807433,-0.22243722175166,-0.013174517368556226,-0.17689361529958864,-0.0007526831946719345,0.14923873380814684,0.08764076320681959,-0.05813474604652073,0.047804716435036684,-0.020910153635613375,-0.05696065809242135,-0.0741421735667579
SLIT2,0.10050664842023788,0.4594555478753456,0.020922576582294274,0.029112321004343484,0.07548794616669052,0.07046942228677511,0.16788508085397774,0.13522181114110188,0.23978010117841198,0.18055129014506008,0.01898723936620024,0.3120515938879969,0.03182596429139094,0.46068182969772425,0.02203694199498637,0.14914129213394892,0.03923423977063611,-0.03398743781554621,0.06637219104343972,0.07042221809177215,-0.05587849616516318,0.2202715120207217
PLTP,0.025140574471241833,-0.0890192427929079,-0.0837710100464128,-0.013281867882505516,0.0351850605228879,-0.0358288188716112,-0.23618657871755008,-0.2107152320103598,-0.52298926830515,0.06310487947400858,-0.10734089959113598,-0.5875897802816785,-0.040286105598605376,-0.09954936875772188,0.012057469282190928,-0.04644343829094288,-0.05091909483524129,0.015181038342897935,-0.17341391888026467,-0.01543992029532258,-0.0567974970661714,0.03338666303958239
APOD,-0.10100510034280057,0.26029193266272477,0.026467794754105482,-0.0028437482000388827,0.056029654369682755,0.03602738148622795,0.06594695642259372,-0.0873124569232481,-0.5122479928946171,0.14561375144286712,-0.0701735383544804,-0.42752159491942543,0.06661263659185221,0.3239659310687783,-0.03125244504629304,0.25491177901806666,0.2553424977803641,0.029382918535802913,-0.06678851314540779,-0.022881930573942465,0.31310950258724735,-0.14207356874603708
B2M,-0.03211790159278295,0.08536246656620118,-0.0565991104984782,-0.02031683369730585,0.03510551853318577,0.020696240554850958,-0.19721252170167844,-0.4436025156744311,-0.6419183872849179,0.02393098457227553,-0.12037809362771298,-0.6820250180744825,0.047372240486528,-0.5026935624913174,0.0840913100270275,0.062496409571531596,0.08470621304626236,-0.03821186746457173,-0.16723552045203557,-0.013629094485358727,0.12059986615680801,-0.21962597478911686
