,UKF248,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec
IGFL3,,,,-0.024787284238948062,,,
BMP1,0.035076721436552306,0.009336712230710488,0.04341271064722516,0.13708732910907687,0.025471515078874758,0.041961673926454016,0.02166952307199106
NDP,-0.007173288718035738,0.005121464268389785,0.024315094037854444,-0.05297861366801345,0.015134834579538596,0.05349743300537228,0.0964405401917635
TNFSF18,-0.01514920255848266,,-0.014769705417230794,-0.004325197038127786,-0.01139033307986707,,
IL36G,,,,,,0.08507764964036782,
RTN4,-0.0016697122468229133,0.04004134083038923,0.010977951996829006,-0.08700520228977408,0.05313348018236541,-0.06511010085262,0.027098462793635095
HEBP1,0.05250988786284958,-0.016672977739990897,0.0005617278207597045,0.062351499387753626,0.05603790789950895,0.014375813898974757,-0.01087125902484442
WNT7B,-0.00272011858593079,0.022405597606483193,0.04565025806626574,0.03802999257731241,0.06878272212850747,-0.015116034573743229,-0.0424810835923678
PTMA,0.07146458237238525,-0.05821802227311506,0.057362232046158056,-0.08647924321030913,-0.005573652326593058,0.04563519757395675,0.008947127330830041
CEACAM1,-0.022644565655055973,-0.022376500742188377,,0.009017282968543107,-0.017914280369593732,,-0.03378589983292801
PDAP1,-0.0013290255216659476,0.005324899549081987,0.03531568348242513,0.07395218184416412,0.014578092359165096,0.012997424172840123,-0.009463834287586756
QDPR,-0.03537243407751984,0.021784024019125832,-0.03557557172821602,-0.09189315149893378,-0.004118098269564233,-0.014446390139136076,0.09108016154311993
POMC,0.009771559198415014,0.03928348713582012,0.04818830588383805,0.05365610352908435,0.007773255269055246,-0.029465760158764898,-0.07934655189636076
CCL18,0.01944828076066569,,,,,,-0.024095929040980645
CCL17,,,,,-0.014205962980328089,-0.012563675042489455,
VEGFD,0.04709426163264461,-0.021408568993859244,,0.06782906790829273,-0.015135251998659284,-0.013464879681973988,-0.03355455603690643
TNFSF13,0.07797267998265175,,-0.01432353312035701,,,,
WNT5A,0.023274676564140957,0.025157916283647008,0.06142801597451811,0.019668207559253217,0.01605027736598279,0.04196120336922894,-0.10416600449651114
CXCL8,-0.031766373667455695,-0.0007463725133904141,-0.0016844955999538976,0.050997765247594494,0.009468095531231445,0.08859246321744071,-0.06836294720483918
GRN,-0.016702435648648026,-0.02602297392469276,0.04844407142942381,0.029597810039118756,-0.02465244522767414,-0.011855941833582203,-0.07329343027595989
MIA,-0.0075158421645686166,-0.03305832435926606,-0.011931672469831454,0.04586832184598752,0.0421667987774628,-0.01844076978704828,-0.04352762904282276
COL4A4,-0.03393796275179208,0.0037986001136262808,-0.01362820894436991,0.08851332191998555,-0.014831464865084477,0.019505449911604574,
TAC1,0.10648827905656304,0.01098471872954346,-0.040872210920828995,-0.017451484127458405,0.03403103648361983,-0.03170168871892075,
RARRES2,0.01992351449446198,-0.03230528973164415,0.05353122852447563,0.09434833772516571,-0.007039034492232111,0.019495848668786557,0.045622006179853854
FGF7,,0.03484911098990543,0.06341723862818369,0.06441405307146013,-0.03381022042852762,0.0860694018257163,0.00322777604306294
HBEGF,0.018109911237271323,-0.0008555759556934142,-0.005213073014100214,0.033718500237534414,-0.021466423860335926,-0.0031331640156221324,0.10990905688230235
CSF3,,-0.0007398832218855422,,-0.01057836135086233,,,
PI3,-0.029728900282504023,0.002692890828866191,,-0.0021306712159054816,,,0.08148845973442304
PCSK1N,0.03020225151120178,-0.004785257777101124,-0.033993922748677706,0.02152412264976726,0.009470613421318493,-0.0336290246283043,-0.025034075929878226
NTS,,-0.025812700320808124,-0.016636946680555292,0.01679759974424083,-0.01694322456101734,,
SFRP1,-0.011075033889296612,0.03529290120937612,0.012066837906877364,-0.017530861254164108,-0.03146001344010601,-0.016976047378881087,-0.04405943383631129
CXCL13,,0.020454356467449076,,,,,
MICA,0.018873565799262932,-0.00928596620921787,-0.03531246503093631,0.010399024837114558,-0.021405627257372165,0.09466544397390096,0.07504854781895502
TG,0.10970358240991315,0.05634891778748941,0.060938141079629166,-0.031189305786985783,-0.014311970099415126,0.09115212072693428,0.023376141122018367
ADA,-0.01805633075252637,0.0033812257187797582,0.051584077937314204,0.03817782142708857,0.019487041784442473,0.058789493473431854,-0.016222264377450127
LAMC3,0.01603930645841107,0.017178004108138478,-0.006585566983592264,0.057607974455040546,-0.019834753387842144,0.045845598306933084,-0.021100557664432196
CCL7,-0.01797465225081837,-0.03208999607861396,,,,,
NGF,-0.019814959303710928,-0.022947811124642826,0.08447671073088298,,,,
TNFSF15,,-0.023759324201688182,0.04559571793292964,,,,
HMGB1,0.015447134640525204,0.08250034390158886,0.06480587865012852,0.03561408157963951,-0.006796259065316793,-0.029747316642761312,0.0029993562722825545
ITGB3BP,-0.0038892612005117255,0.06269520037292549,0.050560887852752416,-0.012208980300410658,-0.015690071834150783,0.10605365983053473,0.007822819036442413
AANAT,-0.013213744594740796,0.012567847465149946,,-0.005582244359705636,-0.012870838349817624,0.06483643821855428,-0.06582868305697649
RELN,0.04318494666100309,-0.02921796746544603,0.03581362627648317,-0.05670250633412874,-0.028337431325901108,0.01726809694355471,
IL15,0.034516847945978923,-0.05534681095181984,-0.01583278766802144,0.0035160033769976408,0.007200958989014845,-0.015630349204753258,0.033678109280965034
UTS2,,,,0.0021469493994358928,,,-0.003395154329642707
BSG,0.043107593199001336,0.014434094200594412,0.0349946630066353,0.02985157927763982,0.005570360755663091,0.04708373116072403,-0.04000387429542577
ADAMTS3,0.031010577254565932,-0.03622303055300126,0.018186735269439938,0.0927369361689135,0.02349200835489285,0.026908938811355927,0.011059068563916013
CD34,0.06289133982959805,-0.01911154769641603,0.04382623617691923,0.08986077930483749,-0.015550445796239001,0.0027624580424604243,0.012703986877002226
CCL23,,,,-0.02652356376322817,,,
PLAT,0.028185604762100958,-0.023523419865732788,0.052318714438726446,0.018549510762533826,-0.03070558967531335,-0.020639601195401203,0.08062911701009548
LTA,,,,,-0.012395958682007073,-0.01563035113417086,
CKLF,0.08373624843954221,-0.003371336120337362,0.028550102209296765,0.054651813350386054,-0.013288124863104099,0.06909603933149512,0.11687124021786223
CD24,0.00587404123172891,-0.02010160507470562,0.016868257171394188,0.05096251262310625,-0.034061368855944546,0.04264082218993299,-0.0027254968981507725
HSP90AA1,0.029438979174257182,0.01611245385632124,-0.06351578456214084,-0.1224914243647552,-0.05120286700112914,-0.05357371726487456,-0.011787674122394601
BMP4,-0.024658244993143074,0.015675244250964084,0.0725519211525204,-0.025469331864545256,0.02070371942082657,-0.01331867353815036,-0.04975200236945811
SCGB3A1,0.05992873534276346,-0.025494966431906588,-0.0016184414366291397,,,-0.01090665231867554,-0.05445725603595708
IGFBP4,-0.0026307344610592234,0.021102221431721538,0.016012118695932075,0.09235933573788858,-0.024833519151561834,0.03698387595398931,-0.036388443485281925
RSPO4,,-0.029425335600843577,,,0.04206498182846584,0.04309281886050965,
LEFTY2,-0.0041523710575832595,0.051020439773531934,0.031045304090846344,0.08522333117235177,-0.026594353363153907,-0.019295493921087897,0.04930633034105702
PF4,-0.018645814491933164,,,,,,
ANGPTL2,-0.05536510838867785,0.00966336300269325,0.03878174380086457,0.056891114873090315,-0.01449958027071451,0.07176202280075736,-0.021641146381564225
LRIG2,0.045335353723978705,0.008699122526249185,0.023540349069339467,0.03244677507386613,0.0021649054877918416,-0.0059770307730030595,-0.10163826212536738
ICOSLG,0.056955904301093395,-0.0468682127801638,0.05670415258799284,0.07325101550772299,0.039320620430555245,0.040953737820453,0.027874324433658695
WIF1,0.018125785891510253,0.06619783662811411,0.011390115683496065,-0.010198080690808624,-0.0111254538876202,-0.0007091161908253745,
NPPC,0.05759185825966155,0.016121009912600823,-0.01943252965699751,-0.029078497806276388,-0.008785615329659503,0.08320927771507776,0.11237410212233274
LYZ,-0.02564731249732284,-0.017691953871228284,0.005615572467411958,0.10646969871875246,0.0008591839952801183,0.002496353721150738,-0.09992381242837405
EREG,,-0.03252889714249398,,,,,
SPTAN1,0.04598817556032748,0.02457669896940959,0.007781520429910448,0.01773260732121757,-0.02022270772950187,0.022975226248150776,-0.10566662461917868
