,UKF248,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH881T1
IGFL3,,,-0.014513723234040956,,,,,
BMP1,0.1027463915305181,-0.047350703085084274,0.036389144651583244,0.004203618110647476,-0.008233188057847238,0.033055835200374084,0.07104179494730575,0.08210539140375767
NDP,0.027347933825021833,0.04323256990100077,0.01688662859512536,0.016589904574390156,-0.04939153449706898,0.06471600592173317,-0.08435909124533475,-0.019003376059954415
TNFSF18,-0.023730667986990056,,-0.021552443288639454,-0.013868993086042612,,,-0.04602621737655576,
IL36G,,,,,,0.08417744102128721,,
RTN4,0.041883918502262224,-0.008960602554817383,-0.1277038664321219,-0.022261400468177872,0.011743043344135616,-0.01989471616054804,0.00946643340477262,-0.00047794971065530357
HEBP1,-0.013986393471067666,0.03787072529237092,0.05414624392328667,-0.009537717772786405,0.006412492851748448,-0.019334816467812595,0.004392117743542255,-0.017758183536237697
WNT7B,-0.01478386779083091,-0.01368099201516413,-0.05351181799096047,0.005805109628685081,0.11684781197624963,-0.015116034573743229,,0.13269438842301293
PTMA,-0.0061364742187054065,0.0007810158093016559,-0.07998030342391033,-0.039308009720426355,-0.033314226442081665,-0.011150744083201198,-0.06855457603448079,-0.028798284739577185
CEACAM1,0.14343066109001032,0.022583282268476484,0.05818317571443793,-0.021812622058127198,,,-0.03236424212630426,-0.016034982149125996
PDAP1,0.00547820006569734,0.013981328391996796,0.09921328616440372,0.01750938755637766,-0.003911980218334032,-0.01216966464016969,-0.03897453267374356,-0.04396122677531616
QDPR,-0.024527462419799105,0.009372930979868507,-0.07403756419499408,-0.04275159827275384,-0.016815600774121763,-0.03796453113077767,-0.046656694662764904,-0.07597880830351367
POMC,0.02722143673042117,-5.656795454486339e-05,-0.015118062058477214,-0.01609248284290493,0.004813817568533515,-0.029465760158764898,-0.055260302165033554,-0.026231124350413554
CCL18,-0.018848264853969978,,,,0.021362944508170414,,,0.008658962233856708
CCL17,,-0.02132631580167844,,0.014971729845560878,,-0.012563675042489455,,
VEGFD,0.18272947060385025,0.012205946436820124,0.18812989775595995,-0.01842884697515518,0.07273900074091,0.03602366898502585,-0.020807874207358645,
TNFSF13,0.08064111809433804,-0.01471041534295632,,,,,,-0.018006210248312143
WNT5A,0.013215644707292348,-0.012083622508558,0.024932695692685743,-0.028120128683347588,0.0255711517409844,0.05891201473743856,-0.035803409792585714,0.08093017125820515
CXCL8,-0.02491245886276215,0.04572210284810906,0.024713938099842778,0.02531804328045565,-0.001644109325619251,0.007827207886088735,0.036758036708292814,0.007267524659172304
GRN,0.05505479029688704,-0.02757601309506678,0.04009838051740467,-0.04284487027881169,0.02729724506345625,-0.00796515631299757,0.025902083150939476,-0.016388419046705804
MIA,0.04527573278700305,0.010110077586900969,-0.0009876720820358746,-0.002115553536712237,-0.023045662461980605,-0.01844076978704828,0.0001694301348171331,-0.02793556886987291
COL4A4,-0.006826535211436702,0.04714706216183261,-0.01430219696361462,-0.018058952466747453,,0.02100910608169659,-0.03445167474814529,0.03928957518947534
TAC1,0.00581223620735847,-0.016556016572006005,-0.049354725340398566,-0.07864563364935286,,0.023059973994261827,,-0.027664912292922162
RARRES2,-0.03841932471739008,0.049919072946074255,0.09207336565093088,-0.0032731514773628348,0.06663591715227474,0.03319064415040595,-0.005473803416177931,0.01985255389817378
FGF7,,-0.014685332335086794,0.06805261117183269,-0.02651683088722944,0.030335286442981283,0.016446470960193024,0.03373324311878862,-0.07339097450326869
HBEGF,0.08153246211921412,-0.005040282856959606,-0.009090153915809166,0.039262303239197084,0.026718031196239736,0.000860549589287296,0.04896264033475584,-0.03472622283451258
CSF3,,0.009311964644535424,-0.015131449104396604,,0.03493634514282006,,,-0.022988337267941205
PI3,-0.01982916930228633,0.015098369703159135,-0.017038211405061645,,,,,-0.029635610922932112
PCSK1N,0.005408032212592773,-0.08733139113014342,-0.01845462304269805,0.002202518451953714,0.02684756329264409,-0.016933531676187403,0.048170016176260405,-0.011659999960917027
NTS,,,-0.018598371131967537,-0.020630253974518474,,,,0.028405739029377347
SFRP1,0.027785661237224153,-0.01860803487564208,-0.03999026409532043,0.0051670653954761815,0.03224968634412518,-0.013975305164850453,0.09859997574770143,0.08535303766092892
CXCL13,,,,,0.00621871351991668,,,-0.026960276691640563
MICA,0.02299236707445,0.03304590333744492,0.0009452403300138801,0.002023291690498278,0.004892597288094839,0.0074036003635966,0.06945917503077366,0.04801998281719468
TG,-0.018013753255395212,-0.0060204747915064225,-0.018262305288890914,0.04607807698528168,-0.025472789396516596,-0.018872412685289667,0.04513716350346982,-0.01891975482365813
ADA,-0.03594799568099809,-0.003473162064839323,0.057190949694717476,-0.02220195981741673,-0.007641464621557616,0.05476253270255512,0.02135201706164515,0.02212549288876453
