,UKF251,UKF259,UKF266,UKF334,ZH8811Bbulk,ZH8812bulk
COL4A4,-0.012244896076641141,-0.00963371872425216,0.05473497712115598,-0.017627932271746753,-0.024657409792196005,-0.03322670098639763
TAC1,0.005033597033281836,-0.03253319407741145,-0.0729733421698823,-0.031240385198943597,,
RARRES2,0.02001585018600969,-0.0470523706298958,0.00668050551162055,-0.003159026499600048,0.02864655414138958,0.022116734922588466
FGF7,-0.032939498496298555,0.0029366533062366146,0.03763736336803328,-0.0024603192107782368,-0.007586190010119968,-0.026723396975247588
EFNA2,,,,,-0.014636433054956832,
HBEGF,0.046394191273641874,0.015150256025088002,-0.019677336743178564,-0.003201438388765478,-0.02236718955023709,-0.011457490296868584
CSF3,,0.026471054787353756,,,0.003461456654429262,
PI3,,0.005880654572823526,,,-0.03085856680713498,-0.018327155544654066
PCSK1N,-0.030222111091246503,-0.043256460445621474,-0.025531283861351964,-0.012436026368621012,0.029522345368536294,0.015434971810487487
NTS,,,-0.013544733561543029,,0.07361366961723452,
SFRP1,0.02881079368382415,-0.01969450293851111,0.10061138740072806,-0.015189268976578497,-0.05162595053676575,0.050687080552355705
CXCL13,-0.02757920329807694,,,,-0.037605168926924296,
MICA,0.055546521858232153,-0.007639170820965879,0.022799295341989257,0.06065552228158632,0.01914804569116616,0.004446391101792163
TG,-0.027706714300190807,0.03222086649758353,-0.01563419310159213,-0.01859779291725852,0.014865237607224094,
ADA,-0.002165706034223135,-0.015700781605050423,0.018054630400896724,-0.005752777646778918,0.023948311687204835,-0.009821202710900732
LAMC3,0.03837661500328125,-0.04501002704237221,0.020234280439309252,0.04863598309119856,-0.006971056031539354,0.04511260798416034
CCL7,,-0.01536623855665752,,,,
NGF,,0.06753225933534335,-0.014919213575661356,,-0.01443969477057573,
TNFSF15,,0.04917980672610922,-0.0181151960656619,,,
HMGB1,0.01753121507968785,-0.055118072010817885,0.077813466031262,-0.009228878242816844,-0.043879466232008744,-0.01927083780845956
ITGB3BP,0.04360347703311592,0.017660222376203526,0.1130644934799065,0.05055318127508896,-0.02564249609207383,-0.05916556943424208
AANAT,,-0.015569314602826012,,-0.016607734287803457,0.02176565311053849,0.050618775412554835
RELN,-0.03087955715615995,-0.005237588804651583,0.022560119286294686,-0.01838619532893565,,-0.0007189769331388167
IL15,-0.035297930130424454,-0.0028864281642571577,-0.01289003893668047,0.0071368060532655386,-0.022936781359743044,-0.0012874275853816872
BSG,-0.010257514965670022,0.029821457692958516,0.07301848803640477,0.01597008728185641,0.01065568746920703,0.009760754009426744
ADAMTS3,0.11283718448143863,0.04776514852127586,-0.020762123801032716,0.02873112380938938,0.00874397783583636,0.03605001407253293
CD34,0.003908757247827157,-0.015570982647296797,-0.003999295809724955,-0.03567066234105883,0.048718843420354596,0.05565917140578319
PLAT,0.02719302503190007,-0.055131167695051796,0.058386448107154224,0.02618490723692901,0.06362220133172626,0.02565836325885575
NTF3,,,,,0.02246225065714261,
LTA,0.045840872108314466,0.08069009124728814,,-0.015402907856287413,,
CKLF,0.03577831917567044,0.0017154570328397633,0.06786711750213134,0.0019340217236102138,0.09083391745226942,0.05369754867499789
CD24,0.03796574826253203,0.05937826859254451,0.06559249712611627,-0.03507275513298922,-0.012617669625577905,0.00033768141305045126
HSP90AA1,-0.004965530208492622,0.011051261012023866,-0.06122238786906239,-0.046229757911288784,-0.06858343467795219,0.035930981389774394
BMP4,-0.02159933549045607,-0.024984049839442118,0.11741342414363662,-0.013124868374045386,-0.04847540718540484,0.01789829423037216
SCGB3A1,,,0.02871038749636051,-0.010747945407180028,-0.028017894115176446,
IGFBP4,-0.024066000477839085,-0.0505400514959835,0.03390403755836957,0.03152073350448794,-0.05125456892224945,0.035479452523497206
RSPO4,-0.03293949224273686,-0.01975139890549383,,-0.021366258104626553,,
LEFTY2,0.011848031391713485,-0.04400565193482367,0.047155745282020774,-0.0011192416817423334,-0.016829268326920006,0.08081395713152749
PF4,-0.01853438188654105,-0.013406740407732841,,,-0.013415304222334676,
ANGPTL2,0.058788054809789415,-0.06132491943682729,0.0896485234896636,-0.01881711745399906,0.0663378511465888,0.04337950028721285
LRIG2,0.017135216414567302,0.00461019413567552,0.01160100768457074,-0.014926395796424395,0.0578899405141327,0.07038802695964111
ICOSLG,0.009001012851550699,0.0553579691658681,0.061263988215084136,0.02441968126486114,-0.01933834724872802,0.050399216386989514
WIF1,,,-0.07650645837584565,-0.026078776782484818,,
NPPC,,-0.020797160560723057,-0.03156763663298936,-0.03526924999556707,-0.025382654950727015,-0.0253127584059402
LYZ,-0.02443069907584659,-0.010114175000624552,0.014263053110359707,-0.035161251091141175,0.005910427073038674,-0.05145497191894134
EREG,,,,,-0.004619405291451743,
SPTAN1,-0.09418040236807805,-0.033190182901459,0.003297904052380906,0.032553368544563525,0.04179059856324523,-0.005740747677605092
LIPC,0.04286903985889658,0.0013594823771545751,-0.0199891452123637,0.07774599153788783,,0.03656962855413685
COL8A1,0.02033519797127741,-0.02698071704052869,0.04698569670012143,0.026545791493652413,0.03966113332699359,0.03652925346462405
GSTM2,-0.02462822742092847,0.0009010120031205848,-0.010900263598366074,-0.010743692255499227,0.011802010708544216,-0.044725188662165016
SPX,0.047124439188788315,0.00418018905272273,0.01379777853576482,-0.04194146592649078,0.20201783710048285,0.0010073930753841196
MFGE8,-0.01140171644798906,-0.015492397616145561,0.04528661119332998,0.03336114034743386,0.018539122371663348,-0.0177548237480053
TGFA,0.02256213864842758,0.06734389762800491,0.035717418733528,0.05314011793186892,0.013240058469836549,0.04320022989659585
SLIT2,-0.014057662161543947,0.032949736211178325,0.021331164505505987,-0.03464705904878072,-0.03762327929398537,-0.03763385601237617
PLTP,0.01603423745011405,-0.04215964797584798,0.027068841479262234,0.013166568439546056,-0.012507002174805375,0.025702394142225297
APOD,-0.0008466321331599824,-0.08388721101296835,-0.03381006074521862,0.0662289759500348,0.04482319412492887,0.04365189873999165
B2M,-0.031386865015030234,-0.08125774870234753,0.018167830092774936,-0.019648336316902444,0.03641494462478794,0.07014729018163765
OMG,-0.045773598364557085,-0.008371814918832723,-0.025777936897677475,0.04320376801795793,0.04505402407949999,0.002563604143121768
CXCL3,0.047318992889662084,0.06939632473657731,,-0.011092882913494572,0.03202332006825592,0.008117453808402187
CXCL10,0.025541635478152643,-0.015053941370107002,0.02389304417472568,-0.01762793338539801,0.12064772176354732,-0.025312755653594463
RSPO3,,-0.015569313452429942,-0.008999722334707451,-0.011591848850226277,0.005695515627185023,
CORT,0.07922808120402759,-0.01875033141724391,-0.029656055688944312,-0.008187334531199169,-0.014038434021026345,
NCAN,0.04810910186376627,-0.05470293748255919,0.07554035974425354,0.08689735091440719,0.06516954769895841,0.044436932053113144
PRG4,,-0.015366240951257696,,-0.013552787509216431,-0.02071456846659772,
ZG16B,-0.02230311623276522,0.08082078946576723,,,,
TGM2,0.0036441570034220533,0.0009737588604854129,0.009362601495153465,-0.04622011243915168,0.0283207118873641,0.04367954028008229
VEGFC,-0.01723433730357441,-0.016686176057906378,-0.026424735306365344,-0.013831159865413197,-0.013310074514576907,-0.02478296620676987
WNT6,0.010964835761048902,0.06120496733136647,-0.01322120824621364,-0.012071137899470922,-0.026091057093212376,
NRG4,,0.042193585659982366,0.1411853963516292,-0.016135661238497773,,0.030512466689078744
PMCH,,0.03277157239317111,,,0.06561785817852411,
COL9A1,-0.0381828842601867,-0.019532266352196553,0.09138565707442622,-0.018386202381210377,0.03045085948803152,-0.011795717157523098
GDF11,-0.0074812705542739695,-0.0016736978752732443,0.07626818661000047,0.003571145744339273,-0.0014768741084574047,-0.025637346845471472
IL24,,,,,-0.013201404017100998,
SORBS1,0.03496567625451561,-0.03591905949997928,-0.002512323201423478,-0.017760444227087575,0.04353158268730131,-0.037642681158439974
DLL1,-0.038249379566119845,0.02166714470280983,0.028253716889293033,-0.012532781924012953,-0.014329143246425083,0.006577175838097074
TLN1,0.03191423859321647,0.0007580653505266566,0.07639058216783678,0.023538023381902785,-0.01919014321717695,-0.03905409931038955
COL2A1,,,0.1630804845619134,-0.01126155355951921,-0.010431188642324838,
SHH,,0.05644713471321552,0.031151786683596003,-0.01074794446774269,0.018964342514277095,0.06322022449809502
PON2,0.0026852395471905215,-0.059931698712588265,-0.028124507873742294,0.022591457878309087,0.03859137856332427,-0.014929959308786312
ICAM5,-0.026550099577450186,-0.024887335022859197,0.04447810885489817,-0.020990154974071615,-0.0012770542204376934,
HPX,,-0.02339831090034181,0.041544146820843966,0.09352476353470213,0.044993400120891563,-0.026681274319250985
SFRP2,,0.07841225602148641,0.016120499934705875,0.046094258234670414,0.01387666701779578,0.008640333862825096
CFC1,,,0.04242688729375045,,,
CD70,,-0.030910813767997373,,,-0.008323708558030447,
HP,,-0.04350559949259006,,0.08679463547306765,0.03704262544850847,0.05806931891857775
CXCL2,-0.019412548562110037,0.023666187268035693,0.015621036412123217,-0.02127276531090762,-1.3448157237673596e-05,-0.021368773871837252
NPPB,,0.06100230205237981,,-0.01383116087139312,0.009095283530260413,
CCK,-0.04780067351345716,0.029987957017020877,-0.08716923830059838,-0.043987152775618085,0.11770851300437109,-0.03665942185604824
SEMA6A,-0.0736869478848907,-0.02088955004497903,0.04822323323805802,0.013328580385695473,0.023050477538950762,-0.006313807414440942
IRAK4,0.016936373615973697,-0.008797640207156806,0.08770705277751728,-0.0013168261568145714,-0.020272463181730812,-0.03509390107440608
GSTP1,-0.007965970646172759,-0.01917595613546799,0.08591886700446129,0.01812141568184151,0.06277794107972844,0.06038478201553269
VCAM1,0.054698939245765056,-0.10471254275193224,0.03254102673772226,-0.037419053945544206,0.04837553066191537,0.05874193973911384
NXPH3,0.054775613420264234,-0.0036865325773696367,0.0808165201730282,0.010712092943597177,0.037884299670247264,0.011891472350333469
MTMR4,0.04395752894514595,0.004546179498589419,0.0714792331377038,-0.03299517327150216,-0.006027555379700352,0.02623328191608235
LAMC2,,0.02482297409022114,0.0020336779749650356,,-0.017337147717339452,0.03352700308646258
IL10,0.05802831732292308,-0.011072721990939316,,-0.01238085536509594,-0.029135493918148406,-0.01855938303746808
SEMA4D,0.004071385124375471,0.008399249122130206,0.04521511900862696,-0.027224695739378427,0.015548371316983306,0.014159414774853243
TRH,,-0.005105508394772094,-0.024781934252528,-0.051120909341255,0.03309369132304805,-0.029817625852657757
SEMA6D,0.03829028508969353,-0.04401441015078204,0.06355482761173713,0.03986466412338274,-0.014086153527089845,0.02907077297822016
CEL,,,,,-0.02155304260707724,0.01628919954586015
PDCD1LG2,0.0376432781479971,0.005573546025493582,-0.01272140728171411,-0.02117892369579506,0.010021985127141256,-0.016338654972265245
SPINT1,-0.00045948027148427556,-0.003036691254625164,-0.016454367707579007,0.0006389385971771312,-0.044226030141763344,0.034423030777974005
CTHRC1,-0.0309411007049725,0.03752826996485492,0.10012837558947194,-0.0024227663257673426,-0.001692430269738893,0.048475257675637304
PODXL,-0.0027354535690960443,-0.08387965185328562,0.08414825591010046,0.005404472672597078,-0.00979721134671603,0.04064909261229956
JAM3,0.008926346867729276,0.053246089806437434,0.06292792096947902,-0.016065891136022633,0.0003278068143563087,0.011645128234707949
TGFB2,-0.028010190597701254,-0.006010997228811186,0.011860551379660808,0.0030582519218951857,0.0015786156128267594,0.04599000187201343
COL18A1,0.026213953339565062,-0.020251411556054966,0.09083265389336775,0.029615735620789032,-0.034609429563401316,0.07417986461823442
NODAL,-0.01986615048746479,-0.011734180792851745,0.026600071923479948,-0.019014715607539222,-0.016306843718545672,-0.028944002159236135
INHBB,0.0008859447176119064,0.0016411931592184947,0.005755877319044296,0.01790606424282186,-0.004146250139091529,0.02167381526840671
LCN1,,,,,-0.015399751345296819,
ARF4,0.08481569343302078,0.026947808696383364,0.06832591655020823,-0.026611371342564742,0.03253281230219111,0.04528716890042344
CXCL14,0.03434228312149084,-0.013754955648941922,-0.06985536363016961,-0.05314301687932336,-0.01570872536241726,0.05803942658856164
LIF,-0.025139473820390064,0.038014160595370224,0.052233616656761454,0.040310077891697646,-0.037283943458429517,0.06801462105527177
IL17B,,,,,0.009831497795166594,
MMP1,,,,,-0.009185069319024249,
MATN1,,,-0.01549363283847585,-0.011261552158072754,0.0311309546317,0.06130898948324628
ADAM28,0.014219933781664574,0.016012624561733465,0.028212901042119296,-0.008469481833765644,0.026579321268677555,-0.021307054520801914
TCN2,0.06999845460955452,-0.023289794967328338,0.021496013276127494,-0.034622406069216724,0.011912583075712174,0.00615681473902423
THPO,,0.002602033974229362,-0.02203262146091574,-0.011261553451715619,,
CUBN,-0.04078649122615767,-0.011978906935022389,0.07957519873735652,0.04126219517691192,0.08992118329573572,0.05844719285500883
TIMP3,0.001653093036357104,0.012059380484066221,0.014579163021632934,0.03718599072973449,-0.04904122120732063,-0.025748184299034978
PIGF,0.051252790504883454,0.009512468583491694,0.05099032747628735,0.06811087482604182,0.028562952023415952,-0.01872084393999875
CRH,-0.02493196647800124,-0.0015944065623411028,-0.013056612822095217,-0.015402904535634414,-0.0037403098157029226,0.03176674733762341
BDNF,0.0077835237085215475,-0.0010209386317288518,-0.0131548603542361,-0.012683401570348526,-0.03092730917715087,-0.003074432055940575
CCL5,-0.01590981364071651,-0.01296570904198697,-0.019072497866499078,-0.015277651521993329,0.021959009918028335,-0.03173932191268643
GAD1,-0.024390384753786912,0.01079687471661106,-0.0636726984007027,-0.05293882551698133,0.08268677243992635,-0.038744136399817546
COL14A1,0.10478828431461289,-0.028358865605232975,-0.020212613698673023,0.03958846544723994,0.027233533901117143,0.10400456316803029
HLA-A,-0.01926378646265534,-0.009460033432971995,0.01769046255035344,0.019262489835516514,-0.045996223162792144,0.015176014882319731
CD5L,0.0041760386987300556,,,,,
FGF18,,0.005846889926437396,-0.018115191646396835,,0.044108211780151674,
ADM,-0.022778024728132232,0.05233418254397669,0.09713064329791526,-0.038660317117097075,-0.06938607232075873,0.07950810262153828
GNAI2,-0.0068671503430323124,-0.039741043775848785,0.036166538519440496,0.037788823771508745,-0.020591158907271263,0.03714446772577991
COL11A1,0.032965677370807946,0.0267065845692012,0.12434433461319777,-0.03393185949357029,0.024167623464164845,-0.007796367344718342
NUCB2,-0.010054805479138177,0.024388414195588463,0.03751515506603398,-0.08122788625281714,-0.04642146727382642,-0.048456499873690544
CXCL1,-0.0017463538767136266,-0.008405437327889705,,0.050195826466016724,0.059493510425293446,-0.012112338855317505
VCAN,0.06093303711576905,-0.07432909254970263,0.10064251354158138,0.07195601349449973,0.01638033837571156,-0.008577989940418067
MMP7,,-0.008217692406550767,0.02932637500558564,-0.017405878168242662,0.015643781511669175,
PTPN6,0.04866232691311827,0.038512245474742066,0.014977082400572854,0.024863574279093636,-0.026177936363249492,-0.0020573957341972087
PTGS2,-0.023869435556379635,0.08391785256834827,0.0085201997172797,-0.025994412779892284,0.00044360668202958204,0.060176473660435305
XCL1,,-0.015569316072776923,,,,
CD58,0.008976171111831185,0.00033821349083881905,0.1171440999205537,0.0046247637164553105,0.05072233047830253,0.04813647065570885
TNFSF14,-0.004643074398823313,0.04195398575295315,,,0.06817291415048232,0.013874497762176542
CNTN4,-0.0218363013239604,0.0815006702919612,-0.01866765871301864,-0.03541653473096994,0.020779590507496216,-0.024424273611038376
NTF4,,-0.019694503015289435,,,,
INSL3,,-0.014309559654523386,,,0.01135403076523164,
BTLA,,0.0027789617603887185,,,,
MFNG,0.058637642424707176,0.02717995190830524,0.07112859822577848,-0.01304736496937038,0.0664739362841588,0.03423376141845873
ICAM1,-0.01689132930375649,-0.016451080668915395,0.0730540961190293,-0.05143745749292045,-0.012604890316936306,-0.012039642938159645
PROS1,-0.006030015151198538,0.015518692427130809,0.03455270822922972,-0.05636615537171481,0.050017711324026146,-0.03478247977485878
CLCF1,0.08865266704513729,0.06276833435424943,0.010474413524828854,0.03741068530645853,0.07194012327863288,-0.03566449420138245
PSAP,-0.0007976172228725953,-0.0014484526423439485,-0.08330505456835988,-0.06378191498920302,-0.019567313706814173,-0.01985531386848414
EFEMP1,-0.03191071681534798,-0.02922676259175443,0.034865811876894776,-0.0435733243517405,0.06079744311783259,0.09027319113381693
C1QTNF1,0.06317055109993794,-0.011931378419731197,0.05866928626944889,-0.025429584646465744,-0.020471149974904693,0.020312233381613035
ALB,-0.018089791019277084,0.04342827567403939,-0.015351892250543862,-0.009835592990736478,-0.0348761767559951,0.014095897628715711
EFNA3,0.08158635595881407,0.03769366018809645,-0.011525479251737091,-0.04135212280200892,0.03649809859712293,-0.04556741271667344
DRAXIN,-0.019832802299521834,-0.003931165329633447,0.10879863452819404,0.045745772516207546,-0.049910882462433796,0.029674836295940175
RAET1L,,,,,-0.015399741252944632,
NPTX2,-0.028249882291823993,0.030006451175983422,-0.07597411740479441,-0.02745395617159803,-0.022054554641014773,0.12199713859153025
FGF11,0.008626504109337801,0.05036646322642808,0.059730327403398946,0.006074254831930072,-0.008728761220986246,0.015876206396563328
CD59,-0.03705210106535682,-0.06842429809956892,-0.078364228775321,0.012160186067900033,-0.04667770341977016,0.07515717722297706
COL9A2,-0.014916065607020856,-0.012852032846848934,0.09440915761020555,0.03531388525908248,0.0430406936410152,0.017714759739223762
DLL3,0.035403016555540075,-0.05625207954876655,0.08314312440823207,0.06268082597884495,0.047792038986460506,-0.06635981832415074
LIN7C,-0.030627332285140405,-0.013857645529872042,0.030042465638275645,-0.03821989561180715,0.0031157621621052916,-0.0127370692385384
GDF7,-0.0234319051661918,0.022027049219321873,0.028924536812464395,,-0.01320140819957309,-0.015586533497552808
PSPN,0.03592024671153148,-0.015503750552299073,0.1057251070028413,0.03491345154609558,0.10889788441898005,0.06212410448806531
ANGPT1,-0.037948717826534445,0.0576495553431573,0.00109638239416772,0.02023464928610756,-0.04383322852235251,-0.01948376662007016
PNOC,-0.03509008284402071,-0.011749754260638677,-0.037594951549663365,-0.022282842443654867,-0.014038435548365187,
L1CAM,0.045067767527644007,-0.03244528618219681,-0.03015134026190404,-0.053686351802372856,-0.04247956421998217,0.08402685526131483
APOA1,0.007861945169007064,0.0030613569334218727,-0.014477035899132441,0.08135772665123113,0.09070812855388567,-0.026848164468878614
PSEN1,0.018348394585645907,0.07842583455679,0.031096576358960622,0.015957957989529616,0.0217449247489585,-0.009281820238738801
CALM2,-0.006391061255313398,-0.05630597082763057,-0.08764369910294277,0.016354052076693416,0.05687202933794813,-0.007795119476883195
CLEC2B,-0.005501459153482369,-0.021728701482223202,0.022189154687683742,-0.023569874921381895,-0.021832803136194963,-0.011601733694077498
NTNG1,-0.03977648363029431,0.028699042204487286,0.008632607444856425,-0.03406262232237562,0.04630551520071053,0.08555421210747284
LRIG1,0.02978541069583701,-0.04268972706359722,-0.004366823108213971,0.07247307244094997,0.06659376084950798,-0.03751328455478017
CPAMD8,,0.05035841331266185,0.042580052514623476,-0.004136124132808463,-0.014830715959651596,0.03892964677071886
GHRL,-0.02972084113302497,-0.031020452289939538,0.028042186524381025,-0.014372790960864775,,0.027653357925193005
NPY,0.03361206310372456,0.02157188468121921,-0.045296881439883016,-0.01595358298946091,0.02617149924134768,0.030990416754735507
MMP2,-0.0009155635498886427,-0.017023784978262815,0.06026112734700457,0.11559131019697584,0.007815884077564408,-0.0020872338268859976
LHB,,-0.014740967912191089,,,,
PPY,,0.01836025107247807,,,-0.011320014616176126,
ALKAL2,-0.0017254736655150855,-0.014526804640389867,0.026887200647709476,0.025198326603140888,0.06732558310300069,-0.019776774862979532
CSF1,0.025823821410903187,0.043769406863884024,0.09600967989099951,0.04775609458133783,0.030984494842885107,-0.006573091748416361
SEMA4C,-0.015627452420296485,0.029615606446335357,0.06940362214767318,0.060316203298859276,-0.0313174617258528,0.011375933536370172
ICAM2,0.013961508205641895,-0.008172055985949087,-0.014592996719227674,-0.0368005053724933,-0.015920362241133926,0.04768272141178669
SYTL3,-0.03744017529497315,0.07938882271596101,0.013765660544114674,-0.035161250540279465,-0.031943316920339804,-0.017688239328549155
IL1A,0.05051254250245157,0.06299383750447785,-0.021929146296040116,-0.0216446787104711,-0.034782681424118715,-0.037633838021312704
HLA-G,,-0.015569314666736915,-0.011844249149390506,,0.04310847895033381,
PGF,0.013167514780044442,-0.050891572847075274,0.00686259459223998,-0.04363564569712579,0.02321322731110817,0.032736562609919646
LGALS8,0.05943358514331723,0.05555165640838512,0.06873328926712581,0.0485021193721118,-0.020146819897369522,0.011595136289330024
DKK3,-0.07092408335380357,-0.04006269769411164,-0.09549375605330723,-0.008349526246257882,0.02880805748389429,0.08471878150860294
COL16A1,-0.016625514713254592,0.01069129316733174,0.031989083385830584,0.04921655193573271,-0.04542191161652743,-0.0026452475212746106
TPH1,,-0.028332131950439605,-0.012550633661252189,-0.013552786574391526,0.011881245930134069,0.01526578699174518
TNC,-0.02751185699861754,0.061512035401866276,0.10357449402574323,-0.016719569337789338,-0.018292240436226605,0.07613332956697845
TNFSF9,-0.009442057596306301,0.009046546710388464,-0.021318660489741754,-0.022993937804639798,0.0437217928779936,-0.020057686776365415
C4A,0.05177480407930177,-0.0005483456090320247,,-0.011913414240906342,,0.0130668439859953
CNTN2,0.03770003706314888,-0.04892510948230524,-0.0028115843838581295,0.0649613319712445,0.05801057790009363,0.02804875831029714
F7,,,-0.010900261148910838,,,
LUM,-0.027326133767201097,-0.01046118011372689,0.003435526401094988,0.01011696340523652,-0.031277421736203445,0.029415592558566888
BTC,0.0631007656553305,0.00792724378950537,,,0.14574322528291103,-0.022749589713923896
APOC1,0.0011932390348952451,0.030213868875948437,0.06592940612811163,-0.01167861409961685,0.04003724323029949,-0.018125904854819724
PKM,-0.03213028116718055,0.02999026455404357,-0.005985432231281948,-0.052954324213838035,-0.03400068081722444,0.015961902497437903
TNF,-0.02418524346702486,0.032055351630399194,0.1550484429586653,-0.015604869823781124,-0.015399745453227526,
GNAS,-0.0009878504828238735,-0.02942520818832817,-0.0580536472193502,0.0015458621613597696,-0.024368566407961274,-0.021473592970409093
BMP8B,0.021488482243888853,0.0028559455846230404,0.08201940578127812,0.047223453795895105,-0.0066527811449085825,-0.015711917172002047
LIPH,,0.030416398884103545,,,-0.01716939132066696,
CCL28,,,0.03855907539688507,-0.010747948488536224,,-0.018327155544654066
PTPN11,-0.027312831565664962,-0.03002295943783451,0.004392738209758841,0.022869211816339354,0.01431102715224483,-0.057381509798462786
ADAM12,0.05086890211334365,0.00033927776165220644,0.03194094798781396,-0.018042483540068977,0.012306426598160631,0.020599102697238622
EPO,,-0.010009172124104435,,-0.013552788564664138,-0.017831721770899922,
EDN3,-0.039048784367294524,0.01529503711730419,-0.015634191648242476,0.03513297350420835,-0.010361793913328537,-0.0450660226474547
CCL22,0.058974857491941535,,,,-0.016306836528009877,-0.022749590720732626
CCL2,0.017778093654651515,-0.054665241267821935,-0.010779718285855232,0.009144084712160338,-0.001422528568493999,0.06818564519713913
DSCAM,0.02839759786195337,0.05635766401128402,0.08562972695632479,0.0345275411678015,-0.0008502861473818678,0.011204306635096715
ANG,-0.001535061137632136,0.03462587916790012,-0.02552248389883115,-0.021135620857604513,0.01181926916380001,0.025916299805925126
FBLN2,-0.010940108142155569,-0.03422488920052833,-0.032118049991872184,0.11956108953044454,0.023101041091409525,0.04670954963716518
VTN,,-0.02902364887949129,-0.012550629557183663,-0.01126155133157894,0.11569302095078399,
VEGFA,0.039687286604825886,0.06782757212146112,0.08595816481857334,-0.02622429764539096,-0.0524363099900347,-0.013313652788323565
F10,-0.02674603705167409,,-0.021825259661207484,,0.055465817548289664,-0.019682680288266315
SERPINA1,0.045542164932182654,0.04901735263291388,0.054115108802347434,0.028798269763075365,-0.03970740154071393,0.016600115224016155
VWF,0.0036424874589187986,-0.07265972134558273,0.0006649068973755454,-0.03660507377848098,-0.042061276637109846,0.026786660245012247
GDNF,,0.04423788486178553,0.018788573250467663,-0.013552787509216431,-0.006038878948649325,
VASP,0.008647195402873753,0.008670937599328642,0.10003158032200493,0.04132866545202751,-0.040687621912599954,0.01766228160153731
ADAM15,0.009815533861393286,-0.05618438191576444,0.07937243488888165,0.005602049839903802,0.016838246913556797,0.09684397356906153
WNT2,,,-0.020653231737465406,-0.012683399740900918,-0.018314071471404347,
CALCB,0.01701965648380319,,-0.012721405696185167,,-0.0017999636329140319,
OLFM2,0.04127094269556576,-0.031046114664126104,0.0019651943456387637,0.024076941093554863,-0.005053243916889086,0.039052992414328386
MFAP2,0.012635277938785138,0.00012033846917661662,0.09367270864922542,0.021990385147866456,0.031169149762689193,0.053736107389497856
HLA-C,0.021494637043512763,-0.005992945312679307,0.009515292323964373,-0.024795253653145714,-0.018705657865920697,0.0028539780670746484
THBS1,0.057268121552854365,-0.03325370747191716,0.1060925908117225,0.0490799179679807,-0.05653786963302226,0.09440039876907472
HSPA4,-0.03842132348010795,0.048021663640848936,0.010901478168958255,0.03874368528627132,-0.007514361224730798,-0.028230412769864047
LMAN1,0.021023221737050745,0.037580793901543126,0.062218527011077635,-0.06598624608704222,-0.07018078832179236,-0.03851677734241497
LYPD3,-0.006724860612141231,0.0009204505106659325,0.09992645321301817,,-0.034123147686991984,
APOE,-0.02869962500204309,-0.016676161253301503,0.007201680808720759,-0.0019441414096131992,-0.018103066461471147,-0.059263209919349844
SOSTDC1,,,-0.03792274530361437,-0.02060820416554582,0.013892001537971353,
ANXA1,-0.025892918139432102,-0.02699707527551144,0.015345267395929497,0.014062376880631796,0.003084428209553761,0.03150634770654434
WNT2B,-0.0304234755035608,-0.013091164355363406,-0.0328731914318436,-0.02219262590666398,-0.0023489270902152266,-0.036340172579772824
