,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.046636825803297144,,,,,,,,,,,0.032402235207492185,,,-0.04728285841871522,,
BMP1,-0.010225347886886694,-0.10043595517725207,0.03282193622625735,0.05016190093975149,-0.1034169445907846,-0.020000476510647083,0.0023977480135888647,0.10266186766096018,0.009347474629853908,-0.001659522684855466,0.00219018478729649,-0.032784950910198646,-0.03418858559831211,0.044755960154968105,0.15037899284556414,-0.012849750599657164,0.04662119448457638,0.02592590384421149,0.00510871794006316,0.026637212562000284,-0.06899938872015564,0.07212127082088061,0.03502218911743151,0.02439909444800404,-0.061225314096913216
NDP,-0.006369235197035541,-0.21455809862475317,-0.0435770466246961,0.023124684660837138,-0.027230112992000313,0.032657748481236065,-0.00798300662017662,-0.008567184589244005,0.022309143305349756,0.038849601723756816,0.008321042024645557,-0.00018329678638399045,-0.013949451279711339,0.04007193642009525,0.06329395555452201,0.03526164664847233,-0.02278347373481624,0.06531434050248855,0.021975814790536844,-0.011873736164041838,0.0945006454289647,-0.05287404362334012,0.021893030762134304,0.021133052609354858,-0.010588586760056414
TNFSF18,0.04263134964400612,-0.07028976278721819,-0.018685215759995426,0.0024478875637642455,,,,-0.028598487950404868,0.10020078474311155,-0.01888898394573095,,,,,,0.03581426065750403,,,,0.025576756493448267,,-0.0377601973614872,-0.03384622815044277,-0.021119556694349305,
IL36G,,,,,,,,,,,,,,0.07010745659054261,,,,,,,,,,,
RTN4,-0.009625996796934601,0.07811411176463753,0.036383180438519125,-0.04415313520391215,-0.06419453938850514,-0.041960160639976846,-0.06770469453867455,-0.15241701184664275,-0.06581388816071049,-0.0003746276047471014,-0.01696765899081357,0.10412298985175972,-0.017786786344792166,0.022333877658147382,-0.01905602458025734,-0.004865035805293138,-0.027809737920624716,-0.055410805450365475,-0.008145443490493181,-0.04432848388747488,0.038913851559870725,0.07295285014626597,-0.059529755094426484,-0.020180149965816237,-0.09165294683578286
HEBP1,-0.031302750568745076,-0.014323260033068087,0.013502000035282957,0.02401993734220545,0.04366824643707209,0.02360593537946756,0.054609987892670256,0.1123088697496685,0.0074526722678591424,-0.030674369301632465,0.022179643312679995,-0.030520075536515322,-0.06461563125881227,-0.02596824730121774,0.032278977929247096,-0.13216704220587222,0.022931930661942435,0.035508008902140495,0.007967974883465855,0.06499469929756344,0.02406872813646622,0.07703951933177025,0.06454334236359079,-0.030979347698220482,0.04733776755815659
WNT7B,-0.023853502214864198,-0.002666649366208484,-0.033376306198063296,0.021881392922560798,-0.014097988021997349,-0.014529935751718227,0.04142930565890388,0.040381351575576235,0.004096771361311361,0.046432900582501206,-0.015529574165108511,,-0.0257038040252133,-0.018275951967937458,-0.0939719568924612,,-0.04022406265083715,-0.04649417922275457,-0.022520732722739686,0.0065058731499926335,0.14373589366246528,-0.037760158206999066,0.06408245160156258,0.125707372344426,-0.04622601455921266
PTMA,-0.048885649989528546,0.2182278643516166,0.03378758558322489,0.04872820378794139,-0.19896026524886437,0.012990402238118351,-0.019119332745322896,0.2141607131279829,-0.020256422709179496,0.05022107542783255,-0.01485631159905644,-0.2123477917589875,-0.00624473982596416,0.04732675117328465,-0.11121084416329967,0.05510245610509939,0.024208678148877977,0.017572134840817426,-0.009165825320672633,-0.06346980225754195,-0.09954219729092798,0.09353020317857552,-0.024339601629453155,-0.0917847441832373,-0.08346745125558241
FASLG,-0.02385350895818817,,,,,,,,,,,,,,,,,,,,,,0.032760891079306714,,
