,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk
CEACAM1,0.007202282532639605,0.01160158155440728,0.01102915941267422,-0.0016195681306563584,,0.01695841667671129,,,,,0.005512630558374214,-0.0497223719285311,0.08604954635594762,0.059661451049467275,,
PDAP1,0.059877914798075936,-0.03160080944463499,0.08252999464407837,0.011217616737224654,0.03940376286765412,0.12161097327907346,0.0048870443637300245,0.01633857776163286,-0.010685684964207139,0.05233369044862356,-0.02102701612460054,0.09727599763029394,0.070898095253201,-0.050601551561263614,0.08155168913857608,-0.0496736156261437
QDPR,0.03980886193703537,-0.007579105357754256,-0.05742421357320682,-0.026133523715358067,0.021950919243897776,-0.059088198599762845,-0.008344618234287858,0.14837788298536755,0.09008557635804844,0.10386138883804909,0.036372780811666144,0.05834327091119518,-0.08588752407270941,0.11241767474321211,0.04759849156684201,0.1312965475986045
POMC,-0.03325424905174877,-0.015276046145925945,-0.01744495603179142,-0.0016972367122197055,0.03075268062550136,0.032860996928349276,0.005000251480118904,0.044552238304898364,-0.0008104245690758136,0.07666535872363489,-0.05049646725679466,0.041373715739192636,0.003573318579664124,-0.022814737162583146,,0.04613649792882932
CCL18,,-0.012059507513820015,,,,,,-0.02770110159895014,,,-0.05539352620362196,,-0.04204522073563712,,,
CCL17,,,,,,,-4.300799130883005e-05,,0.03198039351887235,,,,,-0.0022602910903370744,,
VEGFD,,0.0080731302854237,-0.029030067396380494,0.027128658013854258,,0.02648720576190836,-0.012475428590896379,-0.023254685245520105,0.04178083310847617,,0.028268130751403803,0.02080580186951907,,0.002465918126061471,,
TNFSF13,,-0.02503367761843535,,,-0.013703809225967922,,,,,,,,,0.1133258106578304,,0.0291321815696762
WNT5A,0.011251761662493427,0.059111964410819076,-0.0018734786577456937,-0.05892765223679536,0.040964867377284865,0.10802237556792087,-0.02589873904068631,0.012571809766849141,0.015010198330715574,0.05600699360171073,0.09056946572814191,-0.010153365385770932,0.0645180948878689,0.03687667262780978,-0.07007844070214937,-0.03589338462955299
CXCL8,,0.06556275174502077,-0.027182034443000918,0.008803123559121669,-0.019492779806444555,-0.031376037638989496,-0.011617661553511727,0.06062038664203324,-0.03235089967653755,,-0.11998688824741888,-0.03157386851537094,-0.0029831488066051695,0.006247108424145596,-0.0013421932804061642,-0.07317650034910358
GRN,-0.012579007381906773,0.036186321524900686,0.006547286855534671,0.056760238455841716,0.06601830711043484,0.128640366513237,0.04136814707546736,0.04898364911086659,-0.07011764512951081,-0.022785502570447865,-0.0462440000283732,0.014468646520523598,0.05441744338213541,-0.060821296828091335,0.040979573096410864,-0.00722577925772872
MIA,-0.026112536520496738,0.06283609970125105,-0.02581731178776204,0.015998553445804944,-0.024779130013814765,0.06843788640930733,-0.0141881727213469,,-0.01785000508159298,-0.009357685417646922,0.10496524540248374,-0.019002460218105838,-0.003193813514669392,0.05579676291299204,,0.01099029668677293
COL4A4,0.12209924191322657,0.04108156934528195,-0.005893763057585287,0.021684191348989336,-0.013038569038518065,0.02265167809652696,0.027544019177476398,,-0.016165276408992058,,,-0.05292937120859678,-0.024771248396028827,0.0806810646043236,,-0.02561396073876775
TAC1,-0.019949765488138045,0.01035453973352427,-0.04777784941042946,-0.019547186080143008,-0.07897567079817067,-0.09367401233664743,-0.012798073878536693,-0.10251972829607674,0.023212010691491404,,,,,,0.04884883399303034,0.046108180743700516
RARRES2,0.04764335618087722,0.021709379564686056,0.03945937644893351,0.07338386029735362,0.04643734361304131,0.15879835978896703,-0.00019841199846673378,0.08823821141584637,-0.0032745440281750104,0.04411182318008315,-0.06708779294632694,-0.0858449215544817,0.10213915712619862,-0.04292171072944319,0.13762082413597942,-0.03167150102042283
FGF7,-0.048680596594818264,,-0.012984374635382738,0.005773884812021293,-0.037370731562937284,-0.01288171604159579,0.11928418469987465,-0.07313906559153407,-0.040319006855473155,-0.08775962011135216,-0.06623343696801906,-0.049690466238346116,0.1374910452948917,0.02976849633218822,0.07143091986943974,-0.0009375685716238829
HBEGF,-0.04291976991827539,0.04909593449291149,-0.006266606071002108,0.09883244508826146,-0.002267441782596973,0.07623801821265717,0.030152001847582325,0.09562491890697361,0.03558351686015275,-0.06150870774620207,0.05806267435497289,0.0025578090790111313,0.016538700874715734,0.028837241528833293,0.013753151380934836,-0.04450015831644637
CSF3,,,,0.03078241821938817,,-0.01938026587101431,,,,,,,,,-0.03471757257400383,-0.04060247351474578
PI3,,0.03562861027026661,,0.02210403953012148,,-0.023635520352604862,,,,,-0.020730746293139635,,,-0.037602265153811404,,-0.0014190248688767187
PCSK1N,-0.004526917161143155,0.003158788366857203,0.05283097787701617,0.029826078567950262,-0.03014006880026023,-0.039346879707671104,0.023559648000549157,-0.10674237482435567,0.02175969262233137,0.031782776598599,0.043172781715678135,0.09748173688905865,0.005144811945428021,0.004357413520391908,-0.03087372405898306,0.022708597607940736
NTS,,,,0.04869284789732502,-0.015917130326518734,0.05999869710698672,0.025530677556432613,0.1071301562241325,,,,,,,,
SFRP1,0.004812952787545361,0.01883002514077946,-0.036893199414105106,-0.037097574596089374,0.011358593110059692,-0.031295306657268734,-0.017007802363929996,0.09330864468108349,-0.03716366727361443,0.019898467517077436,0.006771608017151591,0.09505943782296578,-0.0063237921199296365,0.02741997179596835,0.07734626606520949,0.017047292867452896
CXCL13,,,-0.02059787183493831,0.01627503683849843,,,,,,,,,,,,-0.032934121416718976
MICA,0.0013833007113646049,0.023836556591408358,-0.012347056475503012,0.010770363100433968,-0.009128227303979396,0.016007432897972112,0.05687578851787067,0.06905308938924767,0.018496953484146383,0.003841060258062084,0.06063247250001862,0.04118187638942607,0.05371490559941279,0.04024688677036064,0.07645683216777309,0.0041813004286775785
TG,-0.02310426666468733,0.01873931875467274,-0.02756060874246442,-0.04092784277973487,-0.01837256436365461,-0.007602797378940801,-0.012308472588377813,,-0.0075722560175304696,-0.03767235061716602,-0.08752647997155331,-0.032300486449764805,0.02015380882335753,,,0.04993654470339301
ADA,-0.011564593989621032,0.058477115199570474,-0.019523623922967904,0.0002001908031018888,-0.025214426779901388,0.10741836058693557,-0.019989949331549947,0.14705100873896562,0.05147809980193175,-0.004823977270113232,0.0715258437590407,0.10576688312932005,0.10021007402352297,0.034351770934925155,-0.03609796945395893,0.091295943986669
LAMC3,0.007676012266308503,0.022476808116688504,-0.014896100627093768,0.06665389214989138,-0.019061963062570342,0.016675591531632183,0.05042064271388923,0.07895586026419268,-0.007421728195912884,-0.0027357112663629665,-0.014404273635723996,0.049785397994729454,0.03152540913691879,0.023618413085166202,0.04824811099939139,-0.03941746093677904
CCL7,,0.14324392796055554,,0.020957015705068117,,,,,,,,,,,,-0.06875321674864134
NGF,,0.03023170271413157,,-0.02197961406536593,-0.0175323542374588,,,-0.008034840920526655,,,,0.036175851895926356,0.018887403261310404,,,-0.04601506436977315
TNFSF15,,,,-0.015802156473679517,0.01461870076494376,,,,,-0.012444003639782458,,0.040949763457722915,0.11233500994778749,,,-0.04493662028479992
HMGB1,-0.028625669679886487,-0.039724321780269765,0.012187324313199513,0.043139975598582486,0.03253800243766287,0.1223290915708392,0.05520000484591596,0.10927573394287954,0.027337821662171986,0.08390458567863907,-0.07821865566912593,-0.013382592667529692,-0.09763329436153621,-0.02419109270667349,0.011840311989972496,-0.03580400873138555
ITGB3BP,0.03322656169327754,0.04383553266825574,-0.020926340813743796,-0.012863841102796883,0.0018293235632635971,0.09454360339755004,0.06273248201696124,-0.0010188226439594905,0.013769385944270015,0.08465113177864346,0.04886135965003398,-0.008101464158528119,0.08476541474702393,-0.04380085292599806,-0.03645904772253496,-0.0671777495676479
AANAT,,-0.007469683688791679,,-0.0076625516634214845,,-0.02830824345564435,-0.014188173510529293,-0.024275095255534826,0.04800169142523778,,0.02302496054907374,,0.03555559758743196,0.07132934010272553,,-0.02479182032012168
RELN,-0.019154049608862828,-0.053721950568946256,-0.03373997735229338,0.05285163267519717,-0.07054568997913528,-0.026421151794352202,-0.027458844798907422,-0.03695103268000696,-0.01784628557884228,,,0.001297406347755323,,-0.0019658991401035448,-0.026443889370078376,0.09712272898389761
IL15,0.04734727966079083,0.04956028648646974,-0.03511179388516577,-0.0018607191055164207,-0.015147764165076016,0.06961508545757544,-0.009691207774324832,-0.028680755634865846,-0.011201713547186036,0.05731345195969114,0.027951406613830065,0.01283279083613869,-0.05412099505710987,-0.05072061323042033,-0.036719109090456385,-0.009099010219166252
UTS2,,,,,,0.056713176519038816,,,,0.10038428066950866,-0.034706938422143896,,,,,
BSG,-0.0030504273059018517,-0.04245415876849399,0.005145092638390636,0.020411744424181054,0.01523588671072536,-0.035977408550192665,-0.004124727862023945,-0.10139001852887318,0.01178993506141349,-0.010903505380759812,0.015769620858315472,0.01638802348748774,0.09795268780900274,-0.05683574703421918,-0.04232520035574024,0.008654006866145258
ADAMTS3,-0.0315298273431679,0.002420059727913774,0.0005046571444934917,0.018215873693269564,-0.02439866601249751,0.10824304502970193,-0.01712239923543657,0.04153338361191077,0.011737032316338752,-0.06718166608881056,0.05490468315553727,,-0.0391106510928796,0.04305769920774037,-0.04221623454766826,0.05075122709628846
CD34,0.000579832269715374,-0.005097786089338641,-0.026996391436036223,0.06312793056633369,-0.04839919416744682,0.009457860480686189,0.02741356246710383,0.027245246801168934,0.002549672093099815,-0.0616485628741423,0.03752085562847049,0.039069961569145974,0.06374664034767559,-0.010150407781423851,0.040323206608201156,-0.0645258494629497
CCL23,,,,,,0.0037320375863107527,,,,-0.03276624663682871,,,,,,
PLAT,0.032933263347004374,0.0040657890424436955,0.02037702055820965,0.09738679491485265,0.07443429112254991,0.14774942099325022,0.06901205012086818,-0.029134562409031506,0.019613248282805897,-0.062028231857985006,-0.007897129268862154,0.05169533796956815,0.056366673304774004,-0.012964367865496472,-0.01878412013908871,0.0041187291970089385
NTF3,,,,,,,0.06403122028772068,,,,,,,,,
LTA,,,-0.02026815829887416,,,,,,-0.024855208941539246,,,,,,,
CKLF,0.11713453793327187,-0.04171982718374926,0.009082600262042348,-0.018704836634432544,0.055349942132426035,0.12157665704083745,0.015391879398667652,0.0473595695707352,-0.020047491325338538,0.12271176273013286,-0.009607045861558364,0.12019097242846938,0.10881240837640124,0.008864149542988864,-0.009854812739215003,0.0284087962189908
CD24,0.05122146358898747,0.025623648182033717,-0.04791439345030668,-0.06589571265083354,0.06500841087716701,-0.07232805812032554,0.0011205689416907037,0.04044198976659963,-0.03799492221893032,-0.0355058796404996,0.0059514444824635545,-0.08483317413375926,0.02075653418513679,-0.002340176352473812,0.07953144110657828,0.004937278909168429
HSP90AA1,0.05149596616837853,-0.010937999042377872,-0.023148103728860395,-0.0010361646573150169,-0.005748017830854026,-0.11054642635603855,-0.034900279987196296,-0.14920293366404042,0.029621587844868017,-0.06370697556719514,-0.1660596857730357,-0.06300268274377706,-0.07441753150817848,-0.0484782884675285,-0.1098842974993646,0.018233731725601887
BMP4,-0.023777644568776245,-0.026380072089601084,0.04037379359313013,0.05892954227283508,0.04161662783967166,-0.060124676485865024,-0.01845158482547081,-0.03663637341633392,-0.021179205174166906,-0.0476235587966149,-0.037509662426794724,-0.009980902056141983,0.02443202338002461,0.046933691424577755,,-0.03477427255344969
SCGB3A1,,-0.02110104688185149,,-0.029128658000557556,-0.019336388864826925,,-0.011967863126250656,-0.05581564981164463,-0.017343636103014797,-0.0404361806660027,-0.044629683636908495,-0.01387737253844464,,,,-0.008633062149528277
IGFBP4,-0.011295281294072854,0.04136249725533389,0.011792770849294894,0.02601715918568363,0.03573671334488234,0.07261315695566661,0.006081261389306511,-0.025046872923735797,-0.04132431692580154,-0.055644336913654176,-0.05411945124926487,-0.012325452958588628,0.012896611400553239,0.06348021835333985,0.055046913094787084,-0.03772375551946653
RSPO4,,,-0.012651480950593097,0.10834771944805296,,,-0.011967861375679942,,-0.014021199582804457,,,-0.049276025372244354,,,,0.0018812953771049177
LEFTY2,0.1473079674549416,0.12659967797868585,-0.020517082120247075,0.016503617547844764,-0.04342006850925362,0.12552939908538613,0.030437756790357255,-0.05154991082394523,0.03605639538898366,-0.03024623421508577,0.037922664647523606,,-0.05596228554013182,0.014045409400887596,0.020096122140956255,-0.06034761264440272
PF4,,-0.021888948926440194,-0.018436644703657974,,,,,,,,,,,,,-0.024488904533541002
ANGPTL2,0.00783681971459854,0.01810934027439781,-0.03428942907201778,-0.01892259089912315,0.09401876587535644,0.06843613920219022,0.021330997969303652,0.10134824184158123,0.021947434945615813,-0.03748109272950785,0.004944764786535426,0.09133115479583008,0.004111379477489324,0.008909145816750286,0.04662661600104173,-0.007712374580975857
LRIG2,0.03508683409852389,-0.04599487530939832,-0.03890029075672484,-0.01982657459890039,0.06089675478808769,0.08881017315321282,-0.00839493730309106,0.028192011177109816,0.017176198715131392,0.08202058815010187,0.049733089440993916,-0.001995363148191103,0.14327984572862684,0.01018831218099392,0.017545783892675616,0.05551907015147244
ICOSLG,-0.05614156835555697,0.003413297384854811,-0.021784152141045912,0.0437502413607836,0.016669795987765954,0.12032830601008138,-0.022712765989844116,0.00391191692486769,-0.008132117995429964,0.04304591955304401,0.08258933661923773,0.03028435432898953,0.031212486433778327,0.06898264705190395,-0.06424193832675838,-0.05549281225549751
WIF1,,-0.03938561072535321,,-0.00485396433520861,-0.05826918995020497,-0.11519998819015216,-0.02252103722002767,-0.10737718319912208,0.005088721736319866,,,,,,0.049003900499663355,0.0036176494853871906
NPPC,0.004069528968907633,-0.04957028432443114,,0.07027703543958408,-0.0370967936803208,0.04859440015655933,-0.016632398522337423,-0.00018951198154511448,0.006755439732055793,-0.0027275013194688136,0.0546159029471785,-0.037861985009987886,0.09838973085502663,0.10044419899810741,0.0063345118267127245,0.06437858461732476
LYZ,0.04124930530652427,0.032811056234083286,0.03479018525294699,0.043528203964382554,0.04472948801947435,0.08113862806946867,0.0073821960387695056,0.10665375071731432,0.01806342177766937,-0.056386005704941136,-0.03684977771221546,-0.02217821464008778,0.025088195541797177,-0.017841629025198407,-0.022676971063559207,-0.07423085772214795
EREG,,,,0.005336511135016074,,,,0.03229843699202287,,,,,,,,0.009758559791571616
SPTAN1,0.02633919202207066,-0.013563754250566313,0.09315985399958236,0.011311717231205196,0.008883485153954136,-0.061352265550919126,-0.03457592477264377,-0.16327118422043502,0.03219941339735813,-0.02822678894130911,0.05555074956239451,-0.010911235550537688,0.10898971184456922,-0.0041083195672308205,0.02442108375095939,0.05130071589184211
LIPC,0.051995036112943184,-0.001504930701738312,-0.01591853944174089,-0.034197332404017323,-0.02349029813065254,0.09478947461064267,,0.0031717697754394683,-0.039045208921527054,-0.030698621265685986,0.047682410125523426,0.020477846620979505,-0.027778039016793436,-0.024083833126269466,,0.05645731282678652
COL8A1,-0.0394129985550356,0.016305338617580947,0.011626480438458016,0.05495047916410565,-0.004489855441340232,0.059111056012425174,-0.021619058597442453,0.07842561972812823,0.009991746969672907,-0.08043608306708525,-0.0909770887382596,0.14045704052828611,-0.018866471579920496,-0.01641250734186212,0.08539911302852479,0.062416393992321635
GSTM2,-0.030026210861195855,-0.02132979076690255,-0.024051840492792943,-0.008065848626623703,0.0732304163586954,0.033107566700171696,0.005976002815811116,0.042446587474608985,0.030630193118227535,0.08207220476125285,0.030062082146086376,-0.06080971055189787,0.10665817651247227,0.17309392385213354,-0.01694410163437488,0.029215609138899114
IL4,,,,,,,,,,,-0.05373057551269487,,,,,
SPX,-0.05922795747961956,-0.009769931298260492,0.005868138475590603,-0.05740575114140825,-0.04380471883790592,-0.051838758835580444,0.007707946734053122,-0.008206583886242843,0.017660420992059295,0.08788785987983437,,,0.05604843919920701,-0.015498908193174808,-0.06801078903913105,0.08286169684374538
MFGE8,0.0013607964053436283,-0.030968784781231922,-0.05090086211284254,0.04858123132717297,2.8110550697920418e-05,0.02011628152742636,-0.010459291768797658,-0.07087347484570079,0.03277284929420948,-0.10085078064705663,0.03250227789502654,0.06877418071899558,0.06644377045282325,-0.04312130296514343,-0.07786358506827118,-0.018978611054780707
TGFA,-0.004260871519988921,0.04685844183069867,0.009746562617650853,0.0033748951171755806,0.104160787631333,0.05219032772942439,-0.0028523867159121518,0.12569191209912697,0.0422799393135843,-0.017993773936507196,-0.044551790730570806,0.021697788816539647,0.05829149246502819,0.0077082962324922805,0.022310657638325113,-0.02078422327255893
SLIT2,0.01637457153221193,-0.00721936509859453,-0.04055684495832699,-0.0629691354653492,0.016464898003605438,-0.09406395657632187,-0.016362213652201713,-0.07384685733707472,0.04508534957775741,0.019452140893523387,-0.029566375273807056,0.09978479735169074,0.02918930344743369,0.04631615530653032,0.042698915861533494,-0.020978845945467266
PLTP,0.003164607477815734,-0.00011457630620642345,-0.017397925725237212,0.11794884800625786,0.01834957858150158,0.14559083447825139,0.08025065449141587,0.17485984138574193,-0.057151147166304886,0.02569430886206519,-0.05445660375150669,0.07589603107422138,0.05704760981037604,-0.045528948402160395,-0.033236171780617996,-0.007133788238402723
APOD,0.0009367512086077609,-0.04682530254242191,0.015407438683746132,-0.06204566083151439,0.03185774982103371,0.12310588854188009,0.0069138428413772985,0.061499599011290505,0.013704714596834451,-0.030307912527103544,0.04657031605097477,0.12557981821362482,-0.08438534113426586,0.037988180609285056,0.01751540302721246,-0.017366374927875017
B2M,0.06846754920861735,0.05392172389558821,-0.035024069476015086,0.0650336312296832,0.059115140847058836,0.12195859408303845,-0.00010260859856369971,0.1977276438882572,-0.01831574225644443,0.004553665573584213,0.05705496485576567,0.0773101735118054,-0.11151777277012999,-0.012870595691215306,-0.05535096315694171,0.024648256456889207
OMG,-0.020248808876423087,-0.058107479059627154,-0.05518963459889707,-0.013264762569123007,0.05195229526732357,0.03759029672508167,-0.005468804680236009,0.002612191330653208,0.015752155950572014,0.0170298256280397,0.03156220397062269,0.046621862039616685,-0.024262655515640018,0.028234722257227333,-0.0004632169311027039,0.08764216994334081
CXCL3,-0.01860593922348456,0.027170687227914287,-0.0023129314644975926,0.03804175666141967,,-0.026175474743692865,-0.012803081945078957,0.07517656157647602,-0.017900251377949514,0.11717833644302753,-0.06833145792096558,,,0.024095282059548775,0.03037221926099386,-0.010586458849507555
CXCL10,0.04243978763311818,0.02333583085862756,0.029303714197679503,-0.013085535157762949,0.05426503261843267,0.07750839470714858,-0.019448818553917183,0.05877660788721835,-0.0165624439327514,-0.029467175347415032,0.06641294152612393,-0.04101246494189074,-0.013090502400178899,-0.04978417631671798,,-0.019240243265321703
RSPO3,,-0.0032178667942351427,,-0.007379553610354437,-0.0333150388940471,-0.04648363678111203,-0.031089769848893667,0.01625755736046486,-0.018705417696406382,,,,,,0.06330874426362759,0.05291105832505334
CORT,-0.0027676991900348336,-0.03112816617484673,-0.03292667994771625,0.004287499533664137,-0.034850394157007594,-0.08045034783538518,-0.003500726019609669,0.04798894071321256,0.01681095718514769,,,,,,-0.07098316443257895,
NCAN,0.021754467895727395,0.007542197111862578,0.06856880036389816,-0.003968914129185731,0.04494053235608315,0.07477668838732858,-0.006934061111160567,-0.12961477649748926,0.07856344325167941,0.0037531287764823278,0.038334724193342495,0.04883496972468828,0.07590796859907452,-0.06611089963121852,-0.008900179191479441,0.06562938208987991
PRG4,,0.07991861513169997,,-0.006112599544441688,,-0.040267458446796446,,,-0.021869725406709718,,,,,,,-0.03408521880934189
ZG16B,,0.006595773041691999,0.03654869343559149,,,-0.025585599840558377,,,,,,,0.09042596199087141,,,0.0026843240174856254
TGM2,-0.027878779963959054,0.023932579285185423,0.026432067167310058,0.0030897011805549983,-0.01581900589474517,0.017566840193170747,-0.017657045301354698,-0.03857706979244266,0.01645654831621199,-0.02313360869659712,0.012457685718314411,0.0655922507746375,0.029146420859566098,0.026085260411052528,0.054851026438969226,0.03341608070223155
VEGFC,-0.02310427298703226,0.012897118306727925,0.006667139625711202,-0.008909035104626876,-0.018127980374409193,0.018440511250459625,-0.015828915213976433,-0.02111832437252372,-0.022318926501813,-0.01980526266406142,-0.024920268013467417,-0.0007189434517981437,-0.001235856999790323,-0.056851191747386697,,0.03530235284340919
WNT6,,0.01694490038025039,0.12562802230416145,0.05461160022251581,0.008001695419837597,0.010868399966158062,,,-0.019478832013593555,,-0.05094103706982845,,0.06850906777816897,,,-0.021587236116746147
NRG4,,-0.019434806927389577,,0.018707589307665827,-0.019020085122244,0.03127226752088902,0.032306128355825026,-0.06675825308732886,0.013765125228794804,,,0.04490530883323998,,0.11581301774179535,,0.0323873280321774
PMCH,,-0.006841960215531729,,,,,,,,,,,,,,0.011678698298734014
COL9A1,0.03137276133239337,0.03149406947758457,-0.024010024109810957,0.050764343238425505,0.0701736662662224,-0.03135225346969946,0.032114321761217486,-0.05229465343026296,-0.029669261550497903,-0.00849127163761862,-0.028445702437600393,0.06089919932148532,0.03954783657308248,0.014163016757382785,,0.03440391894219272
GDF11,-0.01174393454299692,0.018242112160808628,-0.0032204524103969924,-0.010137203661833469,-0.01122285393914797,0.12621179340502656,0.0022947608767858664,-0.05744029651265843,0.10185461028796014,0.04259653103516125,-0.06534141861791518,0.06601429678550151,0.08164304862762709,0.004823169574305718,0.047266601364940694,-0.007639137740372408
IL24,,,,,,,,,,,,,,,,-0.03629355139251238
SORBS1,-0.05214007314096824,-0.016337807240566257,0.01325577495496846,0.025691362375852976,0.022607730778675065,0.09574238003298677,0.004356598628212179,0.04151040930106714,0.028308482151242795,-0.03911217799832181,0.08350153137692641,0.047468670950822786,0.09253971171852214,-0.07890436492297201,0.028396625796677843,0.03327046344010251
DLL1,0.0124949417708923,0.035020682698405116,0.00811661448855135,0.06278634717248166,0.0131395420042882,0.12711004165004153,0.019084806435585033,0.06340873460364335,0.03928729393415897,0.06263841114119142,-0.02948209071817491,-0.10261496028432666,0.0402817697740411,-0.042837670077041166,-0.08689852171222025,0.027246871317301052
TLN1,0.013693842337752367,-0.020388519994894366,0.049911694525466885,0.04243798721505553,0.02865660733133357,0.09805679163802558,0.008839288676514899,0.0885422964405441,-0.027015938689343495,0.015420933471136305,-0.009960015718540903,-0.004954503121628675,-0.030320620688439485,-0.042441249431519966,0.027082026272410048,-0.04632022148538878
COL2A1,0.06660120787324313,-0.02443268351447808,,-0.027672256886457858,-0.01683233944083171,0.005866587834392193,,,-0.018172430124220172,,,,,,,-0.029248224292619193
SHH,,,,-0.013306499912542836,-0.01837256632774915,0.026150185483728435,-0.01374124124655973,,0.002694195172971195,-0.043332730236804805,0.07893534030392768,,,-0.0005966303478067811,,-0.02302552613654148
PON2,-0.023253597991978233,0.019753153059831496,-0.054945873853805914,0.024432440902224514,-0.057517973256555735,0.11256728479353013,0.024308214331884938,0.04092623000723399,0.02944679638617172,0.05210553270684744,0.16257251848502144,0.03872360937410426,0.15263583870055075,-0.022276204382631185,-0.027681917073353064,0.060609682898976294
ICAM5,,0.04572164516660653,0.02605642143498432,-0.0025159160008007323,-0.020312430848562883,-0.028831124087144205,-0.04271970928122982,-0.010283650365601728,0.008096406275503135,,,,,,-0.03378516628279635,0.007662047495054314
HPX,-0.024649572797320683,-0.01225146617393938,,-0.03563677325165306,0.07902549272660835,0.019128475045442274,0.01181649211698862,,0.04388251491470964,0.24711437443008674,0.16704712322016552,-0.022961795520859692,0.0017311852837092077,-0.05489024394984199,,0.002876971941848008
SFRP2,,-0.002157087531637063,,,0.027580385243679624,-0.029663026532153164,0.03380980026539859,0.046306246445219516,-0.013457244117416767,-0.03821399892251233,-0.053730607137666954,,0.031514230541609296,-0.021752463980609895,0.1154422593614733,0.0440189784697656
CFC1,,,,,-0.02625362584880117,,,-0.054472431807575265,,,,,,,,0.0062117555921869716
CD70,,-0.02848364293293475,,,,,,,,,,-0.022678500501020406,,,,-0.05702987375438581
HP,-0.021468411905673036,0.008410283645897283,,0.03144913400954929,,0.03613236379954628,0.028875727388086456,0.04272923178012105,0.0639569124281305,0.09279804509206033,0.12254354330204466,0.09066534936050603,0.06558380820944595,-0.0032972173547170763,,-0.013480030580385237
CXCL2,-0.014751378017242207,-0.03658153402302586,-0.00199713385217499,-0.026501860967906042,-0.024013012947022568,0.006389085060447436,-0.016632397220634563,0.033289155779788006,0.004770748170521457,-0.025620866827852844,0.06727592676485811,-0.052143874161923565,,0.07968042910424644,0.032603533926710816,0.019924835697592482
NPPB,,0.07183901926703279,,,,,,,-0.022318928125132528,,,,,,,
CCK,0.0634361281017342,-0.0041872636672207605,0.02657179989055004,-0.03728648333205853,-0.10620438102166284,-0.1287948015155181,-0.0241511330795155,-0.15210875364797088,0.006172705026829676,-0.030698646043675896,,,0.043088721913570265,0.011050241946002959,-0.004258817003807774,0.09874633332865854
SEMA6A,-0.04724442034949301,-0.05236243330016717,-0.04449281749520479,-0.024314680729585723,0.11424248219517025,0.12603204927585698,-0.01687224452821369,0.0869378932941287,-0.015229345238153107,0.032953096107030455,0.03220627185815438,0.025285741228144136,-0.013530553210585198,-0.0028780353119607907,-0.019788092137052866,0.030683185174578582
IRAK4,0.05575352649135082,-0.009868354669591671,0.005988829296258828,-0.0460591120966483,-6.130677445231669e-05,0.035380736620823076,0.01243832424708117,0.0932001879127454,0.06137739642587824,-0.031261537641954995,-0.033732793724522044,0.0523558251704316,0.016696181087007673,0.029374061203381905,0.06429418709719327,-0.08339762072685353
