,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
CXCL8,-0.02958299858011509,-0.0802806027859172,-0.02058916902500282,0.0629743714711134,0.05541801703548826,-0.011834180729049121,0.11450017850185065,-0.009018612222926136,-0.006846414210274932,0.07014412853457618,0.004196513985461091
GRN,0.012882855663019223,0.03542402033667369,0.055033849341828804,0.10748312453928614,-0.006410190060260637,-0.010649257776707815,0.061544912704322476,0.007041232497422911,0.08863660564480248,0.0014366970618687738,-0.010122525494452682
MIA,0.0036144756917876318,0.0008420623952849713,0.016967113566184404,0.07452497483374276,-0.028619255642412463,-0.025452706876683554,0.09578476115252825,0.08412180200135484,0.10764508942314398,-0.006342826006410692,0.06774495500256711
COL4A4,-0.00583051640888248,0.060409238160440235,-0.013771935272641969,0.076351346653927,-0.015201825105098968,-0.0246900699428602,,0.00676065334531964,0.03397973546798259,-0.04849540808274814,-0.04079989911031853
TAC1,0.07891695799862682,0.08514074272996605,0.05952666885150342,-0.06896860468833345,0.007820764568401663,-0.02664533520298201,,,,-0.04151565523420592,0.0608108197334376
RARRES2,0.027810305857899564,-0.07118947117504544,-0.020557386814691273,0.10389525179443106,-0.016724034823593286,-0.034614205239365106,0.044440911742677294,-0.0019632493059249965,0.018514289492701806,-0.030649808233342308,0.02503127578346578
FGF7,-0.03200377454782382,-0.01071722890526463,0.027814071269043696,0.023635402101244225,-0.008348111599858017,-0.04358901130642583,0.12105214039704988,-0.03588143158455004,0.09686068278277696,0.053321025871917636,0.03851360467336066
HBEGF,-0.03718109532695458,-0.0680718322072191,0.024913753666079074,0.03870420850108814,-0.011278909756216043,-0.02035518275599122,-0.09119133316979668,-0.05016232421559377,0.04685270374627751,0.03711425494414727,-0.028076795862799493
CSF3,-0.021519724735235394,-0.05870808271156683,,0.0046763598365220675,,,,0.07567929142693723,,0.020055450945446956,-0.01991047473800586
PI3,-0.003172088350915142,-0.03334109555418151,,-0.019545211095855636,,,-0.041321700426026384,-0.027482542661897917,-0.02138031961033064,0.03426605411533282,-0.04325884699891245
PCSK1N,0.007275327184245514,0.022504398972506008,0.001545632127363855,0.018862176898088046,-0.01618672569206086,-0.0035749455165725074,0.008811537945920109,-0.009072769869954318,0.05682784169106144,0.06491739608900597,0.07117840645941863
NTS,,0.02820043416348987,-0.016812403871578337,-0.02133493247450745,-0.017366318083614038,,,0.013462089294761687,,-0.021648782282981074,2.6685567954164814e-05
SFRP1,-0.015753494329815248,-0.02010235676070666,-0.03653206622882696,-0.03742215342103012,0.005284431525501225,-0.0030171436027365173,-0.05720969588520793,0.0055878736358435845,-0.06360973158547674,-0.04263595349260819,-0.014567415080340911
CXCL13,,0.054625168991079574,,,,,,0.02543579133600974,,-0.03390607805084191,
MICA,-0.055303780979291374,-0.0027232488205826493,0.02712605097556896,0.09833780623990622,-0.001741553381642218,-0.04309550544144069,-0.009587625455798955,-0.08147183842653309,0.04869674174882426,0.014998736462205892,0.07377478388109904
TG,-0.017000516274828136,-0.006469786618834913,-0.019405946040644516,0.054459183875848846,0.059763029739504606,-0.0007926151895769649,-0.02077157176359747,0.08870426335939531,,-0.02839213839024714,0.02536864250013075
ADA,-0.0127776581599063,0.08490807033156085,-0.018166092110377004,0.07653144316248484,-0.01803609515764767,0.05187836427899297,-0.05757523900176691,0.04897635348960386,0.036085098802268824,-0.022928299104856387,0.07066202142247965
LAMC3,-0.03416765159132083,0.06940008752589763,0.03207841610218018,0.12442463239823999,0.028695111213300865,-0.025275246859475,-0.04124945302063735,0.009928195024699188,0.08392851993109826,-0.05436381558675319,-0.010746291247842309
CCL7,-0.012291346104477673,-0.026412485863861183,,,,,,0.008537972579526501,,,-0.020864247509728276
NGF,-0.028162613282550802,-0.015429201910627945,-0.01851847752786497,,,,,-0.038025046086946825,,-0.038386212687066594,0.010860566591828434
TNFSF15,0.029140442331832505,-0.019555714904876648,0.010421578536328278,,,,,-0.03209759281121264,,0.014828559781809872,-0.030924403069646635
HMGB1,0.02329907534039078,0.0007975342048903672,-0.017923994919015574,0.04028960120218002,0.08176937352615228,0.0741425311121963,-0.02129168415863899,-0.04902122139791235,-0.0566492562937925,-0.04832425224093415,-0.0030073887239584008
ITGB3BP,0.03623854059761817,-0.03479190520086308,-0.0014021892684330335,0.08285675764878615,-0.0142086563469851,-0.06227400610428963,0.020210995798902627,0.02097912517283275,0.09144690807859451,0.008911322203919202,0.0441882948079005
AANAT,-0.012453785204962967,-0.01762086867359645,,0.033711483551982675,-0.013192239291922002,-0.023261158191281918,-0.05195582524858216,-0.02888398882316392,0.0015198792288452412,,0.12641207767402451
RELN,-0.021616982152369395,0.04077891562357607,-0.02480913766999194,-0.045943386235741256,-0.019243973950423786,-0.025752109870656324,,,0.12490238402045171,0.01688982996600619,
IL15,-0.0352074559468869,-0.03845563346372352,0.14238524929195465,0.05601394872969814,0.04503675875838166,-0.02157364910917137,0.07535612378698683,-0.03548301291719285,-0.024992976153079473,-0.03659636211029573,-0.020064661376525066
UTS2,,,,-0.014602761686602638,,,-0.04190425240917588,0.010176021699962035,,,
BSG,-0.03456282123709644,0.02220688271582777,0.043018553873226714,0.006633944190490551,0.048524292786608775,0.018005810125446005,0.07515460127872878,0.06333832863450357,0.06901465733510223,0.009069941549039033,0.11718105563711163
ADAMTS3,-0.037351008252575806,-0.02932022211308221,-0.025770991285184477,0.08649710281035436,0.06125335792439409,0.039232656719617925,0.03845736180134225,0.024217310139503206,-0.02313165112109978,-0.006085648634489599,0.05820626218457738
CD34,0.011856628813972033,0.09357050090917489,0.04987957751956378,0.08495983510795586,-0.006575340013144612,-0.02011032942722616,-0.06841438953860805,0.03747948626333468,0.04366750640085697,-0.05409038841632488,-0.013940482378068438
CCL23,,,,0.0035883375517740735,,,,,,,
PLAT,0.029886118456717833,0.10083887773849899,-0.021449171526384907,0.08319670579993445,0.013604284514318997,0.06920294466503958,-0.05489629365218663,0.03518449656426052,-0.023879066510094422,0.0640154733925608,0.046425305634214986
NTF3,,,,,,,,0.02826251363066659,,0.008459165132480802,
LTA,-0.015753493592842022,,,,-0.012705501284470143,-0.021573651772232687,,,,,-0.01564943586817509
CKLF,-0.03856119302467215,0.01738899744703448,0.009048456602947062,0.09729185583933828,-0.04297262914167775,-0.024668109311589973,-0.10428241494680682,0.032958238324967006,0.035491246541891876,-0.007555824477622393,0.08337072468522902
CD24,0.036499304013339395,0.05309005884643573,0.06037470906757195,0.04453213332815727,-0.06630867403556327,0.026929629447695662,-0.03492221513104306,0.03775550604097258,-0.07693663533689231,-0.0019746738424482216,0.028154814839631403
HSP90AA1,-0.025068628267932103,-0.01190437065541753,0.01730023132744434,-0.10147247046109815,0.0294844797034828,-0.022881111173290076,0.012679808372988407,-0.05664970512196914,-0.01910265128654411,-0.0461268544795744,-0.05091678896054806
BMP4,-0.019786575965708236,0.0077237364744559105,0.03748567968111818,0.016206365844180087,0.00467876770714512,-0.01838297953217084,0.07260490377030519,-0.04451996842194456,-0.05505116422547573,-0.06798434814775862,0.031700068403078895
SCGB3A1,,0.04815864735426441,-0.020423981731916983,,,-0.015053808907051278,0.11692863567089944,0.05470348527492044,,0.0529659217292333,0.08508448923226719
IGFBP4,-0.03080581763436068,-0.008648276205002385,0.0003673237467837446,0.0913585326744337,-0.04630676664163652,-0.04880759949863807,-0.10625552917594858,-0.0038174039445469437,0.10650542193623924,-0.03774976971167745,-0.014241110034573805
RSPO4,0.026112813471064884,-0.02421926941632151,,,-0.014777271485068922,0.027827248185763,,,,-0.017283540287812947,-0.03918431613102973
LEFTY2,-0.026473255437417957,0.057652159820061194,0.02424121212109877,0.05525521582323635,-0.02764870567195469,0.06481905124569541,-0.026325644337594826,0.01992751242780643,0.11090554339908287,-0.021531370698107757,-0.011586971349331761
PF4,-0.010723957322199421,,,,,,,,,,-0.02970994466230136
ANGPTL2,0.036464032704647306,-0.019586050560460824,0.02924873422042842,0.10842033065789551,0.00932207398947878,0.012377422504826286,0.0026387074137030225,0.0027397384848534827,0.018409507348700706,-0.0009619508061900209,0.05898300280247666
LRIG2,-0.04321856200719184,-0.006440888258471926,-0.014549059712528413,-0.0008244507605919476,0.02596828072730103,0.042044610443043764,0.0742923170224867,0.042176830114850766,-0.03551706508463404,0.033837913233954416,0.08817499702462589
ICOSLG,0.0353335404933957,-0.004216813642303175,0.01789438188850049,0.051239195492481515,0.00630369425013581,-0.035575297851030384,0.10866948679425745,0.009448134387552171,-0.0344036522053637,-0.013118887011264891,0.015567336165185105
WIF1,,-0.027363733358511753,0.028024562920337295,-0.08242820967364078,-0.011403270395265997,-0.030535646879914467,,,,-0.027851274309114677,
NPPC,0.05236804800643367,0.022401499126741362,0.050971991302557106,-0.03321243792104798,-0.02224415730304074,0.007023310520521491,0.038515305951916046,-0.04915019167359337,-0.02952967052740209,0.05622816283278248,
LYZ,-0.02297391449769926,0.011385480184101437,-0.028406855271390544,0.09214491655211678,0.03466998811342523,0.0236420761888473,0.03225034848446237,0.03468568473018495,0.0344418501374679,-0.033420076692199284,-0.050158010015136034
EREG,,-0.02353504973878018,,,,,,0.029507370211509634,,0.034963306603746636,-0.03530598666317191
SPTAN1,0.0645940217034051,0.03074788017397567,0.010773457529805738,0.007873303426332334,0.014217030321673275,0.03063878918764866,-0.04633774326051254,-0.014069247139216569,0.07360218868919033,-0.005434876308137146,0.001098831053754496
PTH2,,,,,,,,,,-0.007379696467095431,
LIPC,-0.019271749999944215,-0.02344823905869587,0.03443232931961365,-0.0033368824131968003,-0.027627613924700055,-0.02369446817964767,-0.038712294670262014,,0.046878029469190084,,0.006597184279241808
COL8A1,0.02593420779545845,-0.0015112384741158248,-0.04278085784643814,0.024235857970054175,-0.028477648118841372,-0.016628013979372882,0.008698950399108932,-0.004607069002651604,0.06756390942806376,-0.049407192586740055,0.0032407037669583924
GSTM2,0.02598100333632026,0.047484120379511906,-0.013529954878013638,-0.022295739300466397,0.017021760817322894,-0.008459418459352542,-0.1025435406462956,0.03347389824063126,0.00575637290041516,-0.039532842394327056,0.05693721285766241
IL4,,,,,,,0.1170880105643264,,,,
SPX,-0.0025123046528328047,0.015970996945835966,-0.023320357778434202,-0.013156621983275657,-0.009821727910405257,-0.0304686149224591,,0.021986822537005787,0.0021476630786393695,-0.05216522463003258,0.04479330877549277
MFGE8,0.012504395412248947,-0.05377006099430265,0.025384818121935812,0.06830073773210689,0.03864388102143994,0.01661490567302026,-0.016887995315907678,0.05633751171821954,0.03556712442022892,-0.027669336729656012,0.03216447428834627
TGFA,-0.023075500248273307,-0.013989588933548945,0.03542714365605185,0.08493776729250654,0.012398112390220367,0.08153100279091803,0.016261885203487248,-0.0031725037511209095,-0.005445728971700802,0.05957954650359835,0.08579237401931841
SLIT2,-0.03649879133762391,0.03555810892996807,0.053647033718295094,-0.05202675891588107,-0.038027348364678054,-0.01718403743833413,0.031022258661724235,-0.0036098631159403823,0.042657639176442816,0.004239782751266893,-0.032055463509634764
PLTP,0.0036083373130747333,0.056139696276570665,-0.013102012212941268,0.0897342627827104,-0.0295822414292751,-0.033013247339638785,0.028762550820688945,-0.017204867836076516,0.04187960737057778,-0.03525411965205762,-0.00862090129267045
APOD,0.05829383024951332,0.0043271985288789675,-0.07912341666538518,0.022146537585542865,-0.012021675361772248,0.11884638974761426,0.08181001925323135,0.08800412606711738,-0.02698901190968309,-0.05289838914730989,-0.123829014975864
B2M,-0.0651162613441056,-0.018446990846987674,0.005530770951344476,0.0960850361290874,-0.027028991800578234,-0.08063559613431175,-0.11248559906252192,-0.04805548473041463,0.12077443168365695,0.0020239260890280355,-0.044162242402955534
OMG,-0.03297708992903796,0.045222000242830504,0.02592798253014642,-0.030626003778747475,-0.031094361647560655,0.08887155648956166,0.11259451295560956,0.029695587399872846,-0.034864366986379076,0.012697690327306117,0.05283829728815012
CXCL3,-0.04917616391330192,-0.0029775003003853296,,-0.002148026727733805,-0.028656813056400308,-0.015536935970709887,0.22385411749618267,0.006398473814484696,0.14271311933181013,0.009689312162464494,0.038504662644299886
CXCL10,0.00032339148436453526,-0.018017222378072267,0.011671847183725381,0.10168771568130282,-0.02079330036720261,0.06857355202118896,-0.03474771425003348,0.005758474436947597,-0.029529667316536584,-0.022733846696604703,-0.04230610892727278
RSPO3,-0.01245378428476924,0.04137910074763547,-0.022709991163247786,-0.025710091860552932,0.003935113208999041,0.024293024627835814,,0.02677605167148942,,-0.052814627100586486,-0.021173131417846637
CORT,0.036963132032827466,-0.028457960889110973,0.029357846703759186,-0.04449707415968899,0.058588366758857965,-0.03473482238699073,,-0.02557608180453684,,-0.03421325580089211,
NCAN,0.018065702329627193,0.03356810872945323,0.031304640311978105,0.0457100810332152,0.014796921143897801,-0.0006272889006706623,-0.03714557932956557,0.06728777597881523,0.0771212171624185,0.02211149065218675,0.09945186652565668
PRG4,-0.012291348019901508,0.026251196396915605,,0.029672097446240584,-0.018884766322557565,-0.018982332491689242,,-0.036061328998021405,,0.0542526315926569,0.02269766491666309
ZG16B,0.06740055047840204,,,-0.02404612173677663,-0.010095674156632758,,,,,,-0.026400616228167105
TGM2,-0.04335144342448596,-0.04957781690624624,0.05328330523612428,0.07807779860551252,-0.06292652454077273,0.022667473743413272,0.07892788171137201,0.0680628909607605,0.06316918425623015,-0.018399130272478602,-0.03160428462552021
VEGFC,0.005035942666065089,-0.025843595173018936,0.0016049854131375784,-0.029364134285429756,0.035817480849977705,-0.019372226940947635,-0.04194805347510552,0.023154201272804723,0.09239002959502539,0.005332829682845449,-0.0067300945972984
WNT6,0.05190003320095533,0.1040822482888862,-0.016410827994187815,0.05049734063371636,-0.022467562746812508,0.10406154537671886,-0.04692518462944618,-0.040084334480048764,,-0.03976259798562933,0.04673251580125557
NRG4,-0.014959132818666987,-0.023913513657582697,-0.020089887196199318,0.027362787568257312,-0.01939542469008367,-0.022599962287768175,,,-0.023215612454807535,0.027484843496283225,-0.0014804315374091718
PMCH,-0.02072733589170446,,,,-0.014777270771905965,,,-0.03346538613078829,,-0.022779169111260014,0.0497686504846927
COL9A1,-0.01562372242592031,-0.035444317557142786,0.0177899893278358,0.04645067066611682,0.05666288033138748,-0.012381094725134796,-0.05178703001816349,0.07734418177638183,-0.04801150048889364,0.05450445884104322,0.08231041748614883
GDF11,-0.03003806202698454,-0.010288627022560405,0.029970212970222083,0.07162445311613966,-0.04598249379465387,-0.01681016909255928,-0.09856288451946994,0.05293667103384711,-0.03021784928679663,-0.033512484452029805,0.06852514234212845
RAET1E,,,,,,,,,,,-0.023226777329388305
IL24,,,,,,,,0.011354098766487923,,,
SORBS1,0.022916910370158652,0.006504037835290101,-0.05887278340247656,-0.021682356902692265,-0.02595085707129974,-0.007553348062536845,-0.008486477406903012,-0.02526693232421246,-0.05620102893948698,-0.022215169269087363,0.016746892083579684
DLL1,0.04414959363018983,0.0034399157810037165,0.013853637314757286,0.04782531178713827,0.004536899898659424,0.03998194034516747,0.04084046943330398,0.041238922608410514,-0.00997736024295999,-0.003916269938538225,0.0011264637980504114
TLN1,-0.0023660870388712333,-0.049564272149294784,-0.01139670881364839,0.07925199706116133,-0.011787018882566466,-0.031824281968401404,-0.04434223763474845,-0.04499874283261354,0.06409298839538928,0.0145255336073414,-0.032091261822347755
COL2A1,,-0.014994985153669246,-0.017779089759118252,0.05509534545610499,,-0.01577317979009025,,0.046810096332932205,,-0.04798798953283286,0.08090343482216637
SHH,-0.012772728660754205,-0.027300721717061573,-0.019405948115211354,-0.01616051479508422,-0.053598987113388535,0.07594949175502641,0.011639466632247684,0.10263604348222981,0.043506949773149124,-0.0013077122288328844,0.11965246965368054
PON2,0.02674053994109238,0.007961517437846297,0.011336065353724471,0.08031809388674582,0.010767160874979467,0.03507277728015548,-0.030859848546442237,0.062415680357464795,0.03030649088517178,-0.02030067482916877,0.06778392557984154
ICAM5,0.06882118927774825,0.0303654596881959,-0.04178183491615364,-0.040170921296850175,-0.03280353534078598,0.11471986034075955,,-0.05638932030130251,,-0.015460647353936735,0.04097195348698707
HPX,-0.031077786465697255,-0.03288542504949754,-0.016410829101213983,0.07666038451640643,0.038333395674336475,0.04572299075708067,-0.0632182613959784,-0.014669277115375995,-0.03112617073427368,0.002053386177136534,-0.040135001536336416
SFRP2,-0.014546753765778289,,-0.0003147530272543923,0.030112208195727064,-0.016512118806381853,-0.029531718021169183,0.08474369512387946,-0.025290520458609758,0.030676404645382037,0.024411267027965113,0.007272784369679931
CFC1,,,-0.0012409258989969534,,-0.01270550205232922,,,,,,
CD70,-0.02472534244425744,,,,0.01119865270947958,,,-0.01816269415996592,,-0.05061226496107544,-0.03230344129203582
HP,-0.061163921809187186,0.025567256987465894,,0.04609962235815838,-0.022193688906491572,-0.008973542030953472,0.07474409508392238,-0.02290585557165523,0.07844741404967773,-0.06398166820719123,-0.031672692354675056
CXCL2,0.08228708896071722,-0.06503754159516843,-0.025363646810516546,0.033518762701941,-0.041250861559942315,-0.029795103322819535,-0.008390990119955727,0.01911952383322779,0.02146993486888434,0.0032240336574119607,0.04214374235423962
NPPB,-0.045499439453200514,,,,-0.01112545431311754,0.08731108600506719,,0.041461726292227316,,-0.03404582256998105,-0.02147778617423973
CCK,0.030159667827303418,0.03365641525058127,-0.0061973126042912255,-0.12124155660440741,0.028934751640472482,-0.0076300366388131055,,0.044637252292237854,-0.03646601305323804,0.005885752537123431,-0.027862486712500873
SEMA6A,0.017754315894103253,-0.025539472207641967,0.005721361488952278,0.054421490954700724,0.028540566632790712,0.036235178620836604,0.007843893934317349,0.0018790989934312405,-0.07887349571044995,0.04026162735563524,0.013651811492403682
IRAK4,0.009526067328328862,0.0205427274237653,-0.03236321381500196,0.0601862709942028,-0.04119511729699615,0.026193256027707085,-0.04028626253094247,-0.06047050858745231,-0.025484562085461335,-0.009799312416545771,0.06265439045081282
GSTP1,-0.005015579508395057,-0.07819989821013729,0.007722525024672993,0.06930767801454538,-0.020620771933488265,-0.001833436193506414,-0.00579109270550414,-0.038534952926733736,-0.04195350399333138,0.046399725029086,0.021394028841364012
VCAM1,0.02003188884220488,0.011128245448844559,0.0489851741227397,0.09978682774977587,-0.013113634938967826,-0.015432237168179513,0.003070616137093789,-0.03084930894039138,-0.044596210974415504,-0.022811556199592065,0.02960877783496297
NXPH3,0.04006341199903577,-0.03064258032106739,0.029646752699860154,0.1158648564155248,-0.038403379183871315,0.026695624604176408,0.022578032873014492,-0.0017674319174626632,-0.026500362662533566,-0.02574698383315999,0.0916608434711616
MTMR4,0.00764766005423882,-0.058187073317031,0.01946653691284208,0.007246527282376919,0.0026036555311083395,-0.0023865799767475108,0.07374658498992616,0.018023724938932447,-0.02118548991524081,0.020562437318959306,0.08366434747182651
LAMC2,-0.028549291015553636,,0.010352653898425114,,-0.01400570577796918,,,-0.030674960563214945,0.022090577935160137,0.04391361379999387,0.032705433120182724
IL10,-0.013246375356708794,-0.020253583052681382,,-0.012560918705506031,-0.03022825391082076,0.020780708700309326,-0.07773816046523307,0.05208223301242299,-0.021651234428867093,0.010994810014492604,-0.01402324540967488
SEMA4D,0.02853693625563358,0.03076847363020267,-0.02418826146027073,-0.050220493485959965,-0.02891457856124208,0.0757377007360172,-0.04250956145599833,0.05768739817332809,-0.08040172956490318,-0.010990743681382913,0.03849529586221929
TRH,-0.010459342090968517,-0.014756202257360377,-0.030760581998848638,0.00639259617528259,-0.014008597680942621,-0.025039157589071038,-0.0549084631803049,0.007894465644115353,0.04998021757503853,0.06124814352328683,0.06467292103451909
SEMA6D,0.008696457270573879,0.030272526852890492,0.035229366693897764,0.010525362270509587,0.0028365128295114506,0.026241058848789894,0.06904944171795228,0.00409505126163556,0.006425096592140226,-0.02869638735356241,0.1055045677085113
CEL,,-0.01655285343690926,,,,,0.0807304859088297,-0.03778445365102661,-0.04375413979933322,-0.011156900193117863,0.04004194859581546
PDCD1LG2,-0.05247899546038324,0.026964735911505156,-0.01579044992381895,-0.024327375873651576,0.007448133924339534,0.016070902493953307,-0.034375991232090626,-0.06295966369837427,0.000748367615309443,-0.046024137432659804,0.06106298809313818
SPINT1,-0.00014640915524860126,-0.02078193136180345,0.05285016649473106,0.023811004884399887,0.010762832679240249,-0.025452705875397667,-0.1088550186279151,0.0017927480207278594,-0.044348916751164015,0.0014563752612666762,0.0856406275043352
CTHRC1,0.0006595979480716056,0.09934432251101888,0.02668207215319519,0.11438472962910992,-0.028645899894967384,-0.03264506882536706,-0.11169881884869702,0.053548985818053195,-0.024625781146847065,-0.07324749509828585,0.016796193297634345
PODXL,-0.01792742983879432,-0.024044376613924175,0.046800452983999805,0.10053714352494685,-0.018614970812065694,0.004772221851342584,-0.0641336853082094,-0.05626082615367002,0.07370296460915661,0.021203074935276827,0.05238971715568558
JAM3,0.07580371561354039,0.0019054717168442263,-0.004470780671060753,0.08639171843771003,0.023680520831885828,0.0014653535444229637,-0.024030324878681588,0.012300443432548496,0.015447690009099261,0.02505252271335979,0.03778718702145014
TGFB2,0.07026421024947511,0.018078816573761588,0.02579412472547838,0.10645265645641779,-0.000592430584568437,-0.054868815048546994,-0.08322282332573798,-0.02594000270434867,0.02454144497820594,-0.041246243954621835,-0.0063624652124458095
COL18A1,-0.02334191518806792,0.048551211958170366,0.02375311487578412,0.1328074899683968,0.008793949721869221,-0.007437575454410226,-0.05015386842394993,0.02725473743449543,0.11771251992139266,-0.019811098580113047,-0.02207227742447049
NODAL,-0.001759860433923524,0.040542252138605774,-0.018578190156693458,0.09344348155604067,,-0.02663242920703703,-0.05508222697368356,0.024918905311240643,0.028421266207704004,-0.025285285715177134,0.11832081930256404
INHBB,-0.05164942165184596,-0.021549134160789952,-0.026532660002268605,0.035677448136712836,0.007018064021145403,-0.057074877095661315,0.040714234491105,-0.015276378308510407,-0.03313090981485097,0.020678871372768304,0.07087769048886984
LCN1,,,,-0.01804019990602463,,,,0.02903555623362108,,,0.009386688412982819
ARF4,-0.02955379758532133,-0.03577006519550575,0.007816283069189335,0.0914466975493684,-0.039375707462977215,-0.000690893847300418,-0.08198337891547146,-0.009543913440221569,-0.008956434244909224,0.017864456690379397,-0.014407698914494766
CXCL14,-0.07160091345351541,0.022731913212074226,0.0009623700836841928,0.0006852184476145121,0.039906519408113406,0.01770075884337846,-0.12062513810985855,-0.01679553042420283,0.09342586415540607,-0.028050396499134933,0.1350602747930732
LIF,-0.0297957205845692,-0.028997334756481717,0.016742163456385666,0.054652683358314545,0.04100969578868696,-0.032082733495611374,-0.02743243981990945,0.036765992588153204,-0.005693798709968494,0.09740878603238044,0.0036846322885454646
IL17B,,,,-0.01655236073835698,,,0.043926079010043716,0.014648765146631323,,-0.019454427057057053,-0.04109221988268493
MMP1,,0.034011771969359124,,,,,0.04639603466916105,0.03225274439748665,,-0.022779167307289204,0.010048696081889621
MATN1,,,0.03944490630116707,-0.018913923138829,0.08564727429992919,-0.015773177827193497,,-0.022406902603126732,-0.02270512127683888,0.05181505191061886,-0.0012514899859630297
ADAM28,-0.033824024437964416,-0.01155843154064704,-0.01997024041616637,0.03452232127751531,0.010510378827168522,-0.008208325678480479,-0.0391748867344742,-0.07001017683576764,-0.007748125978028054,-0.019846717688310922,-0.017229295298050517
TCN2,-0.029495900318553328,0.0346758076411014,0.0435584093022205,0.06300651297699646,-0.04442577071698604,0.005751568361123221,-0.045417682952791964,0.012367816662378857,0.06675549316977519,-0.022789880542535623,-0.01097228506001792
THPO,-0.025912595750047153,,-0.013860524628623127,-0.02583071751962594,-0.023126928733645895,0.005897804891593384,-0.04692527932191557,,,-0.0010316138595059092,0.022450515203886214
CUBN,-0.01949308132598042,0.05569513459660093,0.010981152857262835,0.02994230153450639,-0.0337924485883679,-0.0013548998010923395,0.034544302422230055,0.03927281488289284,0.018768231330838187,0.014855289061923769,0.04112421115160153
TIMP3,-0.0017278098195146387,0.038195298279922574,-0.043090759509655824,0.02395035941634562,0.06654112257932765,-0.07273624674401725,0.0032195557531828683,0.03182388836726811,0.12335840254673272,-0.06565630731210936,-0.05381118980806278
PIGF,-0.007902452007819687,-0.001276253403156127,0.014899315700256852,0.04782520442201251,-0.01080932565753787,0.02550998546147072,-0.09360210879007379,0.022050882496304262,-0.008085513025428237,0.03926070380992398,0.1022019743030782
CRH,-0.014406829538246783,0.009684571286816877,-0.016206523883433688,-0.02774108353654604,0.013857508787817939,-0.021573647121253006,,0.0642107271946071,-0.01156066099939249,-0.05322703851144409,-0.024624463593586488
