,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CKLF,0.04150573400811864,0.08276727229571923,-0.0010931575796984095,0.01940820798292468,0.04822471517105211,0.06504669393894238,0.11328389733770251,0.11364067082980087,0.024097200786542077,0.018872520761840827,-0.06337022630018498,0.027297042075756724,-0.08796502819418664,0.012328250523720987,0.1451126423274617,0.10114366382161523,-0.013042205153663666,0.04364804882677907
CD24,0.008548369311924703,0.07707791673704659,-0.03114098513466683,0.018817274694093104,0.019431360497263423,0.20479816230251735,0.1003292802152974,0.10168875219031379,0.04994998099020398,-0.013617100216603015,-0.08169525088991107,0.008231236420779315,0.11358125380292564,0.06699535157423907,0.00293490794147571,0.08142086324443322,0.08944574622290567,0.1501302762609568
HSP90AA1,-0.05008148044806106,-0.09677576347764483,-0.026024245501233535,-0.05100029590199574,-0.011971360473718596,-0.054520346354478166,-0.14780302207649737,-0.15515182190547233,0.20643033268070599,0.01681745351660601,-0.050215689292310524,-0.21608902390656762,-0.07952110247313636,0.004024798390157733,-0.1575627922165366,-0.1902395733055438,-0.006778732097423,-0.07296489529161089
BMP4,0.09976633977230397,-0.027894664484625097,-0.01777172280656204,-0.01920268510413795,-0.027567471990007295,0.09679467363851807,0.16216726228426065,0.0017887535821189417,0.04478971316863709,0.0011407920307924476,0.022202955502744173,0.11308307151447246,-0.014613606303578911,0.038179397915629056,0.019083372199001587,0.06356876990963871,-0.01826551822876272,-0.06462474652213374
SCGB3A1,,0.028708200525289555,,-0.02397118517483548,,0.003637385561741411,0.04077107909868349,,,-0.0060717257324280904,-0.041349769378122604,0.2373133579189952,0.03701226488080028,,0.06435230908896858,0.017232372947545243,,-0.059921247659052115
IGFBP4,-0.01726223356703439,0.04830491874926553,0.016751163310891815,0.03922048176430501,-0.0036230038922582157,-0.0455732357337353,0.15540524865207606,0.16415319682562465,0.08063537958959635,0.0717446586463389,-0.13369753002532286,-0.03397568514236046,-0.036276902228209146,-0.014551524882676962,0.013040313321113,-0.022786734014506937,-0.022260516083659476,-0.07546387122409834
RSPO4,,,0.02035836493918388,,-0.027835649397973623,0.00047543710788793854,,,-0.02356856803386148,0.008565173823467127,,,-0.03164501991243002,,,,,-0.02395722938858963
LEFTY2,-0.031442527421401995,0.056650113920888166,0.06142406513020723,-0.03380583652573922,0.05166288483430453,0.007071891631239215,0.1048223970676127,0.19532345384727326,0.008721504731109758,0.004744421748974671,-0.04222068508329797,0.17896994054054832,,-0.0385982815204621,-0.013666075045830433,0.008364273828652678,-0.03900285889258904,0.08736409758749782
PF4,,-0.0005542065625703792,-0.015249908842062107,,-0.012379311981852608,,,,,,,,,,,0.02417449356533039,,
ANGPTL2,-0.0007282671432418874,0.0313487927887612,0.049004580110235445,-0.0012835636287734148,0.009977179292641334,0.0881692040751124,0.17563516877179958,0.15935369427685941,0.09367192189292295,-0.05727193817724695,-0.018536612118832157,0.11010850741735254,-0.12035696666675905,0.03291043864202236,0.09275413827971053,0.08274046637906152,0.015016925877397445,-0.06873300242503276
LRIG2,0.04649638052413406,-0.013077775263547576,-0.023042378223080483,0.02767008048326675,-0.045390434761571626,0.06334732872290026,0.0808603366018732,0.09556365057636898,0.0192907048393509,0.0366496853781327,-0.045522750762280316,0.035836598499069956,0.05771864369866001,0.043140761508386465,0.06880778007506448,0.08196877968835081,0.010867673313468367,0.049455781588718294
ICOSLG,-0.01465087158507503,0.041093523012708674,0.038074554968588685,-0.01637899906419157,0.008910385113328577,-0.00604791117093991,0.123808832901469,0.08971996053639492,0.05892931903526974,0.088185308261897,-0.030319892947713124,0.015564791509023452,-0.02284315922164837,0.019421609813777347,0.021635794548581087,0.07649992521899221,0.04231460536765925,0.011792104822029505
WIF1,,-0.022477858002967973,,-0.038872013307857146,,0.0864896515380672,-0.11945390661723268,-0.09181862035818479,-0.03388309376393712,-0.09399137028926241,,,,,,,,-0.02398653622974895
NPPC,0.029933515657257687,0.009302917496295008,,-0.030073836049053133,-0.01920336570173126,-0.10373653850107897,-0.016677270711985707,0.011465703247813309,-0.04028611240278503,-0.06778886791983278,0.0014224639373950718,-0.06736525587443426,0.09235008690787169,-0.036166266803113745,-0.0687392139446358,-0.009974491388692339,-0.0057189593548919535,-0.03135773068759748
LYZ,-0.01828767898312008,-0.06613666841160809,0.012462304751474066,0.04358504527559034,0.03433204537798638,-0.15492263431057168,0.07690124351141245,0.12488811816441918,-0.018820941809522335,-0.03562298167811122,-0.11128546676961659,-0.001591674190777985,0.052726239986284625,0.0003399068555543407,0.07002176006745903,0.04713701731085919,0.04880594299110362,0.0555171993857576
EREG,,,,-0.03022860773653988,,-0.10472020966741381,,,,,,,,,0.014533781903204703,-0.035011076738323946,,-0.02548930919813186
SPTAN1,0.02772756497461763,0.12751390569896,0.016235421738264005,-0.0013539047674182589,-0.004639994653987846,0.11393691629533197,-0.009197670546554274,-0.04004962240289775,0.06705680883597541,0.010484574759140056,-0.01322310992742856,0.07867952917366638,-0.018143094874727154,0.033501223095407096,0.012359959931323947,0.08919081904760277,-0.06779815418248722,0.14672101641904717
PTH2,,,,,,,,,,,,,,,,,,0.008082994507373514
LIPC,0.005586044110836286,0.02836332003009704,-0.022951927832176366,,0.03142944297155485,0.03393484143583953,-0.02774375840071885,-0.00027782124068774565,-0.0011700417753333543,0.073589713576207,0.016733993871734652,0.09887226645458431,0.006538863772269652,0.04505082742004705,,,0.0005783728747816307,
COL8A1,-0.036709547212115994,-0.10115747865003862,0.010194548495993608,-0.027999280668762786,0.031018781055797556,0.004469249299214314,0.06927829099284652,0.11594158633411264,-0.06362536529010276,0.03036229632805586,-0.09223870207198144,0.06440681299832438,-0.10503007814508729,0.05244349521521836,0.06175905151134034,0.09563204340567324,-0.04044115488463084,-0.03227462834907958
GSTM2,-0.021761673784626203,0.017466186096519096,0.015741104543058066,0.06205048710116316,0.0071180450536264825,0.021090434418934306,-0.015128925052291338,0.12327298330164348,0.03852871684457612,-0.04963856348217136,0.027396069614417727,0.14061178505521196,0.05920673933109625,0.01700274879574065,0.006730587420642941,0.008725616911164557,0.06546046980857405,0.06910159924262295
IL4,,,,,,,,,,,,0.04931574082887918,,,,,,
SPX,-0.0011224128211262151,0.00833855386231398,0.052169102670534435,,0.07435058440438946,0.0012566439965877299,-0.05109291383162665,-0.0030657503455965296,-0.0253264921916862,0.05047590949327566,0.024990052443928865,,,0.042263917031103417,0.03914933337041858,0.021120762314354044,0.03379260990327109,0.06345985001784121
MFGE8,0.04108088512958166,0.058280112612021616,0.07489110990006388,-0.018428685944541886,-0.033261888185190366,-0.03646010438346428,0.08604885395947509,0.03305350520470488,-0.008071840582240005,0.009536918668008708,-0.012823089502674575,0.08522518634365832,-0.0827189904980679,0.055630479633316215,-0.015085343400522356,0.009343366040145433,0.01740938065906583,-0.04572781211240893
TGFA,-0.02599847957555076,0.05335922156598846,0.08714992771235035,-0.046455416241097745,-0.0026342510210379095,0.1654587101914919,0.12192477406954015,0.0027501858245812505,-0.0016203554040317431,0.05307534697914468,0.004834748888792053,-0.11147887334947384,0.14338215593351217,0.07719706864428025,0.04822380325892658,0.06261214906689316,0.006561358758782119,0.0665967638744868
SLIT2,0.02843859972643626,-0.0351234026580071,-0.015454577436815262,0.010684204599841375,0.03889864361296712,-0.06752130607083895,0.025646924584244134,-0.004315969496779203,-0.0696782707605279,-0.03561618533829363,-0.008941780894375598,-0.019320351253278686,-0.04341091493697551,-0.04090084930630651,0.03155169371562183,0.07248191541350847,0.09212265742842445,-0.0036122224091215648
PLTP,0.033025528394442734,0.10688153514409693,-0.035352729712704714,0.06059036426206831,-0.032863791282521794,-0.10620302105950316,0.06975230269892234,0.13226604141061096,0.06314098006392814,-0.07715442891100613,-0.03838081150095419,0.07631203425220373,-0.006613486626384812,0.018016560037908178,0.029635039128139473,-0.06115203427084434,-0.05256111377458751,-0.07531398057003669
APOD,-0.057614997990608284,0.11982396057535491,0.008485878521287295,0.045743465733411835,0.023300956869480048,0.3095462074418794,-0.023520381048632157,0.049339560730416496,0.08619840691561799,0.13641334722398535,-0.08444435623625736,0.03463117500449336,0.04262889502563308,0.008976928131426502,0.1512398478893579,0.18813747416517151,0.0623947664493446,-0.17201681777019606
B2M,0.05688124424579947,0.03927626982522437,-0.03832869063468028,0.07809629056199818,0.030776215501930694,-0.15801765524082875,0.12246439942907153,0.1892537576054681,0.184230180477612,0.04605872387212942,-0.039633497888925374,0.11520766902958107,-0.07772145690180178,0.0037712008142466026,0.07599562106214722,0.07834842291727012,-0.048265947498826296,-0.10084429901183102
OMG,0.0225300864403777,0.1254811115481269,0.059635848349540936,0.06449487509510557,0.028137886729074694,0.2523426485042202,-0.0844386697159284,-0.043679051506213665,0.08927098117923529,0.08064011713475443,0.008881705250982445,0.18484128649322962,0.029588056711056854,-0.023855228236773305,0.07386519496843826,0.16066868846923932,0.0025279717764844518,0.008665159164935097
CXCL3,-0.025573620561949256,-0.09639295369300038,0.020102888432151172,-0.002421128828955785,-0.0345371808345539,-0.10948502167026476,,-0.022120803323763243,-0.02716616803822786,-0.01874641193054613,-0.04742726439874704,0.030715808453117895,,,-0.02416223032063242,-0.00931175177076791,-0.044007377287906393,-0.03009029052697571
CXCL10,0.0075306842729078545,0.049939170099170684,-0.051143946086765035,,0.0205105702829212,-0.05374304634271222,0.005223782055854399,0.1435461482240133,0.16457642879607676,-0.01952455919106492,-0.054872161048818285,0.06691627295839013,0.02544722499601981,0.04525117328342072,0.061729567134758426,0.05275870673636543,0.012001012294329459,-0.010254376124445606
RSPO3,,-0.023323317829653568,,-0.022426009017286263,-0.014376155777560698,-0.08453444573503564,-0.02828230906497905,-0.04276897422465653,-0.022238446493662554,-0.0072350236945316225,,,,,0.04536951454980162,0.06913936336705419,,-0.020948173545494334
CORT,-0.0018277360519522161,0.059063852025002375,-0.02723537149765656,0.07829456926218319,-0.01379233432467145,0.018114204480973593,-0.004993950521206927,-0.04790626793003341,0.05752252051771163,0.09443805567166123,,,,,0.03190774659863262,0.021581690811004535,,0.08931455476692489
NCAN,0.03507551441472125,0.19632680411501877,0.02094055106248272,0.011296038460885354,0.0003168647799885811,0.17680272605095648,0.06293202312685986,0.021240908389354985,-0.025059239945165217,0.11167059126416568,-0.020196459018801325,0.02481718112647597,-0.10495341138855821,0.07700698277493268,0.08981244200331406,0.1424266685381631,-0.029685093938143736,0.05590860328920685
PRG4,,-0.005801646376541892,,-0.00440123229521352,0.06671593900016122,0.054041528273179276,,0.07759388196442245,0.016355311874286443,-0.0006897518751401192,,,,,-0.006621853220224329,0.11235097515766443,,-0.025639393795023113
ZG16B,,-0.037508648240521386,-3.514090393228229e-05,,0.01867332649001827,,,-0.04000094462288066,0.010501142118932463,,,,,-0.0335768484450025,,,,
TGM2,0.03908670982381462,-0.07479849438351645,-0.0412155545863114,-0.051322082626447996,0.0045914016157030235,-0.15340722470279466,0.0603198647023284,0.08769392916608201,-0.011912002563363803,0.09926070479173332,-0.03498727484756378,0.0080200370693552,-0.08137873398297582,0.0037171490399078603,-0.043286449888554346,-0.01821176874996176,-0.03148676825728272,-0.020713522487271915
VEGFC,0.046618860184469535,-0.016355118374025264,0.004934634913110725,-0.017827792017202266,-0.002721842531356437,-0.030774050510379996,0.04414720757570105,0.007885038969690797,0.008263274224542635,-0.019319868735480725,-0.04202397028826651,0.0003685803804902613,-0.06718034629190162,-0.026801816984512485,0.0380732719664861,-0.053993892043717344,-0.0213683297664267,0.05273327777770219
WNT6,,0.015182540498298607,-0.016970747404394422,0.03472029724735088,-0.0196247240858739,0.014745710526706896,0.12014573075675754,0.06925226337313577,-0.032654562852817835,0.04056770648342376,,0.06639901279191456,,-0.03193158681324335,-0.052809437428131975,0.0809431890351176,,-0.027525570434199478
NRG4,,-0.024040603449684936,,0.04461662438664007,0.015688074711185006,0.05397475526856712,-0.02246411022361877,-0.011183345444972898,-0.013523947341286893,0.055436996866482825,,,-0.018044175071146716,,,,-0.02446191306411657,-0.02393318351127165
PMCH,,-0.00436406516005176,,,-0.023926816365158334,,,,-0.0015809813636830014,,,,,,0.019432908750481485,-0.02381576400018006,,0.01397614838882307
COL9A1,0.010078781778503434,0.09960475548966229,0.08132288501809044,0.01285295257199537,-0.018035406932099495,0.13534174314249298,0.17655304472684566,0.0684688795466586,-0.047110829593781045,0.0018338678274136917,-0.09975392802437437,-0.04702537464833924,-0.05217862852414535,0.08784522177726822,0.058184699387792284,0.1211446305411528,-0.06653863814364562,0.09147525425305875
GDF11,0.03452064010140193,0.0028709014026357077,0.03257065273445743,-0.024771989199149084,-0.03277559523618893,0.14724863383000503,0.1302516698781939,0.1153771570234563,0.038360122247624306,0.04601920327499533,-0.04470576965402324,0.024434156034529877,-0.06280233287426491,0.10374641150686705,0.06285497217448525,-0.00236247010607075,0.025382382862763564,0.03518523966450958
IL24,,,,,,,,,,,,,,,-0.03437772756311515,0.05403769284914629,,
