,UKF248,UKF255,UKF269,UKF275
IGFL3,,,-0.016803100689570732,
BMP1,-0.002108548857041863,-3.223289342188868e-05,0.12069905487408783,-0.019210902012064816
NDP,-0.0270053615131374,0.05906393626498952,0.036207132937679604,0.03602753263745629
TNFSF18,-0.02483050295827567,,0.006028525979732718,-0.011952720503229652
RTN4,0.027262334945660917,-0.055306104418729546,-0.1749327577407753,-0.013982681046191346
HEBP1,0.05039861476688791,0.015732776792017712,0.06656148621648983,0.006193098550046946
WNT7B,-0.036746420733686856,-0.026741627616735902,-0.034787003691909055,0.010271988100197428
PTMA,0.0056376731117136905,0.037919392995675504,-0.06748058520995205,0.010235002498038468
CEACAM1,0.027285976942454784,,0.027475975071722267,0.08553932914858323
PDAP1,-0.0017965395135136888,0.02096301836797603,0.08229473701871295,-0.028825993560603485
QDPR,0.018443661593650653,0.026587245544149308,-0.14014428185434127,0.04053615479833832
POMC,0.04349936114371134,,0.02351623862855515,-0.013868991673075102
CCL18,0.014003761673205729,,,
CCL17,,,,0.02165519741803426
VEGFD,-0.01972182346856574,,0.03946641150656475,-0.0158825414162545
TNFSF13,0.07578235600326783,,,
WNT5A,0.044372482038676865,0.029706628489514855,0.05226094527263494,0.013691941685214282
CXCL8,0.05081912935422196,0.07614805730892908,-0.004578314618921812,0.05944575049851099
GRN,0.013646984114809612,0.022800450552939614,0.09006222960393447,-0.03941691155251155
MIA,0.0011165379267490346,-0.011691197596228454,-0.013956861210077557,-0.0007794247028339073
COL4A4,-0.023685742229214046,0.030952047133836265,-0.016558208516614954,-0.015563755066932099
TAC1,-0.06584122252799987,0.05170182771102379,-0.06997386373866854,-0.01411268338144888
RARRES2,0.04883272873843201,-0.0221947992330208,0.1318798650694301,0.0398133070058872
FGF7,,0.17625836002440523,0.0017714034823762637,-0.017951853233986292
HBEGF,0.037195173868420535,0.05156871113091755,0.046461874588829374,0.029456023433953305
CSF3,,-0.034169320243430154,-0.01751826590464069,
