,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
POMC,0.035308167651688475,0.010709701016168518,0.038993672366065144,-0.03409016073534244,0.12607714861089467,-0.028290204635608576,-0.013653867631037759,0.013367330101046206,0.0072705014285506415,-0.06833165585574894,0.1059754996752653,-0.06182638536142574,-0.02302791127679215,0.017986416964398594,0.0037279846059100927,0.04731493797087181,0.04542717288766915,-0.0004538312773988912,0.09807172201119926,-0.06873943250396103
CCL18,,-0.017988855291622464,,,,,,,,-0.11772271400866267,,,,-0.019372872782765352,0.019576450038204202,0.035638803000300756,,-0.01922587329214738,,
CCL17,,,,-0.034841107638526124,,,,-0.03053330089241748,0.015562188875844292,,0.11521800051368723,,,,0.02588290497024246,-0.020452224838539233,0.04490774769237445,,,
VEGFD,,-0.013245492564219192,0.04140815944018382,-0.030966677234315145,-0.005191130306081338,,0.03598245373358395,-0.023760239608117163,0.01952242637826661,0.0253420989938242,-0.019704913088066902,,0.04424830540367264,,,-0.019693696669533182,-0.03067486814912275,,,
TNFSF13,,-0.03217868696062377,,-0.024032616282041078,,0.009627526539365308,,,,,,,,,0.047186470956411944,0.06796729464798325,-0.031189057442567978,0.008346798654504967,0.006154797243446984,
WNT5A,0.08995710264157859,-0.06432075355631908,0.027020277941527525,0.056392924993687435,-0.05332819151848657,-0.07270218601384908,-0.1101206160138621,-0.014703028069763114,-0.013061102154499772,0.03745760457819283,-0.035161597490604664,-0.0650276655690282,-0.1170400750182698,0.07704189614947286,0.05579396982595587,0.07032876590672148,-0.009903175615353754,0.008839581400311979,-0.06996937637410736,0.06592560261798228
CXCL8,,-0.0658802828230207,-0.03348878429446675,0.03658237851313143,-0.057563810441932185,-0.04229034132539924,-0.054518451876940224,-0.028640506820727597,0.02199718331841457,-0.10491003094790993,-0.010720465874788402,,-0.05611486988495872,-0.03410899266178616,-0.08246708367928683,-0.09899630070119236,-0.014734945970614484,-0.005374916243683095,-0.07495690620370425,0.08521983222665802
GRN,-0.13366982227167554,-0.10687197391078153,-0.026595225684675573,-0.04003722926397542,-0.039134515651873425,-0.05776405017519797,-0.11574596326422178,0.03684043349645605,0.004663827731581793,-0.17409488561636385,0.007933849595906144,0.002675880420489005,-0.14331877108296004,0.029944235084202152,-0.02214685418138656,0.021060237846267642,0.04185919530175768,-0.012754051727483283,0.017143218212263566,0.056085038901295396
MIA,0.06967616266647784,-0.014769006793790698,0.0318439049832799,0.056623329599312384,-0.0557744045232694,0.03318665423800257,-0.04364873278600721,-0.03500071532981164,0.08845279379421307,,0.024690336435946526,-0.01830230306513998,-0.0777559023076433,-0.04983973875397393,0.18497637568375416,0.08349240247689435,0.05856213020519168,-0.00541062326607854,0.006093560502343662,
COL4A4,-0.03644586520221041,0.026260434796928186,-0.01454969958729922,-0.007781041298849538,-0.02730690803814459,1.792050078742608e-05,-0.037481220566733135,-0.022538245863260063,-0.031162732676522215,,-0.026178179242396085,,-0.033054804931431196,-0.024493364314894364,0.06408965276545427,0.005504229819959694,0.015475902605575954,-0.005842935842136189,-0.0669152058757266,
TAC1,0.020246606430415086,0.08619638692671074,0.002163146335087051,0.03294351389287978,0.16074400381744589,0.13638899268285296,0.21314596099319424,0.04581994176508693,0.0356482521910938,0.2186698563185513,0.11909510761395913,,,,,,,-0.03645327380616591,0.09365288426972028,0.05578336403590992
RARRES2,0.13850467299925184,0.03646739063531527,0.016961226753806107,0.03541482268627251,-0.11699805083591802,-0.06577386282748794,-0.12546754815751135,0.05770388200564258,0.013741082442853561,-0.08046400151485239,-0.11011292392538874,0.1029566951687537,0.07803837803251572,0.03449610429650606,-0.009474638368207893,-0.022156553804448642,-0.011096000340944333,0.00622763572487603,0.04658857876802428,0.016786946144962404
FGF7,0.012933566334073056,,-0.023822764431958098,0.02371153928225853,0.11036347949157227,0.04787413927671692,-0.040829820536115224,0.053438025703725446,0.013267923676317956,0.05318001443548776,-0.021792143994871224,-0.02912306547869054,0.014545085337996791,0.07338979206187855,0.04950072784212714,0.03146039147449496,-0.0579359559883428,0.013400868968095102,0.05058985050282338,-0.04261666811195821
EFNA2,,,,,,,,,,,,,,,,-0.045631174640433196,,,,
HBEGF,0.025679076168739795,-0.09455377109652169,-0.010588375709321625,-0.007239735997334674,-0.09279868323314087,-0.007807006063062557,-0.026475655641535405,-0.0008262877456794415,0.03495172978799532,-0.10469216716184371,-0.06802386616391125,-0.018723767671251793,-0.047246450545902395,0.043912678368026786,0.018511965935919576,0.015738792309099237,0.012378256298262181,0.014858455801035638,0.010795027630520381,-0.017832082309703946
CSF3,,,,-0.02034243174956456,-0.069367434232531,,0.0499212340070576,,,,,,,,-0.02347956011237614,-0.040879499869809675,,-0.0302910829394223,-0.03384666268376084,
PI3,,-0.04770958739310043,,-0.0015622258761614164,-0.042459177560706614,,-0.044651388969149386,,,,,,,,-0.11919399080260028,-0.08630826143791288,-0.02471178267823537,-0.05089156516875638,0.0005049339282065248,
PCSK1N,0.14679834236949144,0.0638896327227513,-0.0613726758786182,-0.06798294450477844,0.0783542338266887,0.0378439014411911,0.11368759940237572,-0.049816885936573976,0.045027393771849625,0.2769054176517585,0.12672543097689828,0.0049761653492507475,-0.011851290755197067,0.0006105845517201183,-0.00685329607194328,0.021531219475291373,-0.01680666465906708,0.01750496579090584,0.03434927487036991,0.06688642970771877
NTS,,,,,-0.0749199519144202,-0.04084725939070056,-0.048740039894056994,-0.0364165790327431,0.018138853164988943,-0.04145089413973019,,,,,-0.03202878579211721,-0.02082125348408229,,0.007915456298308473,,
SFRP1,-0.025998061186368958,0.07768957149195073,0.0027159484245284516,-0.030400213148520882,0.10321186837744925,0.040683716006118996,0.06539619441663341,0.016492998178470775,0.041264571905678,-0.10425429835293804,-0.03187979703403694,-0.09339887146722518,-0.04764064240387748,-0.0014178716834214599,0.06449703889525236,0.05709102544510405,0.027723566976510364,0.025716075802733888,0.07015435658801933,0.07214057301409847
CXCL13,,,0.017821711264632174,,0.03175769351207564,,,,,,,,,,0.05140502332117166,0.020084407416079107,,-0.00978573246367689,0.04642542800935884,
MICA,-0.02408133251369461,-0.05964173644641646,-0.015493892702477948,0.06690510640278687,-0.002862183846951886,0.03066250252420554,-0.016099762070541833,-0.015496949994397715,0.011305012650873877,0.012127755958436974,-0.029431029720016325,-0.08010554363581747,0.015553495358628855,0.01843633910434267,-0.01910248671162704,0.013978090034337889,0.05088992515097903,0.07729598213445098,0.009758587818631672,0.03646128083125145
TG,0.07868603936074822,-0.01034815632091162,-0.0033943589451263553,0.004291511113278283,-0.013519262830270353,-0.011055461956288879,-0.003247397513044617,-0.021363941733171084,-0.01609253667197275,,0.03602342759388961,-0.02940050347813793,-0.050284853494054184,0.014496799379646907,-0.012495909928339983,0.05869171359551223,,0.0049923664638351125,0.03198945016338594,
ADA,-0.03432542357344241,-0.06797709938478556,-0.021173284148830695,0.03144628411938318,0.01897975956949144,-0.010802292801414886,-0.07357230686171638,-0.00875671442873318,0.01955043788872473,-0.14100844331950732,-0.04529948697553045,0.07786407694559648,0.038585260330119574,0.035930888696646616,0.08378416870538566,0.017331583422024364,0.15978741593162976,0.0071242511129200655,0.06187204134213389,0.08119280708568001
LAMC3,0.029506062695565254,-0.06423600313853287,-0.02170469196203927,-0.017775137725391958,0.015212357458456678,0.018061239256109023,-0.02719963824516343,0.018404418470787134,-0.01648100032853627,-0.07446671910663519,-0.0259962095043757,-0.06797796182005376,-0.07334462192362129,-0.011963085779770144,0.022524210857721712,0.07567060484139794,0.029532859653438295,0.010598291696318296,-0.06585639956418064,-0.05907322119614294
CCL7,,-0.021674676485974844,,0.05133106810245521,-0.033523590883213626,,,,,,,,,,0.04323139899202435,,,,-0.035804154713533425,
NGF,,-0.04701926955831417,,0.102175708814483,0.07016671202861846,-0.044992320008462115,,,,0.06579180509974163,,,0.11645889616893025,-0.004429827278240396,0.12790988970468203,0.034381665586826815,,0.04328695538025354,-0.033163108046540594,
TNFSF15,,,,0.07477001181229859,-0.010247372681415996,-0.004165751674542237,,,,,,-0.027099821683263876,0.12337452606423398,-0.02907477109240028,-0.03076893567860108,,,0.0018169402638323507,-0.038694188482513554,
HMGB1,0.011779857056717602,0.040688799253904395,0.04005267436152328,-0.032924289715868936,0.029020939175023505,0.007462585796292726,-0.1312352440418698,-0.01266340088117694,-0.007711503654318796,-0.1210047248907886,-0.017567428757935055,-0.032571426235672614,0.030474403965772712,-0.041801546344560556,-0.010514905607415075,0.004602494914787835,0.07571473424280321,-0.01389171123111396,-0.06995846773808288,-0.06643878802506081
ITGB3BP,0.07729618934946934,0.02276154451349401,0.03517271486366502,0.041644366027686244,0.005399832843942902,0.019059327746490884,-0.07843698512050541,0.016516354154326375,-0.024619025922271363,-0.0032577800386197784,-0.0724105299284823,0.016497716796893526,0.0382640686152932,0.04045006204828085,0.08983669051968168,0.02918306645296881,-0.038264005094757296,-0.030014328112552426,-0.004889438708188426,0.05682539427465918
AANAT,,0.006691130532734691,,0.026216141374815045,0.01195493865401517,,-0.03576935088648604,-0.027663677613185743,-0.018550124793071242,-0.038969962175808504,-0.02466314473496248,,,-0.020177659078050046,0.08640987846314989,0.0690039650647104,0.020569098058243203,,-0.04297830124744688,
RELN,0.1153804865591509,0.028854159459757108,0.0008554145419365087,0.009357729124802736,0.010979190731362998,0.04220080048615511,0.1276139821450373,-0.05159098699889152,-0.020015797577475868,0.11578678879293415,0.02322149417626758,,-0.06306171613846394,,,,0.05250859938978891,-0.02272073439598915,0.04302383200557759,-0.0004100556862935249
IL15,0.058456349640301566,-0.014882343798739607,0.00548900080286676,0.030097224584235614,-0.034794532381914635,-0.0008208001369064623,-0.07010337319507785,-0.014416239252819481,-0.0021897325154462536,-0.07985815705228196,0.03675276400713187,0.006014085782281417,-0.007256437038682873,-0.03410908180866577,0.07928271566995086,0.014584933966154179,-0.02057307862911857,0.011460289891829083,-0.014143231114143047,
UTS2,,,,,,,-0.05735804240822439,,,,,-0.00015439834986679182,,,-0.025106251384598353,,,,,
BSG,0.1182880019650003,0.07415414729918629,-0.01562727550395064,0.016901539839103297,-0.01834857948618719,0.04274948832573418,0.06789107592958395,-0.03900608879392763,0.039893364651363436,0.19186576671720204,-0.03218780365326172,-0.0051062126583804835,0.03501504845549345,-0.003080905729540829,0.08021381310266203,0.05704232734006611,0.01231485588917113,-0.036557534643364566,-0.033055296760732884,0.09616134881975369
ADAMTS3,0.11662042032813295,0.00036582774861716776,0.0676621260093947,0.01952283346054029,-0.055511678630746776,0.07965223456475974,-0.12155893774587964,-0.04397502035704533,0.04806011655908895,-0.032532158694126276,-0.038009084006182754,0.0022171083660362544,,-0.024160692575121566,0.02075306215977112,0.01912544489912356,0.02198135314361464,0.00165540484235707,0.04631990324727701,
CD34,0.0393452716624055,-0.08143119712740667,0.08301797784245891,-0.0272838085653242,0.020812011526719545,0.05711885732007279,-0.010806361411896353,-0.01714286814979111,0.045749558351980656,0.0011860095838628706,0.010531696016328832,-0.10096659896318902,-0.07189297860633222,0.07966594986463235,-0.006886783831130081,0.023960394989423255,0.051287323583425554,0.037706754322688,-0.03169111301536974,0.012466669923095293
CCL23,,,,,,,-0.03149400236238381,,,,,-0.025571649563397414,,,,,,,,
PLAT,0.07722599375294942,-0.005315083390354359,0.036653379785534665,-0.039736946572541655,-0.04184718557533028,-0.011924578203901276,-0.11856164923407736,0.02770624666951724,-0.006707133278602852,-0.024883893557587147,-0.022352840860970863,-0.08594443742429564,-0.06858727952358562,0.03411000126785326,0.10620877607171893,0.07964542980385021,-0.02365922256547329,0.0740344199009437,-0.04504702757416485,0.12939914289603588
NTF3,,,,,,,,,-0.01044294659520901,,,,,,0.12941889338924012,0.07142092710095473,,-0.014193015168910493,,
LTA,,,-0.024970757164641706,-0.03040021172635113,,,,-0.005353739697749058,,,-0.022873929653239335,,,,,,,,,
CKLF,-0.02816301544936582,-0.011565164693030353,0.04118901988759796,-0.012814148074133058,-0.018160874371661816,0.004138449928285916,-0.11214555605404233,-0.008266687525244983,-0.06631209507150795,-0.18353559704958636,-0.11527278372368917,0.1046186508348172,0.022977799077222024,-0.04809597350547667,0.11285808469042961,0.06413867508766559,0.01855180173370247,0.013043554127861783,-0.013760729060193192,0.008456921683939285
CD24,-0.007680813264156449,0.03306971859703263,0.05089857077292003,0.004038770623204968,0.016170361656334505,0.07147079096138763,-0.04405223969200042,-0.0025394732832647506,-0.07663179781818831,0.044394757145500646,-0.027048851591685963,0.030665044229834244,-0.0536267438025812,-0.048961198414735285,0.07933409754953807,-0.027529724587176677,-0.04597067914532063,0.03129789290162778,0.0713681398691306,0.0849639249541719
HSP90AA1,-0.034578012202847,-0.03576465490784203,-0.004024622750821009,-0.04956468610713864,0.1012330874789811,0.08887790063590179,0.15978793461221352,0.01814796944307789,-0.017112334045181882,0.3117563684093932,0.16189842841253874,-0.042727331249858225,-0.07341089598186823,-0.02294844714476596,-0.16590131285562162,-0.15300301729162472,-0.026977797834317852,-0.03101103017874089,-0.008216011585900398,0.1720269096904104
BMP4,-0.009247772193483064,-0.04376765429410667,-0.02647046638044736,0.02135968809175264,-0.009669037211096717,0.06318014256942836,0.011442665718958156,-0.03405504320569797,0.011775516384291593,0.03600117335242846,0.07017343270368458,-0.0565583470720012,-0.03941928442465441,0.07095572330848474,0.1271346937545476,0.015966079950239843,-0.0546764872848903,-0.03006114092831241,0.05658121224851078,
SCGB3A1,,-0.013570149148218294,,,0.029776981841103112,-0.03378282372936362,,,-0.015647211695965755,-0.037489717409470213,0.10994517225028484,-0.007295872855575434,-0.0006015879526105942,,0.030780892182942915,0.04597382077887581,,-0.039062938153981056,0.04618094412988651,
IGFBP4,0.12958410373570775,-0.05669633372934455,0.019671631972972923,-0.030512903655562643,-0.007624831775198304,-0.00138936616430759,-0.026145913232999883,-0.010998276993949776,0.02915885327981873,-0.03116118880659217,-0.06599157515524313,-0.05525121080915732,-0.023136266459789202,0.058374036031997666,-0.04157476276243713,-0.02703516907355354,0.029318497911029945,-0.0029928294500851343,-0.07210315762261624,0.06655848396590908
RSPO4,,,0.035642491967703985,-0.019845095071974513,-0.018127159477798388,,,0.01686176135583029,-0.015647209407207076,,-0.03172974151362495,,-0.041415868915462575,,,,,-0.026307226419439212,-0.01657018989358376,
LEFTY2,-0.023994339457732813,-0.12728697055731295,-0.025277436054965106,-0.0231456897740646,-0.0068323392204145085,-0.022179059902096225,-0.062442007716872985,-0.03891165611120296,0.04832387894815937,0.010215311656422189,0.019958210877453964,-0.05293090160305444,,-0.025785338248512212,0.09998822698420778,-0.010209640089849486,0.028146151177833006,-0.03577608992119855,0.013714308910517305,
PF4,,-0.023719180738767436,0.007701377518414895,0.034570666703769105,,,,,,,,,,,,-0.011697627240374413,,,0.08486272375776877,
ANGPTL2,-0.0362031324835888,-0.018980517040047048,0.032697968246177635,-0.017222700114457486,-0.010579228227967776,-0.029268702011921274,-0.06332618049797238,-0.047167737967724374,-0.04874220643307001,-0.18264912518256163,-0.14519295253107256,-0.009936824261432758,0.08963098587329718,0.04072013145902215,0.10804178523733422,0.12170095277594568,0.030214671199036203,0.015770836988376787,-0.014395525965481118,0.07567249679321936
LRIG2,0.04571602237779893,0.030778242194939555,-0.03443269086475849,0.055975439992844545,-0.019185595338426686,0.009665068697641867,-0.06571223587400506,-0.019862846489122517,0.059894975119234535,0.042093418108880856,-0.04694752552922874,-0.038979977953831076,0.02034463649050324,0.04727203749221164,0.12522817189473143,0.04212765665580517,-0.055591464193220204,-0.02880984431253087,0.07308308362802374,0.04918219673466676
ICOSLG,0.02670958373500042,0.03674121841739843,-0.03377392433053027,0.017143172852785982,-0.04367804302283489,-0.01117750450999075,-0.06020320181422859,0.03350058402309848,0.010445536211163406,-0.11446623864698759,-0.0379921934980389,0.005074781130764836,-0.014199233338217768,0.007623693750642518,0.12585862692501315,0.04501893004265553,-0.01465784040925203,-0.0011876600336499646,0.040783021013736605,-0.01985141780646619
WIF1,,6.510055539473878e-05,,,0.0768299181444055,-0.006501832561669989,0.19500549029769706,0.02616329265688619,0.08865222055843003,0.1875259080919135,0.18943033580208246,,,,,,,0.036552063337911195,0.018939202446483137,0.2400460840487353
NPPC,0.015004070794406485,0.030411760074828993,,0.030881405267811718,0.08774886200952851,0.09405417487034101,0.0434706169766543,-0.02864457280754967,0.03145794277936804,-0.0018530351419768123,-0.10521487307984392,0.04476605361488383,0.014090906068824925,-0.024160646173064692,0.02434146100421325,-0.01509809988187983,-0.01955996188801999,-0.03221436621163344,-0.004644530212954348,0.18622457219310515
LYZ,-0.028713938975673915,-0.05128684802123808,-0.020831000827298093,-0.010965804224592196,-0.05162610941134535,-0.0495141409043447,-0.0676056654819681,-0.01590952072225854,0.015018304069484985,-0.22556687537336367,-0.002669644248878747,-0.10441668812109191,-0.024629335365877036,0.0020899830734742763,0.020888061307609798,0.03317455760197159,-0.03521642619353841,-0.008581051335124542,0.03406668629154636,-0.028308760976281815
EREG,,,,,-0.04325831723360332,,,,,-0.04264088460452377,,,,,-0.020927516168072164,-0.032595609414293035,,-0.0327660940471031,-0.028623852692622243,
SPTAN1,0.10935142638368696,0.06222968940134688,-0.04906743024189284,-0.04535182564869933,0.015036708410743263,0.04420806555918727,0.14922294855960788,-0.007597622109884224,0.05132615426874168,0.2514858831319238,0.09341218110914701,-0.043018394244248775,-0.017393140167637187,0.05370783436467399,0.04524490542162032,0.05743944765123216,-0.0749182451156428,-0.004837833197342646,0.06572629327484131,0.22043079460997414
PTH2,,,,,,,,,,,,,,,,,,-0.0241585594327153,,
LIPC,0.011480459878553081,0.09617764821229828,-0.023918519223015283,-0.005326564185882274,-0.016999821763637804,0.026628142648725744,-0.07662277014107623,-0.023625294170308345,,-0.03455813874358073,-0.03593280443820455,-0.02395801978134532,-0.03397710466272236,-0.0496422647480632,,,-0.015110925668275687,,0.00018406592874888468,
COL8A1,-0.0543062518690022,-0.04240026433214354,0.0686572351762466,-0.001620182724429825,-0.044225335771061206,-0.04431418227039965,-0.010002597590623144,0.015453569113832413,-0.015485607572419206,-0.1384423717278958,-0.0852185841436106,-0.034015134710575524,0.039983138596512764,-0.05650221879182374,0.08120404762004574,0.010526532069245934,0.06502737911040267,-0.011201920705088892,-0.03533977485866379,
GSTM2,0.04887222564389358,0.05026480007271532,-0.028394880102251413,0.025837095751649067,0.004830463746234914,0.04395944368465383,-0.03580407809747056,-0.006678366339939227,-0.005871358378988293,-0.06009457746505741,-0.025789551544855533,-0.012576982106229815,0.011493992770111103,0.04886330597031014,0.005452968435632413,0.049463602911663115,-0.025131404116396427,-0.016536555092525006,-0.004217192721361006,
SPX,0.011388415772819412,0.02295293292884241,0.005313860931120531,-0.02498736818098798,0.11757633865571993,-0.023081971342865035,0.07353463236872762,-0.015749941764072586,-0.030324692663519608,0.0177708953759988,0.16626550988717245,-0.029951925531147307,,0.026967676174559366,-0.014995804602209313,-0.02063701460144077,0.02241204446590187,0.0020336751032027046,0.11913611606025504,-0.06281389700116052
MFGE8,0.04222677521644864,-0.08423275256355703,0.017919011615700427,0.008494199829886799,-0.005843028724766242,-0.03833704390612445,-0.008460172162155109,-0.04355567794720236,-0.0009941631990145142,0.05027136573839209,-0.08452894294895218,0.06519466743637958,-0.07028610070806059,0.032974234777645,0.05360427625717977,0.05207480159533147,0.008470577241826748,-0.0011519511728260536,-0.0020931505592416003,0.12699262196572356
TGFA,-0.005941150298450603,0.049048382531936996,-0.016660023013158443,0.06683451596113056,-0.0761188253670687,-0.021161126671638292,-0.08248231854602903,0.02054279232551713,0.0027330217786699154,-0.07393267444062807,-0.020283718287942763,-0.010202938034266336,0.0015532355016800769,0.04508421545018773,0.12750441521369238,0.07325635760801752,0.04868394559394419,-0.014120730762599632,-0.016940998263750708,-0.07884655596372712
SLIT2,-0.047606751599332274,-0.052957651228665054,-0.021420946958961185,0.0038497908865228565,0.07033926135697978,0.08865781517950612,0.11195521680353483,-0.019446040421615015,0.043988778508463874,0.1389802487527864,0.1285266214410195,-0.07751993984520955,-0.034489323852827984,-0.027323554118735625,0.0514144207103685,0.021752412084608798,0.022572860661289138,-0.008794741992132418,-0.01728087972690461,0.12929636287180488
PLTP,0.06619405710290342,-0.03376490864535689,-0.01880782410677207,-0.010077160355936917,-0.04800524327286211,-0.07039453391278093,-0.11722674528861411,0.04819542649600579,-0.03801493516175931,-0.30294464793234116,-0.019915697533662173,-0.06870464865363207,-0.09744302805531377,-0.007364030612437622,-0.012501477134968396,0.006466158947123517,0.016876014467619296,0.05181633192590179,0.06275711043102578,0.03229413278224424
APOD,-0.1499265681011632,0.07448103609710187,-0.0050573430332043695,-0.0583178821994669,0.0020519960858188598,-0.08477355765625426,-0.17962767953144662,-0.029856828063709505,0.0063460647240793045,-0.2009116342410761,0.1102105262884096,-0.023877785648141917,-0.03262368229297732,-0.009322395553176755,0.20479408074465594,0.13280466349902464,0.03677597301510056,0.05911956687497137,-0.021109789526677584,-0.08915157830600239
B2M,0.032799088598084336,-0.07979721485261086,-0.03916044085981452,0.04361324006916467,-0.05111697686263392,-0.07392648636440999,-0.16876908890736375,0.06455971543524672,-0.05243851758928832,-0.31592531581031696,-0.1647216853042489,-0.13617928916650718,-0.04595142837173882,-0.005014019655348688,0.0507161766784361,0.07347583912862897,0.03697484017163314,0.031129604553350905,-0.0007748285979525772,-0.15432946405577752
OMG,-0.043809249259047785,0.09830665840172638,-0.009187118661402427,-0.03306912619169902,0.08890181569317182,-0.09597915657865151,-0.05986017576270332,0.0628646008053028,0.05625620286412184,-0.07146788776072717,0.08767874823778847,-0.0014680757676866726,-0.010014233511649468,0.02293398398939563,0.15445562600805637,0.11186320602964304,0.04367040113180052,-0.024427997281211714,0.07862068306870659,0.013791960429229397
CXCL3,0.016426158897550183,-0.008707375760643801,-0.004878727289165575,0.036315922100423954,-0.06762859986124382,,-0.029540121735383586,-0.03222638526967706,-0.016739206610412533,-0.038877202886958874,-0.01647337150766117,-0.023284795366961954,,,-0.0064685609736741334,0.004176196573218548,-0.02533448461785487,-0.020514650341437592,-0.021235066829687906,
CXCL10,0.04284437040141772,-0.00781778592317441,0.0836961497002785,0.05369656851893998,-0.04854428283369408,0.00314625857480868,-0.06817505641531243,0.01561148331246852,-0.025428080012217455,-0.027736824596307576,-0.026178180896212416,-0.05879638549898491,0.0357291871929141,-0.032589807454058935,0.026760778732226303,-0.03447551440774157,0.10443245112245349,0.01810540352196089,0.01740906877549926,
RSPO3,,-0.024394328403623808,,-0.00025033582052258355,0.13347371235057515,0.06227070053930001,0.10944565509793533,-0.023110987548495127,0.03416008307496512,0.20735077909276706,-0.01721435573237071,,,,0.04818286266360292,0.08249259702838017,,0.04692658871366287,0.03387229210254797,0.023836419364603303
CORT,-0.01333573523901693,0.04760780066123515,0.025981313644238127,0.04858571538865273,0.03510415313204567,0.01826567732886575,0.07566810535054214,0.016880567886121543,-0.02128371968234182,-0.010902546954968385,0.0515573658871085,,,,0.019618070501953012,0.07459641983282957,,0.06836177566983194,,0.06238765088135792
NCAN,-0.026648145800777116,0.061365194487854983,0.01029021837385221,-0.09904215727192493,0.12899734508428656,-0.05378616225879043,-0.04446741075521954,-0.040678292946358836,-0.02988436858623653,0.20363832077877614,-0.12817389255986844,-0.007511012750404973,0.03449880936763444,0.03301229288356263,0.1579498630931964,0.10980618721972715,-0.008001168458514334,0.009882716514907682,0.017067482256925674,-0.060679789373512025
