,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,-0.022286140930640838,,,,,,-0.026703419097008713
BMP1,0.10553947470151138,-0.009280161514554774,0.07130314750873484,0.03891097829764064,-0.022474424424243772,0.05079511156749514,0.09417672177322053,-0.06422179988396379,-0.005362963376186823,0.0017737373906091983,0.02385393841534865,-0.06368108494633147,0.01627315173496689
NDP,0.06845717532715072,0.05666012430191606,0.05261847987874123,0.02795767750477473,0.011491882213568862,-0.008681353386345254,0.025649844550560453,0.001003803384123297,0.12443298424309816,0.07343930408857491,0.06660322530741429,-0.08857022685588149,0.03744199494574464
TNFSF18,0.010579438375705248,-0.0425167615575477,,,,0.05469398524487553,0.01579874496412146,-0.025683508455964038,-0.02826729418686723,,,,-0.02641043284814398
RTN4,-0.06110825051370384,0.005486335950608073,-0.030665646331878193,-0.004471944209412846,0.0315234501647553,-0.05732288688598275,-0.14656380339545527,-0.0017938164707851452,-0.03292766989477691,-0.036011126887251735,-0.001561299323111052,0.06876172999666788,-0.025060850747299017
HEBP1,0.04585817104534352,-0.0018446859857508492,-0.07764666449296946,-0.010532486886620899,0.027302843134500585,0.007996855672622911,0.036223638633650725,0.0185646320400451,-0.1177917320889985,0.03794951842670837,0.04482710341385392,0.06052847823605472,0.06143099220140988
WNT7B,0.005603733361778239,-0.0010136269378347568,0.09957999010395994,-0.029386574836925694,0.05203933781899501,-0.0015290325128561894,-0.056538901538794824,-0.026931424781975556,,-0.004830569899464886,0.08684388801516119,-0.031638409609137795,0.045936602107820565
PTMA,-0.15653763544075028,0.018062753483714056,0.044478166293009984,-0.02820163478605212,-0.012374473344510013,0.0586977088098989,-0.05291665203340149,-0.001737424609083499,0.058734665113926575,-0.012262510668648224,-0.03339535898304192,0.0776482582431643,-0.018931836045111505
FASLG,,,,,,,,,,,,,-0.02315986627283259
CEACAM1,,-0.02026815892487061,,0.004551217293046594,0.06408381418495153,,-0.02537282321335326,0.06105173947379107,0.022067535584145863,-0.02807946628462767,0.0507479339028807,-0.02099887259713673,-0.01949482658744826
