,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.14622602705341975,,,,,,,,,,,-0.023683414182420856,,0.06510615723158027,
BMP1,0.08582459871639596,0.13669397755901655,-0.002731456360734936,0.1251579301231687,-0.023695729577993062,0.05327850514449643,0.030753184407327216,0.17694437538525257,0.030823514525298752,-0.010867119866325556,-0.04503117517312509,0.11385862423503351,-0.011053036085707494,0.17899868489263732,-0.05064912842438976,0.13116871805442679,0.09182410428074735,0.012232038395717817,0.04030958642176224,0.05267740963658221,0.05350650048565089,0.16434996304111052
NDP,0.07900419925102872,0.08450707437661163,0.026069694537620435,0.02468346997125194,0.023522147833728045,0.044171889678128455,-0.002595334148086763,0.047948003719237395,-0.021693497690586275,-0.011498369239689703,0.0032036756097918733,0.09925448296065632,0.11216094435483562,0.17313557098046473,-0.0568030153996643,0.07039933337103706,0.06307728183443831,0.15916559858447035,0.0036063703736907973,-0.01173498845553879,0.1666813062012162,0.03607834216167012
TNFSF18,0.042773263268278676,0.02406006398115225,-0.024830061127119697,,,,-0.017775831353222363,0.021380301540428928,-0.011148035353789014,,,,-0.004902519603573739,,-0.006069464055308198,,,,0.12647914351103867,,0.013710208140797178,0.04369932073327561
IL36G,,,,,,,,,,,,0.04632141534089059,,,,,,,,,,
RTN4,-0.04380445325010293,0.014166421295564313,0.0024385325464067907,-0.002227618388888512,0.017488852883604657,0.008686640570046786,-0.057823654829828076,-0.20699420273389568,0.007119620717668692,0.034957513195325245,-0.028670968902245925,-0.0492677996451555,0.0121931026763998,-0.12110713350833494,0.1554985191493691,-0.055848875133534995,-0.11924130222276658,-0.13550986944151355,-0.02788874996665094,0.007495100324604708,-0.0036031120126883945,-0.0745007552504411
HEBP1,0.0007450347100569193,0.0014499672942974071,-0.0017759460185162168,-0.03918155159923782,-0.015158401445221029,0.03402701794036109,0.05363479037519495,0.10978449106657236,0.021331090684576916,-0.022752687693114487,0.08369808571740635,-0.033676960508656456,0.03507048122467172,0.013253345008769594,0.038105891189280844,-0.012802951115656266,0.01533751391922857,0.14327823234259737,0.013477077556983144,-0.012270568120416396,0.13801086167363957,0.013270343277610815
WNT7B,0.09647600960636928,-0.08571568851352727,-0.010525430601639808,0.0533543950034249,-0.00894062406234623,0.014972661056914237,-0.04832044600198406,-0.03663264489418505,-0.01130580803582311,-0.014006903593788922,,0.02075382471652329,0.08013105433586,-0.1373055170157971,,-0.020491155214604703,0.03994762276119798,-0.007610456756841645,0.03472850023935782,0.037142670435442435,0.034556424772929674,-0.012189241466309945
PTMA,-0.1903820195154584,0.18376689781587052,0.00454813784604471,0.1757995192801565,-0.04417672539836288,0.05808470082519385,0.06095416381946591,-0.06337820786515244,-0.06732256566531288,0.041800515988665306,0.04066335893001427,0.08125446072908137,-0.00011161153349257757,-0.17766742595315133,0.03938720894193141,-0.03615165975342142,-0.112392735686923,-0.05219189623329914,-0.06545953065559285,0.0971206648680093,-0.07670901106215913,-0.02755532022090019
FASLG,,,,,,,,,,,,,,,,,,,,,-0.02257717557155023,
CEACAM1,,-0.013614698804260191,-0.04592446745428247,,-0.02675639620698007,7.124302793891181e-06,,-0.018303112083011306,-0.04952966634711988,,,,,0.03827386967499312,0.10271768092739693,0.08552567846619918,-0.00621447363196421,0.025175376898592998,-0.021016855598617094,-0.026041041064722138,-0.02121980664831222,
PDAP1,0.03743814113917054,0.02215416269442288,0.08701568265159612,0.005451180811359267,-0.02968155193877459,0.005360660001507783,-0.008598694531364926,0.16430044662979032,-0.04065953499033482,0.03777685140954723,-0.04013415065814069,0.12010485461958353,0.018838153813022916,-0.0005310555639206859,0.07313946823525738,0.01454258972928162,-0.043559046766638694,-0.04297669560732053,-0.011502513910858015,0.020535607998786495,0.012475901204331364,0.05312140625091239
QDPR,0.11841487189372418,0.020093393261024866,-0.008922276877524945,0.12459439822138318,0.02126120229659712,0.04985196439422175,0.005127519949823866,-0.14720843288992755,0.014422364176002324,0.03525472010710445,0.032875468834819566,0.05217261523504876,0.010876928633089915,0.10456603913283874,-0.08263992719766067,-0.11874827330011006,0.005294121497277368,0.1401707651750516,0.04359989376462517,-0.029262588932018184,0.09517693206147654,-0.13094204053599615
POMC,0.1410847323181953,0.0815143815940393,0.05785032253972542,,-0.008569778208747507,-0.00708570630022588,-0.011784181780192988,0.03656006813731394,0.04082604030491427,-0.02205970924407886,-0.011921920510367171,0.021345962441467397,0.048620428260743295,-0.09474241928871119,-0.029865037420432766,0.007107397488581452,0.015272487289835613,0.10078512797472731,0.01942071554688923,-0.014036842057230485,-0.012866793128403595,0.08013095246027084
CCL18,-0.04421056076863781,-0.10423438504906989,,,,,,,,,-0.0009006339115999674,,,-0.022797002420594903,,-0.032236819265793255,0.10188905326158498,0.035674211420621174,,0.026442657406701764,,
CCL17,,,,,-0.047222860266033465,,,,-0.04843811189344613,-0.01733662012242822,,0.11748010338153514,,,,,0.013802964693758855,-0.04986385894272976,0.03169483560820391,,-0.031720146919085944,
