,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.0529502993384401,0.009173265878315897,-0.054540067885945655,-0.021979756971869033,-0.02416786147120567,0.009535666650351994,-0.00848821966657106,0.013156860554803577,-0.04509078850567765,0.05545177294681467,-0.07281495623124093,-0.019443395732373938,0.03575353236143802,0.015424530907521548,-0.0036623003813016706,-0.020952876959311743,-0.009004829179025889,0.08784679103463247,0.06448815407510534
QDPR,0.015381262641972508,-0.0939335743051875,-0.052057483102707296,0.0028886427028529315,-0.024885962605185896,-0.0939782835916279,-0.11616089835355659,-0.0038364822479190395,-0.07771772195076154,-0.02752079276450133,0.005412574670181161,-0.002062268350657434,-0.019983087632980682,-0.12462694357101371,-0.05162873157995398,-0.14446655245413945,-0.06852429311736045,0.02124923116335935,-0.16711101157389754
POMC,0.08059359371637795,-0.033750477488238916,-0.03555024770401608,0.0033662851182562816,,-0.04621631207769278,-0.040387183828364356,0.10554584299997104,0.01518857808727735,0.011467891273332101,-0.027483172137393302,0.09411215973942472,-0.12993120954119305,-0.006839331528972526,-0.022029136391095154,-0.07171604017469467,-0.04868700336405313,0.11674705960116152,0.029340130900081817
CCL18,,0.010410138534853392,-0.022899631859277268,,,,,,,0.030973465308602302,-0.0047242813670920975,,,-0.026591973912826403,-0.01487154932131585,0.11369164904398803,0.0905712078330584,,
CCL17,,,,,,-0.030638815461240036,,,-0.01936350316942953,,,-0.012563673055689199,,,0.06727223930449329,0.1263726419701414,,0.02657726145620922,
VEGFD,,0.019430407245449505,-0.02289963913098294,-0.02809112938673455,,0.08873663419598675,-0.02262908948849388,0.0030962427333504836,-0.012705107316100594,-0.021584122944100483,-0.01856874206074017,-0.013464877552658615,0.031985281763108206,,,0.034134958957116074,,,
TNFSF13,,,-0.017280802533348967,,,-0.024935953633703226,,,,,,,,,0.00015405978374783335,0.00036163575364906293,0.012709386259884707,0.04169780557094496,-0.08089332577222484
WNT5A,-0.022144519002994523,0.045984716565787696,0.004483340641638244,-0.0008706502511818746,0.004962063137400937,-0.03521762073335965,0.009327188650987571,0.009967943250168145,-0.004544423864299807,0.034244851549290516,-0.0028893017456709906,-0.05446795705776824,0.09048593178434175,0.027301484903154268,0.017742155497440425,-0.010587224410055301,0.01836358704538835,0.08125939901723157,0.14232078164408823
CXCL8,,0.1352940507110468,0.018632767101431955,-0.02630286854339915,0.13556213288366223,0.35091313824035886,0.04775060708127362,0.08078000601615022,0.06877128075884546,-0.014651244205306238,-0.0032562774176111632,0.07159486892774093,-0.04583667657446003,0.17266873859147003,0.2501367037038982,0.29729928736392375,0.24009318529261373,0.09339135616818808,0.18545537272429552
GRN,0.017286889117280303,0.03741498852881779,0.024822910104885958,-0.02822699097255881,-0.17166216690629688,-0.08879964892989908,0.025888969407716976,0.033872013358433456,-0.05025046393712033,0.03620493126709228,-0.019728370450563474,-0.0019969872629611927,-0.1824417962490468,-0.01623193475451707,0.022860688737862872,-0.01637405512075727,-0.007934676228975103,-0.019678044586100417,-0.09139881950341293
MIA,-0.024392715390146757,0.05118049265466108,-0.013010981068444364,-0.02498228598456902,0.007050288801053559,0.09521473944009066,0.03944071800571104,-0.027235119798014868,0.07541555353923078,,0.054300812469837194,-0.018440766870853297,-0.0972282071409875,-0.036579210725506954,0.012221915111736972,-0.04414471087986884,0.04973717182855489,-0.025948982660202218,0.04803532048199066
COL4A4,-0.02158258075049148,-0.029115861014325128,-0.01489561069764953,-0.02604748789884967,-0.02160642002700097,-0.004457170270284986,0.036145641408425716,-0.01562840921664524,0.01662262485216359,,,0.1111091427341807,0.08613266391808005,0.009426898340427235,0.026944694938491855,-0.0345137093906648,0.005221308513599338,0.041600296896630924,0.06870951978136376
TAC1,-0.01863583613450764,-0.07985995160859863,-0.006476970957125284,-0.031241565272921146,-0.07739098839937064,-0.08751882914568392,-0.06804164976468866,-0.052787736114578196,-0.09377747385465268,-0.03553362960033306,,0.03651378320740181,,,,,-0.07353983082817381,0.05678277482878759,-0.0846972971228448
RARRES2,-0.04934437186124787,-0.08335347982771243,-0.015805134449517064,-0.02138130104268229,0.1140870313348728,-0.03130573749129843,0.18424332268958102,0.04975308642768903,-0.10914043039218546,0.12676688262687327,-0.07851847393549496,0.01720761628007337,0.2540242015491256,0.04966869506628512,0.2548410315036114,0.15783978675812785,0.048923233010869434,0.08985188798483816,0.24269034181007196
FGF7,0.03207311881552972,-0.002859599443496336,,0.06305518282118959,0.045334355732135206,0.03573178961536069,-0.03671195157689884,0.011067859735157266,-0.00564396820472593,0.03839599704479815,0.009112399136753511,0.02984769472655627,-0.040251428490722455,0.007328892704117863,-0.05002028107630143,-0.024183615093377214,-0.0006439107640460776,0.051652032080274475,0.06709787677802118
EFNA2,,,,,,,,,,,,,,,,0.008259022763085546,,,
HBEGF,-0.04426908497086477,0.051489886188917665,0.08240822394097545,0.02884630397670948,0.1417100074460025,0.12180582451394358,0.11690841427449954,0.02576089818298213,0.09428501782024153,0.0013644014999240547,-0.024533282174942626,0.005098317303371863,-0.03667627758453617,0.08046153575919385,0.13012773138057268,0.07840968732794383,0.05193228926956248,0.1124020477005432,0.2090678026397072
CSF3,,0.0621209475333713,,,0.12711238263320487,0.196991958261654,0.035239677678894035,0.17234842977022347,,,-0.0278963084276478,,,,0.24471635162803027,0.178177629308728,0.10143002931479188,-0.03433233554202013,0.16926526526265173
PI3,,0.16193436837980735,0.045876517379266714,,0.0525713003900888,0.28328493534461857,0.001494504765883403,0.21286565050275078,,,,,,,0.2901699960087706,0.268865127070173,0.1768998429858081,0.08381986071430596,0.1959771371439058
PCSK1N,-0.041912991727504054,-0.1666894836085343,-0.009335427106547464,0.011146540706156479,-0.13640854404173214,-0.2034306620527915,-0.0361174490775308,-0.0025549214910863326,-0.019575391011813683,-0.028343532005651272,-0.04747604831203656,-0.01671328600332584,0.07416298637974922,-0.03963041208630613,-0.17994408107324997,-0.19411793074552636,-0.06698189545176686,-0.07678518795593547,-0.2262394548554903
NTS,,,,,,,0.033259405138545646,-0.02032295846245781,-0.02678094514861409,0.03666094279592135,,,,,-0.048602589304786524,-0.05753035787024924,-0.018314581551035845,-0.0018458578613037423,
SFRP1,-0.027115612312958923,-0.027749617837885182,0.03167275343534843,-0.03155955808451155,,-0.03845185706658575,-0.02859501580903036,-0.03161599710766189,-0.026611617426118152,-0.02491453720273353,-0.0031170399584583277,0.09645197309021503,-0.03727143877128811,-0.04272920748942837,0.05542872439164959,-0.11061690212461407,-0.07371072143508194,0.06451000773871093,0.00022252625924240694
CXCL13,,,,-0.03271003941891696,-0.012682918884082137,,-0.03775403769888143,,,,-0.03466023530902912,,,,0.018413271880862524,0.09242405289212619,-0.011895042861954173,,0.1001753135324007
MICA,0.018332850801220244,0.09877746942624456,0.05354406894514726,0.0005905050531561656,-0.012427131940239757,0.0959907796219479,0.024426822229376133,0.020129277703709997,0.03289287408276502,0.048120047340312826,-0.07067544875440077,-0.008578042707575903,-0.056051527281157,0.14946473585827827,0.10102752865824305,-0.025952675996382516,-0.027886321709553574,0.11190474505843613,0.02386506460543996
TG,-0.021582575886773807,0.04885410869617226,0.05768453940111598,0.021941032800250157,,0.05371919839133128,0.0058165359717727355,-0.019955729949754482,-0.02928216123783305,,-0.006256678851088483,0.09175008101753254,-0.07950776816818168,-0.04329795067657545,-0.043276337066494835,0.10621348430913084,-0.03189018482540132,0.007632062532086241,0.0699531303423768
ADA,-0.006271763400925021,-0.06030753840877961,0.012114735998717817,-0.023417184129602496,-0.01598983407110185,0.01780681477978088,-0.028214710722831927,0.04337210357012329,0.05663842262346548,0.05205308277086373,-0.0499327202021166,-0.00713745436588612,-0.08750402386569611,0.018116785619459622,-0.008150553731581796,-0.033437078247604286,-0.058770667648269784,0.008051298845747071,0.059089373854489244
LAMC3,0.005728794143872856,-0.06328737317425576,0.023781209369148255,-0.025430356411095742,-0.0603666442974804,-0.12200104327905124,-0.0263456545850648,0.05315839328656802,-0.029357946567566306,0.05832675082648746,-0.015653937485243255,-0.016006780223234648,-0.06217356448965222,-0.007852869756623372,-0.0842152655488453,-0.12920695958505618,-0.04313815894628825,0.01938180959891431,-0.039406537847395104
CCL7,,,-0.014566100372224269,,,0.07825972968309529,-0.019461749910905893,,,,,,,,0.09962302563355112,,,-0.04683472334109448,0.27932271662043656
NGF,,0.010902351472487144,0.11478215832095183,,,0.17499391484320687,-0.005422821040455811,,,-0.019432656849952896,-0.016428281555710536,,-0.13006390283980582,0.02943324061797294,-0.009873914348034378,-0.06617870397338144,-0.03437350095939441,-0.00923956774932758,0.04751072853696123
TNFSF15,,-0.04119221847080839,,,,0.020848158738478756,-0.004970812574272306,,,,-0.017764917526674095,,-0.09829318161764843,-0.02188183557239871,0.05412385824872023,,0.056333845745807284,0.12817264813397347,0.12331048896603211
HMGB1,-0.055400843303265175,-0.11864922966535499,-0.07430699468860309,0.0028586284127710953,-0.17654543413072812,-0.1886428671347051,-0.03430204479364432,-0.043766033187934136,-0.09088864766434288,0.04953988771038367,-0.001379146055141429,-0.08455628836798594,-0.12347406738191401,-0.0647810460059029,-0.08020421675015606,-0.015491988658767318,0.02120696733971057,-0.06505404646065098,-0.12610538311033972
ITGB3BP,0.002506718552084024,0.07356639126330258,-0.024264395534162396,0.011298918533377089,0.028628212164569955,0.12459722505634946,-0.011742710309952354,-0.04474640310505226,-0.025382804595267185,-0.006186563492582221,0.04801307827363349,0.04284892796687449,0.020060985713068316,0.02112032433895896,0.0943158370144354,0.1119332870619552,0.06034739203795986,0.03409472933436236,0.03545612111826406
AANAT,,0.09041127959890195,-0.021133195562647488,,,0.07554269371358338,-0.03339369623913839,-0.014914617096646491,-0.02633361872666618,0.09634448451770168,,-0.016852965675899122,,0.05225349376011335,0.008236237016310096,-0.04494094961027476,,0.005833019024269554,-0.04245262663212593
RELN,0.08785550416469515,-0.06600054476614776,0.028480682135112203,0.034509153514498646,-0.07248890760717969,-0.011033313102958573,-0.02296707919220392,-0.043764166172510055,-0.03308540680476511,-0.06419516942618866,,0.01660626496924587,-0.00484491589943933,,,,-0.04583618395037787,,-0.08857820300655656
IL15,0.05678061914571317,0.018981135406725694,0.031092236824471153,-0.03397615071164194,,0.012845677550936522,0.0364170071631528,0.038232784608987505,-0.014455241954917427,0.022294383065714837,-0.041772159393831124,0.06974466281447919,-0.010118270897825377,0.08077750657350648,0.07913537612480091,0.006751487997782304,-0.019968980561613364,0.0042890519779051955,0.11212373211221179
UTS2,,,,,,,,-0.013113196502200228,,,,,,,0.010520346631724567,,,,
BSG,0.029909610331457875,0.04335925496830523,-0.019559994278189382,-0.014023812469312965,0.029509280349101788,0.10577352304538692,-0.011733310623891055,0.08320177900995629,0.14406789574940357,0.034676014868020286,0.0015864456797845768,0.07543116871091438,0.05631826072038302,0.15917851699666496,0.2887924081610802,0.22182028945988919,0.03005694056131044,0.10091547390752578,0.08450238033803205
ADAMTS3,-0.03278851615314489,-0.07951357970053273,0.013071078850301811,-0.003467058737274852,,0.02097499389199788,0.004955398422006647,0.11371740714102144,-0.02651093250893052,-0.029336612979371356,0.013681126908644226,-0.025972591695514725,,-0.033163925344361925,-0.018074696358843043,-0.07160598929553899,-0.06317316450181461,0.05071851439711975,-0.0027948745438828113
CD34,-0.04366962029137571,-0.06994490738518531,-0.038720228633952455,0.027968889062335012,-0.04813956470958317,0.009561950212761593,-0.010179102668816878,0.08445041263040677,-0.010542348140986134,0.011476445994786592,-0.04158527572118324,0.003697885637267963,-0.13737977277370433,0.02664484047818336,0.02620736745931975,0.006901791949580727,-0.008976288358730563,0.0025204092203988415,0.038078779152780955
CCL23,,,,,,,,-0.01697046671634905,,,,,,,,,,,
PLAT,0.00364121423201626,-0.02779530145153289,-0.009572016847532333,0.0246178216728113,-0.022756532899139585,-0.18827455168916007,-0.03275606783803971,0.03087214897541791,0.06275276040822804,0.026501842202787132,-0.05821103708506923,-0.047461432177828305,-0.14344697398581016,-3.376360027118334e-05,-0.14707837566819534,-0.2214185024048999,0.014486206488758499,-0.00861567849996386,-0.0684124460035852
NTF3,,,,,,,,,,,0.03735167915845158,,,,-0.08515461387213138,-0.11626622812796958,-0.0899210827644964,,
LTA,,,,0.11005940291309294,,0.07448173833764825,,,0.019770726672226208,,,0.026862321416081532,,,,,,-0.005584819552984199,
CKLF,-0.036089927667951924,0.0078914332629084,-0.06309978869439549,0.022711776003872856,0.023207142278926424,-0.06974768686844773,0.06926838107089274,-0.017458729513681662,-0.08073876189173874,0.08914881011927504,-0.04849288320506498,0.01960453567438842,-0.22650253262906273,0.029138355222260173,0.013677678325743717,-0.04050723400947758,-0.0064402430908653665,-0.006304683526244177,-0.08513760933856371
APELA,,,,,,,,,,,-0.032748673362167934,,,,,,,,
CD24,-0.007200673830929043,0.047196971952113,0.02164310829295296,0.012922608926589849,0.004432899085358281,0.08356377249010484,-0.11439583785624563,-0.0394812822830944,-0.0853488431691622,0.02145997588414851,0.05151425973562521,0.025415501719949874,0.40665775638546414,0.20491403047448664,-0.21806220441496943,-0.16228230538143965,-0.11215702704985696,0.08367287555181172,0.11904789136221633
HSP90AA1,-0.0011627490370404111,-0.07733202847659702,0.05262705748263416,0.023842077208786394,0.026856667229054835,-0.08040761550978033,-0.07021351790994254,-0.07777710345770487,-0.07812424218906952,-0.023301064795523872,0.05720247828107,-0.00660314715554589,0.07446487700960432,-0.03619390510382482,0.13644813308881887,0.23366350111895742,-0.039944566087120666,0.06298347385761169,0.013229689014400307
BMP4,0.021937747149156722,-0.03678732653490632,-0.02224988229280493,-0.020790518740998694,0.03248777200412213,0.08208744633161463,0.0016856576940153416,-0.027780471871107944,0.023716005945946382,-0.029140337173597736,0.003543391098401521,-0.013318671431955802,-0.030996666170614178,-0.07247416066583748,0.03969025561862593,-0.006896057677516051,-0.005429939395794267,0.08275424510630992,0.033263356523194614
SCGB3A1,,,-0.014566098915633693,,0.03800089009617713,,-0.039767769782291774,,,0.0006236613459830835,-0.026733158466500137,-0.01090665059391431,-0.09372723131562867,,0.03568675337189731,-0.013500726404123276,-0.018723309836396994,0.06271489860016478,0.01649642545672508
IGFBP4,0.021383821346260993,-0.023759911911203906,0.035157029908713014,-0.03362114167543357,-0.07356768015972841,-0.02660476324430385,0.025836239082455074,0.12255338236721458,0.024680061156858647,0.04553425555239905,-0.00997545104158869,0.0219039938234483,-0.04592910691558621,0.04499411790406149,-0.03629472214740565,-0.04264987050862197,0.01530085512842754,0.10098313204378857,-0.1186174282395243
RSPO4,,0.026711154089311757,,0.10303560274904838,,0.024813819987148468,0.06265978033506028,,0.008842837499281983,,,-0.02168175430914229,-0.035026273665524084,,,,0.004105236177565154,0.05578733207271386,0.0041687997915767164
LEFTY2,0.04394795778347048,-0.020664370544964557,-0.02673884095283634,-0.019853485030144242,-0.039840577468998876,-0.01514074368577724,0.08535319110016312,0.09959018662674284,-0.02388743197232149,-0.019432656849952896,-0.020086612119223364,-0.019295490869728156,,0.003075563394737787,0.012581878374032806,-0.016144838649858623,0.0023960176901327945,-0.009200119962543257,0.08771795372166576
PF4,,,-0.0151099894240795,-0.017840336529576353,,-0.03442989308088497,,,,,,,,,,0.06318717195963226,,0.05126554231804779,-0.02408177413525189
ANGPTL2,-0.04760478106166502,-0.01741068723060795,-0.05979528557875388,-0.030155357158098948,-0.033426230873281594,-0.0734412787977975,0.01465342793311248,0.035052390626828536,-0.048109357353071106,0.07620374384117258,-0.03687390388425834,0.02014410230577551,-0.07091301111430999,0.015607052660174507,-0.1263596057450619,-0.1958857416371102,-0.05202553546655454,0.07096875512807509,-0.020404483148645104
LRIG2,-0.027342732486448754,0.001269215087573163,0.003799154882893992,0.0035710704577994706,0.04524565160581609,0.025406708402050157,-0.02464852788446763,0.01634778345193314,0.008155220068272207,0.036815990475945956,0.0454130325639819,-0.02066058048105402,0.004007346767056938,0.005569949635682537,0.07280245383559081,-0.0016796472549529863,-0.0033154342693747538,0.04054870483215936,0.031743864453562746
ICOSLG,0.0007417312343118028,-0.019705507276804823,-0.031897404402581556,-0.056471299064901795,-0.037805419731930454,0.06628427409500211,-0.07148315334375872,0.009140165684589323,-0.0023745834374382085,-0.04355729038923302,-0.0429713121641884,0.09695483767471233,-0.050315550784536985,0.021906273352722976,0.09790824070778674,-0.05956601808568264,-0.0180203412737781,0.07139906902143356,0.09323186398954364
WIF1,,-0.06477070294435575,-0.027187973416217533,,0.054449932920433264,,-0.0521166849985027,0.004814077889962053,0.028805878048449512,-0.0018118516622432997,,0.014560159037102328,,,,,-0.03204858606095534,,0.10389325158015203
NPPC,-0.018913787700100396,-0.028300654718199723,0.005555686181611822,,0.053276856704811366,0.0169250474074776,0.006863314790860575,-0.04015701633819361,-0.02424437219950897,-0.04824577544062622,,0.050874199916225465,0.3864501760018033,0.0807854107528061,0.08487683669330766,-0.02235545889523504,-0.0004776325469625181,,0.05722079107673387
LYZ,0.02406842262511711,0.009478947470756439,-0.013295023961368531,0.03785428697827406,0.08841743250764222,-0.0018674751030010536,0.048716376573804315,0.08392766566391398,0.013824933967462679,0.03965998014387168,-0.029039820167755533,0.0018029570505162,0.019942673538523262,0.05710484277291033,0.026589801148267554,-0.005612130154948884,-0.0015385778787000547,0.07235524158649648,0.04147432258840111
EREG,,,,,-0.018731457321096233,,-0.017657731395351466,,,0.03414960620774685,0.04166347302261264,,,,0.13897455256030164,0.14294916296095994,0.12086179885875287,0.06414644749864787,0.08964110036587053
SPTAN1,0.003901381962348576,-0.11268969677553169,-0.01909463435953592,-0.048567492053372394,-0.07289318806038726,-0.23574057379292904,-0.05000102990173592,0.029385688381465592,-0.12296097060801744,-0.0321519443598997,-0.022982289409088766,-0.03480966419360935,-0.07150058347314152,0.08548891264804935,-0.12028870883193041,-0.15751640500177144,-0.05159113892344092,-0.043114841321865244,-0.16887769746345954
PTH2,,,,,,,,,,,,,,,,,-0.015582889920471963,,
LIPC,-0.010040267970104393,0.03369691988037091,-0.01849859863709832,-0.02685065994618806,,-0.020549340397774986,0.005819294388334844,0.004721851311233211,-0.03944814110681382,0.011096117705105645,-0.029368924006852863,0.016059363412781226,-0.032858675555092726,0.026499772395670845,,,,-0.02594101053180552,-0.010006236121160804
COL8A1,-0.036817183794864844,0.009255674360090733,0.011722949897148807,0.03343397091311415,-0.03777360150881703,-0.020219436017687074,0.04507351713186351,-0.0029101068056157247,-0.007718538005406311,0.08685350133845329,0.004649772742033332,0.036530133064781964,-0.012516124027954614,0.06576690405696647,0.048069467267920024,0.00010792509545081002,-0.002739679808841157,0.0034611067101969592,0.10548023919224199
GSTM2,0.03148501661651821,-0.016031911140475325,-0.0036358208342993576,0.06973732843787502,-0.02421346446313932,0.03572538563224866,0.061007023288165804,0.03198950723961236,0.03888049585789954,-0.03179517618742168,0.007464742161740181,0.0648050862740643,0.05344920218421443,0.008911204493477164,-0.04193821698556991,-0.07609616747920132,-0.038560669350828185,0.03770277148780582,0.08480981309944659
SPX,-0.025610992124165174,-0.0862780990921393,-0.007154659399969782,0.0032326478514376456,,0.0416156349552879,-0.01770013109520185,0.009094432024396257,-0.0805464953404578,-0.02293572146600076,,-0.03282083790569076,,-0.05860898176409483,-0.004727365833843507,0.028113243761683317,-0.07628435316883035,-0.06985182539927623,-0.07182805148574388
MFGE8,0.08445965067638264,0.14596147082719574,0.03245980576888426,-0.04446976595493508,-0.058647300108316425,0.024573677923743646,-0.03586367802532458,0.02517215338285248,0.10443708182700401,0.0650400656716879,0.05475846758480712,-0.05866843332720064,-0.10980125814335621,0.0298314411285673,0.007003719794524579,0.028252386204516845,-0.04328338796132277,0.07353471840168464,0.0334424821316255
TGFA,-0.027376331507387715,0.13313315195120706,-0.014816493573416594,-0.0028778849315275654,0.005969899352258082,0.053621802194137556,-0.038387808250182016,-0.05785424619676732,0.10959136829583518,0.02528708797852262,-0.03165479412869695,-0.0017289015683908278,0.0037132678373369785,-0.05508104753253805,0.0651234674792356,0.02277764595608173,-0.08388506202121512,0.1650510556350551,0.1387522783359903
SLIT2,-0.022211600292068676,-0.08760969644516728,0.01881883312937459,0.011665543107334085,-0.051139735375444965,0.014215547762170879,-0.028301095232345863,-0.04955898790151514,-0.048427332582025695,-0.07628427473291398,-0.038902555840178515,0.04043296548774606,-0.07136708664869264,0.03565269642367173,0.10742150713645732,0.03225392999738469,0.03461717056099143,0.15939113097551888,0.1678621076518101
PLTP,0.035939009496530616,-0.08859261821895122,0.014229293735930064,-0.01995525806774284,-0.10876005288585935,-0.15922558830500766,0.14586534865033776,0.08812750392493034,-0.11483749200350635,0.10155396464943164,0.0004612960715926937,0.028381711624500924,0.09759806733528897,0.0693531150664156,-0.009299859946610972,-0.10478946486179816,0.019241092005322667,-0.0621713394928026,-0.01670483972577261
APOD,0.024039359196583492,-0.13137085682062735,-0.007902328822869965,-0.010953739329051231,-0.09795631971923141,-0.1570341913350866,-0.1057258914233123,-0.14286852623725999,-0.13191446487791705,0.01967128549750164,-0.011529704373983398,-0.05268128500845875,-0.14983671378942834,-0.24432355344817416,-0.11256510656373117,-0.29692272805028214,-0.010597357966534772,-0.08506266472552575,-0.24371215023831214
B2M,-0.003259850271968551,-0.09992549061846438,0.02439863838471923,0.0056434682364062,-0.06741391367722119,-0.09660690977956049,0.06625532795019383,0.06632009624432036,-0.10005301787728621,0.08359847032527958,-0.05542717787389687,0.019248740733713837,-0.2911793930692096,-0.04497414956862449,0.1827371176352701,-0.05234121468521059,0.005474945189591412,0.006908472361379272,-0.04254769699168294
OMG,0.03483311245445914,-0.10438746427956916,-0.019890244590423992,-0.03108358699999098,-0.06433648517237164,-0.13888295410162604,-0.0998264547582291,-0.10328262596960802,-0.09482154077288524,-0.02135036661168713,-0.01487517936365357,-0.017776025858263038,0.07603119711452071,-0.10071404620415003,-0.1472047593114282,-0.161348907004297,-0.13973771242146094,0.007209978423509805,-0.11557484069850024
CXCL3,-0.017380516813775754,0.0727119107961445,0.12242477597398585,-0.03667803407186195,-0.04327669161404025,0.2815400671488775,-0.019341059580923806,0.10082397861278661,0.0924972278005081,0.1270697353504845,-0.022761086197933083,-0.011256681480338017,,,0.3284801526977614,0.16468364880924746,0.08604162639535416,-0.0019775137200547816,0.19203136725851438
CXCL10,-0.020072766227535534,-0.08439706595011985,-0.06133505084876901,0.053452802672783135,,0.05788773799397926,0.043934012154168894,0.09222175190298636,-0.06432952982220438,-0.05584204303502472,0.01663903678227628,-0.017888229130648088,-0.09180370490016158,-0.044734062901261945,0.13925026475344,0.005778977607056351,0.001290574056008207,0.03888117837921003,0.08090055483647136
RSPO3,,,-0.01978619460757033,,-0.04059251239177273,-0.025176301472654067,-0.0444372467782914,-0.024490592110957905,-0.04455162408015961,-0.030244663409941676,,-0.011763015195669538,,,0.002293577983201545,-0.035564466808952096,0.028801913341320734,0.03624508314764621,0.008181414190433741
CORT,-0.021582580403082967,-0.047753974035847115,0.0031370810644400075,-0.03186171130977873,-0.0050125330250038146,0.006705348651821681,-0.018377992896706517,-0.03311776646744422,-0.00673436532544606,0.05542912249083602,,-0.007888015172807348,,,-0.08317957979006577,-0.02125652287814967,-0.0008352105893153326,,
NCAN,-0.0387781384890331,-0.18187983018299583,-0.053603214248859436,-0.03232915405641404,-0.045108386475228725,-0.18606755305021824,-0.09463076425484641,-0.07671477927195407,-0.011202081916223551,-0.044620592332165275,,-0.05867928804902661,-0.3770437305980321,-0.15238224219696866,-0.25420516129093634,-0.24064318117036848,-0.14778686158171234,-0.03954755549174482,-0.21093983273788405
PRG4,,-0.03482152141998529,-0.00585029236054469,,-0.009491012897665303,0.03165243928592248,0.03900469274738612,-0.0034447287020498087,0.06185728825769356,,,-0.01375290926188028,,,-0.06644510425303646,-0.07457130969099295,-0.009251929435160079,0.03657164911568457,0.04596136841873434
ZG16B,,,-0.020198782866681468,0.025117139778428967,,0.039181178049757195,,-0.02290554862658394,-0.020152426600707242,,0.0037631539294687446,,,-0.030789408333754653,,,,-0.044368865151643344,0.03089204198368391
TGM2,0.05923135839665899,0.04225404203609934,0.07383647420261201,0.011257604585030553,-0.03657484405102529,0.07456369246210469,0.035350430972871244,0.11582528553821077,0.011826578022680206,0.01106360793912162,0.03354650010397065,-0.011092291397636888,-0.13758158409559643,0.015373110988522225,0.1775655218578272,0.1396574116514213,0.02298364250588993,0.05931433567832254,0.009434956075366385
