,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
CEACAM1,0.0020574143768599825,0.08649006777092212,-0.01763841837275039,,-0.0011295745365402987,-0.009429840070594084,,0.20090208976579807,0.030432643680357207,,,,,,0.09395613320145663,-0.0024483090849680106,0.07299972975690021,0.024352432324242158,
PDAP1,0.07620095031454777,0.05327779966425193,0.009038320318998068,0.06682485554755484,0.004850814579120858,0.11010096873271036,0.05020333778995517,0.059619995916763216,-0.009517390345379025,-0.011342364585429964,-0.026369791005891943,0.07736625424192753,0.05635534285968133,0.08955050746253257,0.03864598575142848,-0.034396620418805514,-0.024678720343251397,0.028996551073963827,-0.020954363598870648
QDPR,-0.006384733367546757,-0.061269838650599526,0.03672775548960852,-0.0914606323786838,0.01798860077002086,-0.06766060715396886,-0.053409197174646095,-0.14202870432752016,0.07213482490559397,0.007140577429844764,-0.01732625652456906,0.06251542980027797,0.004545311005635645,-0.06363788507219721,-0.057750096128117615,-0.06297836595918073,-0.16050929423229854,0.07296783490799882,-0.049195194977112645
POMC,0.044101323435403454,-0.008532028475449857,-0.020692055931901376,,-0.02119634537211139,-0.05060130801755894,0.015707702874844017,-0.0374342970979644,-0.022037491088759905,0.016084515368937288,0.003465244632921894,-0.026166421745976998,-0.0028804249923020456,0.15233410808207762,-0.06293511325388551,0.015239473307350072,0.0484993996371117,-0.0002913143793824063,-0.03906771246133965
CCL18,,-0.05932468553931775,,,,,,,,,0.0836950497359596,-0.028476885156401142,,,-0.024288665351633733,,-0.02704293035534246,,
CCL17,,,,,0.01140472622830121,,,,-0.010570525436704104,-0.012212885594319683,,,0.0650250317691409,,,,,0.027489637871233995,
VEGFD,,0.010709336679130677,-0.012483073687659317,,0.03017268660766964,0.01573641942804413,,-0.00965325185992024,0.016400845085953485,-0.008958299279056088,0.028449581541533337,0.0022347859404967313,0.06607720993744115,,0.03991529106925663,0.0342511041103786,,,
TNFSF13,,-0.03427981194408929,,,-0.025707035571248735,,-0.011844244667921193,,,,,,,,,,,0.0067690826677991815,0.13114244241343392
WNT5A,-0.05530933157662355,0.011066769548043053,0.021620880591498418,0.027443121780002657,-0.0034414673496661018,-0.01975597897818524,0.038476083061583455,0.08470920609679217,-0.0143390693627884,0.01694516878750333,0.03039418942777026,0.012132425753078237,0.033620905543579674,0.08940886640419612,0.016048375297300414,0.014164911783772379,0.04129821050841133,0.045556702686504996,0.0856285459753187
CXCL8,,-0.12166516644304905,0.03223819114611812,0.0103416060959663,-0.0003934186950377902,0.03542044750214764,-0.01684766983241009,-0.016946221655238545,-0.012755193287513466,-0.008342357808459376,0.029130765397540694,0.023307268990570812,-0.05031985408626719,,-0.13468409172428264,-0.017157801127830788,-0.0476133366169714,0.01559256270300456,-0.04156332164521679
GRN,0.014037839106987776,0.10484493570920247,-0.03530570218931558,0.02755169892755481,0.020591113448477267,0.01403740655577795,0.05072868227767281,0.09894469509948205,0.046036188417229555,-0.02143881204163423,0.08972157789367258,0.042549665738575805,0.012882822765387806,0.025823290701270745,0.07888067884758755,-0.003046943268872388,0.13485157893991676,-0.03587866103763498,0.014434918439343676
MIA,0.07430284051152843,0.00031700956065997736,0.021987005462338997,0.005226230780653447,0.0048321592829959886,0.06989684101580004,0.06539333717649876,0.05484204670871986,-0.06613569577323913,-0.010188178829664779,,0.0352750321240129,-0.03890922949299933,0.10384485952155773,-0.049922687415635006,0.012729300586704927,-0.021920291666603028,0.10164261073735205,0.05990082717421957
COL4A4,0.013044069428761828,0.0005333314661232308,-0.037783788063093016,-0.038786830105700026,0.028432095198749046,0.05501174077979168,0.021254702218468355,-0.014644253485432069,-0.019998885851067027,-0.017115330194852486,,,0.07160342543681607,,,0.07157096876578864,-0.013482052488899294,-0.024446778120337645,0.037150141372502464
TAC1,-0.02098696338790342,-0.028657924473073634,0.022598285288675992,0.008448431083590648,-0.01784983135782726,-0.04320743101230056,-0.05597340586702921,-0.07993946970878185,0.011748371358149849,-0.00858472165810124,-0.03360045705582226,,-0.042989144839245215,,,,,-0.03577406139482077,0.008123087698292973
RARRES2,0.005950370925673161,-0.017015757191474353,0.05230694177835311,0.06579162067416863,0.00018148620430908743,0.10262476730508147,0.011606869328872916,0.12500115608041198,0.0945777666423279,0.007958802716774911,0.08161500799341334,0.30170004885167107,0.09519140797505354,0.0467323642401328,-0.017168217676693298,0.06277881062715666,0.04291726721662382,0.05381716238576647,0.005243840458681157
FGF7,0.04206907532764214,,-0.028514526131138578,-0.04612434872510433,0.051491556058842675,-0.004297153630165359,-0.009305510393791794,0.06833948481603812,0.03815409852566878,-0.0025570062965527855,0.08550493086605203,0.15489317426619592,0.11970919088432687,0.09536414213333515,0.011445932758420707,-0.018178029471437627,0.05638113409988066,0.0838973235248358,0.06501349120454121
HBEGF,0.014261225616415718,0.09165076518598177,0.01318988664969008,-0.00860597146372487,0.0063145103815119355,0.04540387464062399,-0.029873812326990185,0.041561975178853926,-0.05255371012124903,0.016396477585383845,-0.023779562891182996,0.03603623721552697,0.02819632001707659,0.1676479339053593,-0.12097613694689702,0.06252339085920162,0.0899197228857878,-0.01854898558963434,0.08775087544176068
CSF3,,,,-0.027149306686990313,-0.044420903298909485,-0.00518932862425873,,-0.015493338320708976,,,,0.01770600892400986,,,,,,-0.024339419728659266,0.046143193144365234
PI3,,-0.06875669235133046,,-0.0037272285865739808,0.026487580028009407,-0.01640195592961322,,-0.01744570343905003,,,,,,,-0.07662761988818928,,,-0.017383560842065823,-0.0560304633809877
PCSK1N,-0.023074282019933116,0.05029150864662869,0.0009799942714043522,0.009738852018294978,0.05982543315227302,-0.00014670169836537055,-0.04770281569314307,-0.02097407609309222,0.015750970195545572,0.014424779435486723,-0.042301187473056286,0.02388010516773046,-0.056510153307017495,-0.002122468616409228,-0.05053645652675958,0.029612488211903876,-0.011091904044290791,0.12385081424430908,0.0045688141440024975
NTS,,,,,,-0.06367324782407724,-0.013757224935766739,-0.019043176510963173,0.04512060388579138,-0.015426582591887178,0.008782748508353375,,,,,,,0.0736960453772233,
SFRP1,0.049157604411587015,0.026466938731026235,0.017047565330583152,,0.07679314432565318,-0.043728755992450616,-0.041869507173155435,0.03440486453849643,0.044816179287608754,-0.012212885717313472,-0.07107915553490736,-0.02382056925128406,-0.014702139570797499,-0.03986865093731802,0.05087481133452618,0.025391784295298075,-0.01860100182743362,-0.012144643838418944,-0.024746123558221665
CXCL13,,,-0.042651208881933175,-0.019713609036529606,,-0.0148592524069131,,,,,,-0.03384270037830618,,,,,,,0.05396648045515385
MICA,0.04989532292985313,0.010657174087343811,0.06483710154146294,-0.017387561808520826,-0.042851676429831155,0.10986590741707919,0.034575948893263236,0.048580232542382466,0.0009705278102938778,-0.009200937380134186,0.03260316319702525,0.09433859679117906,0.055640656090855944,0.13549512818545983,-0.03718465332441817,0.12059546907301054,0.05971085625487208,0.07980277060488428,0.07239762477700104
TG,0.013044066489230562,0.015602101010729338,-0.023984695122470055,,0.009027126791916107,-0.04015979556586111,-0.015879464162993333,0.10436771685386684,0.011243927110815998,0.11727608454604231,,0.016805678652750285,0.08617173845309306,0.012979890627836345,0.13752771052379467,-0.09325801590566835,-0.026724370932583938,0.12324802509030458,0.07065265535880368
ADA,-0.014209665211641239,0.04832649809870888,0.02141108253481356,-0.053568671273391974,0.03225901232747625,-0.021973371220771146,-0.03102209305875464,0.05669394700240055,-0.00036473233409045484,0.005182113034694174,-0.03222846085917492,0.0190473666961292,0.09219787970596094,0.11735198306130003,0.17283503912409526,0.02639649569594016,0.1460737782850251,0.13511608560972133,0.019368458747132156
LAMC3,0.0676833799674012,0.13040933650126313,-0.025869081795386776,-0.017190064645729877,0.011140548288413925,-0.03374180461986161,0.06413819624992106,0.09020716705498989,-0.06662370170033476,-0.036559977902750354,0.06041651523782801,0.02271170700494055,-0.022601359939865805,0.14874638734003184,0.1320495142876821,0.09975347394236667,0.12506449217698407,0.010758082167594068,0.12950347067673523
CCL7,,-0.008190496664880123,,,-0.02537173237287964,0.02069129230045239,,,,,,,,,,,,-0.03843193863980325,0.0047437780345529
NGF,,-0.005867601573792107,,,0.014163429566190901,-0.014181346101461462,-0.015153267954112202,,,,0.009156356201821743,-0.00028409403111919997,,,,0.07002476627677115,-0.04018750186774776,-0.03869021686513208,-0.02178507916694551
TNFSF15,,,,,-0.028252664912735915,0.001953933852656376,-0.018399389393558254,,,,,0.02585937706929216,,0.06220230969918734,,-0.06598198028292672,0.1399062111800378,0.005697121850269658,0.12315325655668426
HMGB1,0.053337025530079886,0.09804097694541147,0.055960870793606995,-0.04837949198364944,-0.028218287247800865,-0.007445295946821724,0.03941353286221482,0.06902621299858369,0.0246596260016736,0.0016165791550811985,0.004870733818331107,0.098151462360004,0.027156462678254143,-0.018078368066523444,0.11888006957290634,-0.006945465029323694,-0.03281268725875268,0.002416693784870767,0.051454951559051595
ITGB3BP,0.0037865670256151222,0.021069567257131445,0.020023563222772534,-0.032811240387024716,0.02737680013505116,0.02044108170617307,0.05449254915749297,0.11775222857073382,-0.011123096783778099,-0.041444126988364055,-0.03291385375185452,0.07182326377003916,0.06554436340795416,0.13317049661166805,0.03987617347553641,-0.07866054070605163,0.09392065192484106,0.09264856336548667,0.023248760185846127
AANAT,,-0.019431970662979067,,,0.053184395126572706,0.0028925873948958364,,-0.01397541044477042,-0.02025308888213277,-0.010188179396357298,-0.017785694934801685,,-0.025272939527149235,,0.0023178192927719075,,-0.003739369106468897,0.08336950951000989,0.0005421017589951492
RELN,-0.020149877857476916,0.0015868600933330724,-0.03276349850177434,-0.03057426754211487,0.028977552222324662,-0.000620746638833873,0.027852442353068024,-0.03182573364991653,0.026647225026594168,-0.0017275840369703958,0.006624683965182472,,0.03261966431353051,,,-0.014068568745181592,,,-0.037788625560979054
IL15,0.004627973204032202,-0.006015993401348719,-0.009234737503513354,,-0.0011506741673466742,0.03782842059473261,-0.013092259384576846,-0.02604622027474377,-0.005741340282104311,-0.02189773638879233,-0.007060732373826548,0.1267300013404998,-0.0009034101725330924,0.06722998615263015,-0.07514123010607292,0.04305385363000796,0.10785689805436685,0.09193925532207953,0.029753887109268157
UTS2,,,,,,,,0.1028161141928988,,,,,,0.11499233965532808,-0.006340453763099147,,,,
BSG,0.04821443000281111,0.015292445005151404,-0.0424416977099363,0.13038267498637587,-0.00868459951705741,0.08085599881156466,0.04220500192703438,0.009415155977730493,-0.06968742996376083,-0.021987586132532527,0.014462653632876224,0.1642512178143728,0.04503156109702825,0.129937223633522,-0.10903232534096678,-0.03804636124407519,0.06865117362702933,0.046830403326328755,0.12009567222231611
ADAMTS3,0.0219892747666954,0.017477614248024423,0.04767322292775726,,0.04109038155829245,-0.05573407870836926,-0.0024936770045115714,0.11744068704183276,-0.007352372774601378,-0.012872103592700827,0.008127936854557627,0.0357641140347359,0.06161974775420321,0.14272220959034218,0.04246137606679173,,0.00906744212667182,0.10701078370824059,0.0896889933691039
CD34,-0.026943060542436365,0.1142318112164878,0.04209045320189651,0.08915624247997984,-0.005146880129808278,-0.03768591146962807,0.043646366807601485,0.08612597358867947,0.00195740059005232,-0.019061807020195116,0.03139455884728885,-0.02646101288099682,-0.018472125444039558,0.08077945039491892,0.17300816082837894,0.027597490935190715,0.19380580774327366,-0.009318751466789907,0.059620039729362286
CCL23,,,,,,,,-0.01590179863575714,,,,,,0.05898583031905442,,,,,
PLAT,0.05095974161471824,0.1285378688599444,-0.021056123372956887,0.038338904520660064,0.010268403792062076,-0.00017944316104841795,0.06036841598274319,0.10109688228250134,-0.06621873683137801,0.11021062736482998,0.05233178024062753,0.008745052990133317,0.04472980527625629,0.025379349680700613,0.11606120283534697,0.05256318338670658,0.1557683436680396,0.08245411914277787,0.11709625776737292
NTF3,,,,,,,,,,-0.016446151981993645,,-0.044175146939812705,,,,,,,
LTA,,,-0.01763842018276805,,-0.014843293970074148,,,,-0.0345332714564813,,,,0.04112881006181806,,,,,-0.046957400122963316,
CKLF,0.02927835664074516,0.06343858551310104,-0.006399397461097796,-0.06622415449234455,0.06629356709612604,0.02784938815915143,0.03692604431221691,0.13197695866102424,0.038861547990188185,0.001456762864591606,-0.03572246818189109,0.0666136880255249,0.05076253010483947,0.10090129983646456,0.09364598935564138,0.02790400594519307,0.12833619646019706,0.05183512510316303,0.04642879694221757
APELA,,,,,,,,,,,,0.18889693081619532,,,,,,,
CD24,-0.005457047721267859,0.06042979617197157,0.011496839916742498,0.003943671546196604,0.004707626246394034,-0.021690539053790096,0.01835485725485012,-0.017115241581316887,0.061788024313071274,-0.02064615765598405,-0.020181330801337334,-0.14587205872025422,0.06806930159246033,0.10805837855164575,0.04117668305405861,0.05508702093297932,0.02461944198315356,0.011764639431705963,0.05415761132379673
HSP90AA1,-0.0785684795406922,-0.06618413159896797,0.024682583710008216,-0.023777256816664278,0.00697142773091256,-0.07248036024822649,-0.07934129064045009,-0.11074511277411102,0.1164948113648013,-0.00278579073996357,0.018401552328828858,-0.12071168635233023,-0.07268724284172652,-0.08854065134344588,-0.0799295299713988,0.06725947353946408,-0.10676175621795106,-0.13202417041044898,-0.020038838381993107
BMP4,-0.02501385574242469,0.018836766739636527,-0.0015366535658020454,-0.039732998087802604,-0.022140587517508085,0.04033333198366074,0.08805960286300206,-0.033526768706474454,-0.007966112210066925,0.06702942463893709,-0.028368569350589585,-0.010376914023624484,0.03185684822001472,0.17797927999282614,-0.027394133084196585,0.026516225876389427,0.0554132008761027,-0.015305295830267344,0.040048644428628155
SCGB3A1,,0.0324794241529268,,0.04345214258565587,,0.03131914597182011,-0.016712500658217572,,,-0.008593828968246281,-0.03130780037640051,0.09650429942399665,-0.02301256633905555,0.0039154732869440025,0.046620772788680466,-0.007918879920352269,,0.040126051350536006,-0.047588898493995696
IGFBP4,0.054719716001587454,0.1306521035996309,0.029624668018795656,0.00902853573717571,0.03694579113386831,-0.027604736265401737,-0.010480010670861517,0.07662947614855489,0.01640400037135278,0.02241763313395645,0.08634338670449598,-0.01387227382014286,0.04874285197953146,0.13456978256797467,0.13393964079694715,-0.07821815964476395,0.13870027064619878,0.0014390825831717988,0.12616312574372787
RSPO4,,,-0.0285145207176576,,0.019388173874330762,0.018756505562775416,,,-0.026618799623141016,-0.00859382771120439,,,0.10797570152945403,,,0.06864518175830235,,0.08413741875847562,0.03904556556818549
LEFTY2,0.013980598841025272,0.1442664311147278,0.018622127483192703,-0.028269378090783923,0.05232007701192921,0.03363970634542326,0.007317525504437129,0.12763991561258065,-0.05409808431172146,-0.00942323719015785,-0.018917992274076235,0.18678416376574947,-0.040712660579043804,-0.08329513939763732,0.20064985851703632,,0.09709354029522896,0.05593851966349326,0.009717464329041258
PF4,,0.007820921862508916,-0.01604454046826682,,-0.022136336642404646,,,,,,,,,,,,,-0.03962008755260734,0.11711245889373352
ANGPTL2,0.03596951188181476,0.08705664610099051,0.012451862612044864,-0.007331215466218005,-0.033079729302393425,-0.0116629889029105,0.03760533707305899,0.06213812187021599,0.031522338728237884,0.0012191256660946598,0.02108197125039667,-0.13255389794416816,0.04926432959073021,0.13814344909484536,0.17078910743146886,-0.03281167181078964,0.07763088060971231,0.05252921711924897,0.1314187761955905
LRIG2,-0.0664617325997305,-0.0017647991727626358,0.10288857485174902,0.10061250639861258,0.060016518644557634,0.05238197865021658,0.013666033823759062,0.07357490307180094,-0.07680344488561693,-0.025771208255895045,0.06821124376978908,-0.03918878440276337,0.06452658351159286,0.02581843952099969,-0.10815274715815071,0.052202903031826786,0.09022784745400768,0.0446521118594407,0.015783540872560342
ICOSLG,-0.0038993340708841496,0.0616171749681745,0.06708982502669505,-0.030306638099694735,-0.011553204343458422,0.05564954577260798,-0.00860572078752463,0.05439552511554594,-0.029252236028123147,0.01957388125487759,0.018428391730217257,-0.007167542034522456,0.019379392538517955,0.07821639543161951,-0.024589855069891316,0.0749838777807834,0.06742521729093852,0.058741784473407194,0.001459989097577122
WIF1,,-0.0030585537084776913,,0.04011979643660552,,0.021712458994736415,-0.029471303338893775,-0.05836378637148229,0.0526523725562763,0.0023344905871313403,0.08879691672106828,,-0.02233870116090116,,,,,,-0.004472905290192907
NPPC,-0.029696810825222363,0.058108392349000254,,0.03752845756148955,-0.026009081038327313,-0.009644555201164565,-0.019221801100210534,0.0031579628326863663,-0.018904333871208618,-0.011943317426413419,0.036370256442581496,,0.12168126626675542,-0.048148119539377844,-0.067375030668369,0.05773285877388947,-0.03372626657516278,,0.017200954512615073
LYZ,0.03679889410470881,0.0450905937238034,0.034766664168498204,-0.04089511763732523,-0.019376996381130804,0.006692196412524409,-0.016689138070057532,0.06274405571985656,0.022469382553726894,-0.030286374417777862,0.06432038731706341,0.13644143199097802,-0.028200026010717125,0.01623710208089656,0.07121077314518562,-0.05397114184970163,0.11275294858471752,-0.03477638789643195,0.00564267543971631
EREG,,,,0.02211704189618157,,-0.037704589095407304,,,,,-0.01946108548693779,0.032716362938764766,,,,,,-0.036909021214054684,0.17021264388153115
SPTAN1,0.006780764724724692,0.06673426981741631,-0.004434698588185553,-0.007402375532369043,0.037865409243358926,0.03661411076649178,-0.03982785025216693,-0.012945742110449781,0.024968254553781984,-0.010056319141288442,-0.001130842943511551,0.12650683153437417,0.03891989779380642,0.08157614856135294,0.11765319814677126,0.006606446660353402,0.11017221960496888,0.05616562369735072,0.07354614702740431
LIPC,0.0761055111677508,0.013349953029408413,0.028392815406519993,,-0.010476838571641823,0.0034724780320201085,0.036195972232289,0.09862404900215688,0.03063217075435361,,-0.034854449406166825,-0.012445112254391445,0.07775891171021235,0.022636048031670786,-0.04857500691739727,0.08322864380569077,0.06494900487907247,-0.06273792431557336,0.14631004753762777
COL8A1,0.004144231853215533,0.09961879601622377,-0.004829603213854601,-0.03389640488486778,-0.0027776989280669526,-0.018002602139125575,-0.04126560343086016,0.05933170731132221,0.042440416864527215,-0.002911794161186075,0.053411667201781386,0.018126326288831027,0.06717784756057651,0.07847607321705875,0.10791091073752422,0.06649735355804977,0.04011994564730041,-0.05107464516038221,0.014692891552255609
GSTM2,-0.04553259623982254,0.0005258690973537678,0.021508454865735493,0.01560845164455543,-0.0020787141315088227,-0.005486528784832335,-0.01107126821657383,-0.012786213886083956,-0.0006505451665265226,-0.025400567267761746,0.003984018494083278,0.09124818867435187,0.04881194498389739,0.02496816825156603,-0.003867645818963268,-0.04146726426238814,0.1837397890383163,0.05034970765787533,0.036409844214452036
IL4,,,,,,,,,,,,,,,0.06898713043786871,,,,
SPX,-0.06230724746635051,-0.01673049137127906,0.0870196448333208,,0.020110568221867697,-0.04607421331330427,-0.0427722626456646,-0.009292443640173684,0.024108239817095086,0.010496943486242805,-0.10491044168366262,,-0.03491543857530931,0.02726026040584476,,,-0.0011817119929487783,0.1346143628703842,-0.0001115669473786819
MFGE8,0.02102905252624954,0.07633694554429835,0.013024938816264821,0.03883188648965749,-0.052770107362746684,0.0883169551066029,-0.036192377081811215,-0.0014460778997887611,-0.040285494323246816,-0.007477568237806042,0.09496754994028024,0.1630104691154717,0.011024804544267778,0.15647102426003487,0.13442510625423543,0.0290174453732006,0.10134778035343951,0.07422617042397152,0.04533176585371492
TGFA,-0.026019903560081836,0.04450812802094126,0.023995961352070907,-0.034629134407976936,-0.021547052136203053,-0.02496262303403224,0.06227422335897624,0.05181683189386362,-0.06310251353585601,-0.008735907732662225,0.03955744507910505,0.03464729222829263,0.06108792282816194,0.0771646487445306,-0.09219699017867587,-0.005323967648834038,-0.039901153833660524,0.1272753665905967,0.09504325357693384
SLIT2,-0.00682223111861189,0.06270475868671947,0.024567383134207407,-0.021569644280954064,0.07670149660129534,-0.0006163031320927545,-0.047549350884811506,-0.04643814807064784,-0.03669475204172868,0.04132813809842964,-0.004000994776115297,0.028728513824932453,-0.009300568900030433,0.14028992404586155,0.016836290448713463,0.0273236471476834,0.054058988910557264,-0.029291564890263806,0.06608187742000603
PLTP,0.02617208222878771,0.001906070082026645,-0.030977948339941358,0.0012986688294858847,0.004156525474821434,0.01713889514396014,-0.01061927923328345,0.07717482544597248,0.04670825186974317,-0.05172823761536529,0.08580212163474676,0.062481546545577964,0.07241714667040954,0.054170425515231505,0.04952806119532486,0.08948517241724929,0.1046305081447626,0.0025558118527036367,0.03197777306304705
APOD,-0.03503686346475775,0.005870714125201778,-0.05467785841900171,0.0070115999168829345,0.040557983124067123,0.004540191938156238,-0.07703068664552765,0.027703841311858032,0.049740599773099976,-0.040944217206286625,0.04400372953824917,0.0959690307860263,-0.0047979253929294535,-0.15573801350118308,-0.02353824292583679,-0.062070278724425915,-0.16552939049029528,-0.14369665543650237,0.0395891793158209
B2M,-0.024582330067540313,0.13664627487779582,-0.027631973636752304,-0.004688607527880035,0.03560309736645393,-0.014918414678946185,-0.018403604844629533,0.12278921124000129,0.11145856256176641,0.0069303062496308375,0.035382793001213074,0.21275383657193636,0.07240240413515232,0.06439067065735585,0.13672589127266893,0.05394020138925669,0.07219961355143197,-0.10199093140887674,0.009368727984683618
OMG,-0.04073433142406678,0.01281336440931374,0.0016567935010724,0.009673706878948772,-0.004474916225131237,-0.047803517246875614,-0.019845953480542442,-0.03144304135053445,0.11528512531967841,-0.002382573056341769,-0.0076253858461051574,0.059474225345474176,-0.05101437404321127,-0.07484282533726751,0.09249160158933538,0.0342810458552729,-0.1290306741304916,0.14399492695307642,0.016248140882309074
CXCL3,-0.019573270949626142,-0.043176411297657216,-0.02291482711072754,-0.0202867323043151,0.04057821391307598,0.020792527933138186,,0.022777648034009106,-0.054238278089063,-0.009193579116150905,-0.027396241845974674,0.01072509126991269,0.0365068743875648,-0.033668596657548615,0.019673829143048462,,,0.010284350569419794,0.030250698415025735
CXCL10,0.0033144133472533684,0.01892176185011666,-0.026538801422034314,,0.023738780184193002,-0.030769350728102274,-0.01789563538307578,0.14599934726035796,0.0765709235871955,-0.013965719571124604,-0.03207616975660763,0.014639571949308459,0.010865185637407786,0.011256191868329572,-0.051079351864277846,0.007340770822399786,-0.030396536928990803,0.08155629601729703,0.06369252841585685
RSPO3,,-0.01151869049285807,,-0.02714930753380746,0.03054316267218186,-0.0013457278896988685,-0.043457307510145725,-0.02294836498773077,-0.024733792342810316,-0.009722001131881344,0.055968439889894236,,-0.02481945902701855,,,,,0.04682226578375004,0.04965905740041749
CORT,-0.024305473683429717,0.003611830096229868,-0.028654533262334084,-0.03603082996704487,0.039799383848965364,0.046920458572113036,-0.016203866270098306,-0.03971728705759301,0.03350291347420631,-0.03020560512477786,-0.023548213646408477,,-0.029314638605871378,,,,,,
NCAN,-0.027594005373107435,0.10847963216770912,0.06078296285911854,-0.0026558533904859154,-0.004081617376367435,-0.059739707078305754,-0.020680567312042472,0.04091766717747389,-0.024723712881387826,-0.009672839626863283,0.03406405572664807,,0.06026054589559273,-0.18948852819866843,0.0366308843035713,-0.12503934856244245,0.03368466156499133,0.11025602508099482,0.043030547467335076
PRG4,,0.0430552814051778,,0.05856927170575699,-0.013673898079711965,-0.026110560118635714,,-0.01987951884911146,0.018241539239662555,,,,-0.006032164140875754,,,,,-0.04646044687552766,0.004503700741306865
ZG16B,,0.01252716820837994,-0.019306996756385614,,0.0325254684978086,,,-0.021463135221294734,-0.027439819050139987,,,0.08778846418956354,,,,,0.08111852306047568,-0.014548739646468745,0.011653139899945417
TGM2,-0.00281359913708979,0.045769140178004396,0.02079689102473846,-0.05430474600515221,0.01379958585130535,0.00906291517134212,0.007304151391829429,0.022621364595964123,0.0015964953663039436,-0.017949589764742882,0.10554682111328481,-0.10159878144643322,-0.035271603595535134,0.17418260929218854,-0.06256853416547134,0.07816552259531208,0.08847824075250557,-0.046469629251734396,0.06371956000587321
VEGFC,0.03221480020001559,0.0655967890620325,-0.01180724408353002,0.014813217416300662,-0.0029598240873802218,0.06924727910944668,-0.026839289663838254,-0.02620989745138502,0.028237301273327277,-0.023409534423422505,0.1944537006200458,-0.014890470495374817,-0.006002910730501264,0.1601232684517511,0.06475264662675775,-0.03759282883200999,0.052645735831011946,0.0016336578622995394,0.034759475940403274
WNT6,,-0.03956731342811224,-0.01785504728759555,0.017935447226245814,9.369651834622875e-05,-0.017419480222497473,-0.013428624117214035,0.19750698197491967,-0.02235712468075868,,,-0.03830861371772389,-0.02584567107252793,,-0.05888029080659157,,0.0643767884663581,0.041579574802529704,0.00959790939667198
NRG4,,-0.028090282315054803,,-0.020349865419403382,-0.030878563761809242,0.018719483750698762,-0.016439118355913475,-0.008927131187464327,0.03535583755160562,0.05565490368343659,-0.02449921049233463,,-0.02494039843269145,,,-0.045207025346910415,,0.016267380244691685,-0.041560636486760456
PMCH,,-0.0010088550100003366,,,0.001391395401278949,,,,0.012969948133486217,,,,,,,,,-0.010544819921233715,0.08681399328327871
