,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
SEMA4C,-0.059942649128590285,0.019587819854838085,0.13394162486690317,-0.0319247829117827
ICAM2,-0.23335583720911973,-0.027484637991357797,0.11799641879295088,-0.10050997453145695
SYTL3,0.03667232632716765,0.010087731775764601,0.15968368204220304,-0.03288422080600304
IL1A,0.04208602206309069,-0.04832380191246065,0.016537134421513753,0.03639524250209664
HLA-G,0.03266950616600089,0.08009648344405708,0.1218119031083064,0.06058467830349718
PGF,-0.2857585174448092,-0.0614897433113432,0.04796835531063778,-0.03375718915809134
LGALS8,0.16919953043241454,0.01480176284017427,0.06918947794481932,-0.018323679016687716
DKK3,-0.2451340564543662,0.07573804193168542,0.041347667086004354,-0.15358329047374963
COL16A1,-0.1008181983765644,0.09478660320323633,0.0723781768794433,0.04906930830109548
TPH1,0.01277918358868642,0.04572714246480209,-0.005627197522071331,0.00947327831351991
TNC,0.3908499384936708,0.19120717027374529,0.04750587974696967,0.1833691941943793
TNFSF9,,-0.013639835271294486,0.0010873674694417252,-0.04442537725997716
C4A,0.07774067172147178,0.06549372474579185,,-0.05684777311640086
CNTN2,0.02507970150578675,0.06292949156162303,0.07748876898035686,-0.07926296188988878
F7,,0.024924421335569692,,0.07949864490067525
LUM,-0.17999201032930157,-0.01774039914407932,0.10550250217848017,-0.0436514877107392
BTC,,0.01083383010706287,0.07711994659884668,-0.0443621371791182
APOC1,-0.06414362256696836,0.03697620791877945,0.14435402466099254,-0.08019276214946966
PKM,0.3692145982328986,0.09782758118853396,-0.039608016639578136,0.1718493303734045
TNF,-0.012255327412001067,0.09795308001761417,0.02633700269577933,
GNAS,0.03303681697896203,-0.09610297993254346,-0.014619834741725839,0.1973741329209374
BMP8B,0.14700644073974112,0.12276477707183314,-0.03173354010893333,0.07109581274047715
LIPH,0.04297680675413549,0.02400008569019901,-0.028667677181710507,0.06131867589902376
CCL28,0.04087415832620604,,,
PTPN11,-0.1849424961227335,-0.06725560222154645,-0.07346891021679272,-0.034122989380662126
ADAM12,-0.07526076768312777,-0.024809726562748415,0.0742090028572209,0.02498516776842561
EPO,,-0.004521391193611998,0.023782395383578844,0.046197139925089455
EDN3,,0.07669501245509125,0.00973125404171032,-0.022140132668543318
CCL22,,-0.0029785423248556934,0.0025660703789541365,-0.059634721043719384
CCL2,0.13433034490462334,0.09032958844626252,0.05105220808236871,0.07735942028738346
DSCAM,0.008764421429494816,0.037551686050548795,0.12050643856455963,-0.010672329120977262
ANG,0.3208059532903607,0.15914413960009463,0.04631636780422413,0.10124180617434911
FBLN2,0.08059035450396085,-0.0364704738793429,0.0836435851083021,-0.005618248081959152
VTN,0.015102032706434659,-0.005825809756554118,-0.01278936079592981,-0.008855070854827176
VEGFA,0.36823545058669716,0.015589163272618407,-0.14826191234619784,0.2630479150383682
F10,,,0.050938338310858026,-0.08015060444898095
SERPINA1,0.19358693632223856,-0.026039421424886935,0.025349310880650146,0.05019854764106485
VWF,-0.17599623536010076,-0.07840635982541802,0.025948726465190877,-0.18895774844381977
GDNF,,0.048967062217449196,0.011905492116538975,0.03205945875927555
VASP,0.0038233936595768302,0.006709470301828019,0.05333271936071052,0.06323898824931534
ADAM15,-0.07351979772363539,0.0033198210058755233,-0.0019647673628015233,0.019789108405820235
WNT2,0.18851156377652947,-0.02236895397035025,0.014390538011018209,-0.011801051648119303
CALCB,,0.1406896829388721,0.06130814110423847,0.08109877767712177
OLFM2,-0.005048101957360302,0.08545104438331587,0.05332228006297458,-0.04011729551770016
MFAP2,-0.22037097650464302,-0.029179313968933814,0.037059400875163226,0.02365780799377321
HLA-C,-0.04639925223943285,0.13365412971795354,0.04522672577145823,0.05552887101409611
THBS1,-0.026223312292639456,-0.008066566380875441,0.045677546541790376,-0.10798033957656268
HSPA4,-0.11094115545747436,-0.018757593870452408,0.06152729183967848,0.052738907312126514
LMAN1,0.05317158645354632,-0.030499203005432924,-0.0746141143939034,0.07702204770699991
LYPD3,-0.08423287545139327,0.08144933447488224,0.06465639173828999,-0.041074570006778666
APOE,0.062338441522401755,-0.1420102794574346,-0.14009726039040063,-0.24749630484397264
SOSTDC1,,0.06690493136807725,0.12796026474582872,0.0025221651997183034
ANXA1,-0.10289517798397552,-0.046360508432621336,0.04560232233107182,-0.08850585244233658
WNT2B,0.07000538087313082,0.11096611419239273,-0.0009567999555404138,-0.019784402811061343
AMH,,0.046952053943579694,0.047498914158350225,-0.01276810561781209
GDF10,-0.03333669782958325,0.06682171866113423,0.11480337320848033,0.041220813911200804
EFNB3,0.025043888027913644,0.11633886832700106,0.03241934291592946,0.16105853267859643
LTB,0.016271617594153055,0.09390544091557829,0.05340664626449631,-0.00020707963876990978
ANGPT2,-0.22820115324518736,-0.05455278013215801,0.04303311131181258,-0.10642271436798802
NRTN,,,,-0.0013148260358864347
ADAM17,0.006715257182306249,-0.04328957103822374,0.06870811345687357,0.061922011915049056
LRPAP1,0.010702446422734607,0.04839920779075105,0.12462009810143267,0.07613064261928743
NID1,-0.24893623747516516,-0.12245672822727442,-0.0433572236212573,-0.12080886049019642
MST1,0.09653492210005098,0.08276088238016785,0.09782127225687998,0.03424727143458074
IL13,-0.02400760572413636,,,
DCN,-0.3022295425039742,-0.08514973441841839,-0.04385662190778695,-0.04074882095661805
IGFL2,,,-0.0012036390633118836,
COL7A1,0.04659448313857257,0.05552947324222279,0.007679990606530485,0.03912662374476347
CALR,0.07565957918973597,-0.024426554406318038,-0.10400598555416825,0.13869058278011334
PIGA,0.0705720751971724,0.07442970439668561,0.04268383703323097,-0.012915573148209413
CD200,-0.022678251837177928,0.09403085720150084,0.13439636432313,0.01939634786446128
GRP,,,0.04639652661717746,0.015781672904563643
CDH1,0.08866076731937819,0.03773783885750073,0.05107335666129773,0.013260274282787428
LPL,0.18738809059568476,0.08974445026549627,0.052810674326458314,0.08753306633764513
SEMA5A,0.02645632286389186,-0.019430083644525673,0.09795110266175037,0.034551935106715836
SEMA7A,-0.02364331733164497,0.03739505766612012,0.04836252771505846,0.0022494870398843494
SEMA4G,0.05801680438939861,0.10531358326226067,0.1442637740882534,0.011068609862620907
SEMA3B,0.11415805353572073,0.052149215538255744,-0.08735317103661724,-0.03505341485828033
RPH3A,0.0924054798171281,0.1821415962610714,0.08077294421113544,0.06062523277620209
JAG2,-0.09011145064531252,0.08559030030744325,0.16494881405956596,0.026323505615560752
CGN,0.02135380231918969,0.09094791074252347,0.052268248833292966,0.04378321151758026
GDF15,0.0388119806112895,0.05151852679077631,-0.059587639331497355,0.03646479296918346
SEMA4F,0.029278706432720136,0.1482181318961503,0.09378013106428991,0.11228877411058046
NXPH1,-0.0022904201598369068,0.10846248501047286,0.11264801170146033,0.1007534694145239
ARF1,-0.007896003074615819,0.13108793458961135,-0.008934946972340678,0.027247431481230325
EBI3,0.015312232132990157,0.07248068274311266,0.10891205968177774,-0.06295155705847434
TIMP1,0.1887710973201634,-0.08070355815507725,-0.1799563701476292,-0.011426627436732985
SEMA3C,-0.18227339395099684,0.20394541593738552,-0.032222055042655046,0.15944841121614592
GAS6,0.0869744385658947,0.03482666490586764,0.061590566584044486,-0.036872957015737416
MEPE,,0.04438554719282997,0.05663092159562131,0.06703959273364307
SERPINE1,0.1266421359292511,-0.04964539618403318,-0.150595512420975,0.042695414169575285
RSPO2,,-0.022391291474643804,0.028596654494257287,0.02874867046107952
SHBG,0.00838862057346869,-0.02200439532525256,0.07565456535128616,0.03125369885657434
LGALS3BP,0.11532279217417056,0.06379666228569598,0.009194589387898359,-0.05803716699021608
LAMB1,-0.08360810510493745,0.037197736477263044,-0.043577298435841676,0.004631164592415282
SPTBN2,-0.09719565823679195,0.11033728835680767,0.12164591784819095,0.0603892332493001
COL1A2,-0.24224427585583116,-0.1046600621533673,-0.050563092539045534,0.0045133511433451765
CEACAM16,0.03842818689556407,,,
WNT11,,0.06380529184023041,0.07489044142326046,-0.03054143417997083
LGALS1,0.3010856760771634,0.0027978343063578266,-0.10315615214050267,0.23788672571941058
BCAN,-0.1447201956619494,0.007275273495127516,0.14254307474850533,-0.11013014886995014
ANOS1,-0.007146338113945708,0.06993284518224907,0.07731247113609971,-0.1280746659175699
EDA,0.04292496959163423,-0.057067820606690835,0.07206040719243927,0.020656139166419937
FGF22,,0.04400085714022213,0.035224987179462916,-0.01285794529698969
SHANK1,,0.005123646523562659,0.050659836055612355,0.005953929513621581
NPVF,,0.1371093615064747,0.01154779982764663,
TGFB1,-0.1516193626193534,-0.05500694676128064,0.04196958966567669,-0.07692157307030814
MSTN,0.004236985067140316,0.018193107560705007,0.09148028110411102,0.031240031743658137
WNT4,,0.15767161078762845,0.10787951524936794,0.09153922473237554
TNFSF4,0.056247237434631545,0.08612648797647057,0.056072585078553186,0.02717982712457586
NTN1,0.016623733125552754,0.10573309689912508,0.09815254228251662,0.05799625028783743
CXCL12,0.08366711103791985,0.01605934355952411,0.07276076053485968,-0.004507699935813972
GNRH1,0.1407035139333983,0.060031842310262366,0.007263448905958343,0.07487315972611411
FGF8,,0.0571117892547121,-0.021044586856843323,0.00989995600610452
RIMS1,,0.0501447290048183,0.06678085057130335,0.08590286906141081
FGF14,-0.040930567922457244,0.09066367487210034,0.11378719039237194,0.08507468081566574
IGF1,-0.0940008406503441,0.009884541130362847,0.0424006797649085,-0.10762607652571671
TNFSF10,-0.04953626120977845,0.0986756872073468,0.10831257093905083,0.04205382371177905
GDF5,,0.06922563611324183,0.05173865160030963,-0.04090995253145334
CHAD,,0.00572771847915524,0.07269465665620282,0.0536645859284709
RGMA,-0.198137114331286,0.05707279880381786,0.08191184457376179,-0.00992494883666276
WNT16,,,,-0.03486923568599041
CX3CL1,0.08220703267445005,0.17080862808187722,0.1390143498031297,-0.02520214978397782
FGF1,-0.3287416663834947,0.03256114817898147,0.08006274477314171,-0.1763525503855051
ALOX5AP,0.13521517450781823,0.12171219964701421,0.052708991735208176,0.03719492775778482
IL1RN,0.08806302956547075,-0.0011321103900581535,-0.046605582760664566,0.09386042219356616
PCSK9,,0.037456083650992934,-0.030962693384655442,0.003487816656517979
NPW,0.09282637960659662,0.14667551819515354,0.062317300423989926,0.11142029646648911
ANGPTL4,0.2056439129271059,-0.012131883494102838,-0.11412139794476754,0.13914666576302395
UCN2,0.09720744601077176,0.07901877789896694,-0.026464201366710825,0.03433078613888513
OBP2A,-0.12676969483488523,,,
COL4A3,,,0.042665181385094224,0.034880058192773115
NRG3,,0.06864279672859774,0.05414413691470897,-0.013928889412810152
IL23A,-0.02397453849442833,0.025711075349218973,0.0394625100593547,
COLQ,0.044191443081013485,0.06388186801386173,0.13658567184657247,0.03823127814698597
SCGB1A1,,,0.015214985501579969,0.00999586855008271
TNFSF12,0.08703999650797913,0.02777146635813799,0.08537711577565679,0.0366704709228177
DKK2,,0.05902548666338152,,-0.04830298375460347
FYN,0.024829170307482332,0.0312955760157839,0.09364263220691552,-0.06294563852987614
ACE,-0.27136386628072623,0.023793040206072095,0.14567105179620207,-0.1123150923953154
IL18,0.03600362092146131,0.039310995824417244,0.1389483435636107,-0.02282849630603427
PPBP,,-0.04795429139565458,-0.011417363089360661,
CCL27,-0.10918768313696287,0.12290837542932428,0.022764809503122905,0.06030221717600055
SERPING1,0.0011517257051941404,-0.08552558708293116,-0.0158574373322964,-0.18891888836713933
AZGP1,0.09650930185630087,0.08332598888941,-0.07345095365156841,-0.01751014956181804
INHA,0.05198550946194074,0.1556269522332394,0.09176964090285315,0.04681577051068018
SEMA3G,-0.08410960301005432,,,-0.10584573861119448
OXT,,,,-0.025741560985063323
COL6A1,0.1713269505246439,0.04433688339948066,-0.055536016034703185,0.0810980927069539
FGF17,,0.06066994308751205,0.06754709736109604,0.08171950686601756
TNFSF8,0.030834658175359405,-0.06376368822411829,0.034908037051847765,-0.05615998842116433
FGF20,,-0.006288157492296986,0.09476622530434495,-0.028050750763694315
ICAM3,0.07553557779015246,0.0876608344589134,0.10034259810044897,-0.025577922088371667
LAMA4,-0.272955788895978,-0.09139919578903404,0.014109634791919994,-0.03243823637900821
DLL4,-0.1267900252960328,0.011608237765693722,0.1002329941026751,-0.1369566853492686
SEMA3A,0.018354450761653485,0.10924428040168652,-0.05289557966644586,0.008368516007078637
RLN2,0.015144501411386355,0.018863329321910087,,0.024438576872912184
C5,-0.05971889951944856,0.09103787839042002,0.01653377556131868,0.08128246133998371
C1QA,0.07861505074381607,0.03450189686355728,0.09138235129004026,-0.07617450937118236
