,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.05936903228891288,0.062399894527984265,0.03936698117516337,0.02382212836611775
NDP,-0.12253944636640957,0.02837970731912486,0.06519848936706293,-0.06925559616022448
RTN4,0.14313114039583766,0.12337310154770069,0.07234892850947883,0.17241315905820415
HEBP1,0.1143259512235966,0.007989526681477031,0.06769161577107582,0.02028575370535081
WNT7B,0.06711962300553048,-0.025966460513088603,0.04929754228569329,0.0169894735244314
PTMA,-0.1867965812617212,-0.032194477997891914,0.06331636848114394,0.1060591410110247
CEACAM1,-0.01014755114860766,0.02567495714436558,0.0405258434534586,-0.049969948972413324
PDAP1,-0.20225557254910867,-0.02452586543297421,0.014107225969709047,0.04341685978596782
QDPR,0.00013897570313080662,-0.009760472570331979,0.05062554561186003,-0.06585028788981939
POMC,0.06245971205700009,0.06439245713462495,0.06236897507274004,-0.03949614677322896
CCL18,-0.06933802316394684,0.0013823051718908537,-0.04911350347976836,0.009588451965524193
CCL17,,-0.07268166060470693,-0.02824927854762127,
VEGFD,-0.013266570932487967,,-0.02922702394530037,
TNFSF13,,0.06378382104449716,-0.0020469429005016263,0.01623796593347002
WNT5A,0.10913502651536873,0.04596192694036973,0.12093554352395744,0.0071151424143772206
CXCL8,0.24727940902629333,-0.07770872392272439,-0.19648291148975625,0.057997909062253154
GRN,-0.012026528812075818,0.027055299810853257,0.04074015668549387,-0.10549302171786847
MIA,0.0598698143263345,0.14685090210530063,0.05684987513868692,0.03613085004891238
COL4A4,,0.09877295470391025,0.041185262268132704,-0.010583241571688898
TAC1,,,,-0.056421208786651196
RARRES2,0.2428691363234182,0.024014032389813283,0.001603359831950747,0.008419207033049918
FGF7,0.08445035793311938,0.07594377547630504,0.02810025201019687,0.05720261416903222
EFNA2,,,0.00953814476182338,
HBEGF,-0.06430411742078934,0.04362551535351746,0.07828981530881082,-0.009158007688843478
CSF3,,-0.05779747541646289,-0.08291840369517192,-0.039914810918304636
PI3,0.1411897245273385,-0.05007901945900676,-0.1006871063372328,0.05353506525735967
PCSK1N,0.033386245746750594,0.07779509684852212,0.05629556767812271,0.17303110890839044
NTS,,0.08486378353014191,-0.037521007314371246,-0.11344189364023918
SFRP1,0.03230247692241632,0.14287713936234403,0.05026771064689199,-0.007830601446783129
CXCL13,,-0.027746020854679018,-0.08243270893679469,-0.03273433257567826
MICA,-0.14297687549515462,0.05833232331808319,0.12436567313827868,-0.05153585684805586
TG,0.010208605624860485,0.011512575671573693,0.004254192260521022,0.02441592227027207
ADA,-0.13518820156348768,-0.04365448273084863,0.053430898555603526,-0.017235684530522377
LAMC3,-0.27152710670580166,-0.059411354175013274,0.07677113562789957,-0.06159470654872554
CCL7,,-0.021905953111624417,,
NGF,,0.02650777558427839,0.019213114475298484,-0.0632476178795532
TNFSF15,,-0.005878411320656728,,-0.020076197452538105
HMGB1,-0.23119777409412012,0.051962841785010365,0.08657069612967278,0.021857585993469777
ITGB3BP,-0.046510371272403615,0.08331338320156179,0.05911753033800113,0.057038228085326464
AANAT,0.00953458398355545,-0.0286019820357117,0.05413495151054406,
RELN,,,,0.018400578475208304
IL15,-0.018204628111172995,0.04733319549612176,0.035869213136572146,0.01743629607050579
UTS2,0.07885640490933295,0.051302710408237896,,
BSG,0.30792518254523626,0.17671662545567238,0.05956181565750469,0.09373643316701598
ADAMTS3,-0.14099499355038456,0.005669684468778554,0.13505251354000394,0.011297602667209193
CD34,-0.21226920223509121,0.10373620550039797,0.12558238093509128,-0.042716632787564435
PLAT,-0.14361785892575998,0.17218937656567632,0.12200231337871126,0.2572316776263805
NTF3,,0.14582354861627211,0.1272730369483419,-0.004119325071527734
CKLF,-0.04930754036322841,0.18887581494501368,0.19410843040468295,0.049390027048909865
CD24,-0.11198442904940113,0.06333017070237835,0.07744450398815694,0.00012188277718262229
HSP90AA1,0.02267157500315094,-0.10314390146287518,-0.1949236475099119,0.020132378900563998
BMP4,-0.14879400960302952,-0.03321510013308042,0.06130915732656358,-0.07742110727182452
SCGB3A1,-0.11253232205158872,0.008971175267658794,0.07923832204839375,0.020828152575778372
IGFBP4,-0.2140853849506876,-0.03407860070481638,0.004057213664887936,-0.0008024649207352807
RSPO4,,,,-0.017589598501685108
LEFTY2,-0.18544695379490925,-0.006108614943942495,0.004711065413279282,-0.07774116966514442
PF4,,,0.008008211116594362,
ANGPTL2,0.08723294822372891,0.06487756629277477,0.11423153841542634,0.11106201519421786
LRIG2,0.19592401933698383,0.010920723268380858,0.12549770318147221,0.014433274825434822
ICOSLG,-0.0021941014308641846,0.04884219691507157,0.10306976508526101,0.044660237926864986
WIF1,,,,-0.08725116875939061
NPPC,0.015784653796619613,0.08491195914477924,0.03371345812649482,-0.03793454386053631
LYZ,0.061027384016290605,0.05612484591903202,0.06417250256931017,-0.0027371342405133853
EREG,,-0.04702324062161878,-0.07205868870246925,-0.04663031179801771
SPTAN1,-0.009810659980145417,0.13103112729846664,0.023078901434773175,-0.034512403558317584
PTH2,,,,0.023996870502806286
LIPC,0.1135443449675152,,,
COL8A1,-0.0762899392418077,0.08336961632294596,-0.020565496223770133,-0.06015200153648656
GSTM2,0.02955563194421892,0.018650458058782234,0.07899663197505798,-0.02199922526099211
IL4,0.02167205836977679,,,
SPX,,0.01791593220738832,-0.009729334565540988,-0.12294200971892258
MFGE8,-0.07411179339193268,-0.0863825523233273,-0.035333125715177174,-0.10954215865200274
TGFA,0.21579509038707032,0.06258645315605052,0.09209038973050053,0.03876528014970546
SLIT2,-0.015523184309016546,0.1607676494751702,0.029294694884446706,0.11540284852818826
PLTP,-0.0025907059120712696,-0.030992623887605292,0.05124985954396265,-0.11491632357218835
APOD,0.07121200299347097,0.13352989469601334,0.0769932904739612,-0.05077097864922435
B2M,-0.07388476489788837,0.15132902354254868,0.20603751161996456,-0.09161627996996748
OMG,-0.04405883162248085,0.033096024421263755,0.14532557233760562,-0.08953977069040836
CXCL3,0.07829228572837177,0.013573547898964864,-0.07126220237317424,-0.0069371072451989545
CXCL10,-0.11046296518763261,-0.0017327961083670736,0.030279417922002613,0.019496788181323183
RSPO3,,0.04510658219264976,0.07525829865153068,-0.01995086254098747
CORT,,0.0016511384556353312,-0.011840635734801456,-0.009006328315002879
NCAN,-0.21635980238418268,0.09576442160786111,0.09413072230448036,-0.03127435481461262
PRG4,,-0.02267529664837418,-0.039677340647581945,-0.05619795613236941
TGM2,0.23600626177319634,-0.034969337598687006,0.0035744363083762484,-0.06407083280669962
VEGFC,-0.05513266328906083,-0.013013570450564305,-0.00793130775094973,-0.08582779776492333
WNT6,0.026382782779216907,0.039370286892428226,0.00984630032850728,0.026288121360147416
NRG4,,,,0.06489577107145884
PMCH,,-0.028832975615904508,0.025917022341799448,0.039951804863722726
COL9A1,-0.05260444085637108,0.10073472989876502,0.13142414071512973,-0.02383131188646887
GDF11,0.011176546312112285,-0.04230488183316123,0.06613026595904471,-0.030051165386904697
IL24,,-0.08211107735608883,-0.05843378927623261,
SORBS1,0.007300757611789513,0.09904433952013827,0.0338809653450356,0.0984893451965647
DLL1,0.004667562950717434,0.05917016052438792,0.08705454168359665,0.06444864986088915
TLN1,0.09826924945015277,-0.03998487868964513,0.03580340672201796,-0.062207632290082845
COL2A1,,0.017409874320997606,0.023428474410627963,0.06828484883430165
SHH,0.06446931182816583,-0.04638935948262662,0.05666396906869048,0.03838294902334249
PON2,-0.14905600440783381,0.1212557794919153,0.14954643265453074,-0.14890076979591368
ICAM5,,0.07345625606248768,0.09890335781920889,0.04446409591056528
HPX,0.11370840014898324,0.059783396495432975,0.05222412948233148,0.02834754708017287
SFRP2,0.060844255625171234,0.12692377574388364,0.11898463461887776,0.1505582558013371
CD70,,0.08194805921833083,0.01956913372836398,-0.005207404153256638
HP,0.07725335861440713,0.08432430300568022,0.14236120803307742,-0.053600276937542095
CXCL2,0.07625034813319084,0.08251963630035172,0.0537118906413801,0.02748793238807639
NPPB,,0.05388445894525899,0.04902498290423085,0.06526491000075126
CCK,,0.10436904053440946,0.08983395295920137,-0.0866318613164611
SEMA6A,0.0029805478020905126,0.04160907006060432,-0.005304778647817478,-0.03952166092488168
IRAK4,0.011522850904118684,0.06586698196602908,0.08883634030393901,0.0639082021469854
GSTP1,0.09066972144728695,0.15478884677464588,0.19290949937535834,-0.00021959712304960358
VCAM1,-0.008030082705513104,0.08721700927091847,-0.00769953847278058,-0.0208783758887616
NXPH3,-0.04270406439822182,0.1509771490040658,0.08585963427851724,-0.025271715243873564
MTMR4,0.14591495873220725,0.10385043536643292,0.10349431051786646,0.008127991153901419
LAMC2,,-0.034427435913402624,0.04163845559189579,-0.04748998616789634
IL10,-0.016477815997339797,0.045795749474631116,0.0857579720508229,-0.027443517794548542
SEMA4D,0.02938664782421342,0.08515888971905726,0.10115282889087931,-0.05066070948697764
TRH,0.04496521586070698,0.04297277123098957,0.08077904464712843,0.08983293044624387
SEMA6D,-0.05750299431291654,0.1623932237602631,0.07797618014907627,0.07989818788004932
CEL,-0.006428506011317159,0.10680292184580914,0.0548474966827669,0.020064288841635053
PDCD1LG2,-0.020116178827549173,0.0425267158308641,0.1223032537700924,-0.01119787904497904
SPINT1,0.020266457653262213,0.1369131810708425,0.06071973030072707,0.06835048719326099
CTHRC1,-0.06622926238918132,0.013605399267104724,0.02450538379918888,-0.01137355917105558
PODXL,-0.15971913319708883,0.0779238739872485,0.1372093305890261,-0.0007423055111547897
JAM3,0.03833104769962737,0.15602063548830858,0.09222234432674421,0.051001393509946306
TGFB2,0.06085197431555021,0.10217341169244058,0.07873265479041057,-0.03228408447771491
COL18A1,-0.22269446168907273,-0.02739628887565097,-0.07341227956573862,-0.04033092485015792
NODAL,-0.1860511875627603,0.012943990313938846,0.020128668220706164,-0.0019454818249317596
INHBB,0.24465448211423144,0.12753957465509103,0.020969684125595512,-0.08577525805442632
LCN1,,0.02865779886856001,0.035404699029849364,
ARF4,-0.16615210163337016,0.05779075136753998,0.09349786620873259,0.09429718586268847
CXCL14,-0.08015354569369179,0.01043733221609542,0.010772948878943056,-0.16741958858268383
LIF,0.12889758614311228,0.0427645871707173,-0.050945655816697175,0.10838346641840757
IL17B,0.00014298554143301657,-0.007658052313762911,0.015271577595951286,-0.05390652155784743
MMP1,-0.12542256970583543,-0.04454733200770568,-0.025005057739618315,0.038853482131607935
MATN1,,0.08667463762837638,0.039913096918357475,0.00606873808388519
ADAM28,0.08285452236073122,0.11658637358442704,0.12759098523113865,0.009050976026710938
TCN2,-0.06222690228837712,0.00865434962867015,0.02393428515602156,-0.08150631487896712
THPO,0.07354642497302828,,,0.03395360638270172
CUBN,-0.011152522507286865,0.0087389486889556,0.14269880356128709,0.006404923228273221
TIMP3,-0.14693664096447712,-0.10118035781775757,-0.15947857521898787,-0.21902744587201867
PIGF,-0.053645930448532185,0.08568425385881857,0.09964823557138389,0.018250988022824186
CRH,,0.024803124403101062,0.03909413695695122,-0.09542766644831689
BDNF,0.057107237104494266,0.05912142502043157,0.07588573961633675,0.030295107192021428
CCL5,0.04520716043345601,0.022307749938055746,-0.013023085818399184,-0.011375973295015015
GAD1,0.011039275574795868,0.04902070037864491,0.07766130923223089,0.12302348532285913
COL14A1,0.06734394625489716,0.08029219119596834,-0.006339884661603767,-0.06160004033146938
HLA-A,0.11077064405431314,-0.011196405296444634,-0.08169343699197813,0.08130677999202363
FGF18,,0.042158352651215314,0.06795006841425412,0.04202831605218439
ADM,0.24604985084857586,0.050067159049554076,-0.11140159802366083,0.12490361269826616
GNAI2,0.16049171842449042,-0.08719133486318824,-0.042272579743903346,0.00984087318945688
COL11A1,-0.11733521828784868,0.08893403194531183,0.0911178399532123,0.009702083536997126
NUCB2,0.06229765516144375,0.030378741068576444,-0.07120716906957532,0.030521276883264063
CXCL1,0.017164171111485292,0.04931391956037167,-0.017875453057459526,-0.04776257071326922
VCAN,-0.12540395914709618,-0.06238270001012753,0.014969209049339832,0.08533646373460772
MMP7,0.20806302994640125,0.06526167773508182,0.012330284760443585,0.05796048438258024
PTPN6,0.04673700957346386,0.029184852021171204,0.18011553425897825,-0.017147224172883425
PTGS2,-0.02546079444479561,-0.0038499166519443363,-0.12362813334292988,0.13275705570290555
CD58,3.12056442938548e-05,0.13238558612630064,0.14476029499782725,0.06506589610461967
TNFSF14,0.02853228914615053,0.01552141245905312,-0.05783088605197282,-0.0267477231480505
CNTN4,,0.038531759532958364,0.0002964105976531858,-0.013427295092329187
INSL3,,-0.04086880775512635,0.03262801744815827,0.028330728239920284
MFNG,0.03833357598679028,0.05468425185660597,0.15887331549874667,0.031595964661226134
ICAM1,0.2936275812783332,0.03651722058797692,-0.001923408666522842,0.10204400362617842
PROS1,0.06944042133072925,0.15202047852687292,0.02493331057549802,-0.07652078038055952
CLCF1,0.12601976772991277,0.047067658225555066,0.056485382919320266,0.019861305289509336
PSAP,0.1529276140605529,0.14774524853632406,0.001513102259316322,0.02471694412256066
EFEMP1,0.2457658543754631,0.16125955177686116,0.1690662512443171,0.07607329938665403
C1QTNF1,0.21364447496070865,0.14198668475312237,0.015869594861897682,0.10892851724370314
ALB,-0.005384654163031396,0.03978932654231425,0.03677598139214471,-0.014105306091970722
CCL13,,0.016849050234538494,,0.0075736926425992385
EFNA3,0.07433691738879535,0.18166111119977826,0.07742715256522177,0.06391815944067697
DRAXIN,0.1935653151247346,0.09661515336113942,0.027624231293352723,0.13719284803933052
RAET1L,,,0.04810652838880133,0.022816726655264036
NPTX2,0.18668371011101784,0.038037039570693744,0.14099111735807093,-0.011027540602289197
FGF11,0.24165615591465298,0.12445192114586309,0.04098689108365248,0.16007875209312883
CD59,-0.13636637885083808,0.03065378332652857,-0.03423252808667865,-0.16393970739430389
COL9A2,-0.10257957933748987,0.03442569687761695,0.14716641478742962,-0.050726336639937225
DLL3,0.1611918031557438,0.03198074948967127,0.16937509878961943,-0.0615777021906958
LIN7C,-0.028800201732310522,0.0537804735870942,0.02694880511009028,0.05673871643754097
GDF7,,,0.05963206880606908,-0.0029282328552737054
PSPN,0.12506140654793496,0.021054039317431904,0.026024782071100885,0.05029166805389836
ANGPT1,0.08015037762134644,0.0979432654452454,0.09012485759437291,0.08973285733935614
PNOC,,,0.034966587590300774,-0.06962828368814253
L1CAM,0.058321714731459307,0.2598218005620448,-0.029102890548578175,0.24370710687919322
APOA1,0.005759945487233283,0.09805974658564191,0.09980579025178686,0.01790260825442623
PSEN1,0.03498226377947074,0.0329225445072152,0.014590767228392032,-0.08063855938104166
CALM2,-0.20682294497086837,0.21492082155401898,0.22315855757101064,0.05707046956385856
CLEC2B,0.07302101410030579,-0.02081488123381974,-0.035177026674422344,0.009545565320076171
NTNG1,0.13940182698772396,0.10159396941588367,0.15272866572836685,0.027848394910478882
LRIG1,-0.11848056925587501,0.042637082914569635,0.031247698163181122,-0.1784189320387657
CPAMD8,,,0.03652412781210903,
GHRL,-0.07868170102974587,,,-0.06491053352142824
NPY,0.056622337879418894,0.08959392775773374,0.10140636378603732,0.00596165195071837
MMP2,-0.047246440477095274,0.11633963217515232,0.012101158320009716,0.018869400639196846
PPY,,0.13937103692087358,0.06233105130600829,-0.01854394556839051
ALKAL2,0.1340837940138401,0.0032904966030151703,0.11116125225279203,0.06263078249051195
CSF1,0.2134164673661793,0.09881632769145644,0.07925368035265454,0.09441087874375752
