,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
COL4A4,-0.020234182069223654,0.03251231792795161,-0.002967987115493386,-0.02915510132400775,-0.011941371212591072,-0.018561440067330074,-0.022012486852809023,-0.039446024779171945,-0.02701668755234357,,,-0.03009243456884558,0.03754913183431633,0.002927222722403943,-0.014597304650333622,0.02203577488283931,
TAC1,-0.017471539002547592,0.16515581830539633,-0.035896907758648865,0.041536811178021604,-0.01514175800098336,-0.09766106390456397,0.040720638974082256,0.03354367893701267,-0.06427219038869049,,,,,,,0.07869364819795166,-0.07908726304068639
RARRES2,0.03790609484849829,-0.015140945494784244,-0.08380534554539812,0.09031484408903791,0.04804857970774563,0.14357415207681973,0.012917893584186614,-0.034594539972648435,0.06600171535174608,-0.03090623861279443,0.05105257731833845,-0.020058804045688966,-0.026762585468193063,-0.10476545267150318,-0.049415527161123594,-0.02248237899616363,0.006363478196220038
FGF7,0.02141610604791467,-0.014167096063541705,,0.026205122674836087,-0.012261976852185457,-0.02176185298281695,-0.009125074900163201,0.07781593314480094,0.04716125000276106,-0.05082885402662465,-0.016124363511394835,0.042718276806237784,0.04573879067947912,0.037123286196623424,-0.019522978792148243,-0.009117064722014658,0.013505482549028097
EFNA2,,,,,,,,,,,,,,0.04988276956438015,,,
HBEGF,-0.03168651066642276,0.006100657690437024,-0.03715715128534083,-0.004137853058154617,0.04930740038283041,0.10353504030786262,-0.04723503612290606,-0.04238534521222065,0.04097241992450405,0.0465556867050575,-0.039874553425754064,-0.016247629298522255,-0.000982391847788612,0.012759096479943973,0.008094658428468564,0.026202044333957238,0.039196502773695525
CSF3,,-0.03397801940145151,,0.09865669775399134,,-0.019637646327877886,,,,,,,-0.0039816703455498835,-0.06672655991810167,,-0.020997656495242868,-0.038062735995434145
PI3,,-0.040252030816683756,-0.01764047964646165,-0.01787191267409369,,0.0997847721731486,,,,,-0.11670253007426581,,-0.055207002202291466,-0.1693856665951392,0.14817901555790358,-0.019002307322843748,
PCSK1N,0.022056788393512827,0.10877713253044302,-0.018496241856877326,0.04132381724896772,-0.0862770451041912,-0.04162965262359594,0.0012534064911593548,0.02031207195254408,-0.03643235513404643,-0.009898984550844437,-0.006103710394758571,0.030055787075917193,0.034674697401509184,0.02700895846471078,0.07623770732231125,-0.02571326853056525,0.003203374582806386
NTS,,,,,-0.014577701073380543,0.039676010953324535,-0.025146707441663134,0.0072962463447922435,,,,,0.03707755011833106,0.030689222969610307,,0.06273299482677562,
SFRP1,-0.02542153057605956,0.14843297524030524,0.0654372774437921,0.007928909041414032,-0.024855227042070552,0.01724807661545283,-0.04029010663339833,-0.017292240017753088,0.013784859033806687,0.07979173492001439,0.06205377900264515,-0.05741011298556599,0.055587554998631286,0.058406914253054505,0.045387542784357,0.01822128184382227,0.0976258131676647
CXCL13,,,,,,,,,,,,,0.06672913026665804,-0.033032151455315906,,0.011784179630857367,
MICA,0.05486628632613678,0.027589465314752856,0.0430450001667036,0.025842546643994352,0.1236614170833229,0.04516873089184895,-0.00900177245748438,-0.009630534092610731,0.038631162675771456,0.0377861662642087,0.02901509446645052,0.018843940513784088,0.020364628966279198,0.006416835600372722,0.0462046420746729,0.03559397223464031,-0.045526723948377666
TG,0.026060709005137378,0.16805634553488927,0.06379162118909826,-0.0015110016652103027,-0.01682650991420126,0.15795075063601358,0.09486173068326009,-0.02037005569799128,0.025511033815781882,0.09796514292683918,-0.009350668300746488,0.008771424418961539,0.027463427651295856,-0.02262883814014307,,-0.017281393957770425,
ADA,0.0544345212875987,0.12008225457609145,0.010879035180213896,0.02651397444785654,0.07552791759313736,0.11565631716065437,-0.03249101168574272,0.0400093284429008,0.05613716710971835,0.006339667649557169,-0.011162019684750248,0.012981336050114584,0.017257345541539126,-0.02129392032628899,0.05973398064066696,-0.039890037667958025,-0.010162278111732906
LAMC3,-0.004363742663866474,-0.000347213905614662,0.014226525221039435,-0.08501731332072252,0.08230270874494763,0.09028694757188455,0.023229634794349977,-0.026640769730638437,-0.06700683519352707,-0.060885605410285655,0.05825041889996498,0.01005167434370777,0.03524943744122077,0.040052283905108836,-0.023285733091213966,-0.06482428019884227,0.11941493898082536
CCL7,,,-0.02273098018712927,-0.031065412227605504,,,,,,,,,-0.02135167781629484,,,,
NGF,,-0.01957570285329279,-0.021064715970335948,0.034368320362208084,0.07903209038955522,,,,,,,-0.00648973980163378,0.04585790237350189,-0.02313953123366198,,0.011503587227264031,
TNFSF15,,0.16936926309571035,,-0.034592855905287656,0.0559684480675213,,,,,-0.054354424161609696,,0.06988962047160455,-0.020815488284253794,,,-0.013039184198262463,
HMGB1,-0.044655312625548636,0.06297700110471659,0.020475923845552333,0.0410140051258808,-0.026802200053449465,0.09723256834435336,0.032289222158843826,-0.020409142399555553,0.047474170336731465,0.06308121648336235,0.04658828008636058,-0.039185755279825,-0.008144746169804725,-0.11696703216766641,-0.05633599880831105,-0.04479144045259869,-0.01929807797585431
ITGB3BP,0.006712128867212988,-0.07154025947479704,0.04486068961006744,0.046589736683452544,-0.0018961514508618513,0.09220522376481194,0.005753236570056584,0.02863734329067758,0.12811423282036358,-0.006384885288968201,-0.07587942891801976,0.12299598018110498,-2.6918740407614463e-05,-0.004894484328711088,0.02254288201027974,-0.0050443543205258,0.09887456383956979
AANAT,,-0.03508635206153424,0.054933179625138905,0.03695039870039012,,-0.017713688420170865,-0.004766549222900268,-0.023480889491937884,-0.01455316975038267,,0.017134329272742565,,-0.01873144613950792,-0.018845529149092426,-0.003429067570909303,,
RELN,0.09450225179741638,0.07228014656474108,0.06608381546882673,-0.009557100519650164,-0.017206003503495174,-0.0016138748649307327,0.03693765615893061,0.012936241527768172,-0.037826711776427276,,,-0.02098454473859875,,,-0.040713460655668665,0.12381556350272764,0.091094087236101
IL15,-0.023918542042326466,-0.034424882663869734,-0.022800104459800182,-0.007280084731085772,-0.01387307720667761,0.07656525110416033,-0.014067297873632208,0.07368980412940007,-0.03168906201927463,0.004947374115702718,0.07777289296894008,-0.04389856063617231,0.019405920234204836,0.02413849418096477,0.005494000104664333,0.0423012523135295,-0.04025712777926525
UTS2,,,,,,0.08715651362696131,,,,-0.016956288897316457,-0.017860279021703375,,0.0935147715134791,,,,
BSG,-0.0001332485743121032,-0.06423927894898088,0.017122580549926637,0.04993438184767117,0.07951283932987335,-0.009169951246985443,-0.022370910171255316,0.023860491281244203,0.06379732694097523,0.005256465919970791,0.006304825307841044,0.011509741093246456,0.019445091619730456,-0.016599927306116927,0.08975397975214436,-0.04524655511429683,0.04615912163613568
ADAMTS3,-0.04495800661329318,-0.014148062419945257,-0.0013484421459243757,0.040678612655949,-0.022345514073404526,0.14473289987570073,-0.03231458601846931,0.009512310714698255,-0.046266716774852126,0.01943859097082164,0.09151169780008342,,0.05990151513324199,0.16758076570946137,0.03879016089589749,0.03320941919812067,0.09272315740093494
CD34,-0.05181956069119487,0.06288553026098082,-0.0148490222322476,-0.04515167897618986,0.021789856436792505,0.0683638120383433,0.00687791395763473,0.045263605688291526,0.0025902043695347084,-0.08409440017751371,0.07041470942839104,0.052925477110284884,-0.003785547295833258,-0.012505656320428412,0.08854946603563571,-0.00040982306818467077,-0.021644221087874164
CCL23,,,,,,-0.02015536555919216,,,,0.024878055492298136,,,,,,,
PLAT,0.03687528336867444,0.00307689981517676,-0.0189866199583164,-0.035009481788985025,0.06589759875598226,0.09935257383093705,-0.035428566848666146,-0.010549647457931348,0.020726942164151635,-0.04381977310414857,0.0814993967303638,0.06494885280860557,0.0817536969068274,0.0966136580316532,0.09206708911785765,-0.041090280122810505,0.0519417076324212
NTF3,,,,,,,,0.031205338694356988,,,,,0.11470466956625108,0.09113099004762999,,-0.020815357843133056,
LTA,,,,-0.03981571817494406,,,-0.01839776987625897,,0.0859819570401511,,,,,,,,
CKLF,0.015393297491473454,0.0843010435774763,0.03096595970993045,0.0004536408171270994,0.08244395835531723,0.11833039418574784,-0.013489435179269302,-0.010034351978477737,0.010598296221703371,0.08260358159348874,-0.04029741675306639,-0.015865903672182595,0.019784603304724695,0.06572768290829989,0.0005332476269950281,0.06561425820222626,0.0009136898349403066
CD24,0.019892720429224128,-0.07079641676194752,0.001913571468125421,-0.02894855462407396,0.017885926733960313,0.00011254833331674615,0.024630349931498378,0.011223969577906162,0.07323006964779784,0.08595243566861491,-0.028829993130896937,-0.012403806624542714,0.10527722858112952,0.047335175440076954,0.04574353207846979,0.07353689703739363,-0.009261673861011479
HSP90AA1,-0.013057395421152081,0.022368525078658528,-0.003442446546577401,-0.021845835238158497,-0.06430682083459766,-0.11252656601490177,0.018057916550950095,0.05231690021348112,-0.058184052777485624,-0.03670620047976306,-0.019749341032104028,-0.024156437282898797,-0.10808524580682641,-0.180640642558162,0.04694143157015462,-0.03577238671698352,0.013000703007011867
BMP4,-0.02082390616165891,-0.015422168174415099,-0.0063357900196140925,0.010942476521874274,0.02094443564387795,0.0420953614344172,0.04142977152049265,0.029948725127378124,-0.0020829634393970493,-0.019400319648183385,0.01856890308585593,0.028600119083548033,-0.0036751526878902752,0.045821342870170506,0.04775148845675188,-0.005065294342092233,
SCGB3A1,,,0.007651762349401669,,0.024569691512221974,,,-0.01980635994573812,0.02378311858403344,-0.0632951804611359,0.019194396734422307,0.19488086144893157,-0.004231038470268556,-0.006160141596179276,,-0.027078271143113314,
IGFBP4,0.0036888362431973234,0.08728563652327465,-0.03995025651049291,-0.07248847166981805,0.03928104668671401,0.11863007246549673,-0.008419919240924133,-0.01935872018999382,0.022324469445323434,-0.040635827841588805,0.0667431296102162,0.07675624982297255,-0.004897371996547609,-0.07093907275743612,0.024279029133091976,-0.0744898552951779,-0.012219362808685711
RSPO4,,0.0232347617001004,,0.06371949133592326,,,-0.021397726393810636,0.09310813418219956,0.026184396090382627,,,0.011844272814679226,,,,0.001921420902688157,
LEFTY2,-0.020034116563988683,-0.011129497833826565,0.005601388504534098,-0.04137424697261527,0.022359185545611743,0.09039475973295569,-0.01135257873354001,0.0436928069002021,-0.030462670759185455,-0.038568995530960784,0.007153727419659462,,0.005319670495090747,-0.026968809678995523,0.059259882983200125,-0.02479984120774305,-0.029172824190664172
PF4,,,-0.009274480991386084,-0.027103960143471256,,,,,,,,,,-0.02149795102970959,,,
ANGPTL2,-0.010723280750998578,-0.027176492937314813,0.0034823835014713275,0.028399496271125455,0.05984443464424732,0.1362843045009851,-0.026314004906135037,0.021779816431156087,0.1106948556516024,-0.01131830015941875,0.02921346313659981,0.0006420782553726229,0.05482286578504292,0.10836437817363456,-0.023299314101779045,-0.022114370021095103,0.061155724408789074
LRIG2,-0.01857069354205466,-0.05029578192381081,-0.0032253124662599488,0.0851093445016519,-0.007088849212823909,0.12330385603756992,-0.03711027156707436,0.0618043013956358,0.05744291873018467,-0.011091813244053485,-0.030638657954202737,-0.0016000631525022494,0.05239648230535144,0.04140400313820358,0.03732274160876126,0.01853967030736789,-0.043098912351224206
ICOSLG,0.0702199680264485,0.05589309940452571,0.05761495132320031,-0.001870793231284167,0.052928479416922636,0.09186255027741463,-0.04181400306060689,-0.01377708489523898,0.048062827082569703,-0.10710531553209494,0.033547767685544586,-0.029293399558245066,0.04046432026590753,0.04763704488993386,0.010313363112706402,0.00018913112994816946,0.05615988581983232
WIF1,,0.19633023507558975,-0.017041296133025047,,-0.030677909138542635,-0.05298083860016635,0.08335935312391664,-0.029286291996716497,-0.06113225115688833,,,,,,,-0.01695218714935094,-0.04096511573122191
NPPC,-0.006571760062671871,-0.04880444217841432,0.006842693948082299,-0.014659791949795482,0.014692982972023372,-0.014537433156176283,0.022376735523238548,0.025616945934727655,0.0831330459409927,-0.04531590255518816,-0.0016791252558840772,-0.06570664446150626,0.02118308216204713,0.0434827356547551,0.05790942284388811,-0.010711695152262796,0.08418244421459799
LYZ,-0.007577139942321834,0.03490277521285566,-0.020798436486405024,0.02022729456182707,0.12938650044310543,0.044459605615261376,-0.028157023787849934,0.007325165256313864,0.0071019785314564874,-0.034186088958562136,0.013910624161136347,-0.045787500528299704,0.04150322083443547,0.03168180595022777,-0.019934743747047175,0.022916047838725303,0.08329737358023671
EREG,,,,,,,,,,,,,-0.03246022315773234,-0.06831066176360978,,0.09483926085654183,
SPTAN1,-0.06009402736745799,0.07905814350970655,0.0001255682237044662,0.030695176110871223,-0.0019670651352787063,-0.04826797724419522,0.014815574754309026,-0.049086959533869295,-0.0063116704460816535,-0.024081864513858606,0.002849450010025632,0.18286449915365416,0.059151420051552196,0.07322829276785893,-0.003973506508860568,0.09754094465037844,0.07285723364216079
PTH2,,,,,,,,,,,,,,,,0.047971085171149355,
LIPC,0.01012360638774738,-0.03694323601182322,0.01947527829043094,-0.03536737644181764,0.04700212953149695,-0.0015496375197360122,0.021572845979074474,,0.1114258547226945,-0.04805287593725009,0.10072610671144672,0.019397638375686265,,,0.009707190061685845,,
COL8A1,-0.005745976205074493,-0.07627591909451234,-0.015687333249106365,0.04711183143013588,0.035861813737712696,0.014498147294811659,0.02879739296656555,-0.014469696162164163,0.05605254528465389,-0.08713628907497158,0.0053373972125017105,-0.007587936505323824,0.03065554916590649,0.03588363665198885,0.05710342912994964,-0.04482438056512912,0.09670811511489093
GSTM2,-0.021979065347070746,0.13345722600606047,-0.026796097128074764,0.029005410521051295,-0.011731554824318733,0.033012554312396025,0.029656629000219963,-0.01607751192333119,0.053551510789441266,0.0036488106616506715,-0.03701993507738615,-0.024235089155622794,0.06485111467056268,0.15352071538598192,0.000133827960532083,0.011110227394245662,0.05611014447051684
IL4,,,,,,,,,,,-0.00325341504848155,,,,,,
SPX,-0.012736809999370498,0.1479585052301041,0.08309662375041024,-0.006520938980121621,0.033146812487951614,-0.049673829877807725,0.008010874580557565,0.007280445446852036,-0.053563517263355176,-0.0600749216657152,,,-0.021527745126708644,0.0036100061559571402,-0.03427600176924933,0.03653163663391742,0.025690338877013098
MFGE8,0.0716596133392434,0.020486786426815336,0.03814669688237464,-0.031207061350915305,0.033072564559976037,-0.0006779358125818173,-0.0356395357721259,0.034997647500334295,0.11088185642993015,0.00033933709942068506,0.017653068115215453,0.07689292296831816,0.019945494311985987,0.0002235653403104216,0.06811424386637593,-0.028084441833280592,-0.015665362608235315
TGFA,-0.0068408112446764,-0.040714204988221876,0.02569353098501752,-0.010002976044353962,0.06990134192472117,0.056982272644064594,-0.013335933698026667,-0.005409988886990328,0.11868192765242704,-0.031986445452289874,-0.05805016262484911,0.018587976292508794,-0.0036086949372210113,0.05337116293630976,0.0777285118613074,0.036213576071450725,0.06216593879709013
SLIT2,0.0015241063989172752,0.14383710552329115,-0.011542021647703153,-0.03967761248176786,0.01962076575103857,-0.05885987313102687,-0.037175739832893004,0.04164399530192741,-0.04757543093628358,-0.028100455844419066,0.08898507347444806,0.03133540940634174,-0.00035353111062785673,0.09683771694579674,0.06649474806376045,-0.002596764370446693,0.015847941152574107
PLTP,-0.0993164815286983,0.03050170905038685,0.002265416479891647,0.02123665053362308,0.029081617727191852,0.11773709836740474,0.01621014650021166,0.005465912251381722,0.0651573677484727,-0.021104071100514907,0.10188574724230912,-0.07864215625310599,0.04035477466450724,-0.07683834490868903,0.03943665390111925,-0.058075960368515964,0.04320367788689266
APOD,0.08429547146298502,0.11004989813176078,0.02617952956570383,-0.008154112015559125,-0.01521920647079548,0.06008627675350928,0.052144268258920864,0.00981615874015998,0.0007780923506577229,-0.046871264403134924,0.16974433573774714,-0.07149633550076297,0.09619167075959324,0.16327055935268478,0.000979848740809179,-0.08839278642090097,-0.04857286632012031
B2M,0.11838147371859106,0.05988054431967833,0.0010462582102055968,0.031137902015174197,0.059533695068010574,0.15848728736937423,-0.006704955972766498,0.016123011390796766,0.020642241691536535,-0.07882225032106711,0.0807491468580022,0.10753229386170593,0.03074594714344854,-0.009175613211312546,0.09148844578402145,-0.07869889473926545,0.16726677922867325
OMG,-0.022960284249614653,0.10693965377401614,-0.016073510457401168,0.041610446579155205,-0.08236179128640211,-0.0679977322605486,0.026430810535314358,-0.0013594404375092022,-0.04343656926994974,-0.04516567614039635,-0.02662038675956434,-0.009986314439814311,0.07220802754190357,0.11512740664064951,-0.03391481115948038,0.043598853527814146,-0.05801715090559181
CXCL3,0.03949031344627807,-0.04672109034557768,-0.05822945982402759,0.015979055149937957,,-0.005965681537867534,-0.007708468195571434,-0.0072515889224934885,-0.022821865928838933,-0.046702581983177935,0.06769791897831381,,-0.002863364812107216,-0.036566641395650114,0.04387482331160469,-0.019255338277913907,-0.056145033747140256
CXCL10,0.011490368811307008,-0.03562116246347568,-0.019980222052820955,0.02121441193539806,0.021057146834350678,0.15459091142000567,0.04855464827932711,-0.03218705768394879,-0.016934059235970862,-0.010615274532981469,-0.018780719942572896,-0.056030404527322816,-0.022048346500677482,-0.028834984511354727,0.158678240033482,-0.024917902270175585,
RSPO3,,,0.04522345958909673,0.07516578134534306,-0.03000168360448183,-0.029086815643195152,0.05974461526660783,-0.02661821511222584,-0.02384841004725703,,,,-0.029179572458170624,0.22108459628625482,,0.026666708228895043,-0.025592752561142306
CORT,0.0025368131918070713,0.1667602436935632,-0.02211747946469614,0.020338573741158744,-0.031917727497897466,-0.05034125120067233,0.01401318756579094,-0.0033030397692939816,0.012841656691245418,,,,0.030991243933117845,0.06971384018224785,,0.03294283047948999,0.02682677298971502
NCAN,0.01712732316184875,0.04654957538661869,0.0032439479379969293,-0.024521761935689106,-0.0011655479983057467,0.08785616375442463,-0.04424349212088167,0.019088847759523676,0.13013235296019837,-0.020121817792062117,0.04443542411700742,0.08183118435833257,0.09321594621668089,0.1786563414921669,0.108153046000691,0.07980053857589861,0.04924268151820293
PRG4,,0.059858782021830655,-0.004015193162832545,0.03689943420955971,,0.006269484096188618,-0.027345444873868172,,0.05545260219593037,,,,0.031909009807279724,-0.033194981725057346,,-0.00935638187013243,
ZG16B,,,-0.009818234428523448,-0.03605521580067726,,0.0718760476723884,-0.014618698288311588,,,,,,,,,,
TGM2,-0.01948913547282407,0.04983073919336975,0.0732859718466949,0.0013923848928253067,0.028342540413620203,0.09108218450684459,0.0014656426533091423,0.012941367934707291,-0.02189495569730705,-0.03139056912573303,-0.003735956183468441,0.04570232148181818,0.010579695057862461,-0.024471325442297527,0.08275611945981078,0.0032312201949290854,0.02520795755195361
VEGFC,0.02713580901383015,-0.02625506418118105,-0.043404251462272656,0.022646889131083214,-0.015318456458448062,-0.00908009885755951,-0.024781317251355864,-0.019420203030107233,-0.02845544107427691,-0.05751994890014283,0.0886361447048702,0.057639943437379465,0.0042748058036409615,0.027167334151886168,0.01635742178366937,0.019593940595293756,
WNT6,,-0.033298415957726576,-0.02672228885848529,0.03208317620822142,-0.014229502615646851,0.07172348735176216,-0.02400173310812359,,0.04653825423183386,,0.010637704719164425,,0.04847434697429426,-0.01137547313647333,,-0.024202232009764724,
NRG4,,0.06736608599387757,-0.02093603078103684,-0.022011240209780736,0.02429613018881174,-0.005949015060877653,0.09333531839492648,0.03700552649572316,0.06023444284392499,,,-0.030092401374229052,,,0.021266660618705475,0.06756723677004646,
PMCH,,,-0.02412990216704783,-0.027030009799428878,,,-0.008037785610858241,,,,,,0.0807517764114417,-0.03156381142325122,,-0.013864957617196683,
COL9A1,-0.0018428503565715492,-0.0234589128839527,-0.00634942065698604,-0.03948773173949483,0.0761740088774482,0.07731812227575621,0.028304587008153033,-0.03468616323028428,0.018050484140287627,0.01857607675169034,0.04150545965447103,0.011522831253257723,0.12329073108649553,0.1364233311462607,0.014286168571549311,0.042114860818108196,
GDF11,0.003882440461622404,-0.002553627445809047,-0.039027645799212626,-0.016545542685543868,0.06352046576712954,0.08406227532661031,0.03092556447097091,-0.029536539370476952,0.09773601615173402,-0.005094049879592081,-0.0630658906799777,0.11365058739025471,0.026004160867429488,-0.020374476958120575,0.018456614736394823,0.0242343853200801,0.0029445498873380657
IL24,,,,,,,,,,,,,0.03612195870407654,-0.021155177130501048,,,
SORBS1,0.0315240797912047,0.05264165100785529,-0.019434982055940575,0.039797995643581094,-0.00855996845480186,-0.004131391592770219,0.012260255196520183,0.021024471225971342,-0.016484995645424973,-0.03924202618806478,0.07484365358400596,0.04690779130895354,-0.012330058458581148,0.028150444879460952,0.03100477129613739,0.007767082770207614,-0.07854333151386414
DLL1,-0.004554405132128079,0.1619797834694031,-0.02709691120546975,0.08359430478403103,0.03096309579880486,0.07676431470814456,-0.0033409856229231687,-0.039125939673585367,0.014264079036068312,0.010409267793555929,-0.01998210265803335,0.03480470428374645,0.04881184200018207,0.1543930874912294,-0.018227195777985043,0.07987810850160156,0.07761790513186331
TLN1,-0.01584342290302137,-0.060055785330509,-0.03826794117016309,-0.022012837198350465,0.06880059985050091,0.07381001287292535,-0.020135456408210895,0.028010277342787302,0.022290922403884753,-0.013076708049950354,0.04738211498354683,0.01537616202769354,-0.034201204709096544,-0.05290238860449907,0.06637732935019106,-0.03868423950429496,0.07090211137791375
COL2A1,0.005679556274962976,0.04385558623598604,0.0032124128868372278,,0.10349597694386532,0.01037935821148183,,,0.008192567398559118,,,,0.053480266697747705,-0.055136863129243464,,0.024304428610466697,
SHH,,,,-0.012286447260225245,-0.016826511713016908,-0.01828301186527278,-0.03269681796664587,-0.022741233531791725,-0.0221122092035277,-0.018912556579692957,-0.030278230085055494,,-0.026922862253539178,-0.0206809997264301,-0.031048345821020815,0.042169753981079056,
PON2,-0.04265864291767459,0.02719519213519063,-0.02188536349193378,-0.010498781904954077,0.04828756240717267,0.08026005135513915,-0.00876089746824197,0.03381949634156543,0.0660192389272191,0.0003174542129283535,0.07345747518276287,-0.06884399761241868,0.12023976730068413,0.040404302990192285,-0.0008714422132596624,-0.0043393730529448175,0.044354362506868666
