,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
ADAM17,-0.06379129114872395,0.0219171719366679,0.05125565223839997,0.08441041213619117,-0.0506105530289006,-0.0279375828715143
LRPAP1,0.01911842065569054,-0.02597090482349995,-0.0516252407293524,0.08394986578000975,0.11345805605459122,0.06700373201445596
NID1,0.031270633883881065,-0.006472898006581017,-0.01856092754617732,0.05072171471435209,-0.008056494827016942,-0.03881505768590955
MST1,-0.02401042470308792,0.006950996665131222,-0.013240615605437524,-0.016868577710118925,-0.0024103743997755042,0.059467312298644
IL13,,-0.03501283928376975,,,,
DCN,-0.025991125523585158,-0.07984972133123382,-0.05162868755648201,0.05201354126899854,-0.055869532163667655,-0.03715445086588201
IGFL2,,,,,,0.07794607806132862
COL7A1,0.02495874739313214,0.0018784010524359744,0.06653527756721761,0.05423307179341681,-0.06315636157958185,0.036702509797331695
CALR,-0.010900266499962482,0.008531068044049628,0.05553667421126318,0.01836195366422899,0.08683928428486057,-0.03414218564673968
PIGA,-0.05799484472708958,-0.05543875714379974,-0.035923618649253565,0.0337895980695987,0.06569757430798834,0.03251185598057447
CD200,0.04316658100225183,-0.007049008565325659,0.013761165827220569,0.08298165032964834,0.012771056008743146,0.08935207139480858
GRP,,,,,-0.016122837273206795,-0.02694005617163985
CDH1,-0.03259977533132075,-0.07600899088761225,-0.00558479868126518,0.1557139309723285,-0.017928088071605373,-0.010166645733649976
LPL,-0.049732816872850576,0.013911157621565173,-0.012342322699128022,0.022645302798863922,0.03762076629833182,0.10444913453624982
SEMA5A,-0.023942169428947987,-0.022158962320421423,-0.004867439525505348,0.06955323964491185,-0.005389959540816977,0.07113887084755015
SEMA7A,0.02886897176903928,0.008688381227166017,0.012150232208948869,-0.009993376124940072,-0.02613529568348922,0.0015060484015921064
SEMA4G,-0.013285807893958716,0.030969110971210842,0.07543463279397829,0.0029872602475127866,-0.005377408188059833,0.05729693800028765
SEMA3B,-0.025391918442219726,0.0376629169966415,-0.005762272097001974,-0.015934697579197844,0.054881020861964905,-0.01246530318337078
RPH3A,0.012323700342350781,-0.12261734932243554,,0.022807930466662168,0.014920215072378229,0.07936859389389374
JAG2,-0.029208478514254007,-0.033130799569688535,0.028394771644849832,0.011312148213671989,0.01397215303159013,-0.002941235549683103
CGN,0.05654715069744912,0.04624076028848773,-0.008804077568008859,0.05709535925420911,0.02138464042625964,0.08128968263537484
GDF15,0.02190042946417428,-0.07547648225326545,0.0396883473606665,0.09467742203419553,0.03540897106393932,0.043673646276943597
SEMA4F,0.007102609113603685,-2.7004104848341927e-05,-0.011434680037883022,0.1067454928966835,-0.03654915106904801,0.0733595762933624
NXPH1,-0.02175894760362573,-0.02239262859808399,-0.07025546659542184,0.08376758219360357,0.02226479776923346,0.07264133137950761
ARF1,0.016878352466308644,0.04101504017844942,-0.08306383500409958,0.059588691457683404,0.08442167853102758,-0.023682904746792466
DSC3,,,,,,-0.022704255913714097
EBI3,-0.03609971889452098,0.07778074396607444,0.07743281656571978,0.0033213592767665826,-0.02824512102222759,0.0392591746456655
TIMP1,0.04032460480328204,0.0248459956069168,0.014715768913486275,0.1346917944121964,-0.016628963371332812,-0.029435828567491405
SEMA3C,-0.012581124497791404,0.03076733289590495,-0.039222145987683484,0.0699134067650618,-0.038932302197734844,0.029642632073977007
GNRH2,,,,,,-0.024603155606112974
GAS6,-0.007633138303601924,0.04519796692996347,0.01178209872176605,0.1018813772556458,-0.007952591181854943,0.006813855927421075
MEPE,,,,,0.03728845049846617,-0.0028378173291310157
SERPINE1,-0.020337689255465106,-0.015034685718822438,-0.04583193302964833,0.08370610441733578,-0.022954774139362148,-0.1027696046707396
RSPO2,-0.021389034877416346,,,,-0.02159146942890646,-0.022819667080667856
SHBG,0.07542463797972067,-0.0076659249874576,-0.055987653520904526,0.014613416773832322,-0.023395451826922146,0.006915953236599939
LGALS3BP,0.014510948911173875,-0.03008278087441031,-0.047202462489098,0.01871887112319259,-0.0010545594868587472,-0.08351231431960712
LAMB1,-0.06828872312940126,-0.03264108268785645,0.020269482175814188,0.12599327022007092,-0.01714438747616968,-0.016980491179170037
SPTBN2,-0.017323722942043717,-0.10973954631011974,0.0772977960405891,0.05948609747770016,0.0021101047092407744,0.011939609510250035
COL1A2,-0.017299373706343494,-0.03934417990438692,0.06321126975408235,0.11442135961607507,-0.02754184168765244,-0.07307278175068964
DEFB1,,,,,,-0.04862217117251417
CEACAM16,,0.005308859861484562,,,,
WNT11,,,,,-0.012198610860694322,-0.030131389899410086
LGALS1,-0.027306690557893323,0.04878875144716789,0.019887850593531937,0.10432691641390286,-0.049443378864190195,-0.0062745547236350745
BCAN,0.015385378553296317,-0.00269301795724424,-0.053432025853773595,0.0043782357811656646,-0.015553608973752603,0.09353747014408981
ANOS1,0.02776708096567769,-0.04037472496500424,-0.12678335687496536,-0.0016847496150436637,0.012402000192594529,0.05802129966149941
EDA,-0.030111292147076554,0.05024492416644521,0.006975990208715172,0.007284834190811224,0.022512392037155726,0.011988970500155122
FGF22,,,,0.1354559771882567,-0.0247485804180652,-0.005115757115334929
SHANK1,-0.0254930641800976,,,0.01608776846551211,-0.04830680560566069,0.06622680232370172
RAET1G,,,,,,-0.028309755600481528
TGFB1,0.009519058936889238,-0.042439663571954306,-0.022339784146089166,0.09904799007137392,0.05321072657345309,-0.0023649531088747434
MSTN,0.05524110683047793,0.04836206974852446,-0.07221359836253967,0.011820161661050333,0.03525043152231064,0.1390127102560159
WNT4,,,,-0.027405512958905434,-0.024943151966118873,-0.026514944372134936
TNFSF4,0.017514135744674517,0.05738865522682293,0.037446291493930264,0.012032302235865327,-0.007627360711928344,0.038168976041001675
NTN1,0.05031417248922303,0.03521340381180506,0.01773485679278796,0.07044229732357482,-0.08671003234554935,-0.006313749226419354
CXCL12,-0.014627163014852323,-0.03423595943926036,0.0921123649847788,0.027128122644819997,-0.10402036297565223,-0.02646853671098122
GNRH1,0.023805745509387664,-0.02993518818390578,-0.02121442793213028,0.057181332532287334,-0.023256364005036268,0.04750028673046172
FGF8,,,,,-0.029741538068149404,
RIMS1,0.1117149181310818,,0.002612971386412804,-0.02658095017113319,-0.04225317640263257,0.047703686680891325
FGF14,-0.050617966511789056,-0.008957201694401354,0.0012132837622118957,0.03445570603716994,-0.02729309085411284,0.08242095829394375
IGF1,-0.07574770878188637,-0.02467461879122319,-0.06373537278002865,0.025630144121871694,0.0351068934536872,0.08968347456101113
TNFSF10,0.05126088968052815,-0.06984503102091529,0.00046270440043364504,0.01833564106459306,-0.030589207779773954,0.0206655573363969
GDF5,-0.02138902643496542,,,0.005944442636250823,0.09646913156133836,0.026809518005000494
CHAD,,,,,-0.02297596436902654,
RGMA,0.0016695867576751382,-0.033424150003572975,-0.014089421845133053,0.12086055415596528,-0.05043591049558606,0.11109159145322761
WNT16,0.008776579604547523,,,,-0.014699396323473682,-0.04474153624329245
CX3CL1,0.016058492912521087,-0.053053863756478616,-0.01536018517319054,0.08603408468756858,-0.006723881248133936,0.06754588173736827
FGF1,-0.011870961072729638,-0.1972838467942128,-0.015693267293664423,-0.04202965309607371,0.044581679914700884,0.02631899962523387
ALOX5AP,0.020091820141752873,0.044667227475999695,-0.06582752028410879,-0.05013386008151529,0.010245486903045154,-0.06445620185289755
IL1RN,-0.01903487911839974,-0.009680072762054811,-0.05179132400857819,-0.009382714903519662,0.07125145345512487,0.028382763885155628
PCSK9,,,,,-0.014268060391622907,
NPW,,0.015528007725516374,-0.08519922734953907,0.12115567456907828,-0.021735011537192227,0.02755292405121957
CXCL9,-0.04882081081635183,,-0.02279783997969819,-0.015054158948828283,,0.012478528636308262
ANGPTL4,-0.017709422566367112,-0.05887595792495553,0.019722813456027753,0.09872873814347932,-0.021936097035872806,-0.04884870846833085
UCN2,,-0.06060054963451261,,,-0.016122837273206795,
OBP2A,,0.0773827633479095,,,,-0.025502814102947812
COL4A3,,,,,0.04356472634002269,0.001502958583756793
NRG3,0.006613287613863732,,0.12282410250424287,-0.01482619605491285,-0.03782706377904059,0.06567493445024887
IL23A,,-0.0658151629377127,0.005300280152644943,,,0.010006860144717642
COLQ,0.06353733531990008,-0.051715059701355245,0.05670989192171541,0.12920434509242895,-0.016971284439008503,0.03458458291604929
SCGB1A1,,,,,0.005637800772725929,
TNFSF12,-0.04261095867637708,-0.02444978830371539,0.02143818980695986,0.08854578321345684,0.025749619483944174,0.020818109857845414
DKK2,,,,0.031535130391057556,-0.019001703208550765,-0.040835399422638814
FYN,0.025064505736943667,0.04956769549051797,-0.06375777265753862,0.0662531443533624,-0.022113253277654458,0.05652831921774191
ACE,0.03612478707771415,-0.07839171408617808,-0.026227820693297318,0.10804371022395283,-0.0029157514060127857,0.029659365277507364
IL18,-0.011968824368395338,-0.0017756546343390602,0.09304269568468963,0.02200502414109975,0.038891755828343956,0.07864065635176559
CCL27,-0.0216664473053729,0.006620020054863186,0.04162586228447603,-0.03408011520915881,-0.03886885602706275,0.0253747283863937
SERPING1,-0.0025411854681566424,-0.013214974843055869,0.008306472196179032,0.0684794896359966,0.013754098733783393,-0.06979541762127271
AZGP1,0.0020287219221246234,0.027943160597096266,,0.11083259420142116,0.03875284592529356,0.0021702398222563685
INHA,0.0016970245260626304,0.05635154260076963,0.018141267037857175,0.03317365168761967,-0.02420866460693241,-0.016830896248988442
SEMA3G,-0.003232670978816178,-0.06375760686403008,0.027547054725793566,0.08423132328214691,-0.02367146404066342,-0.04917393118347158
OXT,,,,,-0.013823926912741568,
COL6A1,0.032370856557189,-0.013888221666024804,0.029442667419632855,0.13166831139416066,-0.008407783274884888,-0.0394019077543878
FGF17,,,,,-0.03812428086970105,-0.024296359958862427
TNFSF8,-0.023523301256775514,0.0066269351715852465,,,-0.0146993982636442,-0.02715951711435842
FGF20,-0.0015754760421102631,,0.03025499444573505,-0.02833042542617276,-0.002828845854990189,-2.9714668505380075e-05
ICAM3,0.05886962984967862,0.057752994839767514,0.057677592200557806,0.04964120591202277,0.11606221366861666,0.045760127438157175
LAMA4,0.031934819271933805,-0.03201897515371247,0.006318019590958691,0.1340410462963418,0.011113123319699712,-0.021210991305432865
DLL4,-0.036406810541608055,-0.016756520003677305,0.03063824202146044,0.12975982768397948,-0.0390630168422432,0.050828524584294134
SEMA3A,-0.048832647940302044,0.028080526460376922,,,-0.03985117007492309,0.0038985440868151305
RLN2,,0.06280818224028481,,,-0.01612283549532385,0.030569338810624052
C5,-0.0266204703987051,-0.08906727425101116,-0.05780839872404828,0.0660619102346645,0.005836734567544674,0.037854918499504446
COMP,,,,,,0.0016298227266765021
C1QA,-0.03079604338769988,0.02463097102522114,0.02494228001423059,-0.026971997143837887,0.04114266383123454,-0.03570155118332681
UTS2B,-0.019948247887962144,,0.12501993804133332,,,-0.029877337377246047
COL9A3,0.03151011456741502,-0.10257297592658772,-0.0518452018146519,-0.03380895665310201,-0.02652878222781106,0.16103133870880143
DLK1,,0.005792063565625711,,,,
HGF,0.010791358950068414,-0.062464745008703054,-0.028449048610964426,-0.06863343384626777,-0.036360455802294495,-0.0523790364120445
P4HB,0.002604141578281975,-0.03310961402840021,0.08352662215256594,0.12331723182909404,0.019577939127430086,-0.07818569201163401
ADCYAP1,0.23464783584612228,,0.13891768872157262,0.06386122166746433,0.016694214265200544,0.027788747622713706
GREM1,0.029781472289562603,-0.029549327036702985,-0.05268634379644698,-0.010334604163778753,-0.003422001204191462,0.014575726333096195
EGF,0.022271824234875885,0.02268321980723571,0.039345770815773014,0.12392609858435348,0.015732953015091124,0.06875327536498542
VEGFB,0.013691331374764824,0.017203271273411317,-0.036858380903594494,0.0008853385215935311,0.032644351848273336,0.07713051614317998
FARP2,-0.02554100513128973,-0.05005673303905592,-0.001811802819609101,0.09570516769232663,0.012294012178192006,0.023222289850064425
IHH,,,,,-0.015926849074635024,
LAMA2,-0.01840910705732001,-0.09527863371594512,-0.03876896826378795,-0.03525144944753241,-0.0053121662617065,-0.037832251149045044
SERPINC1,,,,,-0.01572856510668643,
NRG1,,0.001375148942700222,-0.10317969034753373,-0.03394657478789804,0.0778011273582802,-0.03821389100734986
SPINK1,,,,-0.04888876098756581,-0.01933357163976318,0.028779702053027344
EFEMP2,-0.05971471661126159,0.03449008086661238,0.006097260064063059,-0.02196287445612288,-0.011755204365129971,-0.04922660224662641
SELPLG,0.05135961469374675,0.09696322815546596,0.05799534889405901,0.1465957385428712,-0.02107389860009855,0.07553841319915265
GDF6,,,,,0.004293974651568329,
HLA-E,0.03787094311243034,-0.012815480282904006,0.07906135164275895,0.10173397692987965,0.07742044007513557,-0.045577411419952675
PTN,0.01760598436101646,-0.05941662392536538,0.08901102289937196,0.12990707694907022,-0.07428510637361492,0.09224398450826868
CD274,-0.029984701294075263,0.021039992675013924,0.011667707693082995,0.06297713156422283,-0.0303145930884006,-0.012728456641714347
FGF10,,-0.021204374752312988,,,,
CD14,-0.041390996117542496,-0.029964445300385067,0.014857338636981155,0.07355023215009854,0.03330023450617416,-0.019742957999703162
SFTPD,,-0.050038615379831404,-0.03618484195290799,-0.002970953465961204,-0.03280128591898843,0.05792394720776213
SLIT1,0.012559256071103725,-0.0036466931698614087,0.021018711518905605,0.1875465768710954,-0.05991797276809363,0.034400974780425565
CNTF,-0.025729645583929588,,,,-0.016122837273206795,
BST1,0.1071356269906204,0.046832454025484194,0.039072100519831496,0.06403540199231943,-0.015545981261152298,0.011339578087843619
AGTRAP,-0.08851293182946862,0.079335182320846,-0.07154230404960421,0.1348453782151582,-0.03495343611517392,-0.004604862939352335
LAMC1,0.029475036241410638,-0.06956123557341357,-0.016108636869515143,0.05510834175946414,0.01597828342231792,0.012029794877533907
COL6A3,-0.031152295142803037,0.013641462213669997,-0.06586284781836262,-0.04536010198353856,-0.025781829603584175,-0.03136107435133593
FN1,-0.014318786573731264,-0.043168881115396275,0.035264476671198815,0.11549143964919516,-0.012578912226364052,-0.06403136807956766
MIF,-0.028020868323745583,0.06712457635375575,-0.01986133235647462,0.1125478958968712,0.018492877686798793,0.04773824568625577
JAG1,0.0299817628110472,0.01903752565003645,0.0578250363019217,0.044210373107021125,-0.006237895868004749,-0.04646938838130099
NID2,0.00844911107973401,-0.038022482812659956,-0.04998398608940808,0.11992807638644425,0.0031059795126277276,0.01788561549211608
EFNB1,0.004036658249705572,-0.08596251295989993,-0.012150982898618922,0.11878216904686896,-0.03428021049059896,0.010014463694943592
COL4A2,0.01045599340058661,-0.028810715169166248,0.023311945122454217,0.10816764595942727,0.017418675419312295,-0.037829352544963384
SPP1,-0.036572129705678726,0.05774880680482269,-0.00443955212676764,-0.1026858273684488,0.0315694576395629,-0.09528842448411519
PODXL2,-0.023823585433093007,0.09543378910614758,0.039563193204766284,0.1354363667889865,0.020495551473651768,0.10188396256645221
FGF9,-0.0028270487188812653,,,,0.017888838957727627,0.02782311484932712
ITIH2,-0.009098922425536981,,-0.037927862676430446,-0.0719788727209774,-0.0028196167649485087,0.016852513847926878
ADAM10,-0.0292782589746925,-0.0762214505017919,0.05248483628160289,0.042173859277537896,0.00645399422533041,0.0028390307735962276
CFH,0.052367927954716405,-0.028961377692621332,-0.07461569793001116,0.018619173136015004,-0.04976609752830551,-0.014308155111275726
COL4A5,-0.03920919947046354,-0.0642475495581604,0.10963587654476394,0.017397209848706643,-0.031296965189659326,0.023006785893348917
LTBP3,0.019205639644214324,0.07068963309787238,0.004535521566530706,-0.014976870054384162,-0.0603996946847598,-0.08241968524552941
GNB3,0.014812800355077739,0.042222180003110475,0.0019900160270037806,0.056164780102354143,0.06366692824383689,-0.03427663204324418
COL6A2,0.0021076228330419856,-0.043910098995398696,0.0245536253822815,0.06878457039721109,-0.03122416788165855,-0.027976766570812144
GDF9,0.06647585141857752,-0.054136770943265605,-0.0004936015207643368,0.019282882596937414,-0.004251435897472598,-0.007291326470557652
NCAM1,0.03597930271520625,0.04803945106424886,0.01191295059610117,-0.11752813642555525,0.028215098465797162,0.03421593861597815
APOC2,0.0212932061085125,0.0005534810992342122,-0.014653647753632728,0.05664215899888244,-0.057568729666006443,0.04864596084115411
BST2,0.04832604237613564,-0.043607288553532866,-0.03466532448450708,0.10041758383471074,-0.002544015754810431,-0.02961678916177926
COL5A1,0.026597987912199212,-0.027305692166456553,0.07963989929212674,0.11771612566699385,0.019874366792900968,-0.05102888249346683
CALM3,0.0606225368785427,-0.021861727460068918,-8.600139782960184e-05,-0.04530825787133255,-0.05501797470485958,0.007863374050696523
THBS2,0.03045177596224768,-0.058893114939254844,0.10906039499688713,-0.023373042983845967,0.022731250167561765,0.015057764556017133
SERPINE2,0.015379031715527049,-0.05492191939207893,-0.07970915136100518,0.05563723964480921,0.07394829208016261,0.09846191161635962
EFNB2,0.06682817871771086,-0.019620347458174155,-0.030031193032279007,0.0641705091792516,0.050231445519787296,-0.009377024942888192
PROK1,,,,,-0.015119021600872773,
MMP9,-0.006378628316026927,-0.055991869848667906,-0.040977238079799125,0.10889194970248163,-0.013881994627311224,-0.049905568065922286
NPPA,-0.02350140626688362,0.04625620033505909,-0.013796654623469245,0.06919496099338997,-0.06294959767427366,0.06884236705312245
APOB,,,,0.04078502019526235,,-0.023030950971483954
C4B,,-0.056634233687561715,,,-0.018664433256850882,-0.00820190993746649
NTNG2,-0.018443652129599888,-0.07594673606011479,0.035180097624164935,-0.018431778842538805,0.055666022687422045,-0.010220112012856162
LAMA1,0.019862138658893046,,-0.015564872453409668,0.09524242807619784,0.04678773549595131,0.04571413534067698
UCN,-0.030518871692620964,0.016393657413674375,-0.0203337289353501,0.017927989990162735,0.0024602573872212923,0.04938618664749407
ARTN,,,-0.04670058449162555,0.04221848380192153,-0.029171002648124677,0.025543675055942648
PDGFD,-0.014010375999721372,-0.025547011130577803,0.0478758182619194,0.07591778144784629,0.024233909884268746,0.033372885906560214
EDN1,0.00818987482208641,0.02161755368272665,-0.0638584593097812,0.12193633278220473,0.01449954133532202,-0.016895449322994836
ARPC5,0.07962588542741167,-0.050101137105720395,0.0340046177202273,0.08915252756472897,-0.007424962705905036,-0.04353708176479641
GSTO1,0.018353474494468048,0.02727333880504168,0.03955376855377014,-0.026180824143442253,0.01454567489211813,-0.016223009904026076
PROK2,,,,,,0.05942376440788987
SYK,0.04369283608581867,-0.08653389582581061,0.00549421669985357,0.09098364060340176,-0.025237559937699845,0.023369386336719925
CD40LG,,,,,,0.00805369049301785
ST6GAL1,0.04177611829781659,0.02935994959720418,-0.03143574783244145,-0.03615450927059826,-0.0035045307476496584,0.050006970945466175
WNT3,-0.03527179167028405,-0.07191327211436942,-0.08086274990806874,-0.047691547407648194,-0.03355125770649061,0.06711363078185399
HSP90B1,-0.0479025074872718,0.039334162305537074,0.022445653852176773,0.06592349224524723,0.048943386166099764,-0.05871866740503722
ZP3,-0.005354486780310552,0.07203179396573459,-0.048369813705895555,0.05267846197794757,0.08848171480835541,0.013313541127736509
NRG2,0.0029725643490499244,0.009271849300678488,0.035680928650432486,0.06957685056053609,0.08242538691089361,0.09552003766429162
MELTF,0.009410634317725734,-0.04918598979129806,0.05555737987899574,0.07266940149954447,0.016372935774190665,0.06858667258113031
NLGN1,-0.025024167204352223,-0.10581436735262467,-0.08900619732308031,0.05069790039083451,-0.008120927612034682,0.056312766645999005
SLIT3,0.003219530580321495,-0.06154783523644249,-0.010029915710470997,0.00997593108196252,-0.02777002672501442,-0.05232134763820292
CCL8,,-0.033203434444904895,0.01355871728035873,-0.04888881491593372,-0.020411436292976495,0.04637301320637588
S100A4,-0.025494030925957614,0.006372069846624963,-0.12066499298065404,0.09278062588121017,-0.09898062841888819,-0.023582877275640454
TNFSF13B,-0.015374841052235383,0.11149955418209792,-0.019557022312200485,0.029643648434601596,0.04118736744845378,-0.013522476465791687
HSPG2,0.025068340578786482,0.008021832040325645,0.033082553190740466,0.1391618378701545,-0.026373573326907294,-0.006193890734511069
FAM3C,0.04695144563115598,-0.04021187300839925,-0.10889097451735172,0.13905379765268147,-0.007350613908921424,-0.052188123951442685
FLT3LG,0.03018124170266458,-0.05511357743785472,0.0028730548149509235,0.12412363389560332,-0.04095680224489521,0.048085001327411954
A2M,-0.01459467315927325,-0.10893116487065042,0.004174260411173839,0.06338229282902823,0.003135262042058974,-0.05986790786184937
VCL,-0.01675437822681966,0.0061173219869620635,-0.028269600486562112,-0.05565183260194166,-0.01652529756949716,-0.0701481616337674
FGF2,0.01831966712981287,0.011373965571670896,0.026921783185998985,0.012372734016401809,0.05380746590379051,0.0307218393794657
AGRP,-0.01964824275896538,-0.06467664750117524,-0.0268055724293772,0.009917370698222374,0.008681998384644564,
CNTN3,,,-0.06034901554316062,,-0.02680601904400419,
RNASE2,-0.08515702418616797,-0.004010476671070407,0.025356230355518358,0.10830392452866294,-0.006671997778002935,-0.00663837259696769
ADM2,,,0.00419472428491217,,-0.01982182904770957,-0.023671603753692635
GAL,,-0.08655135018790495,-0.006209895292273067,0.04841468058173032,-0.019982155882990644,-0.023353347506547627
CXCL6,,,,,0.012834681578034036,-0.042771064090283174
PDGFC,-0.018809985852997826,0.00759097885006765,0.0334143710373623,0.07128208393299042,-0.023134960674013823,0.060157333272043347
COL8A2,-0.042721879012607884,-0.05928226100097755,0.023318478117981538,0.031818507103035305,0.01711978433507154,0.0585185593600963
SPON2,0.03017074858340745,0.02626281644437526,0.026030790614850644,0.0823459486882937,-0.054451219459903534,-0.021960506826854534
SEMA3D,-0.027110015776173734,,-0.019442721259308033,0.019486299093039977,,
BMP6,,,,,0.022214870770017946,-0.014115262787536787
TIMP2,0.05386233231788783,-0.004046330302956516,-0.018080371970743227,0.08834086582897727,0.060162894485338625,-0.047956334592794296
EFNA1,-0.06851121512898602,0.0828745915067159,0.10175002589860684,0.039698185608164835,0.034342601566181546,0.000254910750902793
S100A12,,,,,,0.10907742591717769
TFPI,0.028860159970852832,-0.08520956900574628,0.07747067325132047,0.024520684394741733,-0.005589889919738193,0.03440924273627407
GPC3,-0.02777716656212978,,0.10009582385826334,-0.04675969559570042,-0.053909258980096166,0.0013817475148528754
NMU,0.07695535037053017,-0.028981081837637306,0.045359685228295185,0.1450147183312149,-0.030303339677707954,0.06779435241250471
SCGB3A2,,,,,-0.026040524897715057,0.04289202931322199
LAMB3,-0.040464870071965156,-0.08587241244433134,0.08313495449592895,0.11224387966155314,-0.031177644579190228,0.024299939166854478
LGALS9,-0.019844271810659907,-0.08051608236039658,-0.1032573589554165,-0.0443377192257586,-0.03696450327530971,0.029702930546064838
VIM,0.09524137992179896,0.028529855900729203,0.07732216820789041,0.17460538060054737,-0.017412674875151007,0.04883335160201104
PLAU,0.005361342822123746,-0.0818204420085222,-0.030502109944788927,0.02250223063320801,-0.0046939063960124185,0.01926795275716679
TGFB3,-0.0011816438867551563,-0.0676510800690827,0.09762800124741167,-0.05448281391185287,-0.06744283051896492,-0.03647968667573853
APLN,0.058031146210089875,-0.08763565438550268,0.0047617140596101755,0.10180585902277417,-0.003001416107556101,0.025993871161608326
SHANK2,-0.0031408970485574004,0.10891497822167602,,,-0.05507654678941499,0.06890128713509254
LTF,,-0.0177608169190431,-0.020953415633639935,0.0029181027381865944,-0.004192984919028392,-0.056611282831138116
PYY,,,,,,-0.018257995597488873
PENK,-0.020244080752072933,,,,-0.02092067057722869,-0.02804072838702628
CTF1,0.02562134647060756,0.11499869244709934,-0.005039912658001564,0.1080508496157594,0.03716843695636367,0.08192199916126988
COL3A1,0.0179939660422266,-0.05350020806418201,-0.03344594826299443,0.07437278755712631,-0.028742813267793568,-0.06702018827944872
S100A10,-0.05903393027029347,0.08724201833939642,0.025812465013663997,0.1653838644951116,-0.033098026772985394,0.017821499516668574
FGF13,-0.03011129114122255,,,,-0.036884123631800735,-0.038682961137075096
SEMA4A,0.024273142869148546,-0.04841250982088803,0.048111827846403936,0.015718375237167896,0.025750036582519994,0.10443065887418233
EFNA4,-0.04051900551391682,-0.005669753737260113,0.08923797620773939,0.10241487113599275,0.06879109434347949,0.00041928262532800426
HSPA8,0.03476486617454001,-0.09922605502590115,-0.02001175960272602,-0.034761452444811325,0.004309735147312483,-0.009026266568357469
NPB,0.10818191455668869,0.17121692094349145,0.017453561392445516,0.06062154336057292,-0.03340067427135558,0.007177115469742283
ULBP1,,0.07951328095229179,0.004952354785190827,,0.059696421298727056,0.04545159834160511
SEMA3E,-0.049296849671935726,-0.021273113092619707,-0.01089105073430687,0.08976309853389361,0.012964642912985576,0.038772579017141456
FGF3,,,,,0.04791043208895506,
ADAM9,-0.08680646681185976,0.016895850470335656,0.022618823797306634,0.06714729545931092,-0.059884337824833975,-0.02659617781895348
ASIP,0.07930108055913158,0.1432665787293823,0.07355874165298967,0.1915805035526047,0.04008391534820888,0.03884638543149049
IBSP,,-0.05095609155938734,-0.03262158611255997,-0.004421224359907302,0.047789623740912016,-0.013391677652787258
MMP12,,,,,-0.0146993982636442,
FAT4,-0.03325511575588659,-0.047885885827500405,0.02300329100242014,0.10126212108084667,0.02407631088780893,-0.04459062776282638
MDK,-0.04317828834952102,-0.08211813804273613,0.05437047559474927,-0.00033237583408837843,0.034629321763605024,-0.03757645333644393
BMP5,,,,,-0.027097799766968075,-0.046664557872212645
CAMP,,,,,0.04965676355669002,-0.030633754499438132
HSPA1A,0.04077064102936036,0.0971468496692838,-0.025649850021455374,0.0721196724457128,0.017802076919436804,0.015596453145683335
SOST,,,0.07794922953537521,,,
SEMA3F,0.00666267392207984,-0.003976460687924248,0.04208449142597802,0.08502144027633324,-0.016063420984588975,0.008094331939948966
ARF6,0.04766414629815695,-0.030478121993314625,0.03642276826434907,0.014693592966412013,0.009897158684472865,-0.014487302148310274
IL6,-0.026657015798848285,0.03934778282600042,-0.014780875821877452,,0.006979283847911708,0.010205096718949015
CALM1,-0.06298015567035639,0.0061959238407587585,-0.04666974551333478,-0.050386861258665844,-0.006370895248839031,0.09428077914727832
VIP,,,,,,0.056189100485838306
NMB,0.06650320453217125,0.022923258691284473,-0.004486565768490549,0.1398608331168153,0.00265077807043462,0.07315304425058175
CCL26,-0.030315685554693265,0.045091298866178554,-0.017329383591130638,0.11341057596576512,-0.026166714545631697,-0.01659601389269989
FBLN1,0.07653446114918622,-0.041357351777562966,-0.016606861957828196,0.07941633134817284,-0.055124845745537734,-0.004216363749371055
SAA1,-0.0007061243240414614,-0.054538022358496425,0.028297129539268932,0.023798182311311866,0.0662652383879004,-0.0435844411262639
MICB,-0.030398366287146775,-0.023338497271786933,0.02138055174374007,-0.006540963455027711,-0.03096664656078286,0.015456702916328967
MMP13,,,-0.03935597905102822,-0.047479022264259985,,0.0018313398678821034
F13A1,-0.03051887086408965,0.00021436970928033174,,0.005330352170453095,0.012432107334892618,-0.07912311738752681
CXCL11,-0.02890554231174979,-0.008467273605099787,-0.011051419550730454,,,0.001985399415099294
COL5A2,0.033659479555656374,0.015632173591423697,0.02471998194814953,0.1197320721118528,-0.033748432621628445,-0.04793107716114883
EFNA5,0.04042231010538576,-0.03991682044165256,-0.048233367655484374,0.0680123076194882,-0.024161409302038323,0.05676546564666638
AREG,,,,,-0.032047786422354646,-0.04129790502185469
EDIL3,-0.021208429055997836,-0.01622501748173851,0.06115780694274335,-0.10967791878962167,0.016402086625901743,-0.0010855653964461436
CD86,0.0276472697488228,0.01543858387820829,-0.04111083631884545,0.07757779787554486,0.010688707148815093,0.017082002527082318
AHSG,,0.05636917587162651,,,,
HRAS,0.001842153392199487,0.0809225645445112,0.037008186544892345,-0.0019257217604844595,-0.05909580341606599,0.012552301085638784
C1QTNF5,-0.03287269230115749,-0.07206646166722334,0.03354502897244228,-0.07250957267541999,-0.01725481252781116,-0.024707307464711295
RLN1,-0.020244082433503407,0.12367901033637213,,,,0.07415930860578869
