,UKF251,UKF259,UKF266,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH916bulk
BMP1,0.003955573344125469,-0.0721589549550773,0.055238390033425816,0.03298816966709597,-0.02035152554628788,0.010901408967566183,0.045652383339404336,-0.11451793530729976,0.01650837225299065,0.06010045620222791
NDP,0.015077888954968366,-0.007361308307519973,-0.020838127704845492,0.028860498062457687,0.018458083783915166,0.0322118413642054,0.02367754662895469,0.05606016692692552,0.03317704813252529,0.06444789859152639
TNFSF18,-0.0007262271702276833,,-0.02072729192910797,0.09134733630537269,,,0.1789819734674002,0.08302005497573156,,-0.023592431747122517
RTN4,-0.04405521494245815,-0.05164851449073535,-0.2021027639566964,-0.0017014667923865568,-0.1074970053015066,0.002450327036664696,-0.014059912475074487,0.11308129938417938,-0.12932972517814217,0.005107556618747579
HEBP1,-0.04753764493980992,-0.04085404970860467,0.0580297768990782,0.006701266610975431,-0.02058153450248971,-0.037627291249571385,-0.021397103846525926,0.05298782188425139,-0.03853719925280418,0.03187788082484919
WNT7B,-0.00872512129426958,0.01190614458350678,-0.04497040101931861,0.048093073567071015,-0.01775549851087021,-0.02232838679122463,-0.02780625748375803,,0.06775925719006677,-0.039806504082799246
PTMA,0.010083021698150924,-0.06431642713991347,0.22331467806589414,0.02251812156935127,0.04259730428508091,0.09121044363846462,0.10694198301735347,-0.013057724408657585,-0.17876229609121835,-0.0032361497709175184
CEACAM1,0.03367904946683494,0.024975569471852505,,0.016153733367027284,,,,-0.06631389053770513,-0.05046536878576085,
PDAP1,0.015371959532210221,-0.017993582164830303,0.09689201597577758,-0.01787113110194158,-0.04122887769867157,0.022503788817675893,0.07872186706204093,0.015489585121685783,-0.006269360472588052,-0.055709908560040454
QDPR,-0.02962029890305636,0.041344747182796314,-0.08708321403690295,-0.03876761022119058,-0.042087551633452444,0.06209213537141141,-0.027786508182421524,0.05740193624452144,-0.14501072003893933,0.022135825622528693
POMC,-0.010147164344803691,-0.020171250236356627,0.023703590127083955,-0.012354528249030876,-0.0014602012289493835,-0.028037951574048165,0.07714580790620207,0.033545765329473835,0.030664916312767514,-0.05648076840569195
CCL18,,,,,,0.0475071361766161,,,-0.03578077619936014,
CCL17,,0.028148854128956388,,-0.013279517579130084,0.05569624817377703,,,,,
VEGFD,-0.033919333631769986,0.03295338485014772,,-0.014148202783512946,0.03564377816611124,0.001279714375427791,,0.08662528105537771,,
TNFSF13,,0.058765114741734716,0.01733151648701748,,,,,,,-0.025665200523808353
WNT5A,0.007553255830892046,0.0142140892739136,0.09531049711221752,-0.06720421965037363,0.044564586334883804,0.005172745440758699,0.014647900195683954,0.03687348910575864,0.059858603253021295,0.008538587711897486
CXCL8,0.07435647026102105,0.09333641955975096,-0.028592581013668936,0.017113039348602206,-0.015011555216892609,0.009569346913614099,,-0.060801321573639856,0.008165178261813748,0.05675358492984778
GRN,0.014534629199102093,0.03972198070556494,0.07887274274314429,0.0020512422710909513,0.02225527170966557,0.05899550538160665,-0.03568814439999231,-0.12807542262585594,-0.0003033956316083869,0.10438705451924239
MIA,-0.030165483257324877,-0.018235578621293907,0.08865883476099125,-0.014785819582663987,-0.0183329956077889,-0.010346743085346721,-0.06825160370549575,0.04033150578802061,0.06970537004423231,-0.036394821888880775
COL4A4,-0.037757460144700244,-0.02824015581976141,9.34979432001526e-05,-0.013864227203243833,-0.0015362725763773191,,,-0.07059101149883819,-0.04523808093657082,0.007099608243435813
TAC1,-0.0015334519606078217,0.016531645318012572,-0.10074609423042474,-0.0033375368701637187,-0.052826854902110636,,,,,-0.053965712418784034
RARRES2,0.056732872699484654,-0.0009999686437524365,0.04533637861425121,0.008659778979510315,-0.0037133854193760947,-0.01822204060221194,0.03281772489498663,0.06252117305493222,0.11518083615577951,-0.02239944456817662
FGF7,-0.004295956498672544,0.07784527963305435,0.03468225572716926,0.023492621247369824,-0.04481163211792575,0.008543370135034499,-0.06599023540822266,-0.04346464111849093,0.08314206576113128,0.011338039049803395
HBEGF,-0.0037969752411547283,0.050858833391458934,0.12203380788951909,0.05272104131314907,0.03484450233300955,0.012729331360235253,0.005096482621704867,0.007280184620747892,0.054880809270593016,0.015428193200638906
CSF3,,-0.006265639644325519,,,,-0.028459427495449434,,,,-0.030173072647200695
PI3,,0.016367822406643286,,,,,,,,-0.05310132297310954
PCSK1N,-0.053387555121505545,-0.025796841670486192,-0.08092774902847434,-0.03882633769594821,-0.04770005597202982,0.013945801315323973,0.0029004559793085055,0.007109803520085622,0.09339113016071979,-0.03536348709483792
NTS,,,-0.02334771350649782,-0.015838267966539643,0.05364583570510956,,,,,
SFRP1,0.012376933905188202,-0.019957612626151,0.02492918615445426,0.029404292211893047,-0.008914524339184784,0.09859419593501889,-0.04907529913275693,-0.030118643642874667,0.05197489732073475,-0.023470874459286833
CXCL13,-0.0004602198664077204,,,,,-0.001310900347811118,,,,0.12554724997201339
MICA,-0.025139180854725777,0.02211778346815089,0.08199761009880194,0.031075757095985583,0.006864658936696021,0.034408644518718,-0.04729927585407041,-0.030278707886528648,0.10591860356291823,0.0389742390403003
TG,0.027646115927551465,0.07247189932495995,-0.026949416153716786,-0.013378611417638507,0.020552676830014875,-0.04043379854226573,-0.032368916201055156,-0.09918113793503502,-0.01154954168657532,0.011646145322087161
ADA,-0.030327638306272456,-0.04308716855877622,0.11828801085586037,-0.04332104898490076,-0.025829658300102653,0.07326090655859974,0.01636754887981199,0.005241254853393673,0.01274448079725257,-0.01507742092121782
LAMC3,-0.02091812726170334,0.023704443665510257,0.05444087039582164,-0.0252599316181333,-0.02016247747341002,-0.002066099140479301,0.005228343514604142,0.025676602190215125,0.005951587106289191,0.10425210279729948
CCL7,,-0.015571524581873027,,,,,,,,0.01869230515087936
NGF,,0.031739887294016784,-0.0257169713028384,,,0.025980492392495474,,0.0022449356287696214,-0.024791678383049246,-0.003916669962994169
TNFSF15,,-0.0009860832675858573,-0.03122604117189646,,,-0.018123522817518917,0.02008660097575552,0.03238146615238931,0.053553623975822834,-0.003059212135907852
HMGB1,0.07384224998591772,-0.052399653013777664,0.08660890182520839,-0.0017294019522098192,0.013485776288825487,0.08901649913866935,-0.007736248548000345,0.0744824671670072,-0.056900920528162195,-0.012880769030762471
ITGB3BP,-0.01794063010323257,0.006148592834716384,0.15448100122358194,-0.017177034164139918,-0.008456145283595983,0.04578155436286082,-0.0847798663295767,0.007651719269235647,0.07967221045367476,-0.021459622307857775
AANAT,,-0.01577731363254036,,0.03465022577716044,0.013259067297036289,,,,-0.03726717827523147,-0.01842364099575625
RELN,-0.051887971139391045,0.015880777767318548,-0.044862181116368714,-0.02648939870959768,0.019443034781025423,,,0.05900055468552588,,-0.004498623017859045
IL15,0.0893733935703602,0.006248902206496513,-0.02221918466050155,-0.00698123537969687,-0.023761456020693173,-0.002085560330288773,-0.036691425272465814,-0.008774142204891658,0.048630215188607016,-0.02885999110751797
UTS2,,,,,,,0.0031016586699578207,,,
BSG,-0.058647018421272394,0.017677590501902603,0.10746547257031155,-0.03518406183228988,0.012487644646371846,-0.005362997476587888,-0.014681031965603409,-0.022307578840046523,0.1219851099008639,0.08076687435489727
ADAMTS3,-0.0179351755280646,-0.031147484660676513,-0.03578867875771846,-0.010070646889815972,-0.04087913261911758,-0.035557529298165906,-0.014886002708444028,,0.040025731903523334,0.020135274272959344
CD34,0.04657731347684803,-0.010860010218750646,0.042093799637590024,0.05528042278109668,0.10671035656418798,0.08149501814918365,0.05552645401052983,0.012548984411103255,0.011873246055529866,0.04554165749679253
CCL23,,,,,,,-0.028153483237314394,,,
PLAT,-0.05226223431352467,-0.015210996951201355,0.15024057066695884,-0.023218559610834605,-0.024081964635349003,0.028126738644269133,-0.009170997768474425,-0.1171736978154301,0.056229496271329525,0.0628277276608343
NTF3,,,,,-0.009761039471470993,-0.018389321633651628,,,,
LTA,-0.009963109991221996,0.009222986872754175,,-0.011587553160305459,,,,,,
CKLF,0.05483251413856495,0.0036296252006723304,0.19695483315941129,0.030619677228979132,0.0037627641829165925,0.03913568212540301,0.03178222108997297,0.0775613954491058,0.09369220979795652,0.07835008082891927
APELA,,,,,,-0.021610322458870873,,,,
CD24,0.0753070541073446,0.04278636844610225,0.10157550119033741,0.021918288948814924,0.0371812303901425,0.042933937365176075,-0.06151914165338845,0.0009986442628807145,0.12617310857471797,-0.037409854598306556
HSP90AA1,0.04845487000453895,0.006106174896820825,-0.14971482337637182,-0.0011944672259744141,-0.0656147002907023,-0.020794664337138263,-0.06162231265398328,0.06473350677503978,-0.11702799669834724,-0.04378495034426219
BMP4,-0.025104029526364202,-0.04656350389090282,0.1536586936113768,-0.0248605201065962,0.018532456573162156,-0.049660877058714165,-0.04699135252011785,0.07425895501771834,0.06325088063600501,0.010146557953970051
SCGB3A1,,,-0.01481805172438468,,-0.015464061964657525,-0.02790266388814678,-0.034743660059060884,-0.05901937994958035,,0.09548211600904633
IGFBP4,0.014954773699510485,-0.01774032401556564,0.10552780132569577,0.036843536389912425,0.016477358572160705,0.0991381899232929,0.0167818627938828,-0.10742472999229646,0.06620392925197563,0.06971051928327028
RSPO4,-0.02088830531748783,0.028644083830140384,,-0.013477029757715937,-0.015464059702688642,,,-0.07481913083463795,,0.1531512875010109
LEFTY2,-0.0239725848405661,-0.04459354762181359,0.07380997180907829,-0.03318921640892202,-0.0002714156897935028,-0.0012584260567062295,-0.04812657700501647,,0.029355512177194877,0.05665479215723967
PF4,0.024486187638287325,-0.01358584842035752,,,,,,,,-0.01819853401967108
ANGPTL2,-0.029741613037138084,-0.017741251438033123,0.2169506371718991,0.01839852326625314,-0.03221568603419118,0.002929846220911041,0.05046813318594806,0.04949942284068568,0.03804325623845252,0.0740401472084681
LRIG2,0.02626937299501662,0.0010902419104428097,0.09173434742692514,0.028987218315590334,-0.030664771374915557,0.03508723079020267,0.030050235691798922,-0.1483097605217158,0.07153517852684056,0.02407002893811084
ICOSLG,0.055444904450038746,-0.07505816936625467,0.054956592951222495,-0.003554902305119448,-0.02934789752778119,0.023710689709914256,-0.011498407413943118,0.08496646380900755,0.02819274895392408,-0.03863266703482112
WIF1,,,-0.14023971279637568,-0.01039990465138052,-0.029100158600157123,,,,,-0.03339392110213528
NPPC,,0.061757248148243966,-0.013662056858985312,-0.02028690954289496,-0.021491258602894994,,-0.024874568682424616,-0.01848067803655621,-0.027378653417498438,0.004486109502527278
LYZ,0.02274526676074848,0.03599593314978536,0.15864712313942606,0.032842182339831424,0.0055962360254329675,0.07772086581011495,0.00169720865874284,0.002893941514111976,-0.029329460343136077,-0.004410302276124352
EREG,,,,,,0.04390068138988591,,,,-0.020951903659148004
SPTAN1,0.04983955709879711,-0.042732229561404905,-0.07636767121696594,0.04187162111018309,0.03879498105937975,0.02227843679479364,0.09878989416272832,0.08024614306634045,0.09141240553288366,0.03745613851290505
LIPC,0.05067529070187214,-0.02441478144940703,-0.01273531423463822,-0.014061061654802361,,-0.029961769513704408,-0.026376933824355863,-0.044014738103702815,0.12307720814165006,-0.028379524458254122
COL8A1,-0.003920370945643099,-0.027601593716787876,0.10447780912896758,0.021159467459764065,0.04664746449758126,-0.07139177590169589,-0.010585436270065147,0.0977787573799416,0.0672921166469867,-0.05286052028488234
GSTM2,0.010197456514296717,0.048002086525702946,-0.018789312501689814,0.02163496197677464,-0.04570674464403217,-0.035389775517899284,-0.019348321628490497,-0.030170937516857625,0.09658592939219472,-0.04362342161524546
SPX,0.005826814611364327,-0.009543231574602962,-0.02852701241746441,0.005018808490155735,0.012382951547337194,,-0.032976012410769626,,0.0017474674144489358,0.017161110103458825
MFGE8,-0.04138006972792886,0.012733722295474838,0.09305046265279768,0.006023190779967204,0.011465102613328929,0.05651380844091629,0.031318691852800395,-0.00044856185181583216,0.03981635645610279,0.013145302824389438
TGFA,-0.012652251135041063,-0.029613000343007116,0.12626685472057234,0.02729441352987666,0.06711155080036862,-0.03229378255282614,0.08758001259937412,-0.04388529476246107,0.05918956385612174,0.042268884280527476
SLIT2,-0.04988973592614047,0.06487435613940257,0.02676845994185654,-0.026650321622899938,0.028200359822984137,0.022064939057713135,0.041070244478242084,-0.07365453409065756,-0.00734740061836236,-0.05022355872931681
PLTP,-0.04086412500447001,0.027768225143857617,0.07538566366994112,0.05304825257087325,0.044013103398255315,0.06336539886601107,-0.007127352147680966,0.037587492034752965,0.08485034810633886,0.10166298753826751
APOD,-0.02353607987063395,-0.021585913833460174,-0.026924672796432892,0.02291943857124931,-0.015657820511752837,0.04111827044781614,-0.037699693169065046,0.02015639007462134,-0.21597069024615984,0.05286981541573875
B2M,-0.004752535098829045,-0.05486988802895754,0.11691284531448816,0.03835993028321493,0.07055091708230227,0.0312060627041769,-0.06825791855223955,0.010871695204786078,-0.0664857393654136,0.05166840291139431
OMG,-0.013132342077100595,-0.005147753338515694,-0.033926807739147705,0.021123716224690593,-0.0024680157379505744,0.08589375519671774,-0.058651995053904456,0.1348567501583002,-0.1446912231604562,-0.004222843860405571
CXCL3,0.025576083735592912,0.010992891581937893,,-0.03825780705136191,0.0006730528975014613,0.07020000599650394,-0.025635737515595926,,,0.017620607984471733
CXCL10,-0.005480644604270889,-0.04130458838508505,-0.004323583023135714,0.050028448635942246,0.020555848322823436,-0.020678107898193573,-0.0647327443408161,0.034360959834869795,-0.04821849680774968,-0.00738462922275859
RSPO3,,-0.015777312466775512,-0.0074303406242999664,-0.020355016207720004,0.033524122988483486,,,,,0.008698952658569348
CORT,0.030083927032931296,-0.026806695839968784,-0.00649476330502232,-0.038995141814607455,-0.005954491083884163,,,,,
NCAN,0.06304486241968622,-0.00759297824451487,0.08342541561331922,-0.040316890023859873,-0.04116885328480106,,0.03972697138078373,-0.06079612055263543,0.025367586002191588,0.07510690682242799
PRG4,,0.05951410123233827,,0.01441863816455852,,,,,,-0.025329880036902078
ZG16B,0.026712551748330017,-0.0020487368884755464,,-0.009207362886350112,,0.06037177008947022,,,-0.005665245325179123,0.04968197122863497
TGM2,0.005265855724668846,0.034920673688469836,-0.011338032990604338,0.0037125863702133412,-0.027324992039557523,0.031309236120252874,-0.08221036174072961,-0.04392429995415512,-0.058927036271712446,-0.003917875320937501
VEGFC,0.046516791574942006,-0.006910555192349346,-0.004207338052610334,-0.024793156636533472,0.012409450156318768,0.01916595088995044,0.03511582585305189,-0.053368334826489845,0.14567262382118215,0.00020141823793451075
WNT6,-0.02397258546971468,-0.021537426887121857,-0.022790037245086773,-0.020490657698756486,,-0.030228173593100836,,,-0.03939862772726726,-0.0160422059844778
NRG4,,-0.018951260702399306,0.11828010239542065,-0.017688834909469545,-9.797430452227901e-05,,,-0.07059093363070984,,-0.024125017264283226
PMCH,,0.020012267786331913,,-0.013477029107303687,,,,,,0.0016010133436685072
COL9A1,-0.00581049135068789,-0.004611140875131997,0.23020312040439328,-0.01360213565903402,0.039420182526188584,,0.056958718422458116,0.04946997666264912,-0.017645733711194014,0.08781696621026869
GDF11,-0.010883708487906093,0.0009690669450875847,0.1236247347300106,-0.013256324859949141,0.000869996394209054,0.008769318168852016,0.03628229666263902,0.10709455682240841,0.046923821704910315,0.05434669064422763
IL24,,,,,,-0.01704677840366943,,,,-0.026970966741557755
SORBS1,-0.03545765744791883,-0.011208007556314408,-0.0356012588621932,-0.0016098707223106106,-0.005637592860765052,-0.001244510970816157,0.11222522659427318,-0.0060882746691590635,0.030095322875405606,-0.02400163090936553
DLL1,0.02914684771001128,0.046348026749378386,0.10775157096708322,-0.017345187364580895,0.031976004558136144,0.08713139337186031,-0.026853800494246634,-0.04386671482490151,0.06143382971382071,-0.02309272938473837
TLN1,0.0373360324519967,-0.002586671358152231,0.14298161753584007,0.01271760755502841,5.759601432214774e-05,0.018613237696837617,-0.0349563148118158,-0.007111907933560559,-0.0054277523022242926,0.08649754207333776
COL2A1,,,0.09367541634694568,,,,,,,-0.021735345657261852
SHH,,0.05527893093753601,0.028103069073578655,-0.002226055966972312,0.013810390053887286,,-0.07097029306756973,,,-0.04395845570270094
