,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.02625002258944377,,,,,,,,,,,-0.03549128472422725,,0.060557198807499185,
BMP1,0.010199380231967509,0.07668652423068267,0.12189399568011343,0.0035173066132555917,0.011038618366680799,0.06349014182779975,0.15338000623659734,0.07450751162634657,0.000548556366497044,0.09198452708279148,0.11618185761575331,0.0216097341871088,-0.048089014549282855,-0.04080106291904912,0.02077944765209012,0.04600011577975075,-0.03049179779900759,0.09609929042292728,0.09210961426364746,0.03575425546841714,0.1670470787736402
NDP,0.05765929278275713,0.03246988451610262,0.029051544745204466,0.024212110905764455,-0.02021886110329808,0.06990232620763522,-0.041227938660347706,-0.019735521786133324,-0.007601091331428797,0.05061328151157523,0.060674097984730946,0.05731772794651347,-0.03306092888063586,0.07408739503790056,0.010443781208515485,0.017311259269525703,0.11783030751154648,-0.0450792321428042,-0.11057029475442458,0.17060096365236468,0.01314187688975487
TNFSF18,-0.01634294409874324,0.07947682365980806,,,,-0.014612400282276443,-0.003035439411725705,0.075065530109459,,,,0.04158714977441515,,-0.07800296481938303,,,,-0.036601535478131414,,0.04272716859129451,0.10229577750511733
IL36G,,,,,,,,,,,-0.029722041910990173,,,,,,,,,,
RTN4,-0.034663089237598886,0.05165968531735359,0.0847487678102103,0.05099407687799302,0.028397904085420606,-0.12609310489023484,-0.1905644187543166,-0.019714714899738923,0.031794916369971074,0.009718853775519645,-0.06541979397022897,-0.11732739344801608,-0.07924573996081104,0.0650500080212362,-0.07898755550738082,0.06373738881171379,-0.08921434448013468,-0.09007595374525386,0.1010175934960188,0.08094142210834529,-0.23695349146548814
HEBP1,0.0048608934314310235,0.06101237173990531,0.08186277887255689,-0.032969325273482966,0.028141479292186546,0.06965188899627785,0.08256995507880036,0.015235899181579067,0.04237590263143106,-0.011403609555175363,-0.0019880974933785805,0.018402970637451322,0.09514347868049738,-0.0329771793860309,-0.02955725276337774,0.009767252242243665,0.07951861163140955,0.005930735655136812,0.013027178487817434,0.10116964943689594,0.0167694543813051
WNT7B,0.027664866164033325,0.01812834308373547,0.08467824273100447,-0.003389316900711804,-0.0840981553374271,-0.05662309040507676,-0.09911050448464215,-0.017226330776431743,-0.017542924262686294,0.0408420371828733,-0.032667949269883576,-0.0250915228253786,-0.0425759007502196,,0.009295972996253803,-0.030194922717427956,0.05647769630820276,0.035375726207371595,0.02799237414246985,0.07149710476125488,0.06752909808876724
PTMA,-0.07074748315464367,0.06934028230203207,0.05284010199985057,0.03356917911065068,0.0019200930992187728,0.1624758681160375,-0.10350909900216279,0.007271017304814035,-0.05513414360850227,0.16566928957460952,0.09227141871284796,-0.08261427876666962,-0.00909870320871162,-0.13695184928888843,-0.1603396019491905,-0.09585840046321868,-0.00903213069928504,-0.10197220105581294,0.15367661566136454,-0.14579772875958913,0.09674563636119718
FASLG,,,,,,,,,,,,,,,,,,,,0.005902843295435291,
CEACAM1,,0.010853134797320774,,-0.05732917901697362,-0.03078876217072602,,0.07717622171129428,-0.006948951548645832,,,,,0.007974381272496498,0.07563145805417026,-0.05770067208816383,0.01927087644416731,-0.00311130615438749,0.07079298802983179,-0.05689981523590808,-0.002053062186823432,
PDAP1,0.07263101387362579,0.03514130082341128,-0.0402285792753915,-0.02686271076633337,0.020920796271158382,0.08891032127429999,0.1791899332251172,0.034998599221640954,0.0006079388092357316,0.1304860532893613,0.06188230169203324,-0.00578308145923315,0.03326937244360691,0.027572366858344872,-0.0050125547143127416,-0.004108780615112544,-0.030218395607495237,0.05263499567175788,0.04400172817709903,0.07061987101835668,0.03216683192289088
QDPR,0.0691783398701831,0.0300054495865372,0.09663528473101307,-0.018852331144728465,-0.012640334090340601,-0.0025297392213944146,-0.1577827125463729,-0.002434189838023583,0.008841372527644444,0.043193083499541374,-0.00858752688891004,0.055126946970936036,-0.07402048863516981,-0.016160406688425347,-0.06421940746954737,-0.030536391714575697,0.08460051201198192,-0.039497519345119594,-0.062355313046425026,0.15789736683996877,-0.22618017469810425
POMC,0.033215776352929535,0.025879288355984183,,0.002953903186107453,-0.017927058051539716,-0.029008349085180744,-0.02091392713796071,-0.027686981763794583,0.016017273688149564,0.09325846753395736,0.00496607076623935,-0.001592786924407459,0.156844314191821,0.07373362743888501,0.0638164731550794,0.06239242489806998,0.026081856438314822,0.0005373986173611373,-0.04014998156047748,0.07132286717605686,0.001563520991616226
CCL18,-0.058023740522500845,-0.02047605497689272,,,,,,,,0.024390089503310473,,,-0.022779746053774017,,-0.0409107252005615,-0.004483333468163554,0.10150998597155804,,-0.039222616622677405,,
