,UKF248,UKF260,UKF269,UKF334,ZH881T1
IGFL3,,,-0.014513723234040956,,
BMP1,0.012940348330961101,0.044398853499491915,0.02411005990417695,0.09021197217286275,-0.04248456551484639
NDP,-0.012966384630115806,-0.02150938397415267,0.03814873463317748,0.04189858381188696,0.03243158826621694
TNFSF18,-0.02410261125239755,,-0.002968189884599735,,
IL36G,,,,0.0015607109471469868,
RTN4,0.050872774957678925,-0.04863013971222454,-0.029818447918322888,-0.04531675028545433,0.016926031612419228
HEBP1,0.05053161793161511,0.04521505685322261,0.050661146919107586,-0.00014690545346049752,-0.013569159789543313
WNT7B,0.011900260295548219,-0.023261078308093285,-0.0017015509134985104,-0.019186637014170404,0.003909655466966893
PTMA,0.04843832675214229,-0.0004371510659203103,-0.024713624703323493,-0.002111615562880167,-0.09854599625527255
CEACAM1,0.006444413558508166,-0.018762221336931652,0.02943387694471072,,-0.01668874883916971
PDAP1,0.01653380923035376,-0.04602590474823408,0.06432705391753164,0.05356688049814811,-0.06529435246073977
QDPR,-0.04327257701291799,-0.007258166646900028,-0.05517692127967749,-0.008848078273077,0.03126081593612779
POMC,-0.01594598614472136,0.003567784850555819,-0.03655991688631696,0.0077657647092388895,0.00044212963631969505
CCL18,-0.019143683642050206,,,,-0.04486876405010469
CCL17,,,,-0.01594695165774181,
VEGFD,-0.0191436897210664,0.06239843259118306,0.04152364542246103,-0.017090842021905892,
TNFSF13,-0.014446442580916376,,,,0.08002712952427417
WNT5A,0.03165763160690358,0.04499812622765099,0.0485967172691706,0.02916053083627608,0.055906587617824396
CXCL8,-0.023674841016019015,-0.04063748666843507,-0.012565125106727497,-0.024843731453564548,-0.035041781757846606
GRN,-0.020700426766967064,-0.08393956718154359,0.04091059754345838,0.038359520802037826,-0.018946353323453357
MIA,-0.018483883004332482,-0.009628822168897782,0.02757747216021887,-0.02340669138059263,-0.032380377166549366
COL4A4,0.0367631971536748,0.025754169948726695,-0.01430219696361462,0.054599240794875235,0.0012469021972067583
TAC1,0.07594960547655004,0.01270836711616953,-0.04161445180794528,-0.040238647987924696,-0.01574862997940466
RARRES2,-0.008907842410169911,8.105235656596586e-05,0.06486653015760463,-0.012924638645002878,0.014595420063986118
FGF7,,-0.03437023799696711,-0.019911801440793523,-0.041648370812625006,0.0102775307569329
HBEGF,-0.04235700691502966,-0.0091755500899609,-0.03469172228799606,0.016840489937819524,-0.03819246502629764
CSF3,,-0.03273625109696566,0.010313910389133638,,-0.023925601121776528
PI3,-0.0035511735749135377,0.033117822327334887,0.02791830495820525,,-0.07393918830551065
PCSK1N,-0.016584701213894538,0.02314691137171753,-0.021913563702923435,0.005188975853639196,0.02244950714232048
NTS,,0.018142100687063203,-0.018598371131967537,,0.07374879453059607
SFRP1,-0.06385614735061687,-0.0204785614434804,0.01777568763732478,-0.03710230486164314,0.004403967786401944
CXCL13,,-0.02029451591366527,,,-0.017705132730159154
MICA,-0.02746683479903116,-0.0601922603991052,0.04906637073573876,0.021919301433532705,-0.021223526835126183
TG,0.06251818977875129,0.01461269940139803,-0.018262305288890914,-0.010222302309944411,-0.01969113737790536
ADA,-0.02808479488905255,0.09692815187766923,0.07203845726014825,-0.01891753746275491,-0.006146299891247878
