,MGH258,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
WNT5A,0.0616964637690213,0.005269864822603175,-0.014720286446862846,-0.0030277722144407874,-0.011311199595820413,0.07406919763599902,0.06982229461266293,0.09221783069241087,-0.0016639760198406996,0.08103369092798887,0.018328394249272933,-0.005722129690710688,0.019852770457543367,0.02484024933776908,0.09528843936050936,0.006931113167281486,0.010553269060749038
CXCL8,,-0.004595307432058501,-0.01773118559804074,-0.05497900318348956,-0.012632341944055289,0.03852340947749605,-0.011229236006308548,0.005962964459667162,-0.011272852032090854,0.0011558824494103056,0.016970105571008403,-0.022314223566390817,-0.04955145864086404,-0.05715394563173639,-0.08952058696886472,-0.03421093864447551,-0.026519558071242684
GRN,0.031858366503881894,0.019568587385138017,-0.0006156079822733845,0.02585485016039958,0.025360152124839372,0.013375990890577193,0.05468416711263103,0.029796850823977653,-0.05421058355907564,0.016401342800971372,-0.005819487226605351,0.021357677785857055,0.07206980860959124,0.0766741086517527,0.07175121793106526,0.02594267028100423,0.10238823845541803
MIA,0.02009937913295644,-0.0038293270005486783,-0.016840959712239822,0.12826976073816057,-0.020022227637046634,0.019143079570989218,0.04845406348781802,0.060251989291240836,-0.013767071019997586,-0.024401685068398054,0.0590995366156877,-0.06402537957013202,0.03208862723013124,0.08224882617985646,-0.014209827730541403,-0.0026893508185840084,-0.007878100366661762
COL4A4,-0.01938332283601822,0.09847741849103551,0.041581735021881845,-0.01986098411870664,0.05306863303405547,0.19444211192803385,-0.015306909863337876,0.05079050010388708,0.12738127632374824,,-0.017627932271746753,-0.03445169335143558,-0.014260305897580292,0.007460348248455376,0.052519992924123945,-0.008713344229872832,-0.005486402762588576
TAC1,-0.016736850531930463,-0.01708034404200714,-0.040714864420725465,0.01548839235331611,0.004934248193039781,-0.05358554222946389,-0.06658192218896848,-0.009811090403605352,-0.0623615093901477,,-0.031240385198943597,,,,,-0.02814353868482655,0.1271399444066644
RARRES2,-0.011449747506744802,-0.0623445441593221,-0.03648694968592482,0.05268593292253579,0.025429447173773174,-0.013941455769472496,0.07409649718301305,0.00976916704018317,-0.03879345793584295,-0.06989820476331635,0.08327269314714425,0.01706902103719017,-0.03664631465386854,-0.024799423693529884,-0.0015016173447213285,-0.009464887053770679,-0.0010148897462478742
FGF7,-0.036340878294167746,,0.04074072378776808,-0.014627746087370445,0.01966767553681298,0.05560480642199777,0.042319472155896376,-0.031580203794410296,0.009324094722304853,0.05228843751143388,-0.006571936640105647,0.010543639692352681,0.07007827761873316,0.0292882702966257,-0.014627027360759286,-0.012762412348716346,0.0007856336556120499
EFNA2,,,,,,,,,,,,,,,-0.017900754477388977,,
HBEGF,-0.02601854960650158,0.05445987599289479,0.07880464213436209,-0.012055166792876075,-0.055425261744131524,0.02477924259059638,0.06663862309286722,0.031288671504251575,0.045225202271226804,0.1346794974373911,0.006852092927245568,0.009929357981514534,0.045279414928991985,-0.00023911034347303884,-0.01035222704468007,0.0101122866372162,0.07213615517490354
CSF3,,,,-0.03122161159646613,-0.0064514188449313475,,0.05531125281442434,,,-0.013030449870196874,,,,-0.00573512875577369,-0.07450319814270616,-0.027153813235265677,-0.01590007992205649
PI3,,-0.007543401767061599,,-0.019367989563037393,0.004647085043090248,,0.06743165805632537,,,,,,,-0.057676565513981766,-0.005444663951965729,-0.04789417594155002,-0.0345455913869189
PCSK1N,0.04806009537550776,-0.0005939530715767444,-0.015871987411261623,0.03004810263645156,0.034550868973993246,-0.02111764617836711,-0.02369996829188152,0.009521499567986796,-0.010161880746313722,0.12113294205466128,0.00012672878667284294,0.011094355065536805,0.011577966843187806,-0.017133828220777962,0.0052755623961422355,0.08311276461765739,-0.041159322311978226
NTS,,,,,,0.018783400610239014,-0.019904885329588114,0.028619339854664024,0.013297738009107416,,,,,-0.03945703519441296,-0.021808672422239734,0.08291173188129652,0.04501931107062771
SFRP1,-0.0044476795260117025,0.031279492107125224,0.09069799703134422,,0.016005553888001987,0.11153549986658763,-0.0035487397326326884,-0.020108463273645946,0.017838597870493956,0.13948151632288464,0.00272283249952313,-0.03319262552635542,0.11922251397921536,0.0036411570803490095,0.015052781765456864,-0.008037238922345534,0.031181723077581568
CXCL13,,,0.05488005622844254,-0.00042168277225290224,,,,,,-0.001773848025339438,,,,0.021027989729710598,-0.04599214122143192,0.036788371151660754,
MICA,0.003978879421367348,-0.041410081356444625,0.054370914451991645,0.03210298169811964,-0.012166434392210903,0.0362910462095922,0.010746776474604047,-0.024423527200481913,0.012975337770740818,0.01367622533639891,0.012639358819711262,0.05212477547441694,0.003239654355313,0.06461759255302948,0.11466711337368006,0.021254962859693628,0.029712770843784604
TG,-0.01938331846791179,-0.03364741454406773,5.048666477081837e-05,,0.04932643940276901,-0.02206020502405075,0.020003940272432016,-0.0021973929153958757,-0.011943159954413399,0.07511429415601696,-0.01859779291725852,-0.01733583429341189,0.03324793356881604,0.05608635574139462,-0.026859764134115158,-0.030511873539119983,-0.03100818866708867
ADA,-0.032511624335614143,0.004896604916852966,0.001354737292845343,-0.017782742181404326,-0.01721478342311978,0.051936284267619016,0.0640933285254582,-0.0131633356236952,0.05607653702963447,0.11801949956981396,0.026451869155225755,-0.028197116893524773,0.00870101104697186,0.08188831125024965,0.07412365058280337,0.01958236617637874,0.08206095530120014
LAMC3,0.06149987301335115,0.047476050906776555,-0.03196993603971898,-0.02168729783541911,0.0093109663299272,0.09697880043081082,0.07256379958257245,-0.042977744218186176,0.01884806079750504,0.0041344226084082825,-0.016195478095556923,-0.0018557225227752358,0.06751863952437455,0.09243577494594607,0.0709175662177407,0.025260381865564896,0.09859606159032157
CCL7,,-0.01359104463301799,,,-0.02143405051399945,,,,,,,,,-0.008357429105926451,,,-0.016661742488992683
NGF,,0.06743035145074824,,,-0.00015439178384953208,-0.02105135251547931,,,,0.03170895670074256,,0.026052024886820846,-0.0418233519885172,0.016624060113214146,0.0757811535614792,0.04890538034235598,0.08031278461538398
TNFSF15,,,,,0.0016739573680885828,0.0914192153435066,,,,0.0724178757853726,,-0.04950921942807136,-0.008761291372715668,-0.006491679384131973,,-0.023021866192211086,0.04648374243794922
HMGB1,0.07583834974991233,0.0472918284826373,0.03681879740623459,0.042721362844418104,0.028612145486454875,0.0567253733154583,-0.003829647920741818,-0.03387973058147255,-0.009519547823980724,0.09986710402210823,0.03432234662640783,0.02810403650795512,-0.10527144412054254,0.024794228782180634,0.03731946577460668,0.004552836832481065,-0.02056888287013175
ITGB3BP,-0.10657680595372475,0.032731480855701295,0.017992786769292484,-0.0020361772905845023,-0.008153193527635327,0.07613744310733749,0.03707065437017772,-0.0004836317680865391,0.016723928854821553,0.06556888884969717,0.037792627113775554,-0.0024763813417502385,0.06746004049776719,0.07206827506126788,0.019336801691200407,-0.04341770538095755,0.028867945872517398
AANAT,,-0.019718538029432815,,,-0.021717317119272408,,-0.014607801496611414,0.0038630028714071196,-0.013767071785757227,,-0.016607734287803457,,-0.029312869165896212,-0.002953025095597111,0.042706956527910414,,-0.017628818384308596
RELN,-0.016069284903390536,0.06632414208122554,0.015730734214372346,0.06811067052028807,0.0029229182618264312,0.012876098463457856,-0.02309814968162591,-0.006047947107017854,0.010986854824295463,,-0.01838619532893565,-0.032378174996647385,,,,-0.027807919426957647,
IL15,-0.00436299194943796,-0.006397721425267333,0.005804685518678966,,-0.004013237982754422,-0.018188140562381203,-0.038103098921026805,-0.021071056910922245,0.08338203632161341,0.008554462723496093,-0.015402905954945513,0.009560737518633875,0.01025581177158577,-0.018132453706330653,0.037232404105900445,-0.014196492088317497,0.019347672169529304
UTS2,,,,,,,0.013919964406010574,,,,,,,0.004154282834642042,,,
BSG,0.013232541808050467,0.0016211649491575304,0.013368910445027674,0.038080853255964144,-0.015773660860405565,0.05848079827450428,0.01854762713703068,0.0030809518020630997,-0.012089076833948418,-0.001529138066937218,-0.011878585715086768,0.13586847489299153,0.08825708574994381,0.012118267965960805,-0.009505731495455418,-0.03722115776314314,0.05007517349248717
ADAMTS3,-0.04828582021979118,0.006215110561416644,0.00040415095559446254,,-0.029472781870187703,0.02210299081936615,0.13452922506647003,0.05999512090892664,0.013858671227061551,0.037917749006846094,-0.02559465852716789,,0.0044782912548833,-0.024055907396740833,0.040576690166721524,0.006395871877822169,0.021261239282316203
CD34,-0.018958894711365592,0.07180039837468996,0.054154538131504955,-0.018980880267969246,-0.05291008695445506,0.050063838359956495,0.03331643761753153,0.07165513687165641,0.12252727822722342,0.10717331284742526,-0.016261974092693223,0.007716513911435951,0.058371511190035495,0.08190597285357427,0.060296542553298846,0.02307119467618027,0.131894967661559
CCL23,,,,,,,-0.016621359267279995,,,,,,,,,,
PLAT,0.03043762817231427,0.053067552218287156,0.03007212102845251,-0.0432780267366609,0.010141472011018693,0.07564261535485325,0.07701488495817492,0.008885975092140433,-0.0030567880683638675,-0.010320371347805063,-0.03457494549178985,-0.040064310753714784,0.10429416468977333,0.04127310538746656,0.08013806311400352,-0.03429176050772727,0.10058209464831512
NTF3,,,,,,,,,0.07073844074729001,0.03920414637579674,,,,-0.0017539496215086571,0.037667742080776216,0.011292309357991828,
LTA,,,-0.013221176556206722,,-0.017194455939924178,,,0.03010087723919167,,,-0.015402907856287413,,,,,,-0.023725732818587194
CKLF,0.006685207354353082,0.02935472633964882,-0.021002479693711225,0.03395506813953926,-0.03242525984907171,0.05215130336586281,0.029415948569457707,0.01260818998386671,-0.02743910655572516,0.08019227035524593,0.05973458839942162,-0.057336226797882,0.047924749708989835,0.11664375861469155,0.07727612316040235,0.04057573171567714,-0.042623973157228316
APELA,,,,,,,,,,0.03033676332588429,,,,,,,
CD24,-0.0012403683631666417,-0.00802392926692026,0.04125782374645165,-0.01664461547669599,0.04683528172843648,0.05327957388078917,0.1081741783087599,0.018678923644898555,0.014426214417697395,0.10257922957953855,0.05319460302113489,0.09347653682378415,0.10429765542366981,-0.02926521727416743,-0.03174488457398199,0.0018139146494208591,-0.028218749976948603
HSP90AA1,0.03873081576348492,-0.0785615700508612,-0.013687287245390513,-0.051310922116870675,-0.025654340361547463,-0.04054482114847489,-0.11595243804149544,0.06554753390122695,-0.020435992759106736,-0.003254517838557825,-0.011323030536735668,-0.02023658527925904,-0.06385765921125927,-0.11698243563581737,-0.08371997772383932,0.003112394088942726,-0.05504053021339662
BMP4,0.1447021761852717,0.025323038291815935,0.008720238223592552,-0.007007613064762622,-0.005479386534465595,0.03465528882465206,-0.026196131095272492,0.05603762718432622,-0.025180318878367813,-0.053532138800267845,-0.013124868374045386,-0.08436283217804338,0.09732545921680366,0.039899286065931294,0.06962655669788684,0.05409425760888181,0.08878371256411711
SCGB3A1,,-0.013591043273931685,,-0.000913752926533165,,0.07043274026165011,,,0.03820092332265411,0.03911416285610961,-0.010747945407180028,0.03964883874331986,,0.11701160583822265,0.01684467862353014,-0.015373363727075826,0.04029798752887733
IGFBP4,-0.08123757750049777,0.01818084353085183,-0.037736886385104376,-0.0028253033422449433,-0.018859968197462818,0.08172568433451795,0.0903542790241899,0.07280396767412886,-0.032747788334397454,0.07711509991007029,0.0556273841179491,0.08521844209829475,-0.024393143263183745,0.07516420295651198,0.03178595690966524,0.06329566528804512,0.13118357531850883
RSPO4,,,-0.0057524971174718244,,0.001634607117425366,,,0.03343259765570176,-0.011612658004126036,,-0.005375620116858081,0.054030354019438315,,,,-0.03219742900333522,-0.0054204225145163005
LEFTY2,-0.019191670202714155,0.058414851444069577,-0.013383552719984752,-0.016730143905285107,0.008606851343079439,0.011261838654494014,0.10865392721679598,0.06781295938646377,0.009544451635171576,-0.019463762798055086,-0.019014717734544148,,-0.037459362533250905,-0.021518584233670986,0.05792129980166115,-0.00016368145292798675,0.13061332106542003
PF4,,-0.014098525715138633,-0.012026457023707748,,-0.018700786797490036,,,,,,,,,,-0.016407280805494105,,-0.02372572732827664
ANGPTL2,0.0056493504064098424,0.04341372640684226,0.012173264722628448,0.020719686991801857,-0.03419639409327031,0.08469651130495169,0.06669865173885453,0.05255589893669522,0.021548422103466833,-0.022121983376966657,0.00107169353135492,0.12736445030493682,0.0014001788374815582,0.09562015402702884,0.06273529770577896,-0.04610396676283494,0.05951520966629903
LRIG2,-0.004790071245380704,0.015756872177813335,-0.024029234525568013,0.046299257125195406,0.0021851906363819277,0.09769866254134332,0.08181374615803755,0.0013002580683345907,0.009737261654710073,0.021568273946037265,0.01567143216542551,-0.02077721879084179,0.07206721965662591,0.058347823784067464,0.05412192788016201,0.01784456769730766,0.021872915362695648
ICOSLG,-0.006495084057796358,0.041990966138874944,0.005345648931234261,-0.011642941178602173,0.01732688314398016,0.1055163081948379,0.020345523350603956,0.08662699356197348,-0.00918917261276852,0.04862673685475525,-0.042440287356425896,0.020081825218644888,0.016883202851738482,-0.007209504319146159,0.05162385673592556,-0.05833614129079662,0.03802094274327533
WIF1,,-0.02536800864600206,,-0.054117829810470655,,-0.10068400755324179,-0.02647115722615421,-0.019056322419986723,0.005201920095236509,,-0.0378508213645093,,,,,-0.0035019936523850164,
NPPC,-0.0005616617853450573,-0.04216305661891363,,0.06612857228715435,-0.029009532057093022,0.037702383205513695,0.038163188652099805,0.0006742681186737979,-0.01613875276168649,,0.0719042365933811,-0.017073809374652978,-0.035099109242309495,-0.012891178956046806,-0.031043675228191462,-0.03335830319332334,
LYZ,-0.005871777535498161,0.014778744214361771,-0.025613474044651804,0.008342090116041489,-0.025242015279857834,-0.0065920937786238315,0.015706423370578062,-0.03806369360445503,0.026686262714996575,0.00416530053985618,-0.035161251091141175,-0.009671478875375937,0.030229418197718398,0.09886727572814666,0.049719355652963884,-0.008497383524951461,0.0019855760992938233
EREG,,,,-0.042084433238318494,,,,,,-0.0227598326947925,,,,-0.025187428200592183,-0.021011541387604995,-0.04010244067457628,-0.03583134400856817
SPTAN1,0.03426986377698367,0.003910415660304347,0.0017422600853831663,0.051419123682804095,-0.003463392930840785,-0.034206204308860094,0.04803900498744428,0.035643645517368656,0.028838955939629818,0.04691103704937907,-0.06311985719875066,0.0658867208632911,0.06958905032657915,-0.030931439865756638,0.04703741117316838,0.009727509007100411,0.04368994881769688
PTH2,,,,,,,,,,,,,,,,0.017673526438509758,
LIPC,-0.024816450016364587,0.0029548307535762516,-0.018100460569545656,,0.029263206424740774,-0.028205142329690135,-0.03820650019089833,0.0736615188959598,,-0.001229657975542683,0.05987627270049179,-0.05390730368258774,0.018552851640094382,,,,0.025435943104368048
COL8A1,-0.018310157621945957,0.08450697948395246,-0.032233296084722106,0.026815867985860956,-0.02344667426928458,0.0454395226681706,0.1059514999438911,-0.029113709581592588,-0.005865512002393172,-0.0934737023378257,0.05167833398735039,0.04381862159115267,-0.010502600427522393,0.05676112297057515,-0.0031591101656764033,-0.030482911566168423,0.016004291083521555
GSTM2,-0.03626319571633737,-0.009154661855899053,-0.014136845979606927,0.05631348410794318,-0.05732266951759297,-0.015380521926114943,0.07031690789947292,-0.012609689848251076,-0.03432325044249423,0.073078676357158,-0.03466596329057431,-0.013125003273209677,-0.04344001895736578,0.033299047723994425,0.10797972656291999,0.024971565676716826,0.001252685456956803
SPX,-0.04968927941721106,0.02564415020884163,0.026406778353474828,,-0.04914680420930968,-0.03296488607981076,-0.021060622956056492,-0.045770022936806015,0.04762178020633288,,-0.03413704527108536,,-0.043720694988577544,0.009681485866106041,-0.000471716028356679,-0.023305818593397226,-0.03241932436049114
MFGE8,0.02570691053769913,0.02927824994938021,-0.02719604817831116,-0.05868097824915923,-0.011765679902139578,0.030087380597754298,0.034955914441896496,0.00996331227992241,0.0019456114228011386,-0.039220979880630384,0.012827406020302674,-0.018618672384837477,0.05288690115161295,-0.0031674950195774675,0.02619800331159819,0.03327135406006538,0.10755185509891141
TGFA,-0.0021183451723786493,0.05432647295822087,0.01330686696466717,0.0063656222743740665,-0.01725551196604713,0.07697360186875397,0.05901669583063784,0.0035947716762561575,-0.01278951139573645,0.019715184285349713,0.1046916930518368,-0.047945563773619394,0.001918831531183134,0.07503969858765538,-0.014473122391036685,0.0029806684330679766,0.013345893373580518
SLIT2,-0.019948245492187468,0.0007595074294505179,0.014943550340317998,-0.02480501855086378,0.02606837671957149,-0.008283722120042377,-0.048539486662455285,-0.028852668045661986,0.020712056650297524,0.0788811263264193,-0.03464705904878072,-0.009747392603434192,-0.002924193713955145,-0.017375139643959862,-0.03352982192491786,0.05919333955229817,0.010349408334070878
PLTP,0.043304901068597586,0.01683934206795744,-0.06279431939893435,0.03640886595763153,-0.015514036504803723,0.018403583805667298,0.09546434106835455,0.021830678370982202,0.020573491162083478,0.06161742610685838,0.04978775567854627,0.005304078534398692,0.0738463018851398,0.0892951615109418,0.08957241859461966,0.04602919175070028,0.04202210129847955
APOD,-0.04092340775937542,0.014806583358112909,-0.03507144427855956,0.06539131639026635,0.025969281695179185,0.009932131535334595,-0.0953689586916502,0.02803937507340725,-0.05292097486317249,0.13875448370526544,-0.04509138122141404,-0.05283530436771793,-0.08836218046046794,0.06857138024477537,0.020199191915574587,-0.01118990979105478,-0.003215918131926281
B2M,-0.04215459968256107,0.06890022542430542,0.00327095223719701,-0.030190839086948265,-0.01333673761956515,0.0677305448848729,0.08976632995382446,0.029702536482744294,-0.008964390413593306,0.09472550441653067,0.06649931780636498,0.025232812474554233,0.029395664303255208,0.16411713519296758,0.1277280181661353,-0.0012420371862216695,0.09169143311499629
OMG,0.014086524372814508,-0.0159732632454743,-0.05224986930298307,0.05625001800630467,0.0440419802631712,-0.012567847725312619,-0.05244290610872572,0.043210504061670665,-0.0023599996605345908,-0.014413927097023637,-0.015937306136320044,0.06373756332726171,-0.012807091958393595,0.05728666221029447,0.038324662051324565,-0.03253978624072161,0.017467924509571957
CXCL3,-0.015609447839113796,-0.034815884792904477,-0.024725251104319338,-0.058785996204630424,0.07484740569794522,,0.10049750985040712,-0.023471562231350936,-0.01242308941922848,0.08087003769697602,0.04850636343757715,,,-0.016894149414240327,0.03182502329854423,0.025209587000941214,0.017156457473641796
CXCL10,-0.022416426531502397,0.04144513756150189,-0.0064865031803443,,-0.005686009829026202,0.03499362866817578,0.057591050188088196,0.0666902966302258,0.04367274640093036,-0.01964045225211341,-0.01762793338539801,0.011821786892403173,0.09938126125772707,0.0070138756542459935,0.051036536678492034,0.035786871407234085,0.035189564819811954
RSPO3,,-0.01846170540894086,,0.23969192856450677,0.08537700117463777,-0.032376954680532324,-0.02398678462699458,0.02709093721198893,-0.01118620834742664,,-0.011591848850226277,,,-2.1233812661968777e-05,-0.000129616407102245,0.07400397122102718,-0.01690841058155927
CORT,-0.01938332252401052,-0.04030230285392662,-0.021478490673849212,-0.004170797086687938,0.04418746707975725,-0.04184537471499919,-0.04151450489515718,0.050067175783200045,0.02899125275316685,,-0.030752815025998113,,,-0.02890477485597544,0.07833538079899469,0.0303175371257018,
NCAN,-0.030947026110501055,0.04449892244410877,0.010910282008463062,0.020804591352903194,-0.03178508748422412,0.039163368560122085,0.0074176994024134114,-0.00160697038089026,0.011649635703331362,,-0.00607959499000658,-0.02257174450798807,0.02617619089069165,0.058249721204980634,0.057874075270074536,-0.006356372294821349,-0.0251188989490266
PRG4,,-0.020439308010544423,,-0.0060510350398969015,0.03189207759968214,,0.016251819689507823,-0.012957584442275552,,,0.011437706625425153,,,-0.027764368197675384,-0.025334478887945367,0.06095043230173574,-0.027069250365922264
ZG16B,,0.051744328123892964,-0.014471886384454293,,0.012139234784578845,,-0.02243434781730683,-0.016871161965587474,,0.004190914765674001,,,-0.03258609681777129,,,,-0.021082968314066475
TGM2,0.052325475683827276,-0.028499955969904067,0.005551145107401792,-0.07102158477598089,0.02046782356088345,0.012347483877252034,0.006712880814971906,-0.01307529698056087,-0.0008473405484030215,0.03517857734183219,-0.009212254560500954,0.024151585264657636,-0.014153033751561355,0.06677194427037082,0.029755597389746313,0.02866457029173301,0.0576493718669693
VEGFC,0.0044526199119992015,0.013218592225820119,-0.018582459423105012,-0.035364972532772175,-0.0056161940856377995,0.10697796387406812,-0.027395902304940378,-0.014308806682388642,0.013106301845438784,0.03929876851104305,-0.013831159865413197,0.07582637869532215,0.08276623850905133,0.0636907734988523,0.025343417913938158,0.04978788598855528,0.049235649775456414
WNT6,,-0.021928850058197377,-0.013383553071229445,0.113533335687096,-0.02964605639049198,-0.018655428053235536,0.01627316334894566,-0.022721055006555614,,-0.02871128263025251,0.0974662002840007,,-0.03098938189942858,0.06105168317846895,0.030595007101957505,0.08747309679101088,0.04347284846184725
NRG4,,-0.01251782925508966,,0.020568411972033553,-0.026086224060042504,-0.022837692608748992,-0.010942749605304544,-0.032412233820242047,0.03295025540992459,,-0.016135661238497773,-0.03445165534817111,,,,0.0014087134122918606,-0.016908412476588693
PMCH,,-0.014427471875075438,,,0.030903300312687957,,,-0.024694708321026125,,,,,,0.14571005219574074,0.009860608745335765,-0.024479844303933875,0.012740731091881988
COL9A1,-0.04054593784941874,0.031039371911626548,0.06269567013072656,0.03487445630914877,-0.027245157108698376,0.13434572844007442,0.07271275276349236,-0.005912659900049461,6.442289598350069e-05,,0.05385321232472845,-0.060532981268164573,0.09303329903883274,0.07043045232536906,0.09771022965048841,-0.04301455587537431,0.006689957232166321
GDF11,0.048537469820118,0.06037342798618454,-0.05687446824841961,0.08797338899254466,0.006066246303833764,0.09844452873972867,0.027544482968378154,-0.0024212688338597567,-0.014976934455549784,0.019930610614083667,0.018890638164026592,0.038985022880063336,0.0835714639531969,0.01728673896153207,-0.04280808250865776,0.031808564394053634,0.049588638577632446
RAET1E,,,,,,,,,,,,,,,,,-0.018548408349306492
IL24,,,,,,,,,,-0.016191347822441526,,,,-0.01921028334721765,-0.016145675054818776,,
SORBS1,0.028971821134913225,-0.002861699489543945,-0.033222842189741135,-0.0004358599971772184,0.052310270784130315,-0.03023078471034912,-0.008062556255968717,-0.01008309331422128,-0.02582929226232953,0.007931722066164599,0.041889428403176276,-0.02205954162378174,0.030779149276786235,0.03254076203406281,0.019536886994575023,0.016775838811372498,0.017458950718980733
DLL1,0.015146708349157679,-0.03209812218248705,0.027774237968284127,0.019440742171151597,0.012701148674616173,0.009850943433215022,-0.008235658437069273,0.027912581912060752,-0.0364892205759244,0.0029653178799254627,0.005081815654504579,-0.04335707364400037,0.05772596134342469,0.05484161073596738,0.04939650415866163,0.008246466173091955,0.040374020411068585
TLN1,-0.020227723007118354,0.044151748680718104,0.018165911666377384,-0.002470439460021642,-0.017822799185552043,0.0897569986042315,0.07000600153374134,0.0059230877134145805,0.029523274479619714,0.002077765172413641,0.036589340483091155,0.037099021748147165,0.052497756681040134,0.014297495414217945,0.022431676016949446,0.010298741958968786,0.08305450181976297
COL2A1,-0.018205896959106856,-0.012894862821400661,,,,0.05341239355831118,0.04144273861932527,,,,0.10738736787170672,,,0.020793292325467186,0.0304639389350962,0.03339350076005711,0.041592355697447375
SHH,,,,,0.030468792756702192,-0.022060207382367608,-0.015077300771756478,0.024051909370585146,-0.013333404368533032,,-0.01074794446774269,,,-0.02497417413110025,0.04191416488339289,-0.03130383124392203,-0.03155000446814027
