,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
PIGF,-0.03872186415531649,0.13375935250795684,0.0005333809632950088,0.1153347508866945,0.04864323089461551,0.06635960998458312,0.21316273464823282,0.06870132495939837,0.10430718841929833,-0.01232785794415396,0.06099522662363742,0.140273358412236,0.03214526865086279,0.05665538194784263,0.10753239284710171,-0.035805975912054935,0.14858554296665738,0.17396590029675404,-0.03901572068715247,-0.011744647029923526,0.08017054668229266,-0.006130290181522674,-0.019857301217037084
CRH,,0.023051104167208483,0.07837369727381102,,-0.005695515992538035,0.02438075564532186,0.054727223380558083,-0.06526602329083217,-0.013169843208823712,0.03900173729448064,-0.04471010501745623,,-0.03536962465378308,,,,0.0021724576358996407,0.05193364571241396,0.026694505467839743,0.005870016099346135,0.09424791862134663,-0.02924149145735531,-0.138913505423131
BDNF,,0.021911391941724027,0.03311601632777769,0.04282918287013367,-0.008573097585863056,-0.011991649777982154,-0.10967549810248162,-0.12798137990340444,0.04085702061097578,-0.0343824224933543,-0.11479948349648168,-0.03862468750897983,-0.007054889395710608,0.02580927913138163,,,0.012079505581575316,0.010514882789581386,-0.0808326255394461,0.0641513032629114,0.03618004859119159,0.011570147038042572,-0.060378478218538964
CCL5,0.15145604481512587,-0.011014343850443769,-0.04224227694750981,,0.014876570992198551,-0.05843513071454322,-0.004609859275880007,0.07430975285770029,0.03435589879998533,-0.02864600023489562,0.05387518983512468,0.015749018940325567,-0.0510135481319199,0.10594565147109436,0.06526250658184432,0.017346687251256026,0.011221874505633694,-0.04627992963847039,-0.0929498482552588,-0.018663149804703464,-0.012761786568345198,0.17119813605459536,
GAD1,0.040745014015272925,0.08063067029913684,0.02775455653315983,-0.03951739502512142,0.01246651051599101,0.016422897057300424,-0.29277479194244604,-0.16412270240839563,-0.015530683034099364,-0.07356541668268922,-0.24162612507118544,-0.01770546098043873,-0.09296503547496539,-0.050740791938092104,-0.025225524125165096,0.12515453138042412,0.07375694634394939,0.10588912802251234,-0.05474950630908375,0.0100180562015005,-0.025119665059810954,0.03399471860470815,-0.04763745295871069
COL14A1,0.032464440640939354,0.07017014462467946,-0.0055056522543905735,0.1126603859598264,-0.02815414823671216,-0.05394688843451887,0.09820311762472743,0.0282907734299151,-0.01077529163873657,0.015881590726127718,0.02330677190237041,-0.02292097625186128,-0.020020276852194832,0.012358288450962327,0.001520585815650352,-0.020927864079176812,0.1344338853221125,-0.05759082345000987,-0.013351424810215394,-0.026251861775962566,,0.19105260729117807,
HLA-A,-0.05400166022692367,-0.0380282928266966,-0.05484237673420091,-0.05134996435751219,-0.005796990018912133,-0.034863069044440045,0.22406642209281635,0.0896208233366878,0.04594851812995783,0.07342699009620572,0.33308021438275276,-0.11766847589174056,0.021875447246905478,-0.050848015581338724,0.08162309936238259,-0.07506495818742259,-0.039051317688459805,-0.1685999859823871,-0.1730316295125108,0.015152530532332883,0.10748485416247901,0.12888690233299602,-0.027228913515795827
CD5L,0.13613008688825995,0.006988979855672659,0.06734809276571802,,,,,,,,-0.009024669632245477,,,,,0.0713238764419462,,,,,,,
FGF18,,0.02330394343286098,,-0.006837257665228627,-0.02208807982392967,-0.0004552053990534854,-0.032277449981609564,,0.04311722055639828,,,-0.054945505095439044,,,,,-0.027954387209510455,0.029071609412562274,,0.034990749917821605,,0.006838807446326394,
ADM,-0.002747364954735329,-0.09010899056866446,-0.027872830275713856,-0.16616594400352225,-0.06817846407142933,-0.12720474974086696,0.15323462616648192,0.04356228439321271,-0.09363885357167039,0.04215914738462478,0.10958607839578476,-0.12076004950362562,-0.03286927861461017,0.006287026886900768,-0.1032930024816957,0.006908525961417409,-0.09478073826336289,-0.14947930583524444,-0.021627790266521802,0.007204166326578512,0.08206333053164241,0.001424991313521672,0.014303256318407674
CCL15,,0.010690310098098331,,,,,,,,0.014716479424359547,,,,0.004884661554474787,,,,,,,,0.013810785893655263,
GNAI2,0.038663115819162056,0.12412103184428276,0.021369218911818148,-0.028850627958774758,0.020186551051941785,0.010526768882421466,0.28808707589655547,0.154372713792132,0.03469653323962722,0.05517426477395282,0.28639899617942216,-0.015040760696509925,0.034215718073778593,0.13404587348233146,0.07403359142589767,0.11056029788152548,0.06396970138109083,-0.025215166099691468,0.0033505653699334123,0.07423974427860863,0.039303823491573464,0.1079967830717084,0.06332809754067172
HDC,,,,,,,,0.044093368060773463,,0.14270456740105572,,,,,-0.012738787345973262,,,,,,,0.019293316806656975,
COL11A1,0.005022320249733281,-0.0186981952148843,-0.031241885692738475,0.015582484759750576,-0.0089410541851532,0.10219383116472926,0.5014736696477362,0.00037934135788680895,0.019301874014548557,-0.02062860849148642,-0.09236702203177165,-0.040649502156824044,0.06349695625579016,0.06048201894003713,,0.047676856606062426,0.0665257008804885,0.0029047422914769516,-0.03148966410601514,-0.04153910306822171,,0.0858284844908286,0.04791014116757945
NUCB2,0.02893705168772645,-0.03299024991923648,0.010604695396464024,-0.0654573450521214,-0.010102931666321088,-0.008306756926886961,0.016858437242331582,-0.008822617153722087,-0.015546800284024082,-0.01762642662689563,-0.012584392340840585,0.022769351180873833,-0.02039273106008328,0.006697509625100745,0.08171264097020262,0.10295176485220724,-0.05435712780738681,-0.021494717139845233,0.0184879833548787,-0.01807781857649406,-0.013612030585581813,0.06946140174344424,0.08957341168307148
CXCL1,,-0.016151429298153885,0.0064414058068874135,-0.04216926209373095,-0.01476446855609166,-0.04058149448594496,,-0.016654223251376995,-0.002366991168358389,0.08539835232193115,0.07428967596458272,0.048661972708137505,-0.04391299373874065,-0.06411017378810838,-0.002425439943561757,,-0.01773944576329463,-0.052963666615273436,0.03957371632539447,-0.019588583464265685,-0.10735231564742821,-0.0073920245736226785,0.10862328618716059
VCAN,-0.0845742772439734,0.016513584818638738,0.10542377780944655,0.16300221641531332,0.027183078061842867,0.14262405190779323,0.47111576852545617,0.07178165373628788,0.0487583021385697,-0.008985260766545128,0.05032685764222776,0.07893048285276576,0.08366728604320676,0.07513590488196616,0.009254178421371821,0.03303840481143066,0.09397830115562841,0.14720112002089486,0.0296584446898595,0.041205583186299126,0.07297079316413199,0.09095404302210286,0.08808747676473719
MMP7,,-0.015838501672660082,,,-0.03059070097987295,,0.13937709963692974,-0.019307283016735087,0.03153989504377024,-0.020746598013923267,0.0518275737905705,-0.061248254567359404,0.03996336264587874,0.10756247824115976,,,0.03335337193128243,-0.04211246819995379,,0.007799970319127141,,0.17076831976583562,
PTPN6,0.02970199791810005,0.033691458921103375,0.018407161055332844,0.06099342808116368,0.0470425776755595,0.04545672455607126,0.1717358372095912,0.041152175247264416,0.05354767726099198,-0.0035091627604674387,0.17909810917405541,0.04298642402878368,-0.0017748078471966065,-0.04804414288864669,0.017621266256397712,0.1124417663670784,0.06099460446328246,0.03204545123806876,-0.034863319512474476,0.0053446813555754836,0.05344971497854518,0.03014810904432425,-0.024747177520229893
PTGS2,0.06027006006425674,0.020294251406662005,0.11571107544715392,-0.1453798795572673,-0.0013038358319264695,-0.10396040577613588,0.03900219813773002,-0.15770301008454443,-0.019539114924194065,-0.04101920409553482,0.016666117498961287,0.011709429433249563,0.027666936987082856,0.006171154426607032,0.0013360379982131096,-0.010476968577066084,-0.03266899820503763,-0.08839184695911491,0.046158303494167614,-2.6309836062390707e-05,-0.0314119384509938,-0.007700216932937672,0.002246181900227873
XCL1,-0.07223197749260835,-0.01960520977895986,,,0.05982196980316941,-0.02270803038776954,,,0.02905141482612079,,0.00899519035502742,0.010855687000947679,,,,,,,,,,,
CD58,0.08062597791618273,0.048077140806935814,0.013612154460389951,0.0395007670276074,0.02657753142311035,-0.03541501466643183,0.1579928709902897,0.12529478021857207,0.04208079787534486,-0.00950039585687652,0.057666028414646416,0.06795210870591954,0.01664335445916513,0.004502974691545654,-0.020833458194596772,0.034849803167257755,0.13266323826469886,0.11833320070703567,-0.03447301550268424,0.016358089144600765,0.13878827837486205,-0.00773744292361032,-0.07329659562092534
TNFSF14,0.04159355951590047,-0.04488673315039372,-0.00835326881988467,0.039352782978966216,-0.0350051195149007,-0.03701096663798473,,0.06161780238449795,-0.006967893235309822,-0.018786074470841515,0.09767379947470148,,,0.012797471146865342,,0.03477946407167617,0.05923291488461614,0.03907207268068391,-0.020109331202427607,-0.018338829795661336,0.13004248657412665,-0.039020379867184415,0.032311787211942895
CNTN4,,-0.0070030892626099525,-0.022808834442163254,0.020434328377646655,-0.03615462634239557,0.0053943396794059436,-0.13771264301664704,-0.055547654137073445,0.02811239374902004,-0.01251228454720654,-0.19610013551484057,,0.023972240959554837,0.05635043430582878,,0.03805840463695455,0.011613196661374012,0.032998348895666336,0.003910625945773765,-0.04237665283158435,-0.10827702190951491,-0.03918754761648608,-0.09900544961510617
NTF4,,,,,-0.020557394265350033,,,,,,,,,,,,,,,,,,
INSL3,,0.12457635209086251,,,0.0307175124641336,,,,0.04165866314430823,,,,,,,,0.06820304841770809,0.03981656844689643,,0.036609204318112674,,0.03800551427512406,
BTLA,,,,,-0.018720174196544034,0.06365214626164378,,,,0.03479198874067928,,,,,,0.017132022131339047,,,,,,0.024649277357807867,
MFNG,0.0409646021937315,-0.008281457766674445,0.01697379478533962,0.026543994643143543,0.05458989067909539,0.11423565681930446,0.3292864097588326,0.035677929645267066,-0.006321376699993549,-0.0519589207543268,0.1565273246808673,0.06344174688145088,0.09626038066816979,0.018808817760059566,0.09269004273961469,-0.0899302679720661,0.0850809985028455,0.14436167449922868,-0.015585600487429265,0.026292431085062466,0.037104242575051044,-0.0027366875148704907,0.08913735105284036
ICAM1,0.038158059656721845,-0.010266899686063263,0.0005124943377296873,-0.09585173954374289,-0.0005812850871496179,-0.08665690179359012,0.142188578053171,-0.008180160843611547,0.04685347265166935,-0.02323526804007135,0.16385153802650476,0.010923304866775146,-0.06475933921825901,0.03177774759133565,0.0880149374975829,-0.011547952336119487,-0.0033067346131820112,-0.042230644455973396,-0.024851624920313477,-0.04993348584854252,-0.004414442263302568,-0.0714017349568623,0.007009187237804546
PROS1,0.043218009206857026,0.03843394501729917,-0.009892229051991342,0.03293474215508988,-0.04406326846145788,-0.06404749318092103,0.24959691029692632,0.08964578114983529,-0.03279529405674906,0.05325924427744156,0.12966003143701288,0.07757069920453771,-0.0008144658684033321,0.0660690055613537,0.015060305993697743,-0.047819918855449256,0.061986394176515094,-0.03577578389978338,-0.1400100262918329,-0.05195880910672313,0.039742814404596566,-0.011227664678797739,-0.015477404896675833
CLCF1,0.10605067863462919,0.08385301482404066,0.028078286637244074,-0.05920244372168918,0.001284654449130178,-0.12538288010823093,0.07222770308549839,0.010489117020276233,-0.011334052156103912,-0.03351804043980357,0.04797334793491612,-0.02310847267663636,-0.05886623518822417,0.03259390169369392,0.09437105279170342,-0.014812104886782583,0.026365493007645752,0.010320680339187942,-0.051803876459444835,0.032764793836656134,-0.04667209611661112,-0.024235456572161522,
PSAP,0.118526339833668,0.0543313593645121,-0.024421341773982773,0.0393822846914197,-0.007434999414253964,-0.08418183969789676,-0.4058370328633025,0.058853945053945415,0.023892284134713525,-0.047231404556319204,0.13027780001866288,0.061253590413861,-0.07251598659284449,0.18857403757402746,-0.02115669165352112,-0.14300404567596747,0.10882597930334047,-0.07119943129221962,-0.06007214821586577,0.058770301397975094,0.08918333176196419,0.035209519254184474,0.05758438764741468
EFEMP1,0.07985570025046478,0.03947977014070619,0.011128369256268717,0.050415911429969824,0.004637236550559576,-0.08596063698823887,0.22648156908401879,0.08524584363391806,0.05630301221306008,0.04753999868211274,0.26724364090429753,0.015183307327383577,-0.020567382592069187,0.12142642515168987,0.012621234814605819,-0.07629466611570146,0.1288269103323675,0.03631999861133714,-0.04131157299253724,-0.019141920344536708,0.1089203500114789,0.0016970380532037228,0.14757533480417379
C1QTNF1,-0.026791972368860842,0.02677554525649686,-0.0038573707241403984,-0.06986591149042097,0.019779885409731936,0.03275414829618081,0.1411491336133082,0.00450855934012371,-3.23399539103106e-05,-0.03459644697043661,0.04192318650872116,-0.034025560365249,-0.03965953370981501,0.10031897311286217,0.008811529647064022,-0.036715368601479725,0.09639506511797463,-0.01484591476040249,-0.12809749925675704,0.05788969995174003,-0.017062602123608873,-0.06117391541252008,0.041619803436990496
ALB,-0.013758845040963462,-0.002310028190240685,-0.011723547974178941,,-0.03921422457002815,0.038914009018965495,0.0844085065202644,-0.020491070219560082,-0.008087449293171924,-0.0074009876796575945,0.22551429698052716,-0.011074564411363147,-0.014642714538309598,-0.05439529328696911,0.12929046777872147,0.03275367560088905,0.14351910235788148,0.02985937581624028,0.1440797743124999,-0.018732473235670982,0.00392617109205207,-0.03565712332003446,0.02290955622297855
CCL13,,,,,,,,,,,,0.05229072810571134,,,,,-0.03593865762109403,,,-0.04205713578761338,,,
EFNA3,-0.08238785567513414,-0.016508217294618866,0.008069314614357257,0.010656243766849564,0.008480304947914913,-0.06324589733488815,-0.21038094028567467,-0.157269472154322,-0.024672017735936587,-0.018752428785685775,-0.16170741641004246,0.015179320749215209,-0.0322673066341899,-0.04428435400170715,0.0009326610087106513,0.10027652994846128,0.1302434209422717,0.02766865088260007,0.011470234783175652,-0.0020344652766825008,0.04912947963262731,0.005623009401863165,-0.06263885062230229
DRAXIN,-0.017180552277478757,-0.022015775571740035,0.034569876435241925,-0.014952834994708477,-0.091621631002433,-0.031900184314685054,0.2574660064494625,0.03979838958139875,0.0054956243348957675,-0.017132574266067624,-0.03629684967386356,0.02324561594416711,0.03592992244034259,0.11360262568028165,-0.009810205768871878,-0.0462288224844091,0.016063824348085065,-0.054146752761542814,-0.022565666900093435,0.021129877166331204,-0.04582214772022395,0.007885642945199821,-0.009396820755711478
RAET1L,,-0.016895197499364894,,,,,,,,0.0076067741850693845,,,,,,,,0.07288556274306292,,-0.009529050695127435,,,
NPTX2,0.02478926107392056,0.017584758615025623,0.020935936679780075,0.06705589056285377,-0.00046646424631561416,0.06441866588382635,-0.36581969363461736,-0.13987629656356315,0.05245273153583957,-0.01560641519194369,0.13728806894616666,0.016266455073668973,0.018739822711495203,-0.07592635262155004,,0.10664186335795545,0.01083618544335548,0.07418334389260471,0.007732720150788028,0.109702592240767,-0.12176838026253414,0.1632690488433019,0.009946960328232272
FGF11,-0.05196330742324931,-0.019839545267323025,0.02723928694036524,-0.03787561001971127,-0.03778645357578958,-0.023167122470014092,0.320070074846329,0.07616933980823877,0.007075852143097893,0.007633497415991177,-0.0194604309257509,-0.036450149202369705,0.06750185290777244,0.0597348260621224,-0.006232961182426462,0.13170554716025126,0.04127252551524323,0.0012594324406838052,-0.06627583503480611,0.062469057917452046,0.05934274806290848,-0.04094407610396198,0.031260293294822016
CD59,0.07624552595283542,0.08725911925436175,0.003513494367281107,0.012777017059520956,-0.01093529730820029,-0.059188772075937306,-0.2925956703999633,-0.04731830809126558,0.08345060027236076,-0.03944933996563725,0.09486809879507326,-0.020762738938511438,-0.009486780853005134,0.13410376935206436,0.05350639898675426,-0.05656053290109173,0.06636984730164962,-0.05711978045294722,-0.006637552360644592,-0.009170807808199954,-0.009141153702865657,0.19027579810042386,-0.08142126576952874
COL9A2,-0.04421763682856754,0.06934338252327633,0.059016157080380174,0.12105683834229393,0.0733463120445559,0.16261422244580048,0.29281029140235043,0.10148091702670327,0.030630704503035955,0.0056356966160416265,0.07399699757460255,0.08894276210647736,0.07338888383727653,-0.013992256414215642,0.13626896732324648,0.11721303307248726,0.12613367709216103,0.17007831652214114,0.03978907240746224,0.023916128861207347,0.1368630808475102,-0.02416120651598351,0.03229490570563137
DLL3,0.08497697578076052,0.11395474765898582,0.05100103699556298,0.12359942837510658,0.028449765334361287,0.08990472586112916,0.38260739135671146,0.07185521285741159,0.019891878462410643,0.006452544882408891,-0.09352563682844074,-0.004261292037110621,0.0801704449494016,-0.1437701949656071,0.04591238959586559,0.09901634974530861,0.09248602781529748,0.22416679942542822,0.020435967547145672,-0.004259823581113813,0.11487156328332011,-0.058083897453227555,0.04417070560554189
FGF5,,,,,,,,-0.05498906210996211,,,-0.03299087055943383,0.03027571334803806,,,,,,,,,,0.011347444594761195,
LIN7C,0.03172030791321751,0.026568728419730424,0.0012583940207384848,0.09649642794245422,0.02436863297216633,-0.0034155947251324256,0.027236592758231426,0.07784897933678558,-0.013075983468279435,0.06010245697386951,-0.08886250061665203,0.04526858932087071,0.05129240484214948,0.0836655432868484,0.045400214698444775,-0.0005410555586117343,0.06233395296834581,0.09937026393159802,0.005437545527804235,-0.023566118577580536,0.033606559218542977,0.006492407115547306,-0.059839223069460906
GDF7,0.08769916787707648,-0.007111521787396325,-0.02629691977350299,,-0.008042421692778436,,0.10057335544897363,0.02356831922792438,0.05456041497566934,-0.01878607374081463,-0.11204623051241396,,,,,-0.0035630374195673017,,-0.012754823669165114,-0.0269470404281907,-0.045510006829766136,,0.02947184005069709,
PSPN,-0.0613619454073512,0.004268969993974377,-0.03333536100585971,0.02846693599820043,-0.00821933718551659,0.028099565065181877,0.04992093681272261,-0.06817364387196118,-0.0008132745003541074,-0.02404323257459618,-0.05972804226825549,0.05544731334955799,-0.011166071401331613,0.05110067869946991,-0.023517524140435845,-0.01351103804395138,0.03602273809304498,0.05515471176400882,-0.07008671148355612,0.049286721330081246,0.0034739262059848165,-0.01588812728001405,-0.0934963665907549
ANGPT1,0.0815245963489813,-0.009754172434957475,-0.027439449961734873,0.02515970168842457,0.020992818245609418,-0.0025370766531345275,-0.008016945726635303,0.04682827449773038,0.019646917168795606,0.07193392683110308,0.2366946608369501,0.04479686923762626,0.09645962092053195,0.007679075327586478,-0.038753348657557,0.06278885264319391,0.007306234074427044,0.1367454881742302,0.014688324732915087,0.019335679859563217,-0.03121082414674501,0.06850586056696656,-0.0007881662054265865
PNOC,-0.003944208781448331,-0.0012696907026905214,0.05573386528161349,0.05731683551042903,-0.00959424557729587,0.007183716656109376,-0.2708023519897343,-0.13196548735139488,-0.005612575199145122,-0.07725773452019694,-0.16496627177330644,0.05353420118082147,-0.0160664127655959,,,,,0.07427735763696326,,0.027141601012365364,0.08485252417782461,0.03130353353253009,-0.0387077868594248
L1CAM,-0.004603803066602082,-0.004598034701033624,0.052821253506576654,0.07482668881355327,0.038261329526962845,-0.0016502742090980375,-0.1265729356916285,-0.08551982157943894,-0.0030973602221948636,-0.07257356967797174,-0.15720561849773887,0.04651221486572699,-0.07499016555246821,0.045770019987536985,0.06988254321029998,-0.04620714471123077,0.08264024258523309,-0.03028831024066246,0.07197652676931361,0.06679723686859305,-0.05763030083086659,-0.03960974423948387,-0.00016350013337618774
APOA1,0.014859885449309817,-0.019729942334396365,0.02045138051763798,0.029273488862577735,0.011623696805217423,-0.04411285999908772,0.16954132143780157,0.020782090072787526,0.049929607398944906,-0.0005486897325542708,0.006742924515653949,-0.007026584631425124,0.01774686502474653,-0.051576795733462515,0.08721996501852634,-0.024338881785990963,0.11136482244251353,0.06960365330586821,-0.11403332166021334,0.04590729467374648,,-0.04585575671860277,0.006679336997633924
PSEN1,0.05736736037079845,0.046156666793256654,-0.008794744023723091,-0.01754856406825092,0.0379875740789059,0.031649084390406305,0.07965930457616807,0.18128776108399722,0.021862218797593053,-0.05152119219904165,0.22363514784120397,-0.02736809110004637,0.09736743944830777,0.04422630213931992,-6.872749375994915e-05,0.05511875350334172,-0.0037436667341319654,0.08881554221923392,0.113038404717737,-0.04404445316863952,0.14504955061922742,0.018881600294616895,-0.008509616640964853
CALM2,0.00587854646595591,0.023222987722219774,0.02131744612810039,0.11848314898195976,0.05330602050954115,0.08541989046909626,-0.3942545951001006,-0.055187143773168246,0.049105670173840064,0.009100838261123064,-0.24856787149579748,0.07903861985384923,0.05695646882357015,0.046224333030030845,0.09430971758844696,-0.003743378688213783,0.18271301189571398,0.17250946793332197,0.11441341654091827,0.06886794803869548,0.024177036914954073,-0.16548309187697316,0.029156855299348992
CLEC2B,0.013530265965767138,-0.006194812054264494,0.01724149905336538,-0.1816422658366334,-0.025428979764613547,-0.07309688573133089,0.08274443899660101,0.04110703421771633,0.012609997232842854,-0.028061612083652085,0.056078950576641425,0.05669231121018827,-0.02664361536424832,0.17842799651706756,0.03942676012517703,0.07930691440015751,-0.028813475245434823,-0.0328937655224138,0.06323354447654483,-0.003521778295695542,-0.0752258097815248,0.08612070186316571,0.10054675177117098
NTNG1,-0.06325534750489217,0.019613026570680966,-0.015262393734827493,,-0.02835133385147418,-0.04891685583550372,0.02922667809783591,0.043138528299271166,0.03806000253232194,-0.019978354314110817,-0.038030383030015324,-0.02547827207676982,-0.0043059235699008545,0.07565210888545883,0.04037023327701288,0.10558199059800219,0.054352502687527754,0.14200194312844283,0.014635597830603605,0.024821070143641055,-0.01478398725976244,0.043944095510225746,-0.09767856360363564
LRIG1,0.045907527725926184,0.13503607165203715,0.0524183006115375,0.13482304118564004,0.0037739532782677587,0.16957160477536495,0.08697073701660804,0.09220467712227301,-0.04921845894598459,0.01694914508603098,0.17491974495903873,0.028831744638329042,0.09087204051383124,0.05026750897758065,0.0940782555566562,0.030327189126477715,0.09438901029178719,0.11737113372003907,-0.13871480493139582,0.03096921139338687,0.022666447578457986,-0.15373156737408797,0.06585377552026396
CPAMD8,0.09573411076286163,-0.028281819787369926,,,0.04326312227346914,-0.002147722909546245,-0.017007990264447957,0.07899744943957375,0.05550023637392102,0.01581335317842593,0.02446446666828132,,0.06256200335984907,-0.08447894817735471,-0.03235879542985024,0.04810102469100004,,-0.026948046154210762,0.015295221669338116,,-0.05638136870744531,0.07105767788524868,0.03436335100347352
GHRL,0.017516325817381113,-0.012470204182326153,0.03322521283924949,,-0.024085352098335972,0.029458185677636674,-0.013494006219963755,-0.07847770420387137,0.002191186060526541,-0.017132574266067624,0.041331375435883604,,-0.018467926622175296,0.01247026375114971,-0.0061554514211232085,-0.02430804167301804,,,0.051569074742749084,-0.03573666260385066,,0.023639322769101315,
NPY,-0.08333346607601555,-0.016458251448968876,-0.007284446747176194,0.024155962509326244,0.017364576434438325,0.07686502703565536,-0.2840668300104779,-0.0972897976342519,0.09423631213456982,0.06235135120460736,-0.0400545366735124,,-0.05188621563406368,-0.09865311745039979,,0.029428647430307747,0.019636402421668083,0.06228399747454435,-0.012922047252368528,0.0685906400576748,-0.05799507399356508,0.08912044795792731,-0.000498571309506858
MMP2,0.015331572928234366,0.1286145906168003,-0.021985481425441794,0.17175275020540814,0.028191474193451457,0.042106514658162605,0.25976802704426727,0.07803086559807557,0.018610718674526128,0.009605004155767509,0.09052060256634584,-0.05775905034476878,0.09742990053157559,-0.09890901934500172,0.06694628156276411,0.05773891790163411,0.10586855607181027,0.01930541761339584,-0.04440089351993057,0.03223686177533433,0.09866434921593534,0.1369239046559463,-0.05783929285716493
LHB,,,,,-0.02275399243044223,,,,,,,,,,,,,,,,,,
PPY,,0.08607913550509098,,,-0.008099640315728763,,,,-0.018338310569023186,,,0.021271135861591565,,,,,0.05769481872822463,0.012098069248999485,,0.04361413825958189,,0.019506829303637244,
ALKAL2,0.028652978605716396,0.01474490292682816,-0.006554430903924372,,0.0037037690215741366,,0.03114072847479753,-0.049446116897119356,0.021974026818400473,0.012398508775427426,0.1804880690411672,0.03326972698728495,0.018921373352340492,-0.04084489821671477,,-0.03327826358332709,0.09084077791754544,0.028886782647570972,-0.018365982933311757,0.004661013616367105,,0.047172556741371975,-0.01003602474979788
CSF1,0.018497095207888663,0.04481774675028625,-0.0024013411530552633,0.048644964520440946,-0.055310514421610696,0.029285191348965504,0.2461699684825425,0.055918211675003805,0.05649095963322106,0.025305980094532693,0.16570745826495512,0.09973032894125103,0.04411406232661621,-4.316770972345264e-06,-0.018481120506451298,-0.02600628023636761,0.12754867326337316,0.006247249060879977,0.005559831310690445,0.110012710803489,0.08509773868719808,-0.09585333654145493,0.15786272316648206
SEMA4C,0.027762553504502796,0.05838866150724996,-0.02458632344211664,0.08536381411924127,0.007644449199029702,0.04719643775359362,0.17567256272241982,-0.039385580450034124,0.06279610657328653,0.04678616232775045,0.10537763486873922,0.04199624971140288,0.03852024663996955,-0.016091220538259513,0.04995730757054223,0.13884558487286372,0.06450862297761294,0.032491303367003045,0.012022845725171543,-0.047412018413399815,-0.012563222341827968,0.10141276250965865,0.02256545289687214
BMP8A,,,,,,,,,,,,,,,,,,,,,,0.04656699658796212,
ICAM2,0.007624130373330408,0.07021630856657773,0.014536281546457974,-0.012077597211339094,0.03651884125824358,0.05497469873803274,0.06352477229929507,-0.00020232622266621903,0.028684972530328267,-0.0245628164599197,0.0036636646113589835,0.10077623736089399,0.010790520386317113,0.033220624926918296,0.01958138419808493,-0.005180963494545581,0.1266353037601024,0.08055939657998479,-0.008019547298751213,0.032232808953688796,-0.06375713417097273,0.19397624135588157,0.14844382994357905
SYTL3,-0.03919447339150299,-0.06845025617817098,-0.058365655099454336,-0.03882730503250474,0.002295416548358443,0.02836293547670365,0.06400509372322784,0.14144841434715463,0.08937930650675605,0.016782684990618347,0.07663787832155047,0.038991500774450114,0.03271763866553389,0.015054989264550173,0.042275047770686004,0.04768268332485604,0.02472806273509468,0.10895077003825551,0.0008078454295108615,0.005367737808044779,0.08793963387448406,0.024939931328735655,
IL1A,-0.03945213936342601,0.05560103304608585,-0.0348751017788048,-0.10055112533960098,-0.0300255886960383,0.04803317044727289,-0.03308672337888298,0.04705617833348542,0.025125655401293284,0.019713801354654923,0.10031636868528673,,0.007907717661313558,0.08168249175873007,0.023705312027012718,0.05564515239207501,0.00977821526400933,-0.006714714948687884,-0.044514935904412634,-0.0189834226760724,-0.006634226151537348,-0.02649262932953051,0.022456038245648416
HLA-G,,-0.006477457692523953,,,-0.024032619172932406,,-0.012016961955508613,,,,,,,,0.021472071628811738,,0.04624482678158205,0.01310492434919566,,-0.014659571121404346,,,
PGF,-0.06686908570659807,0.036521040220889145,-0.021375162614118173,-0.07319496276343514,0.010003193981989844,0.0583686293995281,0.2394154198231704,0.05422522053536649,0.022974301674888165,0.006597566496109909,0.03670535610893023,0.11342926208855175,-0.026584175719344193,0.02382249181269269,-0.07199599308500926,0.0393497591449846,0.04358850462175022,0.12482856047140996,-0.1434466856510699,0.06247714357046038,-0.048047802032594775,0.13582583962426326,-0.023816193469629737
LGALS8,-0.03780981846161673,-0.012617810145064145,-0.00200707298479108,0.05326233157334816,0.05988528870045317,0.02239225262773848,0.054199910708750465,0.0368968769292023,0.023529195327750527,-0.0070267427365284,-0.053595275441812154,0.021381653098894483,-0.04003998079145856,0.00594583217279389,-0.06135308384045099,0.13319435916218672,0.04067695882400609,0.06666567158503647,0.030947933060314344,0.04347936174253513,0.07990905101059119,0.06874147097586747,0.019284022367705704
DKK3,-0.02388542783667698,0.04751280956305306,-0.02754763167188571,0.15414388474528368,0.02780117103453348,0.015322281978509223,-0.4637947348334754,-0.16140787744372612,-0.022599577313788706,-0.0440250429197531,-0.3039534932939644,-0.059839154124050636,-0.028299741176550878,0.1525306693011553,-0.011843311028816693,0.04377882752661895,0.1700671078755018,0.13622865289531014,-0.05977589707200909,0.0384313354116044,-0.08525053816401605,0.053370331735547984,-0.16615396481894953
COL16A1,0.06754030384354245,0.1217424419056877,-0.010678271039390449,0.16718314195231082,0.01948870488278707,0.13039997925761518,0.09657533037022249,0.08031199468420863,-0.03491476483596025,-0.02717875132181731,0.10297221463686472,0.0139636767995534,0.12095756073159628,-0.055251809451058446,0.015429646222477267,-0.039452863034208266,0.02753267872900982,0.049212319403891695,-0.06351306843004705,0.03929054602491054,0.0906749875074747,0.12639645737396485,0.045174076702022295
