,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CCL18,-0.034221214943334,0.01744840791134084,,,,,,,,-0.08963794794312599,,,-0.03754515484081183,0.022351885784093625,-0.044951588965392794,-0.005768244847184056,,,
CCL17,,,,0.042280978582359866,,,,-0.03356058612539521,-0.007226777870585144,,0.00026586525687845736,,,-0.02617805551136045,-0.023849024452302588,,,,
VEGFD,0.03613568110224405,0.05120044719427335,,-0.020730423406612554,0.023408733300700958,,-0.0518198323145339,-0.0357559659231798,-0.020257406447612855,0.0026184446433282593,-0.02841030567916914,0.0902836711517015,,,0.02706796243374346,,,,
TNFSF13,,-0.02281494945838952,,-0.012834797811643471,,-0.02580583244625157,,,,,,,,0.036913396254867635,-0.010566350529202708,0.044383229987856404,,0.027499728000220287,
WNT5A,-0.04516465463626066,0.030760538392366615,0.10652563648887026,0.03304563279768928,-0.07408511549847094,-0.06470422447804573,-0.16403682923412763,0.01876592380267495,-0.001183140866957017,0.06792118166010079,-0.04150293142502576,-0.08162864519857857,0.08217447720841133,-0.021664515285377925,-0.029204426537579254,-0.004821225659795049,-0.011697037272312898,-0.06853010258830487,-0.06647315944292802
CXCL8,-0.10944379518334324,0.05165387632108235,-0.03973148585080449,-0.02897311223392503,-0.06312601379540024,-0.018319937718847292,-0.07541400459514026,-0.07592204083276469,-0.018864577705332577,-0.09941679400765413,0.013972955673319375,-0.03584916213606868,0.025976040482157813,-0.11481994846415992,-0.1583990508717331,-0.0034538736599255774,0.028360105635190345,-0.02254441128107324,0.12202257815294082
GRN,-0.04641520457181365,-0.01464679561799053,-0.011746656162183844,0.016465116468653326,-0.07301516636569196,-0.08606950558917491,-0.18232941850726148,-0.015253123727265158,0.03685475463677101,-0.2498838424795235,0.039174224680665996,-0.10649780297467519,0.05942912111399018,0.032285810816174126,-0.08134038848335609,0.020286913762369005,0.03768210603740952,-0.007984249509072172,-0.003469328784799537
MIA,-0.020690887790383222,-0.06023498261616574,-0.04584126273821725,-0.0008870918922253607,-0.04923374706231207,0.0053349730044182095,-0.03283792853309388,-0.04795286645231549,-0.010026099783271533,,-0.0014055977513724054,0.06742993370855932,0.09131146438976641,0.183696330556882,0.0897030179771757,0.0369720556589337,,-0.011307331180119232,
COL4A4,-0.03881465845497195,-0.017124289295637016,-0.03488266779686016,0.011940148209096791,-0.04868355859165451,-0.006715311360329627,-0.030481445941759572,0.013147760282878465,0.09459207349284236,,0.02364456743787196,-0.0436880118463603,-0.032510190104459824,0.1279424868196073,0.012701263122518206,0.022492161337063252,,0.013877249743680747,
TAC1,0.2229323201148579,0.0810953170639674,0.09293003390364085,0.06379849112582615,0.21804955927922284,0.13795997156213002,0.28768844779726865,0.12458489806789148,0.08346890119063631,0.17511130024617513,0.2403550490410349,,,,,0.036801954040897596,0.052990748165102027,0.1578834674911088,-0.015078654576892923
RARRES2,-0.00787939550245615,-0.005866992822225961,-0.03727382825865111,0.07203347373794255,-0.15368357592976373,-0.09011991675501173,-0.22560809228079973,0.0952239882787286,0.03957751452566852,-0.1322564004355899,-0.054277751816787005,0.14746210113436264,0.10625143382569195,0.00293264703809248,-0.1145123776217642,0.02395720685081374,-0.03162862573036422,-0.04042337593742264,-0.03602310676106533
FGF7,-0.05198845390607992,,0.009934798269819698,-0.024117976533950397,0.1522258082282421,-0.024909095657071636,-0.01631948617830978,0.028130570667396482,0.0022014938520912414,0.03688766563862431,-0.04459696613521298,-0.0018726937601440715,0.014619103224652662,-0.0015250972063546525,0.023169802130845643,0.025336565790205982,0.005073380991356008,0.06522385076451084,-0.009586959364187526
EFNA2,,,,,,,,,,,,,,,-0.02851545585486771,,,,
HBEGF,0.014646481688641421,0.017231456903407306,-0.07093225764055532,-0.024219709490321352,-0.09353841135171749,-0.08171141794955937,-0.09557911055971983,-0.10148432246033484,-0.05202296209041643,-0.15612344475749743,-0.0075442853008503025,0.0825938068044302,0.03840305588572528,-0.007465616683163866,0.029802841904066436,-0.04926071119644291,0.0385463361164604,-0.02774246712663897,-0.007559253857392331
CSF3,-0.03881462772529091,,0.01835076995940402,-0.022178104156424717,0.0273402546290454,,-0.03224878311140139,,,,,,,-0.10612137098303627,-0.1048342456926311,-0.026075610989271754,-0.02843889425175565,-0.07241052936857509,
PI3,-0.04598171461606071,-0.03180660013100633,0.030020822524312946,-0.03827271199597824,-0.06729027442009033,,-0.036312555421303745,,,,,,,-0.09991045397821582,-0.16261232205535842,-0.07259721683421481,,-0.018178728012705606,
PCSK1N,0.228460065958468,0.007314257870573213,0.08829200818138835,0.026093100477042146,0.032844587194290176,0.10299472492668756,0.12295632815127822,-0.08895130126484546,0.025634945947580774,0.28019635546037974,0.1611607490271261,0.03078900852966253,0.04209001516872783,0.05492184199575655,0.02601191807851609,0.10415664420794081,0.02409681456945511,0.1498340198622233,0.020429455868791302
NTS,,,,,-0.05501036719366364,0.12033114010918634,-0.039637633694045785,-0.004801052661474874,-0.035971406101891014,-0.04358748303560868,,,,0.0492766159110993,-0.034740671768621265,-0.0458370880048699,,,
SFRP1,-0.004546381502554549,-0.031939498629427944,,0.0014809526199093073,0.07063767531990522,-0.07411251962820246,-0.08548488197185629,-0.01816878476171182,0.02391783242848598,-0.044066723339710276,0.006415294112324237,-0.03814402831463118,-0.018454558420255215,0.07839385576514893,0.0201917686292703,-0.05968371509735811,-0.027820758903867916,-0.0026063296269013235,0.10163616787807091
CXCL13,,,-0.017729298146418656,,-0.026618381216848862,,,,,,,,,0.0022734782397841914,-0.05932436122533019,-0.03705446361390361,,-0.04889701537753696,
MICA,-0.08999070955305666,0.004877951859012692,-0.03769949689558156,0.029181282699806438,0.02619034880640982,0.010532776448928156,-0.0961573359260401,0.00822769769089811,0.014700748519962442,-0.04227244235399904,-0.08846474826634801,-0.018235691186733995,0.0649300239184678,0.037733418093858245,0.01594510252707057,0.02109382860543283,-0.047308580280302354,-0.0136626592097658,0.0859950438647491
TG,0.04483226724396002,-0.0034036751511281474,,-0.01752063399021018,-0.04222852022271699,0.02275201512436078,0.02148553287073729,0.001042666614470843,0.009479381454351413,,-0.005552174737412181,-0.00400894388245682,-0.00019721573054804533,-0.021348215585114974,-0.0039043529031085795,0.023412160493483214,,-0.007897760955292791,
ADA,0.008776572928428735,-0.04637012166706159,-0.013197607389962868,-0.03223140894678371,0.014271376928049001,0.026164252877783612,-0.1545246349441949,-0.06512512952370579,-0.023610958217934495,-0.09396519673191217,-0.022029422980834285,-0.025117107680867935,0.07291861762049605,-0.005544571492108355,0.04949700425170651,-0.013138561986991787,0.01623343784618871,-0.02961229419979301,-0.051166231066705176
LAMC3,0.0193135136343277,0.026741009646241078,0.14368034474685493,-0.007817497185526498,0.019538892690596138,-0.03765771387892051,-0.12005314539677663,-0.02633489052516131,0.02885784406906589,-0.06537547077884896,-0.03347780203013748,-0.10974780419182838,0.03482245078510299,-0.024328897776152825,0.011469168560599523,-0.03986806744850564,0.10070143005122772,-0.014677454061715493,-0.0003961301076734712
CCL7,,0.050605737634660405,,-0.012667390381691575,-0.03529105901882095,,,,,,,,,-0.03923487115345483,,,,0.006041811524126845,
NGF,-0.02236221039649579,-0.03301844649588319,,-0.029024226767865757,0.020957662198867907,0.0323719207234006,,,,0.06736233068447459,,-0.06528268173589269,-0.04360348567026456,-0.00493211606822023,-0.028132160154189335,0.03917198263131204,,-0.005155177086796569,
TNFSF15,-0.027664845140495577,,,-0.014105758744140752,0.08512582618271726,-0.06352777881896535,,,,,,-0.035424989690413404,0.049417487928980625,0.0064422831080743785,,-0.03212336738001149,,-0.04028036488997204,
HMGB1,0.08594281555700813,-0.03164656868095352,0.09563091655427548,0.039541830065894075,-0.021964805659214416,-0.08557114999730558,-0.21935118284848915,0.0061575106545165275,-0.029630423115024465,-0.09423691142242685,0.007041919452006666,-0.15996473118168092,-0.023111060761710232,-0.03022366814136188,-0.01447201271101035,-0.04032353991838026,0.03351673075948531,0.03141731057530503,-0.1095876633943526
ITGB3BP,-0.10943897706504621,0.018275568740681637,-0.04189897876393776,-0.03034489687422944,-0.04247313195858617,-0.044750840465927116,-0.15682563678678257,0.04751788536271622,-0.023441836069081953,0.01260998416627043,-0.06806247755494241,0.06261576589148969,0.15565290930666395,0.05576544256091799,-0.005119868669633948,-0.03116655799190243,0.07399497085283034,-0.01897565467608017,0.013344364398099301
AANAT,0.020994722052574286,0.057639031219534044,,-0.012834799181477011,0.023963913761893954,,0.0259252127699107,-0.030406448302254967,-0.010800253172302562,-0.040978671280537574,-0.016326029058132047,,0.05795393521434479,-0.0092492155897521,0.1028770116912043,,,0.008152861178311694,
RELN,0.09758559832648848,-0.01135634124589571,-0.027496756370590462,0.08624263655020047,0.14186770700796822,0.0506988483938553,0.04956355572629779,0.017147363695577966,0.0012744993463135598,0.08258426998145786,0.05124352020629256,-0.029182337912935005,,,,-0.02786417643419023,-0.05156031529990514,0.10619652551960844,-0.00835150025412793
IL15,-0.0393250998328597,0.011508996961343651,,-0.03755857331277707,-0.04307137383879339,0.05433596940695777,-0.023840716979753863,0.000910808680898314,-0.04388730343563075,-0.01656187212540853,-0.03297935141401111,-0.053470229194464536,0.1133706095498825,-0.004528051400174713,0.007900900340146472,-0.017633386345654613,-0.030078452582370147,0.023984942868992404,
UTS2,,,,,,,-0.09595517099774147,,,,,,,0.07855358360793975,,,,,
BSG,-0.05602783026029765,-0.0479666227420776,0.012799994351823643,0.004539087190135559,-0.02902007329248827,-0.019622148097065233,0.0821544305485225,-0.013829938059253024,0.035967173850214626,0.2362706250090072,-0.07492802360344694,0.0718577428887668,0.22040193687885618,0.08577360554758365,-0.06969327796432553,-0.0004646944537725108,-0.004015843881684472,0.005888406708504832,0.03213122632428126
ADAMTS3,-0.03706838476224002,0.05499790685591735,,0.036291547327242886,0.005045964725971424,-0.04928143740560237,-0.15992427518055702,-0.027450634010469387,0.040744583552303607,0.04743676724293361,0.01878383161210541,,-0.030632232057593068,0.005695672888365592,0.019784573376211936,0.04074609560122195,-0.034581422057930265,0.06798697406357436,
CD34,0.09435044093516748,0.0044677347549906135,0.13614354356821246,-0.02166801793826329,0.06671161365909566,-0.0022235138972628936,-0.11907185114902143,0.012734980069327322,-0.0007059105324716217,0.03462968817963692,0.016624886372402153,-0.12645724931251665,0.1242822502407396,0.01866962483379505,0.0319514701570131,-0.018744101919789587,-0.002154218804656452,-0.023289255799295944,-0.03369585148398986
CCL23,,,,,,,-0.010160058234102475,,,,,,,,,,,,
PLAT,0.027224371529633154,-0.0146043089487773,0.0887637319798732,0.030499377011253218,-0.0537078734955402,-0.11064959416388188,-0.18189472578695612,-0.12055623597610869,0.005419432719355748,0.00155538271618436,-0.12335258179492312,-0.04471547897787936,0.0530584759599373,0.08764528491532955,0.11516830077127038,0.04354348769356115,-0.03259820159352532,-0.028465406934959546,0.060394427596221004
NTF3,,,,,,,,,-0.005387310233261982,,,,,0.11719448794223843,0.16905369537165085,-0.0034790563925516963,,,
LTA,,,,-0.016235459608716883,,,,0.00885692463938606,,,-0.012757719228155804,,,,,,,,
CKLF,0.08083468103016354,-0.016088363055449785,0.02168246138353915,0.034490901408467944,-0.07447161708796567,-0.02691483608205754,-0.23861293120812935,-0.017620292658446546,-0.022961336357903605,-0.12267625875204458,-0.10612128859845699,-0.0031146683419597232,0.05423595039274782,0.09677801473006255,0.08075471056284708,0.02709159763842503,-0.06854608650267366,-0.03205292519568516,-0.11660101380195648
CD24,-0.07122170231497457,0.019192325244108712,0.08375396762087298,0.0019436660561713648,-0.01485289466392207,-0.058308956557375606,-0.023168157076329063,0.04969043467599264,-0.09900895084303005,-0.008745607419880091,-0.010313284482079018,0.17301881573368258,0.23253230708988132,0.034431547368755575,0.07070105720022068,-0.0076289343663141,-0.01319170282200732,0.0908977088451657,0.11733887213918269
HSP90AA1,-0.017526177388918325,0.02358720441081112,-0.01977727552477767,0.0702170252480526,0.18026181722125598,0.12506724728264293,0.2299863156961172,0.01305235351649085,-0.00909509460826508,0.3126236075602852,0.16071910665025374,-0.17965096252744733,-0.1760437226658153,-0.13549580980113726,-0.17668649084200566,0.03415138948296254,-0.0737860337952957,0.07487001864991148,0.08943274935630645
BMP4,0.015702184900457477,-0.044742364302449704,0.018044416227663274,0.0035275259239876105,-0.019697685352043342,-0.04628982376304159,0.11319222119594333,0.05380369461792789,-0.022218622797306707,0.11480960366379048,-0.02810181712700163,0.035867928079692066,0.05207708570241612,0.032978296079297933,0.036528108633045564,0.016665557431311658,,0.019722074742414088,
SCGB3A1,,-0.019230866733460767,0.052159657851719665,,-0.028038157525076792,-0.021312025641748337,,,-0.019433229559325194,-0.03475134116438195,-0.023012558123695348,-0.040322423199316455,,-0.014740880236630846,-0.022278755287969926,0.010886437433326087,,-0.02738626793541716,
IGFBP4,0.01736310880437351,0.01449551318572534,0.07331545489479158,-0.06139859503201236,-0.05128908843746361,-0.13736072918517472,-0.13675880234443932,-0.07816525886165955,-0.0113640646839017,-0.09189856180457784,-0.07498322755821754,-0.0294816457282631,0.08882831684438519,-0.028683270086334738,-0.06838188461337354,-0.05903105528087817,-0.01651303294230951,-0.008919764198624775,-0.007716793783669901
RSPO4,-0.027317732657546598,,,0.04832225825282643,-0.03236059153120461,,,-0.03405974766803004,-0.01943322671677576,,-0.045747558057945344,0.017348838114418,,,,0.006538900442073303,,-0.05575182529293406,
LEFTY2,-0.04575737891086584,0.030632881903977033,0.06419380101552587,-0.02813241408367136,-0.017593464859900758,-0.009653343633680013,-0.11190995712103854,-0.005421888384737466,0.020787933346017133,0.01793582965474868,-0.03184968728525909,,0.08141613888945107,0.0328374684607372,0.04713354926245645,0.034505713836822466,-0.02573114630058386,0.07197151604755453,
PF4,,-0.003039126043201477,,0.01462239940843221,,,,,,,,,,,-0.026136389507964923,,,-0.03151637816550997,
ANGPTL2,-0.05623649585222492,0.012409738984329309,-0.0302118116053872,0.005900299128387983,-0.0316657577830059,-0.11250091899973969,-0.14236522446576902,0.027509732880302274,0.00619129992570946,-0.19477277170637722,-0.11894565629849432,0.12971374132042368,0.068202230021443,0.08317810796900325,0.09096042539077238,0.015646641052490525,0.0006668899679324653,0.058758900120627636,-0.04842659180756443
LRIG2,0.007823386155659593,-0.05325010055960903,-0.00026606268418820356,0.009086997579314185,-0.013840185195165965,0.03006860374273552,-0.12604993875292447,0.0009838999239275004,-0.052626894035566675,0.0878200002411291,-0.01122715857638807,0.040172303835220184,0.04874759532083843,0.013315411871742793,0.03491085383549844,-0.0331998148533992,-0.07585931886701505,0.047707381406516064,-0.011435929249594984
ICOSLG,0.01580144189496717,-0.023811067636777088,0.10883854296680587,0.09591937179475671,-0.018195967618831164,-0.03354864084350196,-0.1033028338880022,-0.027705834250510437,-0.029151769525390153,-0.12924978876703988,-0.02358452557050544,0.09279848729599235,0.10258345297894338,0.05917389411196347,0.04062742711382208,0.02540879464821803,-0.01114137650988567,-0.035603747625795545,0.016876784611250827
WIF1,0.2888948181080167,0.00336304900079438,0.05070413350433291,,0.18123526411859894,0.18569565931645038,0.22582166188513902,0.061024509094808305,0.07282827105499064,0.08866833309790181,0.15711575431973665,,,,,0.04198453577382048,-0.03060743175243369,0.035762278746131526,-0.04622155666158267
NPPC,0.029425845055034375,0.055698876936991604,-0.03274319062446452,0.06637105456785027,0.09282338961015878,0.08267071148638624,0.08244292724209892,-0.010741454238085372,0.026790882225855142,0.07715756453693151,-0.07631104892124861,0.11529571997986032,-0.04682399000879088,-0.014371708964683257,-0.014021434525626058,-0.025045236464495604,-0.014653043325492398,0.06514517119279249,-0.024052580967740836
LYZ,-0.04082109002758859,-0.03547678808567783,-0.04209432318274572,-0.010608877630042956,-0.10058442154632914,-0.06202251289956778,-0.14430446877246056,0.05502127574979459,-0.06780310355076202,-0.19501581862750622,-0.0329772929578764,0.003797169147107851,-0.010515631927173303,0.042141514543432006,0.014794271287712445,-0.06152288472541943,0.02618039956561375,0.053531680657390834,-0.01788976711848966
EREG,,,-0.016361629226648633,,-0.045539030465570125,,,,,-0.044838811632330326,,,,-0.03785306397343774,-0.0326704150742755,-0.02542229598381037,,-0.0394522444635703,
SPTAN1,0.16003034699117696,-0.00039559597980460827,-0.012394618412740114,0.024074638675698787,0.15052703895966196,0.09847920456533375,0.17520206779288133,0.10653062555484571,0.04363052153180489,0.30582365192412314,0.06544753691157582,0.09597483350490274,0.05153269686407657,0.0328130066700316,0.05723204742693353,0.026581821846129044,0.08794126774671424,0.15181067691394484,0.044758300721850684
PTH2,,,,,,,,,,,,,,,,0.07624070538821044,,,
LIPC,0.06375014798560089,0.04538462643174773,,-0.019861354363679116,0.014193762541237704,0.031424971605661337,-0.058797913805237335,-0.030638864297506844,,-0.012831555961452367,0.0034692807215937287,-0.05831924340135493,-0.028962674904289058,,,,,-0.03489360937874107,
COL8A1,-0.10493166833416986,0.02182741598579664,0.0042383478532801635,-0.024721841758241186,-0.060686015454303674,-0.023654696083986893,-0.06781975299698377,-0.028617125996318046,-0.07069501499303411,-0.13454594945991638,-0.082718000444978,-0.0016109308575033188,0.1008272784069698,0.12855676808012415,0.014070516759099412,-0.12856923664292624,-0.04973409407721457,-0.07584288261596948,
GSTM2,0.02656978091362283,0.015701907301311668,0.012946314944459365,0.028390666432268986,-0.03901135554493047,-0.011453304664632477,-0.045855354062516715,-0.026924812079952377,-0.01828553520487274,-0.01132478614553155,0.010459008979202364,0.0738250780062801,0.030430319304520607,0.09500480038729034,0.08424492247994646,0.05820585392875969,-0.053927697362848324,-0.03573516455220293,
SPX,0.10730994194725889,0.015563332980653728,,0.042302302724631376,0.10447497350531992,0.03224086590414267,0.11787353408296228,0.030942846368869688,-0.058432702160922244,0.11224701902143075,0.17204456027241363,,0.08915908591759567,0.09537527563890999,0.0668629236689615,0.044776851483348104,0.02792141089015445,0.052676974845640046,-0.07610156083904902
MFGE8,-0.10703127820551032,-0.01683903934640922,-0.03153897210921901,-0.023723899166475212,0.07360564030958046,-0.05772639083464247,-0.08914680106999895,-0.03721015607795175,-0.03672765180195907,0.09796214706140371,-0.03746425031956923,0.004861859542760352,0.09455578970042097,0.00744446423967681,-0.005131035147044281,-0.006066647326625433,0.03783355405723238,0.0049033941516210275,0.1427759309914762
TGFA,-0.17834837679318818,0.03902738350425686,-0.0007740989848273772,-0.039019579793679,-0.06581241904207208,-0.08791690238144168,-0.11620584148288611,-0.09567618190495684,-0.03046716931346459,-0.10663747929819477,-0.07374698972681128,0.04187573045291714,-0.000892119310967572,0.1272024162676629,0.06304478754461813,-0.03573228367891702,0.11198536669003031,-0.03541095433095227,-0.012903436546346679
SLIT2,0.18831736354250667,0.020414475094120834,-0.019398510625863008,0.02238755873487594,0.054714103232835265,0.056277850175872765,0.10901240411279017,0.06263684606044062,0.040855790316217194,0.13744526216041233,0.15317055800648022,0.02981065506223274,0.029662734571521916,0.07103689107992346,0.038743045106689085,0.013183715478513342,-0.014517679149138084,0.0416667121443054,0.04357105390627005
PLTP,-0.10832505656158752,0.03989551731228282,0.017288756591640593,0.049480960856119874,-0.07920531750103524,-0.03844216771854099,-0.21529982275543474,0.06787871259037882,-0.06844362043920367,-0.27859059180226875,-0.022479323484500456,-0.0400986735586777,0.12833163660351882,-0.01460405794511059,-0.017672308019384887,-0.0067466519238898424,-0.10253930000146837,0.00014377426265424966,0.02304726473120682
APOD,0.07093398940533736,0.02003837797792299,0.036245381579817826,0.04168799226335201,-0.0199087954077406,-0.11842736879413229,-0.19621928666067187,0.03602191419464209,-0.009132968091114404,-0.22994117309894077,0.10388426145206876,0.021160719971166145,-0.2022672413106847,0.12078611488898755,0.16198187988977625,-0.05131965374438634,-0.0312933306541637,0.025183711547191907,-0.11896859037078857
B2M,0.0985293116842197,0.03314229677940795,0.020294169333710484,0.021267311760202766,-0.15317419980272376,-0.17771486370247414,-0.28757487759385314,0.01765364702801023,-0.0658155497293112,-0.30837205673368884,-0.1565170051203399,-0.029824180678575438,-0.08101927619830407,0.07682820258052592,0.06582223504951873,0.00459463091276673,-0.044927596086858694,-0.025074057603762398,-0.10583440665814438
OMG,0.15206560718364187,0.017680817398245,0.008789240055218715,0.027981159217274367,0.05944092121541226,-0.012052006664667568,-0.0024512333288145465,0.10026171697199837,0.04386328291318384,-0.07547981583365918,0.11355513350355183,0.029820164562034172,-0.1602640573781035,0.11147353331214385,0.129789508826878,0.008514994438333806,-0.04693497932338272,0.12414000293262467,-0.05947844565080474
CXCL3,-0.016195593143668686,0.023359789628318726,0.0007267559532853056,-0.014445095472762182,-0.03553927578982284,,-0.03819282763821319,-0.06307100409928709,-0.02078944485585188,0.020037712071929052,-0.023751108061602844,,,-0.048186417156120626,-0.0531463606891188,-0.017935460532549984,0.05748389889249262,-0.08319932034611031,
CXCL10,0.009535613428115451,0.06845037190405685,,0.039467700803983694,0.011860704525828129,0.018686332691613725,-0.17992773714219473,0.006639727590449142,-0.0315806883508654,-0.012226059805684777,-0.03774338501580989,0.022407442436656606,0.019225352405681004,-0.04051503781312313,-0.011402588640065726,0.009677869857702661,,-0.0192416782051414,
RSPO3,,-0.026122688982436536,0.060834491478721504,0.14269114954049886,0.07456822984067046,0.06842925951990395,0.12069920956581952,-0.010257318546789544,0.07648808358077373,0.06398543337898134,0.03253735794969143,,,0.04432083242783343,0.0676344882030892,0.024132528598615952,-0.03387232804039315,0.05206354206621176,-0.027900232807052634
CORT,0.04930716476824289,-0.013251602592734765,0.03343019891947287,0.000993915803629561,0.17256834082049433,0.05960103293418861,0.03976957617690391,0.03144156484340976,-0.02295196269431408,-0.026538779070512376,-0.0013704918309185388,,,-0.004309433924687527,-0.02735040320923535,-0.06475946329083915,-0.0581458482631549,,-0.029792929667212253
NCAN,0.05937011983539075,0.036176246787333374,-0.002292641734901578,-0.0351902756899193,0.18601041197085136,-0.0973927931518279,-0.0884514072747758,-0.045234521954068546,0.011132749976449204,0.18990313047830806,-0.18516601209030228,-0.1012127714763513,-0.09640903233603434,0.06288559710482154,0.1457111829711227,0.0614295985800831,-0.0034105718669677097,0.14845785060158775,0.05938372821531272
PRG4,-0.04180001707789161,-0.00545459290522703,-0.02730084844759464,-0.012667392355716327,-0.022432424944682047,,-0.00927882830581916,-0.043527005399198855,,,-0.029018040051225522,,,0.049470838175319796,-0.030150150147055948,-0.035125278434049896,,-0.022881863677505082,
ZG16B,,0.06864875461031669,,0.0047625692732203495,,,0.01805708105145828,0.06159062884106997,,,,,0.04135223002933682,,,,,-0.03725802536428861,
TGM2,0.09449013672447547,0.009372044898607459,0.03183142598994413,-0.00022329835676920663,-0.04436177422154626,0.018290851347078297,-0.07040775963656366,-0.014752293137423515,-0.0037888196051220203,-0.005696038959492349,0.07631145348190735,-0.053500186756813506,0.0742420193067383,-0.05485177657696634,-0.04436155989007243,-0.10538961779408816,0.045511621604668116,-0.051061775069618225,0.046563758745714966
VEGFC,-0.029992346818562006,0.032905935598295244,-0.036305326382359206,-0.022576684995517356,-0.01198903068829763,-0.009984655784771647,-0.0318218292986852,0.06370415059357523,-0.0008962946259080185,-0.028789830476152828,-0.005612058624041767,-0.060989391900610944,0.022780117078653756,0.021411503765846576,-0.007335996899394054,-0.0434331251186877,,0.035545273750518046,
WNT6,0.039598241205061904,0.02457905355750287,0.11108064038393553,-0.017520634717676196,-0.03090972190221829,-0.05017677506020422,-0.040690285187068104,-0.05178489944136645,,,0.02741578574862801,,-0.04134140551602133,-0.006296780674099706,-0.0001365639394181138,-0.039018941225199825,,0.01828954931254697,
