,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH916T1
CXCL8,-0.02649384137663603,-0.01616840479866631,0.06218556106525917,0.024309450496307325,0.002990763063591312,-0.0004486109714804816,0.05912525533544276,-0.03454352488827246,0.02936492689784896
GRN,0.06177219843296669,-0.07187575852084374,-0.008154049009286492,0.04252800239577106,0.0586523051895152,0.05390934256415267,0.02412039231195723,0.07612677899379346,-0.02650837305143409
MIA,-0.04957026965419739,0.00557808278420277,0.025022490151707804,-0.009237156660889867,0.012595801122242654,0.00021472730234633122,0.011720361231925854,-0.09853539816770573,0.020138804494883453
COL4A4,0.006930560672842044,-0.012364933823350537,-0.03566617267402036,0.0007064995500200193,0.03161900596118352,-0.0018395623524388293,-0.03134367750987463,0.008585151173662367,-0.03309182693524739
TAC1,-0.040007945992665384,0.0007959928461620982,0.057929178014947576,0.04758047010391294,-0.019712423485805246,-0.027797544151455564,-0.05590476341985942,,-0.019224125265238725
RARRES2,0.014548307052059877,0.0403451780462627,0.034837579170567706,-0.017038995271329824,0.11177955771550879,0.008230065932408477,0.040123981024421454,0.025871133722415982,-0.0012658248808542173
FGF7,0.027691557609994224,-0.01948973694483349,-0.012702591997231437,0.0005058686601690491,0.014927644205430787,-0.025455674023801236,0.008102980016033467,-0.0006377096830492316,0.011010434083875096
EFNA2,,,,,,,,0.012843679476911053,
HBEGF,0.09061611709127411,-0.025989565014471465,0.09595862706757333,0.06097281822296658,0.047703468587034815,0.03734087529492027,0.030756533935592877,0.004669716693262315,0.05855399459037641
CSF3,0.04529087598405934,,0.046246163386917026,0.01478101098511519,0.027119241033839683,,,-0.008091848310690966,-0.015396327629099689
PI3,0.011701525266088347,,0.02998647010729499,-0.017769395217507755,-0.019363075195807104,,,0.0316256028372989,-0.021117624515158296
PCSK1N,0.038829188524940404,0.0014339932934386312,-0.041913911769579135,0.0115870812490878,-0.06954312549516437,-0.028011977460828192,-0.008633404128428543,0.08064747390429555,0.011374957614193599
NTS,,,,0.06960687728711529,-0.021136118703212702,-0.020090782366590076,-0.04733531105479363,0.027839712471804546,-0.0042623090354605465
SFRP1,-0.0493226407818585,-0.03582244742880277,-0.015589712310365848,-0.016129125108163375,0.04029455249280196,-0.029847529544567524,-0.009581588942297352,-0.007259465040262442,0.051715344821474135
CXCL13,,0.004557337810964016,,-0.015984168960526766,,,,-0.025454148712775237,
MICA,0.02610396367602666,-0.026400497855500166,0.03911132951158711,-0.020959141884629454,0.049257569145755284,0.06121432571283204,0.03072295673152665,0.013884417404872295,0.04713196783677369
TG,-0.003433922213205537,-0.01639358818341011,0.17204642263717423,-0.03420925539716461,-0.020754196678914906,-0.01697071743746214,-0.016185977173374017,-0.02196170573103182,-0.030025775608911873
ADA,-0.022668420622152827,0.010619432499792622,0.03156085810231119,-0.0036940540240809182,0.08368073132603233,0.0023878251129552264,0.01876620816146703,-0.02870393188857653,0.049055547212529
LAMC3,-0.043624727249564475,-0.029152188635077174,-0.024685381914557398,-0.0038337189654655273,0.06591311070595342,0.06304587907598769,0.04448041004016685,-0.013747356073400052,-0.02504657458706996
CCL7,,,-0.012163558488308426,0.04617047474759818,,,,,-0.016133858917046447
NGF,-0.01840409702581147,,-0.02786981921541746,0.04387923480435981,,,,-0.014439693395955152,-0.03835265963782265
TNFSF15,-0.022768164914927818,,-0.01354471728875637,-0.01569052703794731,,,,,0.10539026448942378
HMGB1,0.025818068893935897,0.0038789562030761755,-0.045725030443640624,0.017167079607774947,0.08799814700960387,0.0041266392063494285,0.06615055974489321,0.059945678937960954,-0.009607745179541029
ITGB3BP,0.04451750851187943,0.016308400628910515,-0.01167597494973029,-0.014678933184541701,0.08569574379204065,0.023896522683931918,0.06019528935945148,-0.037939237586116205,0.05571642157253722
AANAT,-0.03298643386965995,,-0.01232430878227511,0.038045537666910795,-0.01551137930779207,-0.01526186536869111,-0.018657835155772448,-0.019696672802906698,-0.01707029555129469
RELN,0.08273755361561962,0.0014338676241372943,0.03399465849636041,-0.034215714403342035,-0.026444461223818015,-0.033601700995379284,0.0011939861512713188,,
IL15,-0.03236455341584142,0.010949801796553726,-0.013507910678325437,-0.037810319780729885,-0.020395724482613408,-0.01637797244967016,0.019614828785005152,-0.035709884590988054,0.04030816276160251
UTS2,,,,,0.052766825632543646,,,,
BSG,0.059575576500908084,-0.0033625057661571347,0.0035127552861729757,-0.030131711498074497,0.08273803814984529,0.051773988248985756,-0.014513140934344207,-0.06607596524324312,-0.00024255691987458308
ADAMTS3,-0.03913236223031875,-0.028804722999716082,0.06370485442567683,0.05397464484982122,0.1037331787061979,0.0007004698988579323,0.024893970835811977,0.001860793477298263,0.03561489426516657
CD34,0.009848816169925808,-0.0410698658515056,0.004391333926994575,0.0407071436311429,0.02379045609241432,0.026983764448515028,-0.017627234603901535,-0.021998042710922816,0.05028985222931133
CCL23,,,,,0.04855339282515027,,,,
PLAT,-0.016343857720161403,0.05939282897526218,-0.03622652946543767,0.04422158182928227,0.10943879806563468,0.05695502567068919,-0.03784426105129063,0.011296740682690367,0.06163014121243342
NTF3,,,,,,,-0.010966976484704802,0.061282792061349574,
LTA,,-0.012055896279096414,-0.015589711581054603,,,-0.014698766885168002,,,0.050191784910721696
CKLF,2.479393785420183e-05,-0.014563523951909782,-0.015250065499403385,-0.016602113412728766,0.09002408909635792,0.024379874490932527,-0.02644309169501208,0.01636446065690664,-0.036465301949112836
CD24,0.06062029280104755,0.028791976449668088,-0.04053925163514731,0.008960522740860496,0.022906393542356063,-0.04437685873932101,0.04289281638120347,0.016810931269361826,0.009666869303942519
HSP90AA1,-0.018153220108773325,0.05763312505583264,0.07050483166803367,-0.007483591814914979,-0.10664151242429847,0.011650704763903251,-0.04186753514328809,0.006806626892426051,-0.03983143123595999
BMP4,-0.03983096784336702,-0.012779956772550715,-0.019806664490987672,0.00028102867422566673,0.01982283311191243,0.013605769383902955,0.003148811117006098,-0.030131811422448633,0.11127899694445786
SCGB3A1,,,,0.07017578583774445,,,-0.015738066440385824,-0.028017891447947366,-0.03382838864003108
IGFBP4,-0.013507492797239066,0.00855059636178674,-0.07660055506382535,0.022561042193076114,0.06359303134302845,0.01959191495844966,0.03072935189911713,0.05519009006462902,-0.007375774495151366
RSPO4,-0.022482491374531097,-0.01948973324470817,0.10843211254689278,-0.019432329805613928,,-0.0004204463613051669,-0.015738064138337587,,-0.00168477103666849
LEFTY2,0.037979686641176666,-0.01220396102812864,-0.03483385469721629,-0.030161979711926187,0.08016233525548536,-0.011689466888652624,0.0159178333518951,-0.016829266724818374,0.042810221549770724
PF4,,0.047799274107905014,-0.010612465144657909,,,,,-0.013415302945233356,0.17124090142579637
ANGPTL2,0.06608011964150842,0.012255390148622322,0.0012266095810301717,-0.021213173250162316,0.05939309181010411,-0.0038272745152315726,0.03235214954371435,0.007306513952742578,0.07199225143652296
LRIG2,0.06727372395930738,-0.03058222794013933,-0.0032542034484570907,0.019417411746949984,0.014476149126564131,-0.0012137766345147287,0.010390692453093682,0.06927444564036338,0.0366252240241271
ICOSLG,-0.051049686949672254,-0.0411253611404505,-0.00010609494473812495,0.0195840300698336,0.08312571157135826,0.02844052633073156,0.04759424889446582,0.003752121735452089,0.05819155261280671
WIF1,-0.030386543256501267,,,0.031466553712290346,-0.08166008616324895,-0.013192239291922002,0.008267195561586317,,
NPPC,0.057098457607651455,,0.07316357105073455,-0.012370543971473918,0.030011565066177817,-0.02573386719924593,-0.008344780392957407,-0.025382652534365703,
LYZ,0.009388381032553926,-0.003909699408804147,0.02151199610820478,0.05235232926803158,0.05803988318371433,0.006991836338520543,-0.030002333309124073,0.017482419646229614,-0.017861659501716844
EREG,,,,0.14946084485765723,,,,-0.042627700690253796,-0.03469612193468405
SPTAN1,0.059204593594882435,0.04723507596242489,-0.009098842392068814,-0.0021842378707696494,-0.049444229611374395,-0.01723815232559165,-0.02639674957050583,0.07078920549144449,-0.02569216739733374
LIPC,0.017167469747055474,-0.016505132830094013,-0.019071390253259882,-0.018813693630344956,0.06752028255873684,-0.01396620814479006,,,0.028199836757660284
COL8A1,-0.017368305760358794,0.016930521573317238,-0.014816167992099637,-0.015474000378658464,0.12340364871040935,0.08370920177175666,0.008958140383329401,-0.054621026326472186,0.029864952995818515
GSTM2,0.055675907175462766,0.004499956856672096,-0.019478538682118806,-0.03809488258028792,0.0617318325784329,0.036124099322846194,0.017500684610229036,0.004810431056657437,-0.016397904703671883
SPX,-0.035400173490131186,0.049822082132961173,0.025223156456772557,0.038827587480847435,-0.05439982705617097,0.0006755028434886888,-0.005657875495846929,-0.016656813331575065,0.060105366395690904
MFGE8,0.006767395620319413,0.029390086903061406,-0.03841297734912379,0.006467080417507234,0.02485329867739688,0.006079365390518694,0.01363056212663799,-0.011591647664158494,-0.005445257592176722
TGFA,0.03861261184575704,0.03966706480153321,-0.013930480618551488,-0.02002524933540805,0.06367599672871442,0.04245130123124794,-0.018157280861672134,0.022656998195601914,0.03958540487930556
SLIT2,-0.031816560634931615,0.050203915114544174,-0.02750820436567779,0.02594011556769083,-0.002283174188344055,-0.0365730289337985,-0.00010532456780083205,0.005494023567021437,0.04056882487374773
PLTP,0.07254911305118561,-0.04011910048034211,-0.008178023193719183,0.035091669795135096,0.08441716533621531,-0.0031830406768000867,0.06774097483067841,0.1187471990277038,0.005813934125853062
APOD,-0.022932589520191542,-0.007493506360122631,0.00490135416907413,-0.03887735768957065,0.07497302503475332,-0.009627354376380492,-0.00704031265937903,-0.03511299580929734,-0.10171459049142512
B2M,-0.05943481064729634,-0.029219546740326587,0.027634166727678676,0.004493938330074256,0.12160472320398184,-0.05648163039613073,-0.010371575211495981,0.10878408759210517,-0.007209966751350929
OMG,-0.006010953358340445,0.07012922148664617,0.0066899710013373186,-0.0031487327933014822,-0.004727527830901983,-0.011810435789632662,0.026431480620642055,-0.012061072146253625,0.02052040021799734
CXCL3,-0.026007500167508288,-0.022546031476173813,0.09629267622982728,0.017589332377099195,-0.0203656995471422,0.03165066390266962,-0.016836401968150037,-0.002799472581963308,0.054929693115079815
CXCL10,-0.05438409645144757,-0.03677850635421679,0.011908565903415918,-0.03852673455387062,0.15330104593044594,-0.04079315326435011,-0.025575726874514263,0.11889443977866848,-0.02072041429652902
RSPO3,,,0.03451219960411368,0.041009453498653536,-0.02547050730460279,-0.01447305662001904,-0.009871226517890228,-0.04433002475271473,-0.016372711978629613
CORT,-0.025206833985941965,-0.019585432105428197,0.016986443127758877,-0.006925184518354902,-0.044082419408105374,0.05358917033795328,0.037820702402259786,-0.014038432684604724,
NCAN,-0.01634600798453567,0.053365666172413895,-0.10136832134963096,-0.005413751364708968,0.0831517470994493,0.02667192044560617,-0.0028622751860608773,-0.020037529281461835,-0.01626768491528273
PRG4,0.036831419666545205,,-0.012163560383818455,0.17711038263785658,-0.02206437932850533,0.0540406233401495,,-0.020714566494625837,-0.03708860513558032
ZG16B,,-0.01319637178069015,-0.014117299425706793,,0.09256018924081481,-0.011679504622012907,,,-0.020415009808033194
TGM2,0.012254270908937253,-0.048157485608659616,-0.02734074795518282,0.04959409778532079,0.06436960432882471,0.02217365167998165,-0.005018404459488026,-0.006320235765279592,-0.03516807521493978
VEGFC,0.0236528030481438,-0.01694464955241076,-0.02167872151567965,0.048111843773199506,0.07785678615479615,0.004332640993189565,-0.01797453036893218,-0.02812790267653325,-0.007054349179269264
WNT6,-0.03130550574273487,-0.012203961348415535,0.01822649894559855,-0.0185610918028035,-0.021697427864132052,0.02928342821343555,,-0.02609105460941306,-0.02465532010290696
NRG4,-0.02332997339824021,,0.10127081357429749,-0.01918700668534779,-0.02748258417952062,-0.010200922891183146,0.02471153132541504,,-0.01637271381362
PMCH,,,-0.02051184307093235,,,-0.017095559900556147,,0.0006657755661878736,-0.023437194632530474
COL9A1,0.09602527472128765,0.05345163088032182,-0.015461289586788798,0.001625600133245225,0.12975341353732386,0.004230390530652706,0.038938932707779025,-0.0010250732139095852,0.038003629119793346
GDF11,0.061283489197195284,0.051678065767887374,-0.0347005411590851,-0.03632405278138601,0.09266909674310687,0.020135658853595386,-0.02399428969081003,0.017774474997836402,0.02653371203995773
RAET1E,,,,,,,,,-0.01796075072227151
IL24,,,,,,,,-0.01320140276036241,
SORBS1,-0.01750752571937919,-0.014422936466351259,-0.005605146183055013,0.04962416307370493,-0.023456765924264097,0.03242956444758347,0.02636175029804551,-0.03308949585723377,0.015296386668585946
DLL1,0.007784478855985252,0.022106548288774744,-0.022926090189469686,0.046452211794718194,0.01711098028144199,-0.019881499569280023,0.025278622360927056,-0.00032597726315231854,0.04346184914082874
TLN1,0.0695833616459423,-0.07843847734865683,-0.02589347061023438,0.028140299090915442,0.008543163031889844,-0.008250031671022052,0.007680448583149745,-0.03038951234817365,-0.00625927803060585
COL2A1,-0.023879764094879637,,,0.16764181230584752,0.2260933601551824,,,0.026018071862838762,0.09483492068366904
SHH,,,-0.012639936325914671,0.019682414251804045,0.03084211281205056,0.07561517419963895,0.013030146576142695,-0.006503216996115524,0.07319171621830502
PON2,-0.02162767724414034,0.058561636938836426,-0.011882734311216872,-0.01832067329497889,0.07402419070094303,0.01220572891024131,0.011662850791824537,0.038260384948050986,0.034407467728605735
ICAM5,-0.055644544040696506,-0.01570923906694529,0.02407734305082832,0.05912733712496588,-0.039796580652981056,0.0292332213308406,-0.021961713861302815,0.057004051536863394,0.05450215671800506
HPX,-0.005885069954329216,,0.03858556468701218,-0.03413168022125999,0.05140667695414456,0.0019817559868802767,-0.015738064835927854,0.006948578127640816,0.0052737945782828175
SFRP2,-0.031090071099607205,,-0.014395517687082835,,-0.01625372682265759,0.010174503465075644,-0.0024351636174331486,0.1382961365008637,-0.01557882120290567
CFC1,,,,,,-0.014698767773490414,,,
CD70,,,0.06303888966451604,,,0.013878153249682952,,-0.025307759553821887,0.09488840392899499
HP,-0.0667352457314426,,-0.028590562463185868,0.11642540807698198,0.029529653871300715,-0.05115744117170384,-0.00432304365226702,0.08160829830281328,-0.024491789111257427
CXCL2,-0.038052257407523035,0.016627047649471177,0.05487092750142353,0.08220361739666943,0.0359193572704389,-0.007168929634897632,0.031383942950435305,0.052289875822005755,0.07302484812053066
NPPB,,,0.016995262372540468,,,0.07182530276113083,,-0.014917921459963764,0.06001153493620027
CCK,-0.020792658988460024,0.01160872926671291,0.029957406363819408,-0.022665063786636887,-0.07703221372336001,-0.02201255681572182,-0.04374085017553362,0.002650282105619004,0.016472330654602102
SEMA6A,0.055290061181293905,0.06638494174142115,-0.06053338131629494,0.055710936303959,0.046187465963953914,-0.04032833200715209,0.037014912828200235,0.007160133096781906,-0.0067985596171831015
IRAK4,-0.05616291210256688,0.030306447850170653,2.809767121901614e-06,-0.03988430156002987,0.06815887813319638,0.006573219729338749,0.027999784202825166,-0.014283079807123756,0.08855057899212547
GSTP1,-0.049086123619620704,0.021481905596949537,0.025918384128146205,-0.08459003759723466,0.08063891461278076,0.014378432217361846,0.05070646524639769,-0.050640877216389546,0.019103202793127504
VCAM1,0.08501222810738576,0.020951409109380016,-0.005393086753541585,0.012949328479169544,0.08858811953040023,-0.05842300718284346,-0.030111629510471104,0.016901557368231637,0.10434640117271686
NXPH3,0.0053636027434784146,0.044833439067793544,0.010117881557504104,0.050552802983717185,0.009312282190467256,0.011866384671050485,0.0003899438563733556,0.002453970189358202,0.03422310270637623
MTMR4,0.007988895062261763,-0.0063491682928199945,-0.002022584486376447,-0.03178420535592206,0.0023146023094472545,-0.009784910714514226,-0.013654567294543608,0.052224278938802875,0.015347352303382572
LAMC2,-0.021304855376227737,,0.044023627022786296,,,-0.01620295017751476,,-0.017337146066889055,0.023400901757480153
IL10,0.003226221040811831,-0.01747999850741826,0.030646726488997,0.04002943046988398,-0.026724354068576688,-0.013665199458062402,,-0.017590318222800504,0.053330147470119736
SEMA4D,0.08283013175351724,0.013737371094106037,-0.06679733314884127,0.060071253649288635,-0.04562438668994958,0.012609612507317229,-0.02091829587239781,0.055499337350197,0.03496414709745225
TRH,0.0621483190993228,,-0.009181311247671608,-0.011839638265476776,0.06759855818267661,-0.027857305761828183,,-0.05840041573985389,-0.018602403875638367
SEMA6D,0.005461967721276055,0.035238751102576606,-0.03765482586877324,0.018080864021119383,0.07125966367055216,0.0051244508001979695,-0.004316547039013734,0.02823039041917231,-0.020335371676829844
CEL,,,,0.04343658904074609,,,,0.05648289130995915,-0.04501546873426552
PDCD1LG2,0.09793623048728814,0.0019003391140945214,0.016759637516294185,-0.012784031528368954,0.024887554635034243,-0.011798156815711272,0.03315840435976461,0.1143784947996225,0.05961140822169796
SPINT1,0.03707007852868552,0.06636064745318113,0.05683680340525501,0.05128501364445982,0.08608575216095295,0.012596155327593362,-0.0032644451793079434,0.03430863985700156,0.03336811998242177
CTHRC1,-0.052229492913055724,-0.018307319208010393,-0.049566441669926624,0.07724866202044446,0.035159649972648435,0.04258804435315668,0.07117497594029656,0.034321628265273844,0.030891250993168196
PODXL,-0.023516584603406263,0.02352726801662724,-0.041741074367859295,-0.0017200517425540389,0.0716994623502992,0.011445995029264591,0.03365503761052858,0.10757323994433676,0.01902636292522793
JAM3,0.016508063545464968,0.0315052598831626,-0.0137826469395131,-0.05033450566559032,0.03813397444111994,0.049769257103882705,-0.02063380026185787,0.02132162914020328,0.02014316491048325
TGFB2,-0.016172510804638426,-0.04621649875778418,-0.026138160618540258,0.015612816590036426,0.07227020081730455,0.010211284790349596,0.033203032070503714,0.059797126073882025,0.017439915783368204
COL18A1,0.002205555952713099,-0.047246209737811476,-0.07163216125765805,0.006382218558957421,0.06294121642060649,0.04922238793116669,0.032489961292869504,-0.007179535448622284,-0.024575200252250455
NODAL,,-0.011754460898992522,0.16825219024947294,-0.002015395870743953,0.1274636981542636,,,-0.016306842166177477,-0.00890886542065577
INHBB,0.003962587160532752,-0.011214203488170586,0.006020091602745161,0.037804514937372836,0.028636144850013322,0.004068210854276876,0.004490618349312171,0.026931145160160996,0.019156862657638635
LCN1,,,,,-0.017872088749239224,,,-0.015399749879281405,0.13355181475965364
ARF4,-0.036283875996517986,-0.007675744275858469,0.05373304077889837,0.02392451517561649,0.024691372063785775,0.014628029793147458,0.0008789772922868127,0.02491441671628832,0.06908082596358295
CXCL14,-0.0462066522028957,-0.04501163911570421,0.01705932210783963,0.06607458492633152,-0.062338907904077034,-0.018144666167401017,-0.022040030930023866,0.06211421316852036,0.018988113167305226
LIF,0.055186725223791734,0.028353354048831613,0.002851013554428404,0.04269322584606806,0.025775954524238184,0.03040756824624796,-0.018657835155772448,-0.014429651385164478,0.05667792224565688
IL17B,-0.0028806363264467835,,,,-0.01615719409757357,,,0.11297437464876087,0.057157516995904725
MMP1,,,,-0.011839635682693838,,,,-0.02538265088877453,0.0029974211983065566
MATN1,-0.020063908894086643,,,,0.02235679902156453,-0.013032486485230973,,0.07890764382587859,-0.022624498210575928
ADAM28,-0.024139840269839636,-0.0782212206744317,-0.008503711530194294,-0.006455886680668652,0.12691943007876763,0.03723094347947104,0.04154552618800221,0.03394099697052276,0.07224859739429619
TCN2,0.006410750688263778,-0.012187018883634822,-0.04904639111879054,-0.010160285708896495,0.056056431758517426,0.020970420571839992,-0.002283197316809294,0.04516099658854933,0.0075601759809151604
THPO,,,-0.0256431941066869,,0.06891688564359277,0.01729097084521138,0.02449275020364064,,0.04448657506119454
CUBN,-0.023169628081836275,-0.016409148396382668,-0.03282309601608346,0.020552071044541806,0.12805434280280542,0.04651845146415998,0.003832077045187268,0.007775291828526243,-0.008014885471265436
TIMP3,0.03533672678641023,0.02754195898311715,0.04092254000708687,0.03752821861551982,0.047717789974610784,-0.052743024273102,-0.015589890523316382,-0.05303468336006409,-0.04162424139728118
PIGF,0.059051010508301194,0.021768582128863928,0.050541337439255395,-0.03352913595520585,0.060681336299288915,0.01331743293793259,0.012793930188173281,0.0057842847845166155,-0.016897158297841327
CRH,,-0.01475181743365807,-0.014257048189027548,-0.012031227919903225,-0.027482572784553096,0.03247128002274455,0.03954359828699485,-0.0125124289305216,0.03184077041081661
BDNF,-0.03634516143225492,-0.013196369265348958,0.024967381337666007,0.0016804261486510928,-0.06411352728136004,0.04391219502534451,-0.03158386131461525,0.077273650833936,-0.008304584587248568
CCL5,-0.055302918592418676,-0.003925138513763042,-0.0316024271673934,0.000742623474033097,-0.03063656619828358,0.0007658250125350677,-0.017169359540540212,-0.023118714122841312,0.06015797691924768
GAD1,-0.005895167303200952,0.003035687910845347,0.03837942347758173,-0.01060715440130637,-0.015434200903126407,0.01630442342152744,-0.05648381075024983,0.07794152951790699,0.017539485823922136
COL14A1,-0.03549079564808031,-0.018408406592792116,-0.04237680773153269,0.10153619411675202,0.005618599488221481,-0.028309380935117465,-0.0021321156958782565,-0.05927632387056104,0.019766064989596134
HLA-A,0.04155122561534859,-0.02281293464083171,0.01751410921364253,-0.013424748007779682,0.13841371701685637,-0.008268980272086718,0.0576624001444926,0.01696987469960419,0.03965637231119103
CD5L,,-0.050048823436793656,,,,,,,
FGF18,,,0.0884230296905638,-0.01641552961468641,,0.0654950726302446,,0.06314226248913499,-0.018602405368094634
ADM,0.050964881996519634,-0.006514924842404012,0.03959716194450548,-0.003473619030499533,0.013463378075436638,0.02567347322617367,0.017099726501643635,-0.04358196395763384,0.07344587622178836
CCL15,,,,,,,0.04063096073929667,,0.08402818153258072
GNAI2,-0.04561450459405044,-0.0068050259045403854,-0.05219883953722466,0.03625524720921725,0.04455431711483596,-0.01460623868254067,0.015377766573271437,0.03998628176865999,-0.021366038470212283
HDC,,,,,0.04508241146625387,,0.0004077926435217507,,0.017632254522420496
COL11A1,,0.029505185329168782,-0.006275519249720245,-0.017562286568890917,-0.008427090256401782,-0.016281690274058465,-0.001981262033428274,0.0017625090619189368,0.03671085336852436
NUCB2,-0.02405599128653239,0.0037872172218820443,0.0028283016522052153,-0.03819654845268236,0.033828286658105194,-0.038006435875085384,-0.031042439083983134,0.07196710453565335,0.031568284329672874
CXCL1,0.010599622313076398,-0.015825172233644755,-0.021239996757700778,-0.016358948258764612,-0.0284551279188072,-0.029489093044012173,-0.01766799275298639,-0.008326386087710606,0.08021595884823104
VCAN,-0.04309938866002278,-0.019195796785348218,-0.0605494258065016,0.023027041579094534,0.0374803106043382,-0.03253069779414514,-0.0619264802871057,0.04000534650608174,-0.0018203806795376344
MMP7,0.09851464225636107,,0.028192382408721416,,-0.013045150886008185,-0.01287083877174641,-0.025430155375906927,0.055386949127290946,0.035407287028128794
PTPN6,0.04293619325165037,-0.03196401207905443,-0.011763663005248195,0.02111795499962551,0.06329574378198848,0.07203081266914715,0.05796216642334129,-0.0033695708417388237,0.002295720877828556
PTGS2,0.13262338481447936,-0.014123136090483292,0.08589615777474924,0.0584430625047407,-0.04391966633280032,0.0004942372464433803,-0.029424053244369967,-0.03057141644408698,-0.012007021669171279
XCL1,,,-0.012324309945854199,-0.012589295098447638,,-0.00788835098962622,,,
CD58,-0.07124501013177825,-0.019492513406243812,-0.01086029736961645,0.016663259802467363,0.11114939587993035,0.0271666328252653,-0.007962592310136352,-0.02928355702961436,-0.0047794964470521725
TNFSF14,-0.05378047310099834,-0.016505132918083847,-0.008505896447009258,0.02707519123631062,-0.0271814890044847,0.040565904102554735,-0.017256979808440702,0.09821624060143032,-0.004178987506136574
CNTN4,0.0018573137309751547,-0.01292016539656579,-0.009163093972648306,0.008149083731933427,-0.00822793105971876,0.03713609909340862,-0.030617401864109953,-0.013236313241288353,-0.027452774169784963
NTF4,,,-0.01558971237114179,,,,,,
INSL3,,,-0.011327115946948721,,,-0.014841430803039775,,-0.015212286307191647,-0.02209092039281755
BTLA,,,-0.01797957536884225,-0.01312475923651024,,,0.004713618846344744,,-0.021360815459274474
MFNG,-0.04282097774803309,0.022002271321374844,0.016450834791661453,-0.01833075169012714,0.016768155161887906,0.00873446659171581,-0.024710814955385896,0.0689782229612991,-0.03550245541830253
ICAM1,0.017593617936354805,-0.026549304646009363,0.005253493925307166,0.03916028982834002,0.07572687820406972,0.007488842121393255,0.04804522984194369,-0.02018252670448555,0.00954680907883359
PROS1,0.07269906319454603,-0.05943737540396657,-0.008930425453374859,0.016336103529688856,0.0642841759573485,-0.009788492945260503,0.0031699007737538186,0.02670196212474396,0.020691849122647245
CLCF1,0.04244510683483857,0.02319704109660754,0.028360571445665516,0.10347687561876809,-0.02201097558550874,-0.03467510023547639,-0.03488037751249319,-0.019377305720506464,0.020952879779713888
PSAP,0.037842389554503406,-0.0403598798508327,-0.04544331033583786,0.06504701815891425,-0.05701453865501745,-0.047365573637886745,-0.012780281066657146,0.04130463690327153,0.017314330048777832
EFEMP1,0.08701942343033295,0.021749550898728407,-0.013216884786277194,-0.001939000617561489,0.031053669603454234,-0.040659013769335735,0.01979596497881895,0.0776664114329136,0.021960106226678357
C1QTNF1,0.06564208467014208,-0.002525777707985376,-0.01700237052151081,0.11881699498769134,0.06992635990709428,0.03326246257653771,0.04593125883800986,0.03475585079348073,-0.048235519806653554
