,UKF248,UKF260,UKF266,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,-0.025642313305373525
BMP1,0.06507494879738905,-0.03380666543159052,0.030519026755063076,0.003445415992832707,0.06714383038967243,0.04767989276296492,-0.016348146565182218,0.06237558715078241
NDP,0.02411222721004165,-0.02217731512340358,-0.01944617081965844,-0.03487295853079469,0.09088750598741407,0.1191354717299591,-0.0975432727451719,-0.020403469298122524
TNFSF18,-0.00542277535524277,,-0.016121185868594113,,,,,0.01476053566210995
RTN4,0.046564509119945946,-0.06502851488881567,-0.060510672225268125,0.08391329222774271,-0.0524279770625622,-0.08460351524179596,0.15269766101037882,0.05686744092243893
HEBP1,0.0130234015340983,0.03158269860544283,0.016448752161887393,0.07725229025181392,0.0684903341378217,0.08544220741637151,0.019989368836368194,0.03693444237554484
WNT7B,0.024867936138424016,0.007700537316963809,0.010331920275208406,0.09364144077688312,0.030011541712461273,0.06779647106656082,-0.009558326782723206,-0.046315045132428435
PTMA,0.06565759539251405,0.061055311786483685,0.03378554953733793,-0.11517348700137077,-0.1012865355485696,-0.07591668413787375,-0.016252641092192648,0.0077086630952864
FASLG,,,,,,,,-0.022239569581748865
CEACAM1,0.01895580336114998,-0.014777320781550952,,,-0.002251493421868726,0.0823752997463983,-0.023837728489533173,0.052112653647724265
PDAP1,0.04943476276318204,0.10125152639217797,-0.0007695345172986423,-0.04613595258089972,-0.0025524181556377326,-0.043924168053380924,0.01779798671896107,-0.025967765036745104
QDPR,-0.0657432128680406,-0.022693915500550183,0.016773368225099984,0.013871330384011506,0.06625518705013497,0.06155992833629106,0.04496948637357803,0.014738753404811563
POMC,0.049319798009463414,-0.0034829864134423997,0.03313932414004882,-0.040637314520619146,0.0374534729631969,0.09387123621363432,-0.007120490922168738,0.0683626062572262
CCL18,-0.023389572646298724,,,-0.06676945724228489,0.030512339843705234,0.025805841042635676,-0.02598766112277079,
CCL17,,,,,-0.04391517305916508,0.07659841083942792,,-0.020157671885874938
VEGFD,-0.02338958007358354,-0.014138103859097145,,0.027587466883320713,,0.057500406100697544,,
TNFSF13,0.05914657988739489,,0.030843473871289485,,0.06993970901088338,0.05951228595698524,0.003974420811634615,-0.020417879795986398
WNT5A,0.04060155491324645,0.030692807475031295,0.05528074423125274,0.02389289946308568,0.07522573232518849,0.05877084250347191,0.05968825552575943,0.049208702503123404
CXCL8,-0.02510783896904474,-0.023620623551149023,0.07753640056220372,-0.046159919620553845,-0.029002600511059386,-0.11847845520313575,0.00734600590244063,-0.0012989209954598383
GRN,0.0988805181886961,-4.218166198987642e-05,-0.00227573579856684,-0.03514961898004599,-0.012067766130539588,0.02340130443809575,-0.042711848716039315,0.04635276651099885
MIA,-0.03835619520971933,-0.04289989224020809,0.036241071224399325,-0.016516431528467358,0.2072067899604896,0.17425725884487986,0.09404803718801687,0.052206190261386454
COL4A4,-0.015054634641765135,0.039651526493043376,0.083602385153395,,0.06733396669808317,0.03774521050460358,0.015472136943503976,-0.002492036821554285
TAC1,0.045166438559199266,-0.01819208212094546,0.012631500804791725,,,,-0.011567636332321517,0.05212337361494064
RARRES2,-0.054466764201003506,0.0753012993566967,0.010900091015589834,0.10242107242387712,0.029658064720606257,0.04274346365585501,0.015440522249972216,-0.030343700504555433
FGF7,,-0.02707035713408205,0.011296267776858746,-0.02048897135794138,0.08486010789831025,0.03648041324926879,0.12715608944156664,0.02437277223154595
EFNA2,,,,,,-0.04250859752657758,,
