,UKF248,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
SEMA6D,0.02700455971861831,-0.002021305814496083,-0.09308109538484435,-0.03307860341799209,0.01147194602769093,0.03431413705868205,-0.1253016141486293,-0.0044673650153423065,0.082291431727072,0.008654961845498773,0.07858523412850701,0.0939127968154405,0.08443488702571504,-0.0583303173038522
CEL,,-0.027993447499858385,,,,,,-0.0008490946742313084,-0.01206887191327481,-0.003617181866093687,0.08362358203616294,0.043794499599770664,,-0.006055072468489615
PDCD1LG2,0.061870835346956164,-0.01985922006605513,0.0178669685174394,0.00033496413604268687,-0.03678373469893822,-0.047266594913036454,-0.0305694989969465,0.12176977682445259,0.019086819631598903,-0.00990971238445292,0.02728630583789393,0.05015460390204932,,-0.048974782502437524
SPINT1,0.009960547978367157,0.028389596973783925,-0.0007778739947714166,0.019322226243380234,-0.0027350699858653092,-0.034526172517481905,-0.012993952432192915,-0.037167633162666386,0.006108553866553584,0.07470100230432657,0.14463602463372222,0.0038839676108663734,,0.0039549028480205025
CTHRC1,-0.019206430903937942,-0.058806847303548605,-0.08486144076825283,-0.027166228279919217,0.05553444413031936,-0.02056187678376339,-0.016653159678430632,0.047205128303544897,0.09742566964846817,0.010383149670083693,0.036278769401292515,-0.0351539821426935,,-0.08740223159274789
PODXL,0.018657159033815728,-0.05957369423256572,-0.057533529523964524,-0.048151910292898406,-0.002941183865709477,0.022456326129704503,0.016729143387661027,-0.03211410106928653,-0.012179147972061264,-0.09752235597893198,0.018698431959602524,0.015668443505369795,0.04510252186709658,-0.004892740605992295
JAM3,0.07082934147877802,-0.02314777025528407,-0.05234804568372435,-0.012329320956375369,-0.024551606224811656,-0.16707508448165992,-0.08714956841492559,0.033979545473440745,-0.0012029773557825421,-0.15782384590964016,-0.08241695692930959,-0.031219392409434107,0.012654601667665357,0.011676275091996336
TGFB2,-0.014304446182026026,0.01635580033889142,-0.009997481656481424,0.023018736699063916,0.06367979114185769,0.04695248207627932,-0.02529745632658931,0.011428245598471071,0.04995206631141101,0.058472197143616136,0.12139768367657953,0.08002550003817907,0.09282886660329155,0.03544420491638235
COL18A1,-0.005459423601539813,-0.03767238347965241,-0.07821559329904101,-0.03219480856313678,0.009080964100160297,-0.1008903705909736,0.06905659276673672,-0.09386339139786497,0.03718097640284981,-0.08796572156357144,-0.09002728497139005,-0.09612539592630123,-0.03908426665229335,-0.0720676212375351
NODAL,-0.008212361598363714,-0.03417416793810098,-0.02424384607539805,,,,0.10904684946455012,-0.06520769244267875,0.041797132884403475,0.05193787465796801,0.08304604240714561,-0.039920961926832636,,-0.014974886066079315
INHBB,-0.0488929360671863,0.019006624542652565,-0.028916192950771833,-0.013210281932453435,-0.05210778273228798,0.012100686446994123,-0.09262152337610996,-0.07495431395804639,0.04347989595501545,-0.15880728649925666,-0.05151431557180786,-0.0485726787090238,-0.03100876136493218,-0.02783250081048554
LCN1,-0.024772894628016236,,,,,,,,,0.0635733094832018,0.0570400044925314,,,-0.022354236357420714
ARF4,-0.02269635132220307,-0.03743858363011547,-0.015995034418580988,-0.02606346162510099,-0.04614911761315294,0.009336231951570021,-0.08749027579462029,-0.022193085600375275,0.09208689557370117,0.1036063114957069,0.19921862224020523,0.08863484270874093,-0.03843139460136586,-0.021322304572371165
CXCL14,-0.003939480791520789,0.03200086384216886,0.054826305485661316,0.03150186951962383,0.005526122790054469,0.013654579873521928,0.05730106956778344,-0.0285688535798034,0.07202887266920868,-0.10429658358211989,-0.19325212802554967,-0.10597622283373448,0.03772267471714268,-0.02361963625925962
LIF,-0.033037781358944585,-0.014023146471643076,-0.027895082503618808,-0.024978431702041122,-0.014990796146638605,-0.04938723538080884,-0.022152215426058733,-0.03972259266494665,0.07016966590957949,-0.05973255865440621,-0.15422354447515335,0.09201555081737636,0.027140835296313368,-0.04886055188674015
IL17B,,,,,,,,0.08214871121684862,,0.06170313552787649,0.058748760856230785,-0.033958561178182814,,0.011543187587277829
MMP1,-0.014501775656024556,-0.014189011360842718,,,,,,,,-0.028300092068310224,-0.04641296169411745,-0.03596424739046586,,-0.029368827007577775
MATN1,-0.02225586589064226,,-0.03809733468391141,-0.012179272019504476,,,-0.01625483959171242,-0.03642144190724462,,0.08822575006135566,0.0616029620823289,-0.013751827508690147,,0.019756856231664743
ADAM28,-0.017125443329104158,-0.01083344971356617,-0.036839157310174384,-0.058532422020618854,-0.018924804634548917,-0.08842800279269805,-0.023535831949728886,0.007351868440675434,0.07339901935602734,0.03801423541410423,0.0019372471136817773,0.03468772511924277,0.07903592013159216,0.020467244439666497
TCN2,0.02657703077689329,0.047270117959414076,-0.011315111050826493,0.008167360757683501,-0.01216710812696337,-0.06701911705302446,0.04355928893381505,-0.008615621118534679,0.02930123061732939,0.03379799538049932,0.04958763041298034,-0.03130455796178497,0.09494976358203219,-0.03680129950859606
THPO,-0.025085879082271265,,-0.04915399424018116,-0.001290889044691522,-0.004641293848879988,0.052931118681991456,-0.016254841458946786,0.020104484294465583,-0.033352352556829966,,,-0.044401061103192356,,-0.02593551058666002
CUBN,-0.026860750833199245,-0.01350322465473455,-0.02149076699770415,0.016032203956997965,0.01208168272204954,-0.03769895116478418,0.0038830436300830245,0.01959727108978763,0.09774537767066217,0.033518352291179034,0.08596014009550104,0.011962030798326612,-0.03617660543381766,0.07733842714022372
TIMP3,-0.006266818364782917,0.03396680888521194,-0.032056849819403536,-0.03342742574850346,-0.020665354085877996,0.03322370609341405,0.021365562777164074,-0.006097652882544918,-0.03513142050295519,0.0681841917166862,-0.0006795129348022453,-0.10103846813076167,-0.05003614437641107,-0.10510577235302383
PIGF,0.026645040180935345,-0.05599993538618043,-0.04714849769694107,0.009642532006944168,0.044039038268741566,0.017488326978024722,-0.038965384358054446,-0.011985739907493598,0.020759055330235927,0.14208498915035947,0.16077742044921295,0.01472332459731127,0.015849151679952038,0.01909960945311807
CRH,0.042428964918720995,0.159319183079554,0.018408504528287278,-0.01917301712439625,0.01991147127361578,0.038647852961530255,0.08279955354561513,,,0.03878852141009014,0.04955430539798461,-0.044528842205346766,-0.033790558233028414,0.003749657419933098
BDNF,-0.0290573140571015,-0.008699482176380117,0.013356614686526831,0.009888988786210619,0.017205589774922384,0.17955495839298702,0.037780609721559305,,,-0.009064889754261514,0.004743112868447515,0.025769933306634577,-0.03125330529647291,-0.030460644877359416
CCL5,-0.03783187457223432,-0.0028228712063173046,0.005655999864619201,-0.0323150313597831,-0.013235733064431696,-0.047284145509444396,-0.006678380362371103,0.07575582131389895,0.012426109239965972,-0.00923145379250108,0.018696631106679653,-0.030759900641550788,-0.04164835410532444,0.10033993187844675
GAD1,0.04559023405379319,0.08381494135027799,0.0701053812235529,0.002786827042671836,0.014793062503313647,0.15980553044631138,0.18578346158351952,-0.038360389770228355,0.03327383570257255,0.11711798323584197,0.15821266520307348,0.06605572487800064,-0.056175424681385,0.05598746845262046
COL14A1,-0.040540847444254784,-0.0007066457475892675,0.002681893149894905,-0.02645601447607862,0.02317299685052063,-0.0477115905866033,-0.05445345173908795,0.01302424459361962,-0.015534608680423789,-0.09955944503967565,-0.05447592624641832,-0.0632452827308495,,-0.0009310358534113558
HLA-A,0.03976632994622875,-0.09918619309818374,-0.13435086602051263,-0.03884727890618745,-0.011952317440292862,-0.2358099446456196,-0.18390606716605984,0.05675596341688191,0.02164452976479554,-0.278032265634249,-0.3067503994729368,-0.060733583457247636,-0.07153568644490627,-0.05971132800022709
CD5L,-0.029024392122679904,,,,,0.012206673790160391,,,0.11180161140271248,,,,,
FGF18,-0.01241105989144187,0.14671810497955537,-0.02297796912959428,-0.013050569794720393,,,,,,-0.052199216081111534,0.004330926746447186,0.11006883325666793,,0.019335286798465686
ADM,-0.022715435361010165,-0.03372505198926203,-0.068202953308525,0.037147225218030606,-0.01841798357391921,0.036163460329953136,-0.1709937775142245,-0.017144380942363324,0.06812540690908532,-0.1688523690077086,-0.2903150206990349,-0.00983495631334666,0.010708197622567323,-0.08309732313579223
CCL15,-0.040739425131716564,,,,-0.014324163496363222,,,,,,,,,
GNAI2,-0.018986952161565023,-0.028392259255734697,-0.12133841222869989,-0.043648332184225,-0.022281248349623216,-0.1546721736523092,-0.10456649036240313,0.11429477146517045,-0.039194505635547924,-0.014364497981752222,-0.0050274023441804275,-0.06457880731603682,0.002615100748570723,0.011452711092364723
HDC,,,,,-0.032834974590557155,,,-0.04156675343128925,,,,,,-0.03723767534515686
COL11A1,-0.0048804999832828995,-0.03523600907304458,-0.0998216305081582,-0.02492514738857198,-0.04680814490282443,0.024768806016155,-0.017233621520793763,,0.037285186027188874,-0.04609355668095264,-0.054528425949217696,0.035975759228007054,,-0.050151915296359525
NUCB2,-0.033015559858982,0.03141731955455582,0.07731866868673946,-0.0811319446915735,0.024343481831357292,-0.03011849900274775,-0.006166035692494106,-0.006510981841420227,0.03490461633818552,-0.09353310068802734,-0.0883226776671714,-0.038316641547572264,0.003309730395320183,-0.015987290829763016
FGF16,,,,,,,,,,,,,,-0.007196603307994246
CXCL1,-0.060351844536002494,-0.0004869898000484953,,-0.016826052359573636,-0.024544706283126064,-0.04596086787393399,0.008824275166322502,0.016478020779890683,,-0.1047376572520976,-0.13117804329247917,-0.042507972276242485,-0.009918196967543433,-0.011974745215601204
VCAN,0.02644214208253069,-0.014134029432839616,-0.12977316335377745,-0.04416614254063729,-0.03023367528102149,-0.10019073857903137,-0.16599772910144409,0.09038697497284033,-0.014107912081731087,0.15095662406096316,0.23182224018765268,-0.011868104909016079,-0.0781505737026239,-0.012943831911388697
MMP7,-0.024250293286057448,,-0.026384252437691616,-0.0120282071036812,-0.01621790970024725,0.04127851652502115,-0.02512351349142024,,,-0.1812552833230914,-0.15231240855924114,-0.08428155699339683,,-0.03782755081109772
PTPN6,0.008745128645286718,0.007100493033799793,-0.053767156628249296,0.00830444525958395,0.007248645401332632,-0.06949797464033743,-0.03525430424695199,0.085652414010653,0.04588342438683391,-0.00017318534329234823,0.10205253427047593,-0.0036899936861529118,-0.001882860782213551,-0.05127925161160412
PTGS2,-0.0274663941637577,-0.02281973027398888,-0.0021076238875101924,-0.05833334094808268,0.027324717405316917,0.006395079917740172,0.0013517521588039512,-0.06925520960792617,-0.034990364725872795,-0.16585773541313079,-0.18719490712755463,-0.07364590656555205,0.00660537697697613,-0.0651811991067849
XCL1,-0.03180554245963096,-0.015087428022635909,,-0.01975588011471157,,-0.03949438040061147,,,,,,,,0.09874905487995662
CD58,-0.01062394320189812,-0.02215808443239081,-0.017239379758930213,-0.07379661309735445,-0.03256162920388828,0.07838413602435383,-0.0859216451604367,0.02250170082715835,0.07639809601037947,0.050167510074855835,0.07847464080530417,-0.010029780152447803,-0.0064199381576671675,-0.10019078501826265
TNFSF14,-0.0320473628788762,0.007421351482684633,,-0.012956056547435459,0.027382292223590985,-0.03168912926586923,,,0.052321904609329804,-0.0014861078998180662,-0.002941147731622026,-0.021761300912982298,0.02127528556560399,0.0676456988518034
CNTN4,-0.006461240060961473,0.08211046917698067,0.09556697156091011,-0.025019281360754965,0.0066586452564806175,0.22966132094388386,0.1239904087026031,,0.0668631342119715,0.09753933426878378,0.20628654780704248,-0.019915258804503556,0.015678238715290973,0.03563537712725474
INSL3,-0.00431681752605636,,,-0.01386978786540216,,,,,,0.0022723247067155546,0.048972670330932715,0.05361950594332235,,
BTLA,,0.09814096008783012,,,0.008952470597370648,,,,0.024900048232247663,,,,,
MFNG,-0.02335776047293714,-0.03826929292843247,-0.054810648702736935,0.03834846225295902,-0.04079610882594549,-0.09749312790766465,-0.028607763544474876,0.010156048212962648,-0.07791351199732348,0.06438341006969162,0.07354464773700037,-0.004174501559287531,4.143462854764911e-06,0.041746881061997115
ICAM1,-0.027654347244534246,-0.03632501331307712,-0.1179280556790773,-0.025496948947179167,0.014610775533870895,-0.05454173707472738,0.011508618640771823,0.051077141966296306,-0.017737042697183014,-0.0544126226546426,-0.10956309538146003,0.07247395281499283,0.08760771949335963,-0.03485594400206339
PROS1,0.008437495659179983,-0.0209724652541938,-0.04427763518538459,-0.032717404265083495,-0.05912786056558106,-0.015695549077099073,-0.044738992531260076,0.05503492586960543,0.10526478171984059,-0.05464354385044443,-0.13101037957179637,-0.11627469154628362,0.12321187535761431,-0.004092791295879845
CLCF1,-0.02531337188442574,-0.04600966039219519,0.006271661054525492,-0.028634443594725518,-0.002346468761076896,-0.03409801118867959,-0.03222574589249191,0.013659693150027699,0.0026117586708011317,-0.010012653638467074,0.037886188158878356,-0.03447047127816985,7.365594518279168e-05,-0.01859868306138696
PSAP,-0.03498868921462284,-0.028371898721482488,0.08295223906544706,-0.01619301054908842,0.005551535916127757,-0.054643650980816354,0.18770931116837072,0.08483342980152986,0.028570390635061407,-0.14441472208044834,-0.2269585399137514,-0.0949215346604878,-0.0023650424119510734,0.0644935843197125
EFEMP1,-0.009988191918892836,-0.09636000946421999,-0.06899186835981451,-0.06062008948581757,-0.0884017227400188,-0.24267274918780285,-0.07609202384374686,-0.0018132101403620568,0.06788155666162031,-0.11168332988928807,-0.03192657348316098,-0.03509921819678613,-0.008264904348619628,-0.05525307485996267
C1QTNF1,-0.003516483748889999,-0.031861654931157245,-0.034076190670851714,-0.006492734097585987,-0.04207717365785954,-0.045694795135843534,-0.10532330325173085,-0.02821589037843021,0.017288631116417357,-0.18212162176313734,-0.2227903811035833,-0.09580637949673082,0.017209890461807206,-0.06585140281628782
ALB,-0.04404921477776023,0.14290618257471843,0.07336368624210762,0.05630559565984632,0.015182786036198624,-0.05057987208228185,-0.03516732126446392,-0.003128200399512502,-0.061273642383613394,0.07807888086437516,0.06376937480623489,-0.014619160296214786,-0.03578809391234178,0.021879760098308006
CCL13,,,,,,,,,,-0.0006833770171283693,,0.000990150863730496,,
EFNA3,0.05324686744630771,-0.028860920819671954,0.10547755703043393,-0.0032788787488101296,0.07123330064890292,0.22383463534586245,0.02750229461282919,-0.007955611634078312,0.06863513605359575,0.04430690850424274,0.053723487202078514,0.057845599599479706,-0.005953423012944438,0.04711589067149485
DRAXIN,-0.025582814985382445,-0.027568964796872927,-0.04848129114475327,-0.0012464798305143819,0.03037176784777381,-0.027108043042502698,-0.06332587217176032,0.04015527430006042,0.03818276990585893,-0.13849117281317685,-0.15295302064110153,0.04397727173719126,-0.047713903897286226,0.04963317693585893
RAET1L,-0.02219546372827686,,,,-0.026186601219518036,,,,,,0.08473752537115462,-0.014099505079300464,,
NPTX2,-0.006867941162195331,0.0538624034742754,0.11010968697131945,-0.0002897691889065992,0.05981476679426288,-0.0465908935659147,-0.05266252973320346,,-0.01754673262097953,-0.032256898098612465,0.07017244440124717,-0.056187494265278005,-0.0808837822976914,0.07546485101630603
FGF11,0.036187322157528914,0.02498909996599436,-0.09148899505212552,0.018316581981879434,-0.03802531038510145,0.05610073041139963,-0.048615761194895066,0.03197042672481413,0.025503697863751545,-0.061272632883337334,-0.07556459275482817,0.027091274868608406,-0.04464419721770207,-0.009138727724721988
CD59,-0.011230974799803319,0.030101034836975012,-0.025256911028577314,-0.04087218098206456,0.032177997873888656,-0.047563067142477336,0.11964253366047359,-0.03983200476020786,0.06379358985268072,-0.0949714154516831,-0.07511145667808806,-0.11686273158750542,-0.007938441305324364,0.029426368116838297
COL9A2,0.06945725442966949,0.026159965816866724,-0.01995281243731281,0.0037642841467752713,-0.0026546160953705078,-0.14116415420190548,-0.03088229055361121,-0.06498134927326099,-0.029184391263728134,0.17140850666517518,0.26256516663494767,0.047839849161165224,-0.0777410327601663,0.006597711724897062
DLL3,0.04236811804421398,0.03974911473932225,-0.04339629510433901,-0.00039277637582728814,0.08853580488710175,0.16293874904249075,0.020099283113249954,-0.043648927499711054,0.047773646192012506,0.2922707494274256,0.3624712965619016,0.1290602684556885,0.019812537370125775,0.06799095776906924
FGF5,,,,,,0.08854522215043178,,,,,,,,0.00241986337513847
LIN7C,0.033289120020498095,0.002131354222297102,-0.05036684588635035,0.021276773632861637,0.06355543403615482,0.07104451037480904,-0.05593522901179175,0.08623161365318693,0.005750448396383473,0.10095410748754831,0.05976368268923994,0.04018776114816922,0.07227834316413527,0.01711635921150179
GDF7,-0.02622837222536958,,0.04562495265799338,-0.03108284042184454,-0.0006161341384472327,0.0922361836437762,,,0.0559798446664015,,-0.023710156343537552,-0.002801978513736873,,-0.011530868540514341
PSPN,0.012596995381053317,-0.04895779397485361,0.001673211040748155,-0.04181862028722864,0.01653115109396289,0.06744570929179414,-0.06128529818432933,0.04246113812271692,-0.023995524281285614,0.04587958867661424,0.04697780304580244,-0.032934524568903896,0.04444696173611868,0.022994618940479203
ANGPT1,0.054017118574441886,0.04082379854048816,0.02756613850285691,0.004190120595399563,-0.00048222005142074825,-0.10150472013106109,0.08304015001137958,0.017293749269257933,-0.023938651908187298,0.025547800363239354,0.0131104677339085,-0.0015908965967196768,-0.06551293331218332,0.09613646522573675
PNOC,0.034919009777505006,0.07258055395668538,0.10011267588634619,-0.02247402892073322,0.08925977854632693,0.14389103467288633,0.07845573340984374,,,,-0.026592731814559525,-0.03366374345454903,-0.0312533221948706,0.09923363740235822
L1CAM,0.06919733643849803,-0.02402437916870223,0.12056546103239302,0.031366359461335605,0.0823908243126719,0.1244264466031434,0.23806431985927876,0.09349359058875227,0.04474913605566582,-0.11320499912548049,-0.16731586813365718,0.042066350012277015,0.08353767612056585,0.17814282160797823
APOA1,-0.033439987117535784,0.01549845044215167,-0.07208369477447242,-0.01806087655935927,-0.03112159044189427,0.006966837134974803,0.07460217747362503,-0.05446779640049137,0.00793234092243971,0.011838199464001777,-0.0009299418639930087,0.052089398750823794,,-0.02038736699746377
PSEN1,-0.008806790714162002,0.08775173383170527,0.058951297144619066,0.04334658350694915,0.01869510535667245,-0.12515462818004863,-0.04868923469825375,-0.0783356273179929,-0.03462450028689658,0.005552545025896377,0.011017887883180175,0.01324474380510455,0.01442232899952733,-8.12782341069348e-05
CALM2,0.024172309682346457,0.0627383205224977,0.20158548247385252,0.01238770825392133,0.08238852691104996,0.24034600565043007,0.19788483557195272,0.02702550273981442,0.012641850243592843,0.07743465234645817,0.16941451212034256,0.06320193960300244,-0.0016610373828239173,0.05712864666653895
CLEC2B,-0.01288023459095679,-0.008606681825691792,0.006875194943630078,-0.055557038983284034,0.018478394698621132,-0.04619049607290897,0.014985714417582514,0.00947184825260238,0.0006007916710887237,-0.022098315196326,-0.10090347831719768,0.02270988776019163,-0.008460107927483439,-0.010043897080180747
NTNG1,0.05966884188630009,0.04130703751780813,0.03321331361045241,-0.0262318267434482,-0.018426319416799432,0.09563448167758616,0.050462148210542665,-0.032243574217592844,-0.03717019412772563,0.12541855746405603,0.18132608201173073,0.05096459976054556,-0.042675993492827045,-0.006657300055332469
LRIG1,0.06936242726973302,-0.03429755862400907,-0.06282197589814055,0.01962701017904868,0.002935362945988359,-0.029010380617610954,-0.10527384489671952,0.01612532483265088,0.08616468632114374,0.24858395400175268,0.2840563092241288,-0.024468609597943537,-0.035501228071935516,-0.00022240574548164238
CPAMD8,-0.019368355171288373,-0.01915594971791526,0.02154356205298935,-0.015384797080306446,0.003644797002770863,-0.022776858321561073,0.07439903118013264,-0.018512317494695674,-0.004613263377643178,,0.0019370889018678929,,-0.0346010008946948,0.0116285191611414
GHRL,-0.02734085991780324,-0.032442010235151406,-0.028846607541522188,0.03797440492599811,-0.021863616520801443,-0.0322957358866667,-0.0207455782537576,0.0537352118901563,0.04830239646640177,,,0.009992375999593071,,-0.035579960799202656
NPY,-0.017292506118763904,0.007052488066361029,0.043057628164643966,-0.008804138280918462,-0.00647274115045632,-0.017983851070820824,0.07711833980816427,,0.024137781627910214,-0.16561567822420906,-0.09695150134086314,0.01148810109019354,0.0866665129596515,0.046287526708293295
MMP2,0.0007036395235606625,0.03551580582448597,-0.07273057901194693,-0.02828564818369682,0.02756141333375317,-0.07859291489218201,-0.1476935365904158,-0.047143015355342065,0.00040214004607711575,0.0018649977280355665,0.0640080732185355,0.030445604306241266,-0.008671868718916216,-0.08186670476098126
PPY,-0.0001696257920381932,,,-0.011243783733039055,,,,,,-0.10792796938599639,-0.12774563547434636,-0.06390805265772427,,-0.05735755678326861
ALKAL2,0.033489738401013616,,-0.008268181221853728,0.06142427492406974,-0.021519346622833457,-0.07657771990533069,-0.05338637194911038,,-0.02067070518147243,0.008404145529633016,0.10947286679186656,0.07884654432399715,,-0.010375265231620861
CSF1,0.040100526513482504,-0.07412630823163936,-0.04841806781179633,0.012195763502519153,-0.03072389192227313,-0.09251014149143433,-0.09474853477246763,0.051593029018079856,0.017956010492434726,-0.07622212411609605,-0.09304576824425968,-0.004489843831050883,-0.11756215358332395,0.035320031472652356
SEMA4C,-0.010337594371649788,0.03232813955180682,0.011921384362471737,-0.021943836458406345,0.018349166257173387,0.011509359214201948,-0.059176905575595656,0.06303906345703134,0.018841375562845455,0.004551200028476247,0.08662659088794801,0.03507643755031932,0.05457271037506993,-0.04981180885734506
ICAM2,0.0018312624787357953,0.04084322805774625,-0.06580780480885469,-0.0320067801735055,-0.01564747518944559,0.02003767646413751,0.038419070737879146,-0.0755740951667508,-0.004228631886184263,0.10489482798208755,0.15158122577326535,-0.0670703814250782,0.015614110395723248,-0.015092642851311124
SYTL3,0.029438751269267278,0.00011612463732219888,-0.040617766614366065,0.025115248516193046,0.029877805745878977,0.02881418637255419,-0.050751484285099194,0.07409372026962721,-0.009482874472849553,0.0079320744593777,0.03926542724036337,-0.03997291084880428,0.04620707560321429,-0.054511158408164735
IL1A,0.005496733248003317,0.014996746223845302,0.01837826340054297,-0.04676404818089988,-0.017698665186757796,0.018207894184626903,-0.020170926338829435,-0.040578464266106985,0.031309365781521034,0.010178901112811358,-0.058181009239605674,-0.019476981879136643,-0.04911010483495349,0.017371171095726713
HLA-G,0.007023754506465228,,-0.012347765311998491,,,,,-0.03642141206150714,,-0.050394192956445816,-0.02163774648434589,-0.018385750540281746,,
PGF,-0.05651246153846042,0.024638934048217324,-0.07035916647109874,-0.03370618946112342,0.004760837055807802,0.04090607491946426,-0.038041532856798,-0.078155631685262,0.06009666063898421,0.14869791006648148,0.18692233237717093,0.012595779673129871,-0.04130137428185474,0.01779808410669147
LGALS8,0.0060864299158551625,0.018007431819967595,0.09582598405040801,0.04119194553543834,0.0036444939582814845,0.14203871460420497,0.02582966681918125,-0.032797605295300666,-0.031199695145793082,-0.0059282328856746684,-0.013587207537589817,0.009911069554172884,0.023958147749209506,0.06791062378629062
DKK3,-0.06004187251475398,0.01078697579972979,0.11233136815137745,0.0636764534519789,0.0753493101143301,0.18067861107736216,0.21831082323858453,-0.05468953727057877,0.046314840629758096,0.12812092238327596,0.11672467917999967,-0.00972117332193718,0.09245956049303948,0.11220608803272542
COL16A1,0.03766528702403812,0.007224848657137731,0.023192276855816447,-0.019958282144216914,-0.01182978270611313,-0.003007714022896686,-0.17137386898575022,-0.03983653714313688,-0.06524919813950858,0.06896834253847758,0.07771537184246635,0.013337435037993634,0.030418679456115913,-0.04930566515636225
TPH1,0.0020752964177498117,-0.018804047898359808,0.02923712942253948,-0.026004512390025953,,,-0.01956199009650093,-0.008149096352094801,,-0.011969978593966148,-0.012954004733241464,-0.02386904409358183,,-0.0340836508025335
TNC,-0.03389546603286187,-0.08130951875207675,-0.14012919142312893,0.022054738906468082,0.01309382156708268,-0.20043759759722485,-0.17301749922619375,0.11452141592122064,0.05651613513794207,-0.19543956388611625,-0.22222940003079603,-0.03915201695233013,-0.07310645354984503,-0.04326814229163735
TNFSF9,-0.029368289539716198,0.007084372323287641,-0.004120667224016324,0.04460593741792796,-0.03651884237490758,0.016992090895787095,-0.022383250298129476,0.017714960589635117,0.051160381015171064,0.008174578304819727,-0.028525711394963894,-0.05960800742326166,-0.061857658761512876,0.02557343425220819
C4A,,,,-0.013328941641877248,,0.030313541472203522,-0.017195732413914012,,,-0.01769988850285199,,-0.007403740504109299,0.0303824379752125,
CNTN2,0.008719742856591769,0.09470513760729166,-0.05749555844685208,-0.031402008470853456,0.05082902718214693,-0.1659958896034911,0.02955204486415905,0.00810421588898499,-0.1022062144562871,0.269277997123397,0.3290704181599229,0.0031542144329804803,-0.023166387553551562,0.12714893568543026
F7,0.002977762643238544,,-0.046890095126406996,,,,,,,0.07745395355473304,,-0.033335376884296504,,0.06849864150678987
LUM,0.017519493123515462,-0.0602404807973955,-0.0335339326386476,-0.026530655036635428,0.0004032900535554371,0.0025736683111761216,0.06225273477057723,-0.07438939464176395,0.046274503102232696,0.04239131981502792,0.13014060375515935,-0.041582315018421315,-0.03036756151484669,-0.04463622232991077
BTC,-0.022195454483152872,-0.015297747820323648,,,-0.009369005883537451,0.009505389741966021,,-0.007857113976787436,,-0.022708120692662807,0.03166059032409945,-0.030259990886594666,,-0.020259281204963193
APOC1,-0.030501597766966183,0.052345734143587806,-0.1806726338549017,-0.04996824341021397,-0.03143772007752849,-0.22089059953011306,-0.121301808598822,-0.08389449559761544,0.013125099227158665,0.14686309486133559,0.13046015544289638,0.010993257560738814,-0.0675638668841695,-0.030394637231111788
PKM,-0.021247871920678445,-0.07802696916257301,0.04571889851948269,0.03624895661052833,0.06434961803527622,0.1460338649593631,-0.14799938114740888,-0.005237239571993593,0.03581499666655374,-0.23631626922392687,-0.31289922908192114,-0.08607041126012738,-0.08553007487756346,-0.03563562091949105
TNF,-0.0017085888324194051,0.04646426727134652,-0.013771642589006927,-0.03040902752234403,0.032214485229769385,-0.0069491933604158606,-0.0408476337211383,-0.0361711190047828,0.08513381502599589,-0.035502724756931656,0.06188130068448717,,,-0.03882922766834931
GNAS,0.001782711333150225,0.09759082097233363,0.13247223317483614,-0.010400856634223842,0.039974708882759225,0.23282728435987676,-0.14363843714000674,0.03172492644310708,-0.015372864587031208,-0.08759809919796742,0.01824669386642501,-0.005337310770515678,0.07198620031151357,0.08767941417486538
BMP8B,0.025405989636035405,0.00918903965115869,-0.07188493340914405,-0.034618811342910394,-0.02122384988960648,-0.04805548381281469,0.019021210647302583,0.04477615337018206,0.09852541006447604,0.034590014204875084,-0.009457509243155608,0.049873255373467124,-0.03474432639989948,0.03521068272104359
LIPH,0.12694773023110908,,,-0.010746770649453048,,,,,,0.04779520432902849,0.09209300731848584,0.013691330385824632,,-0.03799218801768226
CCL28,0.005086946041855604,,0.0635476355361492,-0.01654825884601609,-0.012898662128949218,-0.04328672757042912,-0.015513507922254527,,,,,,,-0.0587469081797617
PTPN11,-0.0016460503437976364,-0.000465796755178081,-0.018568770388615673,0.006881917691269692,-0.01652474338614247,-0.10450635514751587,-0.05092588120685258,-0.01834051259758095,-0.034464417467696774,-0.03555981274079778,-0.01737272718023596,0.04705457868766089,0.008381664879313435,0.04660521193899022
ADAM12,-0.011039758163915295,-0.010692510895909496,-0.10330841482591883,-0.015184051668645527,-0.0242608106343558,-0.04406705554294042,-0.06958872078295529,-0.011007859810138307,0.09402156479890723,-0.14432648765924405,-0.06825051168249217,-0.012128716186271418,0.11267423917663505,0.031068703013265538
EPO,0.008075050414028548,0.09049844401566888,,-0.011243784223832437,,,-0.0018364319930312034,-0.04978026963286545,0.02666430986630054,0.07633208150862475,-0.02051391635799528,0.03883498376886025,,
EDN3,-0.017678959129591602,0.031639251864508236,-0.016983048304012274,-0.0014097824737531876,-0.005782261661059455,0.03178775211000306,0.01428183004326027,,-0.033352279330506066,-0.01874911435052591,0.0027008013965419122,-0.007317927863031669,,-0.027214290969322433
CCL22,,,,0.028606504106193798,,,,,,-0.01925470881657907,-0.023835787710691846,-0.03544032220678764,-0.037322263664696355,
