,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,-0.014688235731894638,,,,,,,,,-0.02279376006056315,,-0.025018554759922814,,
BMP1,-0.007849159065362696,-0.02369278050384654,0.01239083891737441,0.005744154931634464,-0.011138593983056264,0.05632237646140483,-0.02963169817473972,0.053999475525708454,-0.02722159998468462,0.008410927241731429,0.02622564824845082,-0.009118063678835645,0.05721997976834354,-0.041758308347320354,-0.0448769373817317,0.011035357481718824,0.055580026141079715
NDP,-0.06207273139162888,-0.04016421813628633,0.011604992711366429,0.023047532504695167,-0.04889341459818385,0.03809530725891964,-0.0408864465239177,0.006014700946576989,-0.01526895708091584,0.05747670733369919,0.04228893287036833,0.033340595032818617,0.04725252131761385,-0.047912013181409877,0.07366196230225118,-0.0092328925974573,-0.025207850596559743
TNFSF18,0.0719928505817638,,,0.09958594101423952,-0.010647509681371023,,,,,,,,-0.02350680241696666,,-0.0021780159589660187,-0.023592438951574386,
IL36G,,,,,,,,,-0.015795202423881754,,,,,,,,
RTN4,-0.04267797441115605,-0.010894036671177562,0.009984639303946746,0.040616317960559305,0.010474216380572396,-0.011057213088671207,0.10363208567737123,0.021527926612159538,0.05311393266507195,0.006158836435829319,0.03785386924267835,-0.016757607390573387,-0.09615424578020067,0.0005175362514881684,0.04160684692198304,0.057120311680716594,-0.013874750247319
HEBP1,-0.044327055406998675,0.06051523578459016,0.025694709497383166,0.01855993162723575,0.04301423803355565,0.014464369676523491,-0.12140268676251006,0.05892173966180831,-0.03889799454148141,0.016912786209702116,0.008727584630147283,0.010701417466158141,-0.023642257856711982,-0.021834245847810893,0.006385527870168954,-0.02445956107509184,-0.04565801509557954
WNT7B,0.053101314930557954,-0.0016961774860900962,0.0028343856091777946,0.012150256379942572,-0.030520095349847606,-0.012332312690747553,,0.013908150962606145,0.06139618327049421,0.07486149641347248,0.0036575503032141706,0.019226112116231812,0.05833112879275971,0.009225108624961018,0.0030464096550965455,-0.05129728693765161,0.12355135799411143
PTMA,0.015951748448908527,-0.053787635344080376,-0.017878376352173073,-0.026187669150162827,-0.059937417161434275,0.03397699926492061,-0.18638702965992782,0.029519612776123597,-0.03009214805264259,-0.10484437529649072,-0.04306174858403492,-0.0538907057203658,-0.06706311067959514,0.08615852199852388,-0.05274671756307023,0.005189447381495883,-0.06588886175353625
FASLG,,,,,,,,,,,,,,,-0.021698584008077768,,
CEACAM1,-0.019506064699757342,0.032616028374496585,-0.01841754770004382,0.09104046551599446,-0.016745996129576765,,,,,-0.05303921368219869,-0.022953372997479307,-0.020944824351012505,0.06972657244338132,-0.015527901735351195,0.025698471714984062,,
PDAP1,-0.037852114267833165,0.055944393795378584,-0.04249201715829842,-0.003319939671235886,-0.0003104126813079992,0.014868297734258287,0.04978059902264524,-0.04751969994901579,-0.021161128122552594,-0.11784510405992829,0.04002372700124058,-0.06888379474402309,0.06163648251904014,0.05350995448645026,0.034137669157555506,0.0007509604668310317,0.047684010865392264
