,UKF248,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
WNT5A,-0.03375189747438013,-0.003349332530460699,-0.013552415922211576,0.029220895085779575,0.011076777305196447,0.058407444535420544,0.04213994990812139,0.09389100359651799,0.08281496505418308,-0.012000084408023606,-7.304305332007858e-05,0.058771967811843163,0.10755580894532846
CXCL8,-0.03990237859797717,0.07394344665198004,0.05713833481823283,0.05435576547311512,0.0338768438144384,0.045862846432845585,0.14061200957760298,,0.04226148440413377,0.01724672806976449,-0.12373942383219064,0.04265045301598502,0.009618811663123197
GRN,-0.011864190265950491,-0.03492492029169174,0.07046472103088373,0.03107863526016197,-0.021145374989421775,-0.010632921466713964,0.042058047423290376,0.01555813376676948,-0.16752055739765895,-0.004027941674802037,-0.027914146398891913,0.05622510111067528,-0.0449186608718975
MIA,0.008054998726112018,0.04371622584846331,-0.002606952049357015,-0.025063667322974655,0.09579134319441927,-0.00901376345170791,0.07610173829263497,0.08782085634942434,0.007615372295654365,-0.009369269224620157,0.0779590085062652,-0.01800153068514483,0.08739605229573102
COL4A4,0.03326748502935639,0.05139525870721179,-0.03207306828889024,-0.01318829016865649,-0.008193845333591795,,-0.017363908139544595,,,0.01194611272407186,0.01701903007932121,-0.021577391447250953,0.06525261916465461
TAC1,0.023622818710587808,0.057198564763891006,0.022918703288771075,-0.011112057538006865,-0.08466835587640054,,-0.030772479181115735,,,,,-0.02452131847781572,-0.11730159003458646
RARRES2,-0.011215405018245087,-0.00041712479453678196,0.05030519998959386,0.023014180874946184,-0.02229354012065928,0.004179514514922439,0.0884609778078221,-0.037724227514553337,-0.027161981856527143,0.04346917930758828,-0.00559064427627809,0.004954048562304536,-0.022069351440585173
FGF7,,-0.0059321676619932566,-0.023519982259617826,0.09755062687538786,0.02273603408495316,0.07484855322412404,0.028888059115451316,-0.017048747065754433,0.01587786903912919,-0.0015134922668466055,0.013240936466539508,0.03805132660832912,0.03529963877349044
EFNA2,,,,,,,,,,,-0.019259164114488237,,
HBEGF,-0.012029999800176107,0.00597180354981317,0.0006106009059856547,0.04169991623374241,0.08749388132247628,0.15087312445132622,0.04820025550540231,0.07808166660880508,0.18396202942553813,-0.03953859732377675,-0.03384336505227507,0.021754490446160245,0.07676956582652081
CSF3,,-0.0024475035090611988,0.06189571403370129,,,0.0634405195821616,,,,,-0.030541631012825785,0.08545963958021839,-0.017805830925046735
PI3,-0.020748184587981264,-0.020959273338182836,-0.013109435093607392,,,,,,-0.0029927090366893526,,-0.08138504872844735,0.007071805732293034,-0.06216363707213631
PCSK1N,0.05415134468054006,-0.05469324964840273,-0.04403991647632624,0.012297762054809964,0.0710024536857261,0.05089153779603778,-0.0317889134342189,0.014823013892928014,-0.06725326410800457,0.009165631305375014,0.02829204882665947,0.054221731135759385,-0.11910594076275774
NTS,,,0.007446750182245772,0.07374451982433407,0.02833261461447634,,,,,,-0.023463636788581488,-0.029082346461690584,
SFRP1,-0.02970520373926697,-0.013287832111720788,-0.020478565868870802,0.022064212029130587,-0.016373327647847487,0.03826325470797533,-0.02443789908322814,0.027745108547963374,-0.0027916049195015557,-0.0732175932139637,0.008455758841825253,0.001955883814243958,-0.05196496966199154
CXCL13,,,-0.0018985054024127802,,,0.07511852677283593,,,,,0.00569529773152914,,0.05595060966845231
MICA,0.0017578463730683388,0.09246199712576193,-0.01568360843259812,0.019933486552414992,0.0012404355759138644,0.004277766976437842,0.012108407398531178,0.14243140673230487,0.05685677912157501,-0.010837352976236692,0.05405289665609774,0.07014820013855985,0.10454771643112092
TG,-0.03105707965186022,-0.014339676096175829,0.020874813756250624,-0.018583535451965078,0.002662594093735669,0.06895368425960577,0.13262781935994158,0.05180608778277699,-0.07927512635790254,0.06743981029847414,-0.028898033666054854,0.1613948392582842,0.07637713589821443
ADA,-0.03320331949099463,0.003636572988336876,0.0254560722773692,0.004697376997510893,0.040997420115656324,0.11042991841832187,0.004834432577771917,0.003914257033474871,0.02002373158251714,0.018195019402662004,0.013613789659199594,0.02240735740530092,0.06703387969733857
LAMC3,0.02813420716685782,0.000987852781650988,0.027278566659193176,0.04110335323029524,0.07249901937406676,0.04929243141482573,-0.053086746466475536,0.10083957755024317,-0.09700591097353739,-0.0009110947902655074,0.035790892508373556,0.025241949060642924,0.039905745230713975
CCL7,-0.012544742632953531,-0.010367562906614386,0.05516947470220937,,,,,,,,,-0.020579531568929887,-0.06250648349489886
NGF,0.02737362446538667,-0.02375473461894734,-0.028720194626575397,-0.017733677241744388,,0.05131747408659424,,,,-0.07177575261478408,-0.01900028854745141,-0.045917346494674376,-0.0028853838898974795
TNFSF15,,-0.011544788367521387,-0.019921693787425213,0.014421655728504944,,0.018418628435444468,,-0.03154017538068294,,-0.055151823769960986,,0.02052977338425575,0.021759990951189457
HMGB1,0.01931033098920024,-0.029987879336092545,-0.001986996460707131,0.04130416562642767,-0.09528317607413021,0.08574759613820752,-0.04530559346429754,0.010270641509239928,0.013883942938701876,-0.10389374099732711,-0.10844107210647379,-0.03249867884256765,-0.011010817616629526
ITGB3BP,-0.018916342395565083,0.01197048639016253,-0.043985866856568724,0.0038169765995218403,0.037442067622980406,0.07628777921257722,0.058787937701988764,0.0482137711728497,-0.028668531642511656,-0.031347188758099616,-0.020148424822321858,0.0064973869666728485,0.0440030775895026
AANAT,0.054894868293766295,-0.010504577809494847,-0.017950637534416242,,0.052612236840059085,,-0.01635899027372478,,0.11455992122778753,,-0.025917618637581227,-0.02177400261122051,-0.005391365713983264
RELN,-0.01924054642747773,-0.018233594629168084,0.09377247197565967,0.035140446083957486,-0.042769729750927944,,0.000223639746768342,,,0.05849635587099374,,,-0.04305742756270811
IL15,-0.029629772947509136,-0.0201763754737272,-0.06058574875618723,-0.015321705060213025,0.008188475395421151,0.03855588936185914,0.07197041619144484,0.02175424858972583,-0.04628306375088862,0.08568858884775367,0.07344010371224279,0.014121015764684226,0.06525787439766464
UTS2,,,,,,,,-0.030842599073139607,-0.1319681839225204,,,,
BSG,0.06793466333602383,0.044785287927989026,-0.01266619614901866,0.04087802450834995,0.010067009148599522,0.055931652992924234,0.09187154220652684,0.05902054628421582,0.009880421221011966,0.04211818305323529,-0.019033622759956858,0.058428793076060984,0.08951625389505867
ADAMTS3,0.06998092040231806,0.03583001708742165,0.027038603741068108,0.05307600510798247,-0.03130700043848502,0.0018317119618204462,0.1294259362315544,0.09499513496458013,-0.017639643812605084,,0.010990612461907778,0.05155698028549135,-0.03502051029485961
CD34,0.018641900539044787,0.015520119740580523,0.007294805271902142,0.17145065789037894,-0.016267064158845948,0.08501552999643026,-0.035136401400836764,0.06152787343843609,0.020736962669174283,-0.0134513690773365,0.018227985086591476,0.03664618761303829,0.03442624135835586
CCL23,,,,,,,,0.06916467240796131,,,,,
PLAT,0.054678210122150746,-0.06294698863353689,0.04626276390396968,0.026805613282700924,0.08505497665372401,0.00541683992616948,-0.010541147441190626,0.10066001905279283,0.012329733934521268,-0.001788474594223257,0.03561946730722383,0.04255598508780521,0.012297180607124222
NTF3,,,,,,-0.05045359117676391,,,,,0.09547790462447947,,
LTA,,-0.013287831490095114,,,0.13046424020151395,,-0.015172209251513212,,,,,0.07237631457758793,
CKLF,-0.013836763559385153,-0.015630833976837528,0.006411711735769096,0.04401527624316356,-0.0027819161957123003,0.05211732196199745,-0.0045753753256678135,0.010039367515439171,-0.025182618542576002,0.03209550335982015,0.03097778059619097,-0.01522644267147865,0.0884053977970393
APELA,,,,,,0.05856766686357292,,,,,,,
CD24,0.09289536258787592,0.06294481564994124,0.012707838255157639,0.053437257691348175,-0.010601208493245402,0.06737005718494174,0.10687733841557027,0.04129757035463205,0.05375734417149874,0.002697846219673875,-0.0013838808178592665,0.06372663879436917,-0.08352700823435275
HSP90AA1,0.03696470688305537,-0.0072697224099027916,-0.005030569033413224,-0.048885421235119096,0.05038804487141626,0.005220462324869988,-0.05914631026872581,-0.013668789502306794,-0.02992462166312245,-0.0644912032235124,-0.16678654576698412,-0.0599092059488787,-0.1384735858255259
BMP4,0.031555512683683104,0.09433845229490098,0.00735705699676393,0.01064668323206379,-0.0033337038090723225,-0.030121639843617123,0.08934701260447596,0.09500486133102248,0.033209286730082326,0.009899733617217066,0.03701777151682577,-0.022441085441960756,0.018464797578545054
SCGB3A1,0.04173773128338013,,0.0822472341537971,0.05485535058037238,,-0.018369973356259003,-0.010586966971630044,0.08878811053498971,-0.056523670803744396,-0.052589891372870075,0.008145298273029483,0.008936225696071012,0.0013252248322278256
IGFBP4,-0.013557998719283254,0.0015447502310393078,0.061345084020265846,0.08038800835692791,0.004166589733694298,0.0815922858304202,0.051021919898263796,0.07414343491420712,-0.02204415828721398,0.0760897727289158,-0.017296359385549975,0.02574884971845549,-0.00033997773444145095
RSPO4,,-0.020339354129012346,0.0048686555524478925,,-0.027642294739047474,,-0.021046242820501437,,,-0.048085767355120886,,0.07310814452712959,0.0794172975299593
LEFTY2,0.01836706501148755,-0.029690503827509325,0.040332343721221464,0.028789013620663464,0.07279748825947725,0.036941173103685256,-0.0008037631013039827,0.04501503127417905,0.02658087732047159,,0.05460799329938959,-0.03539313356487436,-0.09220118076718817
PF4,-0.013013155454645703,-0.00904549438285264,,,,,,,,,-0.017652357284975984,0.031371509114693955,0.015369593783455619
ANGPTL2,-0.015652434285120486,-0.015144072086957925,-0.05302219661168487,0.05845878859388181,0.058781572663083946,-0.09288009535949306,0.04500514264642235,0.10056290405060773,-0.06939811241645048,-0.03491191463401374,0.08674218660198174,-0.00137185063291328,0.013784475389537162
LRIG2,0.075493732695272,-0.0449241544304907,0.002668908322677716,0.04612493089927718,0.012326712540581049,0.055226764240012695,0.04204044012309673,0.026727807131875378,0.010195431617437937,0.0293551212239416,0.05047017516702592,0.031284280984793605,-0.019437570329190836
ICOSLG,0.05474034474459804,0.040141035551718066,0.046948531379383034,0.022622232186104554,-0.02735137449822545,0.004245687000447316,0.003266117813700943,0.05281131432569693,0.07248830595171722,0.06601448812052996,0.1169459603155993,0.10543348064565497,0.026048231238537892
WIF1,-0.02341506103228574,,-0.028213471233925234,-0.00010521694109624094,-0.021330904123504163,,-0.010083735081798413,,,,,,-0.001768628122566133
NPPC,0.034662691354799394,-0.014031792464840986,0.023305552849700817,-0.006316781031230366,-0.028381686961857732,,0.09884209054682645,-0.026295403477644815,0.018249041467627354,-0.007489623698356301,0.052213297920378876,,0.01895203347120383
LYZ,-0.04518732798849746,0.023070601485903855,0.062333733251226424,0.010313094675554102,-0.003523226555549541,0.04481303955898316,0.008988943514459542,0.022451176954307844,-0.07316260154231435,-0.13048537009906594,0.01691401894964617,0.025766238910986502,-0.03354479634171465
EREG,,,0.0072729463734565675,,,0.012507029547921008,,,,,0.025627415988294884,-0.015064710624688418,-0.028923180285115285
SPTAN1,0.02206129055241472,-0.10142629083543803,0.01663707342876855,0.002987101872694597,0.009070483946815871,0.06938289166230037,-0.05878930964631227,0.02019387351009524,-0.10233723486536266,-0.07603253443115246,0.047642372624642444,-0.03256634171610076,-0.09448287942814058
LIPC,0.06972384946121889,-0.016255427090461717,-0.02388706527242294,-0.02376003585823753,0.01224949691021361,-0.040941905868433354,-0.00938417205093191,-0.027883583682182144,-0.05091015721279695,0.0010924485783428473,,0.040893211823203976,0.07728554359013563
COL8A1,-0.04972250761338837,0.056052044119305165,0.05604527205893349,-0.040429408100977005,-0.008701350179831091,-0.057966191398023885,0.004162526669086723,0.05354092914960071,0.01975428915279275,0.02934435731531929,0.019641275173498292,0.10190873353063176,0.040335647781062516
GSTM2,-0.041986867777044135,0.010018564122359023,-0.032535840257351144,-0.012956564736006222,0.020163362760680564,-0.002850901072944854,0.058987467668566454,0.00024191543069945157,-0.054162278624790276,0.025090861561508686,0.05328298667087582,0.007105502695542929,0.007791741135472611
IL4,,,,,,,,,-0.02586782243909648,,,,
SPX,-0.025766720992091454,0.021094544321465587,-0.04790775928913229,-0.010886175019850904,-0.042340917547063615,,-0.04131328339357531,-0.034859601486786004,,,-0.021917657868664668,-0.006945252340630507,0.033965672068234226
MFGE8,0.020083294563808255,-0.041618518330395274,0.0071857080193156835,0.03653333488150508,-0.01961162574268886,0.019769637397105397,-0.0010635387323477757,0.08670744431951713,-0.0027400387782815804,0.0067950415024302865,0.06489612626245757,0.0029656211287532996,-0.03916036069039509
TGFA,0.013071486830621747,0.0078040107673250795,-0.004899293045201257,-0.03528269775746185,0.03211717529664763,-0.012470982721078832,0.02637493282024918,0.10033522219216356,0.11406331345758214,0.007524496940256988,0.04348588399365953,0.07493874104345263,0.04322627736182894
SLIT2,0.060525898386098696,0.024919732110077343,-0.008967039747440866,-0.016505497817128255,-0.030848702125916883,0.01679560708819627,-0.014517333083486145,0.11650491782965366,-0.03219657292149299,-0.040043723491778024,0.0384545873546792,0.06680953701066328,0.005980309238850891
PLTP,-0.037612084978182116,-0.029126749086648175,0.02221518419108294,-0.00958318950471595,0.018410347726225375,0.044509957852084676,0.06547538631042667,0.056262361819312934,-0.08083091477451444,-0.007569974953438397,-0.06538044048580144,0.019538652925948113,0.01137536851075263
APOD,-0.02496171911438055,-0.009882455206721787,-0.003830846119295787,-0.039984637851093276,-0.02704190329499741,0.04830773605768749,-0.036992340548627885,-0.114680235700104,-0.04949256228416659,0.06404006386905481,0.11653097876623393,-0.004049823260940475,-0.0205474826270527
B2M,0.054210492242211715,0.008010361168718729,0.06473614676561436,0.021007592055989368,0.0465341321728882,0.14984982295746682,0.050977907656718266,0.07147706837578269,-0.06486452017696644,0.01610791573663468,-0.009601844019989049,0.05759108422243705,0.007953422430764686
OMG,0.038780345201500005,-0.03674784364507607,0.012697412791111468,0.0481960099300167,-0.012786170932873884,0.01705590327802074,-0.060945566734867306,-0.02267300060669627,0.0015820348865658118,0.03291793101825346,0.12445732153779115,0.04646269105682978,-0.08991966640373397
CXCL3,0.05690449387315128,0.093840367955881,-0.016256578602181316,,0.0405557228966365,0.01927894087439024,-0.010926738141679803,-0.027100050257188348,0.003331119741258071,,-0.06567551576291497,-0.025119304214425348,0.0017708754104489458
CXCL10,0.03463713045121454,0.05772535894252354,-0.02487273795102771,0.08467486012773819,0.05638467195079005,0.11049105271923919,-0.01736390923651603,0.05113083880576671,-0.04749824249125539,0.039371491955073064,-0.023676928475544038,-0.04247315825303057,0.004820596303329436
RSPO3,-0.017040437227167086,-0.010504577033325479,0.0383836250264176,-0.02006873727037741,-0.0417495076843433,,-0.01141823076580665,,,,0.00345510661780749,-0.02088420041142192,-0.0602001930469441
CORT,-0.0077763444232551125,-0.01045541681285363,-0.0023816812481905324,0.03082596686152864,-0.038188927510930844,,-0.030292211639574504,,,,-0.01847229469818108,,
NCAN,0.053338627952992844,-0.06743888614214504,0.012196412350072953,-0.022748697180053006,-0.02494018389085818,,-0.013012590204485107,-0.10826946371790824,0.03566576768581543,0.0149013645749747,0.11116532326992581,0.00933742064041735,-0.05854925343595505
PRG4,-0.018865794757603443,-0.010367564522245165,-0.017103042431214428,,-0.019903287193071082,,0.08680085211701563,,,,0.06315492228021513,0.03512094418507219,-0.03496678386967406
ZG16B,-0.01739577004732238,-0.01203282657852215,,,-0.018884920731746687,0.030405074020508852,,,,,,-0.02604035035787607,0.0724101011692094
TGM2,0.06352894166007152,0.016879220039738897,0.02795034060842043,0.06594291135807798,0.0697445350243485,-0.006199465562552169,-0.0044563260834919695,0.06731742932446837,0.06972380693807327,-0.016558282505088128,-0.046397624614868765,0.011984735389374576,-0.08175334440374256
VEGFC,-0.023953879651811553,0.0464610820640683,-0.026327249702064064,0.06254855646266828,0.007724015344774104,0.10070230890389621,-0.013624002274578344,0.1666523577983168,-0.0551654717287773,-0.012099074212013002,0.008820981013164812,0.005767975678014477,0.01655632089935433
WNT6,-0.020240664911688102,-0.014339676691566786,0.100423449302279,-0.015715348439460125,0.007533182222063401,0.004412963256416255,-0.011890341215011879,,0.11460362068842009,,0.03927347328788209,0.023644277454168364,-0.02214555886703016
NRG4,-0.011554148379945825,-0.012617800296863447,0.005926129200066296,-0.01923849165377509,-0.004281478913846855,,-0.015893987746092172,,,-0.03837813737108608,,-0.020884202752042526,-0.03330352387391404
PMCH,-0.013316777805092599,-0.01748319158187956,,,0.0026474166548208474,,,,,,0.05501906555360803,-0.026068507575362495,0.01651371518130918
COL9A1,-0.0348968157524245,-0.013178371490751717,0.03639941730847046,0.09080932559459247,-0.011192830073486117,,-0.018110821182022722,-0.009514269196712955,-0.0032190288944798427,0.036494068943328385,0.0883309697299333,0.046243525610547724,0.1718579949458412
GDF11,0.03371512610810031,-0.032509700686928,0.0035567780694240186,-0.008309644563770665,0.027109558999848796,0.006207990926098344,0.048222973900374944,0.0536891414178505,0.021833286283211503,0.014647873082360336,0.009467541156381072,0.1026715451597454,0.01052766600626925
RAET1E,,,,,,,,,,,,-0.02290982203272745,
IL24,,,,,,0.03705895069291934,,,,,-0.01737089942285547,,-0.010838053277849495
SORBS1,0.011564694897850362,-0.046925296304100694,0.03225994738261563,-0.03708989835207008,-0.019865177605925162,-0.04063638616949323,0.006997668924985303,-0.0700180870455525,0.01021429976338621,-0.002680066200961167,0.03901693253161521,-0.005394417876768256,0.01492997085530383
DLL1,0.04369773059373469,0.017279506406272353,0.004539613031207418,0.0681838953311087,-0.01658960298914729,-0.02946404734988911,0.00408458330216267,0.0911897183554947,-0.02025274416747004,0.04617761929658739,0.09669025536720578,-0.02603204174250504,0.05247035184607221
TLN1,0.014924225025158777,-0.000630774225605303,-0.013540158443624132,-0.005920825793863958,0.04814392116219946,0.06988310778058325,0.018422274978752165,0.05730264205290838,0.007612692247535659,-0.04244380891312585,-0.00976775820218414,0.05104032617032067,0.0438711001974764
COL2A1,-0.019943778216038262,,-0.015275611453299115,0.15826484937982363,,,-0.011092882506104417,,,,-0.00770990277007331,0.08081547396728725,-0.030004687460931462
SHH,,-0.01077360174824506,-0.017806911090258688,0.021293413503148735,0.06038113254454997,,-0.010586966046263224,0.021303692924467054,0.03150388920224956,,0.060773831913658184,0.03495075660651269,0.019374716966429353
PON2,-0.0015693083685152634,-0.06353585197425435,-0.018196629761443924,0.005892742066023973,-0.027619752056821042,0.10964658141187114,-0.029002441949172567,0.08158601078899785,0.07844314265214944,0.008302699478071541,0.07050351808046544,-0.004376422875255189,0.1330997026162651
ICAM5,-0.033810689319163235,-0.01679142299373524,-0.04051083471994513,-0.027181496223593712,0.005406816956970582,-0.03323986594989013,-0.020675772812489317,,,,0.06379399014027443,0.023245516375560157,-0.059385529389477686
HPX,-0.03134725865921178,-0.014241901060630358,-0.008526410296462412,-0.015715349499571294,0.03200034928592598,-0.05277428145015315,0.07560353755967038,-0.027100036079024482,-0.07739006596697677,0.03334840256053597,0.0501568900838315,-0.04819531035814519,0.08548253245143285
SFRP2,0.12489639443591961,-0.012269964857534624,,-0.037151037580667755,-0.01312395348532105,-0.012247966978080047,-0.02076891803503381,0.008624141247409428,-0.025531875353879945,,0.04272052608935144,0.02002245127899618,0.09026547169230978
CFC1,,,,0.10223275493616357,-0.023766852554135014,,,,,,,,-0.02946837856762698
CD70,0.12374189754421185,0.08058641515257475,,,-0.018500996757407896,0.03637193991161525,,,,0.0075354593334799515,0.00401842656904159,-0.018712976457479658,0.03452756611766123
HP,0.01159305936605952,0.014943054587982809,0.05744503389122199,,0.07660926864054823,,0.0009460056022609284,-0.0224873236421373,-0.05436557036005508,0.0158135109629177,-0.028501123913773407,0.022941918006397652,-0.07644039185210857
CXCL2,-0.01227677348678621,0.023751972713226353,0.025893307929542937,-0.02428875297845055,0.04978182525053409,0.05462001467982267,-0.020954150324522948,-0.015513996550540273,-0.06890371606149677,0.09720895121706326,-0.012151635347245995,-0.02322402609641321,0.016903989329184785
NPPB,-0.016183930516179473,0.024145632828769338,,,-0.020811222663110442,,-0.013624003265491097,,,,0.025229521032095387,-0.001383723526097836,
CCK,0.02591497140480016,-0.00800038257378031,-0.030016733606469163,-0.013548631662433613,-0.12059552109292737,,-0.07617336044728884,0.025985500296069955,,,0.0869318271424752,0.002079003993383376,-0.1857415293401171
SEMA6A,0.04950949693814683,-0.014313614659529215,0.005465552324852241,0.05505358854591245,0.03549012289119804,0.04107679190943585,0.0371316466051358,-0.01621678249829635,-0.0659191595642069,-0.041905117286079485,0.02155243272536616,0.05295004693143446,0.11267935240969151
IRAK4,0.009449437413437215,-0.006313342837128725,0.03562729343696753,-0.006917920090283693,0.0070343799135531735,0.05701895775161563,0.028291117787280586,0.07635138874754883,-0.04805279717378503,-0.07070203066852475,-0.04503623358495932,0.04309558391583356,0.07855782679629918
GSTP1,0.07187453420379539,0.02663121814591901,-0.00047429011622041094,0.06618328632905375,0.05027531007825324,0.04282837357478721,-0.008344015765394862,0.0028863877609047895,-0.036216290848859196,0.031761843099848606,0.060591368370289805,-0.009428202897419965,0.1415576148420174
VCAM1,-0.010364991135607828,0.00021911603694318304,0.04729601927308702,-0.013962264586221863,-0.0242276678222338,-0.028808331331051158,0.06870522119568921,0.03191982401165809,0.08847257579935867,-0.07423247640203248,0.012159023044325172,-0.024511300382651226,-0.00952640710056361
NXPH3,0.04087487053978994,-0.04384426587368135,0.00765219563711376,0.04207985220011594,-0.023203023162790964,0.04399614463952578,0.041048495659284194,-0.003119621371737957,-0.022699068272369508,-0.08257055521584425,0.11113420412966267,0.04559019350957308,0.06738809177415703
MTMR4,0.007107434171797863,0.017451478446690493,0.003972002756153774,0.05200774254387508,0.007540622358326673,0.04632567302001034,8.24522364224713e-05,-0.01856006509479053,0.05514110325502356,0.055851058428176205,0.04517776138865787,0.060596493453959156,0.026973460490320338
LAMC2,0.014189837783399347,-0.012138735046142685,,-0.021532569863466515,-0.0036424427644165787,0.06910515336680383,,,,0.06176940935913405,-0.022812865123055796,0.09030121781155655,-0.03207005478254048
IL10,-0.026839394512279065,0.04804116051411135,0.026012882168467644,,0.03119013346754923,0.06066647876080895,-0.012195419856081134,-0.020941734667368993,0.060869385058278325,-0.06683969798210561,0.08314803093576541,0.044451645156161235,0.18972755958493226
SEMA4D,0.010044301694786621,-0.009066829532426227,-0.036810062582479514,0.01524632551986912,0.012332633323795231,0.07503099085341075,0.030262681189514532,-0.014344332080626241,-0.01477854552272996,0.0239146923525218,0.05355839619777466,0.016103913451086832,0.013917987798410124
TRH,-0.01181437046593991,-0.0027721863342452177,0.03366461857163815,-0.029456969781396804,0.06699834446256668,,0.017968565756370077,-0.011883503665439015,-0.08238236710967664,,0.044602715737089314,0.20818040535533908,-0.023728605034990417
SEMA6D,-0.03727947316152915,-0.05662255758899552,0.020688054883165455,0.03609393984103936,-0.0658723249878689,0.08000164530236568,0.02043127693244099,0.022691482130837833,0.014079089125571551,0.0031634110940721607,0.012006483234142997,-0.033639109557130675,0.08196803378265322
CEL,,,-0.02965728003906902,,,,,,0.08867452024378761,-0.05085057507463318,-0.013887129275687596,0.0012581771985708157,-0.03426247823533502
PDCD1LG2,0.05847587512676612,-0.045227340688744525,0.08016593604513922,0.03427289729852977,-0.02618736222596497,-0.03742586554362696,-0.004029221863220457,0.06482046253732218,0.09519842411246437,0.021870139824004545,-0.03808572001077179,0.10724802501649469,-0.006713027277419438
SPINT1,-0.03213560410561401,-0.030022100741148958,0.03630735469416007,-0.01955843346992588,0.007461487978450838,0.016528455650814705,0.019026444715693588,0.026844709319840825,-0.10723468610000911,-0.08461285095207087,0.014267221297316992,0.07118344758578042,0.003941627256115553
CTHRC1,-0.02473991472649526,-0.014482334879506797,0.05137661497908001,0.059400102178058856,-0.011020023772221626,-0.11786796884529613,0.021740931367970315,0.06524217129853972,-0.025082134156974783,0.009853446865623632,0.06707472906703503,0.01038911616855246,0.037026177336190264
PODXL,0.03765385607745112,-0.025834244270973562,-0.018263197246325948,0.04430071481568042,0.003269547092506882,0.09652967715867779,-0.0026117792323973564,0.11430369176985891,0.06714184124802386,0.03490004489150723,0.01104049664917564,0.025369274116719607,0.058146000364777774
JAM3,0.041635055908683015,-0.048598550290453145,0.02480968873636362,0.026139881438246252,0.01926928447245789,0.1057523323590572,0.04523869890145416,-0.030866062271632962,-0.030589459901510806,0.05467051817099271,-0.02515984205057488,0.0789291739541414,0.03963375109643846
