,UKF243,UKF248,UKF251,UKF255,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
INSL3,,-0.007555984652819311,,,,,-0.012828819659370643,,,,,,0.024739514980631018,-0.022153076274729882,,0.03561936022177009,0.05841049200283232,
BTLA,,,,,-0.0031708421548492555,,,,,,,0.009619053590117308,,,,,-0.0201461668422222,
MFNG,0.08192275943041319,0.08553573132806645,-0.03006724595824176,0.010963705986573242,0.04507617853335952,0.15282538757183486,0.05925845723071913,0.04148971454508896,0.0007710892641393316,0.02317738033700006,0.10055417775506205,0.07539819287669698,0.10949525507817884,0.08308700662779192,0.023749996100474662,0.046242111210477624,-0.007763852379269216,-0.028428661576412065
ICAM1,-0.06508170445285899,0.05163681319489582,0.025379087677134475,-0.05449615849317156,-0.018253238449554572,0.23054651474136256,0.04455274735039143,0.04419519279590375,0.06680734623565732,-0.03308025909114667,0.07254872952365694,0.10281222196551039,-0.005762245869618589,-0.03317445142520964,0.05310601265942869,-0.004764375656599801,0.010331482115525337,0.032025692635696726
PROS1,0.0066644236955117515,0.09471954880842426,0.01079262604643463,0.02276054663933343,-0.0009977129221215423,0.27488536413700304,-0.01621193297465552,0.04132183189577425,0.03276832134192064,0.0491768434082194,0.118013418668615,0.1036270009652692,0.0025585075358813512,0.022791768617232085,0.03295771758409275,0.030281389923785845,0.01276938688208321,-0.006634723152314778
CLCF1,-0.004665080276454376,0.015858185881181083,0.02320598790888604,-0.012585935516890022,0.027975128939155873,0.09878412892011795,-0.0016925169981686927,0.07762310677919519,-0.026354764854155298,-0.047985864704135545,0.06070326726583213,0.10918150926715887,0.06674964097404285,0.023696263141329707,-0.01012945453040543,0.011385446363876527,-0.037439849832884516,0.01134108852943614
PSAP,0.07065983729704108,0.10630723530504936,-0.03358891300234193,0.06865942434524339,-0.0255436056118353,-0.1306254312007949,0.015526911930912664,0.03255251596602007,0.028540145531200118,-0.024368816071957247,0.11163315624501945,0.00662482349318478,-0.006180864852672154,0.021736933679169942,0.03886996049059736,0.03200908726992132,-0.004117707820879735,-0.05635131228500975
EFEMP1,-0.016895932531104267,0.07473305125610522,0.04831280661501164,0.07945677656570498,-0.009306595943941662,0.2017384045323992,0.10158042820537923,0.03681293152193369,0.024545490423783782,0.019283414097484776,0.0224883620063327,0.053153018436889916,0.029578330475914495,0.07846464447019523,0.01497638539618082,0.050475542403139805,-0.02272142572892473,0.03678888433616198
C1QTNF1,0.019051835452052513,-0.021544212501550444,-0.05805671120946642,0.002220961414699284,0.03381323405238745,0.1094835591997934,0.024706656524653467,0.03809231325897383,-0.05479629403336416,0.002629732108069878,0.08748291689079771,-0.034468171493901294,-0.044655849541794836,-0.07511792493188471,0.022965149651927638,-0.09047525506614239,-0.070235150889319,0.06974797508087544
ALB,0.17670078884846926,-0.0013090425973175126,0.06855760497503158,,0.04757864063006044,-0.009116073216644757,-0.014005706270161877,-0.0015367232261139804,-0.028854038539897063,-0.033185454388798226,0.09382583827201829,0.04821607959288561,0.00961581137996503,0.04573268313162305,-0.0026010631710147694,0.017967300236826723,-0.023559119381373117,0.1004985129863498
CCL13,,,,,,,,,,,,,-0.04500233063259764,,,0.019082424224957824,,
EFNA3,0.03196483352497247,-0.0019897365663642226,-0.03353002513005804,-0.04672958379397908,0.00044655840072531616,-0.15373002777648662,0.004263605006012295,-0.012491990433431466,-0.017930993221346617,-0.03981784848395937,-0.012402272716621095,0.019448504219469573,0.044608035456917015,0.008805641012926595,0.03550156216217763,0.019294382439366445,0.06445943025854606,-0.04241558121846259
DRAXIN,0.098306291563988,-0.004137102912305956,0.03170305788587325,-0.053538634387241595,-0.03869466769241352,0.16820105813055408,-0.0333339411778707,0.05248176470712173,0.08444234112434293,0.04267383284692408,-0.07150664820616091,0.11645378459504634,-0.04526528725083415,-0.10099322310739074,-0.009235101045124565,-0.04990880460094388,0.05738845077993579,-0.034604323071977534
RAET1L,,0.07684576885310675,,,,,,,,,,,,-0.004189804448342532,,-0.005181567871628557,,
NPTX2,0.01599744293317604,0.04761008839464803,0.017005281764520343,0.011041447194605586,0.017070387187678934,-0.20804115730490372,-0.00019083626033152739,0.009432820145242759,-0.001748812943899072,0.02447110103767707,,-0.05497758902950806,0.020451031954027525,0.05031039519004536,0.036767499820543434,0.05603410711984907,-0.04268335684289981,-0.007360912437860446
FGF11,-0.050890278512003236,0.006462834185676304,0.022365364725038424,-0.060518159657931954,-0.014505139222701404,0.17233278630389548,-0.02853529185176143,-0.018489048993349386,0.02080800786670342,0.05136435775492751,-0.009229419444004556,0.04331916513771311,-0.03538648199153544,-0.05960146579586766,0.0020938124312358513,-0.05442825408001488,0.02987615544190627,0.07050304212492273
CD59,0.10130832398882955,0.1031334882781587,0.07544729107084341,0.06352982798721167,-0.004443406180052654,-0.09891388897123808,-0.006085609901865866,0.00039799137288420495,0.006110178139788357,0.06486854779521951,0.06393886555944532,0.040114590801911175,0.07675806785542877,0.06611996137100089,-0.021749362913845695,0.050195886185850115,-0.010760560783277062,-0.04818545479624593
COL9A2,-0.007885023399393381,0.11603140964751062,-0.03343184979588747,0.03429336417473474,0.025154855301557547,0.13992417681425864,-0.006041112236488793,-0.009104737609249347,0.00116039862260178,0.014733751244808352,-0.01835621041618043,0.035578590150972186,0.10062129759228815,0.10843300084355138,0.011881225651011537,0.001570445574782395,0.07433163926985045,0.017341685315647372
DLL3,0.08153211777988785,0.030047958789997414,0.012083274031588627,0.025803294132889586,0.04796354446815972,0.1784407977587985,0.07665209726684993,-0.05607904476558336,0.01688939018454817,0.010291236108431131,0.06651694913400218,-0.01699865629087297,0.09034414726022952,0.11658495165066793,0.042187669925381595,-0.0038830685074156468,0.0899102382169091,0.0007988648717261444
FGF5,,,,,,-0.04255938554069706,,-0.022930490404495837,,,,,,,,,0.012585479145646896,0.09235847050999026
LIN7C,-0.004020286896550859,0.016609398573268666,0.032359628445724764,0.03552894869189224,0.04217838066520081,0.06974513325164484,-0.017779717433879322,0.0622951910769067,-0.06638382918086523,-0.012761689394969454,-0.016748660995359255,0.12354256064475297,0.06335970964823442,-0.007492159215860068,0.0416369396149248,-0.01882576811782889,-0.0111713822232106,0.013922819786286464
GDF7,-0.012941712870051867,0.01178609714414861,0.0030887009004817744,,,0.11146776391927492,-0.012462486676889175,-0.01618891841735631,,,,0.028650118035603387,,0.03323727761687418,-0.00949793213514376,-0.029336028836683802,-0.029719782178171724,-0.011038834158072915
PSPN,-0.049538960182707786,-0.002860233061443433,0.06159687502934756,0.01366353066232813,0.0753095911027399,0.008969112276850762,0.0044814586506007024,-0.006642449653469224,-0.04394373951690946,0.05565677188416501,0.005715673797850362,0.09311217330621618,-0.02860912941996534,0.020823174624931058,-0.03727253642339303,-0.002893481349191123,-0.005870572331703825,0.04695101380817186
ANGPT1,0.011906499546835056,0.10673557972500704,-0.034619974226356036,-0.024897460058711626,0.01747402462170792,0.10875808973850079,0.00353150664301819,0.024409163604462606,0.0100203119623275,0.08860745863683353,-0.016621233437092944,0.11913444411642489,0.04594126344241775,0.003447474284873481,0.023149777195901108,0.024003658069812202,-0.024611836537362014,-0.03399282991313775
PNOC,0.123881919988993,0.02941247412070025,-0.014148811825565434,0.0302751423816424,0.02969938763671008,-0.1409119941398501,-0.04229090917243249,-0.04214677708138609,-0.0348797797473805,,,,,-0.017113423963588375,,0.01034820248565528,0.1154308491110999,-0.023655869286025893
L1CAM,0.08061859654288245,0.03587378262686038,-0.0175982920737688,0.025139845638750633,0.06611829743885274,-0.11041573941996172,0.004428162425501618,-0.008202646155803484,-0.012337864040131184,0.0010554060948361036,0.025661235017401796,0.007094581729625172,-0.04158419818576965,-0.03399909379153833,0.016476451470252187,0.01980164832963082,0.03682156060310362,-0.09338244683740081
APOA1,0.14496930488460757,-0.031237107313198502,-0.02276819005015203,-0.028866529817214326,-0.011284632336785604,0.06955315018321381,-0.01670535487050554,0.0679111627190164,0.013552636986212984,0.024114991399492896,0.0175250605484871,0.07816026702349002,-0.005203234662804817,0.04776575664713712,0.08582619669911831,-0.034843441975046935,-0.014409718447998833,0.019613206695644612
PSEN1,0.00696224618971031,0.12127594695978079,0.0033491344750488927,0.055386262620214045,0.03962746896106573,0.026940345799606157,0.029028732326670945,-0.04225881202457102,0.015798666172955066,0.026987863911766743,0.05663787363919153,-0.025894807443507206,0.03351971796442239,0.05273393742815209,0.072181370416998,-0.01883875859053974,0.0012558200197842217,-0.00022840688433772407
CALM2,0.06747187770236136,0.04760750717003077,0.03598399568790623,0.0025780579478154476,0.053111855824313874,-0.2766929453288236,-0.026385976510498538,-0.01963375405945362,-0.01565129834337936,-0.050466845638672944,0.031181838182703012,-0.09568982025482044,0.10428742724007932,0.13219549140025097,0.07346158423921444,0.04660578486912468,0.06473906674590466,-0.05050715905781135
CLEC2B,-0.058296384645654384,0.030283079569573056,-0.02490524731423647,-0.0593321054257431,-0.02019891959130022,0.1628341696770702,0.0276106173988407,0.10358346207197665,-0.014388762831867925,0.019397362513032226,0.025543366146149098,0.09354735962645985,0.009126984965069381,-0.021911730475685648,0.02525041322639524,0.0469897547919568,0.06506683414183369,0.027032417745187314
NTNG1,0.06089727666985972,0.02446256319572232,0.0195122947895523,,0.09738813135807801,0.057644265580231835,-0.008539467813699925,0.013340054631559815,0.0037034213269542485,0.004033157319676159,-0.019848344124687122,-0.0414265432189289,0.028129582929344237,0.09869143165300089,0.007312367066286537,0.04549409366620899,0.10779519099134331,-0.008581372103481618
LRIG1,0.012383077985924442,0.03135565785872069,-0.024077217495059134,0.10400475843328384,0.030611959165082796,0.13806038152320693,0.009692185861248011,0.03685919936331411,0.010660557411362173,-0.08422650397797932,0.046587365867489135,0.06192029425443,0.12062647758941725,0.14012116019105142,0.022329423899029775,0.052443639370444904,0.061138940436487696,0.013907524235847507
CPAMD8,,0.004011408642140135,,,0.0062267173764964795,-0.026487778494766558,-0.01423012299500232,0.15895401134516096,0.08577974756106586,-0.02622382330220894,0.07069896170980784,-0.09968939547179688,,-0.0021702104489328042,0.014039054115085745,,0.11144950713959002,-0.020575964755771857
GHRL,,0.07770106496690146,-0.0208532777510125,,0.050033799901695174,-0.030346649682848992,-0.024950453833686177,-0.025574053329254512,-0.007600898432290716,-0.035331874807764486,-0.03516125321312047,0.052352490106578164,,,0.02235825154917995,0.016499648387512965,0.10915872649693151,-0.01813792702603237
NPY,0.039242338820011984,0.00930528647776548,0.003537894613384888,0.006151247014956054,0.08679027981244898,-0.12778160976678155,-0.018547284580237338,9.346258998146319e-05,0.042091089812740484,-0.030623746815598173,,-0.07601952024391677,0.021683429776261205,0.018236880082078154,-0.033596086473081814,-0.04803605856490879,0.037404444463955515,-0.009550503102559449
MMP2,0.07021573451276975,0.08023946135313648,-0.014901639446226158,0.06824634229691075,0.03240753321550367,0.20871828598029046,0.005390216639385268,0.0036938090098952536,0.05690294031523065,0.03590524067969338,0.04940145742949477,0.08941839680680122,0.052866956223916635,0.057789250524235926,0.07675413828998671,-0.02055514825400212,-0.009329932012138232,0.02203304482339874
PPY,,0.0642101276040798,,,,,-0.010399904829109718,,,,,,-0.005014287526814249,0.022861473964675492,,0.024519362779851398,0.00045690349145233297,0.12113588269415579
ALKAL2,0.057397840872455794,-0.02872102537925919,-0.013196371436393434,,,0.029413574574924002,-0.013470877389762017,-0.0082470550809864,-0.03271343113652145,-0.041920101460360494,,-0.0007107538581553257,0.06577732618241298,-0.04184802870304779,0.046353990832225474,0.046399741764281806,-0.010498773992457619,-0.0009653155383414322
CSF1,0.0016549630416177808,0.07459053729977663,0.003443386252333869,0.0721854124154679,-0.030813503822470112,0.12238017766215406,0.009078377165607856,-0.04073707533050035,0.027274129853782445,-0.01939010289743903,0.04278350616143077,0.08114048800858514,0.03583764734727018,0.048210495854443196,0.060072267214632366,0.011419828881597434,0.02943170539273587,0.037006940871414006
SEMA4C,-0.030494065828991734,0.049521774255247425,-0.00204656439576679,0.022978520735248947,0.05006171855161988,0.056002897757583804,-0.0011960411818897694,-0.043512940193327077,0.01245068060245036,0.07148081252404212,0.05077287081172397,0.06548148815793059,0.04682946592107333,0.07351838031270919,0.037172694561140224,0.025877007911036604,0.04700422185536844,-0.02613286324503141
BMP8A,,,,,,,,,,,,,,,,,-0.01870031460301566,
ICAM2,0.10266592249512126,0.07342364245131695,0.02867232852951303,-0.04234937768285573,0.05109858003170909,0.09205902560220586,-0.011679981089580998,-0.014993175347883568,-0.009835175297826466,0.08673570471553502,0.02143405216056515,0.09332426641964554,0.10106019265795285,0.08913931728622287,-0.024125781624235954,-0.009082654784795292,0.04547479707582137,-0.03596427012423255
SYTL3,-0.012323604298499442,0.03851858041305594,-0.03799354347766653,-0.00734300205459851,0.02004371842560749,0.15770750423199578,-0.0017672751866106907,0.04417429634755614,-0.0031205939068293335,-0.045044761324283464,0.13884121935923763,0.05338387652032261,-0.032360529507262786,0.05675699131825183,0.010511830605408555,0.004565822757990635,-0.013484212508048864,0.09659420179454155
IL1A,0.001266156426474765,0.03745547113416965,-0.026331568488839854,-0.012678600436105155,0.0655931397108766,0.09525594110816912,0.06282944495860629,0.0400566681389802,-0.003885277336743885,-0.04280949933297588,0.0735490500719432,-0.0768551719396918,0.016193111369337074,-0.009141980613324047,-0.027610610353316457,-0.038172515011072605,0.03872591713349214,0.012783088499522706
HLA-G,0.015219788741159443,-0.00655737730666578,,,,,,,,,-0.08671152429091157,,-0.020417012481863294,0.011196186526476524,,0.00548064885058313,,
PGF,-0.02630168357421408,0.0978389304175916,-0.04183755796483123,-0.017036709044848355,0.017135470868500553,0.14407314983726996,-0.0022936588974936238,0.024388100533510388,0.014441352821798913,0.11469087334132423,0.07752813501995312,0.10504451576464291,0.13537310372376624,0.11005270923240518,0.0048324936884037925,-0.0021450217657782164,0.05402265854747912,-0.041765567130311966
LGALS8,0.03875399310894934,0.027852867186371994,-0.0015348841232439528,0.05112834412125842,0.06438857205477719,0.06322675333555781,-0.022316934026501107,0.1052279102832331,0.05250238645880395,0.024547701750572967,-0.02328208510471371,0.13880811807664903,0.018880824198902857,-0.004427565040514457,0.002446377954536526,-0.01086811230957638,0.0045462111179817195,-0.009168215559826297
DKK3,0.07968203706546437,0.08403923120722874,0.01768161225138944,0.0753397390275865,0.03134389029331933,-0.192686817723725,-0.036170268938302046,-0.04671516689813764,-0.011969794891021844,0.05492645322970488,0.10323290507759086,0.04052892521853956,0.09514510413363295,0.08000650765572748,0.05464620829429785,0.05155624984931942,0.06910242751369283,-0.13944701106555982
COL16A1,0.09237577589694135,0.03527774073281216,0.0554540837490293,0.066239898795093,0.04432304189058959,0.015723055095458034,-0.010239597832019052,0.03661872051446056,-0.011832422675408318,0.032184872848248836,0.09818188162651179,0.010131394510743796,0.0788698434309856,0.11172957630592303,0.11426651930454174,-0.0400108486116794,0.049122112995310406,0.0164787476626355
TPH1,0.059109064013466536,-0.013232978194948305,,0.026433411222077423,-0.02287520814866046,0.038322670256200335,-0.02405279756395462,,-0.00497451712484793,,0.0012056705299713824,,-0.015846623861428242,-0.005453826097714942,-0.003940207677452796,-0.04330213329241191,-0.032237204978060006,0.10814969733102839
TNC,0.008184879236554284,0.05118617343538606,-0.053759900301180254,-0.03138885854950404,-0.06128581192295098,0.27832798626076183,-0.022857317983182922,0.023686645742792053,-0.0235839155660692,0.011321225241543961,0.005965475814326718,0.11453302570879342,-0.03932604394682388,-0.041242167379185575,-0.005814028245211866,0.0050957978330902105,-0.014472712283519899,-0.004970586972756298
TNFSF9,0.011962048396547428,0.029080218714783203,-0.02206734148379024,-0.0324039431291557,0.025910663016921798,-0.07780806772682752,-0.01434479955720592,-0.013999688250032826,0.044373938630529686,,0.1254168454145393,0.022427612816694562,0.05451012225457429,0.001273858461090019,0.006983306284759669,-0.010763945876818188,-0.029594623727835428,-0.05144613503061981
C4A,,,-0.013004432543291134,,,,0.07575973112648217,0.05109248411809611,-0.01864830601449796,,,,0.04192731474162003,,-0.06793261227825793,0.0457373799427216,-0.025182831510820604,
CNTN2,0.04687294263786192,0.04178160741962718,0.040013234430050636,0.02111135268223914,0.03716499737823844,-0.041700289813517935,-0.01865695100768923,0.01928131803623699,0.0003274167065178524,-0.11474891357955364,0.07876186533077595,-0.11779058813134662,0.041373505941403745,0.11982135976599856,-0.014174818474847658,0.028877440818959047,0.027690753793749953,-0.12620239469897923
F7,,0.043866669250903816,,,,0.0077363189487413535,,,,,,,0.009044658662124495,,,-0.02933603167340611,,-0.025433055201595854
LUM,-0.007673982723687952,0.11757887027184172,0.0157452282886974,0.13152614902483567,0.06745621415450202,0.19218951826275754,-0.02453945166378365,0.044681404870739246,-0.01743863429710387,0.05842277944528179,0.06797549874161442,0.15094949644266953,0.1309691910873892,0.1242933299505796,-0.03300844256740608,0.01447941940115949,-0.02741506234831197,-0.008594901568727248
BTC,,0.052783470163117664,-0.02034962722161782,,0.03618226162107764,,,0.013830343552470994,,,0.07245448568395739,,-0.025338728232228828,-0.024579250411984162,-0.047894265862695164,-0.02838904406240538,0.08964169166179259,0.09808117113329022
APOC1,-0.03956042469788555,0.06140927197009745,-0.038660166021703544,0.014572212372788192,-0.004825285318372591,0.28115854486545394,0.013915880374025693,0.05057966338925742,0.017621216030290505,0.03326499739543048,0.12229479167480026,0.1634642790852057,0.10611963251543709,0.13658074985671118,0.014174504302279073,0.06125957968661629,0.05320845692123341,0.07586190121544871
PKM,-0.03824681769486834,-0.038814904711674494,-0.024846693608961204,0.0016576048316593124,-0.03419490094732563,0.13282507060116577,-0.028143402006527797,-0.035002384881860395,0.008681745037581968,-0.014500672878867582,-0.06012316325985361,0.051034172531233324,-0.131991038248822,-0.10021033836519266,0.032440576134928074,-0.006524129781122237,-0.08027157878617906,0.02692771039728993
TNF,0.035308833878191115,0.017457526094141775,0.006725055735366048,,0.03932477557002942,0.06553958724382133,-0.017830042897471542,-0.018575825814335235,-0.012433430708135214,0.08072417255229537,-0.025088633269757292,0.01866960639650517,-0.012979552518619495,0.00242827775261519,,,0.01735127413026323,-0.01979433597187942
GNAS,0.01797292772557407,-0.0856046338197139,0.022195775363713092,-0.08677523659778376,0.029068298379005646,-0.15504465115635635,-0.0636799226416664,-0.036519205759121806,-0.04664666116232159,0.07493246656644888,0.016812582255281566,0.014256225267515974,-0.12154822246636278,-0.09311442552204446,0.04137823995947827,-0.03590249052650581,-0.0010394557136037227,-0.06767575761512938
BMP8B,0.06193718159092815,0.015585590562599757,0.02259024652515577,0.03180363156644336,-0.02551766464854674,0.06333377273738408,0.0019942533122708733,0.009556824157171948,0.011724199169311467,0.09063863607168109,-0.013905213667955859,0.017130707913876945,0.06294229850657841,0.02332907897839769,0.0035542789901734486,-0.0030057379655450737,0.03163662527726548,-0.015191749960683057
LIPH,0.14999508906382097,0.06832329007757013,,-0.020880472674826445,,,-0.009940194033274287,,,,,,-0.003984318449377564,0.08429169328715956,,0.05632061966958338,0.018868495541543483,0.08117678409903105
CCL28,0.025656908032781145,-0.03736293075817822,,,,,-0.015306263547237737,-0.03427749976714722,-0.01682397912045036,,,,,,-0.04695763357877772,,-0.014520834725291854,-0.02994795692954841
PTPN11,-0.09548303865801999,0.03723941406027136,-0.002381694976641138,0.04940358250949669,0.021611574689813895,0.032482506013053636,0.00439224604088305,-0.04282563851623014,-0.007355111067844364,-0.09669468737348132,-0.08158130624823444,-0.09339232852576569,-0.00843423020243413,-0.026257229848389404,0.042481620259049696,0.052731771247790354,0.012604481845165024,-0.004291916005003453
ADAM12,0.06459541339371049,0.09165775254934952,-0.015485765875266906,0.03626778634095277,0.028804004095789846,0.1549817072101366,-0.060471691919628666,-0.049036454513240756,0.04534499768847979,0.05000560356864251,0.024742061900157906,0.10217337486304653,0.05293194624609519,0.07044456153515556,0.05006853328432877,-0.03334453920058074,-0.030270187830961897,0.00636984729362036
EPO,-0.03426628227322833,0.014175494702648799,,,-0.01661248892790918,,0.14821857073416533,,0.04464256415361031,,0.04867993428917649,0.007630759874761127,-0.010058847749255567,0.0049812450900792995,,-0.028066722367685277,-0.015441700933951565,
EDN3,0.025567187470096155,-0.038666539310446085,-0.03227981837525863,-0.024630523425020746,0.04328588555720949,0.10651641272378132,-0.01611934026711853,0.07493922018028143,0.010193346761931085,,,-0.012537469318970648,0.010036014319511363,0.0687848572542631,0.028611179285167605,-0.005682310409230803,0.0013568680521259834,0.050666650269348905
CCL22,,,-0.01644071958281856,,,,-0.02094043451144951,,,,,,-0.005024685628945464,0.0003011149818966804,0.05653141191137344,0.08412927322537346,-0.023861474453755468,
CCL2,-0.050692173492964766,0.08541435059163151,0.04315892421670222,0.08811307155809338,-0.010823605262831439,0.050140215424771616,0.059263214720845406,0.05422805748274496,0.030094587027903415,0.010541579194633664,-0.04119901451556662,0.10193748392800141,0.03892528570586583,-0.05716522019771884,0.06169891620197269,-0.004255078215212324,-0.03744041859001446,0.013485768203151786
DSCAM,0.055340220905209445,-0.026423899409468075,0.05130116181787192,0.0065531925719230655,0.037841899232722485,0.0745809397705643,-0.012205270551943061,-0.02997165625190212,0.021014563424251703,-0.002245543842249189,-0.019254284206060304,0.02274056930916442,0.07824170405728859,0.07375856687840168,-7.84467360209534e-05,-0.02829728094187491,-0.021031842933820405,0.05002656085026281
GPHA2,,0.01784081983452015,,,,,,,,,,,,,,,,
ANG,-0.015281168656665713,-0.030186706778871825,0.013694973648469473,-0.08606340570876678,-0.017815331269844685,0.13612598160975894,-0.007404782082983509,-0.03548376212377231,0.008428167381154499,-0.0013535164297736125,-0.004901532121247485,0.03928446196952206,0.014233797632436434,-0.04275423203451899,0.007078111579964341,0.009544297125244705,0.040640144690083986,0.016143185253338133
FBLN2,0.11625672890427483,0.010215393936162413,-0.029897934353238315,-0.028631980611872873,0.05101756821112616,0.07633946018460004,-0.019346409266782747,-0.00023420721110491334,0.03857533253133741,0.013920199454822584,,-0.03259282192951648,0.1039848261304921,0.12793202362250666,-0.024136724247611017,0.004297856358481006,0.001770992333795686,0.031844416870191974
VTN,0.06228531406044337,-0.001958531922865365,,-0.02436094161356233,0.053200547317655104,-0.027065674974053013,-0.017085876449084533,,0.061269514604238386,-0.02224051436134948,-0.0782881604011863,,0.03143376108890569,-0.022720497332898458,,-0.025208732315432705,0.007606370601339625,-0.032086958012713725
VEGFA,-0.07828186194406998,-0.08996860279696085,0.10385860435127434,-0.051846830555202214,-0.08780854023371154,0.13414830086150153,-0.06455907120466625,0.005745487304813241,-0.0068385364243983855,-0.0005819330742370966,-0.045662255186889024,0.11840873479470515,-0.19181954462602155,-0.17933462835282177,-0.002100814719374224,-0.03841539074827249,-0.0954077931997752,0.08261149744157642
F10,,,-0.01876604154240047,,0.00823990513049341,-0.020824153448084266,-0.011403271364949723,0.09612591925817168,,0.19377342194128186,-0.018318951129961077,,,-0.003954014019220072,-0.040100619516216865,-0.040893641357708725,0.07823226141599647,-0.006807769613606716
SERPINA1,0.10451153491050842,0.07870347062588083,-0.00502838334681809,0.004003452795214672,-0.023941163464786794,0.20194821247886768,-0.013015111312436581,-0.020842999098292302,0.06791624363588535,0.049990346318873446,0.03919287169940475,0.0018019596764593181,-0.022477427114591105,-0.05076178660316408,-0.035003739677083916,-0.005734223202687163,0.005990686670246887,-0.0005203969282694177
VWF,0.1742867903135926,0.12536768105069154,-0.043621348887715766,0.07010712455365595,0.025207984423441788,0.16438255166595037,-0.007555162353245926,-0.02676924540245773,0.04764701123268911,0.030269458530646352,0.0805513273606483,0.11364045412866783,0.11997428192927725,0.10858988139112086,-0.033645792373388744,0.002774272130417166,0.05228424032437455,-0.08010666455626485
GDNF,,0.06180048899143114,,-0.03717239358198473,,,,,-0.02121444983869763,,-0.0454957294721793,0.04818218717241309,-0.0005822281934009373,0.011127823375040041,,0.030393890667540172,,
VASP,-0.07585824631357699,0.0812757869475073,0.019286650342882627,-0.014285215170185824,0.06964590593246808,0.16841428978399883,0.0012328323807574097,0.049950148726175043,-0.006395046517015465,0.06756545745227277,0.06945853034730361,0.13448595395892313,0.0269749838098854,0.00369635661426247,-0.03040041439660924,-0.006121056323167144,0.02800884349494785,0.06086888933841668
ADAM15,0.061810842559076075,0.09880466602156114,-0.0014096121554174708,0.04438129869527839,0.02176103586285109,0.06602100792182276,0.06722377031354643,0.037938303051238374,0.009811069262851692,-0.06523065698675073,-0.07543351129038704,-0.06276503339192176,0.03578895590553725,0.060180402886083666,0.015186033828572356,-0.020733369242597794,-0.00910292688593312,0.058841261823615786
WNT2,-0.005126144814618562,-0.015523271484256439,,0.03441524907829161,0.03247530794254495,-0.045241358106589295,,0.04796801775113355,-0.019853579745459288,,,,-0.03965344435149059,0.06505992219005105,,0.03250288060563371,0.030617245510956168,0.0909920190110171
CALCB,-0.006993144707216263,,-0.023785448275538842,0.062369493040412366,-0.04498327442596712,-0.02140143371379381,,0.058586922189927816,,,,,0.02114609861464613,0.10624958388144722,,-0.007460296089918076,,-0.03049440321427214
OLFM2,0.020255106382926536,0.018774307565453074,0.022192499149163075,0.033170041371023265,0.06369424950102391,-0.1005689976360601,-0.007548704265786854,0.044792986385878725,-0.019009787084652556,-0.013133688304193218,-0.021891194121873986,0.16219838301695222,0.018667402332368098,0.051817055956688646,0.02495135749003166,0.00862513575951796,0.027470173422006507,0.01918816047421193
MFAP2,-0.0241538918658748,0.0801819078191766,0.02232470597165033,,0.041773383361892576,0.10633456491237059,-0.016708929333075932,0.10069530313772629,-0.014650510378848026,0.03450829725743427,0.0813123711552259,0.032598978143199626,0.08027601420958036,0.10712890556562044,-0.025356459994221987,-0.04294703945690943,0.02441132430328097,0.021886263270228162
HLA-C,0.01700231315513431,0.04180402802498331,-0.011252343695589235,0.04905587657987611,0.005246470876767315,0.2928574818992144,0.08182543337141855,0.05157814049223118,-0.00918650545939538,0.08565159403578006,0.04685898325506261,-0.0393023355119933,-0.0004609012731891322,-0.03406478237243411,-0.02266280390181931,9.685560284393438e-05,0.04961765522756333,-0.036394042885164804
THBS1,0.00903055282036294,0.040670347835873207,0.02395726814809748,0.009407102687457362,-0.03287180500664865,0.14411488536389042,0.05765790719315541,0.04919475767104868,0.1235329403502797,0.061665677123048684,0.08339876686637897,0.12132969735543685,-0.0014803073843728278,0.04410811895884644,0.006670631571292707,0.007991158571371358,-0.06105807171808037,0.04419113048927787
HSPA4,0.02706291747356554,0.018388629094594315,0.0036442824171328287,-0.028232794342542524,-0.020264815047749036,0.08635753891667337,0.011410130938452652,-0.04903183352380271,-0.0224670658020352,0.07181696495152576,0.0811532832061342,0.07083369459760556,-0.028311737201923263,-0.00019449148517416477,-0.05260224378040493,-0.034996876500935095,0.008593275083620826,-0.10082221907382095
LMAN1,-0.07032890393773734,0.023785449701301108,-0.022226640416856007,-0.07951550483934346,0.0076811637756288,0.22211706475186563,-0.00945626181981978,0.0014002819951463004,0.030237620175692502,0.04381171010551069,0.031061786556341925,-0.00922325412998576,-0.10936184394884864,-0.12111083784470453,-0.02211589360180622,-0.03667399160499491,-0.016831176749611754,-0.034863958329424315
LYPD3,,-0.006693787610691395,-0.015154921984119805,-0.010635723053553973,-0.005516270206236229,0.08048683161417286,-0.014560703911159878,0.0031216342506813753,,-0.036109959538930696,-0.025943730021266116,-0.02999633385008485,0.008758403990823697,0.021653228619360577,,-0.0447013920067846,-0.018684823551345882,-0.028829015466382283
APOE,0.06154516336116602,0.02795012300516075,0.036986640967345476,0.0992791991827416,0.006949565813831155,0.14578797526380974,0.053205204992697985,0.06799826123279916,-0.02742541831424885,-0.08702626850913871,-0.015493250881300477,0.08592143542770847,0.06795324067738095,0.06647897527398035,0.0029364034152188153,0.04859044060838129,0.018634761919408868,-0.057156761857771424
