,UKF255,UKF259,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH916T1
RELN,-0.026022270594438453,0.07229544243348372,0.01243447332927486,-0.0444692233168675,,,
IL15,,0.03489916884005666,0.023933892134027242,0.023399973971102588,-0.04514456734569055,-0.0303212568920212,-0.0019733601961545366
UTS2,,,0.008252258769431692,,0.007068441728077708,-0.0192809646010507,
BSG,0.018627583651366186,-0.014889350028708708,0.031934562801008835,0.07191992230330684,-0.03020084555277289,0.07825541653797438,0.024051081396757025
ADAMTS3,,0.05115677762514387,0.007447251386689423,-0.02702996042917494,-0.10614934652900027,-0.014150962883445601,0.0996336351149611
CD34,-0.03831432861747877,-0.011059730177964997,0.044859663236180326,-0.024266864673731618,-0.07686103310850355,0.008399829834927106,0.05877557974721254
CCL23,,,-0.015341489995563447,,,,
PLAT,0.05770480307056683,-0.03822959776318022,0.08171569167799239,0.07119604045672852,-0.11390563965619188,-0.04747291220690803,0.09948820383246813
NTF3,,,,,,-0.008185439109962167,
LTA,,-0.015589711111902433,,-0.004921158909495919,,,0.1138225757755052
CKLF,-0.024046128771308024,-0.03830723673866351,0.049299858075583056,-0.05216219684014249,-0.026929884238428813,0.03418322112106178,0.09468041486893347
CD24,-0.0075957446021690115,0.03030992152874972,-0.014440789937544338,0.003199194789487083,0.02508911823294293,-0.027826673302804344,-0.014338957398477792
HSP90AA1,-0.050970336134163644,-0.01855420880107222,-0.016404917832412665,-0.040880566046111254,0.07798050968555754,0.058500320955043726,-0.14762016165854613
BMP4,0.08577301537066055,-0.0048194116062954895,0.0008928394951189365,-0.011965106881742096,-0.0061980743939807695,0.018989049439652805,0.040811233266113404
SCGB3A1,0.061482976672899696,,,,-0.054979522444659576,0.062263770958340785,0.06568724254567425
IGFBP4,-0.01065196693251312,-0.014304726798971969,0.0381599815628429,0.04050310530286338,-0.16233953286605565,0.08685006996350919,0.04384528243261245
RSPO4,,0.08373234685812148,,0.07808647798832957,,,0.02598139571808777
LEFTY2,0.046735641317426385,-0.026283968663458883,0.045308796602418336,-0.007369784495451727,-0.038447256135889486,-0.02190873173259151,0.06844940034450449
PF4,,-0.010612464825289521,,,,,-0.03260903439398967
ANGPTL2,0.051702174002634216,-0.03494284887765516,0.017438763886053178,-0.004569422208919721,-0.03610090940193422,-0.027280294648059995,0.08477344820559664
LRIG2,-0.007793031713003941,0.06550933208312078,0.026987492688711003,0.0801996292220991,0.04914927477923564,0.05333958311264337,0.019296015786497072
ICOSLG,0.060698291465282175,-0.009575497094480946,-0.02050912925649719,-0.008860061194765354,-0.08131145418015542,0.026275707402166493,0.06439528078478941
WIF1,-0.04005280408634535,,0.012067471159332729,0.01394687646342602,,,
NPPC,-0.030987370112731553,-0.016462550046040247,-0.025029296650148487,-0.017580395627154383,0.020675031611047393,0.05291124639067438,
LYZ,-0.05507236931196757,0.06434645649111094,0.040337700030496436,-0.01486399586297199,-0.007090541723878554,0.005881243249244226,-0.016378163142403687
EREG,-0.031146843202739135,,,,,-0.03265744865799079,0.030269463485316103
SPTAN1,0.049256035232028934,-0.034251577567913936,-0.002765990719674781,-0.08540544580873448,-0.0915925446831178,-0.07138215630830824,-0.03246977128650992
LIPC,,0.05643162964629911,0.03583689450362969,-0.02872524787684077,0.045773787587587315,,-0.009158964797308284
COL8A1,0.008317420763146136,-0.019729655611598708,0.025639094366230106,0.0042799963887870844,-0.06779751080748467,-0.038502938041324715,0.045863836295392695
GSTM2,-0.011811307319482054,0.008269588940385838,0.003949963248527928,0.06431966536134488,-0.02348672171213026,0.0018485163418515123,0.04448990114994759
IL4,,,,,-0.04733578429239776,,
SPX,,-0.022186696151445834,-0.029189768666250372,0.0073929489717130545,,-0.02602160101188329,0.047981123171448335
MFGE8,-0.020660612427031627,0.011506933193931953,0.033216613479520214,0.05356299586653751,-0.09723501900619425,0.053697449865151785,0.09252476495830954
TGFA,0.07350921986294175,0.011777321037435406,-0.050325106431404344,0.09703763993986693,0.10591149699441126,-0.023155450548913797,0.062201041266814854
SLIT2,0.01033450952444425,-0.036119328676764435,-0.01146912859502686,-0.020283620313957272,0.05724993718957925,0.029189181804368747,0.010113396858545336
PLTP,-0.13019929741736705,-0.058130743054627614,0.00608931186732043,0.037163581092353674,-0.08733568517029534,0.03953944568507707,0.005328104453392004
APOD,-0.03174957375284872,-0.019682741848899822,-0.006417859871630361,-0.04586789205179242,0.053682659366803685,-0.07473949353693761,-0.12740993779500473
B2M,-0.008753429683909885,0.017779443957096387,0.02136259097009036,-0.0011654415812230874,-0.15335411049216538,0.06697105098019576,0.026063221425148192
OMG,0.049240585143645994,-0.042686855647232604,-0.0026191686088805023,0.004564803341824603,-0.08885495438254581,-0.0674588981083641,0.02263658476632708
CXCL3,0.03920395879569591,-0.0021994063305660365,-0.01770250710841806,-0.0037875503602406995,0.16349894115933197,0.06406074675681646,-0.009413512697318625
CXCL10,,0.02483712155073864,0.033276338440937706,-0.047735919249092956,0.005261022730108347,0.12417602278454071,0.01874370303510713
RSPO3,-0.023107229833820426,0.010817101493037102,-0.02213976669797311,-0.016966375148135485,,-0.010596283341920166,-0.023239200829246593
CORT,-0.030666442159346264,-0.017211761159200634,0.03166239314564232,-0.032142575626506575,,-0.029428839334124223,
NCAN,-0.05636904079145082,-0.04899700712490483,-0.026241905494548412,-0.03701367916558831,-0.023888515215284324,-0.08795713075179518,0.006656115228166025
PRG4,0.036741124354295544,-0.012163560017771866,0.12311023834277399,0.10810441496809975,,0.06420448876074922,0.03290012226658672
ZG16B,,-0.014117299000864957,-0.02070686982103397,-0.015456910926565894,,,0.0001259510784355172
TGM2,0.03280499879835937,0.05589229800243822,0.023537707359391508,-0.029613233001641474,0.1052523266069731,0.04861512287601014,-0.01676254453981197
VEGFC,0.031437079872305436,-0.00761706529707814,-0.02528637726747455,-0.021199815848500097,-0.053658427486305914,-0.006065020388931319,0.042370758628352705
WNT6,0.08126218194382184,0.034465256109418384,0.061526543440179327,0.023575293787752846,0.03662465062537587,0.07431352639922278,-0.03499542019237139
NRG4,-0.01732011089962127,0.043224602996661386,-0.023888727252874095,-0.009928262904622818,,,0.012097112252802286
PMCH,,-0.02051184245365501,,-0.022624636504242998,,-0.01003622729332737,0.1022369717246001
COL9A1,0.034082512553108214,-0.01546128912150132,0.025700887123656795,-0.03400635331005204,0.004080743431537447,-0.03511719605589417,0.03950851041222937
GDF11,0.07220777907638884,-0.010962310397399956,0.012107125221965352,0.012925717358155375,-0.020566370226359817,-0.01724705726572742,0.09194486692478239
RAET1E,,,,,,,-0.02549324104789139
IL24,,,,,,-0.01955857968121828,
SORBS1,-0.004570566917528836,-0.017428476263758538,-0.06792242577094046,-0.01547787966453964,-0.10871826198459415,0.04547156746589389,-0.02512481570478749
DLL1,0.05286008483112562,-0.06560211647517904,0.0073850512562413624,-0.005231560479214407,-0.07374941627208281,-0.041467749051507276,0.052608427600931366
TLN1,0.0486642058860832,-0.02495882188285626,-0.00240678415961721,0.05989269646885598,-0.011031780483603867,0.04890512916705105,0.043069579803857505
COL2A1,,,-0.01770251313277742,,,0.042093713927370754,-0.0080681905259546
SHH,,-0.012639935945532166,-0.013916326290193685,0.022132064044857815,-0.05627531109161464,0.0326621863141127,0.06200589461637586
PON2,-0.011510876659529,-0.08164471325484042,-0.0024982513411063124,-0.040411443917298784,-0.06164342398276075,0.009458735911853373,0.03627512673362586
ICAM5,-0.024699344586770776,-0.019700237305478843,0.020407338837396594,-0.02008464476534876,,0.02697381570615817,0.04835588036860136
HPX,-0.023107235908633728,-0.02146843670774662,0.09994222987028384,0.08028504914257154,-0.022258469153508896,0.026546325174943205,0.026422397755886874
SFRP2,,-0.014395517253868383,-0.01412825098152629,-0.0032556183363611707,-0.0019895992291816926,0.08739154452642195,0.01812231389742611
CFC1,,,,-0.0194526695744363,,,
CD70,,0.023091532576407385,,0.02579201391285501,,0.07135056153477755,-0.03545560384273788
HP,-0.05212664130577316,-0.0002361390379522403,0.02398550633462393,0.03444835296420626,-0.07874301789607271,0.10915233194112457,0.07431633471115244
CXCL2,0.009532522882969225,0.02886188178472884,0.08013448130529917,0.020084647067089536,-0.06702136202152954,0.10276660949997748,0.007359798047736259
NPPB,-0.005041643633812364,0.0881187809277406,,-0.01703354859392493,,0.04910533217896733,-0.02357358372838813
CCK,-0.0720838079673687,-0.048265203147257484,0.024145339499992053,-0.08757722392264405,,-0.03671142978663728,0.10612393458566301
SEMA6A,-0.0001243028846755146,0.005007433060122001,0.002491024185197332,-0.038923282974832975,-0.12405817922847487,0.004598000122413885,-0.0024829735424939624
IRAK4,0.027433279826777415,0.01905968713265073,0.0005059164919813921,0.04194031401172264,0.06284863821464927,0.014020083032959907,0.0674136765109383
GSTP1,-0.020057794022280417,-0.008230669370030254,-0.006716521482732835,-0.009501065610322273,-0.028444875360873607,-0.004010707776892458,0.07964671011846569
VCAM1,-0.03763055030599222,-0.014693271147614977,0.0016961032906712312,-0.05542272918418461,-0.0943602239138063,0.10280760902459768,0.04728629393802521
NXPH3,-0.03455598301026576,0.03768841318391329,0.029296620689575878,-0.008052388460177464,-0.012947313537249126,-0.020122093143282744,0.044335382721240144
MTMR4,0.061336910335802824,0.03125154442873965,0.0687100267474674,0.02151991957769756,-0.03040941652098628,-0.0025502522637547145,0.04872037761052838
LAMC2,,-0.028252475983126902,,0.005419093894896729,,-0.0240454895350558,0.010539625889414775
IL10,-0.024113146363958508,0.03191362406238697,0.04237769138340967,0.025875663283153855,-0.0495924251739842,0.02512169837267365,0.04488837367160849
SEMA4D,0.0065277726341303665,-0.03480161457339019,0.030886475265508348,-0.036544470857191605,-0.002321342950432482,-0.09360566530485658,0.06537335919803389
TRH,-0.017846237442970658,0.04778452483719675,-0.03667457636193953,0.006157631126350602,0.08031141912126025,-0.04144168567169758,0.006315148843609012
SEMA6D,0.03174500153688762,0.03898696929054426,-0.0022526844795902573,-0.052764970030540134,-0.04960557165479416,0.021715641026712966,0.04084447529150415
CEL,0.08707552058389374,,,,0.05841371384061062,-0.029618479312507367,0.04052805681591688
PDCD1LG2,0.019178586405842864,0.04782872024338569,0.024698664540835722,-0.03515972554576239,0.014723582666496727,0.002684475801116458,0.035992857938150394
SPINT1,-0.023514156244322328,0.07350622135845651,0.011573264916518833,0.030696997952427564,-0.07135536648756735,-0.015037099014038284,0.08268393211623738
CTHRC1,-0.020968007898283913,0.000286471707863751,0.033595856107752356,-0.018731360595648748,-0.01668631111860223,0.022181280471053992,0.018461675291471222
PODXL,-0.011369919044310388,-0.018555036509201515,0.023359009371808556,0.021884285227775496,-0.13447783580551353,0.045075233397737606,0.09800421590860628
JAM3,0.05024648574377968,0.03343181369244209,0.020252207397096544,-0.009618025590090352,0.0005824734745268261,0.0758835068025833,0.02001758905315058
TGFB2,-0.03563492609411246,0.002598219447676119,0.045538660704246114,0.009821759263432234,-0.12408757114451624,-0.03267786949691505,-0.01848116919355712
COL18A1,0.034033869070015044,-0.07763750084023834,0.05361674129318794,0.029047686237326596,-0.1287476488935063,0.03559513647690112,0.0340347661422168
NODAL,,0.021602643633682653,0.0637190639385695,,-0.05563823828057575,-0.029238125355462777,-0.03613626785120101
INHBB,0.0034765245599950264,0.0764696979629911,-0.011592472144753207,0.011308350912471593,0.06966458447128838,0.009336504408235295,0.010180176774447054
LCN1,,,-0.015534982110156957,,,-0.016763880184762513,0.02078246059333516
ARF4,0.020971477626056913,0.01835858721505469,0.020457159681268284,0.06836183810607481,0.015066896248189708,0.04099222990215523,0.058490819109327505
CXCL14,-0.04375638548980821,0.08360132968015559,-0.013789367069608623,0.07017372249962889,-0.09976065780739923,0.10151193856825394,0.0398220284505111
LIF,0.07595175788008113,0.027991724723015643,-0.033630334626168094,0.03334287599648228,0.06685097683442719,0.0586623884808126,0.006178117701109244
IL17B,-0.017846237442970658,,0.005341386231573837,,0.0905533206154148,0.05302013300951242,0.020750584262933847
MMP1,-0.07438000269706078,,,,0.04808642638954117,0.010373284510040224,0.06397201250175667
MATN1,-0.009351426095115757,,0.030501519389660163,-0.01724747660737441,,0.015708484670071927,-0.01829851187013005
ADAM28,-0.015471285243082413,-0.0398100879344026,0.004605102433268848,-0.014615045030248259,0.04380384886036479,-0.025666766950817092,0.06444385551301765
TCN2,0.02061431698029693,0.018931562930371227,0.03652323845749355,0.0009717005008407966,0.012798395070022292,-0.011602466178105788,0.04475871806589331
THPO,,0.055795526126194525,-0.006691543028406705,-0.035408321613286935,0.06489641246482773,,-0.010070557751180901
CUBN,-0.0279921082409659,0.011051796810163548,0.056508574424833015,0.023315905057185747,-0.11382356183621466,0.015767875275478044,0.019226285395025175
TIMP3,0.001815880620752226,-0.010213226533319868,0.014556677287997137,-0.007716446958842004,-0.10462122360367902,-0.029864509327628765,0.023291684192136987
PIGF,0.02466674253702928,0.07117658066697768,0.053551351317577184,0.01918173974735919,0.003261663044080124,0.02802959093026037,0.05513202321968372
CRH,,-0.014257047759980157,-0.023888717348009632,0.016629593349772747,,0.06019911210839883,0.07010830809211162
BDNF,-0.03508920225915398,-0.004236757833328557,0.014849594450154005,0.04387161016738753,-0.0322575845890648,0.029133793331805716,0.010763574464062679
CCL5,,-0.021464245270225703,0.03471427155367328,0.04121155937006472,-0.03733713044167851,0.05984303290229848,0.07571778435955064
GAD1,0.044139018688283675,-0.012550577400627021,0.060696662059441554,-0.04383188451370791,0.06467159862325247,-0.002012016176704536,0.010988379682407116
COL14A1,0.04954277176626438,0.002815817525440131,-0.013109774915128275,0.0006471891294984618,-0.06493842092198499,0.04448936257069501,0.059711169416695034
HLA-A,0.10852123911652382,0.09078684695986781,0.03906265645399287,0.0932096358267187,-0.014593959158544192,0.10960090969447979,0.032177064434341276
FGF18,-0.01784621751386989,0.013610418386530402,,-0.018481350682280354,,0.035312687538673906,-0.026403996773440453
ADM,0.03962502439110358,0.11026054226789493,0.03425261887345477,0.0767696346505047,0.12966839506283015,0.07259225739645982,0.0167637337192496
CCL15,,,,,,,-0.022900184351776893
GNAI2,0.01010346650964264,-0.02679194987060489,-0.014911597448227683,-0.0203311805703363,-0.05075279093803364,0.003104047469670743,0.03193068992391297
HDC,,,-0.027064404544034523,,,,-0.004318782887568182
COL11A1,0.11414706078421188,0.00703635954635183,0.0858327549603062,-0.035297339268824814,-0.043209296489503245,0.03836430904310495,-0.035511717563547755
NUCB2,0.014825989030861445,0.030741990136976014,0.04955846126378042,-0.018654810462551224,0.028906406038869802,0.08304294244601905,0.016934000486490013
CXCL1,-0.017585004059208886,-0.00517108886023259,0.033419429907180914,0.010208068226411793,-0.02101109139924313,0.11085708751853517,0.008811138188666438
VCAN,-0.04628465660171577,-0.012007707059293266,0.011281486831997601,0.04620666804473569,-0.08228808298490659,-0.09031336108584274,-0.05597807985288605
MMP7,,0.028192381560308198,0.05481537792102193,-0.017033548500859967,0.08473937443216834,0.1585999969558371,0.041703777471003366
PTPN6,-0.000810013754973085,0.01150192365313566,0.045840619771818615,0.06757106485021983,-0.000606179335453267,0.0534082306822475,0.12029866326661856
PTGS2,-0.011504030492842082,0.013700485538157305,0.05867270144800369,0.011164826402685943,0.08662291344233214,0.11694729901888418,-0.027143761610506426
XCL1,,-0.01232430957497006,,0.022182339758943046,,,
CD58,0.060201023459310284,-0.004330710785743861,0.027524710494032826,-0.016863172463778834,-0.03627774403470843,0.06906586799810722,0.03369520420539912
TNFSF14,-0.047030024722601586,-0.02031729712395576,0.07701138169362853,-0.006285523351003097,0.01680833265706994,-0.009007673907988265,0.09199957325864423
CNTN4,-0.020516161057555642,-0.022149001575085096,0.031443898642784046,0.012788496366507487,,0.014535959182689904,0.062070419121718755
NTF4,,0.00277681661320403,,,,,
INSL3,,-0.011327115606073844,,0.03799174086967787,,0.032579150671873364,-0.018337175862549834
BTLA,,-0.017979574827770226,,,,,-0.016944958067209036
MFNG,-0.0440040815438436,0.01991403754270406,0.011648024803091605,-0.04852620877518243,-0.06114500237526216,-0.005559878915405224,0.024047527195150985
ICAM1,-0.0034108591028010303,0.06747664207962935,0.0027358327493592796,0.000600527363825671,-0.1255021863881756,0.09034867401420227,0.05023692228142394
PROS1,-0.012176653212843398,0.009747709250555486,0.04662962406403872,0.07222180197279879,-0.029793831358367245,0.04348945608786072,-0.01468479996776013
CLCF1,0.09973420744364013,0.05776232117846398,-0.016220532323442654,0.04434101825912834,-0.035716283358856515,0.09483095664610316,0.04811720629094077
PSAP,0.07285042402287299,0.08797956091651178,-0.03834241679414232,0.029965833522347773,-0.08172815969344498,0.06308105093199036,0.05933877862085819
EFEMP1,0.01293868544993734,0.0450770348121415,0.012309654947451554,0.016213516246278117,-0.054138298927741614,0.021717128488183364,0.06272128147416658
C1QTNF1,0.03888102829693077,-0.022064828222438836,0.04312689826256607,-0.008296607193947323,0.0896215334119679,0.1307762601577278,-0.027037214632756882
ALB,,0.009035898855934869,-0.01902017491781752,0.02936269142110106,0.040823134180899355,-0.04219351399931193,0.047319609127215674
CCL13,,,,,,-0.018999508762845185,
EFNA3,-0.0571728537789735,0.02166776327433205,0.0004765428694745968,0.0042667910717819335,0.01702861813162776,0.012447551468009624,0.003947558896635908
DRAXIN,-0.01646695612596015,0.014698352486985224,0.06557749628060083,0.002376447968045109,-0.04726352779266341,0.10904221057516186,0.024107736459161453
NPTX2,0.00904863607130023,-0.025927491852501174,-0.026978032177158533,-0.07081142078828975,0.009467887530470736,0.10674524213648201,0.06664777605063253
FGF11,0.061061819666692954,0.04137714981367181,0.061144378311397934,0.029400988698501395,-0.0011132297315310583,0.06447102342758186,0.012283815101251717
CD59,0.0813472922702243,-0.04374036398314567,-0.0448084826101567,-0.03362588698346246,-0.07146991382430182,0.04973965006104487,-0.02568319159167146
COL9A2,-0.06882951421480218,0.010035249619320985,-0.020850669673907175,-0.033326558352409504,-0.0937824426331931,-0.08349683356919624,0.03612533480162182
DLL3,-0.1061191404016581,-0.0746627504874862,-0.04889866199994344,-0.07633121586421232,-0.05535814400248289,-0.07062679175532731,0.06874291094638058
FGF5,,,-0.015145658213859782,,,,-0.003977391993685027
LIN7C,-0.07926882701795579,0.02401184319893486,0.04588829670665938,-0.01157309015373529,0.044482384409528127,-0.037484977314550715,0.04830030829345724
GDF7,,0.03702393261828662,-0.02709310749585856,-0.02996738008780258,,,-0.04472718759140177
PSPN,-0.051193839930211184,-0.021393660685672326,0.03251782853497225,0.09279661472424039,0.026203072363709074,0.04512279682679094,0.04256645525215874
ANGPT1,-0.0209680066626928,-0.0392368588828691,0.061817174712447125,-0.03903112855248858,0.10923368544393808,0.008676903530338956,0.0540421674064549
PNOC,-0.06582197623041683,-0.0024876018093972284,0.016212145514574807,-0.04287327538408541,,,0.11549880820092256
L1CAM,0.1262202559887963,0.03888756904169772,0.04036506688009994,0.012064613666711192,-0.005687802562140635,0.04048668678797617,-0.039385898457222006
APOA1,0.011277858210381686,-0.017640111061408743,0.005076352692936017,0.017811583030224957,0.0022911455378439934,0.0715640504059284,0.06058956803017457
PSEN1,0.10668529502511792,-0.03999076594585538,-0.013262876459247891,0.027162253510644333,-0.11151799705767114,0.024137928881934407,-0.0035740263738300777
CALM2,0.048853520911953476,-0.050826210578868714,0.006831969853090602,-0.09667756714623103,-0.1168317893017763,-0.055305869490275175,0.020233297455231572
CLEC2B,-0.04099132916371506,0.039082901986033494,-0.0026573000361266,-0.01797804437622757,0.1231864759273273,0.070247784358659,0.010121378994508958
NTNG1,,-0.0034357982299432076,-0.007920415538960612,0.047407824047460884,0.0728997302651462,0.024836106514588965,0.07475992332181879
LRIG1,0.0027382203344305245,-0.04090922262215119,0.01842366279426484,-0.04181330110666776,-0.12114640072423695,-0.06930517703657427,0.0030776924293681005
CPAMD8,,-0.01339795659741989,-0.013701286105298303,0.03003080185972431,,,-0.03285458897636172
GHRL,,0.019455483026719338,0.04185403356394037,0.02523733783216676,-0.015201643168587648,,-0.026737367657456063
NPY,-0.01650159733781878,0.03826682415856595,0.04302791003793154,-0.054277570415391295,-0.03334766765789537,0.041539985822993356,-0.01854615069643821
MMP2,0.0011416817488738285,-0.01347122624095427,0.04061589131622607,0.04017398552192414,-0.11650344852628819,-0.02765702268150295,0.014027732972503287
LHB,,0.08681873643141938,,,,,
PPY,,0.008429995456104806,,-0.015922700191226876,,0.1105278776324499,-0.012319876841559217
ALKAL2,,-0.011499081699312194,-0.015534979592383528,-0.038408119745866574,0.018799834985566713,0.0032663555328744953,-0.0017111475535282856
CSF1,-0.03509173513750821,-0.012504420111121989,-0.016282184024587684,0.02884489431096339,-0.039811806416665395,0.06438961906817339,0.05080583508344786
SEMA4C,0.02709285408323341,0.010398977002270044,0.04380831454956533,0.010190723371423273,-0.12235855426507714,0.052599283083453525,0.04993733055376205
BMP8A,,,,,,,-0.01363813113082139
ICAM2,-0.035665567143035044,0.007863373524487566,-0.005423086452174311,0.00283445602446222,-0.009420349143527688,-0.040094509734101134,0.08372203294002083
SYTL3,-0.009731847479888625,0.04999600383167096,0.03451043727839233,-0.05763406760757733,0.016456851900384945,0.04846231211185852,0.001609308924254303
IL1A,-0.04785598593864564,0.06125512895908045,0.035896648864304125,-0.003863478492890617,0.017582455776629938,0.0850321876342557,0.03925816245769745
HLA-G,,-0.012324308461981393,,,-0.007819483852436799,0.026491736485102994,
PGF,0.05030571942884596,-0.01636100502319117,0.08300661129986395,-0.004910832334566388,-0.10429486427252763,0.04822397102034593,0.10176627646463544
LGALS8,-0.05542935590515384,0.014470810703501116,0.0360016274817415,0.06388982748915674,-0.1258907235453527,0.02284941807100751,0.021731338081394342
DKK3,-0.033153237202860716,-0.0808547404365976,-0.03327941834461404,-0.028544745511312516,-0.12867437951477678,-0.02844946380677452,0.0916879371188616
COL16A1,0.06065021989513309,-0.017486811593458926,-0.004750100424339451,-0.01656922027201344,-0.06509797902904002,-0.0741093584372031,0.048432342331541284
TPH1,-0.024505306494155877,0.028837448259487895,0.07750106672461725,0.04342821010901218,0.0004821127906368385,0.04569265300010786,0.08041391946168772
TNC,0.04776353998283984,0.12319111394363877,0.053765747450661844,0.06728723042102355,0.01623979964762435,0.14476288006082672,0.057552860366896184
TNFSF9,-0.027289775496272643,0.0370726179703739,-0.036767192135891635,0.0011286770375810405,,0.04140985473677118,0.033268604115697396
C4A,,-0.013833812336171347,,-0.018875562414664735,-0.06301309991283802,-0.0001552276325708323,-0.0378992424074498
CNTN2,-0.016291346198758168,-0.02903733565545985,-0.05816588027641778,-0.06462298402018533,-0.018420464868430117,-0.033339857326607734,0.022260804448184172
F7,,,-0.013701278141652493,,,0.054212606620830474,
LUM,0.0396846828183565,0.024339614067529124,0.04861089008735152,0.02484423603211169,-0.11255738085228109,0.015518640846663715,0.04676015088352623
