,UKF269,UKF275,ZH8811Bbulk,ZH881T1
IGFL3,-0.010702173621275955,,,
BMP1,-0.098836949620934,0.016772822922291385,-0.013456335486846152,-0.050573021702402195
NDP,-0.010131828996496702,0.05208336230121449,0.09133606515439653,-0.014273230399838242
TNFSF18,-0.01589240653953842,-0.010492884984960272,,
RTN4,0.11746583411002032,-0.008678816974107212,0.00050687693802919,-0.00620240280499882
HEBP1,-0.07365080524690253,0.016630874669476818,0.0007267720133891563,-0.04619171854091768
WNT7B,0.009521045662752439,0.020685002065650722,-0.016147774308766134,-0.02233890879292903
PTMA,-0.01733711464873746,-0.03671153574508766,0.020016533480440732,0.004401529078096545
CEACAM1,-0.020913501842237607,-0.016502808318988364,-0.018272028300679012,-0.014826658656264795
PDAP1,-0.06734925425180152,-0.023117149574498612,-0.018282112137016082,0.049285703854600196
QDPR,0.04391661479848967,-0.04723477612731097,0.05022170766420086,0.026732444840673462
POMC,-0.026958663313841075,0.07944174089610298,0.09532391169698791,0.038383000631416184
CCL18,,,0.017394187810495357,-0.05105924213815632
CCL17,,-0.013086670478202177,-0.026376819959622936,
VEGFD,-0.017929011606979413,-0.013942740508706471,0.025435995849352806,
TNFSF13,,,-0.0003253742670463674,-0.016649343950732913
WNT5A,-0.08206661457339305,-0.016311061100322377,0.054285447740809546,0.017564744347974334
CXCL8,-0.03564978427598701,0.003679991536343897,-0.07223217947186054,-0.06098481203822154
GRN,-0.10584808831570788,0.026470566398789235,0.02538715410009923,-0.08084110030487869
MIA,-0.03057174668859978,-0.02572202393418939,0.12251427636163485,0.019915095472267785
COL4A4,-0.010546197733141749,-0.013662888863441995,0.027589728011362707,-0.029880841759911472
TAC1,0.02313472576832313,0.01939434970176221,,-0.02558021003752835
RARRES2,-0.10235291441501282,0.028105412249076794,0.026460118451070876,-0.010112962517226211
FGF7,-0.030055057793192834,-0.021643574768852182,0.0609289552653934,0.05942834220619376
EFNA2,,,0.006281744291788351,
HBEGF,-0.08056886760588006,-0.00784809610246713,0.052789772474253836,-0.016316377510437276
CSF3,-0.011157674212564224,,-0.03125131211198739,-0.02125604048554759
PI3,-0.012563688428706834,,-0.0921142706895325,-0.042111671932895396
