,UKF248,UKF260,ZH916T1,ZH916bulk
IGFL3,,,0.032158397718585405,
BMP1,0.09835238766472898,0.004653042582252694,0.07666555267138603,-0.012521200329267278
NDP,0.0006494084390919454,-0.010147766784880658,-0.018827199943639936,-0.004824630662795117
TNFSF18,0.02099875072440786,,0.042348460991071576,0.08823022112263965
RTN4,0.01425625899169568,0.005949935978604294,-0.020809140999793103,-0.09955982034518432
HEBP1,0.03556137293434405,-0.016510595620536618,0.02373170957199397,0.024810156743520648
WNT7B,-0.01186692289785812,-0.022475288535443748,-0.02034584733824927,0.004737942040969218
PTMA,0.06027195673122145,0.05227013422363829,0.07788567777897197,0.03472865132389832
FASLG,,,-0.01955425190967487,
CEACAM1,-0.020954413250348667,-0.01824295622889816,-0.027206869535473913,
PDAP1,0.05843617006097217,0.01565527528945768,0.015476640575734744,-0.058814731177180266
QDPR,-0.021903245864068593,-0.004960723453418484,-0.014573303142848538,-0.04360113997778765
POMC,0.060446460786488285,0.06465325882048023,0.07425337319874546,0.006004903480997565
CCL18,-0.0261491278790843,,,
CCL17,,,-0.017723733029997468,
VEGFD,0.0006912114368860707,0.06577662195561382,,
TNFSF13,0.105354705279716,,-0.02887934363249345,-0.033622222199184995
WNT5A,0.026204366059694686,-0.07517681814437953,-0.02774045691494214,0.018075654741766225
CXCL8,-0.022226583662333037,0.061212186333842705,-0.011456871537318147,0.02718260256444541
GRN,0.12401525489683576,0.030260092260489306,0.02383135006703449,-0.027131467245096026
MIA,-0.0456123591303546,-0.04554752513411771,0.14849344142824075,0.02052282213432821
COL4A4,0.011628909743129445,-0.030667530147548226,-0.020461155649080374,-0.02335174683017427
TAC1,-0.002597220985682991,0.02232346976937046,0.031862627913164916,-0.06135561583489959
RARRES2,0.006507989237202213,0.04422269323602064,-0.04562962202627404,0.02677386165257879
FGF7,,0.01065468549159123,-0.0025432972998774197,0.05623721468804315
HBEGF,0.08801388334871425,0.028687847390722068,-0.011566355208705411,0.03455609852732796
CSF3,,0.03522024873387835,-0.018660356672052125,-0.014116322613559653
PI3,-0.0030709686428298764,0.05846155243861673,0.0003613065434221622,0.0017567798041661323
PCSK1N,0.0038047815754128924,-0.019649880425904438,-0.018679226232647617,-0.09760045973892632
NTS,,-0.0028682080042212754,-0.027633443682354677,
SFRP1,0.013202082479560421,0.052022217904540334,0.09843817828592351,-0.03854812395053757
CXCL13,,-0.001643512377773627,,0.03372717230371049
MICA,0.05859610204484613,0.04622929869200058,0.017708875247872742,0.0210577736011565
TG,0.03286326528983953,0.049064678789669657,0.03293403112993822,0.02461001658789432
ADA,0.10138900764987395,0.031438730766677005,0.08070118134477221,-0.01083275930899769
LAMC3,0.11383675820995579,0.028416939778094126,0.1281986907574136,-0.0007801144253678681
CCL7,-0.016633054350983396,0.08889398161687717,-0.019554244956416292,0.04202527155475398
NGF,0.022195157402243083,-0.027925325622490442,0.029641415869294734,0.005258919033682482
TNFSF15,,0.09558753033240128,0.020029160284727475,0.025540193679896846
HMGB1,0.01387013751036767,-0.046927764925905,0.025650895115415857,-0.04101310051004898
