,UKF243,ZH1019T1,ZH916T1,ZH916bulk
COL9A1,-0.03337652106124517,-0.05991132609689276,-0.010017736947343661,0.05737760049050709
GDF11,-0.021464850026895316,-0.07397957904451137,0.06086301981035473,-0.05144549600515051
RAET1E,,,0.06310435516801581,
IL24,,,,0.004516296377531506
SORBS1,-0.004640226964488454,0.009801725998430086,-0.02084465604779862,0.003593852805593535
DLL1,-0.05814896066579758,-0.05617005191930917,-0.005820359826908639,-0.051676591201277995
TLN1,0.0009461747205955367,0.11825554306979551,-0.009007132679339407,0.03272372736082116
COL2A1,-0.021929270516247403,,-0.022245348796189137,-0.04253079183859308
SHH,,,-0.0036228588797237588,0.05025994190721719
PON2,0.06905746119554758,-0.00623334543870409,-0.013203119609193384,0.05217524319357499
ICAM5,-0.05109951062218928,,-0.035773920311960264,0.00401311688553449
HPX,-0.0023622582326525607,0.0779979246532638,0.01594986707506057,-0.02228612573432401
SFRP2,-0.02855064132140407,,0.026974062692120493,-0.03835504727265203
CFC1,,,,0.024124545783768728
CD70,,-0.04254914388803158,0.023933556533272494,0.1319659369984738
HP,0.012563621947604452,0.031941549383719306,0.10777819306740744,0.031024641729071337
CXCL2,0.11565560668626494,-0.03862352700732283,0.05260997649886671,0.04113761537382927
NPPB,,,0.030088776184636352,
CCK,-0.00448595760587998,,-0.03831215228206661,-0.08415685622232774
SEMA6A,0.027632191889499017,0.0380794528244546,0.0014895878246132827,0.00927046285035903
IRAK4,0.035183276349316124,-0.06758036936328723,0.020109175037844186,0.08730128764688723
GSTP1,0.03034799664747439,0.031484559619167386,0.005747718056010713,-0.029131204833787578
VCAM1,0.03620074863508279,0.030592908359055853,0.056752088693184884,0.05707484271053939
NXPH3,-0.00817355056116295,0.033653836258659316,0.011329817986698245,-0.01354865275285091
MTMR4,0.008257985932420529,0.019733042481723678,0.03331814118892178,0.07712478569273064
LAMC2,-0.019564679743004836,-0.03920533335364816,-0.056269243488172596,0.0044300389739266805
IL10,-0.03104004667018179,-0.03723245812805809,-0.034705857515223246,0.01409343261610145
SEMA4D,0.050106573537377,0.035871101833696205,0.04496609651411724,0.012999056688758578
TRH,0.15353034888115985,,-0.03307883578622811,-0.04121578712869439
SEMA6D,-0.010411279838515664,-0.06995759044950035,0.02272162506015785,0.037076774619869766
CEL,,-0.0040366380170129374,0.034275378052396305,-0.007127925590616355
PDCD1LG2,0.07890229113925633,0.05355966087536339,0.10712930918607086,0.09441911866024479
SPINT1,0.047333431230200076,0.0016911142258720497,-0.006051706506794862,-0.028359180149273498
CTHRC1,-0.04684372400936035,0.05109628918182787,0.055500545733221836,0.05903900917994755
PODXL,0.05555362837461181,0.003948930618799787,0.010274692377848255,0.027522743635373482
JAM3,0.043060441293531516,-0.033817046661063624,0.0145666233668741,0.014417302431745056
TGFB2,0.0014998228228334809,0.102621300924271,-0.007907497379803136,0.020193060611408513
COL18A1,0.03926529916972217,0.025249405381407488,0.02025219455024233,-0.01987673006518076
NODAL,,0.049483325371490916,0.040523114660256786,-0.04986633487316589
INHBB,0.11844878180209109,-0.08299077905836436,0.03678927207643275,0.011722929918473493
LCN1,,,0.004321818773333764,-0.03188518309784315
ARF4,0.018524619688414894,-0.04154488889271985,-0.015124244716831726,0.004954781213347243
CXCL14,0.07530794348093331,0.08151649867903109,0.017589662273403035,0.07375262708500195
LIF,0.08524506611433648,-0.053919199754713446,-0.0018995334193028714,0.06583241476654311
IL17B,-0.02338486413071862,-0.037436230782025307,-0.04088410191406869,0.019288225383325443
MMP1,,,0.08948970946023067,-0.010720184353725709
MATN1,-0.018425093480974188,0.12345693427138814,-0.019027166416230985,-0.03285325829517898
ADAM28,-0.024933919199829166,0.06286224539025707,0.048514914733950185,0.030367865774691728
TCN2,0.09826524209229988,0.09878273702712051,0.04381256934047028,0.0756154650315325
THPO,,-0.01465923655786244,-0.003911623759561847,0.04173621935382826
CUBN,-0.015048285640009833,0.04765509124904289,0.07550420724198094,-0.04397559848088409
TIMP3,0.05480134677968822,0.043648814815805674,-0.007426525978138958,0.0030608999787681743
PIGF,-0.09500676508992299,-0.029935173719388437,0.08790287716557302,-0.05572676462077385
CRH,,,0.06654488974603273,0.006868046435003794
BDNF,-0.033376497097619987,,0.03697447123231627,0.0694486228951079
CCL5,-0.04201418335194474,0.07578630023201921,0.01215944251293216,-0.05796174062453901
GAD1,-0.022119992305473183,0.04920203827858703,-0.02481512270920245,-0.0742313300006209
COL14A1,0.06891516559844639,-0.0017373179839454244,0.020709665419255827,0.054300458900663144
HLA-A,0.11588260877929037,-0.021829526339251233,0.0021539188873974705,0.023350869205549234
FGF18,,,-0.005359162619334229,-0.019984287559236886
ADM,0.054805997682201985,-0.06120939986527788,-0.009508929781458524,0.12698702965846456
CCL15,,,0.06379372864354234,
GNAI2,-0.03253672428961234,0.030843266166687852,0.017665490750275088,0.02523611744174446
HDC,,0.05366186345263853,0.023697294140465428,0.01410539779935428
COL11A1,,,-0.01854796904198761,0.06332434544696205
NUCB2,0.01586762913910591,0.13461827133961463,0.024623727870333515,0.030240460605740378
FGF16,,,,-0.016550448470181472
CXCL1,0.0760770233099312,-0.0008458867405716178,0.05619969232474832,0.049841562566703
VCAN,0.1306732864841437,0.044257960414182104,-0.028958379164266863,0.06997994696761263
MMP7,0.13514682398428138,,0.05696720977267836,0.05005581707349278
PTPN6,0.028072061147960244,0.04531112408715582,0.052659069018491884,0.050124859991874264
PTGS2,0.09667057519417784,0.14412323789383297,-0.0005970230912107172,0.06943829077565192
XCL1,,,,-0.005963603184773983
CD58,0.035718901016841956,0.03224461953332801,0.058931564275489505,0.09200698025003326
TNFSF14,-0.037721574003376585,,0.06863916443289941,0.07232647912588847
CNTN4,-0.030480469214919734,,0.050390431609278856,-0.041378650327119335
INSL3,,,0.04021926812332896,
BTLA,,,-0.004061809944126571,
MFNG,0.04561508037120443,0.13328062610831165,0.03171115642942527,0.07970000907795183
ICAM1,0.11002221656449951,0.03826443964353017,0.09727364945957548,0.1051133630367734
PROS1,0.12096665480383044,0.041814960903836955,0.036168143487384924,0.04786131797110481
CLCF1,0.07257320542699951,-0.007833292463915875,-0.010803507973857256,0.09647534424903151
PSAP,-0.034902180752362885,0.07077191446503418,0.06840122056575793,-0.004593113873026966
EFEMP1,0.1872718765846959,0.07341662366432855,0.045108407102104064,0.08408467865192079
C1QTNF1,0.04579667700432357,0.0010100600657972116,0.005474856331593688,0.11235531848873236
ALB,0.06171278409554616,-0.05237694927943258,-0.034428829320622426,-0.0015753943949309798
EFNA3,-0.04408291412446006,-0.02560726113201502,-0.017862341150706975,-0.005960217155453312
DRAXIN,-0.048427039966030316,0.0022561243920046397,0.04697311415510345,-0.07597861794773572
NPTX2,-0.0050811597572033886,,0.0012537591744577372,0.0010330423203882887
FGF11,0.027056203893694484,-0.005012933859912295,0.0064416988316626286,0.05073328134477708
CD59,0.04380809131895677,0.03570235874957009,-0.003610181962296589,0.0046790980361936805
COL9A2,0.0317713895696854,0.06405801358393945,0.019909357445978045,-0.05141477851272341
DLL3,-0.04906503018043511,-0.06788186374945494,0.015005769839746965,-0.0214383437062618
FGF5,,,0.02282936250557395,0.09746422058535753
LIN7C,-0.024573819105233395,0.01627985626661061,0.047084538650905144,0.024593857758479054
GDF7,-0.01842510601985969,,-0.05603407033078535,-0.008446230829948121
PSPN,-0.06892299083389265,-0.10177897128056053,0.10623212962302377,-0.02093659908490951
ANGPT1,0.12920279877621657,-0.03502215569128766,0.04703982832500118,0.02510316727826482
PNOC,0.0451495399144515,,0.022596774975556712,2.0215971877266936e-05
L1CAM,-0.04013107494825868,-0.05417550602121519,-0.032567133558867915,-0.04854152259559022
APOA1,-0.03958077759229948,0.060442264010145255,0.002162841258975878,0.03074695235707965
PSEN1,-0.0035734430912964274,-0.005305728075494485,0.06502425855068081,0.02586930331762184
CALM2,-0.04830054770839885,0.013124417398131942,0.004738383816446637,-0.11296434382586812
CLEC2B,0.02324975010410924,-0.018999239254961896,0.07867383928516264,0.0054902561159740305
NTNG1,-0.037224558404845176,-0.036214488011636105,0.0026841477958849027,0.058053506234351224
LRIG1,0.08464266996477961,0.07259680517749788,0.011770427619732064,0.05083846598010738
CPAMD8,,0.03452740961332291,-0.04116011867789339,-0.02063646418136151
GHRL,,0.0014528019408648408,-0.04093771208695038,0.03780172961430081
NPY,-0.05354527529516264,,-0.023570274933210858,-0.07144451166777403
MMP2,-0.06290691505505164,-0.006218805141810098,0.01025532138876163,0.005623088514453049
PPY,,,-0.006263837192869455,-0.020842138360319507
ALKAL2,0.09570896764671247,,0.009611285893874966,0.01874279282783141
CSF1,0.15038559833874737,0.003711642641047121,-0.005748706987726023,-0.02811119854542898
SEMA4C,0.036680467238986984,-0.06675278710824856,0.05437422919556968,0.03493493874490754
BMP8A,,,0.013950323553481775,
ICAM2,-0.0020094388143907837,-0.05745261197739844,0.02261682787729058,0.01585493036672654
SYTL3,0.029913632695301583,0.1176309733776356,0.07209887606290956,0.04575975837943797
IL1A,0.06590802811116993,-0.013757117315753123,-0.017898226556225565,0.08112206904559141
HLA-G,-0.008767874322320986,0.05476721593472845,,
PGF,-0.04980794049454985,0.043366037560320536,0.06888520723468436,-0.015126682404891385
LGALS8,-0.03605027982066881,-0.07303093030450848,0.03961930724218267,-0.04870254916981105
DKK3,0.06268914889835472,0.0212902599629494,0.014904292892096726,-0.12859859772480106
COL16A1,-0.004746951822004637,0.014382453505398374,0.030030804042981897,-0.013909530986896615
TPH1,-0.024538869548692558,0.055071500510928836,0.04686946437129742,0.014616270145619198
TNC,0.16549892801084753,0.032150386431162685,0.026968785660188684,0.08876213941930376
TNFSF9,-0.03458236044891046,0.12919023759686926,0.04074029854969106,-0.028413906291116436
C4A,,,-0.0033841515364024318,
CNTN2,0.02114210596839922,0.003785365417547046,-0.028203138460161967,-0.03811175735422871
F7,,,,0.003835816451323313
LUM,0.06618200312680025,-0.028586138013897658,0.01593669121438521,-0.059333731333986464
BTC,,-0.005461276686103685,-0.0007846763250764087,0.03241899832847429
APOC1,-0.1499570579467189,0.02446832469989574,0.013204426130225816,0.024689083805929858
PKM,0.03091621063838393,0.04961266887436865,0.004440780242077577,0.048544886144169845
TNF,-0.05468302023304693,-0.00850407612702846,0.038437346461302896,0.044191028247423055
GNAS,-0.119348713571008,0.11977214258604457,0.05340823688295184,-0.0842887852476154
BMP8B,0.000675101607410745,0.07732499193223215,0.06779880548819699,-0.004162549493613688
LIPH,0.18403019674958931,,0.05307857303763155,0.05684009698068694
CCL28,-0.01842508984651941,,0.13629690974061312,0.053648976826633166
PTPN11,-0.16744741799401544,-0.04692807080283126,0.03312301161190956,-0.004092172996450572
ADAM12,0.11181300814961702,0.058890044242956935,0.01616139350423783,-0.004295288880459922
EPO,-0.028374559888763314,0.01600851404986428,-0.029113987140710056,
EDN3,-0.02542873978681672,,0.027671478426377228,-0.006371530670107944
CCL22,,,-0.0162057209142357,
CCL2,0.1177356489275857,0.100546044708833,-0.018115201518396094,0.06787316079055669
DSCAM,-0.0014182282120204445,0.17750414822903388,0.03210896863153599,0.02454074531096018
ANG,0.023580361844235856,0.060926557584950886,0.06127385972603011,0.012978256774522133
FBLN2,-0.05031359909114289,,0.00012663700502017395,0.04164685268002554
VTN,-0.0238523861347635,0.021589956149792217,0.07531684592665469,0.02241969070979093
VEGFA,0.04822597830068789,-0.04080522350475799,-0.03919081813520819,0.10214561986417543
F10,,0.07005209704105708,-0.02608048792081554,0.000366242620091539
SERPINA1,0.0690384240927724,0.0438573413760336,0.04927803738566369,0.013358521973236814
VWF,-0.05127823153417466,0.034311775512588606,0.026608129387261512,-0.03731188136138447
GDNF,,-0.053723401866721594,,
VASP,0.04347503141198394,0.03890784900775519,0.08617228172444616,0.05473060827887044
ADAM15,-0.027676552345520515,0.03487727610997742,0.0011961266029562635,0.08809833970360088
WNT2,-0.02142435859052288,,0.03911456195755578,-0.011521315363885322
CALCB,-0.02242387001973123,,,0.08070013215601242
OLFM2,0.06072848128952256,0.01904256116983054,0.012096457207902409,0.01702370231329215
MFAP2,0.01135028217542082,0.04637153110947392,0.10447888789489011,0.048524736886201444
HLA-C,0.1323062158035637,0.08367928232679192,0.030094428561792164,-0.06720679368483654
THBS1,0.07367713896694228,-0.0279228198100989,-0.016037862339631996,0.04898329526575858
HSPA4,-0.023693602633838826,-0.007913913327172535,0.028521809419606678,-0.023056747776872093
LMAN1,0.03250767897301692,0.02991558310165698,-0.006637948196831521,0.0023348894370907587
LYPD3,,-0.006327629739017666,-0.00823918273174495,-0.027588153977699217
APOE,-0.060865291822374844,0.0270600997684609,0.03348864623049259,-0.04393031072938885
SOSTDC1,-0.02713201854058064,,0.0327991525538814,0.013820156366557246
ANXA1,0.04816995391211521,0.009424725602706274,-0.03820403430048854,0.08825760575294483
WNT2B,0.10821056357588744,-0.04610820671836399,0.004736233266577885,0.006435402574312719
AMH,-0.04557394658059194,0.12487659664906035,-0.013566468977077058,-0.01560558219373588
GDF10,-0.02090846795470647,-0.035589603023484566,0.0032455163625725878,0.017257447330346717
EFNB3,-0.025549626432781147,-0.04968213064022901,0.04177909898848684,-0.04727561264832069
LTB,-0.02542873421578045,0.018298682265417865,0.05902392677313286,-0.029060442332338097
ANGPT2,0.04374351005181786,0.055786753374095846,0.03569433097174886,-0.010480604162593095
ADAM17,-0.09072624402527493,-0.0031844580370302415,0.03807661523559042,0.05517332863414541
LRPAP1,0.05897525765344263,-0.08361510254695831,0.017664666812755674,-0.059912965593640566
NID1,0.04175039939069491,-0.06213522953863165,0.044061597477946614,0.010261971044597442
MST1,0.04348652876139006,0.030404410796304886,0.051194972620061334,0.029668311972624387
DCN,-0.05302432637759594,-0.01828121953386241,-0.012357872872809695,-0.03774312592615854
IGFL2,,,0.0366181945417389,
COL7A1,0.04525805307019009,-0.02638866626867588,0.019357281299928964,0.04716551880689918
CALR,-0.0021351314158318843,0.011044233232985394,0.06434549967501085,0.052922567927758124
PIGA,0.03667718840038785,-0.0239545663880103,0.12054866291703946,0.016831985965402384
CD200,0.03838582173974252,-0.033381304993712446,0.060976998073695644,-0.04460545194483161
GRP,,,-0.02282458610836131,-0.002644641656310756
CDH1,,0.03451048791839119,0.039998027125757465,-0.05935719807888423
LPL,0.14909696084164076,-0.02671958582788391,0.01646691240114678,0.0035307049170014014
SEMA5A,0.0010399888445153265,-0.0466655940814663,0.04913940760717135,-0.02284436061697338
SEMA7A,0.0017120373085151173,0.044809394050861553,0.06294479707149685,-0.0166772513686894
SEMA4G,-0.040855010920024956,0.09728139583044683,0.0011994422440420958,-0.010744272501326766
SEMA3B,0.026657825238401458,0.010307309869662237,-0.007575282980452592,0.07917272870869246
RPH3A,-0.010402655029560426,,-0.005304705290058865,-0.07418663731995802
JAG2,-0.03408867957668769,0.06293538865536101,0.0301508869890621,-0.04903707134979641
CGN,-0.04198846830977614,0.013062725033810953,0.03867559470162299,-0.05317177926168354
GDF15,-0.039793664978581944,-0.02222590043728031,0.07754453390761937,0.06735134857236161
SEMA4F,-0.05252312555014836,0.10023687548259616,0.025623104152211165,-0.015722128331071294
NXPH1,-0.043733704173514666,0.011057750010288867,0.08925896460594898,-0.08998442479279237
ARF1,-0.0600959144548624,-0.0823596137958256,0.05352059113962855,-0.051437117543631686
DSC3,,,0.0802392214665723,
EBI3,0.04452422692127812,0.1315362717906307,-0.026292328159101375,-0.027451020024151042
TIMP1,0.12272439499082005,0.06650993764725033,0.01934831105463755,0.04936804248289123
SEMA3C,0.05665838789203066,0.07356777232342109,0.006358475569156073,0.07537176350884246
GNRH2,,,0.022709334647496124,
GAS6,-0.05411873365720476,-0.014041009655966202,-0.02667801904367284,0.008124787722085003
MEPE,-0.021678147088383067,,-0.04023093839244709,-0.03210811776401503
SERPINE1,0.14033674852476752,0.06781411007634784,-0.07423379431114085,0.0975287670999799
RSPO2,-0.04359003606572179,,0.023815639659337796,0.037164647002581146
SHBG,-0.02991239285037179,-0.04475214920217796,0.036209312517250763,0.06526060013080122
LGALS3BP,0.12009763585985479,-0.00996748265926607,0.01296106402594986,0.10175910369432149
LAMB1,0.12868255652519692,0.0016575402148575002,0.011769641459638538,0.004599901845049818
SPTBN2,-0.0646982528419772,0.018883573889027814,-0.05814679626873837,-0.03484076809216472
COL1A2,0.10481280910037509,-0.06092933141967062,0.01396722848423565,-0.023019750375013158
DEFB1,,,0.009059378901364342,0.04397202707272716
WNT11,,,0.06276471417728029,0.05568035688086522
LGALS1,0.00037439106274177766,0.05261394915136984,-0.010404776932342714,0.1287884069965336
BCAN,-0.07712737281578905,-0.005225201785904219,0.05140755106615363,-0.08204283437204136
ANOS1,0.07058564662953848,-0.027439590576131503,0.045730231319216094,0.002778252915593489
EDA,-0.03231495502529209,0.03973824166431394,0.10473561505259266,0.08952163123301365
FGF22,-0.03284913904829782,,0.021997046362318376,-0.015258449757352681
SHANK1,,,-0.009652765633502376,0.04262557526538613
RAET1G,,,0.010625947643610521,-0.035164560897430946
TGFB1,-0.029388114140835857,0.04509360350907253,0.04207126734572473,-0.024704026454162645
MSTN,-0.031040033917406045,0.014008158454064062,0.051090396851325603,-0.00509512231590412
WNT4,-0.02385238311659678,,-0.008716391146710892,-0.03298447914791072
TNFSF4,0.08386762442548307,0.04770453599150187,0.049669355567448475,0.05871873462779007
NTN1,0.05654553519612635,-0.05823596412328984,0.04966493356268045,0.07939437696674924
CXCL12,0.03560102508945255,0.12527418861399625,0.025653611623901815,-0.03800100456060731
GNRH1,-0.027747541687442326,0.054958496255324785,0.003191210841953195,0.03601113009649037
RIMS1,-0.037384994308784315,-0.015209024585531777,0.030866550356150744,-0.05015245086711089
FGF14,-0.04786163411121919,-0.09425849081024962,-0.013436964003003975,-0.016414729314737395
IGF1,-0.04003990663226126,0.04291382139490434,0.02137077215819253,0.034180397919584396
TNFSF10,0.05845977101263627,0.061890606337402766,0.03578674580262957,0.05658343485645371
GDF5,-0.04487193925852757,,0.06330233200164377,0.10712507734432258
RGMA,-0.03402348349926996,0.11158180715875218,0.045594994239762786,0.07158028292581975
WNT16,-0.03424122657628361,,-0.05559273051181211,0.024700538811899327
CX3CL1,0.03838760460710425,0.010444137083402921,0.06904933655317717,-0.0783252336426781
FGF1,-0.04436006358865157,-0.04420152338010116,0.07489459339361419,0.009567218799738696
ALOX5AP,0.029542854477448376,0.018233267010743865,0.024255317117743466,0.05804788301997382
IL1RN,0.05675513740373153,-0.018243661201119327,0.09850182011146855,0.029026165456163655
NPW,-0.052136971887421356,-0.04808241586943862,-0.02592964750496507,0.025737788943063854
CXCL9,-0.031408563556128574,0.1242012726196918,0.11411493861804446,0.013034589300595218
ANGPTL4,0.0987133538369059,0.01383451576577983,0.027569734916167224,0.04982181358805397
OBP2A,,,-0.03270262765014421,
COL4A3,-0.033025661197042346,,-0.01273776873430875,0.0316163475221291
NRG3,-0.03355083039886447,0.07127450795268693,0.04365267189034568,-0.01703494368643334
IL23A,-0.03786333469738802,-0.05886793880773813,-0.04720885268824721,0.08180162676261693
COLQ,-0.02933523377947743,0.01186382982889438,0.03421643650916354,0.037899906851917506
TNFSF12,0.01017744583162689,0.08189168488858231,0.0020558646323154167,0.017786198120893514
DKK2,-0.014680165151484244,,-0.014144426740387132,-0.05019031160527284
FYN,0.12007346635972986,-0.012016401032527666,0.08944154681382677,0.06561331758797742
ACE,0.03240512519845432,0.02364364068134769,0.061662787586594714,-0.015306107414627563
IL18,0.013232442547754988,-0.051541806621852704,0.07517178340767086,0.023196611625233666
PPBP,,,,-0.02688473067470585
CCL27,-0.04750424375831857,-0.08985817413206014,0.016234843538913298,0.03136926328853901
SERPING1,0.15777685159307386,0.06860698610259758,0.03181385318175271,0.07364890114985581
AZGP1,0.04631243790591627,,0.07159262989403826,-0.0026099130582271607
INHA,-0.022752235011148546,0.007390360826265402,0.023878116638315412,0.03639195456667707
SEMA3G,-0.030292089346581345,0.007971364699441636,0.0015184880895453225,-0.004768916301667044
COL6A1,0.16968266100160048,0.07201511339778315,0.0007000625706372974,0.0380433000558821
FGF17,-0.021929265403650238,,-0.03115557403905125,0.01292021891424847
TNFSF8,0.155589251325559,,-0.06085831274937226,-0.008629525217377861
FGF20,,0.002997221506672119,0.020552952964764854,-0.03285326618552872
ICAM3,0.023489943126776415,0.056447127601248766,0.05472567536416046,0.017296973293094996
LAMA4,0.11045910754418642,0.033699801824517255,0.03304261817990867,0.04585156377076715
INHBE,-0.026078721579265073,,,
DLL4,-0.03641451631815629,0.023625943008175193,0.0614622221513322,0.05457293811750045
SEMA3A,-0.02890385377319479,,0.054548389568406096,0.025555373684075372
RLN2,,,0.013374222969137524,-0.03859630503641793
C5,0.00570348512843458,-0.12372979557832985,0.02835741054166144,0.006713156311132695
COMP,,,-0.0022553106012457294,
EDN2,-0.022423862730910456,,,
C1QA,-0.035735121067975995,0.059847684116278395,0.021942480897054712,0.03215075276671742
UTS2B,0.17121986558341906,0.11873806563971087,0.06686525282175737,
COL9A3,-0.020650327723266252,-0.06639702605187375,0.09916336910181198,-0.01279901559438094
DLK1,,,,-0.034938475992620725
