,UKF259,UKF260,UKF275,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.016423466407612754,
BMP1,-0.024988725161276735,0.008568124026412176,0.03526663797957497,-0.03506515850518961,0.020047938127007316,0.012602680463621974,0.009020385663584972
NDP,-0.007509501711585156,0.0858573761312701,0.011450536808159328,0.07020232561001043,-0.023678118797954527,0.07727603586041017,-0.002579904477929677
TNFSF18,,,0.03337551048429894,0.03647437855988148,,-0.02770345161524466,-0.02359244306840699
RTN4,0.02446262987895373,0.07057384913078389,0.05169148045595144,0.005684682525590939,-0.006698654754053329,-0.06244537404044514,0.04284467375233705
HEBP1,0.03295544080899307,-0.0021600096425273088,0.06539470569226606,0.04043521315370224,0.048825743427996636,0.07065597238155755,-0.03669914394516824
WNT7B,0.019184017115001995,-0.054166841611405336,0.03883426458992424,,-0.019769039206917804,0.05585863158687444,0.14402313043397036
PTMA,-0.012740314257378526,0.00711804385993057,0.04270681706213945,0.011012015224850288,-0.03833393677403273,-0.0562879010041363,-0.07200129092851593
FASLG,,,,,,-0.014244066812376013,
CEACAM1,-0.007666333610544523,0.030715355668995595,-0.004044611184032674,-0.03279147919177746,0.043235516518016624,0.001412138126847395,
PDAP1,0.038520067319834886,-0.0513428194719577,0.010396724668677882,0.028392282201929034,0.03464021051615437,0.009091092280339753,-0.013889496495551679
QDPR,7.14029733603601e-05,0.055317013829081496,-0.044792297180158994,-0.04729234157710714,0.020810008457472225,0.01375303376356058,-0.03048237804857178
POMC,0.002055459733448962,0.08613416875583711,0.03880887998642125,0.12405761408453686,0.013646025936193566,0.022396454423161696,0.034109427601512025
CCL18,,,,,-0.04518538345186433,,
CCL17,-0.025440228398963902,,-0.020709018820137183,,,0.11322370503664739,
VEGFD,0.0647440837510827,-0.015127753334788592,0.003318557210271779,0.13988057388790331,,,
TNFSF13,-0.01754810018048116,,,,0.08673242395019314,0.08090951203259726,0.053997404235955906
WNT5A,0.03755795032545509,-0.03913470570764156,0.06366088193140373,0.024450060154738957,0.03489940663569188,-0.007355829892341647,-0.0013810237067977539
CXCL8,0.05424968525054198,-0.0035216433902362427,0.01203332001376282,-0.03839340062858198,0.0011378667817232354,-0.06692514317557426,-0.003755864243799711
GRN,-0.03802523193907038,0.028792148558450897,0.005085368670834723,0.03939011321206418,0.07545198729782215,-0.03314995734232478,-0.08389234162408513
MIA,0.016719971469457372,0.015512206247397489,-0.010443601155641247,-0.1149851989030015,0.10027890568883928,0.039615893756057396,0.04929505836200452
COL4A4,0.027284587998359245,-0.046474400349751574,0.06593711478394118,0.020435774166375244,-0.026443347692720644,0.008371484596670822,-0.02868476151970018
TAC1,0.015956211669571597,0.10106514215741051,-0.012731042090008466,,-0.022637460936013095,-0.016972357867072095,0.1001457760267013
RARRES2,-0.036450845681029694,-0.0715456548198811,0.01881816256374146,-0.06996771292244226,0.04495999050683856,0.050116171993195124,-0.012309161446582314
FGF7,0.013895641966443132,0.03810770134544189,0.011212492226803239,0.012312374350349169,0.03746972565282865,-0.017837160390087432,-0.028804122582584808
HBEGF,-0.05171259978311552,0.005418730634026588,0.006294914225563797,0.07759023960131789,0.0021961706390732634,-0.041592052604983,0.005699842668315641
CSF3,0.027882699354510324,-0.034227488618560724,,,-0.01881074414322479,-0.013592919248829322,-0.03017308712633292
PI3,0.001521835412952906,-0.046405851667122626,,,-0.029250414089349523,-0.029532897722988814,-0.004340742063956016
PCSK1N,-0.032963939820453265,0.004820918914111148,0.026138510776153524,0.02183052382962395,0.041315911043322655,0.05481422847889785,0.026893422583342135
NTS,,-0.04286794536971033,0.020863738034776695,,0.012680074400884303,-0.020129259860498266,
SFRP1,-0.00904447630692539,-0.017258146778657633,-0.021850855295308103,0.06064023101355966,-0.04721364107718434,-0.019661506857650186,0.023762457031445507
CXCL13,,-0.017103043854251942,,,0.019783485351488123,,-0.024474472339104988
MICA,0.0023844693765374208,0.008807273193885287,0.020136147264641715,0.05657576772645663,-0.04044724505453186,0.02448244766113958,0.04925849140043596
TG,-0.02395470851958693,-0.025139417766958775,-0.020863552759672433,-0.07119820721391726,-0.015481531486694143,-0.026508785280979,-0.007692762306742642
ADA,0.014876367035611357,-0.008685093239404612,-0.0024586194226479327,-0.028204517404932797,0.004923039817472209,0.021714310716432504,-0.05418134699009468
LAMC3,0.03091521596249771,0.00013187902605139957,0.011005302768488231,0.018640308080170375,0.04754880177244765,-0.001880131068889599,-0.03914121324483195
CCL7,-0.017319215986521534,-0.022675478465228088,,,,-0.014244061747355874,-0.05109286749288816
NGF,0.12650142575143716,0.05186797499114389,,0.009058711815239876,0.19097780774319878,0.022540695777363517,0.00970292687201208
TNFSF15,0.010712668735053006,0.04797515004447442,,0.044173080885704916,-0.01168114917231185,0.05511831059990243,-0.03339393986732823
HMGB1,-0.04386928829565092,0.06767390767906936,0.03353318701711766,0.005457588840559602,-0.011266338611659094,-0.005378577395640689,0.03046284296132396
ITGB3BP,0.0008095919443774803,0.035467693183158455,0.05152588719427672,-0.030744817233750155,0.010860107808472864,0.03849457556178368,0.00793802934441742
AANAT,-0.017548102053356485,-0.015127755494360634,-0.01876271492375526,,,-0.015070811337103742,-0.018423649836696553
RELN,-0.030459575354181808,0.01432859191246104,0.008197107001629907,-0.037078761716086754,-0.01410956228682361,,0.007976323098660455
IL15,-0.029741870238177568,-0.03656702198646729,0.03511488157695668,0.04800962057333035,0.025143186027981823,-0.005635768590386049,-0.0012777944018321716
BSG,0.028021998197562268,-0.037129598017627295,0.01877827399470432,0.0984913779963839,0.02856442732492145,0.00026391289487048874,-0.03804148652595653
ADAMTS3,0.03472934683440979,0.05917334429601451,-0.013066057864360943,,-0.03874558455896929,0.028223084205037063,-0.004130875011572484
CD34,0.09792459705439162,-0.00015926077317272839,0.04720116700613395,0.056135248574296304,0.0643662959047587,0.0019107820445983508,-0.04222000192767633
PLAT,0.004923508205343984,-0.011093875056097009,-0.024988670782861325,-0.01671703312187594,-0.017006186027520662,-0.015630436466503875,-0.0246798345719349
NTF3,,,,,-0.006664943403890894,,
LTA,0.028898038914159308,,-0.018070449852277362,,,-0.02028304083396353,
CKLF,-0.003108948744366698,0.0050784824624773815,0.03383221546180296,0.10541930228921652,-0.03493263535742848,0.020670553769568615,-0.07395499948289357
CD24,0.0033178783688462546,-0.009325871945303911,0.05585353545322593,0.008298148506236688,-0.0029928439258870908,0.028497030450667662,0.006976699658753982
HSP90AA1,-0.005665423729902432,0.040286667930023855,-0.02830386533883587,0.03608158786084799,0.01228672211035179,-0.060813596572339736,-0.02670345529289454
BMP4,-0.02877444059691035,-0.0022807999011068133,0.01676240421140666,0.0021184844055340954,-0.04047795005201737,-0.029057259665949377,0.03565002054322538
SCGB3A1,,-0.018015289278383136,,-0.04783257996729244,-0.02425806091405345,-0.02986598922673396,-0.009349575772051658
IGFBP4,0.015081484259551192,-0.01679180998712969,0.02024927759409088,0.06784636198401169,0.020717941895823933,-0.0037500684454145456,-0.04496068825050106
RSPO4,-0.007579112342085887,-0.020792572305538822,-0.02101703327918417,-0.043735901563185034,-0.016336771659289914,-0.02675120769335473,-0.0006276092290500375
LEFTY2,-0.01996858263910134,0.06427115304852296,-0.0011390254001220129,,-0.022216930153950577,0.002004714897840304,-0.009563367069050163
PF4,-0.015110674739339592,,,,,-0.020283036140317436,-0.018198542752589447
ANGPTL2,-0.0008663171855147996,0.022465561755938255,0.012760535683883995,-0.017881608767433815,-0.08399311339859665,-0.008166079983266284,-0.013559744974251385
LRIG2,0.020657800880098737,-0.006626275164535474,0.029242334492270695,0.01275724793061133,-0.0027434925059409386,0.025454784237361784,0.09203767380414182
ICOSLG,0.04770611486249546,0.03565560422199027,-0.029404161923918964,-0.02068047908555614,0.0679355814226511,0.04420234183438808,-0.06510814331522238
WIF1,,0.01642127513381032,-0.01621834677876755,,0.03434729173261393,,-0.0010405460226956887
NPPC,0.027261527311994826,0.024925063182260208,-0.0226754538734056,-0.0483698065966069,0.0708186517620859,,0.0026977803578600986
LYZ,-0.008791368228182085,-0.06671819774059308,0.04527631312618986,0.016322408963567684,-0.0079498263851182,-0.022402534355181414,-0.07158063378027574
EREG,,-0.016347410896432806,,,-0.020347724540767182,-0.0306320828620399,-0.020951913713324024
SPTAN1,0.004298343147109394,-0.03836768173772212,0.029110458277161112,0.13338092821773226,-0.03783228159651253,0.06596200059611829,0.10998973738290584
PTH2,,,,,-0.010962779919032337,,
LIPC,-0.02715500790964538,0.05348996570183739,-0.0017983998025843345,0.12721479487959333,,0.007978808487506154,0.008358966065156133
COL8A1,-0.029327231777251155,-0.024819055622984625,0.003130605812185794,0.020804738899381923,0.07121622321456514,-0.05445306877460866,0.02097429099818977
GSTM2,0.005758028088500789,-0.0033978350167002,0.06027603719457286,0.05556307482073786,-0.023119139546030395,0.09206442914295845,0.006704906856814101
SPX,0.022968142609744873,0.08860169831919215,-0.0012004532416150372,,-0.04020390542273861,0.19345180988160382,0.11612754356341372
MFGE8,0.0014066049295155818,0.01442047753638297,0.045569805444224856,0.08393869126238994,-0.06238278701395078,0.02417921307649403,-0.061104176037086975
TGFA,-0.03475492730254088,0.018636532409278338,-0.011654906792107097,-0.008331657028312416,-0.003354992864607624,0.00023319612097666385,0.02936156905367594
SLIT2,0.029176661896715788,0.001549099356788047,0.005212360733075466,0.14047030737254693,0.02415921322323279,-0.03064816010894601,-0.04992334834796184
PLTP,-0.051964000485058795,0.02116155484316516,0.05488775523779807,0.1144761024630221,0.09306727055419521,0.057909373916071955,-0.010205388246038755
APOD,0.01466010594578945,-7.434466138757152e-05,0.0020074167591359426,0.048184594625432314,-0.030256828949795207,0.003316576419499911,0.008932029934263922
B2M,-0.09941590143127092,-0.005258459067805665,0.012435560141960447,0.042091073202941136,0.07578943860297091,-0.053627738696555745,-0.08458918781761975
OMG,0.015989284268483304,-0.00035020625837508314,0.04691678099568596,0.01204203141593162,-0.03835915523089219,0.12423112684236783,0.11569658304675393
CXCL3,0.004166056490684917,-0.010838335970117938,-0.016144720830978624,,-0.029942891770373667,0.013865438785378876,0.014927587868780777
CXCL10,-0.0011236759354719423,-0.04122356515770074,0.02289067728914127,-0.04794728070736545,-0.022322695120588574,0.06431060850469712,-0.042152455604425404
RSPO3,-0.017548100756750423,-0.020130619841857374,0.0035782395469303565,,0.03623620337566968,0.042328448045380176,0.08310489521446866
CORT,0.08518494444880828,-0.024431546603807794,-0.031035818582086764,,-0.027170242304316923,,
NCAN,-0.03607090091207062,0.06090878505985839,0.0016003624619820272,-0.007673917821641832,-0.07953678060158562,0.05262692319448782,0.09438903201880632
PRG4,-0.017319218685464252,-0.014413451534132435,-0.026858934186317254,,-0.03895699040742843,-0.006853775167402942,-0.025329892191934697
ZG16B,-0.020101071420442092,,-0.014358612815643254,,,-0.018023751278205345,-0.015525223407076502
TGM2,0.03447378025652655,0.007500643700602056,-0.0019338405506577117,0.08427378720518482,-0.01220608433246634,-0.02825962402199245,-0.018312506143394823
VEGFC,-0.03086748508691735,-0.022187078067183303,-0.003005921595415406,0.08120643933445461,-0.027882241293035397,0.07224592946290787,0.011381111690518295
WNT6,-0.023954709514199136,-0.019860348565514833,-0.03195458068352018,,-0.004590749161609313,-0.02176738396885167,-0.016042213682640475
NRG4,-0.02107828142299032,-0.02053007682674757,0.013141630230568918,0.10063339658150097,-0.021573130844884457,-0.01445493900325262,0.017481964561004513
PMCH,-0.029206012432017876,,-0.02101703226488531,,-0.012420918036869037,-0.031170339780095993,-0.03089557144144256
COL9A1,0.0859537573412201,0.0192643207638463,-0.03848295767180802,0.05775516698929643,0.013567552490811749,0.04931769698258416,0.05512306806954668
GDF11,0.005132309315634768,0.016333428419766077,0.0721398321073301,0.05476735317397469,-0.008090611751872206,-0.008350740524663577,-0.0015131981594602517
RAET1E,,,,,,-0.015856965381456086,
IL24,,,,,,,-0.02697097968409756
SORBS1,-0.008898857401758132,-0.037817052313776384,0.042151712669302926,0.0038114255436694725,0.03567557566710964,0.04606950732200584,0.047447368139738814
DLL1,-0.0036748936509826548,-0.00677270456057974,0.0237024321267993,-0.026992792152988165,0.04046683327550099,0.10542998493050436,0.0369566937291821
TLN1,-0.015210947931004488,-0.03153055399124903,0.02927160200286973,0.09006520425648132,0.007295067934078643,0.004153601360176317,-0.0258434536913388
COL2A1,,-0.012873398766439904,,,-0.026166664895903042,0.041058803043630424,-0.02173535608738766
SHH,0.0785644724361171,0.013187255035969715,0.000740521157201955,,0.05958921128027809,-0.04054901843785691,0.05499491348299059
PON2,-0.06029062439689646,0.00619927705152046,0.029194581253897765,-0.014814717974541954,0.013897164360635357,0.0619640133938736,0.09363869184241365
ICAM5,0.03400451645278369,0.04469076144359644,-0.03456720619744988,,0.12829019096739339,-0.03117033846865034,0.018030065435206365
HPX,-0.017314981331919544,-0.004965417142055025,-0.01817643554183638,-0.04540998931012757,0.014859204931171568,0.020372597652353223,0.07253778120588779
SFRP2,-0.020497215539352503,,0.0006427977901396386,,-0.023156640076783707,0.026261408704395577,-0.0483723751765611
CFC1,,,-0.018070450944367995,,,,0.07239901072886117
CD70,0.007828257336792046,,0.0007536592074173836,-0.0378836103666748,-0.031415929889844194,-0.022053621258149848,-0.04238085024474953
HP,-0.04378531288175651,-0.04099291205563516,0.005887764459768473,0.009427625980881333,0.05447369951098167,0.11328944660258643,-0.03250534670209843
CXCL2,-0.010869470609299915,-0.03474027605987601,0.009397599925080751,-0.034388439212374715,-0.005598357484480217,-0.004295546525465708,-0.007707107950785189
NPPB,0.011429456046279844,,-0.015823221748418995,,0.002246483730540603,-0.014662925769056949,
CCK,-0.02863889878957933,0.04294945438422668,0.026852081503617658,,-0.006136382647357576,0.13385455288725398,0.0639666335368047
SEMA6A,-0.022502183644617545,0.046755384369794074,0.02083153023940575,0.03789022012782132,-0.028192978334426574,0.01937040418075186,0.06329644631342235
IRAK4,-0.029464092731614083,-0.05047370018719879,0.002467692723821286,-0.026599944648202364,0.018795245890384057,0.026334856652389146,-0.026514887044123567
GSTP1,0.002595261505589624,-0.0073012092202544175,0.006437583114585434,-0.06575503717217814,-0.0677816092112093,0.011303967692005831,0.0022035142888812767
VCAM1,0.0038908865546423204,-0.02250834557399102,-0.0013233225082461691,0.05980527197703094,-0.049932107684839445,0.06563539151698308,-0.06381859521624489
NXPH3,0.010459929727924469,0.01045548183387618,0.016121938699595124,-0.01262179953442533,0.01330457871062976,0.021535633342854518,0.07946268676806298
MTMR4,-0.007711563929278148,0.037949546644459396,-0.022167615577732423,-0.04627120289274452,0.0018148816367223894,0.011974464283797859,0.02761252007076581
LAMC2,0.014718622496263241,,0.0358438393807952,0.04619009627426826,-0.012056438342431213,0.0024151417253536075,0.12901283638467823
IL10,0.004273997233648809,-5.725924598604867e-05,0.007825991012191969,-0.06079334098735294,-0.03002299798531176,0.05702759305448526,-0.0404130029818882
SEMA4D,-0.0038564018830681665,-0.03805714556125687,0.036312901748398886,0.09014349293574192,-0.001704527959474542,0.06283772266150228,0.03172784983635342
TRH,-0.03533878079759646,0.04401472510228071,-0.030398518909584553,,0.04946279966689565,-0.016423460178760056,0.0005130610643360509
SEMA6D,-0.02831496962336558,0.1008952562195826,0.0513493775270918,0.0015438779934128573,-0.03213709783375907,0.05505139161219276,0.07606018907185352
CEL,,-0.024993434366809435,,0.007336025914077077,-0.017868572575827923,0.06140297554285917,-0.02481969411782894
PDCD1LG2,-0.06266145720512634,-0.028167090250765525,-0.01648750166544048,0.03946301624795372,0.03306285462762772,0.03420244886842627,0.025529714779876037
SPINT1,-0.01840189938242932,-0.033790426636694106,-0.019046512146752924,0.03572074611178647,-0.0031867947147011582,0.02792425318423897,-0.05361940267318931
CTHRC1,0.013420704726099573,0.022343488079040578,-0.020340101814242156,0.04986119440364483,0.02635669078885795,0.007914112691091168,0.019970041992549294
PODXL,0.006306723179620802,-0.009848364359457377,0.023561690825894457,-0.0643063757123469,-0.014565547035551603,0.009572046586848931,-0.026954696902292456
JAM3,0.03128799074050593,0.046108673315625084,-0.06434692022799594,0.012679428629074653,-0.028597093622365215,-0.028927746555138727,0.008915233821887627
TGFB2,0.0075497633163566155,0.07540983295427539,0.0221616301079023,-0.015288965468830417,-0.05483657406293327,-0.028484814122867092,0.046277808438648003
COL18A1,0.023745424808168755,-0.003544208857748619,-0.01632460678180974,0.02080187598255733,0.06552727798733202,-0.02756872827838343,-0.014745801328513658
NODAL,-0.0019992693891044675,-0.03051177685083522,,0.03883055198099157,0.065735704928274,-0.022476998795683305,-0.04839497963808454
INHBB,-0.009068628536526417,-0.022855879729072163,0.06035934525091385,0.08664901428244694,-0.031761199210125386,0.06596267508240969,0.0663053076031529
LCN1,,,,,,-0.016608296843130185,0.014170959690594759
ARF4,-0.03381921200388421,-0.006900656919466201,0.02198760301116257,-0.02523256642706369,0.03696245174805531,-0.031000369762867547,-0.036236213641531706
CXCL14,0.04157189940271172,0.008894659546153249,-0.01918370543446857,0.031965619157370714,0.058172669983306446,-0.052764853247449034,0.04818658334477447
LIF,0.021857623165864818,-0.07347223717995825,-0.027953978516258825,-0.06297763954779435,-0.03402716430990178,-0.01710687432687215,-0.060310637227020486
IL17B,,,,-0.03333133057330649,-0.017152858375702337,0.0185202839323912,-0.018423646136723513
MMP1,,0.01655222363822577,,,-0.01242091705320833,-0.04738293443043994,-0.04123070755846659
MATN1,,,0.1030458639746879,-0.010680199066711174,-0.01767786200218452,-0.019974437062536408,-0.01678965372633089
ADAM28,0.000819581938440454,0.002760714143468138,0.06225623047549543,0.06369520935399166,0.07894964692247798,0.021633083963448697,-0.024775183613469687
TCN2,0.0061452663515985185,0.0022047813892160846,-0.00026167504080470456,-0.01565968649116626,-0.036318027714704326,0.025243564595502276,-0.015043783656699092
THPO,0.036312961084621266,,0.020194618773923947,-0.0349064677991487,-0.01533472648682176,-0.0017071061196054073,0.014494040083733251
CUBN,0.004569543602360154,0.015514311729010712,0.026524189899620455,-0.0561670854427557,-0.011003306710170316,0.026696840716832055,-0.011197404338674527
TIMP3,0.01703437413527822,0.05437587839872401,-0.018593767913008367,0.01173616677330141,0.037532513515212404,-0.010631791251471838,-0.03035575954177792
PIGF,-0.024797336881996295,-0.020038359705134443,0.0030143739374357574,0.03450529520854522,0.02976786406683997,0.03758380374225291,0.0435553582754944
CRH,-0.020300054227827602,-0.012873401128501582,-0.014065475942798986,,0.016530639082952003,-0.024627978566852487,0.02406566939538569
BDNF,-0.020420428727673943,-0.013821465859612074,-0.006182277893582976,,-0.005968010915915862,-0.04459054816355929,-0.049244011948857275
CCL5,0.010557578162402687,-0.05779323238409781,0.05086254923197903,0.08099369163756473,-0.006532190295781827,0.042271341442794715,-0.06949496079251681
GAD1,-0.010194940508000044,0.0806448112415358,-0.006372537182270778,-0.01381658312636223,0.08736841034070324,0.02341387474950804,0.07029193326469083
COL14A1,0.020761144177320418,-0.04943546881750061,0.07541733628196567,0.08763459889362052,0.09346346108424548,0.05175979299780066,0.0021326137131571533
HLA-A,-0.01213971973708642,-0.04834091482083604,0.02655186605655189,0.022378057485070504,0.06982862071189375,-0.0683584487085728,-0.0868932641824929
FGF18,-0.016128241275534402,-0.017564599297222438,-0.017168149575145748,,-0.021464228513072458,-0.01642346149640138,0.06443904800096154
ADM,0.03275320744400983,-0.030383662374963653,0.005965561674030881,-0.04948650876289253,0.009525767926913236,-0.04414296606925164,-0.01950370693082931
CCL15,,,,,,-0.014244066880822267,
GNAI2,-0.014304691993052636,0.013263711525509618,0.07127864922369834,0.03942163282311579,0.0011205935291657648,0.0014801613218121494,-0.04069088236817383
HDC,,,,-0.04156672539402352,,0.06676731741986569,-0.016789646122455617
COL11A1,0.004394370696863875,0.016032165916275123,0.07007979360278921,,0.08426230140100661,0.026437523585169445,0.03607014233740131
NUCB2,-0.011044736543123825,0.011371196860146933,-0.01720780185125801,0.04102731820195733,-0.0019181115948031454,0.00039189423588120194,0.03278905040777437
FGF16,,,,,,,0.04454580177983809
CXCL1,-0.021170614447187448,-0.04037388189255216,0.04349891269291985,0.022473917149936747,-0.0246074955710945,0.013071364762796764,-0.0008914757671748051
VCAN,-0.058689842128482106,-0.0281042053216044,0.0015970758371493515,-0.012961349636210573,-0.03922386458750127,-0.022381706282619943,0.017419205474032536
MMP7,0.004211042080244152,,0.01957564633958667,,0.00382155461162043,-0.04080984167480589,-0.05314740454382868
PTPN6,0.04069530093855872,-0.005415049429868668,-0.032758585978389806,0.06927187288837296,0.1427536321923842,0.05123570336603154,-0.06249957756434962
PTGS2,0.021085657671743117,0.0029759552393626987,0.017726306260285332,0.023711580688267554,0.06596264536277895,-0.03965650300648487,-0.06761176920631302
XCL1,-0.017548103710131317,-0.013470532418331816,0.018318204560565626,,,,-0.013303213677981951
CD58,0.012310029146706295,-0.04774834372649265,0.04839041120899407,-0.01998166596401725,-0.019619106332711234,0.06838344457850548,0.016286166144964812
TNFSF14,0.07387187321376225,0.0034122703771015013,0.03693124856034365,,-0.017935152360912306,0.004692069145297789,0.03216953136074662
CNTN4,0.017157996361757792,0.05431121787388174,0.024810777549443712,,0.08875022576060536,0.02954483396630446,0.05353967399613002
NTF4,-0.02219758272080297,,,,,,
INSL3,-0.01612823811207401,,-0.018245838794341114,,-0.017935150628087804,0.023536360275339507,
BTLA,0.010208073338198034,-0.014043478478792008,,,,0.024860691463984178,
