,UKF275,UKF296,ZH916bulk
BMP1,-0.035950528781650413,-0.007928371492170535,0.09626398795788699
NDP,0.005706121541612632,0.041163004166944926,0.017460629284974907
TNFSF18,-0.010336035446034708,,-0.026674492887896424
RTN4,-0.018645580391285395,-0.023377533012493547,-0.1372225502087226
HEBP1,0.0024230733240495485,0.051995872953468275,0.0422048870021786
WNT7B,-0.018997904374017813,0.017544153400465393,0.05467491025670081
PTMA,-0.01785696028407098,-0.03172121362245821,-0.003211171774606722
CEACAM1,0.050033459305296894,,
PDAP1,-0.025932275485755274,-0.07828264422259973,0.017577548108848883
QDPR,-0.010662912201601028,-0.030312665379307904,-0.05041179546433575
POMC,-0.011993118177148949,-0.012393804564781388,-0.015348119934448836
CCL17,-0.012891048565494766,-0.020630339754356405,
VEGFD,-0.013734321906645745,-0.015132603701298172,
TNFSF13,,,0.038388159522885046
WNT5A,0.062019647255359106,-0.016263526926755905,0.04510902880498616
CXCL8,-0.002475734922082223,0.0681950402666724,0.024219920984011024
GRN,0.011871351219923854,-0.0014400961849418117,-0.008900306695088065
MIA,-0.02533752647709416,0.015868540715051647,0.14272585079006556
COL4A4,0.007175874222378742,-0.0191053108783034,-0.0009873528344417747
TAC1,-0.010346319902473679,-0.028225006537260552,-0.0447647784924669
RARRES2,0.037491667628007395,0.0010251775828454652,-0.013560059813941322
FGF7,0.009746304009287745,-0.0010000988241452003,0.008956509906670383
HBEGF,0.031324355991763954,-0.007314967419405835,0.034459626556757446
CSF3,,,0.06781962046144002
PI3,,,0.010742666454642686
PCSK1N,-0.053124767566566006,-0.0014875390157931627,-0.08518469717059143
NTS,-0.015374947194682465,0.028072762017940858,
SFRP1,-0.007412015781601914,-0.02063033996212087,0.03828820914903098
CXCL13,,,0.009385635668614778
MICA,-0.02458503516998259,0.06187598416198168,0.08180803492521271
TG,-0.012987243587425453,-0.014930087290478424,-0.030494409451288767
ADA,0.015168657082999575,0.02265787086319619,0.03928654964423823
LAMC3,-0.038396527135334896,0.009380945835351836,0.07279021778754734
CCL7,,,0.008802165319173624
NGF,,,0.002230802511721173
TNFSF15,,,-0.03775642941712666
HMGB1,-0.03472259544072013,-0.009450448479700132,-0.06541376710666456
ITGB3BP,-0.006608873936926724,-0.009443381823962297,0.06919736825628786
AANAT,-0.011679504055859477,-0.017210150770833713,-0.020830463174716884
RELN,-0.025714497774590655,0.034236921895857295,-0.04956669773272618
IL15,-0.03312814749038058,-0.002964987090770095,0.06344921309159823
BSG,-0.05451757358634583,-0.05332204994842259,0.12476488468756301
ADAMTS3,0.04442726117028114,-0.051001383561280166,0.06190212133932287
CD34,-0.02721462763297891,-0.03219972480062418,-0.02922381101793583
PLAT,-0.0006686739957101701,0.03341391853992232,0.05887513911547859
NTF3,,0.014419166533291483,
LTA,-0.011248579600474866,,
CKLF,-0.038286829303865295,0.04272028889105349,0.04912002865006748
CD24,-0.016674681417913544,-0.027720593923167683,-0.013108677811323279
