,MGH258,UKF248,UKF269,UKF275,UKF313,ZH8811Abulk,ZH881T1,ZH916bulk
LEFTY2,0.1785192412061146,0.05783471604744156,0.027912066146529795,0.06773698748012554,-0.016758578459794,-0.016936660446410963,-0.027150989274334646,-0.03269185444322217
PF4,,0.01821653111736815,,,,,,0.008945922148969967
ANGPTL2,0.02193188337205668,0.031456157718232215,0.055636769260420105,0.001012730804445629,-0.04011035838228747,-0.016226756257139364,-0.03899023760033632,0.0012114676548431512
LRIG2,-0.036744088088443184,-0.011053380665284095,-0.0035532045984212443,-0.0027888553011522453,0.005376201564323605,0.058299757257953694,-0.011459827531246945,0.04886450238829916
ICOSLG,0.022144727643140388,-0.0017660763999579,0.043505073293722066,0.025387525149639354,0.035021529946904474,0.04215888150877738,-0.01781143164854528,-0.018585740328254018
WIF1,,0.010390488019369357,-0.06920266897094993,-0.013192238085437388,,,0.1622774869700854,0.04285801606701002
NPPC,0.03164487144308115,0.0684919498185078,0.009704027498993248,-0.02573386484577779,,-0.0013164568888223223,0.030836321047958117,0.00866052916642568
LYZ,-0.054610997984044424,0.03336464521430322,-0.013915582313855396,0.005228425232175628,-0.003132346587230143,-0.0354470032394195,0.003255647780644353,-0.03780600277347777
EREG,,,,,-0.01959654183545528,-0.04049819769323632,0.15804071670076159,0.14480307518705388
SPTAN1,-0.006777547379745147,-0.019621652091737878,0.008454554926700253,-0.07273073440197726,0.03912996191185172,0.03971661339457107,-0.043848564569266314,-0.04950582879408979
PTH2,,,,,,,-0.03175089391854905,
LIPC,-0.024443226085537773,-0.0226622715429002,0.05047005029996017,0.06304757648372723,0.08462334518962358,,,0.007121849062674918
COL8A1,0.11192084786689906,0.06299954125294635,0.07017419674234704,-0.003466806789202041,-0.06152638872122374,0.029923320249546005,0.05607870488676486,-0.031031232272421903
GSTM2,0.07079533322082887,0.0439403346532579,0.10099639796429821,-0.033619092044628665,0.008730144138027689,-0.009595742440379746,0.027553550267669,-0.031715892618491566
SPX,0.007819197036922904,-0.026865664014354865,-0.013498186485076506,-0.0621280932892467,,-0.020116135702854768,-0.04133685893128132,-0.03329977933957053
MFGE8,0.07913261823026865,0.025453250549507953,0.06206671063803052,-0.012082731751893106,0.007387087091001072,0.0017798576514776946,-0.02874088921334177,0.06612504097857479
TGFA,0.027289446560672007,-0.04277291102346066,0.035534127592196346,0.0706942620037218,-0.026410095833269132,-0.034293242936706894,0.0072708326326609285,0.052881746752405666
SLIT2,-0.019648236321222926,0.04561441010643341,-0.009262171522390311,-0.00581436244474168,0.019675581901001566,-0.013090377926516336,0.0013803524631947348,0.050785790222863496
PLTP,-0.0066478656120143075,-0.00854294811050342,0.0494605241166386,-0.03902149693971128,-0.019239082635129228,-0.04002895419004883,0.03282476549231066,0.10726481997268986
APOD,-0.014058103190356568,0.008435106542433768,0.06680273788879469,0.0049768115686722025,0.03436469353657369,-0.025222368794777284,-0.0005864999906428135,0.025541401436906693
B2M,0.027159311496242657,0.015245436243772994,0.07990943065599318,0.02239685260496917,0.0840449542291842,-0.021793188698540113,0.02903613182765845,-0.04130582047639286
OMG,0.017976648116344682,0.023395222482585375,-0.007180611346166045,-0.02167041747793478,-0.012410597615449716,0.018694024976452082,0.010943863704380719,-0.06237795206303065
CXCL3,0.10503866035666719,-0.04571224024822743,-0.017258869422513395,0.016918008493732213,-0.010438373409482456,0.031224539844873073,0.06522566478786133,0.06372792737856468
CXCL10,-0.06526669251455024,0.05248923317596455,0.05697514415450833,0.024548559392412517,-0.016910710609655093,0.12757395836442945,0.0019550387148654902,0.01781657606724802
RSPO3,,0.004567493233430107,-0.021584928063863074,-0.02582025788183873,,0.05490906054786162,-0.03831540986174406,-0.04390504585913711
CORT,0.03006000113439325,-0.04635049992119256,-0.03735755399080908,-0.038430979857753206,,0.015597913262482947,-0.03320436047076494,
NCAN,0.056182062032039945,0.002007072727843103,0.1214561598720976,-0.048187810440666716,,-0.017780098733006983,-0.08150891099460353,-0.03264310792723285
PRG4,,-0.026836214671641583,0.0021263173617282246,0.06810237193087391,,-0.021852537860616437,0.00572100478215044,0.034869696253875
ZG16B,,0.029522985296060462,-0.0013989626062663762,-0.011679503553874109,-0.022107608614307377,,,-0.015525220585077128
TGM2,0.045564434572824115,0.027935688055025394,0.027369385299804153,0.08565479905746497,-0.024003376780678997,-0.033321365520371925,0.011748821745686689,-0.0013567532277080855
VEGFC,-0.01909181067141986,0.02789496812786646,-0.024652682287031918,-0.03145002153411802,-0.02572767906111103,-0.02567658029220643,-0.03407448414546151,0.052981882238307174
WNT6,,-0.0040309864171562465,0.06720242153150174,-0.004777170934392177,-0.024720825445349502,0.05993737695756354,0.0037271168098964714,0.04566747151225773
NRG4,,0.02479232669775108,-0.02329005839694503,-0.022438217406997297,,,0.0028205513485690882,-0.024125024455964494
PMCH,,-0.01894284934738761,,-0.017095558337096788,,-0.020279441655722784,-0.01517942443260792,-0.030895565825595307
COL9A1,0.036327432057185534,0.05641994315904951,0.04284255713572711,0.05275821851320076,,-0.028932093309975527,0.014987324827901423,0.04036191725702174
GDF11,0.04843936519828309,0.02082933570421012,0.015956553734553704,-0.016964042073768556,0.12449883055817797,0.094187566587003,0.008345051522927947,0.012858201859905119
IL24,,,,,-0.013940982309921855,-0.01511986302621469,,0.1082311659420987
SORBS1,0.020923270234280082,-0.03571663450603259,-0.004328620675642059,-0.006575734418828878,-0.036415500864034854,0.06789610675218026,0.0653265998599929,-0.05540322375738705
DLL1,0.0013365897400977786,0.02933625123610857,0.04418469242527858,-0.01590392232063653,-0.00819608842730047,-0.04711831314823849,0.006501963864667317,0.11739344572510256
TLN1,0.048059446010857695,-0.010171280639294171,0.05710359798518015,-0.005704148191623127,-0.0018169528414593364,0.05736509729263929,-0.019999449120961403,0.07294841775772559
COL2A1,0.007435774609736582,0.017586877031549243,0.005470064866977509,,,-0.0330540026750656,0.015229304813423335,-0.021735352136580666
SHH,,,-0.013567573045590272,0.03105946954395995,,0.02716779333227539,0.05426685852041615,0.029383619338549084
PON2,-0.009152348508892594,0.016765615003762585,0.03520779382998552,-0.07083124889114546,0.04091444307774179,-0.02687093032888025,0.011689933369841008,-0.005119107116998817
ICAM5,,0.0362166705411165,-0.03372552891504793,-0.007406783273025552,-0.013196852667059132,0.05053128136474743,0.010355040683473309,-0.022655896771004987
HPX,0.09522413540434321,-0.0061179410460092416,0.005140742342889413,0.03602070792694328,0.08579549726536528,-0.03829189048739282,-0.011705204488798901,0.0548607535746236
SFRP2,,-0.023724500442630917,-0.013774186750231949,0.06912760916655944,-0.013758518125345032,0.06055398442616035,-0.007218318610515749,-0.03232704645445359
CFC1,,,,-0.014698766429227565,,,,-0.02134685075108445
CD70,,0.08333127014453444,,-0.02741834590252616,0.0789696684392934,-0.026496247490243742,0.013361412823656634,0.044105631848463715
HP,0.05655084621065143,-0.02697500577939463,-0.024011376441523978,0.0032952981517422463,,0.045225415582168464,0.03481728006077677,0.030034396528014057
CXCL2,-0.021954237687261537,-0.008649449406345875,0.01744507402125357,0.09595371567935286,0.042833167077035994,0.029555765879134405,0.06673894755322357,0.07431845693283132
NPPB,,-0.023021316575496095,,0.030028688509711916,,0.03115173870068305,-0.02268721867873337,
CCK,-0.029035595400632008,0.014326727893423975,-0.07515128683165286,-0.08100785430232608,,0.00545590564214803,-0.041327585962437574,-0.08878654656937691
SEMA6A,0.02505816663385929,0.08704802563460723,0.06863860170452947,0.015896280221768668,-0.0049444724536234245,0.0690473327705356,-0.0407947607619718,0.04530852940488094
IRAK4,-0.03954518536604038,0.034545549565711174,0.04505568321620138,0.05143896362718948,-0.030185663666188526,0.019364314769016275,-0.014713902828957053,0.04237858636144468
GSTP1,0.013641861816621078,0.04255874053317366,0.10325986810603974,0.004610455975806055,0.03825784388302912,-0.02262658464499744,0.003653366712568956,0.046364125119668115
VCAM1,0.028717887033517787,0.04748052169396252,0.04471338294129539,-0.06382385180209912,-0.007247804197346362,0.018845326744219085,0.014327719800224547,-0.024176143408991057
NXPH3,0.06741054865679016,0.027599700465762413,0.05049113293166342,-0.003657206880014227,-0.010993170870172564,-0.018506812504750367,0.03698272072956509,0.00019284524257073675
MTMR4,0.006987794657357204,-0.005632907294550112,0.01130755925438497,-0.04471500197662425,-0.005244550540857631,0.09435751219937512,-0.02474669847535357,-0.05953069417441911
LAMC2,,-0.01806932633005423,,0.05409573970296569,-0.02024991148725791,-0.018588492318664954,-0.014733999065294764,-0.02323150123278474
IL10,-0.019830577986627414,-0.038178500404713246,0.01187201927481999,0.04870261473889903,0.0158322495959387,0.05546663259673714,-0.03669067196205867,0.05343371000168591
SEMA4D,-0.005151943627355077,0.009720158404820333,-0.00203726335096733,0.0038468974807048446,-0.028828021513845257,0.025882230064555863,0.016179973114252972,0.02048263949518076
TRH,0.036288779779418794,-0.03698581089094919,0.019071561343456944,0.015720138248258703,,-0.016630038036643268,-0.03712674653972566,-0.03660364732254172
SEMA6D,0.02958653158634812,-0.0295880331960027,0.0949909969148446,-0.051600605133019284,-0.01878591328874316,0.04144871458161464,-0.055453920955418734,-0.00732624645152131
CEL,,,,,,0.01405784380114336,-0.01597309322354158,0.03466927467867083
PDCD1LG2,0.021479473681632562,0.04936739183111724,0.06895248599687168,0.028861516186737806,-0.029646577637986175,-0.03843399726658057,0.09129896106333021,0.08595715970146948
SPINT1,-0.02464800559728815,-0.030503596310655336,-0.0007071114815343707,-0.017923777881077477,0.02536201954397769,-0.00042111097660576944,-0.009476557669867311,0.05326085483523815
CTHRC1,0.04369143881186979,0.030043819486654747,0.004224050913376437,-0.016923287399460897,0.02183113488433535,-0.02560652527275399,-0.05471811057005359,0.0466109867938667
PODXL,0.009405236733594198,0.0046886350629485795,0.06036908326046136,0.046982934582656184,0.03641635878454983,0.06142325864475756,-0.027783638038410077,-0.010858047970551682
JAM3,0.0809395611142268,-0.005988931886500309,0.03942924532181478,0.04487701010377167,-0.014781315724038005,0.022835226519436296,-0.021136531726243846,0.004445373627066445
TGFB2,-0.028358226613489176,0.0047214843454034495,0.06451074093181595,0.019800510787752794,-0.026572925595136618,-0.0031375022894576114,-0.04511140844686795,-0.0010945302722501148
COL18A1,-0.01386341413618264,0.04390696431911539,0.030889465703233473,0.01333943800595717,0.04672699363225223,-0.020881887212397546,0.029354851542047374,0.001392278936633176
NODAL,-0.027733274852407657,0.045260345459245,-0.009500376808494911,,,0.1096507628769388,-0.016849433001518345,-0.007069855125831658
INHBB,0.011964030335925914,0.053484449349006084,0.018017085012839634,0.007802929295017211,-0.00020149938042981943,-0.03393968129329766,0.05019876964582863,0.014725706952634168
LCN1,,0.01874563044622524,-0.015145664175035605,,,0.05295216085289967,,-0.016294916050495437
ARF4,0.04242622238254578,0.061583770638748286,0.11348088982978263,0.020595507648377812,0.010430995394579798,0.015287466065770515,0.02813551789667297,0.03456719955016266
CXCL14,0.06231433870720011,0.038019833163014084,-0.06688624626478407,-0.0443695416024085,-0.0007914745564109189,0.04846825690169088,0.02532417304700506,-0.06041417230994901
LIF,-0.023677485783892192,0.01578812560074805,-0.0082784932566571,0.060622834841173805,0.05251584284257397,0.0652624475678692,-0.04297673520587266,0.11075241141458989
IL17B,,,-0.025013289390042458,,0.0017882503803990297,-0.02092128770804811,-0.02096226033730688,0.09179180069831758
MMP1,,0.0017882731645423638,,,0.00014000377392787175,-0.033054005813027046,-0.015179423230490385,0.010777361526651714
MATN1,,0.004577668475475434,-0.015879199209842078,-0.01303248529335641,-0.013940984319351587,0.03090204423958891,-0.02160385968216821,0.1042743406340987
ADAM28,0.014420779316628373,0.02630943774847666,0.0647897149940641,-0.01669427301158737,0.046909447378526745,-0.013534946693635435,0.03184841032364039,0.06708410566562233
TCN2,-0.02847805760062177,0.04396848171774476,0.052037749118379134,0.006802575976841463,0.02596430682317188,-0.015757774188488685,-0.0032977369882032453,-0.004582909789432958
THPO,,-0.008903657011526539,0.04316111431910748,0.0599785058418696,,,-0.01874034763054417,0.11293850263003775
CUBN,0.08062081396134241,-0.006505212049219837,0.10074946996614176,-0.012211200140843207,0.06166845133444257,0.02092064861007267,-0.01063418877450525,-0.034660407036700924
TIMP3,0.04061354651562772,-0.019634282038306066,0.07014598592757036,-0.027911090208968113,-0.02198183078689742,-0.03369249170971243,0.016852963650342338,0.07582203511781353
PIGF,-0.002125151559008273,-0.008949257100985751,0.07120255119675122,0.007431844353708579,0.006701803126081414,0.0037520626867410295,0.056066073195027134,-0.0008058294469371367
CRH,,0.04256553050605463,-0.02329004874030367,-0.02051617398008744,,0.058742754850366646,0.02691773077355329,-0.007969769851050697
BDNF,,0.005815555752048091,-0.05434482692420658,-0.017573750285160217,0.10480827036692694,0.0176772600263481,0.017421096090795913,0.06749240932202533
CCL5,-0.002853035028679858,0.013764701717730754,0.03339344777344543,-0.02052601090405739,0.0378779825912331,-0.014397235778063015,-0.038195551626526464,0.055808233749280345
GAD1,0.052099981511159396,-0.005841936415422541,-0.06576022522595566,-0.03681265844498706,0.015306541624456237,-0.0317316859582236,-0.022366740603866442,-0.024523779193172095
COL14A1,-0.03398327345426952,-0.04281685910897947,-0.012196333919129313,-0.02830937834610799,-0.03414342458125369,0.04176848685033573,0.06294223958803792,-0.015207650225193553
HLA-A,-0.03522470397545061,0.04518155010416916,0.058879800184022994,0.028333904640787298,-0.011312163900619392,-0.011564750463005804,0.05709435567091871,0.026200472242545243
CD5L,0.009366454948229026,-0.021170369416850573,,,,,,
FGF18,,-0.019155357904500694,,-0.01396482143162895,-0.01447535752486803,-0.024733973397308578,0.0019999866044610125,-0.023049159506380774
ADM,0.10110954081584697,-0.014325034230636127,0.08849887650028833,0.030358586690633214,-0.04139946303268112,-0.011680844229080278,0.0908301933910413,0.05623335970059761
CCL15,,0.07119821114290123,,,,,,
GNAI2,-0.0486893862682003,0.05306890947586069,0.07188749193168775,0.04719021984423948,0.03045860931935737,0.03327183765189308,-0.006405596191424856,0.04795971630185134
HDC,,,0.06994505701434307,,,,,0.07368936123612284
COL11A1,-0.0014859977223613495,0.01455161610257271,-0.02753609235134804,-0.02667126707212847,-0.022795750188757968,0.028651188358565057,0.06437049893244616,0.05258355497043186
NUCB2,0.03838596570222476,0.015991811064623142,0.027327151523380507,0.03359584450914072,0.03264594313700194,-0.010042309111260823,-0.058243168521334786,0.003938103951252214
FGF16,,,,,,,,-0.016544010606142544
CXCL1,,0.0052814183520329275,0.03873937900849767,0.020588469480365666,0.042825715239781896,0.0013051289820031249,-0.013954833800290162,0.07641993733961286
VCAN,-0.04390533880347995,-0.027634802579713024,0.08507079348622343,0.016458632360101193,0.008783309969808261,-0.014347121054052723,0.027116209120767506,0.03209859774641927
MMP7,,-0.012368519012400655,-0.011055085793514684,-0.012870837594655198,-0.014277362857222581,0.09603125733668626,0.04598164765851236,0.002270892567898861
PTPN6,-0.0002596840579123222,0.03877727518407398,0.04665875080910381,-7.263594725590463e-05,0.007726748053827098,-0.01316947550423544,-0.05610129228533286,-0.00529242170993038
PTGS2,-0.025484171471197116,-0.04495066550837749,-0.0781019760463417,-0.011427142472425798,-0.026021453320754954,0.03767541398943923,0.05942226625598378,0.14582174679564094
XCL1,-0.017119124889709028,0.06377040555324236,,0.030394771495303962,-0.025996212869395297,,,-0.029880212089979763
CD58,-0.01630754914517544,-0.010419779179741536,0.0644007350675318,-0.023558836579561638,0.008119567812302903,-0.03557535071011773,-0.023931919955928544,0.027139125955794565
TNFSF14,0.0530155179342065,0.005819304227461391,-0.023034895921545406,-0.008523684859494007,,0.025464053950749833,0.04600706720641019,0.006715768375631158
CNTN4,,0.017579123795528187,-0.039254326353772184,0.005806022992234827,,-0.018442870590985885,-0.021591026713176562,0.01093348178580106
INSL3,,-0.004035860721501817,,0.0035211847789425148,,-0.022004363757848013,-0.021918288393691438,
MFNG,0.006617310371966391,0.04175519223133514,0.032620422440190984,0.012363916791355765,-0.023921450131237712,-0.03613111744699647,-0.05155968501225038,0.020194354396508282
ICAM1,0.01882250407033514,-0.005555089506687934,0.01330982419681195,0.06206222705338167,0.005053408623034446,0.032590614622202085,-0.026836174197141634,0.0607047408006452
PROS1,-0.04507837024573446,0.02889237921562678,0.08455110907941558,0.02737525304248041,-0.009510932617533243,0.017166179876266473,0.06954090975950221,0.07805104312813659
CLCF1,0.04990547392057754,0.006980438157764012,0.041987263819374315,0.046124557806402254,0.08657120143785478,0.11071677702827627,0.0020617719746737675,0.07648975282112946
PSAP,-0.042516892578680396,-0.05593844043343374,-0.07735754679233446,-0.05866741528190919,0.008016751363897946,-0.000825852217240989,-0.031894359709330196,-0.04880052703586952
EFEMP1,-0.04525746902564039,-0.009289744474476076,0.01613257311940462,0.03396156511020973,0.02859556877488823,0.016066163466960787,0.053109239754556406,-0.0002470344364666477
C1QTNF1,0.020116084810179118,0.04453383770225952,0.014010833362369931,-0.028547803615784843,-0.025531712144796572,0.02646537153787914,-0.026165339843590533,0.0616259462803423
ALB,0.04761606637306361,-0.032129463570700734,0.022888752165175028,-0.01620294828093487,-0.013196857005672066,0.04955234372470475,0.005308776935646742,-0.023771120424091075
CCL13,,,,,0.08817468342885249,-0.014687670308465425,0.03731839874094807,
EFNA3,-0.0028244743181778174,-0.023933727591837754,-0.07594276688899254,0.032226220612213335,0.03212034855101423,0.030205934318868616,-0.029211370030479706,-0.006462606833205434
DRAXIN,-0.007815368448220653,0.02672218336035698,0.06348624939787512,0.03256193729472941,0.04140059407764921,0.007431175196359219,0.004158694586375669,0.001618230651827562
RAET1L,,-0.016189354268637917,,,,,0.030674772966715693,
NPTX2,0.07001944464296757,0.016616183726458934,-0.045057249234476945,-0.025961057523343142,0.02147700270490477,-0.013587425981155988,0.0341210592920876,0.003044009210998287
FGF11,-0.022752904955940838,0.03937664679149299,0.07649162783503849,0.043984763112969956,-0.0370494039850509,0.020211821512777117,-0.04201961038289564,0.0018514346198991304
CD59,-0.024214589311387192,0.0121271012734874,-0.09457896166686582,-0.013114766260035928,0.03587048659592419,-0.025238825905969594,0.05310974368425243,-0.050735777092046644
COL9A2,0.043285462446275964,-0.004786644329539225,0.012586560273714058,-0.026737920488430128,-0.003955365009707202,-0.0027487561289427863,0.011417673563255586,0.01272906060156372
DLL3,-0.016289163475493945,0.04923645339290923,0.05869793359295443,0.02206410737529756,-0.01691071170102274,0.012685478662347755,-0.004273000015775849,0.01987740127685301
FGF5,,,-0.01476609701835519,,0.006158615758633407,,,0.14708252598810978
LIN7C,0.003682231123848127,-0.023835886436066364,0.0397185655050068,-0.008705952592642369,0.0033972602519481833,0.05187128032991083,-0.026009569297143625,-0.022737972536247934
GDF7,-0.017732068624840204,0.01577282497252372,0.048668025979102164,-0.014000397928437906,,,-0.017818289104928314,-0.025665207623234307
PSPN,0.012526875443137122,0.0110390766442904,-0.04493845461073661,-0.016006670227732125,0.006244389630192949,0.014359242334087707,-0.05187063195602021,-0.012951920403920066
ANGPT1,0.08932579954026014,-0.004281362506387077,0.038047537590015675,-0.014885647245284992,-0.0063899597532927396,-0.02336545874554519,0.009031649368042525,0.011417284636256523
PNOC,-0.02504136734309318,-0.020267398458421324,-0.07945757159240092,-0.0824690802028387,-0.013196857005672066,,-0.021124309490032026,0.01723874336776345
L1CAM,0.08055323931965865,-0.009832819338649821,-0.06570149323755388,-0.06073895209690877,0.01682643913482055,0.0457641689144674,-0.06157162685023408,-0.044341222474669026
APOA1,0.013171713064070478,0.00808272291394299,-0.018703363209435893,0.024149330013507674,-0.001024699690399932,0.013286269071403081,-0.008478139496150823,-0.03021748843328406
PSEN1,0.01442994656216639,0.008192352159436946,0.00952609834427821,-0.04900373499279431,-0.004895601636286812,-0.0111060667665767,0.0072717229680198895,0.046502914584649876
CALM2,-0.0014979699400116664,0.010475364852492092,-0.09991622136604068,-0.0773860842548164,0.04374916930509732,-0.0067440969790674475,-0.06078023255756774,-0.1259795144387711
