,UKF275,ZH916T1,ZH916bulk
DCN,-0.05398385272052951,0.12878850048034887,0.060979866000096236
RARRES2,0.0259828729016839,-0.03762461335665573,0.03356376343376105
SEMA4A,-0.03490902775479099,0.04098374994816899,-0.03201642079509235
GDF11,-0.034673593423687504,0.026869387590402537,-0.03871395335821306
GPC3,-0.015642683998830197,0.10357352376739315,0.005889314356804326
OSTN,-0.024173177013056647,,-0.0038672734475758796
GRN,0.02081886485374914,0.11899494046804282,0.03251223297920872
CALM1,-0.010938323355624113,-0.06089567101908301,-0.09648543339234006
ANGPTL4,0.0028177693524976274,9.258234999378622e-05,0.07633380123650016
BMP8B,-0.03389579861434137,0.013983266541905097,0.05748659194357732
TNFSF4,-0.028097727574074877,-0.01607940837032902,-0.03138691579495122
RBP4,-0.0064434191062740015,-0.040009830329942354,-0.09669385561183294
DKK3,-0.05494513584327511,0.017403012071120386,-0.07128886104835477
COL11A1,-0.024404586510704426,0.08665665082905304,0.07624987096003479
COL5A1,-0.03568003669149881,0.12222627421077767,0.08992842479512403
MEGF10,0.006502845123863477,-0.0893703653584668,0.01682113717214516
CEACAM1,0.03621397746508576,0.012903068016126912,
EFEMP2,-0.024594576678254328,0.06411343924465746,0.07251283023422303
IGF1,0.03588978567866123,0.08545565373726405,0.03360262037746226
COL6A3,-0.010304831817126074,0.11860618054140351,0.12670659776623308
RLN2,0.14562006906469002,0.03714144033344018,-0.02438050665067417
WIF1,-0.012071084390374019,,0.03294356483226866
PLAU,0.046119933631450796,0.06379967932268202,0.06650518479168892
CXCL12,0.04424629547548411,0.09315677965436998,0.03289626815742093
MMP9,0.04326144438368151,0.006422370557504738,0.014236209671350399
TNFSF14,0.023678835461936335,0.016160853286154155,0.07564941227844268
HBEGF,-0.013107595061885089,-0.038722721600271945,0.11044480152821971
NUCB2,0.015366231865542115,0.04490863183866954,-0.04575783924473292
VCAN,0.02371443957914893,0.028117125394403423,0.037464458881562676
VEGFC,0.029380879504115533,0.12836023485312362,-0.014973508061484987
LMAN1,-0.05484881042494165,0.02935997139379241,-0.018342511518958275
IRAK4,0.07128409640783989,0.026890707055934583,0.027142926770877793
MICB,0.0333772263265601,-0.049379871270044624,0.12763386640958155
COL1A2,-0.02968511727584732,0.1347752300320176,0.08032061393716922
ICOSLG,0.005717683129302126,0.09815957967778953,-0.012490301463238759
GNAS,-0.09124935594922551,-0.04567842734943667,-0.08109734016598658
C4B,-0.01446276428085337,-0.006833028630558217,
COL2A1,,-0.018951721324489943,0.010234597674417544
GSTM2,0.03308487270059662,-0.015016760003260125,0.002601146259471578
NLGN1,0.021197824364167027,-0.07014592258874257,0.035752525010892454
SCGB3A2,,-0.024299668218525344,-0.022772430012997603
LEFTY2,0.056218620632794834,0.04877237822574439,-0.019901644106965606
ACE,-0.03293593701654086,0.08347180466465227,-0.01196744296503402
RPH3A,0.04527237933290689,0.02344760996363577,-0.040813317875007714
NCAM1,0.019527206870259835,-0.1007104795436957,-0.030960488561881477
EFNB2,-0.07564617498967892,0.01047902989984197,0.02523992841030029
ICAM5,-0.01737397387037705,-0.011007986574311715,0.021957346761121453
CCL5,0.0737663777885621,0.1512541326962951,0.08698741054942462
PSPN,0.035113177888743685,0.02419681612420412,-0.026216527162139267
PENK,-0.046282315556588065,0.03679262809690071,-0.008789074113482427
EGF,-0.035314948160711394,0.00998943760432131,-0.031646638170034505
SERPINC1,0.07332540361214375,,
UTS2B,-0.012071084390374019,-0.00014062605997898028,
F10,0.01067455778832344,-0.01799302059917317,0.006013585361282306
FN1,-0.044423256982323474,0.06996941019795015,0.05898407234973434
FGF2,-0.04838416113778453,-0.006337259061341811,0.037883835462337936
GDF9,-0.0278818681644684,0.015401464794285055,-0.025418532766655663
CSF1,0.05224112773367905,0.038849683820844694,-0.0008503355044339102
GZMB,-0.0274051698830357,0.004136089545326231,0.01904140518595401
WNT11,,0.041989330558274314,0.08146069725644299
FASLG,,0.016359256022129585,
SHBG,-0.022166775758425933,0.058175641722960664,0.039097660243509295
EFNA5,-0.01968673438502935,-0.03705247429557978,0.0008917511949655351
THBS1,0.03750045005169329,0.08973560494556228,0.08478163112950715
PODXL,-0.02275013883313234,0.026116352320566912,0.060031639214957785
C5,0.005145924933375145,-0.023636396765903924,-0.024403731328855024
DLK1,-0.03724721523937603,,-0.024450560530540708
CXCL5,0.004107654209225779,-0.017106149527922516,0.02107914395171685
BCAN,0.011193516451611193,-0.04146504585563015,-0.01841940297685653
RELN,0.026645479713065887,,-0.02346153836906953
COL4A3,-0.021661870378956057,0.06167664044347563,0.031739745645037044
GNB3,0.03027726265562787,0.005800406156386332,0.008195743452565747
PYY,-0.014825927171103558,-0.02592416130011298,0.07418309691275597
MSTN,0.04530332474360303,-0.05310073565837473,-0.03003623092870375
COL18A1,-0.039866434144967926,0.127203305072511,0.06978310345291457
FABP5,0.028331615144061607,-0.03346930612719536,-0.0022197211399104665
TGFB3,-0.020244517880688297,0.09325409454166107,0.14873807990474885
BSG,-0.04611414291618482,0.02769149913854068,0.027135947393223503
TDGF1,-0.012071084180890026,,
BMP8A,,0.03594740901729097,
S100A10,-0.0028297876847856287,-0.047768613759351236,-0.009393078213481378
PLAT,0.016882709331281377,0.0409813695242461,0.013400057270238656
SFTPD,0.02694800296974362,-0.03780519914415954,-0.03827130349862605
EPO,-0.011008958162631484,-0.02201980826322094,
FGF7,-0.0015607253282118145,-0.005848019727259444,0.019866986016821277
CGN,0.06250425075020295,-0.032628464051054074,0.04149544335010064
FGF13,-0.01716868941581817,-0.03751682720110027,-0.05332543022136698
CXCL13,,,0.038913467598126854
ACTR2,0.025199470917844982,0.1297076867514765,-0.03501466900594125
SLIT2,0.019312631098795777,0.03779682661166907,-0.00379135887780815
LAMA5,-0.07467608823269112,0.02304228213086698,0.04742215168838493
TIMP1,0.010771893160709917,0.12011951763429962,0.059467467304626855
PLTP,0.004428909833816298,0.05189331058837092,0.029782967249815932
TNFSF15,,-0.009333084687523457,-0.004462944625634735
PRND,,0.07860012584691861,
NPW,0.022492239211953993,-0.025839706845849127,0.043136988867428186
SHANK1,-0.015642676646482834,-0.03925689028489258,-0.02295024799017851
PTHLH,0.009748473546238513,0.05120417622535017,0.01949430392216896
SYK,0.006512059898480277,0.11928742811643268,0.04235549222364048
FARP2,0.0020826691783346206,-0.003383642763486606,0.08282965631492202
P4HB,-0.03403783715513518,0.08707331009994197,0.053814497420635765
TAC3,-0.02583321118296595,-0.044476798275001936,-0.049039599523600715
C1QA,0.06442025937776671,0.15536373670390888,-0.0351325415731169
EDN3,-0.0007085880249150539,-0.040009831293759825,0.024413377522992098
AANAT,0.02558438681141857,-0.022957999108197735,-0.022772430012997603
GDF15,0.019731561869033402,0.09778370735327731,-0.024568112603235152
LRPAP1,-0.01617489705962509,-0.02159182992866017,-0.013702300674537284
LAMA3,-0.02516318434701667,0.05065138116829315,-0.0020176613437988635
VCL,0.04500652378290683,0.10875992649858453,0.06869287180830336
COL5A2,-0.043118139883739144,0.10728031618495464,0.07508319518225351
DKK1,-0.007251547902987001,0.0743987056083951,0.06723411378492501
COMP,,-0.007911722534414738,
POMC,-0.014339800036293128,0.02915718116209121,0.0313586047854082
CD34,-0.015315420767470325,0.10058485820658286,0.09374618779746341
SPON2,0.0007804419977917815,0.14607214687585077,0.0948990152306289
THPO,-0.0008146882215324729,-0.03293924478669887,0.08273801219012752
SFRP1,0.018419693446795008,0.027093079619914272,-0.011786040371940809
ARPC5,-0.007475470311379189,0.08507149352825144,0.002779536018979135
VEGFB,-0.01616419292263707,-0.002152137474102515,-0.01804666422779742
LAMA4,0.054864068193469555,0.10433217107113113,0.05805730710123724
NPPC,0.024735836376886994,,0.0235046879886183
HAS2,0.056020705334574344,-0.06233079299476362,0.060835179411909045
JAM3,-0.00825971135038557,-0.0015639328894669522,0.08446676552205716
MEPE,-0.0388507708998197,0.06889330449931294,-0.009478400163414166
ALB,0.05967973457327039,-0.033595216864196496,0.0376603389896565
SAA1,0.035358948166376074,0.006116678966007829,-0.05523280130205008
SFRP2,-0.017479124204444325,0.07277078915311178,-0.0018825530613928566
CXCL8,0.04805263194906964,-0.04891653810528862,0.052750972454615144
VASP,0.06736063759747236,0.048235237203152675,-0.006525133222495607
PDAP1,-0.04398867599625506,-0.01875385117721747,-0.042035746190631544
VCAM1,0.020725376303420296,0.028589919282201316,0.0897803413150982
CALM3,-0.032537909059857234,0.023952011254316605,-0.059989927965203735
JAG1,0.007224135114197708,0.0775558484237379,0.09467317566087172
CFH,-0.04693194564281073,0.14597508894947175,0.05037690014575444
VIP,-0.028777213765446265,-0.0313617957566845,-0.027616271524260855
IL7,0.05770148394869793,-0.027428501971184144,0.09299393444314805
IL27,0.06494222477470515,0.08571035810181689,-0.021927965168821555
PROS1,-0.033269440135359096,0.01867709453544913,-0.0010922015122038582
TGM2,-0.012342671755498014,0.07247426095018408,0.05156463779608192
C4A,0.07165226907965672,-0.0004560290077423648,
GPI,-0.03802829246390899,-0.055102832245205124,-0.030265863870064462
DLL1,-0.043219648560931155,-0.01724463697968339,0.05655902505837713
DMP1,,,-0.023588998810369206
DRAXIN,-0.060511043316855126,0.029302430536102205,0.07547701438344645
NPTX2,-0.019796736903799537,0.09748075408746942,-0.0121497621641301
PDYN,-0.04379155353909519,,-0.05773430261018876
RIMS1,-0.023897228032176327,-0.028728683063677526,0.052530980754491884
FGF9,0.02068948235451652,0.01549550957519648,-0.013513936243968228
COL4A4,-0.016092095282379346,0.035509978583353995,0.06933321342971399
