,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk
QDPR,-0.021088075310508998,-0.053059544337986084,-0.003982985195920987,-0.022762666112326205,0.001716073840029785,0.07839084107313082,-0.02178476459045173,0.00823084050619307,0.011644138101523475,0.00345079105000221,0.023619141518097575,-0.03673608462334864,-0.08530088991686834
POMC,0.012776709576941518,0.011710800470690797,0.006391195312475649,0.01849520813898222,0.023196091748431236,0.06350762689425106,-0.017955619401023065,0.020392996796747036,0.07154381788872903,0.08374103292292528,,0.0879625165574384,-0.03226758963047208
CCL18,0.02142890734593166,,,,,-0.007806713687264809,,,0.016694151481119836,0.024243801145775765,,,
CCL17,,,0.0602368799790273,,0.0015228324067616398,,,,-0.02083776353396881,-0.025541362898146982,,-0.003033757822067252,
VEGFD,0.019298915659881663,-0.02543764311253109,-0.005820270614762269,-0.0028211350910746775,0.04822340572734075,-0.019673408947569575,,0.00871443174308463,,0.005164130521966725,,,
TNFSF13,0.010953889261911712,,-0.016683972712498534,,,,,,0.08353230525345455,0.030171734082056475,,0.0880822973312475,0.022650476581599997
WNT5A,0.013825849495839489,0.04665642295096561,-0.02145307383234617,-0.00532000741084754,0.05450738485180361,-0.03904853147846415,0.08580242364773724,-0.046787504709386876,0.009109742432625571,0.015190583022380058,0.0017861218633104894,0.08535932632488134,0.11970003516582606
CXCL8,0.03475869051211745,-0.023818301273382355,-0.029858187414766278,-0.03280886772986548,0.03151921686265238,-0.05851938582718819,,0.06402252533287253,-0.09873432920741983,-0.043506947998760905,0.04165092105047253,0.08554033884546833,0.07084244668749413
GRN,0.0605671130867218,-0.016213394294189883,-0.028450087684347328,0.05129530364751753,0.011384618730241849,-0.02575273513975374,0.07088584878866601,0.005225842693483919,0.05520853141410343,0.09046376878207858,0.035170050841523234,0.10150913695361925,-0.026296089164671015
MIA,0.05801071231748562,-0.022622460858079677,-0.0039857784765367065,-0.0366882294757692,0.004221294743343381,-0.026680676918253966,0.14741037356433465,-0.02675203350946544,-0.03618838605485514,0.00040787151465343383,,-0.06028099144066158,0.06031119244668033
COL4A4,-0.0027754759766993,-0.029140399911271347,-0.0023582019293571046,-0.012656173246215745,-0.016435346959405277,,,-0.04427106800670774,0.002681171447773617,0.0017374286177414045,,0.03523918677585785,0.050679832027414856
TAC1,0.014457616299870893,0.019757575271249512,0.0025332153408624755,-0.01367937535558394,0.011898553823937168,,,,,,-0.06188856839252644,-0.01701953342019891,-0.02514953945742846
RARRES2,-0.07123907369422366,-0.005374125139862837,-0.06421867778291535,-0.010093816983899622,-0.05145665432130257,-0.029666091425890946,-0.01044383713237974,-0.06459380141978628,-0.04205570668572966,0.016983565505294826,0.0845898272359253,0.01934890533730063,0.034198872101109334
FGF7,,-0.028711083874477603,-0.014929793473591286,0.00782326637975296,0.06527738601739812,-0.002342943560841214,0.04181869464183285,0.08625452845707521,-0.046075171236628944,-0.005112920527440524,-0.08550587821129109,0.030883665664975433,0.11340052684394196
EFNA2,,,,,,,,,,-0.01681628016040153,,,
HBEGF,0.0748603275487641,0.02991900408521677,-0.05917554738327091,0.017411985256036995,0.005935196355602564,0.013613205648686637,0.05035461522140581,-0.12114682073174178,-0.10468156470360342,-0.0037493033594892186,0.11102207586527317,0.06480721070793292,0.07993888637164208
CSF3,,,0.04360492002829985,-0.013389987693410968,,-0.02955587847735822,,,-0.060262646830743116,-0.04724507288665763,-0.029785431298188208,0.053615897392942716,0.05767189683532577
PI3,-0.007429977627282785,,-0.006679941896504643,-0.015077302871489087,,,,,-0.018541364543252243,-0.03444055959147553,,0.1239744361551821,-0.008116416640535702
PCSK1N,-0.0688605484024317,-0.02207036564374687,-0.0009332055276196741,-0.021981009167737337,0.023774799057121637,-0.03343587663070594,0.06302350757055769,-0.03250569811982163,0.0305330699174058,-0.0021001893934153803,-0.02527365759982672,0.021740863819126835,-0.09025975904416739
NTS,,,,-0.016457905575096327,0.0101436074531114,,,,-0.039496717211884205,0.01979416181188763,,0.05209607846611315,
SFRP1,0.007470421608552205,-0.047549020461317495,-0.021104499013828784,-0.007479914159594062,-0.003156015658844605,0.0690371948848329,0.05140041112021844,0.0002536779340659867,0.048988704899967685,-0.041113310408507,0.1130912336907563,0.02119019595388219,-0.00984358391472884
CXCL13,,-0.012147106571175497,,,,0.0520186505571496,,,0.0016260250517263636,0.012913914422012633,,,0.18381806869573478
MICA,0.05455542695248702,-0.05789009371711637,0.01449496970474676,0.010317315968445089,-0.006459287966186511,-0.011895771247810844,0.04544602365424921,0.09179948836031765,0.016166380665431974,0.05631739013954313,0.042333210742923795,0.06675287711630436,0.0758056539721176
TG,-0.01365051741687805,-0.02415002761041903,0.02834435274128196,-0.01616051717085788,0.018246984257796552,0.1217675750462741,-0.03189163703541801,0.029507772075372314,0.004238104989796971,-0.00947403195945676,,-0.027811517451550753,0.021860149740586126
ADA,0.051521372405660265,0.07920975587015831,-0.05140507821987349,-0.01583453402998546,-0.03377580559689364,-0.04966495496562624,8.718244272889693e-05,0.02212158822061278,-0.01644753415772163,0.013453900278299546,-0.010190806646565053,0.059200253323957855,0.029971854729905517
LAMC3,0.09866880585672584,1.811314271946618e-05,-0.004068009491915523,0.012071343575100436,0.026388633584362733,0.01412428304502644,0.004271168093744255,0.0713171731811177,0.01971724518037218,0.10677107584954698,-0.02349626063059047,0.03095407388184309,0.09899660072278528
CCL7,0.0006555044876540565,,-0.016466359545997917,,,,,,-0.03123100441996647,,,0.0634321851222891,-0.023618254686849194
NGF,0.015260082873841698,,-0.0038229088723010433,,,-0.009411200334088196,,0.007435269920090126,-0.03606930987411649,-0.016590241063580126,,0.02712061962669816,0.07961733424541616
TNFSF15,,,-0.018336096713797552,,,-0.018821764354250196,0.07215295014171869,0.13049784076633905,0.027514664986377,,,0.03361877055478193,0.04380360731335813
HMGB1,-0.05713752672645754,0.05445189894428484,-0.0012286855376446198,0.042250837655370785,-0.05366597318992114,0.014703062649371174,-0.014565627289385354,0.004913759786869299,0.06946006756626061,0.0004071811604817449,-0.04182158811926059,-0.12072564659924305,-0.042783897489910655
ITGB3BP,0.030455846131713683,0.012166265732776797,-0.014602866378820958,0.00213477762632095,0.042722133061679816,0.04839977365853664,0.06898527831275322,0.08344370949034537,0.04402060351717,-0.006420530670219837,0.13044139892374818,0.0028364916687625206,0.0433978580713686
AANAT,0.013750954340215676,,-0.016683974493147187,-0.012078131258240022,-0.014262697303464704,,,,-0.02739840317040018,-0.02263015847983449,,-0.05053967349342864,-0.025007177350560746
RELN,-0.0052361755269137375,0.006694049761960761,-0.00786157518452084,-0.013779565498965534,-0.0037949533343593707,,,0.026995654070300433,,,0.018885192598027952,,0.026677947105525002
IL15,-0.018446250034476766,0.0375144076244254,-0.011426880213719178,0.04200931652090001,0.03401960436785755,-0.04425721309982707,0.0815589540385579,0.00035392694138406934,0.07904226614116519,0.1771700684516689,-0.0315026201446876,0.053393551937402584,0.06970136517080054
UTS2,,,,-0.011190220979068678,,,0.0914362802363028,,-0.02333174552264708,,,,
BSG,-0.010088355096940763,0.06551786010931054,-0.056348626027060464,0.02426154682422775,-0.010459929226600216,-0.03032448989555068,0.029528729800787527,0.005184147497329243,-0.06352914285070027,0.04371656495220545,0.0971300185960674,0.02256827753782673,0.08728083289976794
ADAMTS3,0.050719824955620885,-0.00838664879272588,-0.031032623219613892,0.00871105131954798,0.017542118852046935,0.027651545002763518,0.044918337317481564,,-0.017166317911197358,0.03214598330411106,0.07105771074342093,0.018989376560523446,0.030461133622885994
CD34,0.07538505377967457,0.04514742569860129,0.02647318285478779,0.003118955404992567,0.062164899712802264,0.006578465446189932,-0.007785775247817872,-0.05919418157958412,0.013434825512940547,0.09152169966410925,0.07695826533332105,0.07160178182530237,0.06847325748705872
CCL23,,,,0.17874102027843017,,,0.19676812115084827,,,,,,
PLAT,0.046867935770178705,0.01144269829945599,-0.012981955650945296,0.023066595735653426,0.00806730607628619,0.061611092973663344,0.052546285064599026,0.054108668745158996,-0.02968756580276778,-0.05759094836137347,0.07759109642539572,0.03403385326565149,0.05006963771439465
NTF3,,,,,,-0.04009147437836542,,,0.08172132107484527,-0.028266277255776497,,,
LTA,,-0.017760006214085765,-0.021104498026527148,,-0.013736463908757535,,,,,,,0.022118326248054224,
CKLF,0.00017623867553164427,0.015753181486199995,-0.04734853548493761,0.03032167495976037,0.009043711160595864,-0.003634046359869374,0.15367514545118593,0.04632810757318358,0.09218686423284263,0.021724293266571635,0.017655386828268848,-0.049175186282340286,0.0661131373378671
APELA,,,,,,-0.00038175628877525585,,,,,,,
CD24,0.0077329930408416726,0.025304976769704248,-0.0601999186471198,0.022915718316858198,0.022526238520326633,0.10304382006770141,0.08073078096614361,-0.022525073790253942,0.041388633786480215,-0.03296750915375049,-0.031139991993157447,0.06439783827895243,-0.02624019727938237
HSP90AA1,-0.05587630557922457,-0.009522632720889572,0.016583384560707425,0.009215240837132615,0.07493000745753753,0.017435821578264562,0.031822986459640316,-0.014902128056559804,-0.03070385774817636,-0.09880943442990915,-0.05685565369456437,-0.016528092829372794,-0.07420247251380799
BMP4,0.11887181072993318,-0.0017756252112467294,0.01180014880749418,0.0038899215964653235,0.005971669435817989,-0.029633408584914093,-0.03755574432776366,0.037596959258463215,0.010970375610139428,0.01814156145630645,,0.04803074909306083,0.07305216635344117
SCGB3A1,-0.018232140658843012,,,,,-0.018735821834801464,0.05923907397950148,0.07363870582171385,-0.00014319802015840352,-0.03219068164874424,,0.013328492259300733,0.06676491903610375
IGFBP4,0.0781642951787495,0.039576734881766426,-0.03607902802099862,0.04404728711988776,0.013243477451124348,0.05194760115532094,0.0306635965621354,-0.017958440094702904,0.021386973449357135,0.03856144485293508,0.05292362217683773,0.06903477551438032,0.12498910012824316
RSPO4,,-0.02871107842368015,-0.03230413174614282,,-0.01597634378052218,,,0.015365792866291757,,,,0.08203814071191015,-0.015002537183408634
LEFTY2,0.0731201706928295,-0.01797812611177092,-0.026942807403824723,0.03866129512030377,0.04774522054467846,0.0882663687809305,0.0005330921455978164,,0.007436443779988808,0.022882370668651533,-0.04877725583240618,0.0054868234605026725,-0.006114507615672596
PF4,-0.018912919246880096,-0.016155139489020327,-0.014366574297256492,,,,,,,-0.015413285012320428,,0.006225764994827961,0.05576330527060688
ANGPTL2,0.0947258707911213,0.008514768112250362,-0.005700351311321288,-0.026582464109687214,0.02591807060307778,0.014017179436093728,0.15828944176678955,0.06684604842928894,0.012242840692083746,0.06534435214244128,0.11813613622158967,0.08030249827957925,0.1054895616917506
LRIG2,-0.007918508995643501,0.03157910673193164,0.04299292592386918,-0.036668275402916006,-0.031018875133185107,0.047669567041793724,0.04722053148323395,0.027298011984157423,0.012790799516306153,0.020760537361127762,0.05988237325034182,0.005853653909883889,0.014157077917675275
ICOSLG,0.07251937260214791,-0.04922964038337072,0.009994742092235819,0.02070438267853144,0.032619645620454,0.051478597810421224,0.04232795005147148,0.0482192277953412,0.029766777293386358,0.012907431078723223,-0.04117161747556901,0.05184995072387262,0.04831627250429513
WIF1,-0.034030728366215936,,,0.014073680715699973,-0.012328566084821505,,,,,,-0.03205664564893615,,0.04473060433268531
NPPC,-0.023583631179494455,,0.12106121651905045,-0.03251989046242743,0.02394383636088018,,-0.02450779355431747,0.005893751159950492,0.031719180578279604,-0.029162968550023354,-0.03699277791594954,,0.019236292560975542
LYZ,0.053668145802505875,0.00753393399121324,-0.046101258160501056,0.03419457609363427,0.04246068173848111,0.058281358154517134,0.10971346359844308,-0.048901234386662495,-0.0022477766364960823,0.07987563343667438,0.01618069137509768,0.08265231996313953,0.010860241805797683
EREG,,,,,,-0.008704289413404736,,,-0.05675903619041972,0.03754507470969182,,0.10371891346000454,0.02439894441187451
SPTAN1,-0.04382156521963747,-0.023294117570968557,-0.014366038868910901,-0.020309971374646654,0.04588177394883481,0.022006739149913208,0.023029429184814418,0.04474546685770304,0.049823456936272416,-0.007787264970373715,-0.03151450573961453,-0.09310968579370328,-0.07252368058812621
LIPC,-0.023154384320503946,-0.024314348335514265,-0.025817803996590987,-0.007895165686785593,0.007419155763215664,-0.03111610094248241,0.0020104848197760646,0.12987836752689919,,,,0.06335786520390092,0.06654688751136335
COL8A1,0.12653468709607202,0.002851135208906166,0.01397237979287429,-0.004753129138262136,0.03765452379065713,0.010006734373566027,0.0744929365738793,-0.07276290323061471,-0.06958255158706406,0.01387186553951801,0.015113787138100155,0.12827606912287698,0.03154356191197856
GSTM2,-0.04926849846476484,0.05088064179480984,-0.021875335744781347,-0.04424565687774067,-0.03011203316517295,-0.007439931718495725,-0.007250305294280877,0.05746654262609087,0.01974667328933205,-0.001332790142546695,-0.056481089266381845,-0.0030566249355462815,0.12118773291727773
SPX,-0.02800851350595016,-0.042846350088060696,0.016503082251300902,0.00745318731803969,-0.004639399230328918,,-0.03248978162096828,,-0.0027123191964943364,0.0016441658368639292,0.04177185399023358,-0.0477591036187734,-0.023195620129598984
MFGE8,0.06660251939625447,0.0037004618593964277,-0.018139442742028916,0.007760254696460513,0.0008766449368621781,-0.041897101619892047,-0.013786348652572798,-0.04005105511921202,-0.047119988737348836,0.07881277915533903,0.0332736972455526,-0.0067085102830791304,0.07106746452683108
TGFA,0.024919048413336812,0.03588950880585421,0.006908358779707546,0.03326905979066403,-0.01486409088259226,-0.03353795900701718,-0.04219130374708358,0.05553263412106016,0.004265406807822972,-0.017285800883024068,0.04995480471176552,0.12190706274428444,-0.004421627697061757
SLIT2,0.13958025895956588,-0.010378063628866487,-0.0025840745403318205,0.010009532264008846,-0.012586420713297672,0.0009790990665295817,0.02866156949741399,-0.04619235251762247,0.018272409367471296,0.029689963995646673,-0.022909849125134125,0.09658185207030621,0.07001560275726741
PLTP,0.015688191010185325,-0.004862766330061065,-0.03414725610773211,0.03123269125607135,-0.020924830754024917,0.025244414129988787,0.08882513145482789,-0.07809303548638176,0.059321577414775284,0.09131359448473098,0.05266989868581166,0.008744454688238444,0.02982879172686705
APOD,-0.09026970224607263,0.0026615402245424007,0.005572047644190455,0.010972370685752117,0.009564418262382381,-0.00470272469950853,-0.04999531708566578,0.07939726015893851,-0.03482053318879337,0.025558929848053157,0.06268405437681196,-0.05589259315370539,-0.004297713402388402
B2M,0.08460508169857756,-0.04680701267522173,-0.042371231792051545,0.01701340529740638,-0.01416251182152581,0.08157358510292331,0.1156818112761289,0.0017078388980919183,0.046508418258198014,0.08573620456825136,0.1015661022920753,0.13063206899674276,0.00645891559644879
OMG,-0.07779013843134219,-0.04197115895947004,-0.007589637311664393,-0.010190505126385464,-0.012188248766805673,0.009043660592257677,0.034917560813729966,0.03835224533463562,0.06604394759914806,0.04681175785331891,0.020864692299520628,-0.04745287381860991,-0.07082919898774127
CXCL3,-0.03843893281990207,-0.03321342933366968,-0.026502365803463483,0.007792513803843773,-0.007841807116382936,-0.00419495460428329,-0.0252577389648895,,-0.07632693223976873,0.060253634069431815,0.001483535217549859,0.043381504933377,0.07711403633658678
CXCL10,-0.011002842192645147,-0.026611989701260386,0.03892081339813957,0.05787871823016323,0.03544434991861173,-0.02147476945129809,0.12446905412828262,0.02366182959850902,-0.018929287429591456,-0.00023379632661346472,,-0.016891974420539923,0.000686365650576779
RSPO3,-0.011082151712607397,,0.05337123397456034,0.019070384377170308,-0.02412985223294111,,,,-0.029957198257192556,-0.0021497032693628864,0.04098467872287632,9.93992290184159e-05,-0.0440213020024474
CORT,0.016135482003087023,-0.028852056109761905,-0.03741509111762288,0.06989487005320713,0.005846089023623126,,,,-0.03561160992605297,0.16276835679301138,0.006351834161118547,,
NCAN,-0.015683139102686625,0.0013999775125598571,-0.004537300673889992,0.0021060083633203473,0.025158319733881447,,0.052812286909620934,0.11074345295711387,0.05102281862870026,0.004267864989642205,0.03395025395509885,-0.1556289657375766,-0.05148980158801643
PRG4,-0.0020358095208550656,,-0.01646636211203562,-0.01718070742602574,-0.0204171331147876,,,,-0.03420659233727008,-0.02379965018991806,,0.12423089153048036,0.09795185840318586
ZG16B,0.07183307809142186,-0.019440084702355188,-0.01911122706284006,-0.018549334593114405,-0.01091486755085125,-0.0280742666035999,,,,,,-0.037568738629721606,0.050158933964576595
TGM2,0.01470367882866882,-0.002423113993940124,-0.010873961454179003,0.014177005461324799,-0.04020732729369645,0.02669503652627409,0.055919946670643816,-0.04300088156179837,-0.048473659451520934,0.005747424201952088,0.0981821468687827,0.09989718468720463,0.0714534703045359
VEGFC,-0.01565403978123312,-0.02496181738624544,-0.010105530488044911,-0.022651684037036473,0.008084309385532437,0.007745868301112765,-0.0061596333370830935,0.014243629953403815,0.0029403110956605903,0.07176704626661126,,0.03296101428542573,-0.030723949318162514
WNT6,-0.006427816627978965,-0.017978126583597907,0.027841687010927964,-0.01689497603720738,-0.0016336797038263718,0.017649506080444806,,,0.14066447365554632,-0.02997687511110506,,0.016128713388490708,0.023957092205840448
NRG4,-0.01679244331153926,,0.03904467495221215,-0.02139966101332672,-0.020969227839597978,,,0.02422682550048313,,,,0.0402856885383769,0.08260857821714801
PMCH,0.01548120971493952,,-0.027767810158656082,,0.01866835633768162,,,,0.17857410724568973,0.06774934763064153,,0.12236863460205945,0.08070614503859666
COL9A1,0.034490858386878584,0.014623023758424957,0.007371918629695334,0.024832185658538182,-0.029253270587196505,,0.018885550822419994,0.02236757850329359,-0.009741630826826752,0.06749661704410465,,-0.024770317794029325,0.13600077453153797
GDF11,0.04078332137965963,-0.016241264471584534,0.05455335898343098,-0.014928152771557793,0.020329642953436703,0.01700327777588663,0.018792358826873627,-0.008349899736373479,-0.019944998391003662,-0.014028501161217864,0.09057039822753987,0.04761791691790151,0.012733663190736938
RAET1E,,,,,,,,,,,,-0.02310086704708398,
IL24,,,,,,-0.01770353641196294,,,-0.023667685375125532,-0.01516752801920121,,,-0.009926471394044978
SORBS1,0.06989487559045918,-0.02422041525993147,0.04063565517009508,0.02681262015650741,0.024824082536252894,-0.017079378497973675,-0.04356700568009922,-0.06196795722572476,-0.008620228025862646,-0.009073376485739694,-0.03595509189331128,0.002730423033310597,-0.019413735148806142
DLL1,0.011227869327067866,-0.01932800164845087,0.00010436073069646247,0.022429402632458677,-0.00011997473200588347,0.018154545383197357,0.03175164020068058,0.03367774294690237,0.01615635107009267,0.03766378929412397,0.011896376516347985,-0.02348689224391784,0.03315308061022302
TLN1,0.12198143328343422,-0.07638049344136769,0.021111854986455614,0.03585678036120876,-0.012937135925140236,-0.025919853922251563,0.006219572175124397,-0.09897800619305526,0.02288986520331485,0.08022222336180113,0.06172574663278805,0.10998412196639375,0.09030282491062576
COL2A1,0.020429314062456065,,,0.1576787852505589,,,,,0.04715743283059277,0.012627167819779527,,0.059637613011615936,-0.012021521755507136
SHH,,,0.015900133292866183,0.04921300218698351,0.04721468902221642,,0.18132024990966214,,-0.028712871127257303,-0.03732348441828901,,0.03413163608233295,0.03627277888123311
PON2,-0.027035911428563614,-0.006944969706201281,0.00532658054103608,0.014109915990310775,0.004453544389495238,0.03212338412382116,0.08078880015803727,-0.030610956130451276,0.08699200650797186,0.06314539399794068,-0.035447036896360314,-0.052572661444363095,0.06901757667582877
ICAM5,-0.04913941426453939,-0.023141886508368157,0.061545463370868,-0.01859536236315598,-0.035465312953777764,-0.016758572424865316,,,-0.007236568071359476,-0.04840919509225623,0.010718925668583148,0.014365335060524799,-0.037504615937572705
HPX,-0.03706507241823797,,-0.04163400830861766,-0.023092572763441486,0.03033378817489921,-0.03327600390801806,0.17665253389957963,0.014165745965278002,0.06427842963577227,0.06887530405375812,,0.04771077772517134,0.06739760708854892
SFRP2,-0.024239679593493303,,-0.01948786371308381,-0.012656169519432561,0.013479108485488635,0.004753050061391252,-0.026844738713952838,,0.0625497086941123,0.02050718496390351,-0.05436065902428356,0.06423310139664966,0.044938289037163515
CFC1,,,,,-0.013736464738923006,,,,,,,,-0.028974963396103396
CD70,0.043888573834571405,,0.028580360005963944,,0.008357832739286402,0.006651335380487841,,-0.04804690925856385,0.0013088700893016992,0.08344755547713108,,0.0521892688527405,0.08397908637515596
HP,-0.04287367784303927,,0.06650746703089949,-0.010721602235897567,0.011034025853378778,,0.04858535762468127,0.023625282174265443,0.06501142085426423,0.04855540721354935,,0.040114673079614825,0.07135426314148542
CXCL2,-0.032717629553516,0.010332440630439517,0.025714712713140256,-0.04548554795937219,0.06800748147612547,0.005409309656796771,0.0065429274196609835,-0.043614064298213094,-0.05399442792626389,0.03707483475881674,-0.05918940761775375,0.07207085592812554,0.06126874338327388
NPPB,-0.023521226040556387,,0.022758037163116626,,-0.012028207169398841,,,,-0.02525051982976785,0.0034758648655818323,,-0.008490576811073331,
CCK,-0.004978575594259028,0.028518410644847003,0.007358633456553889,-0.025354278172165793,-0.031409678408519215,,-0.02598802732149058,,0.008142171752173376,-0.015437567675647178,-0.028665164061580987,0.005823844777256311,-0.13335649981388015
SEMA6A,-0.024924523729476098,-0.023810008388152823,0.005709030827622721,-0.03174743443157167,0.009791295018875863,-0.018268433092373325,0.010875334556407415,0.02456595378472534,0.07367905006959548,-0.03847963387067891,0.010827528407539876,-0.0033151430107518517,0.0900956534447268
IRAK4,0.02997813385723911,-0.05057895400291186,0.01891478542713648,0.044037307957897835,0.05761629123724941,0.04463174686642471,-0.07366076604498667,0.04834017000998239,-0.02770703689258313,0.030558565132427586,-0.06069869695472403,0.05572735791058428,0.09890727683040135
GSTP1,-0.08021696901947413,0.02096431488538188,-0.027194924216283733,0.06327648139989366,-0.018762333005594174,-0.014806139909073621,-0.03724147338193784,0.004475296757560657,-0.04466978180356918,0.025239695461071607,0.04157506803150176,-0.049070972197916285,0.11847968454068075
VCAM1,0.014065715179113087,0.013815741594061192,-0.0029131038923119607,0.026643792420252194,0.004629515781145606,-0.05789039771419405,0.14432332521324095,-0.04191503998206731,-0.02277730265227382,-0.02456674723466803,0.1768413937607464,0.04820137635454565,-0.01791336025772913
NXPH3,0.013162798632315174,-0.05501799416760602,-0.026708275770134272,-0.060398252602273717,-0.0061775178633481035,0.01447050966799912,0.06821372797537124,0.02992006271777402,-0.020121921920004258,0.05916071576480927,-0.0005351410799138634,-0.08110988010064579,0.025657153062932564
MTMR4,0.027977016204315405,0.02296635756629705,-0.012860073548842133,-0.003631022950180966,0.030086688568850994,-0.041169176575558346,-0.02648122775048453,-0.07702390412458618,0.04117854538528542,0.02192945511205888,0.20485609493406035,0.10319001485311893,0.04261494761788688
LAMC2,-0.018461702988010968,,0.03104293832173869,,0.02167581899821564,-0.025715192615842757,,0.0013924493021986507,0.00025615889549630556,0.10384163814185424,,0.017335022624019022,0.036200914520857684
IL10,0.08100802848606556,0.012307583322445014,-0.04296883546777327,0.01717022405967508,0.06847164044540993,0.02416787552491364,0.053381924568250166,-0.024384730550586462,-0.006855956238174253,-0.009301658508210832,,0.054865502893859906,0.05376945158878497
SEMA4D,0.020094469258186604,0.03599185820002299,-0.01307061490622197,-0.0007157233320118651,0.0013557520528592504,0.07744299001393104,0.025302987832728,0.004786926990708633,-0.01788525049105914,0.04403477833179925,0.003857410855806981,0.01779294174451757,-0.046525603146956175
TRH,0.03640923707705579,,-0.03361157812356253,-0.00991969605878882,0.04156304269985014,,0.03578342575571421,,0.07224563021194867,0.04003278398799216,-0.03314015353208717,0.052151582428178286,0.008036080123266662
SEMA6D,0.0031819577260919414,-0.03387523223304789,0.016739687325914226,-0.0129038014256814,0.03417169875050414,-0.023856073592643936,0.004706963335812055,0.06193999108380805,-0.019249687438942214,-0.010115092199584433,-0.032400809710661164,-0.044516842995723706,0.08342084070071153
CEL,,,,,,,,-0.07835998868082639,0.013592394281759564,0.14224070843545372,,-0.008390257536023151,-0.03368879120547303
PDCD1LG2,0.041507544927835205,0.06914695211306542,-0.016088178337539446,-0.02629714397264108,0.011778339631350715,0.007031070730024894,0.14214424964157854,-0.06661244837354123,-0.05508956277022463,0.04277487436254288,,0.05105082275692812,0.033069560774236464
SPINT1,0.0723588142490748,-0.03221646533035573,0.09167421474963297,-0.0009216862789332086,-0.026306213041352028,-0.0038590626954549787,0.10686945253456005,-0.0505060111363605,0.016267658233188136,0.026511989935478698,,0.09102596427317367,0.046027904543467404
CTHRC1,0.08390269781435453,-0.026969218660355395,0.04089810550415663,0.034606875162331165,-0.002090993602002463,0.0038961658562741276,0.14645190202373207,0.07244929931495714,0.05977151357860624,0.05610386785305849,,0.044596305943213184,0.10032725475096285
PODXL,0.10448479511147626,0.049105520393438795,-0.00709863619499523,-0.0017076803645085235,0.04064913702461319,0.08196318871136272,0.07059775310739042,0.02742593639013322,0.0743809000920066,0.04199144635996994,0.10742579998556612,-0.06060682565578785,0.0621376815657182
JAM3,0.09347588781992217,-0.015540526618694307,0.008467179512712536,0.021005871218457945,0.0018425244085184798,0.09774306701782755,0.05136522327215612,0.01772502362087382,0.05039659811193363,0.02954613439064247,0.06997029609633283,0.03674642152148502,-0.004343366910159527
TGFB2,0.07263814398086035,0.022574417675944917,0.056331831139052886,-0.000220267418984684,0.028258253374152626,-0.019493748200764657,-0.02589005986493564,-0.041483858087924735,0.059826039700665606,0.06292656750969516,0.023009037928943623,-0.002981171900826609,-0.014052733097937245
