,UKF243,UKF260,UKF266,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
FGF7,0.00891957620109397,-0.0033552121514707142,0.049680903890849754,0.04623550841487417,0.06762565255988016,-3.541517437774584e-05,-0.023601278982195776,-0.002145926348095102
EFNA2,,,,,,,-0.022471144284838724,
HBEGF,0.054375452961026575,0.04580169405808381,0.07303897623612761,0.04961149428622801,-0.075571571628374,0.027831697172191215,0.02513091117616842,0.004282591898632568
CSF3,-0.02933522230714323,-0.02340398898334374,,-0.015131443805083503,,0.05563243285113466,-5.602533061681647e-05,-0.014520834621304312
PI3,0.0519035332162933,-0.05265704049857786,,-0.01703820543796515,0.021046638799891965,0.02069774435641155,-0.04958082119341737,-0.03154894955771542
PCSK1N,-0.02123362206405965,0.024143320973301848,0.050498702577999224,-0.0032164766576705966,-0.10450641320474138,-0.03158337752765629,-0.03772262590759569,0.010008574244275877
NTS,,-0.06007005416625253,-0.02222325623199116,0.02173154401932779,,0.02389766773264773,-0.027376825109799163,-0.021503375995463814
SFRP1,-0.04529398111868749,-0.02426404892910197,-0.00038291155738170665,-0.013226163555066625,0.0035602251011227787,0.026278289322930866,0.017340103382849553,0.01755486731827148
CXCL13,,-0.024045982354799766,,,,0.0037600965527154278,-0.018700707717419815,
MICA,-0.030785353477858303,-0.052775700424104816,-0.026242095032025126,0.040626378700617305,-0.03795869858061756,-0.035302322042396174,0.05661442302078273,0.019465331578153867
TG,-0.023384854425896294,-0.010934566546879066,0.007001887938542217,0.06740566496916588,-0.041429612132431674,0.047850664055440736,-0.007772613359529445,0.03158513734726941
ADA,-0.017971832638399167,0.020381226010690413,0.022749481558296696,0.0023824385625219667,0.019329228324946397,0.16765334867171336,0.06622041366185223,0.08897409195214008
LAMC3,0.03208249275480858,-6.188571096008405e-05,0.022830798364128706,0.027085500852891697,-0.1196898382616606,0.05100677028785142,0.06652826107624309,0.03711159720496507
CCL7,,-0.008186275935849755,,,,0.08389014521330196,,-0.015216427110520438
NGF,-0.01690085546879728,0.05285246302861781,0.04986991110653302,,,0.026718666510615257,0.0512160826209952,-0.027647245414413824
TNFSF15,-0.020908467499234435,0.00663726792265527,-0.039382522646274024,,,0.006479432528835249,,0.001983480007507379
HMGB1,0.005906356692914508,0.00989901360034482,0.017871683592977854,0.01877703177537679,0.009384718355822823,-0.026280211175241243,0.05470839151358117,0.024152896272472735
ITGB3BP,0.04666167515615068,-0.01804639784922447,0.03910114198390914,0.02720092591802871,-0.01380453965921995,0.035700807320386316,0.0014599044652162632,-0.03307755677022702
AANAT,-0.03029211107071857,-0.021268830553497476,,0.18362907552983873,-0.05195580995158294,-0.023622310165217656,-0.03024007399606651,-0.016099614441085493
RELN,-0.029140729893167055,-0.024905825520045256,0.0020284951878407117,-0.020246037465474948,,,,
IL15,-0.029721025640440928,0.02166927193464117,-0.010828416292233049,0.10660830793942291,0.02232626613206364,-0.01083429382170419,-0.012444526660182672,-0.031888264899310376
UTS2,,,,0.06353167741506387,0.12647757638772789,0.12736528324033045,,
BSG,0.04461250474770658,0.04149218100520887,-0.008813520816546018,0.07707792085690011,-0.01832702171005889,0.03084867071978313,-0.05353332195330532,0.018281104135135434
ADAMTS3,0.12820700820913683,-0.0721783087878309,0.07647252127811655,0.07382720065946687,-0.06042102784578453,-0.04053919345920067,0.051603301182996685,0.055395025218764764
CD34,0.04364457814920679,-0.03865572127219726,0.02472170914187373,0.020387505280371785,0.0009891397663618548,0.07209560391701691,0.054081448841861494,0.026034190043775864
CCL23,,,,0.13188117926843715,,,,
PLAT,0.004131315892000384,0.024636774778867495,-0.0023791916188065096,0.045281518362490156,-0.06307994826166609,-0.007572942977881882,0.021581436402367347,0.05696814835844262
NTF3,,,,,,0.007329114449306298,0.08137625113982058,
LTA,,,,,,,,-0.002888285163229128
CKLF,-0.030631396977174857,-0.06010465176302716,-0.012754731332020163,0.05385450900861783,0.011844823913800024,0.04525092339959102,0.08781538684147416,0.06677934625155803
CD24,-0.04987102670564627,-0.07743178566796402,0.0977568833823178,0.08320560185352215,0.06097778608267448,-0.06854505263923477,0.00021064040005663328,-0.007286727573025237
HSP90AA1,-0.055617987275135866,-0.02768571716278696,-0.0036373729945988367,-0.06491047838829828,-0.021363006936944973,-0.0183936004017502,-0.05767001376373038,-0.09351053440300149
BMP4,0.04677714832096515,-0.0033955772627876414,0.018011960588521513,0.03155112066096378,-0.03926716227303174,-0.05331418640718681,0.02346357507341902,0.02732617828546497
SCGB3A1,,0.17052785301099105,0.0259410555039561,,0.06654923791205564,0.02469367022232133,0.006713227575419448,0.03587908660283189
IGFBP4,0.004224091465044374,-0.04902321147037137,0.0407565542385842,0.08172988156065508,-0.0603097629423277,0.08679784566300706,0.033043952481836836,0.04179848986454023
RSPO4,-0.02064612769463912,-0.029233265787691157,,,,,,-0.028577368534637812
LEFTY2,-0.03458239744156599,0.02407764693867625,0.0008505327306737248,0.09057314528260357,0.038537864166913634,-0.0228577157003441,-0.009881744026973225,0.035389378141031214
PF4,,,,,,,-0.02059635948684888,-0.021667649753518096
ANGPTL2,0.020601641730981442,0.03715226693441937,0.044421945000885546,0.048450461760895895,0.0022927051465340058,-0.005658129153841351,0.04147775870046827,0.021555327746291972
LRIG2,0.07323145752224919,0.04634369960056846,0.10098336231446207,-0.04964180895798263,0.038777770122904044,-0.003293026021343654,0.010084777328664463,0.019532066841951988
ICOSLG,-0.04569254812941241,0.0413249776941824,0.014616896386391723,0.055902627430319006,-0.08824907732209794,0.07769471996720832,-0.029307531342589767,0.052651600495097206
WIF1,-0.04804683888452721,-0.0001347371119194009,-0.02722587989893703,0.012196405175858833,,,,
NPPC,0.028283816521659868,0.013109257108099624,0.048320137876079944,-0.03674931645544634,-0.053695129208325025,-0.04019670134557066,-0.017760809986814882,
LYZ,0.007515856603933599,0.05081292556863688,0.03491563192734118,0.07186463780174046,0.010997925519610208,0.014972682568754218,0.010410835160163952,0.018767317479166833
EREG,,-0.003253009603326879,,,,0.05247651866938805,0.01226458627143539,0.04331600485115501
SPTAN1,0.03778933248503368,-0.03554900838229581,0.08857973692082002,-0.00944604376783213,0.005208556247195797,0.0026097388890526235,0.010099633085448161,0.04794334430512993
LIPC,-0.029810158589025828,0.01034920136736439,-0.03922956591621242,0.130072146604911,0.291294892339582,,,-0.027396110444544135
COL8A1,0.0018014333895101683,-0.0007916948857491448,0.044244010145221266,0.09261736493237231,-0.04858920565667438,-0.02828597761533748,-0.036926582746188034,-0.020813279355070595
GSTM2,0.01997944445993836,-0.008806258763120405,0.028434479398339214,0.05373947379907028,-0.013288890215424964,0.03294254580788698,0.07633137884678698,-0.009416673020899947
IL4,,,,,0.02294947324202045,,,
SPX,0.04822972040317384,0.045420922436672576,-0.037486548986440826,0.00374879977806909,,-0.02714873527400933,0.006225281762526529,0.061488377332498824
MFGE8,-0.007263583913244808,-0.049311389946417816,-0.005232279402851079,0.02854707640443574,-0.023768289816098624,-0.03553733082778165,0.03597080400632017,0.0721452310657652
TGFA,0.038816688453369115,-0.05040857344180349,-0.037375829915569474,0.024022194837456212,0.0929213335493411,-0.01734316341611174,0.004121346122099575,-0.05594864153925364
SLIT2,-0.04184077243092396,0.027394010398802206,0.035670899309095776,-0.00831071226223478,0.13360861457760095,0.01411994976390402,-0.009967992557413013,0.013546353134979656
PLTP,0.08835625373010234,-0.011924223392542508,0.013540217553643968,0.06957940713594109,-0.06622496741894887,0.0013837124694618679,0.030436521950397498,0.0838104434182916
APOD,0.0032121802556271725,-0.09280016449959004,-0.07851822875993152,0.025898675130174673,0.024280361832058603,-0.026141656469933515,0.006816565644687644,-0.07941135005936732
B2M,0.044681005689139276,0.004798981853199385,0.0008532893476290354,0.09735915762914518,-0.0032062022710335394,0.05691319941305409,0.10172870329429995,-0.02518998156056436
OMG,0.04685755498392711,0.0051048048567803,-0.006948550440581789,-0.03284859978347358,-0.0166777666214217,-0.022322480237089763,0.023014450194739806,0.07187651513218866
CXCL3,0.012353368475249038,-0.04173113925337986,,0.06712889911728903,0.0076683262897381576,0.0397714597560589,0.01889096403602835,0.026798805975335134
CXCL10,-0.027952839382305427,-0.044496418934770306,0.12228624655338634,0.07256199604933385,0.058301425811411144,-0.011568810393291133,-0.012619851899862172,-0.01835653792975902
RSPO3,,-0.0025880093712307285,0.017752794386314216,-0.02241233542071804,,-0.014341929773836668,0.07468701753830358,-0.015441698090041946
CORT,-0.02314794675473021,0.1094208986409755,0.0031381074071588602,-0.038789567797602835,,-0.01639279172846526,-0.02155304337027913,
NCAN,0.08598051938013782,-0.07531753098778679,0.04348965962841569,-0.0180035440562097,-0.05079725994795682,-0.05474090950306549,0.036582017402693616,0.07247876073561761
PRG4,-0.03159151240869317,0.05148949094267585,,-0.01941517161187657,,0.03110495420140959,-0.0318028344107683,-0.034979607766382155
ZG16B,,,,-0.020961797758449023,,,,0.06597672557396982
TGM2,0.01731224097601876,0.03251668466728271,0.0010856543208091981,0.06636643116015963,-0.0048755569755734455,0.06927214954373151,0.048851341399506726,-0.03545700301398524
VEGFC,-0.022667540898818762,0.016658662918002155,0.14222652095360677,0.07877473934717442,-0.04194804112462629,0.0191477120015716,0.07273176836953903,0.02391881207403935
WNT6,0.010722434876196816,-0.014694958495578432,0.027257285295231932,-0.019092278973567352,-0.04692517081358416,0.03695686269657451,0.04202612280071108,-0.005725719419919397
NRG4,-0.021424387620949194,-0.003738610068648762,-0.00831371093472986,-0.02418282790732742,,,,-0.015441699820687892
PMCH,,,,,,0.00514164230972953,-0.01660682771166427,0.08219810231509866
COL9A1,0.038710951496909285,0.04516111929494914,0.0639284106933042,0.027859702100548715,-0.1148576058171429,-0.031078554820491745,0.025454023413816976,0.0030671183709943335
GDF11,0.052986734351185595,-0.03664917681021704,0.033015637934614074,0.048962182260939555,-0.06964445802993233,-0.003715282816405085,0.02856500185539499,0.013733054768214955
RAET1E,,,,,,,,0.0790013414460513
IL24,,,,,,-0.02040576603486178,0.043153266071028346,
SORBS1,0.041064948286991934,0.0513892318203796,0.07003204560286705,-0.013179959869644294,-0.08285070124387695,-0.015947384470903804,-0.024030464001075853,0.04985931696277938
DLL1,-0.008743350382174084,0.015425035415424998,-0.005555358213783354,0.02904643833753561,-0.059502879515804324,-0.03848795158186432,0.05100492328656281,0.07034089454993042
TLN1,0.013697228637897912,0.009864390932281409,0.024752042355251583,0.028729661516068473,-0.06847509905675143,0.007816905651928736,0.02011579060972296,-0.029467341282206037
COL2A1,0.030685982782044683,-0.018099323267954884,0.15246862354706342,-0.017920453613352504,,0.05076525258300867,-0.02925773934462272,0.05477828151701394
SHH,,0.05173596229179109,0.0014943199039444248,0.09240686056171246,-0.030287511940152858,0.009193316950003813,0.04164968329453101,0.002735107895442688
PON2,0.08808002740552405,-0.03721124677899514,-0.039709809484540164,0.02609396496294293,-0.01332980820174246,0.00824295988119836,0.06725200649746552,0.02446678681942931
ICAM5,-0.015242495482306316,0.023196821466406132,-0.029895172492048733,-0.012991345500268663,,0.04889495710646373,0.016229386202801736,-0.033298169562239764
HPX,0.032772172623055075,0.03340814141715386,-0.011555785049463951,-0.026095913983308842,-0.032751927971106376,0.021092468192259926,0.0562523494414287,0.022470852124476262
SFRP2,-0.02855064268744937,,-0.040668393675418996,-0.014302187743245053,0.02566339501280547,-0.06578717754893636,0.00010860239594006283,-0.002711032757923081
CFC1,,,0.02506382835870945,,,,,
CD70,,,,,,0.0795642433407903,0.04365205808164208,-0.023559103179256746
HP,0.048026081948052836,-0.01420589860344623,,0.0045640180664944996,-0.017458965624764154,0.061458822204784644,0.04014656067833645,-0.02309909400682371
CXCL2,-0.0013924032849016404,0.005050855214839702,0.015757788142755347,-0.008429953672196093,0.03751831618025821,0.05397039514220066,0.03486949947200139,-0.03738270826038897
NPPB,,,,,,0.0015552876027267945,0.07312381380962552,-0.015663884722575298
CCK,0.03428400642064457,-0.004064913705341071,-0.013894046459388758,-0.041325144259900595,,0.02655168753607867,-0.018216980272042937,-0.0003099511459487727
SEMA6A,0.04955114902219955,-0.02522250589690823,0.016514797828542475,-0.039531805864889635,-0.08442219476793197,-0.009956355680728288,0.007069681495094781,0.0407619556233726
IRAK4,0.05872106670856176,-0.03552329629600217,0.04043605525595069,0.0016323263189825716,0.010859374331214864,0.02791361242181487,0.006060097379313479,0.01596962991670978
GSTP1,-0.011785203484398156,-0.04008580335778918,-0.045294094065030724,0.06981994979847835,-0.014610274958866293,-0.0749836956022103,0.06244561427263064,0.039713819647295055
VCAM1,0.015543047060942809,0.026863966842294806,0.015056874363262845,0.05517330931839215,-0.015664786312449136,-0.003943577569323387,0.006242749064195247,0.056507167755131066
NXPH3,0.031438753098568833,0.004570151676141978,0.04288977583919717,0.033535243669934565,0.013614344512929944,0.050131755247177966,0.01217620505025069,-0.005553171633851921
MTMR4,0.051367020822740146,0.047424493480803735,0.02896205414802238,0.04241141383249256,-0.017592802377193194,0.019945615657247152,0.0534126465122378,0.023678539077038364
LAMC2,-0.019564680679104256,,0.0011546380122824786,,,0.29787971039943867,0.06747881556311748,-0.02984450391967687
IL10,-0.031040048155336158,0.07688636358755052,,-0.0075705172409624676,-0.042050371149531744,0.03713799096521831,0.10567040011550652,0.0951767133830889
SEMA4D,0.12405575858818559,0.005686757198955816,0.06916116537000377,-0.03421125882073863,0.06005713190333733,0.03750691192522257,0.04687978846846542,-0.04888346846006575
TRH,0.1254882309840034,-0.01781110632163165,0.03396667584280365,0.05776666560190929,0.11375047641957192,0.0066945003596677695,0.008812290139444531,0.029618395370068263
SEMA6D,0.02313519246822647,-0.03300640329576092,0.05089801949903015,0.06561944340013279,0.043595338454069495,-0.011536268867836083,-0.015715680010237026,0.041104641559073486
CEL,,0.016651934931896224,,,-0.047399648549280485,-0.030901413548950114,0.016068651626591175,-0.05020624808550526
PDCD1LG2,0.06728298788373194,-0.030414114791881764,-0.019775814948624952,-0.00648846484575818,-0.05051217326316205,-0.015035165933979107,0.10423912054685827,0.038028265052147285
SPINT1,0.007026945451704865,-0.023517414225075542,-0.04100297326751118,0.06910825392240753,0.028971255543742778,-0.07647042641885689,0.0461330037825327,0.07358524135460093
CTHRC1,0.08869890924811288,-0.01743591091197265,0.03395601323017427,0.07960635383024783,0.010702019601320679,0.04538591611344835,0.08789654393176775,0.018038769385219967
PODXL,0.005696956105079572,0.037937452258825326,0.07602944232344272,0.07897827203548016,-0.15165121671360354,0.058306176446231935,0.059112426790931795,0.03823446602828796
JAM3,0.07368674758395784,0.09128204704738523,0.05249692181150374,0.04075585508785063,-0.013800955922583005,0.04150110433591538,0.05486916206876178,-0.03194468965718107
TGFB2,0.07347012394326378,0.034006412913852764,0.01149555425967089,0.07715662556075308,-0.10155791261890558,0.02192994233041673,0.007506662603160922,-0.039323253727013036
COL18A1,0.050044225761642955,-0.04964181945935275,0.039367106471260946,0.07159950535036258,-0.08041266321473436,0.05305580697880442,0.02325080471778521,0.04211794465429111
NODAL,,0.011597816796721751,0.026503915054757753,0.06469806891820283,0.011850378380551023,-0.030504584434342223,0.03849516719277768,0.06475446232546016
INHBB,0.09913371155599807,0.030368535676668282,0.098399786922339,0.047460177596412655,0.054272783425425734,-0.001016751247627973,-0.01323987530292204,-0.005980289342325636
LCN1,,,,-0.015726237523522195,,0.0626028629050432,0.011730258475538272,0.12098011662198958
ARF4,-0.034952978936189524,-0.048048433406700175,0.0012986534010680404,0.04128922560445068,0.024590475844273225,0.015401058541273879,0.05882328368135944,0.025467697772224636
CXCL14,-0.07311934762073206,0.01032125157881385,0.02039795089830412,0.015535452279952885,0.04807567307971985,0.008783503910480783,0.008446581327318535,-0.012595161303115434
LIF,0.004020061088844247,-0.01679488563420854,5.283691923942139e-05,0.004469884354487617,-0.01039178259572931,-0.015860125147357997,-0.027042767222781088,-0.07326632286081146
IL17B,-0.023384865249600095,,,0.01865863124326244,0.039840516460719386,0.10789847258693679,0.008211875106671516,0.05528741414448213
MMP1,,-0.017811102436190177,,,-0.003005793296823596,-0.025189688522308018,0.006149548590051085,0.06275293433263286
MATN1,-0.018425094362548508,,0.013539773565876628,-0.01648789089546252,,0.09458459820962326,0.15321239444298124,-0.002056626272075166
ADAM28,0.054763085708476954,0.02199577044296189,0.03923235087775037,0.05688956786159902,0.009434452106207762,0.04092690422986988,0.04437967940915443,-0.009061660137655437
TCN2,0.011023390156790385,-0.009085004037986738,0.03277691243514846,0.08383411843250081,0.004421626622357956,-0.0014353645855278852,-0.012920428260286115,0.016679442099993183
THPO,,,-0.053283036488908364,0.050376465236509,-0.04692526550602568,,,0.031244105259884327
CUBN,0.06035805736393945,0.02941562087985459,0.08215810533297321,0.15179453912267615,0.03350363713241754,0.043866901429484365,0.10795824443972281,0.07926886132627235
TIMP3,0.10554651282519498,0.00013108204217150826,-0.00033062744553415444,0.024082720897550928,-0.004855268379089063,0.04649282035671272,0.009048460624106046,-0.02923510468175347
PIGF,0.04372254638057831,0.02006204390752508,-0.007510416161399234,0.04762305049040008,-0.026415646419032414,0.10114879532173632,0.06152191174379035,0.02825292513339431
CRH,,0.023132137924157064,0.0507677735805035,0.02628605272347769,,0.10220205773965532,0.030004168430218373,-0.026309197993439986
BDNF,0.07505315769547613,-0.010796007068018901,0.005380646474662942,0.027314259920600194,-0.04808142369592334,-0.0023532303804500577,0.014046084402592474,-0.028483141172872154
CCL5,-0.060445823480956846,-0.0350782964094782,-0.002834620586977008,0.009641377377359105,0.026320606649746475,0.08092239967485669,-0.007803089197788855,0.03045372400621835
GAD1,-0.016907910371308864,0.017081130145843653,-0.01989445251948515,-0.016894031923533333,0.058788805701433376,0.06700762875478386,0.056021076668007826,0.05028682867560598
COL14A1,0.05438017566326915,0.012358474859143572,0.008138063284996593,-0.00014851667083368449,-0.10526050182002994,0.05677076356755124,0.03930086160062149,0.008328975486331313
HLA-A,0.1270509568823266,-0.015356845990535604,-0.02992946974892147,0.07728839541815631,0.08502983401910691,0.030726194631334223,-0.03421326403565558,0.02991391368955561
FGF18,,0.05216120476935366,-0.004617761691035403,,,0.05905483678838534,0.09157317836717889,-0.017544602740073117
ADM,-0.005871559460300187,0.057909011831432045,0.03208215476242743,0.06399690161946194,0.0243013270299271,0.054953311612227426,-0.04005573077871447,-0.03940524121003655
CCL15,,,,,,,,-0.015216432594420928
GNAI2,0.07069537896701927,-0.015387292166154183,-0.0017377020954811434,0.0735196380202057,0.0035540593582461515,-0.05733914702096472,-0.02130000027445766,0.03460986812087946
HDC,,,,0.04444657254616795,,,,0.05629634212551041
COL11A1,,0.05392468863949564,0.057062615438147626,-0.028591623568460907,-0.015740417004996007,0.037338271789229036,0.02590312157672751,-0.00382531489216484
NUCB2,0.012211603622166698,0.05495241736857174,-0.0396627694783378,-0.0006757133971843157,0.045190564437487486,0.028005582606277855,-0.031236875429011882,0.03808821414460441
CXCL1,-0.060056951740035946,-0.05010148841546836,,-0.019666478361242766,-0.035226831089443245,0.03791542603282175,0.03660115550328227,0.008165063675219943
VCAN,0.040698161500232456,-0.1342889761982352,0.0027131963041107927,0.029927659657023292,0.038755633669826595,-0.09848757091462432,-0.020124717176059296,0.022980744679331012
MMP7,0.015079827078628974,,-0.03148488569384635,-0.011478856458357929,0.15393521442382013,0.015038626583234477,0.01352140489458327,0.03662101309185035
PTPN6,0.04169667737123817,-0.04583152889019579,0.014975015931019617,0.04239761477149108,-0.044314040306722195,-0.051634616862546744,0.030730044763795407,-0.0009845839111510643
PTGS2,0.027681184680795164,0.005982852183451698,0.05422111190776706,0.007376812699089589,-0.055812606664292844,0.01866193656292322,-0.018839156587880965,-0.014091304664410087
XCL1,,-0.018938861854139382,,,,,,
CD58,-0.006024487680178746,-0.04741847823641739,0.01540835757625519,0.07328460765887207,0.011705991474617561,0.020850990018223714,0.02629839422168046,-0.02833829494686043
TNFSF14,-0.00836783528575194,-0.0391794549104453,,-0.007709250088921499,-0.04547848146474311,-0.01051788014063149,-0.04023617995351565,-0.0364962837157962
CNTN4,-0.030480470673300338,0.0672190451554969,-0.02107678260722985,-0.011726008935769873,,-0.036319320767841425,-0.04091497921866665,-0.025891706335348548
INSL3,,,,,,0.030213800310536675,0.04899862490560554,0.019365356695060353
BTLA,,-0.019744393955763075,,,,,,0.0005482235130221102
MFNG,0.021667377458541852,-0.0010239931197940316,0.042203097833150814,0.03430462378896123,-0.0722532642272582,0.05810228080505106,0.07997762589148115,0.015124990831037965
ICAM1,-0.009834735614751474,0.04408314561997734,0.04823936131605695,0.019571554021476287,0.049487082406948324,0.028969011988402963,0.045159221007347754,-0.03422431950379691
PROS1,-0.04326963727571449,0.06504525825787763,0.07685183765149291,0.07543739694429888,-0.01551041839112205,-0.0036098601775995166,-0.029959741103591408,-0.014002126897182235
CLCF1,0.009659001584229132,0.0038927817628377132,-0.011895113230914401,-0.01864947451436746,-0.08885830865039568,0.005207256308559728,0.03619216676604433,-0.004683637705288463
PSAP,0.003060989455497307,0.029973700284986197,-0.04099320002012256,-0.019186314330113866,-0.07128817791635246,0.027367543509025125,-0.03623385811883156,0.033659905343192804
EFEMP1,0.0022290830671443584,0.00394437890626897,0.012160414535147197,0.05480168835103174,-0.03826186938482318,-0.035480343181052414,0.06488032359239604,-0.014791711876448978
C1QTNF1,0.09032158487284288,-0.008283533725281426,0.0655426856159829,0.025523874248918135,0.018725347433765565,0.04644552549712123,0.0010926691441681972,-0.057179020102685926
ALB,-0.026078725884675354,-0.0038505371980861133,0.09939257328156999,0.12166338849950412,-0.029993510421263067,-0.02226948235743105,0.01397177913062757,0.012567934622438987
CCL13,,,,,,-0.019822478774582247,,
EFNA3,-0.0034501960082896663,0.06594540209817261,0.07247503128091651,0.006743867801833875,0.018602367125606385,-0.010649740471742627,0.018877480762399514,0.08082245059526734
DRAXIN,0.02139512910485047,0.029682692685906936,0.06498170026748501,0.027399596810567688,0.013740671254205812,0.0006457505183357468,-0.013054750408722237,0.01767553211928079
RAET1L,,,,,,,-0.005365804699910671,
NPTX2,0.09618439862059353,0.006431546163857489,-0.04247017699141629,-0.021588299036143517,-0.038599439699020834,0.021986221676827875,0.0838293646189565,-0.021767550622443867
FGF11,0.06035252480519215,0.06889277830453455,0.04003133436243232,0.06100119799835387,0.09437032359397243,-0.007533141825509009,-0.008308101814381208,-0.010788606245116796
CD59,0.028562508007727718,-0.012143552773471586,-0.07987894184043441,0.06366806917887875,-0.0408832757230255,0.06645499807690652,0.019066703412721413,-0.02403539338478148
COL9A2,0.039302896974640324,-0.004565574728979438,0.03741204456103969,-0.02185389466278794,0.023301281908664834,-0.05683511768837067,0.05834141028058012,0.04285295643581419
DLL3,0.07034938693231961,0.010447344605560236,0.0586701848512466,0.03162278762990424,0.06653636855707595,-0.016365364907120074,0.03612876235877368,0.08714378626802075
FGF5,,,,0.085954749113571,,,,-0.013283581718743468
LIN7C,0.06817967563440214,0.036388897896362085,0.008084463350868045,-0.021262233300060353,-0.058051314136526914,-0.0606688647940204,0.005670265867410371,0.015588027243466073
GDF7,0.04310014044599544,,0.02663442573102183,-0.013547441186174016,,,-0.020267967427705688,0.024793813615406994
PSPN,0.07174168868064126,-0.00600994350916384,0.03181272031379925,0.027414021448786286,-0.09230963074965734,0.03950152634563563,0.05407708336120104,0.004153677268989106
ANGPT1,0.07552019022087118,-0.012536121441149626,-0.017645226094811384,0.015124069064646126,0.17194975162847365,0.003506164533437036,-0.013335145962290648,-0.004797748548655352
PNOC,0.00012837223731831956,0.008633574989769655,0.06771297167090591,-0.013059709911159343,,,0.053930490698308145,-0.02150339379724747
L1CAM,-0.0513599834412736,0.062277109784656365,0.052768543273844254,-0.010016952759567556,-0.0403575186542698,-0.034624504015653215,-0.05602111372093799,0.03949894845731399
APOA1,-0.03958077948609704,-0.019862100042159207,0.10697265131064064,0.15400910611594554,-0.03326807986604092,0.002614778121184509,0.029054798777473665,0.0423167294835016
PSEN1,0.08308320809798286,-0.028402998734566764,-0.011612597770486887,-0.0035437056001073643,-0.03382161358670416,0.045028335947019174,-0.025627608965890995,-0.014176143923213792
CALM2,-0.021773509153589027,-0.03687200026236805,0.015356876567229848,-0.09168073319290852,-0.035042740724015205,-0.047142098510080846,0.05621287302261858,0.0226508359488608
CLEC2B,-0.07249939766925699,0.04521287074078581,-0.010841397958474233,0.12255368161773218,0.025614783638496244,0.05750413331301875,-0.034716875782928834,0.010298554380712012
