,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.01344233772247794,,,,,,,,,,,,0.018785067532371916,
BMP1,0.11136824572922803,0.0506229668482642,0.0786246726411121,-0.03229621778506609,0.031649852645896995,-0.016727064716916682,0.005033661739543834,0.1023433851443772,0.18620960989713864,0.01765719460504525,-0.021587807273494908,0.05336335248124361,0.07597620874262714,0.058645824976274345,0.03553106367051864,0.03658608133531288,0.1488290878914124,0.06049035213585167,-0.024389238912715973,0.02382113012720829,0.012697490256326806,0.06616875805310701
NDP,-0.02380695658414187,0.028847484284204288,0.04284809804242993,-0.006593596850372911,-0.0098294060069993,0.025309080843862547,-0.056068366007047475,-0.04570549987844833,0.03202734859574674,-0.036772737872087034,0.004854355729322673,-0.02375920704471198,0.038153197887801985,0.10834439666320089,0.015453631507616842,-0.07619545482007124,0.09346909779123232,0.08214940605262529,0.07296571042000136,-0.03491264963306673,0.041781302193581976,0.06110927828387539
TNFSF18,-0.014183741773850359,-0.03667384582923968,-0.061508869904770704,-0.037760831387759576,,,,-0.00644965620490325,0.12007369731865904,-0.022697083605901433,,,,0.1280578231709567,,-0.02756358085581696,,,,,-0.019140069240624485,-0.033897682823036686
IL36G,,,,,,,,,,,,,0.08380138428155484,,,,,,,,,
RTN4,0.04707175212822953,-0.06969771471323907,0.040750997944595406,0.00811698063721004,0.02478058794409744,-0.0036958248288278704,-0.05199740045488182,-0.022808611796953624,-0.19459037926145414,0.026759209584717926,-0.04657573681823737,-0.01482191115974409,-0.024290395038164967,-0.033568440958947225,0.01997929758761182,-0.040225925482212495,-0.06566892994079715,-0.012191713155613258,-0.05064312538477256,-0.005315839231190625,-0.005895462852718123,-0.006294264211360315
HEBP1,-0.01594792551510367,-0.010465562228062955,0.06690758864317788,0.032450400801886194,0.03088349593540037,0.018943970212340715,-0.005866955936774159,0.008655839768480608,0.0972226703382037,-0.10109611807375012,0.0028644475617009488,0.025231072961899585,0.01675855332918028,0.012827173935440202,0.10777005665251684,-0.049218513713482535,0.01760095747577635,0.043192869656526425,-0.007660068706634387,-8.761412382487763e-05,0.12069655100678281,0.06265718976489691
WNT7B,-0.02611144194173723,-0.00031186063300036606,0.0948813926381359,-0.023455857919259037,0.05295716739591442,0.0074457817630836426,0.000593533434461401,0.0005928932492544881,-0.044682810172976345,0.0675221743026352,-0.013606577999912443,0.06401840882145411,-0.0171170044154469,-0.006887749294683847,-0.022669777847384068,,0.027020673272004213,-0.022992676489425476,-0.03233940777699974,-0.040258118820684106,0.033113053104440696,-0.02212658179817641
PTMA,0.018241498577438318,-0.05956068377935632,0.0014021500289395886,0.0530190174116138,-0.07321479114367989,0.018131205321120697,0.022098737302538782,0.13960642274211285,-0.11010584675358748,-0.0428462421889628,0.003688941962623063,0.09660391627648798,0.055614324643137376,0.04434150097794269,-0.05809438864662533,0.038260317420105716,-0.09408838067627016,-0.0771282276471499,-0.028781135414636335,0.028848548005103104,-0.04984235002900313,-0.060042829877840334
FASLG,-0.026111449323374974,,,,,,,,,,,,,,,,,,,,0.0041694893075150605,
CEACAM1,0.06850057878384895,,-0.020512305577803057,-0.018000960178174426,,0.07835355442438115,0.04126002417594553,,0.10927722875587263,-0.0046801091134424325,,,,,-0.06269424187542168,0.05983259119669739,0.0005904466218215057,-0.01129769934701608,-0.003429079425660454,0.045808644580033565,0.0039053717254770386,
PDAP1,0.007383093339638592,0.03856010711274201,-0.0067233110466029975,-0.004178280221066324,-0.006240472339683958,0.05050006902720857,0.01244854966152276,0.056663258394288964,0.13483949583172372,-0.018687553065523506,-0.005565488029914301,0.06579353440577339,0.011948922881282017,0.10318638247361833,-0.0655519670044926,0.03031112816062235,0.03403681597885769,0.024571146458336107,0.037408251320352526,-0.017037347610738756,-0.02237971200315757,-0.002676770135317039
QDPR,0.0198442783606338,0.023639527050280735,-0.05284353009425945,-0.032765153096407956,0.011927060948536837,-0.04255894222182393,-0.02270970735221878,0.01429496553840311,-0.20172082777299608,0.01003013025037387,-0.07912960924245668,0.07587044619016042,-0.04641304387264235,-0.07800533094778471,-0.07688212344883406,-0.04494999620345872,-0.1414742117886966,0.02407902197228111,0.03520937323830363,-0.04202614566632677,0.019333026306496165,-0.00830331808338698
POMC,0.07358500405878143,-0.018027327320729845,-0.028044063548349048,0.05049150878429472,,-0.0214213004574051,-0.011259005345897737,-0.03007052327419458,0.027762681488993312,-0.026335900973195228,0.039210971450022745,-0.019568711775407394,-0.046511110280518506,0.04648113724358421,0.20169181753817134,0.03339776723700551,0.11459538479827537,0.07840551162795581,-0.016479353015383627,-0.03444950742800203,0.014778304128690379,-0.07390322976879779
CCL18,,0.003217412821149488,-0.03352068784590342,,,,,,,,,0.07789198058213082,,,-0.06751714088508293,,-0.02659198592860647,0.16379651219459745,-0.022439656664906906,0.022755109837435634,,
CCL17,,,,,,0.04021236446191177,,,,-0.007647563295657503,-0.016841129259665414,,0.01511475124713662,,,,,-0.030667090476050048,-0.05463410390040164,,-0.038003281634234845,
