,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.046762992330463764,,,,,,,,,,-0.006170252805005624,,,-0.00441126862199133,,
BMP1,0.03516199841652584,-0.034676696153105785,-0.058699635075714546,0.0017101590721234315,0.04360281540948703,0.023179252804482537,0.04538890908041183,-0.012121435783761186,0.048587756070070126,0.055947800202477777,-0.007776013530134304,0.03922236473603355,-0.035191566984004156,0.06883901784838867,0.03934351542442233,-0.003234539016324365,0.04146094842716557,0.06752220236423866,0.14356119926154604,0.00699647258747656,-0.006964120457862821,0.11621802955620956
NDP,-0.027389846827873737,-0.0220568435135906,-0.044687895270294375,0.0009862726692168892,-0.059686259985844724,-0.04556763259922684,0.0685843987219576,0.05464367014669789,-0.02653220593835663,0.029146727701527562,-0.029160324951142767,-0.021048970910478568,-0.039011889197715095,0.11649703840299075,0.04987980420884189,0.040885226691193766,-0.014163356848052385,-0.025438210946050536,0.04727518641170578,0.04845181394264824,0.08825312010928124,0.01882880882887621
TNFSF18,-0.002595997111538367,-0.004142855100651211,0.05936770568888701,,,-0.015079727187625866,0.013180095431571899,0.012044844963102729,,,0.04411002072172031,,-0.015395943135004251,,,,-0.007105122422917487,,-0.03642678441940856,-0.003858556631303703,-0.03146930670054935,
IL36G,,,,,,,,,,0.0037499990362832867,,,,,,,,,,,,
RTN4,0.003614087839237888,-0.027706528647874734,-0.026309699619184418,0.038943183302621906,0.05944663888289594,-0.03368431067990116,-0.06995300176248498,0.034867725257308885,0.018505586722184622,-0.04410755231959952,-0.04631238141715083,0.03850105103475643,-0.05851458919858547,-0.00880361441701587,0.025563954309554278,0.016621526892189344,0.0859368966865046,-0.029572507515664672,-3.434367941255149e-05,-0.0064316825524178695,-0.01541917976308268,-0.06217819597705677
HEBP1,-0.020758133269446675,0.014640685904270785,-0.03671122272284771,0.02411424062056944,-0.02388321636364571,-0.038163831979749076,0.061305710706318364,-0.004111686881379614,0.04963825441365065,-0.01729293107505252,0.11255876834964185,0.04234205145913835,-0.05014686362029808,0.010162312737405149,0.00663367757902739,0.047888126571387725,0.04488005813376659,0.0032279372230831567,0.0003635940764232148,0.05666213803396494,-0.009229609452357106,-0.060256175888931666
WNT7B,-0.035843438265338555,-0.023663831865107243,-0.02422462806427889,0.006739622028893927,0.007429443506584794,-0.010828994957579656,-0.09273341148238642,-0.02376791912406829,,-0.018294992999884265,-0.028873811442702194,0.027733776400394382,,0.009569174023817245,0.0498050397096317,0.0026830464416736518,-0.055162208003048864,-0.025926882570967754,0.016903686843167433,-0.030008026155589076,-0.03191860759031566,-0.05185474162646679
PTMA,0.03310266887122266,-0.0053002350666308965,-0.005384632883813667,-0.00853872552458372,0.0034964131461869153,-0.039110057568124364,0.051931122592928446,0.023332220836570685,0.010065130083981884,0.024453569040503,0.05095992999744041,0.046465241990999606,0.07068421240214527,-0.12076637611643737,0.0003687177405576622,-0.018895858868882974,0.057863154486558384,0.04504817000328739,0.03239152124318644,-0.036910939970432474,0.010681036710440272,0.15388629011015884
FASLG,-0.007709138211434002,,,,,,,,,,,,,,,,,,,0.024121278792099642,,
CEACAM1,-0.018946513924331578,-0.02572210059218664,-0.000696302287316126,0.0039466394083402185,0.0618293906439041,,-0.025899199956729388,-0.01813926944234955,,,,-0.0343395769239392,-0.025662378568235687,0.11132104029775507,0.03755172911279381,-0.02127806113057358,0.021310935192562174,0.02292516339914452,,0.03537768752627583,,
PDAP1,-0.006078045857705548,0.026881378999449035,0.03010381217888899,0.042590937054996024,-0.0067469970548564755,0.035578780648773685,-0.010172449101305414,0.05598729392637271,-0.01137578621815944,-0.001686721513951424,0.017255473529555265,0.09145522720279797,0.04268964020674274,0.02615624261786303,-0.006151157439737207,-0.033607516566814474,0.05134507625103588,0.0037537644987774856,0.036898072295639,0.011367997063037438,-0.037405387549912,0.10164556131199537
QDPR,0.036485823608633214,0.05347982815810541,0.019945485804444014,-0.02383631122166025,0.00904023881318444,-0.025272671735160377,0.08954552382679191,-0.02732702501914137,0.03344051993823786,-0.08894251399616482,-0.06886311364313524,-0.0573461210404754,0.06805822074679152,-0.16773303101253553,0.030951780576286378,0.009498924769654919,0.0713325140266382,-0.004735662394856437,0.014072012627943704,0.03798931559368407,-0.006933177163529956,0.009659016398954839
POMC,-0.04786966391134551,-0.03106207633171113,-0.012268919345427877,0.07722194215476172,-0.045026805067509786,-0.020210629444168012,0.03875123109987088,-0.013382429746683211,-0.014378603388032693,-0.03566251937378174,0.037488422016069216,-0.043310133730844955,-0.0035743655852647216,-0.10143841594235763,0.037760059019164,0.11149436525377115,0.020931706029756667,0.04554340040827491,,0.009235345815871324,-0.041614309877265034,0.058930193766434984
CCL18,,0.0013876778366859993,,,,,,,0.002029357713241214,,,0.04687375837380671,,-0.03505712430562559,0.006907363145760832,0.01649454629581357,,-0.034354795364409954,,,,
CCL17,,,,-0.023318669895878642,,,,-0.014384378544481723,,-0.01520586274355459,,,,,-0.019921029398195685,-0.03071621706661508,0.04218951388905963,,,0.14791289321254908,,
