,ZH8811Bbulk,ZH916bulk
BMP1,-0.02685370901335426,-0.037730765333158216
NDP,-0.030153338533034462,-0.0005617562045531112
TNFSF18,,-0.02285518014962249
RTN4,-0.009574641559953833,0.023026268320904243
HEBP1,-0.02600499161080417,-0.03074429589931761
WNT7B,-0.001707607818202844,-0.004274774830813349
PTMA,0.011032141898279176,-0.06075454331759859
CEACAM1,-0.017693275195817065,
PDAP1,0.03959750117783968,0.010600224676010087
QDPR,0.017689282107874217,0.03432814564225773
POMC,-0.041449026696983644,0.04438317788263381
CCL18,-0.012098882174570454,
CCL17,0.03811638065743183,
VEGFD,-0.017693275195817065,
TNFSF13,0.12318023176284983,-0.024863175947064838
WNT5A,-0.003940384888387778,-0.056796085918906704
CXCL8,0.04561749224497382,-0.03530582322518512
GRN,0.000621648334316853,0.08763237457608286
MIA,-0.0533532774454738,0.03861157182153292
COL4A4,-0.02832970008977438,-0.027788363849423663
TAC1,,0.06160123300477536
RARRES2,0.034657147267748094,-0.0792879763900471
FGF7,0.014532053442084879,0.004603749121881732
EFNA2,-0.01681627398520267,
HBEGF,0.033208095064023745,-0.005403624235501806
CSF3,0.10378798524725205,-0.029230179339335294
PI3,0.07582273832184165,-0.047477515287447196
PCSK1N,-0.032481144692202125,0.0881532927747748
NTS,-0.02048743873724199,
SFRP1,0.0037370302181239544,-0.03646700221401151
CXCL13,-0.01348220781364835,0.018849622049084535
MICA,-0.04790527676361834,-0.0015330493641770488
TG,-0.02523252041849596,-0.026128152632352367
ADA,-0.016697503525507064,0.08117411073474494
LAMC3,0.011317114960777596,0.07514747872175767
CCL7,,-0.0494962173915123
NGF,-0.016590234971386328,0.08993301535191459
TNFSF15,,-0.03235038055874311
HMGB1,0.01627469634309143,0.004984644150117221
ITGB3BP,0.050296234019956816,-0.009386399194011996
AANAT,0.014173372203709294,-0.017847911503286917
RELN,,0.0029379868385766934
IL15,-0.04102825177240486,-0.06582480808847788
BSG,0.02995375790462986,0.01671023082302105
ADAMTS3,-0.04025451607726492,0.02725548180390891
CD34,-0.02501521299578563,-0.010235151377737547
PLAT,-0.08768033631899508,0.03480897600942823
NTF3,-0.025732145869837582,
CKLF,-0.04548701778268581,-0.004130081226445653
CD24,-0.07631445517252802,0.008417665471322073
HSP90AA1,0.07808511724805516,0.024244208621705315
BMP4,-0.040110280887325336,-0.012800136960523149
SCGB3A1,0.02084726947136977,-0.035865481638951535
IGFBP4,-0.01656119096131472,-0.0034963281243027564
RSPO4,,-0.022505509433756267
LEFTY2,-0.019335693750885317,0.06792774540362909
PF4,-0.015413279352323145,-0.017629839006712212
ANGPTL2,-0.041824287977597116,0.05315730052324163
LRIG2,0.02668351949746762,-0.016304400641477205
ICOSLG,-0.0077497165397003,0.10747004903893341
WIF1,,-0.0323503779039085
NPPC,0.11470961151271397,0.09125964805557052
LYZ,-0.09511314237826654,0.08360253142866267
EREG,0.0062754091549272585,-0.020297167233122
SPTAN1,-0.01809741176215322,0.032306876826656186
LIPC,,0.010571609733561865
COL8A1,-0.042801711290365294,-0.0598666508647549
GSTM2,-0.011901173680862572,-0.042260211683391814
SPX,0.02469343787306857,-0.025184082477875326
MFGE8,-0.03354748675738115,-0.048686434214112714
TGFA,-0.006930381436179353,0.0009858913728325379
SLIT2,0.02997144688652259,0.050536201842531464
PLTP,0.003968492483360338,-0.051947727094158236
APOD,-0.039129768154590946,-0.020454803755632356
B2M,0.053987302426969655,0.1410042795263758
OMG,-0.007811456614169618,0.04205296825157228
CXCL3,0.005434386914080554,0.01210420131303346
CXCL10,-0.020673675867026352,0.07335171325569839
RSPO3,-0.015411087007583136,0.06002765283320041
CORT,-0.016129213445267635,
NCAN,-0.040921627828191975,0.01971203260989206
PRG4,-0.023799641450317426,-0.024538334056315836
ZG16B,,-0.01504006078569413
TGM2,0.022299383055683592,0.013160035686628354
VEGFC,-0.019512923111331282,-0.009730459910866105
WNT6,0.0823039406239901,-0.015540895135462699
NRG4,,-0.023371122637885596
PMCH,-0.004414482093987032,-0.029930086047988944
COL9A1,-0.005861644854665304,-0.02941983977315015
GDF11,0.05874683707872805,0.04314395152448585
IL24,-0.015167522449449706,-0.02612813762883779
SORBS1,0.03389005560766087,-0.05590477332956837
DLL1,-0.020523736208109822,-0.04523383748940569
TLN1,0.032824139455436205,0.08630450860143218
COL2A1,0.07483446396537644,-0.02105612706378278
SHH,0.04267995070491495,0.04365756379380416
PON2,0.05819888573430069,-0.04507578177319719
ICAM5,-0.048409177315649074,-0.003241319155123452
HPX,-0.038366350281279486,-0.02303555441877036
SFRP2,-0.06513540308380168,-0.025660751856543523
CFC1,,-0.020679766262905925
CD70,-0.02186341130464964,0.04680629153634658
HP,-0.010282618277342635,-0.006298636958347095
CXCL2,0.03548479138803556,-0.01612070524319171
NPPB,-0.00475050795686485,
CCK,-0.043684617922213,0.052711180942614025
SEMA6A,0.0004094926350058207,-0.008763816007538682
IRAK4,-0.023393252923473735,-0.013951628058449874
GSTP1,-0.013672636002777612,-0.00038372856674832363
VCAM1,0.044498820414838845,-0.015945059073605657
NXPH3,-0.05756153793656687,0.03983200986479895
MTMR4,-0.06680337071058978,0.00849243548152489
LAMC2,0.06550004717789873,0.022482303657405157
IL10,-0.036799847728312955,0.1122843526114566
SEMA4D,0.0006279228067604748,0.004373845630505117
TRH,-0.02387758216687105,0.12055129655407788
SEMA6D,0.009000896587204562,0.008316245378563328
CEL,0.04505090211037197,-0.02404407965197682
PDCD1LG2,-0.055694981965299456,-0.019021530494625526
SPINT1,0.0003820897423877477,0.015068548424544321
CTHRC1,-0.03819354650232252,0.07664392588117605
PODXL,0.014133285195618251,0.06985972342844865
JAM3,0.030514228021714458,-0.026688571917632974
TGFB2,-0.001495637483264574,0.06510583563849377
COL18A1,0.03417365099053531,0.0044518422993624985
NODAL,-0.01873546312652157,-0.046882638426153415
INHBB,0.08483458511237266,0.01972066709731918
LCN1,-0.017693275195817065,-0.015785703433599026
ARF4,-0.01769394496133905,-0.023381136651798414
CXCL14,-0.03538675135892625,-0.01666183787570894
LIF,0.05553503040044236,-0.03828215457859406
IL17B,-0.02832970176258238,-0.017847907918937887
MMP1,0.014406427508080973,0.012425809831278797
MATN1,-0.03129449604606494,0.045610597896253845
ADAM28,0.0032713585399468965,0.005267202568209022
TCN2,-0.004647084504643395,0.046999937683418015
THPO,,-0.02437454791246875
CUBN,-0.04975433455904225,-0.013429992670976994
TIMP3,0.002495463571781648,-0.035170930941371865
PIGF,-0.04732444289342447,0.03661488076038501
CRH,-0.04963325825999334,0.08389344956223302
BDNF,-0.05509909107083154,0.0734334586677665
CCL5,-0.0024595672687239027,0.016490238647858115
GAD1,-0.023319260646195626,0.07161922075228118
COL14A1,0.013913972834179526,-0.026169054739583707
HLA-A,0.08463679705069267,0.0760828664438512
FGF18,-0.012881822433343341,0.0003651669486205448
ADM,0.055443387789293336,-0.06957546222675798
GNAI2,0.04306869234990248,-0.005872008524175341
HDC,,-0.016264970340905186
COL11A1,-0.00786096957959613,-0.02294960000322713
NUCB2,0.00040112701759105875,0.03344450278237517
FGF16,,-0.016027013838033413
CXCL1,0.045089268827837516,-0.01654896852995075
VCAN,-0.04965419149314262,-0.024775272058084337
MMP7,0.02514790281933925,0.038966148901946135
PTPN6,0.008526060198135649,-0.03486914400974744
PTGS2,0.07648939006774098,0.01947203046526559
XCL1,,0.044252990870147814
CD58,-0.0027547274797743854,0.040581669367427235
TNFSF14,0.05383671486669483,-0.03652401675418484
CNTN4,0.003531581314724496,0.16133486500704738
INSL3,0.005497612308784797,
MFNG,-0.022628616275697285,0.07046858041063585
ICAM1,0.04715106540813031,-0.022082727876551765
PROS1,0.00828802032825763,0.001395348506313441
CLCF1,-0.0002842631339140568,-0.02192377546495446
PSAP,0.005958509368673128,0.07073354787915473
EFEMP1,-0.021855131349653577,-0.0009122880689688029
C1QTNF1,0.004121608974006014,-0.0002849894028918252
ALB,-0.04007037381874597,-0.023028278030782574
EFNA3,0.02637917127904481,-0.02969650797092394
DRAXIN,0.027773631742632168,0.04864108897754469
RAET1L,-0.017693263600385385,
NPTX2,0.037564631855736975,-0.049627098817396645
FGF11,-0.00905096492661796,0.014849482717418367
CD59,0.021090606370091396,0.043454186045393445
COL9A2,-0.007640748772223549,-0.008119209170524508
DLL3,-0.025013129681352424,0.0431228903828296
FGF5,,-0.02749267034631701
LIN7C,0.00015502976132075765,0.03546621043258169
GDF7,-0.015167527254827928,-0.024863175412910686
PSPN,-0.02108084640028274,0.02759431832716913
ANGPT1,-0.037355165630400394,-0.012842792781737278
PNOC,-0.01612921520007691,0.05360109964859279
L1CAM,-0.0026421322160532085,0.08721078171078339
APOA1,-0.05210036480664336,0.05487580007067659
PSEN1,0.05781439840789999,-0.0649253948182154
CALM2,-0.023973883282453614,0.09655083770940498
CLEC2B,0.063113494252907,0.04575217408371494
NTNG1,-0.036608909877964224,-0.007360023903067492
LRIG1,-0.0450900588035914,-0.04512782654838702
CPAMD8,-0.01703949193343642,-0.017629854853749894
GHRL,,0.04847049452406412
NPY,0.08911835982954987,0.053469076463058415
MMP2,-0.007739791789308146,0.04096907850537177
PPY,-0.03114246798503088,-0.03155960104112625
ALKAL2,-0.011211155471228074,-0.05057416534360841
CSF1,-0.022333912182487373,-0.02987652546113213
SEMA4C,0.05314644119466282,-0.041066152529000796
ICAM2,-0.04107011557695241,0.052031397573002514
SYTL3,0.05087507679310625,-0.024232069090644032
IL1A,-0.00539049044537068,-0.02793525699967104
HLA-G,-0.022544207070288747,
PGF,-0.011446292057140034,0.037560899179354776
LGALS8,-0.012023191392351282,0.06524037995440114
DKK3,-0.03798853521922187,0.06330038525471922
COL16A1,0.00020510696769772253,0.01244212254965742
TPH1,0.00204933338365295,0.020700082543980973
TNC,0.05090059380199929,-0.03605443088014446
TNFSF9,-0.038104058055540485,0.09991261191244051
CNTN2,-0.032134088044366106,0.018263528862593133
F7,,-0.02179149687577912
LUM,-0.04156740458889426,0.018338291472781265
BTC,0.023175688791393995,0.10039253716764214
APOC1,-0.0637502980335335,0.03757458638198521
PKM,0.04524859488912551,-0.009840914390070926
TNF,0.14688626862782037,-0.016960141322787944
GNAS,-0.036726710903311276,0.06573662949771339
BMP8B,0.037574903822577874,-0.027641692194989874
LIPH,-0.019726472120863866,-0.027044160973706596
CCL28,,-0.02565994548013532
