,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,0.007868937926404352,-0.06989900908341856,0.0039895881859230665,0.00030192473950165915,,0.0506393409255071,-0.0031379724599718303,-0.022687547628827603,,-0.014857479608349272,,,
TNFSF13,,0.04176219554610277,,0.07581122628620601,,-0.015911880492952543,,,,-0.02005250729340756,0.018648158054065663,0.06195491671335508,0.03225176021528144,0.034352697866294586
WNT5A,0.06039519387677992,0.014902144535567948,0.012602575263837193,0.13398525382871668,0.045443136974351,0.030882086268879106,0.22705574343331886,0.002719239666438015,-0.05886866370867679,0.014656747281902272,-0.011514232267509745,0.04970244224184156,-0.06468979823035327,-0.07010371331265487
CXCL8,,-0.050923915739367574,-0.02743560912379524,-0.060160723155854905,-0.07593278194719405,-0.022633617970092314,0.14279502627255306,-0.06545964482931234,0.045485957460359855,0.0005559823999440335,-0.10611482224915403,-0.03543640052791285,-0.010759781414971394,-0.08568157660066493
GRN,-0.09925938404659,0.07733761898803038,0.025321861181874194,-0.006595312492346443,0.10354054132891106,-0.013734240832512554,0.3167934326379232,0.04257366831929287,0.1100859558576577,0.034012010928989964,-0.026631340017204682,-0.03271799766001087,-0.07891138686436186,0.07225357821861163
MIA,0.06505801667949537,-0.008585477810065705,0.016313616958298704,-0.022822106612176762,0.009259608904679289,0.0657754573666216,0.11932001755876208,0.012324486895212483,,0.0965922734566714,0.11285759459425611,0.02968969566163651,0.17278808616572555,0.033248918817950175
COL4A4,0.025272266151813674,0.030234973539122554,-0.06434802425730483,0.008866775067415669,0.06745074173036626,0.03358012390250989,0.02814640580160868,-0.0016008254007245574,,0.04984998338003711,-0.03795730494226245,0.009566225318685428,-0.004861429800348121,-0.0018785866639467544
TAC1,0.05409616250399695,-0.0104696144911243,-0.06604072437724094,0.13833959347918195,-0.008890521860887112,-0.021227332836120653,-0.22181685887232694,-0.06644271047957909,-0.06781979157747771,,,0.020229324909759174,0.05912313344232089,0.05706191825987151
RARRES2,0.09220150927566484,-0.02007993041770182,-0.038439729314691355,0.0841032203964208,0.026827961223636017,-0.02209236368460124,0.32627963422567297,0.05920747409062787,0.038616244469159726,0.047395193832447675,-0.014857400016402952,0.00897830871252243,0.06661180960364647,-0.06501111616201789
FGF7,0.0602838191041333,,0.007816589577282665,0.022011055797463753,0.021005420615428698,-0.02529916412998065,0.18548553564376005,-0.018433708952423456,-0.05267101065568714,-0.012913234849041716,0.02465340309884308,0.07613346369405806,0.12049473668618238,0.0074621576833329714
EFNA2,,,,,,,,,,,-0.02816231236381075,,,
HBEGF,0.0078671099209824,0.08213548032264015,-0.003137243450718405,-0.021329862556234563,-0.010392437232602135,0.029816445265053414,0.17739622142651293,0.06316986183247253,0.14700005936747743,0.02010447650944069,0.013259197805789321,-0.0020543571636435502,0.014824081208234436,-0.03540992047181269
CSF3,,,,-0.03144872053694101,-0.07591251473024675,,0.10138085174741177,,,0.05281008422589007,-0.06801747439777364,-0.04154335218813253,0.0059839917577991135,0.005613593528733938
PI3,,-0.005298302567189278,,-0.03144199661201161,-0.031095581262756657,,0.09712837716268942,,,-0.009352559265376773,-0.07178849306059236,0.040167880239051455,-0.01144959582644429,-0.02999059551469063
PCSK1N,0.10293410172220478,-0.016236262919093167,0.0017259141228106285,-0.0036368165624434345,-0.026478779831593906,-0.017591393112720153,-0.08924898625300394,-0.020849408582131433,-0.135269672677478,0.014017523389113006,0.05217922106054895,0.05140838297168905,0.05823793296370002,0.07575993431903597
NTS,,,,,0.09373520320664878,-0.0184818302247219,0.016718459631020855,0.03591057432704246,-0.020426080721008825,-0.024559281483775192,0.09096388860516444,0.011412844972529108,0.019469344003225596,
SFRP1,-0.0419530094081046,0.04374959884909982,-0.00951159145109477,0.010544242560034072,0.05415954289688819,0.020229884400442953,0.0475187805053155,0.028023520002213843,0.029433164497108807,0.06241025054830642,0.03486020960653093,0.05011210055692858,-0.015548018832724157,-0.05714330748793214
CXCL13,,,-0.04313729378309491,,0.028343993968793717,,,,,-0.021656093846755,0.052167322728378644,0.02561814045639086,,0.042867941533497676
MICA,0.05740048869964156,0.1052116979280106,0.0401581358244302,0.008856839935620168,0.06223798562406025,0.002097482551192567,0.22667772450326587,0.020332467114321698,-0.01726836684910249,0.04290478911578074,0.037340526703278185,-0.020784985410865556,0.014047313930358856,0.03846418734652683
TG,-0.005703751861747227,0.0006664871525892144,0.0031837653461874193,0.004434924262035642,0.05966405116775292,-0.003276931331591309,0.05467215069875465,0.0032774276889310527,,-0.03320187978603125,0.06420676253365178,-0.034190817230111956,-0.01604490469205661,-0.0007744270129389793
ADA,-0.008877056517548488,0.06219274788844894,0.04122332654418964,0.01677807944715468,0.04397447297605287,-0.04167592372767091,0.25044606732208463,0.0033120390078200377,0.0302794227736141,0.002914692027492896,-0.014986850914922021,-0.006967406529236146,-0.007008636938894386,0.019813376974835328
LAMC3,0.009985193921957274,0.1766000944191893,-0.04030532535208886,0.015145192640992363,-0.004808201922365161,-0.024436972558181735,0.23794529045279034,-0.013780551657378497,0.015635243191246578,0.04768889233280041,-0.0233035279796809,-0.021766650626858983,-0.050762429933019965,0.02476880736159328
CCL7,,-0.039939023662195615,,0.01818973236124753,-0.03738418166918561,,,,,0.09296164514124478,,,0.04895620170645731,-0.03349608729858708
NGF,,0.08243873631182258,,-0.01805794431628271,-0.025448339595448812,-0.020357312392959865,,,-0.02042609417022773,0.009480469716110324,0.0012552025679068422,0.027537309137685366,-0.03567250551266511,0.006404859001802013
TNFSF15,,,,-0.04030243000046478,-0.0019184074666407393,-0.02471824024089347,,,,0.06355558836456932,,-0.025797708497473183,0.06461037550773555,0.009236624044884727
HMGB1,-0.0069828500751508,0.005612467976573413,0.07285475136108939,0.0815513394253127,0.03170058018083053,0.029976034022043352,0.23989914932471634,-0.09337128628024485,0.11695938316388685,-0.02587382449913756,0.0007520221780746458,-0.03127945966739961,0.05547714412173941,-0.03646233989046329
ITGB3BP,0.03352228542389148,-3.562296336620822e-05,0.02861511583246031,0.011639142005320456,-0.0008683995002556291,0.04979447319078323,0.20442899353945027,0.00014085495166682303,0.03756775168344453,0.04435975159524652,0.02074676775545466,-0.00031024671265639605,0.024436745871514284,-0.08086313576379252
AANAT,,0.010997807284122637,,-0.019348824452829528,-0.03292825697676936,,-0.014014588048278237,0.025780365032202397,0.008398487489026524,-0.032854400476818944,-0.015293277384991609,,0.0015633247821337283,0.09988275233852978
RELN,0.10716296475808852,-0.025124490964889036,-0.08450330552178557,0.0900226072944205,0.10066711208534414,0.010659089533997088,-0.1158210563885564,0.007031576533928197,-0.03198522389340018,,,0.0053098122515827595,,0.07398842143099096
IL15,0.00982678581395053,-0.0005980829399879037,-0.04281622511166417,0.12314620876150426,0.014605572206349941,0.0036147477329330447,0.13447590911037519,0.06570417941962584,-0.025497065241168956,0.030693263153607875,0.008612778085532988,0.05095559815424567,0.04705551556404827,0.04568128162967399
UTS2,,,,,,,0.0888888487002389,,,0.0685128129914213,,,,
BSG,0.10998071448216137,-0.005520554559006336,-0.04626252978775542,-0.07253738894005629,-0.03481228127157477,0.04807051012915064,0.0013167000104861736,-0.08485997140304945,-0.02833515914345719,0.13082611277607248,0.07013752962985192,-0.0315466251695283,0.062458832891920904,-0.02293937951592218
ADAMTS3,0.03362634897853707,0.06080929420568696,-0.04394853291925877,0.020172588632808706,0.05354396518595736,0.013328968170423311,0.3073620033115088,0.010644433986739936,-0.030836360873300602,0.03771264912330672,0.03389657845001344,0.021077266337527246,0.0793030770387124,0.030376831576612324
CD34,0.09005984546833097,0.1261148304922563,-0.01988969595400636,0.001167353158810289,0.06713670452387493,-0.030459816147123082,0.20632333913807402,0.0085505439173666,-0.009048967561775827,0.09804939385643414,0.026108595883109084,-0.034201552914219356,-0.04650960314138076,-0.010896153985562316
CCL23,,,,,,,0.051028885329192655,,,,,,,
PLAT,0.029290268365368074,0.1268673125633792,-0.02248681975244819,-0.024877517443791314,-0.021779860697627357,0.008668019331345048,0.24359464183748902,0.0071749003629847,0.04665115732596894,0.11951804608658252,0.03429222123923933,-0.04799088881745181,-0.007752166941883102,-0.0459329390144596
NTF3,,,,,,,,,,0.050304109862715336,0.055824830172231256,0.03097919217129549,,
LTA,,,0.006951554475924079,0.058819844361188395,,,,-0.03523547133969993,,,,,-0.03880636767871607,
CKLF,2.737372138057353e-05,0.031673429957628,-0.001946109914486644,0.023789710407126335,0.07604718624223235,0.03921282646222565,0.31330209116879215,0.05562926400010295,0.10107751023899256,0.07738457865462327,0.0800523152922346,0.057512310176545345,0.06962985430522081,-0.038675951112322096
CD24,0.0006722704842924555,-0.004554634351223911,0.020373900099856918,-0.04412758455549657,0.07069389924508643,0.030431853661230912,0.04823894613619235,0.10978679861126843,0.025666102539299764,0.024076295166595405,0.034076362293801066,0.13290780441483555,0.04125724646074092,0.06619347234201238
HSP90AA1,-0.11767794031292302,-0.13270846492371274,0.028208539783856068,0.008666171672850744,-0.07217361079737669,-0.04419133898978796,-0.3215293328289824,0.10494622254818389,-0.13059007353398383,-0.10064931724950654,-0.10844433048694685,-0.047135290227129194,-0.021118740193091682,0.040774067852917865
BMP4,-0.0343655756092157,0.099394814924796,0.02493173498221203,0.0023551009331837587,-0.036103917434536156,0.018079859786795147,-0.0035218650313720745,-0.03138088252839559,-0.030630051045312304,-0.0006030204634544952,-0.03210204293703474,-0.0018197319223868555,0.010949503596931021,-0.035021689074559145
SCGB3A1,,0.03161854527129483,,,-0.01758400775155386,-0.022452028024394256,,,0.11044539396088791,0.04617735112471282,0.12812133531540168,0.034672270552718654,0.004160781143806866,0.08344143107502805
IGFBP4,0.00977629026488835,0.12932905819055882,0.027990703342093436,-0.07161927895876737,-0.02947862712986458,-0.009610699497556776,0.24370907239000641,0.09545378259066181,0.06313411112039569,0.06975630864693791,-0.0824671844209045,-0.0605127025429712,-0.030669877390758014,0.02479721607181627
RSPO4,,,0.029029101837363607,-0.031105646466405425,0.014428424010330936,,,-0.04098099824896639,,,,-0.015706374275357107,-0.025618472552976612,-0.005387271397743983
LEFTY2,0.12598418072637516,0.203785233804414,-0.05484265340328711,-0.005916973522376058,0.041527671394621136,-0.0022821774486803522,0.27687832326682893,-0.00831972029808718,0.08348232906383439,-0.03179098658649153,-0.03238159937585324,-0.040851300140575746,0.07455138978537833,0.0743188383280541
PF4,,-0.008896398609809304,-0.00961058043180639,0.05608002876770946,,,,,,,0.10167645239566131,,0.03897261489779755,-0.03789358518262949
ANGPTL2,-0.03884828129568196,0.13862965089671903,-0.01738354931320437,0.04837353577676775,0.10017613281101266,0.022099946980421798,0.19401468283568005,0.003195977274418346,0.1120367655331269,0.025098377146589305,0.06805576167331423,-0.015172902017238777,0.03820139805806046,-0.015487967524519553
LRIG2,0.04846867227518063,0.02872112630147259,0.03418958105038759,0.04173170137961119,-0.004742462944724534,0.07561046245420422,0.13424880183732618,-0.0231456248362675,0.03167297922468538,-0.009829386209687131,-0.0077235108180160284,0.006645031228658791,0.051474511379738706,-0.011453113957496482
ICOSLG,0.014455650929076264,0.0579202686908793,-0.01746991430487109,-0.031174890767864224,-0.01579622984559853,0.016868178629450174,0.1343516969077209,0.023976876433830216,0.042929843484337475,0.0006977062914635208,-0.022150739789929437,-0.0024010197176490035,0.051053544427369195,-0.03457488665623703
WIF1,,-0.005481582166639071,,,-0.03130661412348028,-0.00956216732346592,-0.22088906951597465,0.014866933526174894,-0.046790388097051015,,,0.04834964084219621,,-0.03132742872783301
NPPC,0.011702462500425321,-0.01927009873476605,,0.04176021632345649,-0.031026742535074394,-0.02497302254993318,-9.641841293361136e-05,0.00831482121261059,-0.05071219854676125,-0.04748490445563775,0.032924417316832884,-0.0023739579559809948,,0.04901991097964431
LYZ,-0.0771567521846616,0.12752667344914526,0.05874171348000078,-0.011280668135648956,0.034374255458480926,0.004154505021621525,0.21648357319786982,0.01145212063431166,0.09099094296706015,0.028051813756175967,0.07600721128946014,-0.037236331393653406,-0.09902363800809433,0.05165057099406601
EREG,,,,,-0.001666238753996264,,,,-0.021012481612848855,0.061964558703959956,-0.0379466407324684,-0.017397583405083558,-0.013185881734144797,0.044036775081287415
SPTAN1,0.09153830275210643,0.014068061016836275,-0.006124928126712075,0.06098426811938094,0.013774636389272626,-0.014700111499412024,-0.08764600324126803,0.02746218209221909,-0.09580400225971572,-0.0053003029542463805,0.03643540239719651,0.05326109835099372,-0.0088641988476894,0.08651628652048643
PTH2,,,,,,,,,,,,0.031204860851153177,,
LIPC,0.03858221895611776,-0.027069947382378706,-0.05024128967148278,0.02384745736956304,0.09071223059337796,-0.02727524956276305,0.10850195712761604,0.030043414569968323,-0.007222299713493529,,,,-0.004361507531826033,-0.011936868511918986
COL8A1,-0.056963185647395435,0.17477518398237735,0.029747249669302967,-0.02331551459277462,0.09223931735122157,0.01721911442398257,0.09705634026366336,0.0058656880238908944,0.025254888637079295,0.10716029995928814,0.041961022901818856,0.037031850890966646,-0.11533959678943145,-0.02502461201600846
GSTM2,-0.0076575199013994835,-0.03326540057222224,-0.049560607166727,0.048026798497531026,0.11503940411759378,-0.014873442900472069,0.07530806104743287,-0.04036332510654515,-0.016410593268778154,0.029343343078435325,-0.01364996944103046,0.03808499280818893,0.1350967666837646,0.0013970207786623287
SPX,-0.02299151570776563,-0.013650612275839242,-0.02140221627258939,-0.009829241139640964,-0.005271042234712051,-0.0522682987868633,-0.07678980836752065,-0.02716725733437487,-0.06213249332122448,0.019792501490242895,-0.019545769254820575,0.0012568496029284819,0.1054225195980367,0.08230244219747052
MFGE8,0.042761361102782676,0.09757663106890135,-0.006754532159142465,-0.025548188400671464,0.020698054324086633,0.028132927236595176,0.13274840276335823,-0.017520606216178455,0.05168045181804912,-0.006405556573194353,-0.022994576620650745,-0.08421029984811253,0.00023668427996378037,-0.05722181733876747
TGFA,0.02410573823813984,0.04346013726412615,-0.0455639824291881,-0.03694346024163062,0.014805771867468339,0.014907464669189099,0.12468053192923283,-0.012411343432210545,0.0357129861751033,0.019359827619105555,0.016510109922126516,0.043628459718309136,0.15607123652333907,-0.03324044809199639
SLIT2,-0.03436557011020824,0.1567146761228879,-0.005477903168407892,-0.017213654774993804,-0.022841147570895916,-0.013996505864417492,-0.09110192688543468,-0.059042020585919036,-0.08930715295201534,0.0716917366352623,-0.01759787097830583,0.030893465889668535,-0.04142598041143584,0.03905543759736318
PLTP,0.03931313671798335,0.0342803377894929,-0.003615184582310067,0.015012072676285498,0.09384533718348619,0.02029620904355776,0.2780431435500895,0.06469181416795602,0.138215342621458,0.07267368746963067,-0.013583015366011737,-0.03405856205920358,-0.0496749347422803,-0.009197951005202935
APOD,-0.09911692824237364,-0.1105281027903643,-0.05288272621007039,0.0873546773033354,0.00878203300464379,-0.05962514448092869,0.12651361847967785,0.09928350677542647,-0.010878199150697076,0.06878580276616614,0.040615637860667034,-0.14287820177148147,-0.062252885853691785,-0.05141615427664843
B2M,0.03483026900723084,0.15889074290383529,0.06793035810216261,0.17751669617579585,0.06465724414841166,-0.04523879306095423,0.3640208825708219,0.22393424348422386,0.15498450290245194,0.09895736153934477,0.04843721948539725,-0.004051730505875641,-0.13272185142855059,0.002965870810879118
OMG,-0.04801115462355255,-0.06369054268160636,-0.028675380543200346,0.08963414134427913,0.06506496810383788,-0.005487698227393359,-0.057219914470113376,0.002002158554602783,-0.01731352148311935,-0.0008111204689094462,0.07158676541231808,-0.02124088780235492,0.06888007399881167,0.06991263752668073
CXCL3,0.008875956879239609,-0.09102044966875068,0.00037511915832739567,-0.04120985695133782,-0.03824764573793835,,0.10360413377312157,-0.053698244748855324,-0.029580211670931004,0.07216655972710706,-0.03496520997818374,-0.05382012042142065,-0.02646534862927948,-0.08003412799040001
CXCL10,0.019735088887910195,-0.04682998066152537,-0.021562731024547463,0.09078267328363314,0.026861491043183854,-0.008908278900564177,0.28747527278987317,0.1333317820763069,0.0074957127054363516,0.09688436006166375,-0.03462232584862082,0.10393610629184798,0.04680636941719496,0.007062254845535121
RSPO3,,-0.020430021709569837,,0.04466139717694744,-0.008457400229270013,0.01035858747611626,-0.07882777348948178,0.03031345005083793,-0.04512853548427004,0.04350838972902616,0.02766735144867626,0.09320140708198982,0.0033576959941712878,0.07887876483869967
CORT,-0.033392356707688454,0.07919855715516246,0.031406701512441675,0.07050068520882173,-0.012038727369170504,-0.04046577836969477,-0.11802264970373226,0.014847165008242581,0.015565108882178245,-0.03247103770835206,0.019875112152604287,0.022577243928334073,,
NCAN,0.001929674368768296,0.11093589935443351,-0.02982655898721412,-0.06140083797128023,-0.008555816806579757,0.04499090556070711,0.11762605027844848,-0.07012769473257792,-0.08721812336464531,0.0014959140975049983,0.021788642394451628,0.004023149738985291,0.09143063313344012,0.08758563429898004
PRG4,,0.005003850435098138,,-0.028368020686720244,0.04101299576328767,,0.045233906608841204,-0.004248300984280615,,0.058807425770795105,0.0877986682503461,-0.016852622261129484,-0.027705878507053614,0.106997894210322
ZG16B,,0.003922988668726437,0.03608937739518382,0.008296331964862938,,,0.05269151913452921,-0.027997780601996737,,,,,0.09011633552918644,-0.03232711451974346
TGM2,-0.03585926278800884,0.01958619122214119,-0.01940062485639515,0.02315053795560076,-0.06356849352886923,-0.05132076417827819,0.18426655055738697,-0.03392790234926961,-0.03400979214649793,0.034098502097092795,-0.031197184705015243,-0.036432971870878204,-0.005262845364465874,0.03945786586328358
VEGFC,-0.003366716773048023,0.04350575263999399,-0.04422466275873191,0.0009359195330045134,-0.013079017763591938,-0.03605663185963935,0.059742673964483566,-0.0033325725871082906,-0.02374401273142009,-0.0023465756806735345,-0.022112661029753993,0.0042199824160866406,0.0007043973068486269,0.06989744048775678
WNT6,,0.04897832093479212,0.004556523246022466,0.06140472492704999,0.0041679505229996385,-0.01804037894595372,0.012924499755923633,0.01587327712894202,,-0.038340069516350016,0.06433489961857104,-0.022222801020884468,0.06073259941595945,0.01637153172120576
NRG4,,-0.006851021974505344,,0.03870493072061475,-0.027571608008305663,0.07932813573037471,0.02943191075694497,-0.019240518947949318,-0.026452235171826342,,,0.0026945911131087408,0.0831586352290229,0.10142026392497748
PMCH,,-0.042396972135934054,,-0.016975134607874302,,,,0.009429893245170188,,-0.03806555960063777,0.09773263907079863,-0.013939671009681942,0.04560751773205006,-0.003965199370851858
COL9A1,0.031489090327697984,0.03478333815625157,-0.04135860187234286,0.04604281144845438,-0.0038640216380659872,0.05798172932782575,0.08702744825278451,-0.041068812703741644,-0.020721190366633963,-0.021812609908561667,-0.01779497487727808,0.011513358530286335,0.07741561630148378,0.0005445189423002407
GDF11,-0.03542263819947473,0.07328062884636982,-0.07167485255805714,-0.01485996947505562,0.09423856268640506,0.04972290117624395,0.1778796020317602,0.006799380475252774,-0.0074106330693671394,0.005509977367744618,0.027191055771465925,0.015513980521690781,-0.006708618983273815,0.052498993291422325
RAET1E,,,,,,,,,,,,,-0.0018734580414955036,
IL24,,,,,,,,,,-0.02838076397509877,-0.02540113852702351,,,-0.012236328311690761
SORBS1,-0.017218097135516402,0.0924722483847438,0.02428604370576209,0.04999586877859297,0.0502403119652608,-0.0226468853855639,0.00659968786775037,-0.027573303551150643,0.06154116978204814,0.05985307239704897,-0.01759549803587116,0.022936258575251545,-0.02567720255758883,0.0084767563208927
DLL1,-0.02704447853097079,0.05907702136368232,0.05368682224740364,0.06370717982487908,0.09411302879694042,0.05424895500217802,0.16968071468632132,-0.003952023999708998,0.1016461629475083,-0.021426163781325246,0.06536821458930321,0.13029712845263494,0.08217825089544972,-0.008041764382402448
TLN1,-0.02213774134168906,0.14342343396229595,0.04303235480275882,0.01935064833058932,0.03394571743593486,0.00941668011684323,0.26721875870834483,0.03229897167532658,0.07948048424067651,-0.02251788672549332,-0.04938354158140198,-0.05908642954441933,-0.05346268380222995,-0.04359851578472704
COL2A1,-0.03136396274110651,0.0002633024214193453,,,0.030767550573814754,0.018982451520025433,0.05546316794983011,,,0.046609555573508016,-0.02632578840068048,-0.05103101662114556,0.0008277504443585372,-0.02250649525769192
SHH,,,,-0.030203748546156876,0.042051513396710934,-0.021332906415686026,-0.019342660096751327,0.042898374486740255,,0.07089844889076456,0.029855061175703995,0.0505554295359096,0.06792909425802299,-0.005364956600411243
PON2,0.03400930019702573,0.07727015056054691,-0.041001118199083836,0.081303419505685,0.11724014438898508,-0.04742948698579105,0.2725262888159898,-0.0563622550405985,0.08520118335513598,0.04628072934371805,0.03175855431644048,0.00017345529808837772,-0.008794470040327578,0.08231062560739238
ICAM5,,-0.013346591375464577,0.03891931093624543,-0.04366642785477051,0.005995020717715918,-0.06550647480824016,-0.10538969538210043,-0.007602999893263481,-0.08131042568174572,-0.05158447816587999,0.00933014228432445,0.053937303445828325,0.0205743397279781,-0.01981907875297329
HPX,0.017073859221029455,-0.033208058338710315,,-0.018280877321258878,-0.013071433573468879,0.1472165541413377,0.11706397440673025,0.02324256439335465,,-0.001265192246482171,0.024295643359076195,-0.02461532854846071,0.018008658696309496,-0.00876077874932101
SFRP2,,0.026889929841788052,,-0.03063758126258993,,0.0483382148499315,-0.017996433479953475,-0.008130158528548991,0.040959120248880605,0.07499277181596149,0.09608429908491925,-0.04567150591302877,-0.051967753894229765,0.001135971177764787
CFC1,,,,,,-0.030483827534698332,,-0.035235473469161484,-0.021584111475630413,,,,,-0.019419999815387712
CD70,,0.11276821289624464,,-0.035596829932572634,,,,-0.06158495299618457,,0.10226142280411897,0.0015779856707402997,-0.05244763617753699,0.01897184776778325,-0.028808300003252532
HP,-0.03752246635205939,-0.010287417249254957,,-0.025442353642847932,0.09616847957210167,,0.13043976919133937,0.0555541746669981,0.07271510244865138,0.026698956024797705,0.019768992212315192,-0.04138494748600193,0.06120704328268152,0.1014555751414784
CXCL2,0.11594309269337597,-0.07822193257656673,-0.01610516988656499,-0.011026280390957837,-0.01130367455586796,-0.02788218852059782,0.09616340014381285,0.06283345343821245,0.030683588850175355,0.08071387808080134,-0.03764862888966055,0.03476680295095813,0.06533795582606405,-0.07554146347110816
NPPB,,-0.023721496950939575,,-0.09383261481040811,,,,-0.030853613550072705,,-0.0011493449062388202,0.08431197783691766,0.016061186739220527,0.03538506971192219,
CCK,0.02307704732599735,-0.03924648404763034,-0.02802262645259651,0.12075662812446074,0.0455605788018128,-0.0004508516525983127,-0.2605600628451979,-0.057612546213751295,-0.16293482446039043,0.002998893359941093,0.07249626955472882,0.05238007101371109,0.0226107658565122,0.04397348662490049
SEMA6A,0.011234196282761306,-0.012069549482179238,0.03931366862724643,0.015769914742236376,0.031010121150954768,0.028348595231152934,0.17655235967858246,-0.06984936597774241,0.03924886053053367,0.006384950323147263,0.0489697749478935,-0.04242743445825309,0.041247353092389624,0.057598618352657095
IRAK4,0.017839798036098028,0.01008164173095976,-0.023144933759282404,-0.010460307145243805,0.04780105472444768,0.00921146407935724,0.1423815238645713,0.055193889781455334,-0.025184596605237537,0.004842880845647217,0.033222075478639854,-0.025543676184928536,0.11888833618037072,0.014846951099091232
GSTP1,0.0028789925640587697,-0.034767919268490134,0.0008520952007230292,0.0031256603073533864,0.07001818299125716,0.0384889802505618,0.27672240269566667,0.04509432988355191,0.13100829446080825,0.08588103587689384,0.0739845367693114,-0.012109858849145172,0.02034678738374631,0.026257091017773414
VCAM1,0.05107948594248109,0.087541369062966,0.01998213895075791,0.07359088116475974,0.052627506357697064,-0.010255908083815725,0.2769086990755649,0.05210256455726057,0.09231077039103344,0.13080950651037607,-0.03655594011785678,0.010845754446272358,0.06915208693595663,0.017889205071387977
NXPH3,0.009714600198700999,-0.0524720229068892,-0.021443318967095882,0.02872290624161203,-0.011558380307936949,0.011232439239518588,0.08955497925303207,-0.010797173161261418,-0.010944642524819886,0.06353395850304769,0.051143117389537654,0.043704089167075334,0.09024622927023619,0.03663671532023328
MTMR4,0.05587927867115643,0.06186492630556325,0.018482452066688106,0.05112527434640896,0.03349925027770414,0.01834311080336874,0.0557643689941499,0.02923211298989968,-0.03879849415459993,0.0007356671565485496,-0.006748135927329176,0.027247957167497075,0.03567460071966559,0.012848065382979747
LAMC2,,0.046384453788934736,,-0.03886495979629673,,-0.024718237811499878,,0.01110148204451454,,-0.03489156034246441,-0.00802420298261053,0.0005814236877649277,-0.004752530838616868,0.03731830041869516
