,UKF259,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,0.013841035827249767,,,,,,
BMP1,-0.024045809573992355,0.0013726816233249547,-0.12037571480792411,-0.03627107343571655,-0.03950622921787194,-0.007380340329983728,0.002570230930825821,-0.01296353365787549,-0.007629187312118921
NDP,-0.035901995837001786,0.023708716148847446,0.03223684995197326,-0.01619372934475121,0.03148973654386026,0.012707455383553916,-0.01947158871554094,-0.012407427528664904,0.005484413289545625
TNFSF18,,0.0018377859211985324,-0.03291698580498467,-0.016195551575343147,,,,,0.05345610766028235
IL36G,,,,,-0.012722257804064503,,,,
RTN4,-0.025623646880876746,0.010206141850613061,0.20798348547118772,0.0717697113178127,0.02692571552891656,-0.008807201948175032,-0.014374715485751281,-0.014633887204749646,0.029434032987978944
HEBP1,0.017073397473401534,-0.0015979101619924283,-0.04811298863242247,-0.00982359317055774,0.01448016701877056,0.013565981642634301,0.03500283717185274,0.06223406925313297,0.05231439349478265
WNT7B,-0.008003417576426445,0.020018243234649066,0.15624709751353766,0.05769561894445042,-0.01398322745746084,0.05023526596060551,0.06767086923336463,-0.02589542633644295,0.10383811239591392
PTMA,0.05343685829492707,-0.06100177821908911,0.02861217430858676,0.02152752830842867,-0.04733085314368107,-0.0697064281970466,-0.021286397537247998,-0.012464166443761549,0.050661523674203526
CEACAM1,0.0022542626867687173,,-0.043316878508033084,0.01957077369173196,,-0.022267311972879192,0.08372603485584798,-0.02452257165010683,
PDAP1,-0.013149488301368998,0.007172766233348818,-0.0763217897179574,-0.008638925587416512,-0.01244394978520929,-0.017240390445123637,-0.0636738202804298,-0.02590178912248184,-0.019996758685771655
QDPR,-0.028654025033265747,0.028744005433740064,0.11364531697243546,0.03945151808177936,0.0006733608399279153,0.08898416237066162,0.0865107013935727,0.04799785169062921,-0.052704507931381775
POMC,0.044985714659851204,0.023374888735250992,0.08218113204167657,-0.018792037333977708,-0.00029655914697594195,0.012573252051617096,0.1181912653237408,-0.04011570579646324,0.011904438039016679
CCL18,,,,,,0.030598684768823024,-0.017477142462957472,-0.004138429785627109,
CCL17,-0.01896697203227149,,,-0.006689244129466519,-0.011622143688789518,-0.015797580076562998,-0.02348512054904069,,
VEGFD,0.005973636865912248,,-0.037135283388080746,-0.021520332428501956,-0.012455811367846077,,0.08152081492838258,,
TNFSF13,0.07383168518476349,0.0027643332935537034,,,,-0.030313183333993108,-0.009222616633848662,0.056056186677653295,-0.02901804342073641
WNT5A,-0.002344109313536116,-0.055485531725656456,-0.10791835364939648,0.02899001254723614,-0.035032636476355884,-0.012338074085311106,-0.02145214334306081,0.00832725948486938,-0.015555232221969873
