,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.006388358112651294,,,,,,,,,,0.025528707364471052,,,0.0658414117019408,
BMP1,-0.0132725738084125,0.10104326939840269,-0.026334088387898753,-0.003503177636763245,-0.013610620803718585,0.04451949040852599,0.11661057729222615,0.0059425853939961935,-0.04217077451250921,0.06195523629781401,0.04227169896736514,0.03790126964212314,0.08224490450471952,0.17031544224864717,0.010621961171172072,0.04197800021076644,0.030457130349628797,-0.02981487452847965,-0.06595868726406187,0.06364111324188515,0.026885520525064197
NDP,0.048983616305336035,-0.0001616166776589284,-0.014728970860150898,0.07354359754283236,-0.04191088105992612,0.014097269830041592,0.0008425522551571508,0.03096375646040843,0.0038683349544995052,0.11323540972851072,0.09072549141022182,0.09978917203735047,0.03051325103651555,0.0438525209275014,0.05565949025503467,-0.019838670485214968,-0.00746249273269207,0.02544531803578445,-0.01795752472072255,0.12244918341147579,0.06271716923774995
TNFSF18,0.09305619333958126,-0.010581356627464776,0.10962036902378007,,,-0.013463316779501031,0.09090163359879008,0.06472562871202842,,,0.08933121845442922,,0.024763634404479262,,,,-0.03554765139633877,,0.10904512161399012,0.07002578249314877,-0.03446558102575933
RTN4,-0.03495774758749178,-0.006032514018411325,0.019877324660482053,-0.003486792347087894,-0.05068072488397721,-0.07057948851509986,-0.09454792400237895,-0.004513577285032339,-0.0001782324325117078,-0.06907491372150905,-0.04045136227745862,-0.040692516448591336,0.10945198161879695,-0.023265511722263963,-0.018956500450108615,-0.03082504278836284,-0.10298119044835595,0.011779564148581147,0.023093167683806662,0.014390778078777372,-0.05706067866017548
HEBP1,-0.004942872734052325,0.02494393947987929,0.02739234708860297,0.010717823136237594,-0.05912052830332448,0.028215163254393636,0.017073302560909522,0.0824325074798936,0.07160842117624594,-0.004960172320190483,0.08191252398710755,0.03174589150051249,-0.01476176887783607,-0.007175745947920331,0.029509151188033614,0.0317312672363572,0.030878906359243976,0.04869849662798647,-0.016164799467507453,0.046194985868968974,0.03206575657837234
WNT7B,0.11138085707080293,-0.009030715006611914,-0.03470912408733878,-0.0009220019173459019,-0.0084294244349046,0.08912495969051312,-0.03969487627972592,0.038405449658636195,,0.051682562413089085,0.018465225811436243,0.0038139493377748503,,-0.04643341298359645,-0.00714208648526709,-0.0028014790831311716,-0.007225661060147849,0.02523020077460361,-0.02954101009704892,0.022940932076252373,0.06856340634019
PTMA,-0.02287829964023181,0.06481391240470584,-0.005632651610196556,-0.07180685494872067,0.0757708937989383,0.043703487090804,-0.09951911797596588,-0.021631447429273344,-0.05488694182847597,0.08443279520826405,0.07318670213125256,-0.0272502494456526,-0.07511639134088681,-0.13892636860066998,-0.02196538139977674,-0.01080640297773267,-0.08602563354639708,0.0031231572761184897,-0.018945081650204105,-0.049582372287881905,-0.038737813777396865
FASLG,-0.017710100236119342,,,,,,,,,,,,,,,,,,,-0.0432945944616269,
CEACAM1,-0.02459062917110939,0.0054175366192287825,0.012409152876155452,-0.005171459189578599,0.05404556647210686,,-0.011681000523768185,0.07435546175687424,,,,-0.04941797833129036,-0.0368012935033118,-0.04160921903222892,-0.017779042516265754,0.04320953554841807,-0.03073114232145136,-0.022019708100453308,,0.020747740544553573,
PDAP1,0.0303479555095192,-0.0390492052014034,0.018720919241271738,0.0029006922461414023,0.003341078079886456,0.016871082716516942,0.0041193895395240905,-0.04068814724540604,0.01365887530934195,0.07883751123864007,0.01871756217029081,0.008957079312267401,-0.09271320648750511,-0.03611124051057435,-0.007657728964739291,0.06326337699054681,0.05575080925689012,0.01393844367570745,-0.02295843480367849,-0.0013367820415569008,-0.003391567311320352
QDPR,-0.04446240292109283,-0.03061247555039647,-0.025268377887664964,-0.006362473525927768,-0.02148170077673868,-0.02058095501128536,-0.10735435425390756,0.0445031277657934,-0.009665765029305825,0.04171547015701185,-0.0708837814783802,-0.024877989683754983,0.04961664045093606,-0.03766264470605017,-0.0078646560746822,0.001534774458740002,-0.10907321741693511,0.046317386153346,-0.020505853332199994,0.07834455020998361,4.2014586728963084e-05
POMC,0.006628520530030615,-0.013292683533445778,-0.009918512782659495,0.02523445798393795,0.02874145799288021,0.09214450234203657,0.02324478698140488,-0.026865967630079354,0.016953465424429562,-0.04083446816771396,0.17140563846143964,-0.018591885766561393,0.0725156604692554,-0.013841322592896879,0.07957879769034971,-0.007674505458116359,-0.020265236097339608,-0.03602134981948092,,0.04892716714975122,0.010225920419041802
CCL18,,-0.04404210357071008,,,,,,,-0.010555244992150877,0.14045152110344153,,0.334713872965176,,0.017327441421422233,-0.04285294292947546,-0.001258474607949223,,-0.004175050710182677,,,
CCL17,,,,-0.015592528370740572,,,,0.01057689362920611,,,,,,,-0.022454160418814866,-0.036659012786894894,-0.04544587134882904,,,0.03788586568033747,
VEGFD,,-0.010840067661803492,-0.0024859058792075523,-0.029825196142622537,-0.022364981753294738,,0.023293062385719602,-0.0028815946516897463,0.007736503373287224,-0.013617463405034764,,-0.06520073464467607,0.01020111976710735,,,-0.025394817121338557,-0.004551397383425074,,,,
TNFSF13,,-0.022584957084168206,,0.07527214345444112,,0.18330678922732602,,,,,,,,,0.10119615850965481,0.07615854205457014,0.0805209697681619,-0.00937716437291501,,0.06266604704028926,-0.010209310687697024
WNT5A,0.08900550673959026,0.00609430143030211,0.0032795924315163977,0.013942538087606258,-0.024394340225843924,0.012069543212501817,0.10333199045500319,0.07454502130631767,0.056441332784652916,0.1111096195339966,0.1367920489762361,0.0644277974307215,-0.058240382649880115,0.045026263265922614,-0.012903577471154727,0.023241803932659268,0.03231707086432318,0.07448154259321171,-0.0646332592534568,0.00736261665324335,0.01140672735339757
CXCL8,,-0.048111799062426824,0.0029635517838519716,-0.0519890137179866,0.07744142760065156,-0.01857217899218051,0.07751724238530998,-0.031185468940428777,-0.006484833784941379,-0.0076286396392745365,,-0.07536643284786318,0.017108190677379148,0.020852821189194536,-0.1013913261874762,-0.01420993629496493,0.029162747386958166,-0.001382401050326485,0.05298213615111686,-0.0493196308780736,0.03138755367149242
GRN,0.03485792892039646,0.13390541491473917,-0.01803007228225049,-0.03683406968494279,-0.0235418335913993,0.018873109611137327,0.07384325426466529,0.06301736701662154,0.026604665522111593,0.017921052415594076,0.07603905119534227,0.0841209932702407,0.08999887048764287,0.1071159479070468,0.049512666056865384,0.005746836075094915,0.09747565120720711,-0.01198311013331152,0.005722499127487769,0.0297616491616612,-0.026694873659283157
MIA,0.016134354280511208,0.059635182588672425,-0.024335147811491344,-0.0046923556029403336,0.01749426670787145,-0.02360886658838322,0.004818871794012348,-0.02340620304413904,,-0.027274221285185012,0.12210637387944645,-0.05942587553383897,0.007676296366971085,0.04701085689716081,0.004870603268696942,0.040282056438641564,0.03126990443117518,-0.092577067562512,,0.033967231275813546,0.038903798994741376
COL4A4,-0.020510454037645308,0.0022558088444305604,0.012329988124384647,-0.009841340731161937,-0.08083142810639049,-0.012422786302916171,-0.022883573603255932,0.028899809846378553,,,,,-0.04288086160160097,0.09961311000814149,-0.04417247902256745,-0.019311861770067613,-0.032706194981433526,0.07064393148608025,,0.052787211026148806,0.05155778354742399
TAC1,-0.017710090600782505,0.006483236055742251,-0.007767095091863238,-0.008584018241021302,0.019250294861151818,0.007150302594711969,-0.06328436271646237,0.02583812598723385,-0.0040381667589197996,,,,,,,,,0.06920787579937693,-0.013365194973571639,-0.05478596363847393,0.01563127393981921
