,UKF243,UKF251,UKF255,UKF260,UKF266,UKF269,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
LYZ,0.03817147095546969,0.02576772933253593,0.032767679565221614,0.09171524369752616,0.025035561191851345,-0.06220202511125867,0.021896373843894527,0.01362692798078523,0.046893203043716934,-0.018989271251773503,-0.023821845526034165
EREG,,,0.08793387706963751,0.13476188245187576,,,-0.01807498258709076,-0.00023002119646938,-0.006935948029962711,-0.036774314995769095,0.025252697114514406
SPTAN1,-0.08492910135510585,-0.006999474154938046,0.03452363840037322,-0.0757991242390576,0.026202667564450107,0.11081765491840263,0.028542857740303976,0.010226209776160983,-0.0008295604866456738,-0.003782877200745771,-0.159912131497897
PTH2,,,,,,,,,,0.09221159302870817,
LIPC,0.04295602100952275,0.027154707236712643,,-0.018428125474311996,-0.021806314186860402,-0.03438076513130574,0.0003103756519617229,,,,-0.023807455147799625
COL8A1,-0.04511541087070872,-0.054154859398822947,0.06534598855123575,-0.04226143037693552,0.048850465523581146,-0.04610100660190461,0.015265819680333212,0.022391264667576533,0.009665277252013259,0.02485115404638424,0.04263368071737484
GSTM2,0.08399483663871293,0.027850105700406445,-0.05214337403954877,0.0737647191155271,-0.011891182450290525,0.0010201341220158206,-0.010377134368378695,0.03088982583717242,-0.029602928986123173,0.014111222560059063,0.006111414086961071
SPX,-0.013226290298746739,-0.011613799716983285,,-0.03538017921055581,-0.010924275308572904,-0.004315243279296724,0.0375832848911341,0.10872151046850068,-0.025735525842427862,-0.020471646629590314,-0.06814693910090286
MFGE8,-0.029831382478952843,-0.014381281575359603,-0.006790520967350259,0.04839210984950897,0.022412697444596414,0.020146545718564623,0.012345253346862366,-0.019340698957716156,0.022038860576974153,0.014451099144153219,0.008930724190712119
TGFA,0.010906063796239525,0.08005842352935257,0.03293800596975039,-0.025931063174403083,0.026280929789577884,-0.06245198110167462,0.00021591934089761376,0.04155284434161378,0.059683775775677086,-0.02865622505348029,0.06369212839614088
SLIT2,-0.023664168213854173,0.0245945021277952,0.1669138448306907,0.023525939466487834,-0.052238446959872994,0.017567694181047665,-0.07682220806909601,0.09991992474321772,0.053794293215421916,0.038447624873913115,0.044624075675992685
PLTP,-0.01327300659389087,0.02236648821974537,0.002979134669853456,-0.021221678990942777,-0.004539451486104257,-0.057375031916684006,0.007127134818783585,0.027114934554109092,0.026499851063087516,0.014112121092915991,-0.035378731351529163
APOD,-0.057903803978590046,-0.019498494908969214,-0.005076149583401674,-0.14485491655948365,0.042936007489057425,-0.14098075832951723,0.004446405360545499,0.059603179627245435,0.05197369342422732,-0.1017201274186286,-0.11042891634336403
B2M,-0.05381684750906193,-0.023659749458545102,0.014163697154882242,0.08585358952780488,-0.02973302554886987,-0.11620134340077903,-0.006500969141055205,0.08915504904735569,0.13105518500841085,0.01893935726780519,0.028004313750421745
OMG,-0.027416843746971915,-0.041332156215966656,-0.029066448174149023,-0.13310131171167958,0.030224156791166537,0.003989818333356819,-0.013867616974670345,-0.03758483658551566,0.07788548767715411,-0.06831411121933403,-0.1064213362809614
CXCL3,0.10107295993354687,-0.0065863160645598644,0.09786698891523571,0.1466913838488523,,-0.017258857918967595,0.019051889836206128,0.010800780112546171,-0.0063636357207959605,0.00740606548320684,0.055996623562994945
CXCL10,-0.03782515688574799,0.053487966766588485,,-0.03193602417939915,-0.019220947523018558,-0.07643365495093327,-0.039616887765664424,-0.0059240474267543645,0.09319919156291868,-0.031206321636424193,-0.008031574218538106
RSPO3,,,0.04738028947255071,0.03027909773018628,0.005144321409430003,0.12137002605012352,0.04551292874542135,0.10266831288073461,-0.011028759644476548,-0.02705214930627458,-0.03321712147777776
CORT,-0.006632413768083712,0.0033252261989807456,0.035367233067944565,-0.0371882842004561,0.04975573174137514,0.02795633166081772,0.02532262088206571,-0.02643007493403302,-0.021690009964689068,-0.00031571996753761134,
NCAN,-0.10724646971174971,-0.011970163611742421,0.06119344850019603,-0.061654307219533994,0.001954774170702634,-0.06988960941120541,-0.008268681384129988,0.010201411776333895,0.02691834741110502,-0.08956471378217916,-0.07690567363037391
PRG4,0.03912576325077419,,-0.04532275766929607,0.045402216878858655,,-0.01869839958207158,,0.11434400065822076,0.03328434399311834,-0.004122064493732333,0.02996326656062289
ZG16B,,-0.010018492701838352,,,,0.07694722181530442,,,,,-0.025696997273090834
TGM2,-0.04728484898186248,0.035001118361270955,0.00461409434404271,0.15907056335496642,-0.046694704138080544,-0.04281582629695198,0.05603178175381915,-0.0381988375424528,0.00481632801096196,-0.01287762272702489,-0.0004057333323126596
VEGFC,-0.02715823526954531,-0.030541434181145043,-0.04123272062444317,-0.023152482312501624,-0.028826949540534517,0.0411782864873258,-0.02042465162256923,-0.029829907010950864,0.023336900972845475,-0.04253834302603763,0.0883995808062071
WNT6,-0.03444387751035542,-0.007456305958362208,0.019132325228752075,0.06915781366595247,-0.01442311904205494,-0.018387427539490103,,-0.03460191579997167,0.01435699989424727,0.048112048162584464,-0.007513684045711854
NRG4,-0.025668799368792287,,0.1273321502850226,0.02897491202885687,-0.01765656398780496,-0.023290042873433794,0.02527240322040189,,,0.029130997591360702,-0.013429202473841596
PMCH,,,,,,,,-0.023559751802611682,0.027267265734103447,-0.022448247297101945,-0.005976800778394683
COL9A1,-0.03998878655945024,-0.04253038806834593,0.029581718071437477,-0.07650929090278237,0.07024346167099982,-0.009020829641827256,-0.017824413220743924,0.015695073851835942,0.06205524472742906,0.05508817180894616,0.08425062938620205
GDF11,-0.027624279860952252,-0.03846462892992634,0.023153247635920804,-0.03988713076239355,0.05132315297552798,-0.1101325202358485,0.022925489171280452,-0.011129942667084695,-0.0039971948391567475,-0.04476160965635571,-0.03528875972002679
IL24,,,,,,,,-0.01756558322633006,-0.02039676108103921,,0.1938261926542053
SORBS1,-0.060054289999586716,-0.021577047547084505,-0.018339351719250812,-0.025905830266070438,-0.057270681270308946,0.06942295370274683,-0.0013610542922336205,0.014151646465917699,0.014891552570418328,-0.005113973014765928,-0.05750512550910362
DLL1,-0.04003873576966963,0.004178977624152629,0.021186443828983822,-0.05351607863284835,0.056520954548120915,-0.07739649571605568,0.08615558118301443,-0.055103524142723216,0.05595632430900732,0.02466442535701552,0.1140774671254267
TLN1,-0.06123253817893898,-0.020881620872271654,-0.011282618868127883,0.1114927139767297,0.055286160388471485,-0.09129057460486747,-0.013478169622306956,0.03327513089663147,0.00887746732897256,0.006907630556011603,0.021075953821441513
COL2A1,-0.026273706491743848,,,-0.019595141466711475,-0.015625654485316744,-0.017258863792348225,,-0.004106026665452909,0.021602805735068873,0.0966800165670888,0.03442160141406055
SHH,,,,0.11720765627954882,-0.01705546483631201,-0.013567564002402442,,-0.01617771944695283,-0.009714540299412606,0.0861034338574016,0.050184165176090624
PON2,-0.10034097827693304,0.006569717022507844,0.020880463263639737,-0.17081326930759663,0.006504301159684722,-0.07514569554508312,0.032097034918463475,0.05300993038946309,0.0719830869176302,-0.0775525937993872,0.006947004308089291
ICAM5,-0.0196999680567497,-0.003907261885634286,0.009056569594334912,0.033102627395273046,-0.010766274256396481,0.002685094710986927,0.005065589284152599,0.033968781778744676,0.0915308994362529,0.008546467982328514,0.011547418345509666
HPX,-0.04183917782807884,,-0.026554360597668265,-0.0007880761930875279,0.08989552248713639,-0.025132501369227664,,-0.024017406144854887,0.03521330047735832,0.051810941549281286,0.003416109853174422
SFRP2,0.00037327168649692343,,,,0.01228970091401112,-0.013774177569329986,-0.037224435361868126,0.058311836334277244,0.07554512130834436,-0.012621277774361206,0.05129014222057663
CFC1,,,,,0.05431139832530071,,-0.018566699843833998,,,,-0.035332829091456616
CD70,,,,,,,,0.11915902320055934,-0.023533245183997725,0.04194487171177095,0.07722513782144899
HP,-0.09530549351959561,,0.028810007641053487,0.11031486743304707,,-0.00258339763640064,0.05538464332823674,0.08752707395332919,0.097323532293219,0.008817297551490648,0.03788304706227339
CXCL2,-0.029052980653942483,0.003134502178118926,-0.00901669016061077,0.06320920409834252,-0.022291556368653664,0.02944318301962626,-0.00047665537554236075,0.04403170433631916,0.025400242471706955,0.028505566648951198,0.11024514687168206
NPPB,,,0.01743546338756255,,,,,0.04619672223153057,-0.04609282606941449,-0.02224027785725027,
CCK,-0.03398430091084363,0.0031067005548643554,-0.019962080508613464,-0.07300247737507515,-0.04942362676017493,0.13420332688016945,-0.005847350985153388,-0.021354400876745373,0.0599200049754168,-0.03300970903415343,-0.14478673000522083
SEMA6A,-0.023148474562448555,-0.0028597328389975037,-0.042772320014499425,-0.01512820895536197,0.017062852414932397,-0.11185280684560509,-0.02671022392116769,0.04474689452533105,-0.0008612385311494449,-0.011230743330161028,0.05802167741352245
IRAK4,0.010026504529784857,0.007135091396913345,0.0012475626948060432,0.032222096725174516,0.06268250608109685,-0.04801743409513321,-0.02684451473022137,-0.06607873346916898,0.0456861826210785,0.0404211326767657,0.04021340856663412
GSTP1,-0.04704000626853705,-0.0038576266006821983,-0.052013786197341455,-0.009538101654800369,0.009400811815802662,-0.14498398492478937,0.020560741103985744,0.06066393944840329,0.07712380881740036,0.029891240285941523,0.07324979074648767
VCAM1,0.04177099497333317,0.061810489915541986,-0.01671211885130668,0.023166620418926618,0.07968842779613668,-0.04837186390656454,0.04063127089154882,0.08416250825786954,0.006443691693076595,0.0051956807004810215,0.06264628114393501
NXPH3,0.0495346084299055,0.018128778201196804,-0.006799378003542969,0.022358617665801012,0.029766890963207674,-0.03767983325020482,0.08789010509850947,0.015324286141519372,0.013308434699975395,0.024867025294859298,-0.06382958021151669
MTMR4,-0.011507533723107907,0.01259461048781735,0.040461607768569725,0.016304810542899992,0.03177489404263344,0.02224468619367737,-0.01941579313458268,0.0643564203246278,0.02798791354078077,0.02756392668450083,0.03111718142463474
LAMC2,0.07680650425043417,,,,-0.01976200652620154,,,-0.02159528219993744,-0.011242487635803142,0.04691359367290709,0.014357187996245
IL10,0.10570853387327216,-0.03150635970661749,0.0600218394384069,0.09972703485230282,,-0.022647482782415428,0.06442636027212416,0.08959219735552988,0.08687885552911274,0.049918577397094516,0.023234508512762785
SEMA4D,-0.06246878810474687,0.02697962495638174,0.022076612227837956,-0.044105772409193944,0.0026705589872462066,0.05686197484964409,-0.032767450233323475,-0.01900793869021529,0.02741545306978069,-0.02306092961708244,0.002698318848790653
TRH,-0.008403304210805587,,-0.013453568806415992,0.019225142231738046,0.058598805909464015,-0.03575546100857377,-0.010493098793475951,0.00557052700692185,0.12183182173311344,0.020108252295316008,0.05666042184818327
SEMA6D,0.03336818170701022,-0.05516951960079779,-0.003098495954419833,-0.03042411774285711,0.047655431104087306,-0.05822405582414703,0.024049156168954353,0.022771978609130755,0.043674701025274015,0.060973165101598885,0.04230976412299909
CEL,,,0.026883894626643874,-0.0380435571865718,,,,-0.02660039081982954,0.06502530641734289,0.02195345505726611,0.021233836394339067
PDCD1LG2,0.045698229404851506,0.03190565914059185,0.009214096864008675,-0.033589207044049794,-0.013877882277451747,-0.041339502795912995,0.01221986876775251,0.019183628560093157,0.08297327066753594,-0.0003205252147700653,0.048594535184938024
SPINT1,0.0313758281911743,0.0034803979516686927,0.04331769001949899,0.023630748039791524,-0.01795019787817975,-0.0012121981470611819,-0.02808010059063796,0.037088765738617475,0.02064053319203256,-0.0031148056371691508,0.054420579371451006
CTHRC1,-0.010677540722602817,0.035408733548600496,-0.03678185527219908,0.0172183924289882,0.022673319658438728,-0.038104778460277294,0.037145435024175645,-0.021201585245089062,0.05493326372733616,0.0036370034467697984,0.0025368448437500506
PODXL,-0.07875186892362385,0.02800752830668335,-0.038689523597449184,0.006745322980839349,-0.006882991278842647,-0.05253382470286355,0.09566788088426455,0.09511770414432165,0.09781692860077495,-0.015798909921248855,0.03635878699104532
JAM3,0.012453864402290139,0.015147614834113688,0.07076527109694672,0.04260311204602036,-0.010534959006658942,-0.0694956450048414,-0.005735169474937345,0.11044807189005271,0.020158059969961742,0.007832789812866874,0.04858395704422862
TGFB2,-0.05005640097744921,0.025496460316376125,0.07300072364403387,-0.05797558688065497,-0.045290572431964736,-0.08412447303831534,0.042552799735024474,0.03838212986112322,0.02741181524992055,-0.057266161047884345,0.003336047705688149
COL18A1,-0.0021458962769691763,0.028532379340773396,-0.02292713305889361,-0.05218478991738782,0.039515782541615765,-0.044649018627499,0.05322683196762387,0.012946930439800665,0.027423274085754092,0.06635213554714106,-0.07066616243456306
NODAL,,-0.021186516296546692,,-0.04644325827546714,-0.038836289017487355,-0.04548302745102688,,-0.026258794487333755,-0.025194804649730042,-0.02491795657426324,-0.058418296915148396
INHBB,-0.03261354860588409,0.01787987317462958,-0.051033687591649196,-0.04872119665167208,-0.012569998433165383,-0.016180858772712088,0.14288128932974137,0.06427500698248406,0.031814003085061944,0.019473588930704482,-0.039563377842471735
LCN1,,,,,,-0.015145654080003465,,0.033327937494248554,-0.023793306264283866,,0.011420752567316702
ARF4,-0.016731415513473742,0.036569802695501565,-0.0014251934929314979,0.07755073850303996,-0.032075333518019396,-0.03182090680061045,0.006430766974900694,0.08349267349681827,0.07965647948716148,0.014155606325156831,0.135545192057197
CXCL14,-0.058593558371297344,0.0345851194479592,-0.048810297401989236,-0.01927134536491393,-0.02620209820206293,0.06143963247988007,0.0462238828477813,0.011793248979091274,-0.022131877767483574,0.03043946870994167,-0.014409113225198103
LIF,0.014504214625961446,0.09681080077705632,-0.005679492403273795,0.1727330278486335,-0.01750806526705505,0.03458626385860354,-0.025261038505105946,0.008206776917291242,0.026723905925916554,-0.024381519986558565,0.14157441640765175
IL17B,-0.028017669628572245,,-0.03130567891642059,,,0.03936599446445744,,-0.024305419949939764,0.03832449672535255,-0.00587100011179359,-0.03049440076462804
MMP1,,,0.01314862113089708,0.05775424518177571,,,,-0.03840067129349403,0.016430188417028094,-0.00606190285178655,0.0684288379622773
MATN1,0.1338624408613995,,-0.05001073567364666,,-0.016902124727308964,-0.015879188625887188,,-0.009347771291626377,-0.0030863329544291093,-0.03194908916805889,0.009237330089679323
ADAM28,0.04434482971133906,-0.04332732467159084,-0.0030805632988730666,0.04492991622949997,-0.027786963473982896,-0.026606148424865132,-0.04103667821396412,0.06839219524637538,-0.00190927258998028,-0.05287571090054447,-0.003863998468762504
TCN2,-0.04695450410576442,0.045753011087139125,0.11127098066447536,0.010557526791748841,-0.003910676969528738,-0.05177577006509902,0.05862199034358751,0.0019064121663760194,0.05672585158423166,-0.015139367605292747,0.0018919735414480523
THPO,,,,,0.007243793359406314,0.01065821039038605,-0.025075954947463563,,,-0.027714355041051922,0.04457799806524886
CUBN,0.04893885045867196,0.011303159446598331,-0.004328045958213281,0.02331618649144701,-0.03006839156646241,-0.03865754427834158,0.14490366903854746,-0.0024428743567053517,0.09435802669929044,0.04296147894824538,-0.036211523949088
TIMP3,-0.04328122687729894,-0.048155284598434926,-0.021539987823739108,-0.06656711179432181,-0.016125789857711376,-0.08764127384495042,0.02841005249908345,-0.05409978253900631,0.01008238643255342,0.025613191508303306,-0.009117759790563272
PIGF,0.0813911967070742,0.01209602101412698,0.011653029867228151,-0.08903255892475453,0.004191874205367821,-0.10890021293955116,0.04115663342409081,-0.0046608860234873635,0.06041024058704085,0.037377865876769355,0.025812449863350198
CRH,,0.14604433860011784,,-0.019595145062104857,-0.01424356061202133,0.18023668688643604,-0.02151158210160452,0.03195595353082381,-0.0003727141369067992,-0.04575434798954007,0.010833940836435492
BDNF,0.06798603655451875,-0.02378544578931109,-0.034470988006075974,0.0303857834976472,-0.00034367408448064934,0.09817244647825743,0.06547630743798982,0.04559650812330256,0.00815513568774211,0.07160334058877582,0.09572426027885242
CCL5,0.02742507746488894,0.0017887913269383575,,0.13502312455301685,-0.02080633645844247,-0.03438076323825146,-0.010506383246290458,-0.015673033125353446,0.026917049962915184,0.013794880980018872,0.0001234204421112417
